context: BETA release of Ep 5 response:	It's done!
context: Good bye..\So those two persons' relationship is...\Had she not striked by that illness\had she continued playing the piano...\perhaps the two would have been lovers\but as a result, now and back then...\they are no more than friends...\But Maestro still loves her until now.. response:	No, it is not true. Now is different...
context: So those two persons' relationship is...\Had she not striked by that illness\had she continued playing the piano...\perhaps the two would have been lovers\but as a result, now and back then...\they are no more than friends...\But Maestro still loves her until now..\No, it is not true. Now is different... response:	Then why did he come to Japan now? It's to see Rijichou, isn't it?
context: Had she not striked by that illness\had she continued playing the piano...\perhaps the two would have been lovers\but as a result, now and back then...\they are no more than friends...\But Maestro still loves her until now..\No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it? response:	At first I also thought as you did, but I was wrong
context: had she continued playing the piano...\perhaps the two would have been lovers\but as a result, now and back then...\they are no more than friends...\But Maestro still loves her until now..\No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong response:	She asked him to come here, so he came as a mentor
context: perhaps the two would have been lovers\but as a result, now and back then...\they are no more than friends...\But Maestro still loves her until now..\No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor response:	Huh?
context: but as a result, now and back then...\they are no more than friends...\But Maestro still loves her until now..\No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor\Huh? response:	Isn't he teaching here? Teaching you!
context: they are no more than friends...\But Maestro still loves her until now..\No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor\Huh?\Isn't he teaching here? Teaching you! response:	For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!
context: But Maestro still loves her until now..\No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor\Huh?\Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once! response:	If you're not serious learning, please return Franz back to us!!
context: No, it is not true. Now is different...\Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor\Huh?\Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!! response:	it's a big hindrance to our business!
context: Then why did he come to Japan now? It's to see Rijichou, isn't it?\At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor\Huh?\Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business! response:	How is it, our Academy?
context: At first I also thought as you did, but I was wrong\She asked him to come here, so he came as a mentor\Huh?\Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business!\How is it, our Academy? response:	There's a very interesting kid, right?
context: She asked him to come here, so he came as a mentor\Huh?\Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business!\How is it, our Academy?\There's a very interesting kid, right? response:	Is that why you asked me to come here?
context: Huh?\Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business!\How is it, our Academy?\There's a very interesting kid, right?\Is that why you asked me to come here? response:	I didn't expect that you would really come.
context: Isn't he teaching here? Teaching you!\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business!\How is it, our Academy?\There's a very interesting kid, right?\Is that why you asked me to come here?\I didn't expect that you would really come. response:	But I'm glad you came
context: For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business!\How is it, our Academy?\There's a very interesting kid, right?\Is that why you asked me to come here?\I didn't expect that you would really come.\But I'm glad you came response:	And you found that kid too, didn't you?
context: If you're not serious learning, please return Franz back to us!!\it's a big hindrance to our business!\How is it, our Academy?\There's a very interesting kid, right?\Is that why you asked me to come here?\I didn't expect that you would really come.\But I'm glad you came\And you found that kid too, didn't you? response:	Thanks to you,
context: it's a big hindrance to our business!\How is it, our Academy?\There's a very interesting kid, right?\Is that why you asked me to come here?\I didn't expect that you would really come.\But I'm glad you came\And you found that kid too, didn't you?\Thanks to you, response:	though at first I only intended to have a little fun and then go home,
context: How is it, our Academy?\There's a very interesting kid, right?\Is that why you asked me to come here?\I didn't expect that you would really come.\But I'm glad you came\And you found that kid too, didn't you?\Thanks to you,\though at first I only intended to have a little fun and then go home, response:	now I cannot go home...
context: There's a very interesting kid, right?\Is that why you asked me to come here?\I didn't expect that you would really come.\But I'm glad you came\And you found that kid too, didn't you?\Thanks to you,\though at first I only intended to have a little fun and then go home,\now I cannot go home... response:	It seems that that kid cannot leave Japan
context: Is that why you asked me to come here?\I didn't expect that you would really come.\But I'm glad you came\And you found that kid too, didn't you?\Thanks to you,\though at first I only intended to have a little fun and then go home,\now I cannot go home...\It seems that that kid cannot leave Japan response:	Can't something be done for him?
context: I didn't expect that you would really come.\But I'm glad you came\And you found that kid too, didn't you?\Thanks to you,\though at first I only intended to have a little fun and then go home,\now I cannot go home...\It seems that that kid cannot leave Japan\Can't something be done for him? response:	For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!
context: But I'm glad you came\And you found that kid too, didn't you?\Thanks to you,\though at first I only intended to have a little fun and then go home,\now I cannot go home...\It seems that that kid cannot leave Japan\Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once! response:	There's yet another kid for whom...
context: And you found that kid too, didn't you?\Thanks to you,\though at first I only intended to have a little fun and then go home,\now I cannot go home...\It seems that that kid cannot leave Japan\Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom... response:	something must be done.
context: Thanks to you,\though at first I only intended to have a little fun and then go home,\now I cannot go home...\It seems that that kid cannot leave Japan\Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom...\something must be done. response:	Eh?
context: though at first I only intended to have a little fun and then go home,\now I cannot go home...\It seems that that kid cannot leave Japan\Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom...\something must be done.\Eh? response:	It's as if I were looking at myself in the past
context: now I cannot go home...\It seems that that kid cannot leave Japan\Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom...\something must be done.\Eh?\It's as if I were looking at myself in the past response:	making me feel very painful...
context: It seems that that kid cannot leave Japan\Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom...\something must be done.\Eh?\It's as if I were looking at myself in the past\making me feel very painful... response:	really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)
context: Can't something be done for him?\For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom...\something must be done.\Eh?\It's as if I were looking at myself in the past\making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about) response:	Those two...
context: For Franz to take a pupil, even if people beg him, he has never agreed up to now, not even once!\There's yet another kid for whom...\something must be done.\Eh?\It's as if I were looking at myself in the past\making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two... response:	if something interesting happens between them
context: There's yet another kid for whom...\something must be done.\Eh?\It's as if I were looking at myself in the past\making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two...\if something interesting happens between them response:	I'll be very happy!
context: something must be done.\Eh?\It's as if I were looking at myself in the past\making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two...\if something interesting happens between them\I'll be very happy! response:	Rachmaninoff Piano Concerto No 2
context: Eh?\It's as if I were looking at myself in the past\making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two...\if something interesting happens between them\I'll be very happy!\Rachmaninoff Piano Concerto No 2 response:	Rachmaninoff who overcame a deep scar of the heart
context: It's as if I were looking at myself in the past\making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two...\if something interesting happens between them\I'll be very happy!\Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart response:	composed this first Piano Concerto of his.
context: making me feel very painful...\really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two...\if something interesting happens between them\I'll be very happy!\Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his. response:	This great music, beginning in depressed mood, then overcoming it,
context: really a komatta ko ... (a kid who causes someone to worry or to feel anxious about)\Those two...\if something interesting happens between them\I'll be very happy!\Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it, response:	in the end thoroughly singing forth the joy of living
context: Those two...\if something interesting happens between them\I'll be very happy!\Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living response:	There she is!!
context: if something interesting happens between them\I'll be very happy!\Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living\There she is!! response:	Nodame, what are you doing? S-Oke's parctice is waiting for you!!
context: I'll be very happy!\Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living\There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!! response:	Wait a minute...Chiaki Senpai!!
context: Rachmaninoff Piano Concerto No 2\Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living\There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!! response:	Let's go!
context: Rachmaninoff who overcame a deep scar of the heart\composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living\There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!!\Let's go! response:	Oh...S-Oke...
context: composed this first Piano Concerto of his.\This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living\There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!!\Let's go!\Oh...S-Oke... response:	I wonder how it is going...
context: This great music, beginning in depressed mood, then overcoming it,\in the end thoroughly singing forth the joy of living\There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!!\Let's go!\Oh...S-Oke...\I wonder how it is going... response:	Nodame..
context: in the end thoroughly singing forth the joy of living\There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!!\Let's go!\Oh...S-Oke...\I wonder how it is going...\Nodame.. response:	Is she also waiting for dinner today?
context: There she is!!\Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!!\Let's go!\Oh...S-Oke...\I wonder how it is going...\Nodame..\Is she also waiting for dinner today? response:	I'm starving...
context: Nodame, what are you doing? S-Oke's parctice is waiting for you!!\Wait a minute...Chiaki Senpai!!\Let's go!\Oh...S-Oke...\I wonder how it is going...\Nodame..\Is she also waiting for dinner today?\I'm starving... response:	Ha, maybe she's crying...
context: Wait a minute...Chiaki Senpai!!\Let's go!\Oh...S-Oke...\I wonder how it is going...\Nodame..\Is she also waiting for dinner today?\I'm starving...\Ha, maybe she's crying... response:	Chiaki Senpai!
context: Let's go!\Oh...S-Oke...\I wonder how it is going...\Nodame..\Is she also waiting for dinner today?\I'm starving...\Ha, maybe she's crying...\Chiaki Senpai! response:	Nodame...
context: Oh...S-Oke...\I wonder how it is going...\Nodame..\Is she also waiting for dinner today?\I'm starving...\Ha, maybe she's crying...\Chiaki Senpai!\Nodame... response:	I missed you!!
context: I wonder how it is going...\Nodame..\Is she also waiting for dinner today?\I'm starving...\Ha, maybe she's crying...\Chiaki Senpai!\Nodame...\I missed you!! response:	So you're still at school
context: Nodame..\Is she also waiting for dinner today?\I'm starving...\Ha, maybe she's crying...\Chiaki Senpai!\Nodame...\I missed you!!\So you're still at school response:	Yes!
context: Is she also waiting for dinner today?\I'm starving...\Ha, maybe she's crying...\Chiaki Senpai!\Nodame...\I missed you!!\So you're still at school\Yes! response:	Oh Senpai...
context: I'm starving...\Ha, maybe she's crying...\Chiaki Senpai!\Nodame...\I missed you!!\So you're still at school\Yes!\Oh Senpai... response:	there's a sad news...
context: Ha, maybe she's crying...\Chiaki Senpai!\Nodame...\I missed you!!\So you're still at school\Yes!\Oh Senpai...\there's a sad news... response:	Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...
context: Chiaki Senpai!\Nodame...\I missed you!!\So you're still at school\Yes!\Oh Senpai...\there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others... response:	I think I have to come home late
context: Nodame...\I missed you!!\So you're still at school\Yes!\Oh Senpai...\there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late response:	Therefore though you'll feel lonely, please have dinner by yourself for a while.
context: I missed you!!\So you're still at school\Yes!\Oh Senpai...\there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while. response:	Hmm...I am sorry!
context: So you're still at school\Yes!\Oh Senpai...\there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry! response:	What sad news!
context: Yes!\Oh Senpai...\there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry!\What sad news! response:	Oh, it hurts, it hurts...
context: Oh Senpai...\there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry!\What sad news!\Oh, it hurts, it hurts... response:	You're Nodame and yet you act rejecting me, huh?
context: there's a sad news...\Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry!\What sad news!\Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh? response:	That was MY line to say!!
context: Because from now on Nodame will be busy for a while preparing for the School Festival with Mine-kun and the others...\I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry!\What sad news!\Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh?\That was MY line to say!! response:	Don't come to my house anymore!!
context: I think I have to come home late\Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry!\What sad news!\Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh?\That was MY line to say!!\Don't come to my house anymore!! response:	Senpai...
context: Therefore though you'll feel lonely, please have dinner by yourself for a while.\Hmm...I am sorry!\What sad news!\Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh?\That was MY line to say!!\Don't come to my house anymore!!\Senpai... response:	Stop!!
context: Hmm...I am sorry!\What sad news!\Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh?\That was MY line to say!!\Don't come to my house anymore!!\Senpai...\Stop!! response:	Everybody
context: What sad news!\Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh?\That was MY line to say!!\Don't come to my house anymore!!\Senpai...\Stop!!\Everybody response:	please take a little break.
context: Oh, it hurts, it hurts...\You're Nodame and yet you act rejecting me, huh?\That was MY line to say!!\Don't come to my house anymore!!\Senpai...\Stop!!\Everybody\please take a little break. response:	Impressive...
context: You're Nodame and yet you act rejecting me, huh?\That was MY line to say!!\Don't come to my house anymore!!\Senpai...\Stop!!\Everybody\please take a little break.\Impressive... response:	It's the first time I heard him play, but as expected, Chiaki is very good!
context: That was MY line to say!!\Don't come to my house anymore!!\Senpai...\Stop!!\Everybody\please take a little break.\Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good! response:	Chiaki!!
context: Don't come to my house anymore!!\Senpai...\Stop!!\Everybody\please take a little break.\Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!! response:	What's that, the way you played!!
context: Senpai...\Stop!!\Everybody\please take a little break.\Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!!\What's that, the way you played!! response:	Huh?
context: Stop!!\Everybody\please take a little break.\Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!!\What's that, the way you played!!\Huh? response:	This is the place where it should be the most passionate!
context: Everybody\please take a little break.\Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!!\What's that, the way you played!!\Huh?\This is the place where it should be the most passionate! response:	Use your whole body more
context: please take a little break.\Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!!\What's that, the way you played!!\Huh?\This is the place where it should be the most passionate!\Use your whole body more response:	to express music!!
context: Impressive...\It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!!\What's that, the way you played!!\Huh?\This is the place where it should be the most passionate!\Use your whole body more\to express music!! response:	But I'm not such a type of person...
context: It's the first time I heard him play, but as expected, Chiaki is very good!\Chiaki!!\What's that, the way you played!!\Huh?\This is the place where it should be the most passionate!\Use your whole body more\to express music!!\But I'm not such a type of person... response:	Chiaki!
context: Chiaki!!\What's that, the way you played!!\Huh?\This is the place where it should be the most passionate!\Use your whole body more\to express music!!\But I'm not such a type of person...\Chiaki! response:	You don't know yourself at all!
context: What's that, the way you played!!\Huh?\This is the place where it should be the most passionate!\Use your whole body more\to express music!!\But I'm not such a type of person...\Chiaki!\You don't know yourself at all! response:	To enchant the audience, is also an important study!!
context: Huh?\This is the place where it should be the most passionate!\Use your whole body more\to express music!!\But I'm not such a type of person...\Chiaki!\You don't know yourself at all!\To enchant the audience, is also an important study!! response:	Enchant?
context: This is the place where it should be the most passionate!\Use your whole body more\to express music!!\But I'm not such a type of person...\Chiaki!\You don't know yourself at all!\To enchant the audience, is also an important study!!\Enchant? response:	Play it more beautifully!
context: Use your whole body more\to express music!!\But I'm not such a type of person...\Chiaki!\You don't know yourself at all!\To enchant the audience, is also an important study!!\Enchant?\Play it more beautifully! response:	More romantically!
context: to express music!!\But I'm not such a type of person...\Chiaki!\You don't know yourself at all!\To enchant the audience, is also an important study!!\Enchant?\Play it more beautifully!\More romantically! response:	More painfully!!
context: But I'm not such a type of person...\Chiaki!\You don't know yourself at all!\To enchant the audience, is also an important study!!\Enchant?\Play it more beautifully!\More romantically!\More painfully!! response:	More sexily!
context: Chiaki!\You don't know yourself at all!\To enchant the audience, is also an important study!!\Enchant?\Play it more beautifully!\More romantically!\More painfully!!\More sexily! response:	for instance,
context: You don't know yourself at all!\To enchant the audience, is also an important study!!\Enchant?\Play it more beautifully!\More romantically!\More painfully!!\More sexily!\for instance, response:	as if you were in agony..
context: To enchant the audience, is also an important study!!\Enchant?\Play it more beautifully!\More romantically!\More painfully!!\More sexily!\for instance,\as if you were in agony.. response:	Why do I have to twist and turn to play Rachmaninoff?
context: Enchant?\Play it more beautifully!\More romantically!\More painfully!!\More sexily!\for instance,\as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff? response:	It's not twist and turn!
context: Play it more beautifully!\More romantically!\More painfully!!\More sexily!\for instance,\as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn! response:	I am saying for you to immerse more into the music!!
context: More romantically!\More painfully!!\More sexily!\for instance,\as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn!\I am saying for you to immerse more into the music!! response:	Immerse?
context: More painfully!!\More sexily!\for instance,\as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn!\I am saying for you to immerse more into the music!!\Immerse? response:	You studied piano for four years in this Academy
context: More sexily!\for instance,\as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn!\I am saying for you to immerse more into the music!!\Immerse?\You studied piano for four years in this Academy response:	show your accumulative ability all those while!
context: for instance,\as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn!\I am saying for you to immerse more into the music!!\Immerse?\You studied piano for four years in this Academy\show your accumulative ability all those while! response:	and the one conducting will be me!
context: as if you were in agony..\Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn!\I am saying for you to immerse more into the music!!\Immerse?\You studied piano for four years in this Academy\show your accumulative ability all those while!\and the one conducting will be me! response:	This is a hard-to-obtain
context: Why do I have to twist and turn to play Rachmaninoff?\It's not twist and turn!\I am saying for you to immerse more into the music!!\Immerse?\You studied piano for four years in this Academy\show your accumulative ability all those while!\and the one conducting will be me!\This is a hard-to-obtain response:	and valuable experience, and also, study.
context: It's not twist and turn!\I am saying for you to immerse more into the music!!\Immerse?\You studied piano for four years in this Academy\show your accumulative ability all those while!\and the one conducting will be me!\This is a hard-to-obtain\and valuable experience, and also, study. response:	I won't forgive...
context: I am saying for you to immerse more into the music!!\Immerse?\You studied piano for four years in this Academy\show your accumulative ability all those while!\and the one conducting will be me!\This is a hard-to-obtain\and valuable experience, and also, study.\I won't forgive... response:	mediocrity
context: Immerse?\You studied piano for four years in this Academy\show your accumulative ability all those while!\and the one conducting will be me!\This is a hard-to-obtain\and valuable experience, and also, study.\I won't forgive...\mediocrity response:	Okay, one more time No 9, from the beginning
context: You studied piano for four years in this Academy\show your accumulative ability all those while!\and the one conducting will be me!\This is a hard-to-obtain\and valuable experience, and also, study.\I won't forgive...\mediocrity\Okay, one more time No 9, from the beginning response:	Hai
context: show your accumulative ability all those while!\and the one conducting will be me!\This is a hard-to-obtain\and valuable experience, and also, study.\I won't forgive...\mediocrity\Okay, one more time No 9, from the beginning\Hai response:	Yes it is a wonderful experience
context: and the one conducting will be me!\This is a hard-to-obtain\and valuable experience, and also, study.\I won't forgive...\mediocrity\Okay, one more time No 9, from the beginning\Hai\Yes it is a wonderful experience response:	As a performer, to perform together with Stresemann...
context: This is a hard-to-obtain\and valuable experience, and also, study.\I won't forgive...\mediocrity\Okay, one more time No 9, from the beginning\Hai\Yes it is a wonderful experience\As a performer, to perform together with Stresemann... response:	I also don't like mediocrity
context: and valuable experience, and also, study.\I won't forgive...\mediocrity\Okay, one more time No 9, from the beginning\Hai\Yes it is a wonderful experience\As a performer, to perform together with Stresemann...\I also don't like mediocrity response:	It's finished!!
context: I won't forgive...\mediocrity\Okay, one more time No 9, from the beginning\Hai\Yes it is a wonderful experience\As a performer, to perform together with Stresemann...\I also don't like mediocrity\It's finished!! response:	Now the cloth materials...
context: mediocrity\Okay, one more time No 9, from the beginning\Hai\Yes it is a wonderful experience\As a performer, to perform together with Stresemann...\I also don't like mediocrity\It's finished!!\Now the cloth materials... response:	What's Nodame-chan making?
context: Okay, one more time No 9, from the beginning\Hai\Yes it is a wonderful experience\As a performer, to perform together with Stresemann...\I also don't like mediocrity\It's finished!!\Now the cloth materials...\What's Nodame-chan making? response:	She said it's the paper patterns for a stuffed animal
context: Hai\Yes it is a wonderful experience\As a performer, to perform together with Stresemann...\I also don't like mediocrity\It's finished!!\Now the cloth materials...\What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal response:	Wow..
context: Yes it is a wonderful experience\As a performer, to perform together with Stresemann...\I also don't like mediocrity\It's finished!!\Now the cloth materials...\What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal\Wow.. response:	But to cling to such a thing to that extent...
context: As a performer, to perform together with Stresemann...\I also don't like mediocrity\It's finished!!\Now the cloth materials...\What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal\Wow..\But to cling to such a thing to that extent... response:	But you too, Masumi-chan!
context: I also don't like mediocrity\It's finished!!\Now the cloth materials...\What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal\Wow..\But to cling to such a thing to that extent...\But you too, Masumi-chan! response:	Then what costume will Ryuu-chan be wearing?
context: It's finished!!\Now the cloth materials...\What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal\Wow..\But to cling to such a thing to that extent...\But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing? response:	Actually...
context: Now the cloth materials...\What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal\Wow..\But to cling to such a thing to that extent...\But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing?\Actually... response:	A fan of the Concert Master of S-Oke, or me,
context: What's Nodame-chan making?\She said it's the paper patterns for a stuffed animal\Wow..\But to cling to such a thing to that extent...\But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing?\Actually...\A fan of the Concert Master of S-Oke, or me, response:	is going to design for my costume
context: She said it's the paper patterns for a stuffed animal\Wow..\But to cling to such a thing to that extent...\But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing?\Actually...\A fan of the Concert Master of S-Oke, or me,\is going to design for my costume response:	Ryuu-chan's fan? Yes!!
context: Wow..\But to cling to such a thing to that extent...\But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing?\Actually...\A fan of the Concert Master of S-Oke, or me,\is going to design for my costume\Ryuu-chan's fan? Yes!! response:	Your father?
context: But to cling to such a thing to that extent...\But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing?\Actually...\A fan of the Concert Master of S-Oke, or me,\is going to design for my costume\Ryuu-chan's fan? Yes!!\Your father? response:	No! Why my father?
context: But you too, Masumi-chan!\Then what costume will Ryuu-chan be wearing?\Actually...\A fan of the Concert Master of S-Oke, or me,\is going to design for my costume\Ryuu-chan's fan? Yes!!\Your father?\No! Why my father? response:	Mine-san!! Look, that's my fan!!
context: Then what costume will Ryuu-chan be wearing?\Actually...\A fan of the Concert Master of S-Oke, or me,\is going to design for my costume\Ryuu-chan's fan? Yes!!\Your father?\No! Why my father?\Mine-san!! Look, that's my fan!! response:	Seriously? Really?
context: Actually...\A fan of the Concert Master of S-Oke, or me,\is going to design for my costume\Ryuu-chan's fan? Yes!!\Your father?\No! Why my father?\Mine-san!! Look, that's my fan!!\Seriously? Really? response:	Mine-san! The designs are done!
context: A fan of the Concert Master of S-Oke, or me,\is going to design for my costume\Ryuu-chan's fan? Yes!!\Your father?\No! Why my father?\Mine-san!! Look, that's my fan!!\Seriously? Really?\Mine-san! The designs are done! response:	Please choose the one you like!
context: is going to design for my costume\Ryuu-chan's fan? Yes!!\Your father?\No! Why my father?\Mine-san!! Look, that's my fan!!\Seriously? Really?\Mine-san! The designs are done!\Please choose the one you like! response:	Thank you!!
context: Ryuu-chan's fan? Yes!!\Your father?\No! Why my father?\Mine-san!! Look, that's my fan!!\Seriously? Really?\Mine-san! The designs are done!\Please choose the one you like!\Thank you!! response:	Not a human being?
