context: Who are you? response:	Like you, I despise Inuyasha.
context: Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work.\I wonder what Inuyasha is doing now.\Open! Open!\Open up!\It's useless, Inuyasha.\This hut is plastered with charms to keep demons out. response:	Why must I be sealed in?!
context: Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work.\I wonder what Inuyasha is doing now.\Open! Open!\Open up!\It's useless, Inuyasha.\This hut is plastered with charms to keep demons out.\Why must I be sealed in?! response:	Open!
context: Didn't work.\I wonder what Inuyasha is doing now.\Open! Open!\Open up!\It's useless, Inuyasha.\This hut is plastered with charms to keep demons out.\Why must I be sealed in?!\Open! response:	Please Inuyasha. Be still and rest.
context: I wonder what Inuyasha is doing now.\Open! Open!\Open up!\It's useless, Inuyasha.\This hut is plastered with charms to keep demons out.\Why must I be sealed in?!\Open!\Please Inuyasha. Be still and rest. response:	Your wound isn't healed yet.
context: Open! Open!\Open up!\It's useless, Inuyasha.\This hut is plastered with charms to keep demons out.\Why must I be sealed in?!\Open!\Please Inuyasha. Be still and rest.\Your wound isn't healed yet. response:	Kagome!
context: Open up!\It's useless, Inuyasha.\This hut is plastered with charms to keep demons out.\Why must I be sealed in?!\Open!\Please Inuyasha. Be still and rest.\Your wound isn't healed yet.\Kagome! response:	Eh-heh-heh... Would you like me to sleep with you?
context: It's useless, Inuyasha.\This hut is plastered with charms to keep demons out.\Why must I be sealed in?!\Open!\Please Inuyasha. Be still and rest.\Your wound isn't healed yet.\Kagome!\Eh-heh-heh... Would you like me to sleep with you? response:	Shippo... Why you!
context: This hut is plastered with charms to keep demons out.\Why must I be sealed in?!\Open!\Please Inuyasha. Be still and rest.\Your wound isn't healed yet.\Kagome!\Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you! response:	Don't you dare disguise yourself like that again?!
context: Why must I be sealed in?!\Open!\Please Inuyasha. Be still and rest.\Your wound isn't healed yet.\Kagome!\Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you!\Don't you dare disguise yourself like that again?! response:	Don't get so mad?!!
context: Open!\Please Inuyasha. Be still and rest.\Your wound isn't healed yet.\Kagome!\Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you!\Don't you dare disguise yourself like that again?!\Don't get so mad?!! response:	Inuyasha, are you still banging around?
context: Please Inuyasha. Be still and rest.\Your wound isn't healed yet.\Kagome!\Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you!\Don't you dare disguise yourself like that again?!\Don't get so mad?!!\Inuyasha, are you still banging around? response:	Miroku! You!
context: Your wound isn't healed yet.\Kagome!\Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you!\Don't you dare disguise yourself like that again?!\Don't get so mad?!!\Inuyasha, are you still banging around?\Miroku! You! response:	Charms are no use if you act like this.
context: Kagome!\Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you!\Don't you dare disguise yourself like that again?!\Don't get so mad?!!\Inuyasha, are you still banging around?\Miroku! You!\Charms are no use if you act like this. response:	Lemme outta here!
context: Eh-heh-heh... Would you like me to sleep with you?\Shippo... Why you!\Don't you dare disguise yourself like that again?!\Don't get so mad?!!\Inuyasha, are you still banging around?\Miroku! You!\Charms are no use if you act like this.\Lemme outta here! response:	Priestess Kaede, please seal the door with the charm.
context: Shippo... Why you!\Don't you dare disguise yourself like that again?!\Don't get so mad?!!\Inuyasha, are you still banging around?\Miroku! You!\Charms are no use if you act like this.\Lemme outta here!\Priestess Kaede, please seal the door with the charm. response:	All right.
context: Don't you dare disguise yourself like that again?!\Don't get so mad?!!\Inuyasha, are you still banging around?\Miroku! You!\Charms are no use if you act like this.\Lemme outta here!\Priestess Kaede, please seal the door with the charm.\All right. response:	You're not ready yet.
context: Don't get so mad?!!\Inuyasha, are you still banging around?\Miroku! You!\Charms are no use if you act like this.\Lemme outta here!\Priestess Kaede, please seal the door with the charm.\All right.\You're not ready yet. response:	I know how eager you are...
context: Inuyasha, are you still banging around?\Miroku! You!\Charms are no use if you act like this.\Lemme outta here!\Priestess Kaede, please seal the door with the charm.\All right.\You're not ready yet.\I know how eager you are... response:	but first, the wound must heal completely.
context: Miroku! You!\Charms are no use if you act like this.\Lemme outta here!\Priestess Kaede, please seal the door with the charm.\All right.\You're not ready yet.\I know how eager you are...\but first, the wound must heal completely. response:	He's right.
context: Charms are no use if you act like this.\Lemme outta here!\Priestess Kaede, please seal the door with the charm.\All right.\You're not ready yet.\I know how eager you are...\but first, the wound must heal completely.\He's right. response:	You can't underestimate that Naraku.
context: Lemme outta here!\Priestess Kaede, please seal the door with the charm.\All right.\You're not ready yet.\I know how eager you are...\but first, the wound must heal completely.\He's right.\You can't underestimate that Naraku. response:	Isn't that why you made Kagome go through the well?
context: Priestess Kaede, please seal the door with the charm.\All right.\You're not ready yet.\I know how eager you are...\but first, the wound must heal completely.\He's right.\You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well? response:	Inuyasha... So that's why you sent her away.
context: All right.\You're not ready yet.\I know how eager you are...\but first, the wound must heal completely.\He's right.\You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away. response:	I don't want to die in vain.
context: You're not ready yet.\I know how eager you are...\but first, the wound must heal completely.\He's right.\You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away.\I don't want to die in vain. response:	And that's why...
context: I know how eager you are...\but first, the wound must heal completely.\He's right.\You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away.\I don't want to die in vain.\And that's why... response:	I need you to get well quickly.
context: but first, the wound must heal completely.\He's right.\You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away.\I don't want to die in vain.\And that's why...\I need you to get well quickly. response:	Stop talking like a weakling!
context: He's right.\You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away.\I don't want to die in vain.\And that's why...\I need you to get well quickly.\Stop talking like a weakling! response:	I'm ready to fight anytime!
context: You can't underestimate that Naraku.\Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away.\I don't want to die in vain.\And that's why...\I need you to get well quickly.\Stop talking like a weakling!\I'm ready to fight anytime! response:	Inuyasha, just stay still and get some sleep.
context: Isn't that why you made Kagome go through the well?\Inuyasha... So that's why you sent her away.\I don't want to die in vain.\And that's why...\I need you to get well quickly.\Stop talking like a weakling!\I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep. response:	How many times must I repeat myself?!
context: Inuyasha... So that's why you sent her away.\I don't want to die in vain.\And that's why...\I need you to get well quickly.\Stop talking like a weakling!\I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?! response:	You dog!
context: I don't want to die in vain.\And that's why...\I need you to get well quickly.\Stop talking like a weakling!\I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?!\You dog! response:	Hey! His wound will reopen.
context: And that's why...\I need you to get well quickly.\Stop talking like a weakling!\I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?!\You dog!\Hey! His wound will reopen. response:	Say, Inuyasha...
context: I need you to get well quickly.\Stop talking like a weakling!\I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?!\You dog!\Hey! His wound will reopen.\Say, Inuyasha... response:	What is it?
context: Stop talking like a weakling!\I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?!\You dog!\Hey! His wound will reopen.\Say, Inuyasha...\What is it? response:	I wonder how Kagome is doing?
context: I'm ready to fight anytime!\Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?!\You dog!\Hey! His wound will reopen.\Say, Inuyasha...\What is it?\I wonder how Kagome is doing? response:	Not again! Look, just forget about Kagome already.
context: Inuyasha, just stay still and get some sleep.\How many times must I repeat myself?!\You dog!\Hey! His wound will reopen.\Say, Inuyasha...\What is it?\I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already. response:	As long as she's alive and well somewhere, that's all.
context: How many times must I repeat myself?!\You dog!\Hey! His wound will reopen.\Say, Inuyasha...\What is it?\I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all. response:	I don't want to see anymore women I know die.
context: You dog!\Hey! His wound will reopen.\Say, Inuyasha...\What is it?\I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die. response:	I looked for you, Royakan.
context: Hey! His wound will reopen.\Say, Inuyasha...\What is it?\I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die.\I looked for you, Royakan. response:	Naraku!
context: Say, Inuyasha...\What is it?\I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die.\I looked for you, Royakan.\Naraku! response:	Go back! I refuse to fight Inuyasha again!
context: What is it?\I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die.\I looked for you, Royakan.\Naraku!\Go back! I refuse to fight Inuyasha again! response:	You're trembling.
context: I wonder how Kagome is doing?\Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die.\I looked for you, Royakan.\Naraku!\Go back! I refuse to fight Inuyasha again!\You're trembling. response:	I don't want to be sucked into the Wind Tunnel.
context: Not again! Look, just forget about Kagome already.\As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die.\I looked for you, Royakan.\Naraku!\Go back! I refuse to fight Inuyasha again!\You're trembling.\I don't want to be sucked into the Wind Tunnel. response:	Just go away!
context: As long as she's alive and well somewhere, that's all.\I don't want to see anymore women I know die.\I looked for you, Royakan.\Naraku!\Go back! I refuse to fight Inuyasha again!\You're trembling.\I don't want to be sucked into the Wind Tunnel.\Just go away! response:	I will take away the fear that is making you tremble.
context: I don't want to see anymore women I know die.\I looked for you, Royakan.\Naraku!\Go back! I refuse to fight Inuyasha again!\You're trembling.\I don't want to be sucked into the Wind Tunnel.\Just go away!\I will take away the fear that is making you tremble. response:	S-stop!
context: I looked for you, Royakan.\Naraku!\Go back! I refuse to fight Inuyasha again!\You're trembling.\I don't want to be sucked into the Wind Tunnel.\Just go away!\I will take away the fear that is making you tremble.\S-stop! response:	A sinister wind...
context: Naraku!\Go back! I refuse to fight Inuyasha again!\You're trembling.\I don't want to be sucked into the Wind Tunnel.\Just go away!\I will take away the fear that is making you tremble.\S-stop!\A sinister wind... response:	Priestess Kaede, take care. It's coming.
context: Go back! I refuse to fight Inuyasha again!\You're trembling.\I don't want to be sucked into the Wind Tunnel.\Just go away!\I will take away the fear that is making you tremble.\S-stop!\A sinister wind...\Priestess Kaede, take care. It's coming. response:	Yes.
context: You're trembling.\I don't want to be sucked into the Wind Tunnel.\Just go away!\I will take away the fear that is making you tremble.\S-stop!\A sinister wind...\Priestess Kaede, take care. It's coming.\Yes. response:	He will not take a step further!
context: I don't want to be sucked into the Wind Tunnel.\Just go away!\I will take away the fear that is making you tremble.\S-stop!\A sinister wind...\Priestess Kaede, take care. It's coming.\Yes.\He will not take a step further! response:	Inuyasha! Where are you?!
context: Just go away!\I will take away the fear that is making you tremble.\S-stop!\A sinister wind...\Priestess Kaede, take care. It's coming.\Yes.\He will not take a step further!\Inuyasha! Where are you?! response:	What happened?! He's grown much bigger!
context: I will take away the fear that is making you tremble.\S-stop!\A sinister wind...\Priestess Kaede, take care. It's coming.\Yes.\He will not take a step further!\Inuyasha! Where are you?!\What happened?! He's grown much bigger! response:	Where are you, Inuyasha!
context: S-stop!\A sinister wind...\Priestess Kaede, take care. It's coming.\Yes.\He will not take a step further!\Inuyasha! Where are you?!\What happened?! He's grown much bigger!\Where are you, Inuyasha! response:	As long as our spell is active...
context: A sinister wind...\Priestess Kaede, take care. It's coming.\Yes.\He will not take a step further!\Inuyasha! Where are you?!\What happened?! He's grown much bigger!\Where are you, Inuyasha!\As long as our spell is active... response:	that hut where Inuyasha lies will be invisible!
context: Priestess Kaede, take care. It's coming.\Yes.\He will not take a step further!\Inuyasha! Where are you?!\What happened?! He's grown much bigger!\Where are you, Inuyasha!\As long as our spell is active...\that hut where Inuyasha lies will be invisible! response:	But what has happened to this demon? He's different.
context: Yes.\He will not take a step further!\Inuyasha! Where are you?!\What happened?! He's grown much bigger!\Where are you, Inuyasha!\As long as our spell is active...\that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different. response:	I'll wager another Sacred Jewel fragment has been imbedded in him.
context: He will not take a step further!\Inuyasha! Where are you?!\What happened?! He's grown much bigger!\Where are you, Inuyasha!\As long as our spell is active...\that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him. response:	Such a pitiful defense.
context: Inuyasha! Where are you?!\What happened?! He's grown much bigger!\Where are you, Inuyasha!\As long as our spell is active...\that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense. response:	Priestess Kaede!
context: What happened?! He's grown much bigger!\Where are you, Inuyasha!\As long as our spell is active...\that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense.\Priestess Kaede! response:	Don't move!
context: Where are you, Inuyasha!\As long as our spell is active...\that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense.\Priestess Kaede!\Don't move! response:	I must!
context: As long as our spell is active...\that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense.\Priestess Kaede!\Don't move!\I must! response:	I can see you now!
context: that hut where Inuyasha lies will be invisible!\But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense.\Priestess Kaede!\Don't move!\I must!\I can see you now! response:	Inuyasha, there you are!
context: But what has happened to this demon? He's different.\I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense.\Priestess Kaede!\Don't move!\I must!\I can see you now!\Inuyasha, there you are! response:	- Inuyasha! - Inuyasha!
context: I'll wager another Sacred Jewel fragment has been imbedded in him.\Such a pitiful defense.\Priestess Kaede!\Don't move!\I must!\I can see you now!\Inuyasha, there you are!\- Inuyasha! - Inuyasha! response:	Thanks for releasing me, Royakan.
context: Such a pitiful defense.\Priestess Kaede!\Don't move!\I must!\I can see you now!\Inuyasha, there you are!\- Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan. response:	That old hag and monk had me sealed up.
context: Priestess Kaede!\Don't move!\I must!\I can see you now!\Inuyasha, there you are!\- Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan.\That old hag and monk had me sealed up. response:	We were protecting him!
context: Don't move!\I must!\I can see you now!\Inuyasha, there you are!\- Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan.\That old hag and monk had me sealed up.\We were protecting him! response:	Such an ingrate!
context: I must!\I can see you now!\Inuyasha, there you are!\- Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan.\That old hag and monk had me sealed up.\We were protecting him!\Such an ingrate! response:	Die quietly!
context: I can see you now!\Inuyasha, there you are!\- Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan.\That old hag and monk had me sealed up.\We were protecting him!\Such an ingrate!\Die quietly! response:	Shaddup!
context: Inuyasha, there you are!\- Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan.\That old hag and monk had me sealed up.\We were protecting him!\Such an ingrate!\Die quietly!\Shaddup! response:	Inuyasha's been thrown!
context: - Inuyasha! - Inuyasha!\Thanks for releasing me, Royakan.\That old hag and monk had me sealed up.\We were protecting him!\Such an ingrate!\Die quietly!\Shaddup!\Inuyasha's been thrown! response:	Inuyasha's all talk... His strength isn't back yet.
context: Thanks for releasing me, Royakan.\That old hag and monk had me sealed up.\We were protecting him!\Such an ingrate!\Die quietly!\Shaddup!\Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet. response:	How'd he get so strong?!
context: That old hag and monk had me sealed up.\We were protecting him!\Such an ingrate!\Die quietly!\Shaddup!\Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?! response:	It's a giant fragment of Sacred Jewel.
context: We were protecting him!\Such an ingrate!\Die quietly!\Shaddup!\Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?!\It's a giant fragment of Sacred Jewel. response:	Damn!
context: Such an ingrate!\Die quietly!\Shaddup!\Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?!\It's a giant fragment of Sacred Jewel.\Damn! response:	You can't have'em!
context: Die quietly!\Shaddup!\Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?!\It's a giant fragment of Sacred Jewel.\Damn!\You can't have'em! response:	Shippo!
context: Shaddup!\Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?!\It's a giant fragment of Sacred Jewel.\Damn!\You can't have'em!\Shippo! response:	You won't get away!
context: Inuyasha's been thrown!\Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?!\It's a giant fragment of Sacred Jewel.\Damn!\You can't have'em!\Shippo!\You won't get away! response:	Shippo! I'll take over.
context: Inuyasha's all talk... His strength isn't back yet.\How'd he get so strong?!\It's a giant fragment of Sacred Jewel.\Damn!\You can't have'em!\Shippo!\You won't get away!\Shippo! I'll take over. response:	I'll use my Wind Tunnel!
context: How'd he get so strong?!\It's a giant fragment of Sacred Jewel.\Damn!\You can't have'em!\Shippo!\You won't get away!\Shippo! I'll take over.\I'll use my Wind Tunnel! response:	That's!
context: It's a giant fragment of Sacred Jewel.\Damn!\You can't have'em!\Shippo!\You won't get away!\Shippo! I'll take over.\I'll use my Wind Tunnel!\That's! response:	Naraku's poison bugs!
context: Damn!\You can't have'em!\Shippo!\You won't get away!\Shippo! I'll take over.\I'll use my Wind Tunnel!\That's!\Naraku's poison bugs! response:	Damn!
context: You can't have'em!\Shippo!\You won't get away!\Shippo! I'll take over.\I'll use my Wind Tunnel!\That's!\Naraku's poison bugs!\Damn! response:	What'll I do?!
context: Shippo!\You won't get away!\Shippo! I'll take over.\I'll use my Wind Tunnel!\That's!\Naraku's poison bugs!\Damn!\What'll I do?! response:	50 years ago, Inuyasha and Kikyo were...
context: You won't get away!\Shippo! I'll take over.\I'll use my Wind Tunnel!\That's!\Naraku's poison bugs!\Damn!\What'll I do?!\50 years ago, Inuyasha and Kikyo were... response:	tricked into hating and killing each other.
context: Shippo! I'll take over.\I'll use my Wind Tunnel!\That's!\Naraku's poison bugs!\Damn!\What'll I do?!\50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other. response:	It was all engineered by a demon, Naraku.
context: I'll use my Wind Tunnel!\That's!\Naraku's poison bugs!\Damn!\What'll I do?!\50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other.\It was all engineered by a demon, Naraku. response:	Why did he do it? What was his purpose?
context: That's!\Naraku's poison bugs!\Damn!\What'll I do?!\50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other.\It was all engineered by a demon, Naraku.\Why did he do it? What was his purpose? response:	What is his true identity?
context: Naraku's poison bugs!\Damn!\What'll I do?!\50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other.\It was all engineered by a demon, Naraku.\Why did he do it? What was his purpose?\What is his true identity? response:	Inuyasha's fury and love for Kikyo...
context: Damn!\What'll I do?!\50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other.\It was all engineered by a demon, Naraku.\Why did he do it? What was his purpose?\What is his true identity?\Inuyasha's fury and love for Kikyo... response:	cut through the evil and corner Naraku.
context: What'll I do?!\50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other.\It was all engineered by a demon, Naraku.\Why did he do it? What was his purpose?\What is his true identity?\Inuyasha's fury and love for Kikyo...\cut through the evil and corner Naraku. response:	Next, Inuyasha: Naraku's True Identity Revealed.
context: 50 years ago, Inuyasha and Kikyo were...\tricked into hating and killing each other.\It was all engineered by a demon, Naraku.\Why did he do it? What was his purpose?\What is his true identity?\Inuyasha's fury and love for Kikyo...\cut through the evil and corner Naraku.\Next, Inuyasha: Naraku's True Identity Revealed. response:	Look forward to it!
