context: Bellows! response:	You've got a delivery!
context: I have great expectations of your progress.\Please, before you dine...\It will be over soon if you do as you're told.\Who the hell do you people think you are?\Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet, response:	we would acquire even more prosperity and peace.
context: Please, before you dine...\It will be over soon if you do as you're told.\Who the hell do you people think you are?\Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace. response:	I seek a wise judgment from my fellow humans.
context: It will be over soon if you do as you're told.\Who the hell do you people think you are?\Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans. response:	Is what it says...
context: Who the hell do you people think you are?\Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans.\Is what it says... response:	It's a nice way of demanding that we surrender.
context: Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans.\Is what it says...\It's a nice way of demanding that we surrender. response:	Fleet Commander...
context: This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans.\Is what it says...\It's a nice way of demanding that we surrender.\Fleet Commander... response:	Though we have no choice but to accept...
context: Commitment and cooperation are what make humans human.\By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans.\Is what it says...\It's a nice way of demanding that we surrender.\Fleet Commander...\Though we have no choice but to accept... response:	Am I addressing the fleet commander?
context: By joining the Flange fleet with the Kugel fleet,\we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans.\Is what it says...\It's a nice way of demanding that we surrender.\Fleet Commander...\Though we have no choice but to accept...\Am I addressing the fleet commander? response:	Indeed.
context: we would acquire even more prosperity and peace.\I seek a wise judgment from my fellow humans.\Is what it says...\It's a nice way of demanding that we surrender.\Fleet Commander...\Though we have no choice but to accept...\Am I addressing the fleet commander?\Indeed. response:	You have my respect for making a wise choice.
context: I seek a wise judgment from my fellow humans.\Is what it says...\It's a nice way of demanding that we surrender.\Fleet Commander...\Though we have no choice but to accept...\Am I addressing the fleet commander?\Indeed.\You have my respect for making a wise choice. response:	I would like to believe that it was made amicably. But what are you trying to do?
context: Is what it says...\It's a nice way of demanding that we surrender.\Fleet Commander...\Though we have no choice but to accept...\Am I addressing the fleet commander?\Indeed.\You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do? response:	They mean to split up the fleet!
context: It's a nice way of demanding that we surrender.\Fleet Commander...\Though we have no choice but to accept...\Am I addressing the fleet commander?\Indeed.\You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet! response:	What?!
context: Fleet Commander...\Though we have no choice but to accept...\Am I addressing the fleet commander?\Indeed.\You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet!\What?! response:	Each ship will be requisitioned separately, according to their use.
context: Though we have no choice but to accept...\Am I addressing the fleet commander?\Indeed.\You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet!\What?!\Each ship will be requisitioned separately, according to their use. response:	That's a problem. The fleet is like a family.
context: Am I addressing the fleet commander?\Indeed.\You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet!\What?!\Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family. response:	It only works if we're all together.
context: Indeed.\You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet!\What?!\Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family.\It only works if we're all together. response:	From today on, you are all in the service of an even bigger family.
context: You have my respect for making a wise choice.\I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet!\What?!\Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family.\It only works if we're all together.\From today on, you are all in the service of an even bigger family. response:	But...
context: I would like to believe that it was made amicably. But what are you trying to do?\They mean to split up the fleet!\What?!\Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family.\It only works if we're all together.\From today on, you are all in the service of an even bigger family.\But... response:	Those who comply with providence shall be blessed.
context: They mean to split up the fleet!\What?!\Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family.\It only works if we're all together.\From today on, you are all in the service of an even bigger family.\But...\Those who comply with providence shall be blessed. response:	However, those who betray providence shall be crushed by the hammer of God.
context: What?!\Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family.\It only works if we're all together.\From today on, you are all in the service of an even bigger family.\But...\Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God. response:	Understood.
context: Each ship will be requisitioned separately, according to their use.\That's a problem. The fleet is like a family.\It only works if we're all together.\From today on, you are all in the service of an even bigger family.\But...\Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God.\Understood. response:	Then get on your knees. You shall receive a benediction.
context: That's a problem. The fleet is like a family.\It only works if we're all together.\From today on, you are all in the service of an even bigger family.\But...\Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God.\Understood.\Then get on your knees. You shall receive a benediction. response:	New servant of Kugel,
context: It only works if we're all together.\From today on, you are all in the service of an even bigger family.\But...\Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God.\Understood.\Then get on your knees. You shall receive a benediction.\New servant of Kugel, response:	in the name of providence,
context: From today on, you are all in the service of an even bigger family.\But...\Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God.\Understood.\Then get on your knees. You shall receive a benediction.\New servant of Kugel,\in the name of providence, response:	you shall devote yourself body and soul to the great cause.
context: But...\Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God.\Understood.\Then get on your knees. You shall receive a benediction.\New servant of Kugel,\in the name of providence,\you shall devote yourself body and soul to the great cause. response:	This is totally different from the area I saw before.
context: Those who comply with providence shall be blessed.\However, those who betray providence shall be crushed by the hammer of God.\Understood.\Then get on your knees. You shall receive a benediction.\New servant of Kugel,\in the name of providence,\you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before. response:	Guys that live here must be makin' bank.
context: However, those who betray providence shall be crushed by the hammer of God.\Understood.\Then get on your knees. You shall receive a benediction.\New servant of Kugel,\in the name of providence,\you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before.\Guys that live here must be makin' bank. response:	There is no money here.
context: Understood.\Then get on your knees. You shall receive a benediction.\New servant of Kugel,\in the name of providence,\you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before.\Guys that live here must be makin' bank.\There is no money here. response:	What do you do without money?
context: Then get on your knees. You shall receive a benediction.\New servant of Kugel,\in the name of providence,\you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before.\Guys that live here must be makin' bank.\There is no money here.\What do you do without money? response:	According to your work, you receive the appropriate amount of rations from the fleet.
context: New servant of Kugel,\in the name of providence,\you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before.\Guys that live here must be makin' bank.\There is no money here.\What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet. response:	It's an extremely fair society.
context: in the name of providence,\you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before.\Guys that live here must be makin' bank.\There is no money here.\What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society. response:	Fair, huh?
context: you shall devote yourself body and soul to the great cause.\This is totally different from the area I saw before.\Guys that live here must be makin' bank.\There is no money here.\What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society.\Fair, huh? response:	This is your residential area. I'll show you to your quarters.
context: This is totally different from the area I saw before.\Guys that live here must be makin' bank.\There is no money here.\What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society.\Fair, huh?\This is your residential area. I'll show you to your quarters. response:	What's with them?
context: Guys that live here must be makin' bank.\There is no money here.\What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society.\Fair, huh?\This is your residential area. I'll show you to your quarters.\What's with them? response:	Where's everyone from my ship?
context: There is no money here.\What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society.\Fair, huh?\This is your residential area. I'll show you to your quarters.\What's with them?\Where's everyone from my ship? response:	Right about now, each part of the fleet is being requisitioned.
context: What do you do without money?\According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society.\Fair, huh?\This is your residential area. I'll show you to your quarters.\What's with them?\Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned. response:	Each part?
context: According to your work, you receive the appropriate amount of rations from the fleet.\It's an extremely fair society.\Fair, huh?\This is your residential area. I'll show you to your quarters.\What's with them?\Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned.\Each part? response:	Yes.
context: It's an extremely fair society.\Fair, huh?\This is your residential area. I'll show you to your quarters.\What's with them?\Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned.\Each part?\Yes. response:	Did you really think this fleet would allow the consolidation of a potential insurgency?
context: Fair, huh?\This is your residential area. I'll show you to your quarters.\What's with them?\Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned.\Each part?\Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency? response:	It suited you to bring us in and now you talk insurgency?!
context: This is your residential area. I'll show you to your quarters.\What's with them?\Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned.\Each part?\Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?! response:	At any rate, you'd be better off avoiding contact with your friends for the time being.
context: What's with them?\Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned.\Each part?\Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being. response:	Fine.
context: Where's everyone from my ship?\Right about now, each part of the fleet is being requisitioned.\Each part?\Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine. response:	Virus data analysis complete.
context: Right about now, each part of the fleet is being requisitioned.\Each part?\Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine.\Virus data analysis complete. response:	Running Ensign Ledo's physical evaluation.
context: Each part?\Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine.\Virus data analysis complete.\Running Ensign Ledo's physical evaluation. response:	Physical evaluation complete. Nothing abnormal detected.
context: Yes.\Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine.\Virus data analysis complete.\Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected. response:	All this time, the commander led a huge fleet from this cramped space?
context: Did you really think this fleet would allow the consolidation of a potential insurgency?\It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine.\Virus data analysis complete.\Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space? response:	I can't imitate him.
context: It suited you to bring us in and now you talk insurgency?!\At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine.\Virus data analysis complete.\Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space?\I can't imitate him. response:	Conjecture: Commander Kugel has withdrawn into his cockpit
context: At any rate, you'd be better off avoiding contact with your friends for the time being.\Fine.\Virus data analysis complete.\Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space?\I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit response:	because he wishes his existence to be a symbol and to strike the crew members with awe.
context: Fine.\Virus data analysis complete.\Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space?\I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe. response:	Speculation: As a result, strong leadership will be produced.
context: Virus data analysis complete.\Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space?\I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced. response:	So it's scarier if he can't be seen...
context: Running Ensign Ledo's physical evaluation.\Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space?\I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen... response:	But is it good to instill terror?
context: Physical evaluation complete. Nothing abnormal detected.\All this time, the commander led a huge fleet from this cramped space?\I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen...\But is it good to instill terror? response:	Dealing with fear is one of the fundamentals of the behavior of all living things.
context: All this time, the commander led a huge fleet from this cramped space?\I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen...\But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things. response:	A show of strength causes the enemy to be afraid,
context: I can't imitate him.\Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen...\But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid, response:	but brings refuge to those who are obedient.
context: Conjecture: Commander Kugel has withdrawn into his cockpit\because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen...\But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient. response:	Certainly, that's true, but...
context: because he wishes his existence to be a symbol and to strike the crew members with awe.\Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen...\But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient.\Certainly, that's true, but... response:	Conclusion: As a countermeasure against the Hideauze,
context: Speculation: As a result, strong leadership will be produced.\So it's scarier if he can't be seen...\But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient.\Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze, response:	a display of force is a valid means to optimize leadership.
context: So it's scarier if he can't be seen...\But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient.\Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership. response:	It mobilizes many people
context: But is it good to instill terror?\Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient.\Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership.\It mobilizes many people response:	and is connected to the maintenance of a high degree of community functionality. Plus...
context: Dealing with fear is one of the fundamentals of the behavior of all living things.\A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient.\Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership.\It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus... response:	Enough already!
context: A show of strength causes the enemy to be afraid,\but brings refuge to those who are obedient.\Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership.\It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already! response:	Me too...
context: but brings refuge to those who are obedient.\Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership.\It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already!\Me too... response:	Maybe I shouldn't have ever left this cockpit...
context: Certainly, that's true, but...\Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership.\It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already!\Me too...\Maybe I shouldn't have ever left this cockpit... response:	Good work!
context: Conclusion: As a countermeasure against the Hideauze,\a display of force is a valid means to optimize leadership.\It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already!\Me too...\Maybe I shouldn't have ever left this cockpit...\Good work! response:	I'm back, girls.
context: a display of force is a valid means to optimize leadership.\It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already!\Me too...\Maybe I shouldn't have ever left this cockpit...\Good work!\I'm back, girls. response:	How was that Pinion guy?
context: It mobilizes many people\and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already!\Me too...\Maybe I shouldn't have ever left this cockpit...\Good work!\I'm back, girls.\How was that Pinion guy? response:	Don't be vulgar.
context: and is connected to the maintenance of a high degree of community functionality. Plus...\Enough already!\Me too...\Maybe I shouldn't have ever left this cockpit...\Good work!\I'm back, girls.\How was that Pinion guy?\Don't be vulgar. response:	Oh, my!
context: Enough already!\Me too...\Maybe I shouldn't have ever left this cockpit...\Good work!\I'm back, girls.\How was that Pinion guy?\Don't be vulgar.\Oh, my! response:	Then can we get out?
context: Me too...\Maybe I shouldn't have ever left this cockpit...\Good work!\I'm back, girls.\How was that Pinion guy?\Don't be vulgar.\Oh, my!\Then can we get out? response:	It's still early for that.
context: Maybe I shouldn't have ever left this cockpit...\Good work!\I'm back, girls.\How was that Pinion guy?\Don't be vulgar.\Oh, my!\Then can we get out?\It's still early for that. response:	It seems that he is capable in his own way. On top of that...
context: Good work!\I'm back, girls.\How was that Pinion guy?\Don't be vulgar.\Oh, my!\Then can we get out?\It's still early for that.\It seems that he is capable in his own way. On top of that... response:	Awakening process complete.
context: I'm back, girls.\How was that Pinion guy?\Don't be vulgar.\Oh, my!\Then can we get out?\It's still early for that.\It seems that he is capable in his own way. On top of that...\Awakening process complete. response:	Communication from Commander Kugel.
context: How was that Pinion guy?\Don't be vulgar.\Oh, my!\Then can we get out?\It's still early for that.\It seems that he is capable in his own way. On top of that...\Awakening process complete.\Communication from Commander Kugel. response:	How do you feel?
context: Don't be vulgar.\Oh, my!\Then can we get out?\It's still early for that.\It seems that he is capable in his own way. On top of that...\Awakening process complete.\Communication from Commander Kugel.\How do you feel? response:	Good.
context: Oh, my!\Then can we get out?\It's still early for that.\It seems that he is capable in his own way. On top of that...\Awakening process complete.\Communication from Commander Kugel.\How do you feel?\Good. response:	I'd like to get your help right away.
context: Then can we get out?\It's still early for that.\It seems that he is capable in his own way. On top of that...\Awakening process complete.\Communication from Commander Kugel.\How do you feel?\Good.\I'd like to get your help right away. response:	The Hideauze?
context: It's still early for that.\It seems that he is capable in his own way. On top of that...\Awakening process complete.\Communication from Commander Kugel.\How do you feel?\Good.\I'd like to get your help right away.\The Hideauze? response:	No. It's an awareness program for the people of this planet.
context: It seems that he is capable in his own way. On top of that...\Awakening process complete.\Communication from Commander Kugel.\How do you feel?\Good.\I'd like to get your help right away.\The Hideauze?\No. It's an awareness program for the people of this planet. response:	As you command.
context: Awakening process complete.\Communication from Commander Kugel.\How do you feel?\Good.\I'd like to get your help right away.\The Hideauze?\No. It's an awareness program for the people of this planet.\As you command. response:	I like that answer.
context: Communication from Commander Kugel.\How do you feel?\Good.\I'd like to get your help right away.\The Hideauze?\No. It's an awareness program for the people of this planet.\As you command.\I like that answer. response:	With your arrival, that makes two Machine Calibers,
context: How do you feel?\Good.\I'd like to get your help right away.\The Hideauze?\No. It's an awareness program for the people of this planet.\As you command.\I like that answer.\With your arrival, that makes two Machine Calibers, response:	so we're going to carry out a major awareness strategy I've had in mind for a while.
context: Good.\I'd like to get your help right away.\The Hideauze?\No. It's an awareness program for the people of this planet.\As you command.\I like that answer.\With your arrival, that makes two Machine Calibers,\so we're going to carry out a major awareness strategy I've had in mind for a while. response:	This is the target.
context: I'd like to get your help right away.\The Hideauze?\No. It's an awareness program for the people of this planet.\As you command.\I like that answer.\With your arrival, that makes two Machine Calibers,\so we're going to carry out a major awareness strategy I've had in mind for a while.\This is the target. response:	That's...
