context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Kazamori... You don't lie, do you?\You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means...\Public Security Force...\Let's go!\What's wrong?\Those people are the city's security, aren't they? response:	Yuuki Shinjurou...
context: You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means...\Public Security Force...\Let's go!\What's wrong?\Those people are the city's security, aren't they?\Yuuki Shinjurou... response:	Did you take something out of the Sasa house?
context: In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means...\Public Security Force...\Let's go!\What's wrong?\Those people are the city's security, aren't they?\Yuuki Shinjurou...\Did you take something out of the Sasa house? response:	I've finally figured it out.
context: But you don't say anything. That means...\Public Security Force...\Let's go!\What's wrong?\Those people are the city's security, aren't they?\Yuuki Shinjurou...\Did you take something out of the Sasa house?\I've finally figured it out. response:	What?
context: Public Security Force...\Let's go!\What's wrong?\Those people are the city's security, aren't they?\Yuuki Shinjurou...\Did you take something out of the Sasa house?\I've finally figured it out.\What? response:	Who the burned man was.
context: Let's go!\What's wrong?\Those people are the city's security, aren't they?\Yuuki Shinjurou...\Did you take something out of the Sasa house?\I've finally figured it out.\What?\Who the burned man was. response:	If it wasn't someone from in the house,
context: What's wrong?\Those people are the city's security, aren't they?\Yuuki Shinjurou...\Did you take something out of the Sasa house?\I've finally figured it out.\What?\Who the burned man was.\If it wasn't someone from in the house, response:	it had to be someone who came from outside.
context: Those people are the city's security, aren't they?\Yuuki Shinjurou...\Did you take something out of the Sasa house?\I've finally figured it out.\What?\Who the burned man was.\If it wasn't someone from in the house,\it had to be someone who came from outside. response:	What I wanted to know was which group he belonged to.
context: Yuuki Shinjurou...\Did you take something out of the Sasa house?\I've finally figured it out.\What?\Who the burned man was.\If it wasn't someone from in the house,\it had to be someone who came from outside.\What I wanted to know was which group he belonged to. response:	The Public Security Force is a militia
context: Did you take something out of the Sasa house?\I've finally figured it out.\What?\Who the burned man was.\If it wasn't someone from in the house,\it had to be someone who came from outside.\What I wanted to know was which group he belonged to.\The Public Security Force is a militia response:	that's still under the direction of the military.
context: I've finally figured it out.\What?\Who the burned man was.\If it wasn't someone from in the house,\it had to be someone who came from outside.\What I wanted to know was which group he belonged to.\The Public Security Force is a militia\that's still under the direction of the military. response:	Perhaps the rumors of you being a detective who always fails are mistaken.
context: What?\Who the burned man was.\If it wasn't someone from in the house,\it had to be someone who came from outside.\What I wanted to know was which group he belonged to.\The Public Security Force is a militia\that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken. response:	W-What is this?!
context: Who the burned man was.\If it wasn't someone from in the house,\it had to be someone who came from outside.\What I wanted to know was which group he belonged to.\The Public Security Force is a militia\that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?! response:	The war has come back!
context: If it wasn't someone from in the house,\it had to be someone who came from outside.\What I wanted to know was which group he belonged to.\The Public Security Force is a militia\that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?!\The war has come back! response:	The doctor's in here?
context: it had to be someone who came from outside.\What I wanted to know was which group he belonged to.\The Public Security Force is a militia\that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?!\The war has come back!\The doctor's in here? response:	He must've known the truth about Kazamori, too.
context: What I wanted to know was which group he belonged to.\The Public Security Force is a militia\that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?!\The war has come back!\The doctor's in here?\He must've known the truth about Kazamori, too. response:	Please stop! The doctor's been burned...
context: The Public Security Force is a militia\that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?!\The war has come back!\The doctor's in here?\He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned... response:	Detective?
context: that's still under the direction of the military.\Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?!\The war has come back!\The doctor's in here?\He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned...\Detective? response:	What are you doing in here?!
context: Perhaps the rumors of you being a detective who always fails are mistaken.\W-What is this?!\The war has come back!\The doctor's in here?\He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned...\Detective?\What are you doing in here?! response:	Move! We're with the prosecutor's office!
context: W-What is this?!\The war has come back!\The doctor's in here?\He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned...\Detective?\What are you doing in here?!\Move! We're with the prosecutor's office! response:	The prosecutor's office...
context: The war has come back!\The doctor's in here?\He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned...\Detective?\What are you doing in here?!\Move! We're with the prosecutor's office!\The prosecutor's office... response:	During the war, the prosecutor's office had deep connections
context: The doctor's in here?\He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned...\Detective?\What are you doing in here?!\Move! We're with the prosecutor's office!\The prosecutor's office...\During the war, the prosecutor's office had deep connections response:	to domestic politics, and their power expanded.
context: He must've known the truth about Kazamori, too.\Please stop! The doctor's been burned...\Detective?\What are you doing in here?!\Move! We're with the prosecutor's office!\The prosecutor's office...\During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded. response:	But I didn't know you were allowed to carry guns.
context: Please stop! The doctor's been burned...\Detective?\What are you doing in here?!\Move! We're with the prosecutor's office!\The prosecutor's office...\During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns. response:	It's totally obvious!
context: Detective?\What are you doing in here?!\Move! We're with the prosecutor's office!\The prosecutor's office...\During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns.\It's totally obvious! response:	That corpse came from outside, the same as you.
context: What are you doing in here?!\Move! We're with the prosecutor's office!\The prosecutor's office...\During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns.\It's totally obvious!\That corpse came from outside, the same as you. response:	Stop it!
context: Move! We're with the prosecutor's office!\The prosecutor's office...\During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns.\It's totally obvious!\That corpse came from outside, the same as you.\Stop it! response:	Dr. Taku!
context: The prosecutor's office...\During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns.\It's totally obvious!\That corpse came from outside, the same as you.\Stop it!\Dr. Taku! response:	He's a RAI?!
context: During the war, the prosecutor's office had deep connections\to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns.\It's totally obvious!\That corpse came from outside, the same as you.\Stop it!\Dr. Taku!\He's a RAI?! response:	The doctor wasn't human either...
context: to domestic politics, and their power expanded.\But I didn't know you were allowed to carry guns.\It's totally obvious!\That corpse came from outside, the same as you.\Stop it!\Dr. Taku!\He's a RAI?!\The doctor wasn't human either... response:	I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.
context: But I didn't know you were allowed to carry guns.\It's totally obvious!\That corpse came from outside, the same as you.\Stop it!\Dr. Taku!\He's a RAI?!\The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept. response:	To identify the wartime identity of the man who was burned to death,
context: It's totally obvious!\That corpse came from outside, the same as you.\Stop it!\Dr. Taku!\He's a RAI?!\The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death, response:	his DNA was checked against the data of every registered civil servant...
context: That corpse came from outside, the same as you.\Stop it!\Dr. Taku!\He's a RAI?!\The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant... response:	Neither of us wants that to go public.
context: Stop it!\Dr. Taku!\He's a RAI?!\The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public. response:	You understand, don't you?
context: Dr. Taku!\He's a RAI?!\The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public.\You understand, don't you? response:	And in exchange, you're going to take that thing away?
context: He's a RAI?!\The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public.\You understand, don't you?\And in exchange, you're going to take that thing away? response:	It's a good deal.
context: The doctor wasn't human either...\I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public.\You understand, don't you?\And in exchange, you're going to take that thing away?\It's a good deal. response:	Say what you like. You're the ones who failed first.
context: I'm Koyama with the Public Prosecutor's Office, Joint Coordinating Dept.\To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public.\You understand, don't you?\And in exchange, you're going to take that thing away?\It's a good deal.\Say what you like. You're the ones who failed first. response:	Wow! Izumi-chan, that was so cool!
context: To identify the wartime identity of the man who was burned to death,\his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public.\You understand, don't you?\And in exchange, you're going to take that thing away?\It's a good deal.\Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool! response:	What does this mean?
context: his DNA was checked against the data of every registered civil servant...\Neither of us wants that to go public.\You understand, don't you?\And in exchange, you're going to take that thing away?\It's a good deal.\Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool!\What does this mean? response:	Even Dr. Taku...!
context: Neither of us wants that to go public.\You understand, don't you?\And in exchange, you're going to take that thing away?\It's a good deal.\Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool!\What does this mean?\Even Dr. Taku...! response:	If the charred corpse wasn't Kazamori, a new question is raised.
context: You understand, don't you?\And in exchange, you're going to take that thing away?\It's a good deal.\Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool!\What does this mean?\Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised. response:	What's the identity of the corpse?
context: And in exchange, you're going to take that thing away?\It's a good deal.\Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool!\What does this mean?\Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse? response:	And how was he set on fire?
context: It's a good deal.\Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool!\What does this mean?\Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse?\And how was he set on fire? response:	If a mechanical body held fast to him and set him afire...
context: Say what you like. You're the ones who failed first.\Wow! Izumi-chan, that was so cool!\What does this mean?\Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse?\And how was he set on fire?\If a mechanical body held fast to him and set him afire... response:	Then Kazamori's program entered this body...
context: Wow! Izumi-chan, that was so cool!\What does this mean?\Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse?\And how was he set on fire?\If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body... response:	Kazamori is right here.
context: What does this mean?\Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse?\And how was he set on fire?\If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body...\Kazamori is right here. response:	But this thing moved...
context: Even Dr. Taku...!\If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse?\And how was he set on fire?\If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body...\Kazamori is right here.\But this thing moved... response:	Then one more RAI?
context: If the charred corpse wasn't Kazamori, a new question is raised.\What's the identity of the corpse?\And how was he set on fire?\If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body...\Kazamori is right here.\But this thing moved...\Then one more RAI? response:	No. Kazamori said he was the last RAI.
context: What's the identity of the corpse?\And how was he set on fire?\If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body...\Kazamori is right here.\But this thing moved...\Then one more RAI?\No. Kazamori said he was the last RAI. response:	And he doesn't lie.
context: And how was he set on fire?\If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body...\Kazamori is right here.\But this thing moved...\Then one more RAI?\No. Kazamori said he was the last RAI.\And he doesn't lie. response:	Then who's controlling this body?!
context: If a mechanical body held fast to him and set him afire...\Then Kazamori's program entered this body...\Kazamori is right here.\But this thing moved...\Then one more RAI?\No. Kazamori said he was the last RAI.\And he doesn't lie.\Then who's controlling this body?! response:	Brilliant deductions, Defeated Detective...
context: Then Kazamori's program entered this body...\Kazamori is right here.\But this thing moved...\Then one more RAI?\No. Kazamori said he was the last RAI.\And he doesn't lie.\Then who's controlling this body?!\Brilliant deductions, Defeated Detective... response:	Pardon me, but would you bring me Kazamori?
context: Kazamori is right here.\But this thing moved...\Then one more RAI?\No. Kazamori said he was the last RAI.\And he doesn't lie.\Then who's controlling this body?!\Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori? response:	It's good to see you back, Kazamori.
context: But this thing moved...\Then one more RAI?\No. Kazamori said he was the last RAI.\And he doesn't lie.\Then who's controlling this body?!\Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori. response:	At this distance, even wireless, there's no problem.
context: Then one more RAI?\No. Kazamori said he was the last RAI.\And he doesn't lie.\Then who's controlling this body?!\Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem. response:	Here, Kazamori. Return to your body.
context: No. Kazamori said he was the last RAI.\And he doesn't lie.\Then who's controlling this body?!\Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body. response:	What's wrong, Kazamori?
context: And he doesn't lie.\Then who's controlling this body?!\Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body.\What's wrong, Kazamori? response:	This is your body.
context: Then who's controlling this body?!\Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body.\What's wrong, Kazamori?\This is your body. response:	Oh, my... Are you Sasa Komamori?!
context: Brilliant deductions, Defeated Detective...\Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body.\What's wrong, Kazamori?\This is your body.\Oh, my... Are you Sasa Komamori?! response:	Father?
context: Pardon me, but would you bring me Kazamori?\It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body.\What's wrong, Kazamori?\This is your body.\Oh, my... Are you Sasa Komamori?!\Father? response:	Sasa Komamori
context: It's good to see you back, Kazamori.\At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body.\What's wrong, Kazamori?\This is your body.\Oh, my... Are you Sasa Komamori?!\Father?\Sasa Komamori response:	Creator of RAI
context: At this distance, even wireless, there's no problem.\Here, Kazamori. Return to your body.\What's wrong, Kazamori?\This is your body.\Oh, my... Are you Sasa Komamori?!\Father?\Sasa Komamori\Creator of RAI response:	Hi, Mitsuko.
context: Here, Kazamori. Return to your body.\What's wrong, Kazamori?\This is your body.\Oh, my... Are you Sasa Komamori?!\Father?\Sasa Komamori\Creator of RAI\Hi, Mitsuko. response:	F-Father...
context: What's wrong, Kazamori?\This is your body.\Oh, my... Are you Sasa Komamori?!\Father?\Sasa Komamori\Creator of RAI\Hi, Mitsuko.\F-Father... response:	What are you crying for?
context: This is your body.\Oh, my... Are you Sasa Komamori?!\Father?\Sasa Komamori\Creator of RAI\Hi, Mitsuko.\F-Father...\What are you crying for? response:	After all... I thought you died seven years ago...
context: Oh, my... Are you Sasa Komamori?!\Father?\Sasa Komamori\Creator of RAI\Hi, Mitsuko.\F-Father...\What are you crying for?\After all... I thought you died seven years ago... response:	Oh, that's right. Sorry, sorry...
context: Father?\Sasa Komamori\Creator of RAI\Hi, Mitsuko.\F-Father...\What are you crying for?\After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry... response:	I watched you through Taku's eyes every day,
context: Sasa Komamori\Creator of RAI\Hi, Mitsuko.\F-Father...\What are you crying for?\After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day, response:	so it doesn't feel like it's been a long time.
context: Creator of RAI\Hi, Mitsuko.\F-Father...\What are you crying for?\After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time. response:	Why have you done this?!
context: Hi, Mitsuko.\F-Father...\What are you crying for?\After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time.\Why have you done this?! response:	Oh, you're Kaishou's daughter, aren't you?
context: F-Father...\What are you crying for?\After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time.\Why have you done this?!\Oh, you're Kaishou's daughter, aren't you? response:	I think this is our first meeting.
context: What are you crying for?\After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time.\Why have you done this?!\Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting. response:	Why are you acting so foolishly?!
context: After all... I thought you died seven years ago...\Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time.\Why have you done this?!\Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting.\Why are you acting so foolishly?! response:	Didn't you die in an explosion?
context: Oh, that's right. Sorry, sorry...\I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time.\Why have you done this?!\Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting.\Why are you acting so foolishly?!\Didn't you die in an explosion? response:	You deceived Mitsuko-san and the rest of your family,
context: I watched you through Taku's eyes every day,\so it doesn't feel like it's been a long time.\Why have you done this?!\Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting.\Why are you acting so foolishly?!\Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family, response:	and Kazamori-san was a RAI, too!
context: so it doesn't feel like it's been a long time.\Why have you done this?!\Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting.\Why are you acting so foolishly?!\Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too! response:	Why would you do that?!
context: Why have you done this?!\Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting.\Why are you acting so foolishly?!\Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too!\Why would you do that?! response:	Do you know the real aim of the New Information Privacy and Protection Act?
context: Oh, you're Kaishou's daughter, aren't you?\I think this is our first meeting.\Why are you acting so foolishly?!\Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too!\Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act? response:	You're a public prosecutor, right? What have you heard?
context: I think this is our first meeting.\Why are you acting so foolishly?!\Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too!\Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard? response:	The reason is...
context: Why are you acting so foolishly?!\Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too!\Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard?\The reason is... response:	and other affronts to public order and standards of decency,
context: Didn't you die in an explosion?\You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too!\Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard?\The reason is...\and other affronts to public order and standards of decency, response:	which was having an effect on young people...
context: You deceived Mitsuko-san and the rest of your family,\and Kazamori-san was a RAI, too!\Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard?\The reason is...\and other affronts to public order and standards of decency,\which was having an effect on young people... response:	That's only the excuse they used!
context: and Kazamori-san was a RAI, too!\Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard?\The reason is...\and other affronts to public order and standards of decency,\which was having an effect on young people...\That's only the excuse they used! response:	They banned the distribution of RAI because they wanted to have a monopoly.
context: Why would you do that?!\Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard?\The reason is...\and other affronts to public order and standards of decency,\which was having an effect on young people...\That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly. response:	For military use...
context: Do you know the real aim of the New Information Privacy and Protection Act?\You're a public prosecutor, right? What have you heard?\The reason is...\and other affronts to public order and standards of decency,\which was having an effect on young people...\That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly.\For military use... response:	For military use?
context: You're a public prosecutor, right? What have you heard?\The reason is...\and other affronts to public order and standards of decency,\which was having an effect on young people...\That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly.\For military use...\For military use? response:	True, it would be possible for superior AI to be put to use as weapons.
context: The reason is...\and other affronts to public order and standards of decency,\which was having an effect on young people...\That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly.\For military use...\For military use?\True, it would be possible for superior AI to be put to use as weapons. response:	That's why I made it look like I died.
context: and other affronts to public order and standards of decency,\which was having an effect on young people...\That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly.\For military use...\For military use?\True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died. response:	Why go that far...?
context: which was having an effect on young people...\That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly.\For military use...\For military use?\True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died.\Why go that far...? response:	I didn't want to hurt anyone!
context: That's only the excuse they used!\They banned the distribution of RAI because they wanted to have a monopoly.\For military use...\For military use?\True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died.\Why go that far...?\I didn't want to hurt anyone! response:	If my RAI had been used in the war, there would've been even more casualties,
context: They banned the distribution of RAI because they wanted to have a monopoly.\For military use...\For military use?\True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died.\Why go that far...?\I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties, response:	both enemies and allies!
context: For military use...\For military use?\True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died.\Why go that far...?\I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies! response:	I couldn't let that happen!
context: For military use?\True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died.\Why go that far...?\I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies!\I couldn't let that happen! response:	But the intelligence service didn't give up on RAI.
context: True, it would be possible for superior AI to be put to use as weapons.\That's why I made it look like I died.\Why go that far...?\I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies!\I couldn't let that happen!\But the intelligence service didn't give up on RAI. response:	And two nights ago, a spy finally broke through your security system
context: That's why I made it look like I died.\Why go that far...?\I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies!\I couldn't let that happen!\But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system response:	and entered the grounds.
context: Why go that far...?\I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies!\I couldn't let that happen!\But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system\and entered the grounds. response:	One man who had no business being here.
context: I didn't want to hurt anyone!\If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies!\I couldn't let that happen!\But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system\and entered the grounds.\One man who had no business being here. response:	So he had to have come from outside.
context: If my RAI had been used in the war, there would've been even more casualties,\both enemies and allies!\I couldn't let that happen!\But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system\and entered the grounds.\One man who had no business being here.\So he had to have come from outside. response:	I just didn't know right away if he was police or military.
context: both enemies and allies!\I couldn't let that happen!\But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system\and entered the grounds.\One man who had no business being here.\So he had to have come from outside.\I just didn't know right away if he was police or military. response:	A spy...
context: I couldn't let that happen!\But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system\and entered the grounds.\One man who had no business being here.\So he had to have come from outside.\I just didn't know right away if he was police or military.\A spy... response:	His DNA matched with a member of
context: But the intelligence service didn't give up on RAI.\And two nights ago, a spy finally broke through your security system\and entered the grounds.\One man who had no business being here.\So he had to have come from outside.\I just didn't know right away if he was police or military.\A spy...\His DNA matched with a member of response:	the Self-Defense Force's Insurrection Countermeasures Office.
context: And two nights ago, a spy finally broke through your security system\and entered the grounds.\One man who had no business being here.\So he had to have come from outside.\I just didn't know right away if he was police or military.\A spy...\His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office. response:	You noticed the intruder and burned him to death to cover your tracks.
context: and entered the grounds.\One man who had no business being here.\So he had to have come from outside.\I just didn't know right away if he was police or military.\A spy...\His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks. response:	They came after all this time, thinking I might still be alive.
context: One man who had no business being here.\So he had to have come from outside.\I just didn't know right away if he was police or military.\A spy...\His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive. response:	But Kazamori found him.
context: So he had to have come from outside.\I just didn't know right away if he was police or military.\A spy...\His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive.\But Kazamori found him. response:	Do you intend to say that Kazamori killed him?
context: I just didn't know right away if he was police or military.\A spy...\His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive.\But Kazamori found him.\Do you intend to say that Kazamori killed him? response:	Then how about the real Dr. Taku,
context: A spy...\His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive.\But Kazamori found him.\Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku, response:	whose remains were most likely taken for yours seven years ago?
context: His DNA matched with a member of\the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive.\But Kazamori found him.\Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago? response:	What if I said that Kazamori killed him, too, on his own?
context: the Self-Defense Force's Insurrection Countermeasures Office.\You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive.\But Kazamori found him.\Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own? response:	You're gonna blame everything on Kazamori?!
