context: Here she comes, Reiner. response:	Right.
context: Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free!\We were gonna go with them!\What the heck? Ymir said that?\Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you!\Sasha is right. response:	You think the one who fought like
context: Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free!\We were gonna go with them!\What the heck? Ymir said that?\Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you!\Sasha is right.\You think the one who fought like response:	a maniac to save you would do something like that?
context: If she hands me in, they'll let her go free!\We were gonna go with them!\What the heck? Ymir said that?\Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you!\Sasha is right.\You think the one who fought like\a maniac to save you would do something like that? response:	The only time Ymir ever shows some effort is when you're in trouble.
context: We were gonna go with them!\What the heck? Ymir said that?\Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you!\Sasha is right.\You think the one who fought like\a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble. response:	I don't know about her getting killed, but...
context: What the heck? Ymir said that?\Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you!\Sasha is right.\You think the one who fought like\a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but... response:	For now, just calm down.
context: Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you!\Sasha is right.\You think the one who fought like\a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but...\For now, just calm down. response:	That's right!
context: It's a lie! Of course that's a lie! She's lying to you!\Sasha is right.\You think the one who fought like\a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but...\For now, just calm down.\That's right! response:	If you two stay here any longer,
context: Sasha is right.\You think the one who fought like\a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but...\For now, just calm down.\That's right!\If you two stay here any longer, response:	there's a huge chance that you'll die and it'll only get worse!
context: You think the one who fought like\a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but...\For now, just calm down.\That's right!\If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse! response:	You know, even an idiot could figure that out.
context: a maniac to save you would do something like that?\The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but...\For now, just calm down.\That's right!\If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out. response:	Damn that Reiner!
context: The only time Ymir ever shows some effort is when you're in trouble.\I don't know about her getting killed, but...\For now, just calm down.\That's right!\If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out.\Damn that Reiner! response:	He's tossing Titans like a madman!
context: I don't know about her getting killed, but...\For now, just calm down.\That's right!\If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out.\Damn that Reiner!\He's tossing Titans like a madman! response:	Eren! Mikasa!
context: For now, just calm down.\That's right!\If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out.\Damn that Reiner!\He's tossing Titans like a madman!\Eren! Mikasa! response:	Eren...
context: That's right!\If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out.\Damn that Reiner!\He's tossing Titans like a madman!\Eren! Mikasa!\Eren... response:	Eren encounters the very Titan that devoured his mother.
context: If you two stay here any longer,\there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out.\Damn that Reiner!\He's tossing Titans like a madman!\Eren! Mikasa!\Eren...\Eren encounters the very Titan that devoured his mother. response:	Unable to move his body, Hannes steps in to protect him.
context: there's a huge chance that you'll die and it'll only get worse!\You know, even an idiot could figure that out.\Damn that Reiner!\He's tossing Titans like a madman!\Eren! Mikasa!\Eren...\Eren encounters the very Titan that devoured his mother.\Unable to move his body, Hannes steps in to protect him. response:	What is the enemy? What is the war?
context: You know, even an idiot could figure that out.\Damn that Reiner!\He's tossing Titans like a madman!\Eren! Mikasa!\Eren...\Eren encounters the very Titan that devoured his mother.\Unable to move his body, Hannes steps in to protect him.\What is the enemy? What is the war? response:	Not knowing what to brandish their swords against, the Scouts battle on.
context: Damn that Reiner!\He's tossing Titans like a madman!\Eren! Mikasa!\Eren...\Eren encounters the very Titan that devoured his mother.\Unable to move his body, Hannes steps in to protect him.\What is the enemy? What is the war?\Not knowing what to brandish their swords against, the Scouts battle on. response:	Where will they ever find the future that they pursue?
context: He's tossing Titans like a madman!\Eren! Mikasa!\Eren...\Eren encounters the very Titan that devoured his mother.\Unable to move his body, Hannes steps in to protect him.\What is the enemy? What is the war?\Not knowing what to brandish their swords against, the Scouts battle on.\Where will they ever find the future that they pursue? response:	Scream
context: Eren! Mikasa!\Eren...\Eren encounters the very Titan that devoured his mother.\Unable to move his body, Hannes steps in to protect him.\What is the enemy? What is the war?\Not knowing what to brandish their swords against, the Scouts battle on.\Where will they ever find the future that they pursue?\Scream response:	Next episode: Scream.
