context: We'll pass Hosu City... response:	I wonder how Iida's doing...
context: That was what your movements were like.\People who are all talk are a dime a dozen,\but you are worth letting live.\You're different from these guys.\Damn it...\Stop it!\Stop it...!\One after another... response:	There are a lot of people getting in my way today.
context: People who are all talk are a dime a dozen,\but you are worth letting live.\You're different from these guys.\Damn it...\Stop it!\Stop it...!\One after another...\There are a lot of people getting in my way today. response:	Midoriya. You need to give more details in times like this.
context: but you are worth letting live.\You're different from these guys.\Damn it...\Stop it!\Stop it...!\One after another...\There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this. response:	Shoto Todoroki - Quirk: Half-Cold, Half-Hot
context: You're different from these guys.\Damn it...\Stop it!\Stop it...!\One after another...\There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot response:	You made me late.
context: Damn it...\Stop it!\Stop it...!\One after another...\There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late. response:	T-Todoroki, you too?
context: Stop it!\Stop it...!\One after another...\There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late.\T-Todoroki, you too? response:	Why are you here...?
context: Stop it...!\One after another...\There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late.\T-Todoroki, you too?\Why are you here...? response:	And you're using your left side...
context: One after another...\There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late.\T-Todoroki, you too?\Why are you here...?\And you're using your left side... response:	Why? That's my line.
context: There are a lot of people getting in my way today.\Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late.\T-Todoroki, you too?\Why are you here...?\And you're using your left side...\Why? That's my line. response:	It took me a few seconds to figure out what you meant
context: Midoriya. You need to give more details in times like this.\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late.\T-Todoroki, you too?\Why are you here...?\And you're using your left side...\Why? That's my line.\It took me a few seconds to figure out what you meant response:	since you sent just your location info.
context: Shoto Todoroki - Quirk: Half-Cold, Half-Hot\You made me late.\T-Todoroki, you too?\Why are you here...?\And you're using your left side...\Why? That's my line.\It took me a few seconds to figure out what you meant\since you sent just your location info. response:	You're not really one to send that for no reason.
context: You made me late.\T-Todoroki, you too?\Why are you here...?\And you're using your left side...\Why? That's my line.\It took me a few seconds to figure out what you meant\since you sent just your location info.\You're not really one to send that for no reason. response:	You meant that you were in trouble and to call for help, right?
context: T-Todoroki, you too?\Why are you here...?\And you're using your left side...\Why? That's my line.\It took me a few seconds to figure out what you meant\since you sent just your location info.\You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right? response:	Don't worry. The pros will also get here in a few minutes.
context: Why are you here...?\And you're using your left side...\Why? That's my line.\It took me a few seconds to figure out what you meant\since you sent just your location info.\You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes. response:	That's hot...!
context: And you're using your left side...\Why? That's my line.\It took me a few seconds to figure out what you meant\since you sent just your location info.\You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes.\That's hot...! response:	Someone's time will be up soon, huh?
context: Why? That's my line.\It took me a few seconds to figure out what you meant\since you sent just your location info.\You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes.\That's hot...!\Someone's time will be up soon, huh? response:	This is just like the information about him implies.
context: It took me a few seconds to figure out what you meant\since you sent just your location info.\You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes.\That's hot...!\Someone's time will be up soon, huh?\This is just like the information about him implies. response:	I won't let you kill these guys, Hero Killer.
context: since you sent just your location info.\You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes.\That's hot...!\Someone's time will be up soon, huh?\This is just like the information about him implies.\I won't let you kill these guys, Hero Killer. response:	Todoroki, you can't let this guy see your blood!
context: You're not really one to send that for no reason.\You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes.\That's hot...!\Someone's time will be up soon, huh?\This is just like the information about him implies.\I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood! response:	I think he controls his opponents' actions by ingesting their blood orally.
context: You meant that you were in trouble and to call for help, right?\Don't worry. The pros will also get here in a few minutes.\That's hot...!\Someone's time will be up soon, huh?\This is just like the information about him implies.\I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally. response:	That's how he got all of us!
context: Don't worry. The pros will also get here in a few minutes.\That's hot...!\Someone's time will be up soon, huh?\This is just like the information about him implies.\I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us! response:	He sucks blood to keep people from moving.
context: That's hot...!\Someone's time will be up soon, huh?\This is just like the information about him implies.\I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us!\He sucks blood to keep people from moving. response:	That's why he uses blades, huh?
context: Someone's time will be up soon, huh?\This is just like the information about him implies.\I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us!\He sucks blood to keep people from moving.\That's why he uses blades, huh? response:	I can keep my distance and-
context: This is just like the information about him implies.\I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us!\He sucks blood to keep people from moving.\That's why he uses blades, huh?\I can keep my distance and- response:	Shoot!
context: I won't let you kill these guys, Hero Killer.\Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us!\He sucks blood to keep people from moving.\That's why he uses blades, huh?\I can keep my distance and-\Shoot! response:	You have good friends, Ingenium!
context: Todoroki, you can't let this guy see your blood!\I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us!\He sucks blood to keep people from moving.\That's why he uses blades, huh?\I can keep my distance and-\Shoot!\You have good friends, Ingenium! response:	A sword?!
context: I think he controls his opponents' actions by ingesting their blood orally.\That's how he got all of us!\He sucks blood to keep people from moving.\That's why he uses blades, huh?\I can keep my distance and-\Shoot!\You have good friends, Ingenium!\A sword?! response:	He threw it at the same time as the knife-
context: That's how he got all of us!\He sucks blood to keep people from moving.\That's why he uses blades, huh?\I can keep my distance and-\Shoot!\You have good friends, Ingenium!\A sword?!\He threw it at the same time as the knife- response:	That was close...!
context: He sucks blood to keep people from moving.\That's why he uses blades, huh?\I can keep my distance and-\Shoot!\You have good friends, Ingenium!\A sword?!\He threw it at the same time as the knife-\That was close...! response:	He's strong...
context: That's why he uses blades, huh?\I can keep my distance and-\Shoot!\You have good friends, Ingenium!\A sword?!\He threw it at the same time as the knife-\That was close...!\He's strong... response:	Why are you two...
context: I can keep my distance and-\Shoot!\You have good friends, Ingenium!\A sword?!\He threw it at the same time as the knife-\That was close...!\He's strong...\Why are you two... response:	Why...
context: Shoot!\You have good friends, Ingenium!\A sword?!\He threw it at the same time as the knife-\That was close...!\He's strong...\Why are you two...\Why... response:	Please, stop!
context: You have good friends, Ingenium!\A sword?!\He threw it at the same time as the knife-\That was close...!\He's strong...\Why are you two...\Why...\Please, stop! response:	I've inherited my brother's name.
context: A sword?!\He threw it at the same time as the knife-\That was close...!\He's strong...\Why are you two...\Why...\Please, stop!\I've inherited my brother's name. response:	I have to do it...
context: He threw it at the same time as the knife-\That was close...!\He's strong...\Why are you two...\Why...\Please, stop!\I've inherited my brother's name.\I have to do it... response:	That guy's mine...!
context: That was close...!\He's strong...\Why are you two...\Why...\Please, stop!\I've inherited my brother's name.\I have to do it...\That guy's mine...! response:	You inherited it? That's strange.
context: He's strong...\Why are you two...\Why...\Please, stop!\I've inherited my brother's name.\I have to do it...\That guy's mine...!\You inherited it? That's strange. response:	The Ingenium I saw before didn't have that look on his face, though.
context: Why are you two...\Why...\Please, stop!\I've inherited my brother's name.\I have to do it...\That guy's mine...!\You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though. response:	You've got a lot going on behind the scenes in your family, too, huh?
context: Why...\Please, stop!\I've inherited my brother's name.\I have to do it...\That guy's mine...!\You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh? response:	Todoroki...
context: Please, stop!\I've inherited my brother's name.\I have to do it...\That guy's mine...!\You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh?\Todoroki... response:	Huh?
context: I've inherited my brother's name.\I have to do it...\That guy's mine...!\You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh?\Todoroki...\Huh? response:	To block your own view against an opponent faster than you...
context: I have to do it...\That guy's mine...!\You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh?\Todoroki...\Huh?\To block your own view against an opponent faster than you... response:	What a foolish plan.
context: That guy's mine...!\You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh?\Todoroki...\Huh?\To block your own view against an opponent faster than you...\What a foolish plan. response:	I wonder about that.
context: You inherited it? That's strange.\The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh?\Todoroki...\Huh?\To block your own view against an opponent faster than you...\What a foolish plan.\I wonder about that. response:	You're pretty good, too.
context: The Ingenium I saw before didn't have that look on his face, though.\You've got a lot going on behind the scenes in your family, too, huh?\Todoroki...\Huh?\To block your own view against an opponent faster than you...\What a foolish plan.\I wonder about that.\You're pretty good, too. response:	Above you!
context: You've got a lot going on behind the scenes in your family, too, huh?\Todoroki...\Huh?\To block your own view against an opponent faster than you...\What a foolish plan.\I wonder about that.\You're pretty good, too.\Above you! response:	Midoriya!
context: Todoroki...\Huh?\To block your own view against an opponent faster than you...\What a foolish plan.\I wonder about that.\You're pretty good, too.\Above you!\Midoriya! response:	I can move normally for some reason now!
context: Huh?\To block your own view against an opponent faster than you...\What a foolish plan.\I wonder about that.\You're pretty good, too.\Above you!\Midoriya!\I can move normally for some reason now! response:	A time limit?
context: To block your own view against an opponent faster than you...\What a foolish plan.\I wonder about that.\You're pretty good, too.\Above you!\Midoriya!\I can move normally for some reason now!\A time limit? response:	No, that kid should've been the last one he got.
context: What a foolish plan.\I wonder about that.\You're pretty good, too.\Above you!\Midoriya!\I can move normally for some reason now!\A time limit?\No, that kid should've been the last one he got. response:	I can't move yet.
context: I wonder about that.\You're pretty good, too.\Above you!\Midoriya!\I can move normally for some reason now!\A time limit?\No, that kid should've been the last one he got.\I can't move yet. response:	Is this guy's blood type O?
context: You're pretty good, too.\Above you!\Midoriya!\I can move normally for some reason now!\A time limit?\No, that kid should've been the last one he got.\I can't move yet.\Is this guy's blood type O? response:	Get back, Midoriya!
context: Above you!\Midoriya!\I can move normally for some reason now!\A time limit?\No, that kid should've been the last one he got.\I can't move yet.\Is this guy's blood type O?\Get back, Midoriya! response:	He takes in a person's blood to keep them from moving.
context: Midoriya!\I can move normally for some reason now!\A time limit?\No, that kid should've been the last one he got.\I can't move yet.\Is this guy's blood type O?\Get back, Midoriya!\He takes in a person's blood to keep them from moving. response:	Since I got free first...
context: I can move normally for some reason now!\A time limit?\No, that kid should've been the last one he got.\I can't move yet.\Is this guy's blood type O?\Get back, Midoriya!\He takes in a person's blood to keep them from moving.\Since I got free first... response:	I can think of three possible reasons.
context: A time limit?\No, that kid should've been the last one he got.\I can't move yet.\Is this guy's blood type O?\Get back, Midoriya!\He takes in a person's blood to keep them from moving.\Since I got free first...\I can think of three possible reasons. response:	It could be less effective with more people,
context: No, that kid should've been the last one he got.\I can't move yet.\Is this guy's blood type O?\Get back, Midoriya!\He takes in a person's blood to keep them from moving.\Since I got free first...\I can think of three possible reasons.\It could be less effective with more people, response:	the amount ingested could affect how long it works,
context: I can't move yet.\Is this guy's blood type O?\Get back, Midoriya!\He takes in a person's blood to keep them from moving.\Since I got free first...\I can think of three possible reasons.\It could be less effective with more people,\the amount ingested could affect how long it works, response:	or there could be a difference in effectiveness based on a person's blood type!
context: Is this guy's blood type O?\Get back, Midoriya!\He takes in a person's blood to keep them from moving.\Since I got free first...\I can think of three possible reasons.\It could be less effective with more people,\the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type! response:	Blood type...? Mine is B...
context: Get back, Midoriya!\He takes in a person's blood to keep them from moving.\Since I got free first...\I can think of three possible reasons.\It could be less effective with more people,\the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B... response:	I'm type A...
context: He takes in a person's blood to keep them from moving.\Since I got free first...\I can think of three possible reasons.\It could be less effective with more people,\the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B...\I'm type A... response:	Blood type?
context: Since I got free first...\I can think of three possible reasons.\It could be less effective with more people,\the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B...\I'm type A...\Blood type? response:	That's correct.
context: I can think of three possible reasons.\It could be less effective with more people,\the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B...\I'm type A...\Blood type?\That's correct. response:	Stain - Quirk: Bloodcurdle
context: It could be less effective with more people,\the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B...\I'm type A...\Blood type?\That's correct.\Stain - Quirk: Bloodcurdle response:	Hero Killer: Stain. Quirk: Bloodcurdle.
context: the amount ingested could affect how long it works,\or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B...\I'm type A...\Blood type?\That's correct.\Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle. response:	Just by tasting someone's blood, he can stop their movements for up to 8 minutes.
context: or there could be a difference in effectiveness based on a person's blood type!\Blood type...? Mine is B...\I'm type A...\Blood type?\That's correct.\Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes. response:	Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.
context: Blood type...? Mine is B...\I'm type A...\Blood type?\That's correct.\Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most. response:	I can't really do anything just by knowing his Quirk, though.
context: I'm type A...\Blood type?\That's correct.\Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though. response:	I wanted to hurry up and carry those two out of here,
context: Blood type?\That's correct.\Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here, response:	but he can react so fast, he can avoid ice and fire.
context: That's correct.\Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire. response:	I can't leave myself that open.
context: Stain - Quirk: Bloodcurdle\Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire.\I can't leave myself that open. response:	I think our best option is to hold on by avoiding close combat until the pros get here.
context: Hero Killer: Stain. Quirk: Bloodcurdle.\Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire.\I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here. response:	Todoroki, you've already shed too much blood.
context: Just by tasting someone's blood, he can stop their movements for up to 8 minutes.\Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire.\I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood. response:	I'll distract him, so you support me from behind!
context: Type O, A, AB, and B. The amount of time he can stop them goes in that order from least to most.\I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire.\I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind! response:	That's a pretty big risk,
context: I can't really do anything just by knowing his Quirk, though.\I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire.\I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind!\That's a pretty big risk, response:	but yeah...
context: I wanted to hurry up and carry those two out of here,\but he can react so fast, he can avoid ice and fire.\I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind!\That's a pretty big risk,\but yeah... response:	The two of us will protect them!
context: but he can react so fast, he can avoid ice and fire.\I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind!\That's a pretty big risk,\but yeah...\The two of us will protect them! response:	Two against one, huh?
context: I can't leave myself that open.\I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind!\That's a pretty big risk,\but yeah...\The two of us will protect them!\Two against one, huh? response:	It won't be easy.
context: I think our best option is to hold on by avoiding close combat until the pros get here.\Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind!\That's a pretty big risk,\but yeah...\The two of us will protect them!\Two against one, huh?\It won't be easy. response:	Iida, I've been worried about you since your older brother was attacked,
context: Todoroki, you've already shed too much blood.\I'll distract him, so you support me from behind!\That's a pretty big risk,\but yeah...\The two of us will protect them!\Two against one, huh?\It won't be easy.\Iida, I've been worried about you since your older brother was attacked, response:	because I know well the face of someone who would act on pent-up resentment.
context: I'll distract him, so you support me from behind!\That's a pretty big risk,\but yeah...\The two of us will protect them!\Two against one, huh?\It won't be easy.\Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment. response:	I also know just how narrow the field of vision can get for someone like that.
context: That's a pretty big risk,\but yeah...\The two of us will protect them!\Two against one, huh?\It won't be easy.\Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that. response:	That day, I told her everything about what had happened and about who I am now.
context: but yeah...\The two of us will protect them!\Two against one, huh?\It won't be easy.\Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now. response:	Mother cried and apologized, forgiving me with a smile surprisingly quickly.
context: The two of us will protect them!\Two against one, huh?\It won't be easy.\Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly. response:	She said that for me to move forward without anything holding me back
context: Two against one, huh?\It won't be easy.\Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back response:	would make her happy and be her salvation.
context: It won't be easy.\Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back\would make her happy and be her salvation. response:	The old me would definitely not have been able
context: Iida, I've been worried about you since your older brother was attacked,\because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back\would make her happy and be her salvation.\The old me would definitely not have been able response:	to choose my old man's agency for the internship.
context: because I know well the face of someone who would act on pent-up resentment.\I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back\would make her happy and be her salvation.\The old me would definitely not have been able\to choose my old man's agency for the internship. response:	It's not that I've forgiven him, and I have no intention of doing so.
context: I also know just how narrow the field of vision can get for someone like that.\That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back\would make her happy and be her salvation.\The old me would definitely not have been able\to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so. response:	It was just so I could experience the fact that he is the number two hero
context: That day, I told her everything about what had happened and about who I am now.\Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back\would make her happy and be her salvation.\The old me would definitely not have been able\to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero response:	with my own eyes and body and accept that.
context: Mother cried and apologized, forgiving me with a smile surprisingly quickly.\She said that for me to move forward without anything holding me back\would make her happy and be her salvation.\The old me would definitely not have been able\to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that. response:	Get ready. We're going out.
context: She said that for me to move forward without anything holding me back\would make her happy and be her salvation.\The old me would definitely not have been able\to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that.\Get ready. We're going out. response:	Where? To do what?
context: would make her happy and be her salvation.\The old me would definitely not have been able\to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that.\Get ready. We're going out.\Where? To do what? response:	If this incident follows precedent, then the hero killer will appear in Hosu City again.
context: The old me would definitely not have been able\to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that.\Get ready. We're going out.\Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again. response:	We will go to Hosu for a time on a business trip and work there.
context: to choose my old man's agency for the internship.\It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that.\Get ready. We're going out.\Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there. response:	Contact Hosu City immediately!
context: It's not that I've forgiven him, and I have no intention of doing so.\It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that.\Get ready. We're going out.\Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately! response:	Pro Hero - Endeavor - Quirk: Hellflame
context: It was just so I could experience the fact that he is the number two hero\with my own eyes and body and accept that.\Get ready. We're going out.\Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame response:	Yes, sir!
context: with my own eyes and body and accept that.\Get ready. We're going out.\Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir! response:	No matter what a scumbag he is,
context: Get ready. We're going out.\Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir!\No matter what a scumbag he is, response:	I had to appreciate the judgment and instincts of the man called the number two hero.
context: Where? To do what?\If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir!\No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero. response:	Everything was so simple!
context: If this incident follows precedent, then the hero killer will appear in Hosu City again.\We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir!\No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple! response:	But even though it was simple, I didn't see it.
context: We will go to Hosu for a time on a business trip and work there.\Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir!\No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple!\But even though it was simple, I didn't see it. response:	It's your power, isn't it?!
context: Contact Hosu City immediately!\Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir!\No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple!\But even though it was simple, I didn't see it.\It's your power, isn't it?! response:	Just a few words...
context: Pro Hero - Endeavor - Quirk: Hellflame\Yes, sir!\No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple!\But even though it was simple, I didn't see it.\It's your power, isn't it?!\Just a few words... response:	Those few words...
context: Yes, sir!\No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple!\But even though it was simple, I didn't see it.\It's your power, isn't it?!\Just a few words...\Those few words... response:	Save that guy first.
context: No matter what a scumbag he is,\I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple!\But even though it was simple, I didn't see it.\It's your power, isn't it?!\Just a few words...\Those few words...\Save that guy first. response:	I came to save you, Iida!
context: I had to appreciate the judgment and instincts of the man called the number two hero.\Everything was so simple!\But even though it was simple, I didn't see it.\It's your power, isn't it?!\Just a few words...\Those few words...\Save that guy first.\I came to save you, Iida! response:	The two of us will protect them!
context: Everything was so simple!\But even though it was simple, I didn't see it.\It's your power, isn't it?!\Just a few words...\Those few words...\Save that guy first.\I came to save you, Iida!\The two of us will protect them! response:	I'll kill you!
context: But even though it was simple, I didn't see it.\It's your power, isn't it?!\Just a few words...\Those few words...\Save that guy first.\I came to save you, Iida!\The two of us will protect them!\I'll kill you! response:	This guy's movements are completely different from before!
context: It's your power, isn't it?!\Just a few words...\Those few words...\Save that guy first.\I came to save you, Iida!\The two of us will protect them!\I'll kill you!\This guy's movements are completely different from before! response:	Midoriya!
