context: Say, Nana Komatsu. response:	Do you remember the first time we met?
context: You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?! response:	Oh sorry, but he insisted that he'd go.
context: Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go. response:	What do you mean, but?! What are you gonna do about it?!
context: I didn't choose to be born into that family.\Quit being a brat about it!\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?! response:	There's nothing I can do about it, Nana.
context: Quit being a brat about it!\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana. response:	Nobu's serious.
context: As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana.\Nobu's serious. response:	Why don't you find...
context: And I wanna play for you.\Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana.\Nobu's serious.\Why don't you find... response:	some new band members and start over?
context: Don't make me repeat myself.\Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana.\Nobu's serious.\Why don't you find...\some new band members and start over? response:	Oh by the way, did ya listen to the tape?
context: Hello Yasu? Do something about this stupid son, will ya?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana.\Nobu's serious.\Why don't you find...\some new band members and start over?\Oh by the way, did ya listen to the tape? response:	Tape?
context: Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana.\Nobu's serious.\Why don't you find...\some new band members and start over?\Oh by the way, did ya listen to the tape?\Tape? response:	The new number Nobu wrote.
context: What do you mean, but?! What are you gonna do about it?!\There's nothing I can do about it, Nana.\Nobu's serious.\Why don't you find...\some new band members and start over?\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote. response:	It's good.
context: There's nothing I can do about it, Nana.\Nobu's serious.\Why don't you find...\some new band members and start over?\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good. response:	If you sing it, in my opinion, nobody's got a chance over you guys.
context: Nobu's serious.\Why don't you find...\some new band members and start over?\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys. response:	What's this?
context: Why don't you find...\some new band members and start over?\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\What's this? response:	Man, only one guest in the house tonight?
context: some new band members and start over?\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\What's this?\Man, only one guest in the house tonight? response:	Pretty shabby if you ask me.
context: Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\What's this?\Man, only one guest in the house tonight?\Pretty shabby if you ask me. response:	Oh, well, I guess that's how it is when just starting off.
context: Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\What's this?\Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off. response:	One's better than none.
context: The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\What's this?\Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none. response:	Good evening. We're Blast.
context: It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\What's this?\Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast. response:	Good evening...
context: If you sing it, in my opinion, nobody's got a chance over you guys.\What's this?\Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening... response:	I'll make this a night you'll never forget.
context: What's this?\Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget. response:	Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details
context: Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details response:	I just saw the poster out front.
context: Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front. response:	Ow!
context: Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front.\Ow! response:	Nana!
context: One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front.\Ow!\Nana! response:	I'm sorry, did I do something weird?
context: Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front.\Ow!\Nana!\I'm sorry, did I do something weird? response:	No, it's not that at all.
context: Good evening...\I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front.\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all. response:	You just surprised us. You're a lot better than we expected.
context: I'll make this a night you'll never forget.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front.\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected. response:	What do you think, Nana? This kid's good.
context: Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols Ask the store clerk for details\I just saw the poster out front.\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good. response:	Let's let him in, okay?
context: I just saw the poster out front.\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay? response:	So, your name's, Shinichi. Is that right?
context: Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right? response:	Yes.
context: Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes. response:	Name a guitarist you respect.
context: I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect. response:	Ren Honjo!
context: No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo! response:	There's one thing you have to promise me first.
context: You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\There's one thing you have to promise me first. response:	If you can't, then you're gonna hafta decline right this moment.
context: What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment. response:	Shin, do better than Ren.
context: Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren. response:	Yes! Of course, that's what I intend to do.
context: So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do. response:	Isn't that wonderful?
context: Yes.\Name a guitarist you respect.\Ren Honjo!\There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful? response:	You found such a great bass player in such a short time!
context: Name a guitarist you respect.\Ren Honjo!\There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time! response:	And he's cute!
context: Ren Honjo!\There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute! response:	So who do you have to thank? Hey, who do you have to thank?
context: There's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank? response:	You want a prize that badly?
context: If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly? response:	Let's see, then...
context: Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly?\Let's see, then... response:	Don't litter!
context: Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly?\Let's see, then...\Don't litter! response:	Thank you, Hachiko.
context: Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko. response:	I-I thought you didn't hit on women!
context: You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women! response:	It's not right! I have a boyfriend!
context: And he's cute!\So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women!\It's not right! I have a boyfriend! response:	What's she getting all uptight about over a kiss?
context: So who do you have to thank? Hey, who do you have to thank?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women!\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss? response:	It's not like she's a virgin.
context: You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women!\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin. response:	Say, shouldn't you call Natsuko and thank her?
context: Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women!\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her? response:	I'll do it later.
context: Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women!\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her?\I'll do it later. response:	Oh, I see. If you call now, you'd be embarrassed
context: Thank you, Hachiko.\I-I thought you didn't hit on women!\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed response:	because you'll cry the moment you hear mommy's voice.
context: I-I thought you didn't hit on women!\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice. response:	Well, sure.
context: It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure. response:	You get homesick too, sometimes, don't you, Nana?
context: What's she getting all uptight about over a kiss?\It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you, Nana? response:	No, since I don't have a home.
context: It's not like she's a virgin.\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home. response:	There you go, trying to be cool again.
context: Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home.\There you go, trying to be cool again. response:	Yasu, Blast is the band you started.
context: I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home.\There you go, trying to be cool again.\Yasu, Blast is the band you started. response:	Yeah. I was so worried I couldn't sleep at night.
context: Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home.\There you go, trying to be cool again.\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night. response:	Besides, there are law firms in Tokyo too.
context: because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home.\There you go, trying to be cool again.\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too. response:	The other Nana began to sing, and she now has her band members.
context: Well, sure.\You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home.\There you go, trying to be cool again.\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members. response:	I'll bet every day is new and inspiring for Nana.
context: You get homesick too, sometimes, don't you, Nana?\No, since I don't have a home.\There you go, trying to be cool again.\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana. response:	Yeah, but she's practically ignored Shoji.
context: No, since I don't have a home.\There you go, trying to be cool again.\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji. response:	And as if to fill that gap in Shoji's life... in comes Sachiko.
context: There you go, trying to be cool again.\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko. response:	That's right. The real Sachiko.
context: Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko. response:	My name is Sachiko Kawamura. It's nice to meet you.
context: Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you. response:	Your first name?
context: Besides, there are law firms in Tokyo too.\The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you.\Your first name? response:	Sachiko.
context: The other Nana began to sing, and she now has her band members.\I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you.\Your first name?\Sachiko. response:	Do you...
context: I'll bet every day is new and inspiring for Nana.\Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you.\Your first name?\Sachiko.\Do you... response:	Do you like Louis Vuitton and Prada?
context: Yeah, but she's practically ignored Shoji.\And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you.\Your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada? response:	Huh?
context: And as if to fill that gap in Shoji's life... in comes Sachiko.\That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you.\Your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh? response:	I get it.
context: That's right. The real Sachiko.\My name is Sachiko Kawamura. It's nice to meet you.\Your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\I get it. response:	Well, I was just as surprised.
context: My name is Sachiko Kawamura. It's nice to meet you.\Your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\I get it.\Well, I was just as surprised. response:	You have the same employer, go to the same university,
context: Your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\I get it.\Well, I was just as surprised.\You have the same employer, go to the same university, response:	and enroll at the same faculty.
context: Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\I get it.\Well, I was just as surprised.\You have the same employer, go to the same university,\and enroll at the same faculty. response:	Guess you pretty well hafta get along.
context: Do you...\Do you like Louis Vuitton and Prada?\Huh?\I get it.\Well, I was just as surprised.\You have the same employer, go to the same university,\and enroll at the same faculty.\Guess you pretty well hafta get along. response:	Yes, but Sachiko was accepted on her first try,
context: Do you like Louis Vuitton and Prada?\Huh?\I get it.\Well, I was just as surprised.\You have the same employer, go to the same university,\and enroll at the same faculty.\Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try, response:	so she's two years younger.
context: Huh?\I get it.\Well, I was just as surprised.\You have the same employer, go to the same university,\and enroll at the same faculty.\Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try,\so she's two years younger. response:	Sachiko?
context: I get it.\Well, I was just as surprised.\You have the same employer, go to the same university,\and enroll at the same faculty.\Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try,\so she's two years younger.\Sachiko? response:	I can't help it. She asked me to call her that.
context: Well, I was just as surprised.\You have the same employer, go to the same university,\and enroll at the same faculty.\Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try,\so she's two years younger.\Sachiko?\I can't help it. She asked me to call her that. response:	There was no reason to refuse.
context: You have the same employer, go to the same university,\and enroll at the same faculty.\Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try,\so she's two years younger.\Sachiko?\I can't help it. She asked me to call her that.\There was no reason to refuse. response:	She's clearly your type. Petite and fair-skinned.
context: and enroll at the same faculty.\Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try,\so she's two years younger.\Sachiko?\I can't help it. She asked me to call her that.\There was no reason to refuse.\She's clearly your type. Petite and fair-skinned. response:	You can't help it.
context: Guess you pretty well hafta get along.\Yes, but Sachiko was accepted on her first try,\so she's two years younger.\Sachiko?\I can't help it. She asked me to call her that.\There was no reason to refuse.\She's clearly your type. Petite and fair-skinned.\You can't help it. response:	But I'm telling you, it's not like that!
context: Yes, but Sachiko was accepted on her first try,\so she's two years younger.\Sachiko?\I can't help it. She asked me to call her that.\There was no reason to refuse.\She's clearly your type. Petite and fair-skinned.\You can't help it.\But I'm telling you, it's not like that! response:	I'm proud that you're holding back.
context: so she's two years younger.\Sachiko?\I can't help it. She asked me to call her that.\There was no reason to refuse.\She's clearly your type. Petite and fair-skinned.\You can't help it.\But I'm telling you, it's not like that!\I'm proud that you're holding back. response:	She's back.
context: Sachiko?\I can't help it. She asked me to call her that.\There was no reason to refuse.\She's clearly your type. Petite and fair-skinned.\You can't help it.\But I'm telling you, it's not like that!\I'm proud that you're holding back.\She's back. response:	Here, Shoji. Is coffee okay?
context: I can't help it. She asked me to call her that.\There was no reason to refuse.\She's clearly your type. Petite and fair-skinned.\You can't help it.\But I'm telling you, it's not like that!\I'm proud that you're holding back.\She's back.\Here, Shoji. Is coffee okay? response:	Yeah. Thanks.
context: There was no reason to refuse.\She's clearly your type. Petite and fair-skinned.\You can't help it.\But I'm telling you, it's not like that!\I'm proud that you're holding back.\She's back.\Here, Shoji. Is coffee okay?\Yeah. Thanks. response:	Mr. Kyosuke, which would you prefer?
context: She's clearly your type. Petite and fair-skinned.\You can't help it.\But I'm telling you, it's not like that!\I'm proud that you're holding back.\She's back.\Here, Shoji. Is coffee okay?\Yeah. Thanks.\Mr. Kyosuke, which would you prefer? response:	Just call me Kyosuke, Sa-chan.
context: You can't help it.\But I'm telling you, it's not like that!\I'm proud that you're holding back.\She's back.\Here, Shoji. Is coffee okay?\Yeah. Thanks.\Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan. response:	That's gonna be trouble.
context: But I'm telling you, it's not like that!\I'm proud that you're holding back.\She's back.\Here, Shoji. Is coffee okay?\Yeah. Thanks.\Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan.\That's gonna be trouble. response:	But even I find her cute.
context: I'm proud that you're holding back.\She's back.\Here, Shoji. Is coffee okay?\Yeah. Thanks.\Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan.\That's gonna be trouble.\But even I find her cute. response:	This is definitely bad.
context: She's back.\Here, Shoji. Is coffee okay?\Yeah. Thanks.\Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan.\That's gonna be trouble.\But even I find her cute.\This is definitely bad. response:	Oh! My shoe!
context: Here, Shoji. Is coffee okay?\Yeah. Thanks.\Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan.\That's gonna be trouble.\But even I find her cute.\This is definitely bad.\Oh! My shoe! response:	Shoji!
context: Yeah. Thanks.\Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan.\That's gonna be trouble.\But even I find her cute.\This is definitely bad.\Oh! My shoe!\Shoji! response:	Huh?!
context: Mr. Kyosuke, which would you prefer?\Just call me Kyosuke, Sa-chan.\That's gonna be trouble.\But even I find her cute.\This is definitely bad.\Oh! My shoe!\Shoji!\Huh?! response:	Sorry, Shoji. Go on ahead. You'll miss the last train!
context: Just call me Kyosuke, Sa-chan.\That's gonna be trouble.\But even I find her cute.\This is definitely bad.\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train! response:	Hey!
context: That's gonna be trouble.\But even I find her cute.\This is definitely bad.\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey! response:	You knew you would hafta run for the last train.
context: But even I find her cute.\This is definitely bad.\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train. response:	So why did you hafta wear those shoes?
context: This is definitely bad.\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes? response:	I did it on purpose.
context: Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose. response:	This seriously doesn't look good.
context: Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\This seriously doesn't look good. response:	I did it on purpose.
context: Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\This seriously doesn't look good.\I did it on purpose. response:	It's her secret weapon. I did it on purpose.
context: Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\This seriously doesn't look good.\I did it on purpose.\It's her secret weapon. I did it on purpose. response:	- So, what are you gonna do about it? - What are you gonna do about it?
context: Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\This seriously doesn't look good.\I did it on purpose.\It's her secret weapon. I did it on purpose.\- So, what are you gonna do about it? - What are you gonna do about it? response:	So, there you have it.
context: You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\This seriously doesn't look good.\I did it on purpose.\It's her secret weapon. I did it on purpose.\- So, what are you gonna do about it? - What are you gonna do about it?\So, there you have it. response:	Well, that all depends on whether or not
context: So why did you hafta wear those shoes?\I did it on purpose.\This seriously doesn't look good.\I did it on purpose.\It's her secret weapon. I did it on purpose.\- So, what are you gonna do about it? - What are you gonna do about it?\So, there you have it.\Well, that all depends on whether or not response:	the Demon Lord wants it or not.
context: I did it on purpose.\This seriously doesn't look good.\I did it on purpose.\It's her secret weapon. I did it on purpose.\- So, what are you gonna do about it? - What are you gonna do about it?\So, there you have it.\Well, that all depends on whether or not\the Demon Lord wants it or not. response:	Bye-bye.
context: This seriously doesn't look good.\I did it on purpose.\It's her secret weapon. I did it on purpose.\- So, what are you gonna do about it? - What are you gonna do about it?\So, there you have it.\Well, that all depends on whether or not\the Demon Lord wants it or not.\Bye-bye. response:	- Good-bye. - Good-bye.
context: I did it on purpose.\It's her secret weapon. I did it on purpose.\- So, what are you gonna do about it? - What are you gonna do about it?\So, there you have it.\Well, that all depends on whether or not\the Demon Lord wants it or not.\Bye-bye.\- Good-bye. - Good-bye. response:	I reached into the sky
