context: Nana! response:	Shoji!
context: I remember.\Really?\It was at a Christmas live concert a few years ago.\Two years and three months ago.\You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood. response:	What are you saying?!
context: Really?\It was at a Christmas live concert a few years ago.\Two years and three months ago.\You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood.\What are you saying?! response:	You were in the very front
context: It was at a Christmas live concert a few years ago.\Two years and three months ago.\You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood.\What are you saying?!\You were in the very front response:	and just stood there with a cold look on your face.
context: Two years and three months ago.\You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood.\What are you saying?!\You were in the very front\and just stood there with a cold look on your face. response:	I was thinking, What's up with her?
context: You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood.\What are you saying?!\You were in the very front\and just stood there with a cold look on your face.\I was thinking, What's up with her? response:	It pissed me off.
context: Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood.\What are you saying?!\You were in the very front\and just stood there with a cold look on your face.\I was thinking, What's up with her?\It pissed me off. response:	Then, after the show, you came backstage with Nobu.
context: I couldn't forget it even if I wanted to.\You were the worst audience ever, for refusing to get into the mood.\What are you saying?!\You were in the very front\and just stood there with a cold look on your face.\I was thinking, What's up with her?\It pissed me off.\Then, after the show, you came backstage with Nobu. response:	The way you greeted me was pitiful.
context: You were the worst audience ever, for refusing to get into the mood.\What are you saying?!\You were in the very front\and just stood there with a cold look on your face.\I was thinking, What's up with her?\It pissed me off.\Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful. response:	All you said was, I'm Nana. Without even so much as a smile.
context: What are you saying?!\You were in the very front\and just stood there with a cold look on your face.\I was thinking, What's up with her?\It pissed me off.\Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile. response:	That was it.
context: You were in the very front\and just stood there with a cold look on your face.\I was thinking, What's up with her?\It pissed me off.\Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile.\That was it. response:	Don't you have anything else to say?
context: and just stood there with a cold look on your face.\I was thinking, What's up with her?\It pissed me off.\Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile.\That was it.\Don't you have anything else to say? response:	Back then, there was so much going on, I was in a bad state.
context: I was thinking, What's up with her?\It pissed me off.\Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile.\That was it.\Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state. response:	Yeah. Because you got kicked outta school for selling yourself.
context: It pissed me off.\Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile.\That was it.\Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself. response:	I was not! I was framed!
context: Then, after the show, you came backstage with Nobu.\The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile.\That was it.\Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed! response:	You're the one who took my virginity!
context: The way you greeted me was pitiful.\All you said was, I'm Nana. Without even so much as a smile.\That was it.\Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed!\You're the one who took my virginity! response:	Sorry about that. Calm down.
context: All you said was, I'm Nana. Without even so much as a smile.\That was it.\Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed!\You're the one who took my virginity!\Sorry about that. Calm down. response:	But given your short temper,
context: That was it.\Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed!\You're the one who took my virginity!\Sorry about that. Calm down.\But given your short temper, response:	I'm surprised that you didn't fight back.
context: Don't you have anything else to say?\Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed!\You're the one who took my virginity!\Sorry about that. Calm down.\But given your short temper,\I'm surprised that you didn't fight back. response:	I didn't have the energy to lose my temper back then.
context: Back then, there was so much going on, I was in a bad state.\Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed!\You're the one who took my virginity!\Sorry about that. Calm down.\But given your short temper,\I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then. response:	Yeah. That certainly was the expression you had.
context: Yeah. Because you got kicked outta school for selling yourself.\I was not! I was framed!\You're the one who took my virginity!\Sorry about that. Calm down.\But given your short temper,\I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had. response:	Besides, I wanted to quit school and get a job,
context: I was not! I was framed!\You're the one who took my virginity!\Sorry about that. Calm down.\But given your short temper,\I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job, response:	so I figured it worked out well.
context: You're the one who took my virginity!\Sorry about that. Calm down.\But given your short temper,\I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job,\so I figured it worked out well. response:	But wasn't your nasty grandmother overworking you at the store?
context: Sorry about that. Calm down.\But given your short temper,\I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job,\so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store? response:	What did you need the extra money for, to put up with that?
context: But given your short temper,\I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job,\so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that? response:	I wanted money.
context: I'm surprised that you didn't fight back.\I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job,\so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that?\I wanted money. response:	And Grandma never gave me even a penny of allowance money.
context: I didn't have the energy to lose my temper back then.\Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job,\so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that?\I wanted money.\And Grandma never gave me even a penny of allowance money. response:	It's not a laughing matter!
context: Yeah. That certainly was the expression you had.\Besides, I wanted to quit school and get a job,\so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that?\I wanted money.\And Grandma never gave me even a penny of allowance money.\It's not a laughing matter! response:	Yeah, yeah.
context: Besides, I wanted to quit school and get a job,\so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that?\I wanted money.\And Grandma never gave me even a penny of allowance money.\It's not a laughing matter!\Yeah, yeah. response:	I told you before.
context: so I figured it worked out well.\But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that?\I wanted money.\And Grandma never gave me even a penny of allowance money.\It's not a laughing matter!\Yeah, yeah.\I told you before. response:	When I was four, my mother left me with Grandma and disappeared.
context: But wasn't your nasty grandmother overworking you at the store?\What did you need the extra money for, to put up with that?\I wanted money.\And Grandma never gave me even a penny of allowance money.\It's not a laughing matter!\Yeah, yeah.\I told you before.\When I was four, my mother left me with Grandma and disappeared. response:	She gave birth to me without knowing who my father was.
context: What did you need the extra money for, to put up with that?\I wanted money.\And Grandma never gave me even a penny of allowance money.\It's not a laughing matter!\Yeah, yeah.\I told you before.\When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was. response:	Soon enough, I became a burden to her so she fled with another man.
context: I wanted money.\And Grandma never gave me even a penny of allowance money.\It's not a laughing matter!\Yeah, yeah.\I told you before.\When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man. response:	Grandma had a habit of telling me
context: And Grandma never gave me even a penny of allowance money.\It's not a laughing matter!\Yeah, yeah.\I told you before.\When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me response:	how she didn't want me growing up to be like my mother.
context: It's not a laughing matter!\Yeah, yeah.\I told you before.\When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me\how she didn't want me growing up to be like my mother. response:	Therefore, I was never allowed to wear pink or red girlish clothes.
context: Yeah, yeah.\I told you before.\When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me\how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes. response:	She said they were provocative colors that would seduce men.
context: I told you before.\When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me\how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men. response:	When Grandma died, I was all alone.
context: When I was four, my mother left me with Grandma and disappeared.\She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me\how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men.\When Grandma died, I was all alone. response:	I decided I'd use the money I earned to buy poor me a Christmas present.
context: She gave birth to me without knowing who my father was.\Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me\how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men.\When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present. response:	Of all things, I bought myself a frilly red dress.
context: Soon enough, I became a burden to her so she fled with another man.\Grandma had a habit of telling me\how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men.\When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress. response:	I excitedly wore it to the live concert that evening.
context: Grandma had a habit of telling me\how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men.\When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening. response:	I was hiding the red dress under my coat and ran in the snowstorm.
context: how she didn't want me growing up to be like my mother.\Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men.\When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm. response:	He's my senior at school, two years older than me!
context: Therefore, I was never allowed to wear pink or red girlish clothes.\She said they were provocative colors that would seduce men.\When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me! response:	He's really cool!
context: She said they were provocative colors that would seduce men.\When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me!\He's really cool! response:	I'll introduce you to him later.
context: When Grandma died, I was all alone.\I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me!\He's really cool!\I'll introduce you to him later. response:	Really, don't bother. I just came to have fun.
context: I decided I'd use the money I earned to buy poor me a Christmas present.\Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me!\He's really cool!\I'll introduce you to him later.\Really, don't bother. I just came to have fun. response:	You'll see what I'm talking about when you meet and talk to him.
context: Of all things, I bought myself a frilly red dress.\I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me!\He's really cool!\I'll introduce you to him later.\Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him. response:	He's more level-headed than your average grownup.
context: I excitedly wore it to the live concert that evening.\I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me!\He's really cool!\I'll introduce you to him later.\Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup. response:	He grew up in an orphanage, so I'm sure he's gone through hard times.
context: I was hiding the red dress under my coat and ran in the snowstorm.\He's my senior at school, two years older than me!\He's really cool!\I'll introduce you to him later.\Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times. response:	Ren was abandoned in the warehouse district by the harbor,
context: He's my senior at school, two years older than me!\He's really cool!\I'll introduce you to him later.\Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor, response:	right after he was born.
context: He's really cool!\I'll introduce you to him later.\Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor,\right after he was born. response:	It was apparently all over the news.
context: I'll introduce you to him later.\Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor,\right after he was born.\It was apparently all over the news. response:	Nobuo, it's not nice to talk about such touchy issues of someone else.
context: Really, don't bother. I just came to have fun.\You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor,\right after he was born.\It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else. response:	It's all right. Ren boasts about it.
context: You'll see what I'm talking about when you meet and talk to him.\He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor,\right after he was born.\It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it. response:	He does?
context: He's more level-headed than your average grownup.\He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor,\right after he was born.\It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it.\He does? response:	He brags that not too many people can say
context: He grew up in an orphanage, so I'm sure he's gone through hard times.\Ren was abandoned in the warehouse district by the harbor,\right after he was born.\It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it.\He does?\He brags that not too many people can say response:	they were in the news right after they were born.
context: Ren was abandoned in the warehouse district by the harbor,\right after he was born.\It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it.\He does?\He brags that not too many people can say\they were in the news right after they were born. response:	On top of that, he actually lives in that warehouse district.
context: right after he was born.\It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it.\He does?\He brags that not too many people can say\they were in the news right after they were born.\On top of that, he actually lives in that warehouse district. response:	He says, This is my origin.
context: It was apparently all over the news.\Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it.\He does?\He brags that not too many people can say\they were in the news right after they were born.\On top of that, he actually lives in that warehouse district.\He says, This is my origin. response:	Ren is trying to become a professional musician.
context: Nobuo, it's not nice to talk about such touchy issues of someone else.\It's all right. Ren boasts about it.\He does?\He brags that not too many people can say\they were in the news right after they were born.\On top of that, he actually lives in that warehouse district.\He says, This is my origin.\Ren is trying to become a professional musician. response:	So he says he's thankful for his scandalous past
context: It's all right. Ren boasts about it.\He does?\He brags that not too many people can say\they were in the news right after they were born.\On top of that, he actually lives in that warehouse district.\He says, This is my origin.\Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past response:	because it attracts attention!
context: He does?\He brags that not too many people can say\they were in the news right after they were born.\On top of that, he actually lives in that warehouse district.\He says, This is my origin.\Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past\because it attracts attention! response:	What's that all about? What a fool.
context: He brags that not too many people can say\they were in the news right after they were born.\On top of that, he actually lives in that warehouse district.\He says, This is my origin.\Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past\because it attracts attention!\What's that all about? What a fool. response:	Why? That's pretty cool!
context: they were in the news right after they were born.\On top of that, he actually lives in that warehouse district.\He says, This is my origin.\Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past\because it attracts attention!\What's that all about? What a fool.\Why? That's pretty cool! response:	He's just trying to get sympathy by selling his unfortunate past.
context: On top of that, he actually lives in that warehouse district.\He says, This is my origin.\Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past\because it attracts attention!\What's that all about? What a fool.\Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past. response:	That's so not cool.
context: He says, This is my origin.\Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past\because it attracts attention!\What's that all about? What a fool.\Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past.\That's so not cool. response:	But I was charmed by the man who appeared on stage.
context: Ren is trying to become a professional musician.\So he says he's thankful for his scandalous past\because it attracts attention!\What's that all about? What a fool.\Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past.\That's so not cool.\But I was charmed by the man who appeared on stage. response:	Ren was abandoned in the warehouse district by the harbor.
context: So he says he's thankful for his scandalous past\because it attracts attention!\What's that all about? What a fool.\Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past.\That's so not cool.\But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor. response:	Ren boasts about it.
context: because it attracts attention!\What's that all about? What a fool.\Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past.\That's so not cool.\But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it. response:	What name do I give that feeling that was born that night?
context: What's that all about? What a fool.\Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past.\That's so not cool.\But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it.\What name do I give that feeling that was born that night? response:	Sweet words like love or adore just don't sound right.
context: Why? That's pretty cool!\He's just trying to get sympathy by selling his unfortunate past.\That's so not cool.\But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it.\What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right. response:	Perhaps envy and irritation mixed in with jealousy.
context: He's just trying to get sympathy by selling his unfortunate past.\That's so not cool.\But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it.\What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy. response:	And moreover desire.
context: That's so not cool.\But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it.\What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy.\And moreover desire. response:	Even now I get anxious.
context: But I was charmed by the man who appeared on stage.\Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it.\What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy.\And moreover desire.\Even now I get anxious. response:	Because sometimes I feel that this daily life,
context: Ren was abandoned in the warehouse district by the harbor.\Ren boasts about it.\What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy.\And moreover desire.\Even now I get anxious.\Because sometimes I feel that this daily life, response:	living together with Ren, is nothing but a dream.
context: Ren boasts about it.\What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy.\And moreover desire.\Even now I get anxious.\Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream. response:	Ren was a bright light that lightened the boring life I lived until then.
context: What name do I give that feeling that was born that night?\Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy.\And moreover desire.\Even now I get anxious.\Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then. response:	But no matter how hard I try, he still remains outta my reach.
context: Sweet words like love or adore just don't sound right.\Perhaps envy and irritation mixed in with jealousy.\And moreover desire.\Even now I get anxious.\Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach. response:	I wish we could do it in a bigger place.
context: Perhaps envy and irritation mixed in with jealousy.\And moreover desire.\Even now I get anxious.\Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place. response:	You're right. This place is kinda small.
context: And moreover desire.\Even now I get anxious.\Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place.\You're right. This place is kinda small. response:	Not that. I mean performing on stage.
context: Even now I get anxious.\Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place.\You're right. This place is kinda small.\Not that. I mean performing on stage. response:	We have the fan base now.
context: Because sometimes I feel that this daily life,\living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place.\You're right. This place is kinda small.\Not that. I mean performing on stage.\We have the fan base now. response:	Yeah, go for it.
context: living together with Ren, is nothing but a dream.\Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place.\You're right. This place is kinda small.\Not that. I mean performing on stage.\We have the fan base now.\Yeah, go for it. response:	I mean both of us.
context: Ren was a bright light that lightened the boring life I lived until then.\But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place.\You're right. This place is kinda small.\Not that. I mean performing on stage.\We have the fan base now.\Yeah, go for it.\I mean both of us. response:	By the way,
context: But no matter how hard I try, he still remains outta my reach.\I wish we could do it in a bigger place.\You're right. This place is kinda small.\Not that. I mean performing on stage.\We have the fan base now.\Yeah, go for it.\I mean both of us.\By the way, response:	what was that thing Yasu was talking about as we were leaving.
context: I wish we could do it in a bigger place.\You're right. This place is kinda small.\Not that. I mean performing on stage.\We have the fan base now.\Yeah, go for it.\I mean both of us.\By the way,\what was that thing Yasu was talking about as we were leaving. response:	He seemed kinda serious. Was it concerning the band?
context: You're right. This place is kinda small.\Not that. I mean performing on stage.\We have the fan base now.\Yeah, go for it.\I mean both of us.\By the way,\what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band? response:	Getting a bald spot is a serious matter.
context: Not that. I mean performing on stage.\We have the fan base now.\Yeah, go for it.\I mean both of us.\By the way,\what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter. response:	Never mind. I'll hear about it from Yasu.
context: We have the fan base now.\Yeah, go for it.\I mean both of us.\By the way,\what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu. response:	More importantly, I'd better take my medicine.
context: Yeah, go for it.\I mean both of us.\By the way,\what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine. response:	Can't live without it, huh? Junkie!
context: I mean both of us.\By the way,\what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie! response:	No way! It's the pill!
context: By the way,\what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie!\No way! It's the pill! response:	We'd be in trouble if I don't take it!
context: what was that thing Yasu was talking about as we were leaving.\He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie!\No way! It's the pill!\We'd be in trouble if I don't take it! response:	Since you won't do anything for prevention!
context: He seemed kinda serious. Was it concerning the band?\Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie!\No way! It's the pill!\We'd be in trouble if I don't take it!\Since you won't do anything for prevention! response:	What are we going to do if I have a baby?!
context: Getting a bald spot is a serious matter.\Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie!\No way! It's the pill!\We'd be in trouble if I don't take it!\Since you won't do anything for prevention!\What are we going to do if I have a baby?! response:	Give birth, and we'll raise it.
context: Never mind. I'll hear about it from Yasu.\More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie!\No way! It's the pill!\We'd be in trouble if I don't take it!\Since you won't do anything for prevention!\What are we going to do if I have a baby?!\Give birth, and we'll raise it. response:	I worked hard labor instead of going to high school,
context: More importantly, I'd better take my medicine.\Can't live without it, huh? Junkie!\No way! It's the pill!\We'd be in trouble if I don't take it!\Since you won't do anything for prevention!\What are we going to do if I have a baby?!\Give birth, and we'll raise it.\I worked hard labor instead of going to high school, response:	so I've got lots of money.
context: Can't live without it, huh? Junkie!\No way! It's the pill!\We'd be in trouble if I don't take it!\Since you won't do anything for prevention!\What are we going to do if I have a baby?!\Give birth, and we'll raise it.\I worked hard labor instead of going to high school,\so I've got lots of money. response:	One or two kids would be totally fine.
context: No way! It's the pill!\We'd be in trouble if I don't take it!\Since you won't do anything for prevention!\What are we going to do if I have a baby?!\Give birth, and we'll raise it.\I worked hard labor instead of going to high school,\so I've got lots of money.\One or two kids would be totally fine. response:	Fine with you, but not with me.
context: We'd be in trouble if I don't take it!\Since you won't do anything for prevention!\What are we going to do if I have a baby?!\Give birth, and we'll raise it.\I worked hard labor instead of going to high school,\so I've got lots of money.\One or two kids would be totally fine.\Fine with you, but not with me. response:	Right now I'd rather perform than raise kids.
