context: The time is upon us. response:	Our long-held wish shall be fulfilled.
context: My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing?\I'd expect nothing less from the Shield Devil.\The Pope?\You're that guy from the capital's cathedral!\Oh? You remember who I am?\Then you must be aware of your sin as well. response:	My sin?
context: You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing?\I'd expect nothing less from the Shield Devil.\The Pope?\You're that guy from the capital's cathedral!\Oh? You remember who I am?\Then you must be aware of your sin as well.\My sin? response:	You not only showed no gratitude for the holy water God bestowed upon you,
context: head-on and remain standing?\I'd expect nothing less from the Shield Devil.\The Pope?\You're that guy from the capital's cathedral!\Oh? You remember who I am?\Then you must be aware of your sin as well.\My sin?\You not only showed no gratitude for the holy water God bestowed upon you, response:	but also deceived the people and led them to turn against the country.
context: I'd expect nothing less from the Shield Devil.\The Pope?\You're that guy from the capital's cathedral!\Oh? You remember who I am?\Then you must be aware of your sin as well.\My sin?\You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country. response:	Hence,
context: The Pope?\You're that guy from the capital's cathedral!\Oh? You remember who I am?\Then you must be aware of your sin as well.\My sin?\You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country.\Hence, response:	I shall purify you all in the name of God.
context: You're that guy from the capital's cathedral!\Oh? You remember who I am?\Then you must be aware of your sin as well.\My sin?\You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country.\Hence,\I shall purify you all in the name of God. response:	Pope Balmus!
context: Oh? You remember who I am?\Then you must be aware of your sin as well.\My sin?\You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country.\Hence,\I shall purify you all in the name of God.\Pope Balmus! response:	Do you realize what you have just done?!
context: Then you must be aware of your sin as well.\My sin?\You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country.\Hence,\I shall purify you all in the name of God.\Pope Balmus!\Do you realize what you have just done?! response:	You nearly killed the Spear Hero and the next queen!
context: My sin?\You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country.\Hence,\I shall purify you all in the name of God.\Pope Balmus!\Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen! response:	The Spear Hero's party and the next queen were killed by the Devil of the Shield.
context: You not only showed no gratitude for the holy water God bestowed upon you,\but also deceived the people and led them to turn against the country.\Hence,\I shall purify you all in the name of God.\Pope Balmus!\Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield. response:	Or, well, that's how the script goes.
context: but also deceived the people and led them to turn against the country.\Hence,\I shall purify you all in the name of God.\Pope Balmus!\Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes. response:	In other words, you are all walking corpses.
context: Hence,\I shall purify you all in the name of God.\Pope Balmus!\Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes.\In other words, you are all walking corpses. response:	What?
context: I shall purify you all in the name of God.\Pope Balmus!\Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes.\In other words, you are all walking corpses.\What? response:	Myne, what the hell is he talking about?
context: Pope Balmus!\Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes.\In other words, you are all walking corpses.\What?\Myne, what the hell is he talking about? response:	And if walking corpses become real corpses,
context: Do you realize what you have just done?!\You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes.\In other words, you are all walking corpses.\What?\Myne, what the hell is he talking about?\And if walking corpses become real corpses, response:	that just means all is right in the world.
context: You nearly killed the Spear Hero and the next queen!\The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes.\In other words, you are all walking corpses.\What?\Myne, what the hell is he talking about?\And if walking corpses become real corpses,\that just means all is right in the world. response:	It is all as God desires.
context: The Spear Hero's party and the next queen were killed by the Devil of the Shield.\Or, well, that's how the script goes.\In other words, you are all walking corpses.\What?\Myne, what the hell is he talking about?\And if walking corpses become real corpses,\that just means all is right in the world.\It is all as God desires. response:	Nonsense!
context: Or, well, that's how the script goes.\In other words, you are all walking corpses.\What?\Myne, what the hell is he talking about?\And if walking corpses become real corpses,\that just means all is right in the world.\It is all as God desires.\Nonsense! response:	That's some messed-up logic.
context: In other words, you are all walking corpses.\What?\Myne, what the hell is he talking about?\And if walking corpses become real corpses,\that just means all is right in the world.\It is all as God desires.\Nonsense!\That's some messed-up logic. response:	Reminds me of a certain someone.
context: What?\Myne, what the hell is he talking about?\And if walking corpses become real corpses,\that just means all is right in the world.\It is all as God desires.\Nonsense!\That's some messed-up logic.\Reminds me of a certain someone. response:	Oh, you may rest assured.
context: Myne, what the hell is he talking about?\And if walking corpses become real corpses,\that just means all is right in the world.\It is all as God desires.\Nonsense!\That's some messed-up logic.\Reminds me of a certain someone.\Oh, you may rest assured. response:	We have already planned a system of government to take the royal family's place.
context: And if walking corpses become real corpses,\that just means all is right in the world.\It is all as God desires.\Nonsense!\That's some messed-up logic.\Reminds me of a certain someone.\Oh, you may rest assured.\We have already planned a system of government to take the royal family's place. response:	Wha...
context: that just means all is right in the world.\It is all as God desires.\Nonsense!\That's some messed-up logic.\Reminds me of a certain someone.\Oh, you may rest assured.\We have already planned a system of government to take the royal family's place.\Wha... response:	Ridiculous!
context: It is all as God desires.\Nonsense!\That's some messed-up logic.\Reminds me of a certain someone.\Oh, you may rest assured.\We have already planned a system of government to take the royal family's place.\Wha...\Ridiculous! response:	No one but us can rule this country!
context: Nonsense!\That's some messed-up logic.\Reminds me of a certain someone.\Oh, you may rest assured.\We have already planned a system of government to take the royal family's place.\Wha...\Ridiculous!\No one but us can rule this country! response:	Royalty that abuse their power and mistreat the Church,
context: That's some messed-up logic.\Reminds me of a certain someone.\Oh, you may rest assured.\We have already planned a system of government to take the royal family's place.\Wha...\Ridiculous!\No one but us can rule this country!\Royalty that abuse their power and mistreat the Church, response:	apostles of God Himself?
context: Reminds me of a certain someone.\Oh, you may rest assured.\We have already planned a system of government to take the royal family's place.\Wha...\Ridiculous!\No one but us can rule this country!\Royalty that abuse their power and mistreat the Church,\apostles of God Himself? response:	Neither the country nor its people need such blasphemies.
context: Oh, you may rest assured.\We have already planned a system of government to take the royal family's place.\Wha...\Ridiculous!\No one but us can rule this country!\Royalty that abuse their power and mistreat the Church,\apostles of God Himself?\Neither the country nor its people need such blasphemies. response:	If anything, you are a pestilence.
context: We have already planned a system of government to take the royal family's place.\Wha...\Ridiculous!\No one but us can rule this country!\Royalty that abuse their power and mistreat the Church,\apostles of God Himself?\Neither the country nor its people need such blasphemies.\If anything, you are a pestilence. response:	And the same goes for you heroes.
context: Wha...\Ridiculous!\No one but us can rule this country!\Royalty that abuse their power and mistreat the Church,\apostles of God Himself?\Neither the country nor its people need such blasphemies.\If anything, you are a pestilence.\And the same goes for you heroes. response:	We worship the ones who save the people and the world from the Waves.
context: Ridiculous!\No one but us can rule this country!\Royalty that abuse their power and mistreat the Church,\apostles of God Himself?\Neither the country nor its people need such blasphemies.\If anything, you are a pestilence.\And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves. response:	But...
context: No one but us can rule this country!\Royalty that abuse their power and mistreat the Church,\apostles of God Himself?\Neither the country nor its people need such blasphemies.\If anything, you are a pestilence.\And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves.\But... response:	The Spear Hero released a sealed monster upon the world,
context: Royalty that abuse their power and mistreat the Church,\apostles of God Himself?\Neither the country nor its people need such blasphemies.\If anything, you are a pestilence.\And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves.\But...\The Spear Hero released a sealed monster upon the world, response:	the Sword Hero caused an epidemic,
context: apostles of God Himself?\Neither the country nor its people need such blasphemies.\If anything, you are a pestilence.\And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves.\But...\The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic, response:	and the Bow Hero tried to conceal his standing and hide from his duty.
context: Neither the country nor its people need such blasphemies.\If anything, you are a pestilence.\And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves.\But...\The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty. response:	Heroes who cause harm across the country and damage the people's belief are nothing but fakes.
context: If anything, you are a pestilence.\And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves.\But...\The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes. response:	Ren and Itsuki were trying to help, too.
context: And the same goes for you heroes.\We worship the ones who save the people and the world from the Waves.\But...\The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too. response:	And you call us fakes?
context: We worship the ones who save the people and the world from the Waves.\But...\The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too.\And you call us fakes? response:	Your foolishness speaks volumes.
context: But...\The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too.\And you call us fakes?\Your foolishness speaks volumes. response:	As did theirs, when they started investigating something beyond them.
context: The Spear Hero released a sealed monster upon the world,\the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too.\And you call us fakes?\Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them. response:	Investigating?
context: the Sword Hero caused an epidemic,\and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too.\And you call us fakes?\Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them.\Investigating? response:	That is why God's Judgment fell upon them.
context: and the Bow Hero tried to conceal his standing and hide from his duty.\Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too.\And you call us fakes?\Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them.\Investigating?\That is why God's Judgment fell upon them. response:	God's Judgment?
context: Heroes who cause harm across the country and damage the people's belief are nothing but fakes.\Ren and Itsuki were trying to help, too.\And you call us fakes?\Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them.\Investigating?\That is why God's Judgment fell upon them.\God's Judgment? response:	W-Wait a second! Didn't Naofumi kill them?
context: Ren and Itsuki were trying to help, too.\And you call us fakes?\Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them.\Investigating?\That is why God's Judgment fell upon them.\God's Judgment?\W-Wait a second! Didn't Naofumi kill them? response:	You've put on quite the amusing farce, but enough.
context: And you call us fakes?\Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them.\Investigating?\That is why God's Judgment fell upon them.\God's Judgment?\W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough. response:	For the false Spear Hero
context: Your foolishness speaks volumes.\As did theirs, when they started investigating something beyond them.\Investigating?\That is why God's Judgment fell upon them.\God's Judgment?\W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough.\For the false Spear Hero response:	and for the Devil of the Shield,
context: As did theirs, when they started investigating something beyond them.\Investigating?\That is why God's Judgment fell upon them.\God's Judgment?\W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough.\For the false Spear Hero\and for the Devil of the Shield, response:	clinging so desperately to life like a cockroach,
context: Investigating?\That is why God's Judgment fell upon them.\God's Judgment?\W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough.\For the false Spear Hero\and for the Devil of the Shield,\clinging so desperately to life like a cockroach, response:	let there be the purification of Holy Judgment.
context: That is why God's Judgment fell upon them.\God's Judgment?\W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough.\For the false Spear Hero\and for the Devil of the Shield,\clinging so desperately to life like a cockroach,\let there be the purification of Holy Judgment. response:	And...
context: God's Judgment?\W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough.\For the false Spear Hero\and for the Devil of the Shield,\clinging so desperately to life like a cockroach,\let there be the purification of Holy Judgment.\And... response:	For this country, righteous order!
context: W-Wait a second! Didn't Naofumi kill them?\You've put on quite the amusing farce, but enough.\For the false Spear Hero\and for the Devil of the Shield,\clinging so desperately to life like a cockroach,\let there be the purification of Holy Judgment.\And...\For this country, righteous order! response:	Watch out, Naofumi!
context: You've put on quite the amusing farce, but enough.\For the false Spear Hero\and for the Devil of the Shield,\clinging so desperately to life like a cockroach,\let there be the purification of Holy Judgment.\And...\For this country, righteous order!\Watch out, Naofumi! response:	That sword is...
context: For the false Spear Hero\and for the Devil of the Shield,\clinging so desperately to life like a cockroach,\let there be the purification of Holy Judgment.\And...\For this country, righteous order!\Watch out, Naofumi!\That sword is... response:	The Four Cardinal Heroes
