context: It's Misa-chan in glasses! response:	So nice
context: What did you do that for!?\Those guys are goofing off again.\Stop, you guys!\Are you all right?!\Don't I always tell you to use that extra energy for studying?\I totally forgot about President Igarashi.\That was wonderful!\Someone so strong and beautiful is truly a dependable person. response:	You see, I came here today with a request for you other than the apology.
context: Those guys are goofing off again.\Stop, you guys!\Are you all right?!\Don't I always tell you to use that extra energy for studying?\I totally forgot about President Igarashi.\That was wonderful!\Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology. response:	Ayuzawa Misaki-san.
context: Stop, you guys!\Are you all right?!\Don't I always tell you to use that extra energy for studying?\I totally forgot about President Igarashi.\That was wonderful!\Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san. response:	Will you join us at Miyabigaoka's Student Council?
context: Are you all right?!\Don't I always tell you to use that extra energy for studying?\I totally forgot about President Igarashi.\That was wonderful!\Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council? response:	Huh?
context: Don't I always tell you to use that extra energy for studying?\I totally forgot about President Igarashi.\That was wonderful!\Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council?\Huh? response:	Um, I don't understand what you're saying.
context: I totally forgot about President Igarashi.\That was wonderful!\Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council?\Huh?\Um, I don't understand what you're saying. response:	I've never heard of a student working for student councils of two different schools.
context: That was wonderful!\Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council?\Huh?\Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools. response:	Then you should transfer.
context: Someone so strong and beautiful is truly a dependable person.\You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council?\Huh?\Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools.\Then you should transfer. response:	Naturally, we will provide the uniform and anything else you need.
context: You see, I came here today with a request for you other than the apology.\Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council?\Huh?\Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools.\Then you should transfer.\Naturally, we will provide the uniform and anything else you need. response:	No, unfortunately, my family is very poor.
context: Ayuzawa Misaki-san.\Will you join us at Miyabigaoka's Student Council?\Huh?\Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools.\Then you should transfer.\Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor. response:	I can't afford to go to a school with expensive tuition like Miyabigaoka.
context: Will you join us at Miyabigaoka's Student Council?\Huh?\Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools.\Then you should transfer.\Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka. response:	We will prepare a special student loan.
context: Huh?\Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools.\Then you should transfer.\Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan. response:	Considering your excellence, I'm sure you'll even be exempted from paying it back, too.
context: Um, I don't understand what you're saying.\I've never heard of a student working for student councils of two different schools.\Then you should transfer.\Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too. response:	Student loan?
context: I've never heard of a student working for student councils of two different schools.\Then you should transfer.\Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan? response:	I will guarantee everything.
context: Then you should transfer.\Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan?\I will guarantee everything. response:	I'm serious, President Ayuzawa.
context: Naturally, we will provide the uniform and anything else you need.\No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan?\I will guarantee everything.\I'm serious, President Ayuzawa. response:	We shall leave now.
context: No, unfortunately, my family is very poor.\I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan?\I will guarantee everything.\I'm serious, President Ayuzawa.\We shall leave now. response:	I look forward to hearing your favorable reply.
context: I can't afford to go to a school with expensive tuition like Miyabigaoka.\We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan?\I will guarantee everything.\I'm serious, President Ayuzawa.\We shall leave now.\I look forward to hearing your favorable reply. response:	President Igarashi. I don't think I'll...
context: We will prepare a special student loan.\Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan?\I will guarantee everything.\I'm serious, President Ayuzawa.\We shall leave now.\I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll... response:	Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.
context: Considering your excellence, I'm sure you'll even be exempted from paying it back, too.\Student loan?\I will guarantee everything.\I'm serious, President Ayuzawa.\We shall leave now.\I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem. response:	But now, the entire student council is working together to create a better school.
context: Student loan?\I will guarantee everything.\I'm serious, President Ayuzawa.\We shall leave now.\I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school. response:	You've made a wonderful school.
context: I will guarantee everything.\I'm serious, President Ayuzawa.\We shall leave now.\I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school.\You've made a wonderful school. response:	Man, it was hot in there.
context: I'm serious, President Ayuzawa.\We shall leave now.\I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school.\You've made a wonderful school.\Man, it was hot in there. response:	No wonder it's a poor kids' school. They don't even have the air conditioning on.
context: We shall leave now.\I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school.\You've made a wonderful school.\Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on. response:	Still...
context: I look forward to hearing your favorable reply.\President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school.\You've made a wonderful school.\Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still... response:	Crap, this is hilarious.
context: President Igarashi. I don't think I'll...\Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school.\You've made a wonderful school.\Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still...\Crap, this is hilarious. response:	She clotheslined that guy. She nailed him straight in the neck.
context: Ayuzawa Misaki-san. In the past, Seika High School was nothing but a problem.\But now, the entire student council is working together to create a better school.\You've made a wonderful school.\Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still...\Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck. response:	I didn't expect that woman to be that interesting.
context: But now, the entire student council is working together to create a better school.\You've made a wonderful school.\Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still...\Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting. response:	Ayuzawa Misaki. She's something else.
context: You've made a wonderful school.\Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still...\Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else. response:	Let's see what she does next.
context: Man, it was hot in there.\No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still...\Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else.\Let's see what she does next. response:	Maki.
context: No wonder it's a poor kids' school. They don't even have the air conditioning on.\Still...\Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else.\Let's see what she does next.\Maki. response:	Yes.
context: Still...\Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else.\Let's see what she does next.\Maki.\Yes. response:	You keep your eyes on her.
context: Crap, this is hilarious.\She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else.\Let's see what she does next.\Maki.\Yes.\You keep your eyes on her. response:	Okay.
context: She clotheslined that guy. She nailed him straight in the neck.\I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else.\Let's see what she does next.\Maki.\Yes.\You keep your eyes on her.\Okay. response:	What? We can't go in if it's ladies only day.
context: I didn't expect that woman to be that interesting.\Ayuzawa Misaki. She's something else.\Let's see what she does next.\Maki.\Yes.\You keep your eyes on her.\Okay.\What? We can't go in if it's ladies only day. response:	I can't see anything because of the fogged glass.
context: Ayuzawa Misaki. She's something else.\Let's see what she does next.\Maki.\Yes.\You keep your eyes on her.\Okay.\What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass. response:	Allow me to take you to your seat.
context: Let's see what she does next.\Maki.\Yes.\You keep your eyes on her.\Okay.\What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass.\Allow me to take you to your seat. response:	Y-Yes.
context: Maki.\Yes.\You keep your eyes on her.\Okay.\What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass.\Allow me to take you to your seat.\Y-Yes. response:	Please watch your step, Milady.
context: Yes.\You keep your eyes on her.\Okay.\What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass.\Allow me to take you to your seat.\Y-Yes.\Please watch your step, Milady. response:	You're so cool, Misaki-kun.
context: You keep your eyes on her.\Okay.\What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass.\Allow me to take you to your seat.\Y-Yes.\Please watch your step, Milady.\You're so cool, Misaki-kun. response:	Way to go, Misa-chan. Totally natural.
context: Okay.\What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass.\Allow me to take you to your seat.\Y-Yes.\Please watch your step, Milady.\You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural. response:	This is only possible because of her.
context: What? We can't go in if it's ladies only day.\I can't see anything because of the fogged glass.\Allow me to take you to your seat.\Y-Yes.\Please watch your step, Milady.\You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural.\This is only possible because of her. response:	After all, she's a huge hit with the ladies.
context: I can't see anything because of the fogged glass.\Allow me to take you to your seat.\Y-Yes.\Please watch your step, Milady.\You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural.\This is only possible because of her.\After all, she's a huge hit with the ladies. response:	This is heaven!
context: Allow me to take you to your seat.\Y-Yes.\Please watch your step, Milady.\You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural.\This is only possible because of her.\After all, she's a huge hit with the ladies.\This is heaven! response:	Come to think of, this is the first time there are so many girls around.
context: Y-Yes.\Please watch your step, Milady.\You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural.\This is only possible because of her.\After all, she's a huge hit with the ladies.\This is heaven!\Come to think of, this is the first time there are so many girls around. response:	This could be fun.
context: Please watch your step, Milady.\You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural.\This is only possible because of her.\After all, she's a huge hit with the ladies.\This is heaven!\Come to think of, this is the first time there are so many girls around.\This could be fun. response:	You seem to be having fun, Misaki-kun.
context: You're so cool, Misaki-kun.\Way to go, Misa-chan. Totally natural.\This is only possible because of her.\After all, she's a huge hit with the ladies.\This is heaven!\Come to think of, this is the first time there are so many girls around.\This could be fun.\You seem to be having fun, Misaki-kun. response:	Of course, since I'm so popular.
context: Way to go, Misa-chan. Totally natural.\This is only possible because of her.\After all, she's a huge hit with the ladies.\This is heaven!\Come to think of, this is the first time there are so many girls around.\This could be fun.\You seem to be having fun, Misaki-kun.\Of course, since I'm so popular. response:	A girl being popular with girls?
context: This is only possible because of her.\After all, she's a huge hit with the ladies.\This is heaven!\Come to think of, this is the first time there are so many girls around.\This could be fun.\You seem to be having fun, Misaki-kun.\Of course, since I'm so popular.\A girl being popular with girls? response:	Hush. I'm already a guy at heart.
context: After all, she's a huge hit with the ladies.\This is heaven!\Come to think of, this is the first time there are so many girls around.\This could be fun.\You seem to be having fun, Misaki-kun.\Of course, since I'm so popular.\A girl being popular with girls?\Hush. I'm already a guy at heart. response:	In any case,
context: This is heaven!\Come to think of, this is the first time there are so many girls around.\This could be fun.\You seem to be having fun, Misaki-kun.\Of course, since I'm so popular.\A girl being popular with girls?\Hush. I'm already a guy at heart.\In any case, response:	It feels good to be acknowledged by others.
context: Come to think of, this is the first time there are so many girls around.\This could be fun.\You seem to be having fun, Misaki-kun.\Of course, since I'm so popular.\A girl being popular with girls?\Hush. I'm already a guy at heart.\In any case,\It feels good to be acknowledged by others. response:	If all guys were like this, I would be fine with them.
context: This could be fun.\You seem to be having fun, Misaki-kun.\Of course, since I'm so popular.\A girl being popular with girls?\Hush. I'm already a guy at heart.\In any case,\It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them. response:	How exactly?
context: You seem to be having fun, Misaki-kun.\Of course, since I'm so popular.\A girl being popular with girls?\Hush. I'm already a guy at heart.\In any case,\It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them.\How exactly? response:	Like being kind, reliable, and gentlemanly.
context: Of course, since I'm so popular.\A girl being popular with girls?\Hush. I'm already a guy at heart.\In any case,\It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them.\How exactly?\Like being kind, reliable, and gentlemanly. response:	By that,
context: A girl being popular with girls?\Hush. I'm already a guy at heart.\In any case,\It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them.\How exactly?\Like being kind, reliable, and gentlemanly.\By that, response:	Do you mean, me?
context: Hush. I'm already a guy at heart.\In any case,\It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them.\How exactly?\Like being kind, reliable, and gentlemanly.\By that,\Do you mean, me? response:	Never.
context: In any case,\It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them.\How exactly?\Like being kind, reliable, and gentlemanly.\By that,\Do you mean, me?\Never. response:	Then,
context: It feels good to be acknowledged by others.\If all guys were like this, I would be fine with them.\How exactly?\Like being kind, reliable, and gentlemanly.\By that,\Do you mean, me?\Never.\Then, response:	Someone like the president of Miyabigaoka?
context: If all guys were like this, I would be fine with them.\How exactly?\Like being kind, reliable, and gentlemanly.\By that,\Do you mean, me?\Never.\Then,\Someone like the president of Miyabigaoka? response:	Why are you brining up President Igarashi?
context: How exactly?\Like being kind, reliable, and gentlemanly.\By that,\Do you mean, me?\Never.\Then,\Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi? response:	Better yet, stop talking and move your hands.
context: Like being kind, reliable, and gentlemanly.\By that,\Do you mean, me?\Never.\Then,\Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi?\Better yet, stop talking and move your hands. response:	Are you ready to order?
context: By that,\Do you mean, me?\Never.\Then,\Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi?\Better yet, stop talking and move your hands.\Are you ready to order? response:	We're still having trouble choosing.
context: Do you mean, me?\Never.\Then,\Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi?\Better yet, stop talking and move your hands.\Are you ready to order?\We're still having trouble choosing. response:	Then let's choose it with me.
context: Never.\Then,\Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi?\Better yet, stop talking and move your hands.\Are you ready to order?\We're still having trouble choosing.\Then let's choose it with me. response:	Misaki-kun, you're so hot.
context: Then,\Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi?\Better yet, stop talking and move your hands.\Are you ready to order?\We're still having trouble choosing.\Then let's choose it with me.\Misaki-kun, you're so hot. response:	I wish I had an older brother like this.
context: Someone like the president of Miyabigaoka?\Why are you brining up President Igarashi?\Better yet, stop talking and move your hands.\Are you ready to order?\We're still having trouble choosing.\Then let's choose it with me.\Misaki-kun, you're so hot.\I wish I had an older brother like this. response:	I'm honored.
context: Why are you brining up President Igarashi?\Better yet, stop talking and move your hands.\Are you ready to order?\We're still having trouble choosing.\Then let's choose it with me.\Misaki-kun, you're so hot.\I wish I had an older brother like this.\I'm honored. response:	But, Misaki-kun might actually be a younger brother type.
context: Better yet, stop talking and move your hands.\Are you ready to order?\We're still having trouble choosing.\Then let's choose it with me.\Misaki-kun, you're so hot.\I wish I had an older brother like this.\I'm honored.\But, Misaki-kun might actually be a younger brother type. response:	No, I'd say you're thinking too much.
context: Are you ready to order?\We're still having trouble choosing.\Then let's choose it with me.\Misaki-kun, you're so hot.\I wish I had an older brother like this.\I'm honored.\But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much. response:	He's got to be the dominant type.
context: We're still having trouble choosing.\Then let's choose it with me.\Misaki-kun, you're so hot.\I wish I had an older brother like this.\I'm honored.\But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much.\He's got to be the dominant type. response:	Yeah? But isn't it nice to have that type be passive once in a while, too?
context: Then let's choose it with me.\Misaki-kun, you're so hot.\I wish I had an older brother like this.\I'm honored.\But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much.\He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too? response:	I don't understand them at all.
context: Misaki-kun, you're so hot.\I wish I had an older brother like this.\I'm honored.\But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much.\He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all. response:	Then, I would recommend this.
context: I wish I had an older brother like this.\I'm honored.\But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much.\He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all.\Then, I would recommend this. response:	The menu option I like?
context: I'm honored.\But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much.\He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all.\Then, I would recommend this.\The menu option I like? response:	For me?
context: But, Misaki-kun might actually be a younger brother type.\No, I'd say you're thinking too much.\He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all.\Then, I would recommend this.\The menu option I like?\For me? response:	She's awakened. Misaki has awakened.
context: No, I'd say you're thinking too much.\He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all.\Then, I would recommend this.\The menu option I like?\For me?\She's awakened. Misaki has awakened. response:	Girls are so cute.
context: He's got to be the dominant type.\Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all.\Then, I would recommend this.\The menu option I like?\For me?\She's awakened. Misaki has awakened.\Girls are so cute. response:	They have a sense of hygiene and charm that guys don't.
context: Yeah? But isn't it nice to have that type be passive once in a while, too?\I don't understand them at all.\Then, I would recommend this.\The menu option I like?\For me?\She's awakened. Misaki has awakened.\Girls are so cute.\They have a sense of hygiene and charm that guys don't. response:	I wonder if I can keep dressing as a guy from now on, too.
context: I don't understand them at all.\Then, I would recommend this.\The menu option I like?\For me?\She's awakened. Misaki has awakened.\Girls are so cute.\They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too. response:	And, what were they saying?
context: Then, I would recommend this.\The menu option I like?\For me?\She's awakened. Misaki has awakened.\Girls are so cute.\They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying? response:	Dominant and passive was it?
context: The menu option I like?\For me?\She's awakened. Misaki has awakened.\Girls are so cute.\They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying?\Dominant and passive was it? response:	Do you know what they mean?
context: For me?\She's awakened. Misaki has awakened.\Girls are so cute.\They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying?\Dominant and passive was it?\Do you know what they mean? response:	Do you want me to show you?
context: She's awakened. Misaki has awakened.\Girls are so cute.\They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying?\Dominant and passive was it?\Do you know what they mean?\Do you want me to show you? response:	What are you doing with your shirt off?
context: Girls are so cute.\They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying?\Dominant and passive was it?\Do you know what they mean?\Do you want me to show you?\What are you doing with your shirt off? response:	I got sweaty, so I wanted to take my undershirt off.
context: They have a sense of hygiene and charm that guys don't.\I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying?\Dominant and passive was it?\Do you know what they mean?\Do you want me to show you?\What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off. response:	You should get changed, too, Misaki-kun.
context: I wonder if I can keep dressing as a guy from now on, too.\And, what were they saying?\Dominant and passive was it?\Do you know what they mean?\Do you want me to show you?\What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun. response:	I'll get changed after you go home.
context: And, what were they saying?\Dominant and passive was it?\Do you know what they mean?\Do you want me to show you?\What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun.\I'll get changed after you go home. response:	Why?
context: Dominant and passive was it?\Do you know what they mean?\Do you want me to show you?\What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun.\I'll get changed after you go home.\Why? response:	What's the matter with guys stripping together?
context: Do you know what they mean?\Do you want me to show you?\What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun.\I'll get changed after you go home.\Why?\What's the matter with guys stripping together? response:	Everyone will-
context: Do you want me to show you?\What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun.\I'll get changed after you go home.\Why?\What's the matter with guys stripping together?\Everyone will- response:	What's wrong? Undress already.
context: What are you doing with your shirt off?\I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun.\I'll get changed after you go home.\Why?\What's the matter with guys stripping together?\Everyone will-\What's wrong? Undress already. response:	How about I undress you, Misaki-kun?
context: I got sweaty, so I wanted to take my undershirt off.\You should get changed, too, Misaki-kun.\I'll get changed after you go home.\Why?\What's the matter with guys stripping together?\Everyone will-\What's wrong? Undress already.\How about I undress you, Misaki-kun? response:	Stop...
context: You should get changed, too, Misaki-kun.\I'll get changed after you go home.\Why?\What's the matter with guys stripping together?\Everyone will-\What's wrong? Undress already.\How about I undress you, Misaki-kun?\Stop... response:	See? You are a girl, Ayuzawa.
context: I'll get changed after you go home.\Why?\What's the matter with guys stripping together?\Everyone will-\What's wrong? Undress already.\How about I undress you, Misaki-kun?\Stop...\See? You are a girl, Ayuzawa. response:	Apparently that's what dominant is.
context: Why?\What's the matter with guys stripping together?\Everyone will-\What's wrong? Undress already.\How about I undress you, Misaki-kun?\Stop...\See? You are a girl, Ayuzawa.\Apparently that's what dominant is. response:	I've had enough.
context: What's the matter with guys stripping together?\Everyone will-\What's wrong? Undress already.\How about I undress you, Misaki-kun?\Stop...\See? You are a girl, Ayuzawa.\Apparently that's what dominant is.\I've had enough. response:	How much do you need to confuse me before you're satisfied?
context: Everyone will-\What's wrong? Undress already.\How about I undress you, Misaki-kun?\Stop...\See? You are a girl, Ayuzawa.\Apparently that's what dominant is.\I've had enough.\How much do you need to confuse me before you're satisfied? response:	I've had enough of you messing around with me.
context: What's wrong? Undress already.\How about I undress you, Misaki-kun?\Stop...\See? You are a girl, Ayuzawa.\Apparently that's what dominant is.\I've had enough.\How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me. response:	Here's the report on Ayuzawa Misaki, President.
context: How about I undress you, Misaki-kun?\Stop...\See? You are a girl, Ayuzawa.\Apparently that's what dominant is.\I've had enough.\How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President. response:	You've got to be kidding.
context: Stop...\See? You are a girl, Ayuzawa.\Apparently that's what dominant is.\I've had enough.\How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President.\You've got to be kidding. response:	She really is the best woman.
context: See? You are a girl, Ayuzawa.\Apparently that's what dominant is.\I've had enough.\How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President.\You've got to be kidding.\She really is the best woman. response:	I just came up with the best welcoming event for her.
context: Apparently that's what dominant is.\I've had enough.\How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President.\You've got to be kidding.\She really is the best woman.\I just came up with the best welcoming event for her. response:	I never thought I'd receive such a great offer to attend Miyabigaoka.
context: I've had enough.\How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President.\You've got to be kidding.\She really is the best woman.\I just came up with the best welcoming event for her.\I never thought I'd receive such a great offer to attend Miyabigaoka. response:	But if I transfer, Seika will return to the way it used to be, and the remaining girls will be scared and shiver.
context: How much do you need to confuse me before you're satisfied?\I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President.\You've got to be kidding.\She really is the best woman.\I just came up with the best welcoming event for her.\I never thought I'd receive such a great offer to attend Miyabigaoka.\But if I transfer, Seika will return to the way it used to be, and the remaining girls will be scared and shiver. response:	You're such a worrywart, Prez.
context: I've had enough of you messing around with me.\Here's the report on Ayuzawa Misaki, President.\You've got to be kidding.\She really is the best woman.\I just came up with the best welcoming event for her.\I never thought I'd receive such a great offer to attend Miyabigaoka.\But if I transfer, Seika will return to the way it used to be, and the remaining girls will be scared and shiver.\You're such a worrywart, Prez. response:	You can't make up your mind, not because of yourself, but because of the girls that get left behind?
context: Here's the report on Ayuzawa Misaki, President.\You've got to be kidding.\She really is the best woman.\I just came up with the best welcoming event for her.\I never thought I'd receive such a great offer to attend Miyabigaoka.\But if I transfer, Seika will return to the way it used to be, and the remaining girls will be scared and shiver.\You're such a worrywart, Prez.\You can't make up your mind, not because of yourself, but because of the girls that get left behind? response:	If you go to Miyabigaoka, I wonder if you'll stop working at Maid Latte as well.
context: You've got to be kidding.\She really is the best woman.\I just came up with the best welcoming event for her.\I never thought I'd receive such a great offer to attend Miyabigaoka.\But if I transfer, Seika will return to the way it used to be, and the remaining girls will be scared and shiver.\You're such a worrywart, Prez.\You can't make up your mind, not because of yourself, but because of the girls that get left behind?\If you go to Miyabigaoka, I wonder if you'll stop working at Maid Latte as well. response:	Usui. I already told you that I've had enough of you messing around with me.
