context: Why does this wine taste different from usual? response:	Where did this young man come from?
context: Your mother indeed can't bear to part with us.\Mother is the best.\Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace?\Let's return tomorrow.\This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited?\Excited? response:	Mother, since you two are done talking, let's leave.
context: Mother is the best.\Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace?\Let's return tomorrow.\This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited?\Excited?\Mother, since you two are done talking, let's leave. response:	Hold on.
context: Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace?\Let's return tomorrow.\This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited?\Excited?\Mother, since you two are done talking, let's leave.\Hold on. response:	I still have something to say to this lady.
context: Return to the Celestial Palace?\Let's return tomorrow.\This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited?\Excited?\Mother, since you two are done talking, let's leave.\Hold on.\I still have something to say to this lady. response:	Go back and think about what you want to ask of me.
context: Let's return tomorrow.\This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited?\Excited?\Mother, since you two are done talking, let's leave.\Hold on.\I still have something to say to this lady.\Go back and think about what you want to ask of me. response:	When you've decided, come find me in Qing Qiu.
context: This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited?\Excited?\Mother, since you two are done talking, let's leave.\Hold on.\I still have something to say to this lady.\Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu. response:	Thank you, Aunt.
context: You have been gone for so long! Aren't you excited?\Excited?\Mother, since you two are done talking, let's leave.\Hold on.\I still have something to say to this lady.\Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu.\Thank you, Aunt. response:	I want it too.
context: Excited?\Mother, since you two are done talking, let's leave.\Hold on.\I still have something to say to this lady.\Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu.\Thank you, Aunt.\I want it too. response:	Why would a young child want a harmful weapon?
context: Mother, since you two are done talking, let's leave.\Hold on.\I still have something to say to this lady.\Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu.\Thank you, Aunt.\I want it too.\Why would a young child want a harmful weapon? response:	Mother.
context: Hold on.\I still have something to say to this lady.\Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu.\Thank you, Aunt.\I want it too.\Why would a young child want a harmful weapon?\Mother. response:	Be good.
context: I still have something to say to this lady.\Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu.\Thank you, Aunt.\I want it too.\Why would a young child want a harmful weapon?\Mother.\Be good. response:	I suddenly remembered I have some things to take care of.
context: Go back and think about what you want to ask of me.\When you've decided, come find me in Qing Qiu.\Thank you, Aunt.\I want it too.\Why would a young child want a harmful weapon?\Mother.\Be good.\I suddenly remembered I have some things to take care of. response:	I'll meet you two again tomorrow. Farewell.
context: When you've decided, come find me in Qing Qiu.\Thank you, Aunt.\I want it too.\Why would a young child want a harmful weapon?\Mother.\Be good.\I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell. response:	Qian Qian, could it be that you're afraid
context: Thank you, Aunt.\I want it too.\Why would a young child want a harmful weapon?\Mother.\Be good.\I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid response:	that by entering the banquet with me and my son
context: I want it too.\Why would a young child want a harmful weapon?\Mother.\Be good.\I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son response:	we will attract gossip?
context: Why would a young child want a harmful weapon?\Mother.\Be good.\I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son\we will attract gossip? response:	Lord Ye Hua, you are worrying too much.
context: Mother.\Be good.\I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son\we will attract gossip?\Lord Ye Hua, you are worrying too much. response:	So you do know you and I have a marriage arrangement.
context: Be good.\I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son\we will attract gossip?\Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement. response:	There's no need to worry about arousing suspicion.
context: I suddenly remembered I have some things to take care of.\I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son\we will attract gossip?\Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion. response:	A marriage arrangement?
context: I'll meet you two again tomorrow. Farewell.\Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son\we will attract gossip?\Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion.\A marriage arrangement? response:	Speaking of which
context: Qian Qian, could it be that you're afraid\that by entering the banquet with me and my son\we will attract gossip?\Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion.\A marriage arrangement?\Speaking of which response:	when the Heavenly Lord made the engagement
context: that by entering the banquet with me and my son\we will attract gossip?\Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion.\A marriage arrangement?\Speaking of which\when the Heavenly Lord made the engagement response:	between me and your second uncle
context: we will attract gossip?\Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion.\A marriage arrangement?\Speaking of which\when the Heavenly Lord made the engagement\between me and your second uncle response:	you had yet to be born.
context: Lord Ye Hua, you are worrying too much.\So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion.\A marriage arrangement?\Speaking of which\when the Heavenly Lord made the engagement\between me and your second uncle\you had yet to be born. response:	In the blink of an eye, you've already grown so much.
context: So you do know you and I have a marriage arrangement.\There's no need to worry about arousing suspicion.\A marriage arrangement?\Speaking of which\when the Heavenly Lord made the engagement\between me and your second uncle\you had yet to be born.\In the blink of an eye, you've already grown so much. response:	Time truly does not wait for anyone.
context: There's no need to worry about arousing suspicion.\A marriage arrangement?\Speaking of which\when the Heavenly Lord made the engagement\between me and your second uncle\you had yet to be born.\In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone. response:	Farewell.
context: A marriage arrangement?\Speaking of which\when the Heavenly Lord made the engagement\between me and your second uncle\you had yet to be born.\In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone.\Farewell. response:	Fellow immortal, please halt.
context: Speaking of which\when the Heavenly Lord made the engagement\between me and your second uncle\you had yet to be born.\In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone.\Farewell.\Fellow immortal, please halt. response:	Crown Prince, Young Prince.
context: when the Heavenly Lord made the engagement\between me and your second uncle\you had yet to be born.\In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone.\Farewell.\Fellow immortal, please halt.\Crown Prince, Young Prince. response:	Fellow immortal, may I ask how I have offended you
context: between me and your second uncle\you had yet to be born.\In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone.\Farewell.\Fellow immortal, please halt.\Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you response:	for you to go so far as to take out your anger
context: you had yet to be born.\In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone.\Farewell.\Fellow immortal, please halt.\Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger response:	on my garden on my festive day?
context: In the blink of an eye, you've already grown so much.\Time truly does not wait for anyone.\Farewell.\Fellow immortal, please halt.\Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger\on my garden on my festive day? response:	Water King, might you be mistaken?
context: Time truly does not wait for anyone.\Farewell.\Fellow immortal, please halt.\Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger\on my garden on my festive day?\Water King, might you be mistaken? response:	Don't think of denying it.
context: Farewell.\Fellow immortal, please halt.\Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger\on my garden on my festive day?\Water King, might you be mistaken?\Don't think of denying it. response:	The coral spirit in my garden saw it with its own eyes.
context: Fellow immortal, please halt.\Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger\on my garden on my festive day?\Water King, might you be mistaken?\Don't think of denying it.\The coral spirit in my garden saw it with its own eyes. response:	The strong wind just now was the doing of an immortal dressed in turquoise.
context: Crown Prince, Young Prince.\Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger\on my garden on my festive day?\Water King, might you be mistaken?\Don't think of denying it.\The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise. response:	How can you deny it?
context: Fellow immortal, may I ask how I have offended you\for you to go so far as to take out your anger\on my garden on my festive day?\Water King, might you be mistaken?\Don't think of denying it.\The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it? response:	I can't make the child take the blame.
context: for you to go so far as to take out your anger\on my garden on my festive day?\Water King, might you be mistaken?\Don't think of denying it.\The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it?\I can't make the child take the blame. response:	Water King, you are right.
context: on my garden on my festive day?\Water King, might you be mistaken?\Don't think of denying it.\The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it?\I can't make the child take the blame.\Water King, you are right. response:	I had always lived in Ten-mile Peach Tree Woods.
context: Water King, might you be mistaken?\Don't think of denying it.\The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it?\I can't make the child take the blame.\Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods. response:	This is my first time venturing out and I've caused this trouble.
context: Don't think of denying it.\The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it?\I can't make the child take the blame.\Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble. response:	I've spoiled your mood and disgraced my high god.
context: The coral spirit in my garden saw it with its own eyes.\The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it?\I can't make the child take the blame.\Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god. response:	Please punish me, Water King.
context: The strong wind just now was the doing of an immortal dressed in turquoise.\How can you deny it?\I can't make the child take the blame.\Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god.\Please punish me, Water King. response:	Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?
context: How can you deny it?\I can't make the child take the blame.\Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god.\Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods? response:	Yes.
context: I can't make the child take the blame.\Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god.\Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes. response:	Isn't the high god of Ten-mile Peach Tree Woods...
context: Water King, you are right.\I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god.\Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes.\Isn't the high god of Ten-mile Peach Tree Woods... response:	My high god has indeed
context: I had always lived in Ten-mile Peach Tree Woods.\This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god.\Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes.\Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed response:	not been in contact with his fellow immortals for many millennia.
context: This is my first time venturing out and I've caused this trouble.\I've spoiled your mood and disgraced my high god.\Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes.\Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed\not been in contact with his fellow immortals for many millennia. response:	I came today at the request of High Goddess Bai Qian of Qing Qiu.
context: I've spoiled your mood and disgraced my high god.\Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes.\Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed\not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu. response:	That is how I had the fortune to see this Crystal Palace.
context: Please punish me, Water King.\Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes.\Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed\not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace. response:	High Goddess Bai Qian?
context: Ten-mile Peach Tree Woods? You are from Ten-mile Peach Tree Woods?\Yes.\Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed\not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian? response:	Did Aunt come with you, Emissary?
context: Yes.\Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed\not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian?\Did Aunt come with you, Emissary? response:	Aunt did not come.
context: Isn't the high god of Ten-mile Peach Tree Woods...\My high god has indeed\not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian?\Did Aunt come with you, Emissary?\Aunt did not come. response:	Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.
context: My high god has indeed\not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian?\Did Aunt come with you, Emissary?\Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods. response:	However, she had received your invitation and did not want to disappoint you
context: not been in contact with his fellow immortals for many millennia.\I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian?\Did Aunt come with you, Emissary?\Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you response:	so she sent me to deliver these congratulatory gifts.
context: I came today at the request of High Goddess Bai Qian of Qing Qiu.\That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian?\Did Aunt come with you, Emissary?\Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts. response:	This is a gift from my high goddess, Bai Qian, a luminous pearl.
context: That is how I had the fortune to see this Crystal Palace.\High Goddess Bai Qian?\Did Aunt come with you, Emissary?\Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl. response:	On the side is the peach blossom wine that my lord brews himself.
context: High Goddess Bai Qian?\Did Aunt come with you, Emissary?\Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself. response:	I came just to deliver these gifts.
context: Did Aunt come with you, Emissary?\Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts. response:	However, I did not expect that I would cause such trouble.
context: Aunt did not come.\Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts.\However, I did not expect that I would cause such trouble. response:	Please punish me as you will, Water King.
context: Aunt unfortunately fell ill while she was visiting the Peach Tree Woods.\However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts.\However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King. response:	You have journeyed a long way.
context: However, she had received your invitation and did not want to disappoint you\so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts.\However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King.\You have journeyed a long way. response:	Do not feel guilty any longer.
context: so she sent me to deliver these congratulatory gifts.\This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts.\However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King.\You have journeyed a long way.\Do not feel guilty any longer. response:	Please follow me inside to the front hall for food and wine.
context: This is a gift from my high goddess, Bai Qian, a luminous pearl.\On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts.\However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King.\You have journeyed a long way.\Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine. response:	That is not necessary.
context: On the side is the peach blossom wine that my lord brews himself.\I came just to deliver these gifts.\However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King.\You have journeyed a long way.\Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine.\That is not necessary. response:	After all, my lord does not like me drawing attention everywhere I go.
context: I came just to deliver these gifts.\However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King.\You have journeyed a long way.\Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine.\That is not necessary.\After all, my lord does not like me drawing attention everywhere I go. response:	You are too courteous.
context: However, I did not expect that I would cause such trouble.\Please punish me as you will, Water King.\You have journeyed a long way.\Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine.\That is not necessary.\After all, my lord does not like me drawing attention everywhere I go.\You are too courteous. response:	You are most kind, Water King. I shall take my leave now.
context: Please punish me as you will, Water King.\You have journeyed a long way.\Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine.\That is not necessary.\After all, my lord does not like me drawing attention everywhere I go.\You are too courteous.\You are most kind, Water King. I shall take my leave now. response:	It is just a drink of wine. You need not be so polite, Emissary.
context: You have journeyed a long way.\Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine.\That is not necessary.\After all, my lord does not like me drawing attention everywhere I go.\You are too courteous.\You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary. response:	I only told a little lie.
context: Do not feel guilty any longer.\Please follow me inside to the front hall for food and wine.\That is not necessary.\After all, my lord does not like me drawing attention everywhere I go.\You are too courteous.\You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie. response:	The lie was mostly to protect his Little Riceball.
context: Please follow me inside to the front hall for food and wine.\That is not necessary.\After all, my lord does not like me drawing attention everywhere I go.\You are too courteous.\You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie.\The lie was mostly to protect his Little Riceball. response:	He could have looked the other way. Yet, he just has to cross me.
context: That is not necessary.\After all, my lord does not like me drawing attention everywhere I go.\You are too courteous.\You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie.\The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me. response:	How vexing.
context: After all, my lord does not like me drawing attention everywhere I go.\You are too courteous.\You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie.\The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me.\How vexing. response:	Su Su, have you truly forgotten me, or are you acting in front of me?
context: You are too courteous.\You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie.\The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me.\How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me? response:	Crown Prince, Emissary, the Grand Hall is up ahead.
context: You are most kind, Water King. I shall take my leave now.\It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie.\The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me.\How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead. response:	Please come.
context: It is just a drink of wine. You need not be so polite, Emissary.\I only told a little lie.\The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me.\How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead.\Please come. response:	The Crown Prince has arrived!
context: I only told a little lie.\The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me.\How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead.\Please come.\The Crown Prince has arrived! response:	- Greetings to Crown Prince. - Greetings to Crown Prince.
context: The lie was mostly to protect his Little Riceball.\He could have looked the other way. Yet, he just has to cross me.\How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead.\Please come.\The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince. response:	Your Highness, please take a seat up there.
context: He could have looked the other way. Yet, he just has to cross me.\How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead.\Please come.\The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there. response:	Water King, please.
context: How vexing.\Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead.\Please come.\The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there.\Water King, please. response:	It's her?
context: Su Su, have you truly forgotten me, or are you acting in front of me?\Crown Prince, Emissary, the Grand Hall is up ahead.\Please come.\The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there.\Water King, please.\It's her? response:	You recognize this princess?
context: Crown Prince, Emissary, the Grand Hall is up ahead.\Please come.\The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there.\Water King, please.\It's her?\You recognize this princess? response:	I do, but I am not close with her.
context: Please come.\The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there.\Water King, please.\It's her?\You recognize this princess?\I do, but I am not close with her. response:	Could it be the Crown Prince has dragged me here to ward off women?
context: The Crown Prince has arrived!\- Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there.\Water King, please.\It's her?\You recognize this princess?\I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women? response:	Ward off women?
context: - Greetings to Crown Prince. - Greetings to Crown Prince.\Your Highness, please take a seat up there.\Water King, please.\It's her?\You recognize this princess?\I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women?\Ward off women? response:	Crown Prince.
context: Your Highness, please take a seat up there.\Water King, please.\It's her?\You recognize this princess?\I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women?\Ward off women?\Crown Prince. response:	May I be so bold as to ask for a meeting on behalf of my younger sister?
context: Water King, please.\It's her?\You recognize this princess?\I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women?\Ward off women?\Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister? response:	See? The women are coming.
context: It's her?\You recognize this princess?\I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women?\Ward off women?\Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming. response:	Take care of A-Li. I'll be back soon.
context: You recognize this princess?\I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women?\Ward off women?\Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming.\Take care of A-Li. I'll be back soon. response:	He won't really drag me to the Celestial Palace, will he?
context: I do, but I am not close with her.\Could it be the Crown Prince has dragged me here to ward off women?\Ward off women?\Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming.\Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he? response:	Mother, where are you going?
context: Could it be the Crown Prince has dragged me here to ward off women?\Ward off women?\Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming.\Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he?\Mother, where are you going? response:	I am going to look for your father to return you to him.
context: Ward off women?\Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming.\Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he?\Mother, where are you going?\I am going to look for your father to return you to him. response:	Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady
context: Crown Prince.\May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming.\Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he?\Mother, where are you going?\I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady response:	so you're using me as an excuse?
context: May I be so bold as to ask for a meeting on behalf of my younger sister?\See? The women are coming.\Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he?\Mother, where are you going?\I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse? response:	What goes through your little mind every day?
context: See? The women are coming.\Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he?\Mother, where are you going?\I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse?\What goes through your little mind every day? response:	Your father is so upstanding. Why would he be having a tryst?
context: Take care of A-Li. I'll be back soon.\He won't really drag me to the Celestial Palace, will he?\Mother, where are you going?\I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse?\What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst? response:	Come.
context: He won't really drag me to the Celestial Palace, will he?\Mother, where are you going?\I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse?\What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst?\Come. response:	It truly is a shame that we have not seen Aunt today.
context: Mother, where are you going?\I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse?\What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst?\Come.\It truly is a shame that we have not seen Aunt today. response:	Has Aunt not come today because she knew the Crown Prince
