context: Yow! response:	Science
context: Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words.\Really!? response:	Really. Piccolo means other world in those words. That why password for door.
context: Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words.\Really!?\Really. Piccolo means other world in those words. That why password for door. response:	Why didn't you say so sooner?
context: It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words.\Really!?\Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner? response:	So that's it. Piccolo Daimao means the Demon King of Another World.
context: After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words.\Really!?\Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World. response:	Try saying something in Namekian. Tell it to fly.
context: Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words.\Really!?\Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly. response:	Fly where?
context: That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words.\Really!?\Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly.\Fly where? response:	Anywhere is fine!
context: Supposing that Namekian language, Mister Popo knows those words.\Really!?\Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly.\Fly where?\Anywhere is fine! response:	I know, how about around Jupiter for now?
context: Really!?\Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly.\Fly where?\Anywhere is fine!\I know, how about around Jupiter for now? response:	It says acknowledged.
context: Really. Piccolo means other world in those words. That why password for door.\Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly.\Fly where?\Anywhere is fine!\I know, how about around Jupiter for now?\It says acknowledged. response:	What is this!? Doesn't this spaceship have any safety belts!?
context: Why didn't you say so sooner?\So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly.\Fly where?\Anywhere is fine!\I know, how about around Jupiter for now?\It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!? response:	What is that thing!?
context: So that's it. Piccolo Daimao means the Demon King of Another World.\Try saying something in Namekian. Tell it to fly.\Fly where?\Anywhere is fine!\I know, how about around Jupiter for now?\It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!? response:	Just now, you said want to go toilet in Namekian.
context: Try saying something in Namekian. Tell it to fly.\Fly where?\Anywhere is fine!\I know, how about around Jupiter for now?\It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!?\Just now, you said want to go toilet in Namekian. response:	You said safety belt, right?
context: Fly where?\Anywhere is fine!\I know, how about around Jupiter for now?\It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!?\Just now, you said want to go toilet in Namekian.\You said safety belt, right? response:	This is all too complicated! We have to be careful what we say!
context: Anywhere is fine!\I know, how about around Jupiter for now?\It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!?\Just now, you said want to go toilet in Namekian.\You said safety belt, right?\This is all too complicated! We have to be careful what we say! response:	Complicated means time for bed.
context: I know, how about around Jupiter for now?\It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!?\Just now, you said want to go toilet in Namekian.\You said safety belt, right?\This is all too complicated! We have to be careful what we say!\Complicated means time for bed. response:	Incredible! It's Jupiter! This is an incredible spaceship!
context: It says acknowledged.\What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!?\Just now, you said want to go toilet in Namekian.\You said safety belt, right?\This is all too complicated! We have to be careful what we say!\Complicated means time for bed.\Incredible! It's Jupiter! This is an incredible spaceship! response:	We did it! We did it, we did it!
context: What is this!? Doesn't this spaceship have any safety belts!?\What is that thing!?\Just now, you said want to go toilet in Namekian.\You said safety belt, right?\This is all too complicated! We have to be careful what we say!\Complicated means time for bed.\Incredible! It's Jupiter! This is an incredible spaceship!\We did it! We did it, we did it! response:	Thank goodness. Now Kami- sama come back to life.
context: What is that thing!?\Just now, you said want to go toilet in Namekian.\You said safety belt, right?\This is all too complicated! We have to be careful what we say!\Complicated means time for bed.\Incredible! It's Jupiter! This is an incredible spaceship!\We did it! We did it, we did it!\Thank goodness. Now Kami- sama come back to life. response:	A spaceship has been found.
context: Just now, you said want to go toilet in Namekian.\You said safety belt, right?\This is all too complicated! We have to be careful what we say!\Complicated means time for bed.\Incredible! It's Jupiter! This is an incredible spaceship!\We did it! We did it, we did it!\Thank goodness. Now Kami- sama come back to life.\A spaceship has been found. response:	Now all that remains is a departure for Planet Namek.
