context: I have a girlfriend. response:	But then another girl confessed her feelings to me.
context: Saki-chan...\I don't think you'll ever do it.\Thank you.\I'll do my best.\I already kind of hate you.\I-I'll do what I can!\Girlfriend, Girlfriend\I... I should have thought this through... response:	So what are we supposed to do now?
context: I don't think you'll ever do it.\Thank you.\I'll do my best.\I already kind of hate you.\I-I'll do what I can!\Girlfriend, Girlfriend\I... I should have thought this through...\So what are we supposed to do now? response:	For you two to be all right with both of you being my girlfriend,
context: Thank you.\I'll do my best.\I already kind of hate you.\I-I'll do what I can!\Girlfriend, Girlfriend\I... I should have thought this through...\So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend, response:	you'll have to get to know each other better.
context: I'll do my best.\I already kind of hate you.\I-I'll do what I can!\Girlfriend, Girlfriend\I... I should have thought this through...\So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better. response:	There's nothing good that can come of this.
context: I already kind of hate you.\I-I'll do what I can!\Girlfriend, Girlfriend\I... I should have thought this through...\So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better.\There's nothing good that can come of this. response:	I know!
context: I-I'll do what I can!\Girlfriend, Girlfriend\I... I should have thought this through...\So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better.\There's nothing good that can come of this.\I know! response:	Let's live together at my place. The three of us.
context: Girlfriend, Girlfriend\I... I should have thought this through...\So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better.\There's nothing good that can come of this.\I know!\Let's live together at my place. The three of us. response:	What?!
context: I... I should have thought this through...\So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better.\There's nothing good that can come of this.\I know!\Let's live together at my place. The three of us.\What?! response:	I don't live with my parents. It'll be okay.
context: So what are we supposed to do now?\For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better.\There's nothing good that can come of this.\I know!\Let's live together at my place. The three of us.\What?!\I don't live with my parents. It'll be okay. response:	Hell no!
context: For you two to be all right with both of you being my girlfriend,\you'll have to get to know each other better.\There's nothing good that can come of this.\I know!\Let's live together at my place. The three of us.\What?!\I don't live with my parents. It'll be okay.\Hell no! response:	I-I'd be okay with that.
context: you'll have to get to know each other better.\There's nothing good that can come of this.\I know!\Let's live together at my place. The three of us.\What?!\I don't live with my parents. It'll be okay.\Hell no!\I-I'd be okay with that. response:	I'll bring my stuff.
context: There's nothing good that can come of this.\I know!\Let's live together at my place. The three of us.\What?!\I don't live with my parents. It'll be okay.\Hell no!\I-I'd be okay with that.\I'll bring my stuff. response:	Wai
context: I know!\Let's live together at my place. The three of us.\What?!\I don't live with my parents. It'll be okay.\Hell no!\I-I'd be okay with that.\I'll bring my stuff.\Wai response:	I'll let your mom know, Saki-chan.
context: Let's live together at my place. The three of us.\What?!\I don't live with my parents. It'll be okay.\Hell no!\I-I'd be okay with that.\I'll bring my stuff.\Wai\I'll let your mom know, Saki-chan. response:	Huh?!
context: What?!\I don't live with my parents. It'll be okay.\Hell no!\I-I'd be okay with that.\I'll bring my stuff.\Wai\I'll let your mom know, Saki-chan.\Huh?! response:	W-Wait!
context: I don't live with my parents. It'll be okay.\Hell no!\I-I'd be okay with that.\I'll bring my stuff.\Wai\I'll let your mom know, Saki-chan.\Huh?!\W-Wait! response:	Um...
context: Hell no!\I-I'd be okay with that.\I'll bring my stuff.\Wai\I'll let your mom know, Saki-chan.\Huh?!\W-Wait!\Um... response:	Are we seriously going to live together?
context: I-I'd be okay with that.\I'll bring my stuff.\Wai\I'll let your mom know, Saki-chan.\Huh?!\W-Wait!\Um...\Are we seriously going to live together? response:	It's like a dream!
context: I'll bring my stuff.\Wai\I'll let your mom know, Saki-chan.\Huh?!\W-Wait!\Um...\Are we seriously going to live together?\It's like a dream! response:	Okay, I'll prepare rooms for you two.
context: Wai\I'll let your mom know, Saki-chan.\Huh?!\W-Wait!\Um...\Are we seriously going to live together?\It's like a dream!\Okay, I'll prepare rooms for you two. response:	I'll prepare dinner, then.
context: I'll let your mom know, Saki-chan.\Huh?!\W-Wait!\Um...\Are we seriously going to live together?\It's like a dream!\Okay, I'll prepare rooms for you two.\I'll prepare dinner, then. response:	And, um... Saki-chan...
context: Huh?!\W-Wait!\Um...\Are we seriously going to live together?\It's like a dream!\Okay, I'll prepare rooms for you two.\I'll prepare dinner, then.\And, um... Saki-chan... response:	I don't mean to brag, but I'm terrible at doing chores.
context: W-Wait!\Um...\Are we seriously going to live together?\It's like a dream!\Okay, I'll prepare rooms for you two.\I'll prepare dinner, then.\And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores. response:	Of course. You can take a break.
context: Um...\Are we seriously going to live together?\It's like a dream!\Okay, I'll prepare rooms for you two.\I'll prepare dinner, then.\And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break. response:	Yes, of course.
context: Are we seriously going to live together?\It's like a dream!\Okay, I'll prepare rooms for you two.\I'll prepare dinner, then.\And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break.\Yes, of course. response:	Really?!
context: It's like a dream!\Okay, I'll prepare rooms for you two.\I'll prepare dinner, then.\And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break.\Yes, of course.\Really?! response:	Naoya, I want a snack.
context: Okay, I'll prepare rooms for you two.\I'll prepare dinner, then.\And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break.\Yes, of course.\Really?!\Naoya, I want a snack. response:	Dinner's ready!
context: I'll prepare dinner, then.\And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break.\Yes, of course.\Really?!\Naoya, I want a snack.\Dinner's ready! response:	It smells so good.
context: And, um... Saki-chan...\I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break.\Yes, of course.\Really?!\Naoya, I want a snack.\Dinner's ready!\It smells so good. response:	Holy crap!
context: I don't mean to brag, but I'm terrible at doing chores.\Of course. You can take a break.\Yes, of course.\Really?!\Naoya, I want a snack.\Dinner's ready!\It smells so good.\Holy crap! response:	It's so good!
context: Of course. You can take a break.\Yes, of course.\Really?!\Naoya, I want a snack.\Dinner's ready!\It smells so good.\Holy crap!\It's so good! response:	I'm so glad.
context: Yes, of course.\Really?!\Naoya, I want a snack.\Dinner's ready!\It smells so good.\Holy crap!\It's so good!\I'm so glad. response:	The bath's ready, too.
context: Really?!\Naoya, I want a snack.\Dinner's ready!\It smells so good.\Holy crap!\It's so good!\I'm so glad.\The bath's ready, too. response:	You're so thoughtful.
context: Naoya, I want a snack.\Dinner's ready!\It smells so good.\Holy crap!\It's so good!\I'm so glad.\The bath's ready, too.\You're so thoughtful. response:	This is so nice.
context: Dinner's ready!\It smells so good.\Holy crap!\It's so good!\I'm so glad.\The bath's ready, too.\You're so thoughtful.\This is so nice. response:	Saki-chan, want me to rub your back?
context: It smells so good.\Holy crap!\It's so good!\I'm so glad.\The bath's ready, too.\You're so thoughtful.\This is so nice.\Saki-chan, want me to rub your back? response:	You don't need to do that for me!
context: Holy crap!\It's so good!\I'm so glad.\The bath's ready, too.\You're so thoughtful.\This is so nice.\Saki-chan, want me to rub your back?\You don't need to do that for me! response:	Well, I guess...
context: It's so good!\I'm so glad.\The bath's ready, too.\You're so thoughtful.\This is so nice.\Saki-chan, want me to rub your back?\You don't need to do that for me!\Well, I guess... response:	This might not be so bad.
context: I'm so glad.\The bath's ready, too.\You're so thoughtful.\This is so nice.\Saki-chan, want me to rub your back?\You don't need to do that for me!\Well, I guess...\This might not be so bad. response:	Again?!
context: The bath's ready, too.\You're so thoughtful.\This is so nice.\Saki-chan, want me to rub your back?\You don't need to do that for me!\Well, I guess...\This might not be so bad.\Again?! response:	P-Pardon me.
context: You're so thoughtful.\This is so nice.\Saki-chan, want me to rub your back?\You don't need to do that for me!\Well, I guess...\This might not be so bad.\Again?!\P-Pardon me. response:	Is it all right if we bathe together?
context: This is so nice.\Saki-chan, want me to rub your back?\You don't need to do that for me!\Well, I guess...\This might not be so bad.\Again?!\P-Pardon me.\Is it all right if we bathe together? response:	N-Nagisa-chan?!
context: Saki-chan, want me to rub your back?\You don't need to do that for me!\Well, I guess...\This might not be so bad.\Again?!\P-Pardon me.\Is it all right if we bathe together?\N-Nagisa-chan?! response:	T-Together?!
context: You don't need to do that for me!\Well, I guess...\This might not be so bad.\Again?!\P-Pardon me.\Is it all right if we bathe together?\N-Nagisa-chan?!\T-Together?! response:	I'd like to talk with you.
context: Well, I guess...\This might not be so bad.\Again?!\P-Pardon me.\Is it all right if we bathe together?\N-Nagisa-chan?!\T-Together?!\I'd like to talk with you. response:	May I?
context: This might not be so bad.\Again?!\P-Pardon me.\Is it all right if we bathe together?\N-Nagisa-chan?!\T-Together?!\I'd like to talk with you.\May I? response:	I-I don't want to say no, but...
context: Again?!\P-Pardon me.\Is it all right if we bathe together?\N-Nagisa-chan?!\T-Together?!\I'd like to talk with you.\May I?\I-I don't want to say no, but... response:	Thank you!
context: P-Pardon me.\Is it all right if we bathe together?\N-Nagisa-chan?!\T-Together?!\I'd like to talk with you.\May I?\I-I don't want to say no, but...\Thank you! response:	This is awkward.
context: Is it all right if we bathe together?\N-Nagisa-chan?!\T-Together?!\I'd like to talk with you.\May I?\I-I don't want to say no, but...\Thank you!\This is awkward. response:	Nagisa-chan's boobs are huge!
context: N-Nagisa-chan?!\T-Together?!\I'd like to talk with you.\May I?\I-I don't want to say no, but...\Thank you!\This is awkward.\Nagisa-chan's boobs are huge! response:	Her skin is so fair.
context: T-Together?!\I'd like to talk with you.\May I?\I-I don't want to say no, but...\Thank you!\This is awkward.\Nagisa-chan's boobs are huge!\Her skin is so fair. response:	And so taut.
context: I'd like to talk with you.\May I?\I-I don't want to say no, but...\Thank you!\This is awkward.\Nagisa-chan's boobs are huge!\Her skin is so fair.\And so taut. response:	And her eyelashes are so long.
context: May I?\I-I don't want to say no, but...\Thank you!\This is awkward.\Nagisa-chan's boobs are huge!\Her skin is so fair.\And so taut.\And her eyelashes are so long. response:	Saki-san...
context: I-I don't want to say no, but...\Thank you!\This is awkward.\Nagisa-chan's boobs are huge!\Her skin is so fair.\And so taut.\And her eyelashes are so long.\Saki-san... response:	Y-Yes?
context: Thank you!\This is awkward.\Nagisa-chan's boobs are huge!\Her skin is so fair.\And so taut.\And her eyelashes are so long.\Saki-san...\Y-Yes? response:	Don't worry about me.
context: This is awkward.\Nagisa-chan's boobs are huge!\Her skin is so fair.\And so taut.\And her eyelashes are so long.\Saki-san...\Y-Yes?\Don't worry about me. response:	Please go ahead and sleep with Naoya-kun tonight.
context: Nagisa-chan's boobs are huge!\Her skin is so fair.\And so taut.\And her eyelashes are so long.\Saki-san...\Y-Yes?\Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight. response:	Huh?
context: Her skin is so fair.\And so taut.\And her eyelashes are so long.\Saki-san...\Y-Yes?\Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight.\Huh? response:	S-Sleep?
context: And so taut.\And her eyelashes are so long.\Saki-san...\Y-Yes?\Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight.\Huh?\S-Sleep? response:	Y-You're both young.
context: And her eyelashes are so long.\Saki-san...\Y-Yes?\Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight.\Huh?\S-Sleep?\Y-You're both young. response:	Feel free to do it.
context: Saki-san...\Y-Yes?\Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight.\Huh?\S-Sleep?\Y-You're both young.\Feel free to do it. response:	No, no!
context: Y-Yes?\Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight.\Huh?\S-Sleep?\Y-You're both young.\Feel free to do it.\No, no! response:	We aren't doing it!
context: Don't worry about me.\Please go ahead and sleep with Naoya-kun tonight.\Huh?\S-Sleep?\Y-You're both young.\Feel free to do it.\No, no!\We aren't doing it! response:	Why not?
context: Please go ahead and sleep with Naoya-kun tonight.\Huh?\S-Sleep?\Y-You're both young.\Feel free to do it.\No, no!\We aren't doing it!\Why not? response:	I must be getting in your way right now...
context: Huh?\S-Sleep?\Y-You're both young.\Feel free to do it.\No, no!\We aren't doing it!\Why not?\I must be getting in your way right now... response:	But I want to make sure I don't do that too much.
context: S-Sleep?\Y-You're both young.\Feel free to do it.\No, no!\We aren't doing it!\Why not?\I must be getting in your way right now...\But I want to make sure I don't do that too much. response:	No, um...
context: Y-You're both young.\Feel free to do it.\No, no!\We aren't doing it!\Why not?\I must be getting in your way right now...\But I want to make sure I don't do that too much.\No, um... response:	I'd feel bad if the two of you had to go out of your way for me.
context: Feel free to do it.\No, no!\We aren't doing it!\Why not?\I must be getting in your way right now...\But I want to make sure I don't do that too much.\No, um...\I'd feel bad if the two of you had to go out of your way for me. response:	I mean, how do I put this...
context: No, no!\We aren't doing it!\Why not?\I must be getting in your way right now...\But I want to make sure I don't do that too much.\No, um...\I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this... response:	We haven't done anything like that yet.
context: We aren't doing it!\Why not?\I must be getting in your way right now...\But I want to make sure I don't do that too much.\No, um...\I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this...\We haven't done anything like that yet. response:	Y-You haven't?!
context: Why not?\I must be getting in your way right now...\But I want to make sure I don't do that too much.\No, um...\I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this...\We haven't done anything like that yet.\Y-You haven't?! response:	I'm sorry, I got ahead of myself.
context: I must be getting in your way right now...\But I want to make sure I don't do that too much.\No, um...\I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this...\We haven't done anything like that yet.\Y-You haven't?!\I'm sorry, I got ahead of myself. response:	I-It's fine.
context: But I want to make sure I don't do that too much.\No, um...\I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this...\We haven't done anything like that yet.\Y-You haven't?!\I'm sorry, I got ahead of myself.\I-It's fine. response:	But you can go ahead and make out and stuff, too.
context: No, um...\I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this...\We haven't done anything like that yet.\Y-You haven't?!\I'm sorry, I got ahead of myself.\I-It's fine.\But you can go ahead and make out and stuff, too. response:	N-No, we haven't kissed or anything yet, either.
context: I'd feel bad if the two of you had to go out of your way for me.\I mean, how do I put this...\We haven't done anything like that yet.\Y-You haven't?!\I'm sorry, I got ahead of myself.\I-It's fine.\But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either. response:	I didn't realize.
context: I mean, how do I put this...\We haven't done anything like that yet.\Y-You haven't?!\I'm sorry, I got ahead of myself.\I-It's fine.\But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either.\I didn't realize. response:	You seem kind of happy!
context: We haven't done anything like that yet.\Y-You haven't?!\I'm sorry, I got ahead of myself.\I-It's fine.\But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either.\I didn't realize.\You seem kind of happy! response:	No, I didn't mean it that way...
context: Y-You haven't?!\I'm sorry, I got ahead of myself.\I-It's fine.\But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either.\I didn't realize.\You seem kind of happy!\No, I didn't mean it that way... response:	Are you sure?
context: I'm sorry, I got ahead of myself.\I-It's fine.\But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either.\I didn't realize.\You seem kind of happy!\No, I didn't mean it that way...\Are you sure? response:	I really hadn't realized, though.
context: I-It's fine.\But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either.\I didn't realize.\You seem kind of happy!\No, I didn't mean it that way...\Are you sure?\I really hadn't realized, though. response:	You do seem happy!
context: But you can go ahead and make out and stuff, too.\N-No, we haven't kissed or anything yet, either.\I didn't realize.\You seem kind of happy!\No, I didn't mean it that way...\Are you sure?\I really hadn't realized, though.\You do seem happy! response:	Like, you're cute, but...
context: N-No, we haven't kissed or anything yet, either.\I didn't realize.\You seem kind of happy!\No, I didn't mean it that way...\Are you sure?\I really hadn't realized, though.\You do seem happy!\Like, you're cute, but... response:	It hasn't even been that long since we started going out.
context: I didn't realize.\You seem kind of happy!\No, I didn't mean it that way...\Are you sure?\I really hadn't realized, though.\You do seem happy!\Like, you're cute, but...\It hasn't even been that long since we started going out. response:	And we've known each other since we were kids,
context: You seem kind of happy!\No, I didn't mean it that way...\Are you sure?\I really hadn't realized, though.\You do seem happy!\Like, you're cute, but...\It hasn't even been that long since we started going out.\And we've known each other since we were kids, response:	and Naoya's weirdly stuck-up.
context: No, I didn't mean it that way...\Are you sure?\I really hadn't realized, though.\You do seem happy!\Like, you're cute, but...\It hasn't even been that long since we started going out.\And we've known each other since we were kids,\and Naoya's weirdly stuck-up. response:	I see.
context: Are you sure?\I really hadn't realized, though.\You do seem happy!\Like, you're cute, but...\It hasn't even been that long since we started going out.\And we've known each other since we were kids,\and Naoya's weirdly stuck-up.\I see. response:	I-It's not anything to rush, right?
context: I really hadn't realized, though.\You do seem happy!\Like, you're cute, but...\It hasn't even been that long since we started going out.\And we've known each other since we were kids,\and Naoya's weirdly stuck-up.\I see.\I-It's not anything to rush, right? response:	Let's work hard on those kinds of things together, too, then.
context: You do seem happy!\Like, you're cute, but...\It hasn't even been that long since we started going out.\And we've known each other since we were kids,\and Naoya's weirdly stuck-up.\I see.\I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then. response:	O-Okay.
context: Like, you're cute, but...\It hasn't even been that long since we started going out.\And we've known each other since we were kids,\and Naoya's weirdly stuck-up.\I see.\I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then.\O-Okay. response:	Naoya!
context: It hasn't even been that long since we started going out.\And we've known each other since we were kids,\and Naoya's weirdly stuck-up.\I see.\I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then.\O-Okay.\Naoya! response:	S-Saki-chan?!
context: And we've known each other since we were kids,\and Naoya's weirdly stuck-up.\I see.\I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then.\O-Okay.\Naoya!\S-Saki-chan?! response:	How far do you intend to take it with Nagisa-chan?!
context: and Naoya's weirdly stuck-up.\I see.\I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then.\O-Okay.\Naoya!\S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?! response:	H-How far?
context: I see.\I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then.\O-Okay.\Naoya!\S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?!\H-How far? response:	In terms of sexy stuff!
context: I-It's not anything to rush, right?\Let's work hard on those kinds of things together, too, then.\O-Okay.\Naoya!\S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?!\H-How far?\In terms of sexy stuff! response:	Sexy stuff?!
context: Let's work hard on those kinds of things together, too, then.\O-Okay.\Naoya!\S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?!\H-How far?\In terms of sexy stuff!\Sexy stuff?! response:	W-Well?!
context: O-Okay.\Naoya!\S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?!\H-How far?\In terms of sexy stuff!\Sexy stuff?!\W-Well?! response:	S-Sorry...
context: Naoya!\S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?!\H-How far?\In terms of sexy stuff!\Sexy stuff?!\W-Well?!\S-Sorry... response:	I do want to.
context: S-Saki-chan?!\How far do you intend to take it with Nagisa-chan?!\H-How far?\In terms of sexy stuff!\Sexy stuff?!\W-Well?!\S-Sorry...\I do want to. response:	I knew it!
context: How far do you intend to take it with Nagisa-chan?!\H-How far?\In terms of sexy stuff!\Sexy stuff?!\W-Well?!\S-Sorry...\I do want to.\I knew it! response:	No, sorry, if I'm even more honest, well...
context: H-How far?\In terms of sexy stuff!\Sexy stuff?!\W-Well?!\S-Sorry...\I do want to.\I knew it!\No, sorry, if I'm even more honest, well... response:	I'd like to do it with both of you... the three of us, together!
context: In terms of sexy stuff!\Sexy stuff?!\W-Well?!\S-Sorry...\I do want to.\I knew it!\No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together! response:	Th-Th-The three of us?!
context: Sexy stuff?!\W-Well?!\S-Sorry...\I do want to.\I knew it!\No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?! response:	Naoya, you pervert!
context: W-Well?!\S-Sorry...\I do want to.\I knew it!\No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?!\Naoya, you pervert! response:	I'm really sorry!
context: S-Sorry...\I do want to.\I knew it!\No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?!\Naoya, you pervert!\I'm really sorry! response:	Don't get me wrong, though.
context: I do want to.\I knew it!\No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?!\Naoya, you pervert!\I'm really sorry!\Don't get me wrong, though. response:	It's just a thought that came to my head.
context: I knew it!\No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?!\Naoya, you pervert!\I'm really sorry!\Don't get me wrong, though.\It's just a thought that came to my head. response:	It wouldn't be fair of me to hide it.
context: No, sorry, if I'm even more honest, well...\I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?!\Naoya, you pervert!\I'm really sorry!\Don't get me wrong, though.\It's just a thought that came to my head.\It wouldn't be fair of me to hide it. response:	It's how you're so open about it that makes you a pervert!
context: I'd like to do it with both of you... the three of us, together!\Th-Th-The three of us?!\Naoya, you pervert!\I'm really sorry!\Don't get me wrong, though.\It's just a thought that came to my head.\It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert! response:	Nagisa-chan may be adorable,
context: Th-Th-The three of us?!\Naoya, you pervert!\I'm really sorry!\Don't get me wrong, though.\It's just a thought that came to my head.\It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable, response:	and her boobs may be huge, and she may have a nice body, and...
context: Naoya, you pervert!\I'm really sorry!\Don't get me wrong, though.\It's just a thought that came to my head.\It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and... response:	She gives me weird feelings, even as a woman!
context: I'm really sorry!\Don't get me wrong, though.\It's just a thought that came to my head.\It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman! response:	But that just makes it even more unacceptable!
context: Don't get me wrong, though.\It's just a thought that came to my head.\It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable! response:	I understand.
context: It's just a thought that came to my head.\It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable!\I understand. response:	This whole arrangement was my imposition to begin with.
context: It wouldn't be fair of me to hide it.\It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable!\I understand.\This whole arrangement was my imposition to begin with. response:	I can't ask you to do even more for me, Saki-chan.
context: It's how you're so open about it that makes you a pervert!\Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable!\I understand.\This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan. response:	Naoya...
context: Nagisa-chan may be adorable,\and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable!\I understand.\This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan.\Naoya... response:	It's more important for the three of us to establish a good relationship
context: and her boobs may be huge, and she may have a nice body, and...\She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable!\I understand.\This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan.\Naoya...\It's more important for the three of us to establish a good relationship response:	than to do sexy things.
context: She gives me weird feelings, even as a woman!\But that just makes it even more unacceptable!\I understand.\This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan.\Naoya...\It's more important for the three of us to establish a good relationship\than to do sexy things. response:	I'll give up on a three***.
context: But that just makes it even more unacceptable!\I understand.\This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan.\Naoya...\It's more important for the three of us to establish a good relationship\than to do sexy things.\I'll give up on a three***. response:	Don't say that out loud!
context: I understand.\This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan.\Naoya...\It's more important for the three of us to establish a good relationship\than to do sexy things.\I'll give up on a three***.\Don't say that out loud! response:	So let's not do that kind of thing together.
context: This whole arrangement was my imposition to begin with.\I can't ask you to do even more for me, Saki-chan.\Naoya...\It's more important for the three of us to establish a good relationship\than to do sexy things.\I'll give up on a three***.\Don't say that out loud!\So let's not do that kind of thing together. response:	I understand.
context: I can't ask you to do even more for me, Saki-chan.\Naoya...\It's more important for the three of us to establish a good relationship\than to do sexy things.\I'll give up on a three***.\Don't say that out loud!\So let's not do that kind of thing together.\I understand. response:	O-Okay.
context: Naoya...\It's more important for the three of us to establish a good relationship\than to do sexy things.\I'll give up on a three***.\Don't say that out loud!\So let's not do that kind of thing together.\I understand.\O-Okay. response:	I'm glad.
context: It's more important for the three of us to establish a good relationship\than to do sexy things.\I'll give up on a three***.\Don't say that out loud!\So let's not do that kind of thing together.\I understand.\O-Okay.\I'm glad. response:	Huh?
context: than to do sexy things.\I'll give up on a three***.\Don't say that out loud!\So let's not do that kind of thing together.\I understand.\O-Okay.\I'm glad.\Huh? response:	W-Wait...
context: I'll give up on a three***.\Don't say that out loud!\So let's not do that kind of thing together.\I understand.\O-Okay.\I'm glad.\Huh?\W-Wait... response:	Does that mean you aren't doing anything with me, either?
context: Don't say that out loud!\So let's not do that kind of thing together.\I understand.\O-Okay.\I'm glad.\Huh?\W-Wait...\Does that mean you aren't doing anything with me, either? response:	Yeah...
context: So let's not do that kind of thing together.\I understand.\O-Okay.\I'm glad.\Huh?\W-Wait...\Does that mean you aren't doing anything with me, either?\Yeah... response:	I would be acting unfaithfully to Minase-san if I was only with you.
context: I understand.\O-Okay.\I'm glad.\Huh?\W-Wait...\Does that mean you aren't doing anything with me, either?\Yeah...\I would be acting unfaithfully to Minase-san if I was only with you. response:	I-I see...
context: O-Okay.\I'm glad.\Huh?\W-Wait...\Does that mean you aren't doing anything with me, either?\Yeah...\I would be acting unfaithfully to Minase-san if I was only with you.\I-I see... response:	Indefinitely?
context: I'm glad.\Huh?\W-Wait...\Does that mean you aren't doing anything with me, either?\Yeah...\I would be acting unfaithfully to Minase-san if I was only with you.\I-I see...\Indefinitely? response:	Huh?
context: Huh?\W-Wait...\Does that mean you aren't doing anything with me, either?\Yeah...\I would be acting unfaithfully to Minase-san if I was only with you.\I-I see...\Indefinitely?\Huh? response:	Y-You want to do sexy things?!
context: W-Wait...\Does that mean you aren't doing anything with me, either?\Yeah...\I would be acting unfaithfully to Minase-san if I was only with you.\I-I see...\Indefinitely?\Huh?\Y-You want to do sexy things?! response:	You definitely looked disappointed!
context: Does that mean you aren't doing anything with me, either?\Yeah...\I would be acting unfaithfully to Minase-san if I was only with you.\I-I see...\Indefinitely?\Huh?\Y-You want to do sexy things?!\You definitely looked disappointed! response:	No! Th-That's...
context: Yeah...\I would be acting unfaithfully to Minase-san if I was only with you.\I-I see...\Indefinitely?\Huh?\Y-You want to do sexy things?!\You definitely looked disappointed!\No! Th-That's... response:	I'm sorry!
