context: Do you really think he'll chase you forever? response:	Mizu-chin's words keep echoing in my head...
context: Year 2, Class 7\K University\Economics\Yano Motoharu\K University? What's your second choice?\I don't have one. I don't plan on going anywhere else.\You're pretty set on that.\What if you don't get accepted? response:	As if that'd happen.
context: K University\Economics\Yano Motoharu\K University? What's your second choice?\I don't have one. I don't plan on going anywhere else.\You're pretty set on that.\What if you don't get accepted?\As if that'd happen. response:	So you're with guys headed off to Tokyo, huh?
context: Economics\Yano Motoharu\K University? What's your second choice?\I don't have one. I don't plan on going anywhere else.\You're pretty set on that.\What if you don't get accepted?\As if that'd happen.\So you're with guys headed off to Tokyo, huh? response:	I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.
context: Yano Motoharu\K University? What's your second choice?\I don't have one. I don't plan on going anywhere else.\You're pretty set on that.\What if you don't get accepted?\As if that'd happen.\So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido. response:	Hey.
context: K University? What's your second choice?\I don't have one. I don't plan on going anywhere else.\You're pretty set on that.\What if you don't get accepted?\As if that'd happen.\So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey. response:	Can you see what she wrote?
context: I don't have one. I don't plan on going anywhere else.\You're pretty set on that.\What if you don't get accepted?\As if that'd happen.\So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey.\Can you see what she wrote? response:	Huh? No!
context: You're pretty set on that.\What if you don't get accepted?\As if that'd happen.\So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey.\Can you see what she wrote?\Huh? No! response:	From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...
context: What if you don't get accepted?\As if that'd happen.\So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey.\Can you see what she wrote?\Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college... response:	I've become a little uneasy about all of this.
context: As if that'd happen.\So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey.\Can you see what she wrote?\Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this. response:	If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...
context: So you're with guys headed off to Tokyo, huh?\I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey.\Can you see what she wrote?\Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her... response:	What am I thinking? It should be something different right now.
context: I want to go to Sapporo, though it looks like about half our class wants to leave Hokkaido.\Hey.\Can you see what she wrote?\Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now. response:	Ask her yourself.
context: Hey.\Can you see what she wrote?\Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now.\Ask her yourself. response:	Yeah.
context: Can you see what she wrote?\Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now.\Ask her yourself.\Yeah. response:	Takahashi.
context: Huh? No!\From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now.\Ask her yourself.\Yeah.\Takahashi. response:	What college do you plan on going to?
context: From what I remember, she said she was going to apply to at least one Tokyo school the last time we talked about college...\I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now.\Ask her yourself.\Yeah.\Takahashi.\What college do you plan on going to? response:	There's something more important than that right now, isn't there?
context: I've become a little uneasy about all of this.\If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now.\Ask her yourself.\Yeah.\Takahashi.\What college do you plan on going to?\There's something more important than that right now, isn't there? response:	Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?
context: If she goes to college in Tokyo, I can say we'd only be apart for a year, and it'd be easy to persuade her...\What am I thinking? It should be something different right now.\Ask her yourself.\Yeah.\Takahashi.\What college do you plan on going to?\There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you? response:	But you wanted to convince them to let you...
context: What am I thinking? It should be something different right now.\Ask her yourself.\Yeah.\Takahashi.\What college do you plan on going to?\There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you... response:	Because there weren't too many schools you wanted to go to here in Hokkaido...
context: Ask her yourself.\Yeah.\Takahashi.\What college do you plan on going to?\There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido... response:	Right?
context: Yeah.\Takahashi.\What college do you plan on going to?\There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido...\Right? response:	And since you're so good at English, you said you wanted to study English literature, right?
context: Takahashi.\What college do you plan on going to?\There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido...\Right?\And since you're so good at English, you said you wanted to study English literature, right? response:	And also, since you wanted to go to a school that stands out...
context: What college do you plan on going to?\There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido...\Right?\And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out... response:	I know. There's always A University, College of R, and S University. They're all in Tokyo, right?
context: There's something more important than that right now, isn't there?\Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido...\Right?\And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right? response:	Am I right?
context: Umm... you said your parents didn't want you going to a college in Tokyo, didn't you?\But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido...\Right?\And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right? response:	Wrong.
context: But you wanted to convince them to let you...\Because there weren't too many schools you wanted to go to here in Hokkaido...\Right?\And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right?\Wrong. response:	Yano, I have changed what school I want to go to.
context: Because there weren't too many schools you wanted to go to here in Hokkaido...\Right?\And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right?\Wrong.\Yano, I have changed what school I want to go to. response:	Couldn't you convince your parents?
context: Right?\And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right?\Wrong.\Yano, I have changed what school I want to go to.\Couldn't you convince your parents? response:	Why didn't you talk to me about that even once?
context: And since you're so good at English, you said you wanted to study English literature, right?\And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right?\Wrong.\Yano, I have changed what school I want to go to.\Couldn't you convince your parents?\Why didn't you talk to me about that even once? response:	You didn't tell me anything either, Yano...
context: And also, since you wanted to go to a school that stands out...\I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right?\Wrong.\Yano, I have changed what school I want to go to.\Couldn't you convince your parents?\Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano... response:	Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?
context: I know. There's always A University, College of R, and S University. They're all in Tokyo, right?\Am I right?\Wrong.\Yano, I have changed what school I want to go to.\Couldn't you convince your parents?\Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore? response:	Yano?!
context: Am I right?\Wrong.\Yano, I have changed what school I want to go to.\Couldn't you convince your parents?\Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?! response:	Why can't I express my feelings...?
context: Wrong.\Yano, I have changed what school I want to go to.\Couldn't you convince your parents?\Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?!\Why can't I express my feelings...? response:	Even though I love him so much, I always say the opposite...
context: Yano, I have changed what school I want to go to.\Couldn't you convince your parents?\Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?!\Why can't I express my feelings...?\Even though I love him so much, I always say the opposite... response:	I really want to tell him I love him, but I'm afraid he might feel differently now...
context: Couldn't you convince your parents?\Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?!\Why can't I express my feelings...?\Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now... response:	You want to affirm them, right?
context: Why didn't you talk to me about that even once?\You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?!\Why can't I express my feelings...?\Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right? response:	Yeah.
context: You didn't tell me anything either, Yano...\Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?!\Why can't I express my feelings...?\Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right?\Yeah. response:	Because you love him, you become anxious, right?
context: Even if your school won't be in Tokyo, everything's all better now that you're not with me anymore?\Yano?!\Why can't I express my feelings...?\Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right?\Yeah.\Because you love him, you become anxious, right? response:	Yeah.
context: Yano?!\Why can't I express my feelings...?\Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right?\Yeah.\Because you love him, you become anxious, right?\Yeah. response:	Then why not just come right out and tell him that you love him?
context: Why can't I express my feelings...?\Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right?\Yeah.\Because you love him, you become anxious, right?\Yeah.\Then why not just come right out and tell him that you love him? response:	That he's more important to you than anyone else.
context: Even though I love him so much, I always say the opposite...\I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right?\Yeah.\Because you love him, you become anxious, right?\Yeah.\Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else. response:	That you don't want him to go.
context: I really want to tell him I love him, but I'm afraid he might feel differently now...\You want to affirm them, right?\Yeah.\Because you love him, you become anxious, right?\Yeah.\Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else.\That you don't want him to go. response:	Yeah... yeah...
context: You want to affirm them, right?\Yeah.\Because you love him, you become anxious, right?\Yeah.\Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else.\That you don't want him to go.\Yeah... yeah... response:	I really...
context: Yeah.\Because you love him, you become anxious, right?\Yeah.\Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else.\That you don't want him to go.\Yeah... yeah...\I really... response:	I cause so much trouble for Yano, make him uneasy, hurt him...
context: Because you love him, you become anxious, right?\Yeah.\Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else.\That you don't want him to go.\Yeah... yeah...\I really...\I cause so much trouble for Yano, make him uneasy, hurt him... response:	I always wanted to tell him what's most important.
context: Yeah.\Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else.\That you don't want him to go.\Yeah... yeah...\I really...\I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important. response:	That I'm the one who's wrong...
context: Then why not just come right out and tell him that you love him?\That he's more important to you than anyone else.\That you don't want him to go.\Yeah... yeah...\I really...\I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important.\That I'm the one who's wrong... response:	But I don't want this, Yano.
context: That he's more important to you than anyone else.\That you don't want him to go.\Yeah... yeah...\I really...\I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important.\That I'm the one who's wrong...\But I don't want this, Yano. response:	Don't go, Yano.
context: That you don't want him to go.\Yeah... yeah...\I really...\I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important.\That I'm the one who's wrong...\But I don't want this, Yano.\Don't go, Yano. response:	U-Umm, I'm sorry for stopping by so late today.
context: Yeah... yeah...\I really...\I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important.\That I'm the one who's wrong...\But I don't want this, Yano.\Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today. response:	I had some urgent business...
context: I really...\I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important.\That I'm the one who's wrong...\But I don't want this, Yano.\Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today.\I had some urgent business... response:	There's something I have to talk about with Yano-kun right now.
context: I cause so much trouble for Yano, make him uneasy, hurt him...\I always wanted to tell him what's most important.\That I'm the one who's wrong...\But I don't want this, Yano.\Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today.\I had some urgent business...\There's something I have to talk about with Yano-kun right now. response:	Here you go.
context: I always wanted to tell him what's most important.\That I'm the one who's wrong...\But I don't want this, Yano.\Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today.\I had some urgent business...\There's something I have to talk about with Yano-kun right now.\Here you go. response:	I think he should be back soon.
context: That I'm the one who's wrong...\But I don't want this, Yano.\Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today.\I had some urgent business...\There's something I have to talk about with Yano-kun right now.\Here you go.\I think he should be back soon. response:	Y-Yes, thank you.
context: But I don't want this, Yano.\Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today.\I had some urgent business...\There's something I have to talk about with Yano-kun right now.\Here you go.\I think he should be back soon.\Y-Yes, thank you. response:	So he's out...
context: Don't go, Yano.\U-Umm, I'm sorry for stopping by so late today.\I had some urgent business...\There's something I have to talk about with Yano-kun right now.\Here you go.\I think he should be back soon.\Y-Yes, thank you.\So he's out... response:	Clothes
context: U-Umm, I'm sorry for stopping by so late today.\I had some urgent business...\There's something I have to talk about with Yano-kun right now.\Here you go.\I think he should be back soon.\Y-Yes, thank you.\So he's out...\Clothes response:	Cloth es 2
context: I had some urgent business...\There's something I have to talk about with Yano-kun right now.\Here you go.\I think he should be back soon.\Y-Yes, thank you.\So he's out...\Clothes\Cloth es 2 response:	Books!
context: There's something I have to talk about with Yano-kun right now.\Here you go.\I think he should be back soon.\Y-Yes, thank you.\So he's out...\Clothes\Cloth es 2\Books! response:	Do you like sweet potatoes?
context: Here you go.\I think he should be back soon.\Y-Yes, thank you.\So he's out...\Clothes\Cloth es 2\Books!\Do you like sweet potatoes? response:	I made one.
context: I think he should be back soon.\Y-Yes, thank you.\So he's out...\Clothes\Cloth es 2\Books!\Do you like sweet potatoes?\I made one. response:	Ah... thank you.
context: Y-Yes, thank you.\So he's out...\Clothes\Cloth es 2\Books!\Do you like sweet potatoes?\I made one.\Ah... thank you. response:	Since I came here to stop Yano...
context: So he's out...\Clothes\Cloth es 2\Books!\Do you like sweet potatoes?\I made one.\Ah... thank you.\Since I came here to stop Yano... response:	I'm sorry.
context: Clothes\Cloth es 2\Books!\Do you like sweet potatoes?\I made one.\Ah... thank you.\Since I came here to stop Yano...\I'm sorry. response:	Memorandum
context: Cloth es 2\Books!\Do you like sweet potatoes?\I made one.\Ah... thank you.\Since I came here to stop Yano...\I'm sorry.\Memorandum response:	W-What's this?
context: Books!\Do you like sweet potatoes?\I made one.\Ah... thank you.\Since I came here to stop Yano...\I'm sorry.\Memorandum\W-What's this? response:	Electricity
context: Do you like sweet potatoes?\I made one.\Ah... thank you.\Since I came here to stop Yano...\I'm sorry.\Memorandum\W-What's this?\Electricity response:	Kerosene
context: I made one.\Ah... thank you.\Since I came here to stop Yano...\I'm sorry.\Memorandum\W-What's this?\Electricity\Kerosene response:	Go to Moriishi Oil and
context: Ah... thank you.\Since I came here to stop Yano...\I'm sorry.\Memorandum\W-What's this?\Electricity\Kerosene\Go to Moriishi Oil and response:	Charged directly from bank account
context: Since I came here to stop Yano...\I'm sorry.\Memorandum\W-What's this?\Electricity\Kerosene\Go to Moriishi Oil and\Charged directly from bank account response:	Gas Water
context: I'm sorry.\Memorandum\W-What's this?\Electricity\Kerosene\Go to Moriishi Oil and\Charged directly from bank account\Gas Water response:	If you don't write those things down, boys won't have a clue about what to do with the house.
context: Memorandum\W-What's this?\Electricity\Kerosene\Go to Moriishi Oil and\Charged directly from bank account\Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house. response:	To Motoharu
context: W-What's this?\Electricity\Kerosene\Go to Moriishi Oil and\Charged directly from bank account\Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu response:	Some things I'd really like you to do
context: Electricity\Kerosene\Go to Moriishi Oil and\Charged directly from bank account\Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu\Some things I'd really like you to do response:	Don't go out on any outings
context: Kerosene\Go to Moriishi Oil and\Charged directly from bank account\Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu\Some things I'd really like you to do\Don't go out on any outings response:	Eat as much as you can in the
context: Go to Moriishi Oil and\Charged directly from bank account\Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu\Some things I'd really like you to do\Don't go out on any outings\Eat as much as you can in the response:	house with what we have here
context: Charged directly from bank account\Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu\Some things I'd really like you to do\Don't go out on any outings\Eat as much as you can in the\house with what we have here response:	Don't worry if you ever run out of money
context: Gas Water\If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu\Some things I'd really like you to do\Don't go out on any outings\Eat as much as you can in the\house with what we have here\Don't worry if you ever run out of money response:	Oh, he's back.
context: If you don't write those things down, boys won't have a clue about what to do with the house.\To Motoharu\Some things I'd really like you to do\Don't go out on any outings\Eat as much as you can in the\house with what we have here\Don't worry if you ever run out of money\Oh, he's back. response:	Yano, I heard your mom's getting divorced.
context: To Motoharu\Some things I'd really like you to do\Don't go out on any outings\Eat as much as you can in the\house with what we have here\Don't worry if you ever run out of money\Oh, he's back.\Yano, I heard your mom's getting divorced. response:	I'm sorry for not noticing.
context: Some things I'd really like you to do\Don't go out on any outings\Eat as much as you can in the\house with what we have here\Don't worry if you ever run out of money\Oh, he's back.\Yano, I heard your mom's getting divorced.\I'm sorry for not noticing. response:	I was being too selfish and couldn't realize how lost and confused you were.
context: Don't go out on any outings\Eat as much as you can in the\house with what we have here\Don't worry if you ever run out of money\Oh, he's back.\Yano, I heard your mom's getting divorced.\I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were. response:	I'm not lost or confused.
context: Eat as much as you can in the\house with what we have here\Don't worry if you ever run out of money\Oh, he's back.\Yano, I heard your mom's getting divorced.\I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused. response:	I have no intention of splitting up with you.
context: house with what we have here\Don't worry if you ever run out of money\Oh, he's back.\Yano, I heard your mom's getting divorced.\I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused.\I have no intention of splitting up with you. response:	Yano... I think I was just blinded by my happiness.
context: Don't worry if you ever run out of money\Oh, he's back.\Yano, I heard your mom's getting divorced.\I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused.\I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness. response:	My complaints and uneasiness about all the small things so far...
context: Oh, he's back.\Yano, I heard your mom's getting divorced.\I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused.\I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far... response:	And if we were apart, they'd all go away...
context: Yano, I heard your mom's getting divorced.\I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused.\I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away... response:	I really love you, Yano.
context: I'm sorry for not noticing.\I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused.\I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away...\I really love you, Yano. response:	I really, really love you too, Takahashi.
context: I was being too selfish and couldn't realize how lost and confused you were.\I'm not lost or confused.\I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away...\I really love you, Yano.\I really, really love you too, Takahashi. response:	Which is why I absolutely won't split up with you.
context: I'm not lost or confused.\I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away...\I really love you, Yano.\I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you. response:	Ah, see? If we're honest with each other, we can hear each other perfectly.
context: I have no intention of splitting up with you.\Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away...\I really love you, Yano.\I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly. response:	I can see them...
context: Yano... I think I was just blinded by my happiness.\My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away...\I really love you, Yano.\I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them... response:	They're so clear...
context: My complaints and uneasiness about all the small things so far...\And if we were apart, they'd all go away...\I really love you, Yano.\I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them...\They're so clear... response:	Yano's feelings...
context: And if we were apart, they'd all go away...\I really love you, Yano.\I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them...\They're so clear...\Yano's feelings... response:	I can say it...
context: I really love you, Yano.\I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them...\They're so clear...\Yano's feelings...\I can say it... response:	Yano... if she needs your help, then go with your mom.
context: I really, really love you too, Takahashi.\Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them...\They're so clear...\Yano's feelings...\I can say it...\Yano... if she needs your help, then go with your mom. response:	Don't worry about me, and really think about it.
context: Which is why I absolutely won't split up with you.\Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them...\They're so clear...\Yano's feelings...\I can say it...\Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it. response:	Right now, you really need to think about what's important to you and what you should do.
context: Ah, see? If we're honest with each other, we can hear each other perfectly.\I can see them...\They're so clear...\Yano's feelings...\I can say it...\Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do. response:	I'll be all right.
context: I can see them...\They're so clear...\Yano's feelings...\I can say it...\Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do.\I'll be all right. response:	No matter what choice you make, I'll wait.
context: They're so clear...\Yano's feelings...\I can say it...\Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do.\I'll be all right.\No matter what choice you make, I'll wait. response:	We can't break away from each other so easily anymore.
context: Yano's feelings...\I can say it...\Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do.\I'll be all right.\No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore. response:	I'm different from Nana-san. So from now, I'll wait until you come up with an answer.
context: I can say it...\Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do.\I'll be all right.\No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer. response:	No matter which Yano chooses, I want to believe in him.
context: Yano... if she needs your help, then go with your mom.\Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do.\I'll be all right.\No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him. response:	From now, let's think about what's going to happen in a year.
context: Don't worry about me, and really think about it.\Right now, you really need to think about what's important to you and what you should do.\I'll be all right.\No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year. response:	For the most part, I was able to convince my parents.
context: Right now, you really need to think about what's important to you and what you should do.\I'll be all right.\No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents. response:	They said it was okay to apply to at most one school in Tokyo.
context: I'll be all right.\No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo. response:	But you said you changed which school you wanted to go to?
context: No matter what choice you make, I'll wait.\We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to? response:	You wanted to go to one in Tokyo, didn't you?
context: We can't break away from each other so easily anymore.\I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you? response:	J University? Foreign languages?
context: I'm different from Nana-san. So from now, I'll wait until you come up with an answer.\No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages? response:	It's my dream! Do you have a problem with that?
