context: Nana! response:	I thought I might find you here.
context: But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home.\Absolutely not!\Do you want to be with Junko that much?\But...\But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school, response:	and then try to get in again next year.
context: I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home.\Absolutely not!\Do you want to be with Junko that much?\But...\But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year. response:	Then I'm coming to Tokyo to live here, too!
context: But you know, you're better off staying back home.\Absolutely not!\Do you want to be with Junko that much?\But...\But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year.\Then I'm coming to Tokyo to live here, too! response:	I don't need my parents to pay for my living expenses.
context: Absolutely not!\Do you want to be with Junko that much?\But...\But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year.\Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses. response:	I'll work freelance or whatever,
context: Do you want to be with Junko that much?\But...\But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year.\Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses.\I'll work freelance or whatever, response:	and prove that I can survive on my own!
context: But...\But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year.\Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses.\I'll work freelance or whatever,\and prove that I can survive on my own! response:	You're being ridiculous! Don't try and overdo things.
context: But you're going to Tokyo too, aren't you, Shoji?\Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year.\Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses.\I'll work freelance or whatever,\and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things. response:	I'm not overdoing it. I'll be all right. I'll show you that I can make it.
context: Actually, I think I'll remain here and commute to prep school,\and then try to get in again next year.\Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses.\I'll work freelance or whatever,\and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it. response:	Do you have enough money to get by without getting an allowance from home?
context: and then try to get in again next year.\Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses.\I'll work freelance or whatever,\and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home? response:	Like I said, I'll get a job!
context: Then I'm coming to Tokyo to live here, too!\I don't need my parents to pay for my living expenses.\I'll work freelance or whatever,\and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job! response:	What about rent money?
context: I don't need my parents to pay for my living expenses.\I'll work freelance or whatever,\and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job!\What about rent money? response:	You're gonna need a few hundred thousand yen upfront.
context: I'll work freelance or whatever,\and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job!\What about rent money?\You're gonna need a few hundred thousand yen upfront. response:	You're not a kid, so you should know that much.
context: and prove that I can survive on my own!\You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job!\What about rent money?\You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much. response:	Think of things a little more realistically, will ya?!
context: You're being ridiculous! Don't try and overdo things.\I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job!\What about rent money?\You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?! response:	Then I'll go to prep school too.
context: I'm not overdoing it. I'll be all right. I'll show you that I can make it.\Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job!\What about rent money?\You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?!\Then I'll go to prep school too. response:	That way my parents might give me money.
context: Do you have enough money to get by without getting an allowance from home?\Like I said, I'll get a job!\What about rent money?\You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?!\Then I'll go to prep school too.\That way my parents might give me money. response:	What do you mean by that?
context: Like I said, I'll get a job!\What about rent money?\You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?!\Then I'll go to prep school too.\That way my parents might give me money.\What do you mean by that? response:	You can't go to prep school for that reason.
context: What about rent money?\You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?!\Then I'll go to prep school too.\That way my parents might give me money.\What do you mean by that?\You can't go to prep school for that reason. response:	What should I do then?
context: You're gonna need a few hundred thousand yen upfront.\You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?!\Then I'll go to prep school too.\That way my parents might give me money.\What do you mean by that?\You can't go to prep school for that reason.\What should I do then? response:	I'm telling you, stay back home.
context: You're not a kid, so you should know that much.\Think of things a little more realistically, will ya?!\Then I'll go to prep school too.\That way my parents might give me money.\What do you mean by that?\You can't go to prep school for that reason.\What should I do then?\I'm telling you, stay back home. response:	You're not gonna be lonely without me, Shoji?
context: Think of things a little more realistically, will ya?!\Then I'll go to prep school too.\That way my parents might give me money.\What do you mean by that?\You can't go to prep school for that reason.\What should I do then?\I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji? response:	I won't be lonely at all! I'll be relieved!
context: Then I'll go to prep school too.\That way my parents might give me money.\What do you mean by that?\You can't go to prep school for that reason.\What should I do then?\I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved! response:	What am I to you?!
context: That way my parents might give me money.\What do you mean by that?\You can't go to prep school for that reason.\What should I do then?\I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved!\What am I to you?! response:	The way you become all tearful,
context: What do you mean by that?\You can't go to prep school for that reason.\What should I do then?\I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved!\What am I to you?!\The way you become all tearful, response:	say things to make me think you like me...
context: You can't go to prep school for that reason.\What should I do then?\I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved!\What am I to you?!\The way you become all tearful,\say things to make me think you like me... response:	Is it so much fun to mess with my heart?!
context: What should I do then?\I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved!\What am I to you?!\The way you become all tearful,\say things to make me think you like me...\Is it so much fun to mess with my heart?! response:	All you're looking for is a guy next to you,
context: I'm telling you, stay back home.\You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved!\What am I to you?!\The way you become all tearful,\say things to make me think you like me...\Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you, response:	who you can cuddle up to on your terms!
context: You're not gonna be lonely without me, Shoji?\I won't be lonely at all! I'll be relieved!\What am I to you?!\The way you become all tearful,\say things to make me think you like me...\Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you,\who you can cuddle up to on your terms! response:	What male-female friendship? Give me a break!
context: I won't be lonely at all! I'll be relieved!\What am I to you?!\The way you become all tearful,\say things to make me think you like me...\Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you,\who you can cuddle up to on your terms!\What male-female friendship? Give me a break! response:	I hafta get back to the hotel. But I don't know my way back.
context: What am I to you?!\The way you become all tearful,\say things to make me think you like me...\Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you,\who you can cuddle up to on your terms!\What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back. response:	I've always relied on Shoji,
context: The way you become all tearful,\say things to make me think you like me...\Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you,\who you can cuddle up to on your terms!\What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji, response:	so I never paid attention to where we were going.
context: say things to make me think you like me...\Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you,\who you can cuddle up to on your terms!\What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji,\so I never paid attention to where we were going. response:	I've purposely tried not to watch the road.
context: Is it so much fun to mess with my heart?!\All you're looking for is a guy next to you,\who you can cuddle up to on your terms!\What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji,\so I never paid attention to where we were going.\I've purposely tried not to watch the road. response:	It seems that I've fallen into the pits.
context: All you're looking for is a guy next to you,\who you can cuddle up to on your terms!\What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji,\so I never paid attention to where we were going.\I've purposely tried not to watch the road.\It seems that I've fallen into the pits. response:	Where am I standing now?
context: who you can cuddle up to on your terms!\What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji,\so I never paid attention to where we were going.\I've purposely tried not to watch the road.\It seems that I've fallen into the pits.\Where am I standing now? response:	Nana.
context: What male-female friendship? Give me a break!\I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji,\so I never paid attention to where we were going.\I've purposely tried not to watch the road.\It seems that I've fallen into the pits.\Where am I standing now?\Nana. response:	That's right. I'm in Tokyo.
context: I hafta get back to the hotel. But I don't know my way back.\I've always relied on Shoji,\so I never paid attention to where we were going.\I've purposely tried not to watch the road.\It seems that I've fallen into the pits.\Where am I standing now?\Nana.\That's right. I'm in Tokyo. response:	But... it can't be.
context: I've always relied on Shoji,\so I never paid attention to where we were going.\I've purposely tried not to watch the road.\It seems that I've fallen into the pits.\Where am I standing now?\Nana.\That's right. I'm in Tokyo.\But... it can't be. response:	I knew it.
context: so I never paid attention to where we were going.\I've purposely tried not to watch the road.\It seems that I've fallen into the pits.\Where am I standing now?\Nana.\That's right. I'm in Tokyo.\But... it can't be.\I knew it. response:	What's the matter? What are you doing here?
context: I've purposely tried not to watch the road.\It seems that I've fallen into the pits.\Where am I standing now?\Nana.\That's right. I'm in Tokyo.\But... it can't be.\I knew it.\What's the matter? What are you doing here? response:	It's over.
context: It seems that I've fallen into the pits.\Where am I standing now?\Nana.\That's right. I'm in Tokyo.\But... it can't be.\I knew it.\What's the matter? What are you doing here?\It's over. response:	Because! She was being so unreasonable! I got upset!
context: Where am I standing now?\Nana.\That's right. I'm in Tokyo.\But... it can't be.\I knew it.\What's the matter? What are you doing here?\It's over.\Because! She was being so unreasonable! I got upset! response:	I can see why. It's natural for you to get upset.
context: Nana.\That's right. I'm in Tokyo.\But... it can't be.\I knew it.\What's the matter? What are you doing here?\It's over.\Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset. response:	But to just leave her there? I'm disappointed in you, Shoji!
context: That's right. I'm in Tokyo.\But... it can't be.\I knew it.\What's the matter? What are you doing here?\It's over.\Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji! response:	Well, the streets are well lit during night.
context: But... it can't be.\I knew it.\What's the matter? What are you doing here?\It's over.\Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night. response:	She should be able to get back here alone.
context: I knew it.\What's the matter? What are you doing here?\It's over.\Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night.\She should be able to get back here alone. response:	That's not the point! You shut up.
context: What's the matter? What are you doing here?\It's over.\Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night.\She should be able to get back here alone.\That's not the point! You shut up. response:	It's come to this, so I'll tell you.
context: It's over.\Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night.\She should be able to get back here alone.\That's not the point! You shut up.\It's come to this, so I'll tell you. response:	Shoji, Nana is in love with you.
context: Because! She was being so unreasonable! I got upset!\I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night.\She should be able to get back here alone.\That's not the point! You shut up.\It's come to this, so I'll tell you.\Shoji, Nana is in love with you. response:	That's not possible.
context: I can see why. It's natural for you to get upset.\But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night.\She should be able to get back here alone.\That's not the point! You shut up.\It's come to this, so I'll tell you.\Shoji, Nana is in love with you.\That's not possible. response:	Imagine how hurt she'd be,
context: But to just leave her there? I'm disappointed in you, Shoji!\Well, the streets are well lit during night.\She should be able to get back here alone.\That's not the point! You shut up.\It's come to this, so I'll tell you.\Shoji, Nana is in love with you.\That's not possible.\Imagine how hurt she'd be, response:	being told those things from the man she loves.
context: Well, the streets are well lit during night.\She should be able to get back here alone.\That's not the point! You shut up.\It's come to this, so I'll tell you.\Shoji, Nana is in love with you.\That's not possible.\Imagine how hurt she'd be,\being told those things from the man she loves. response:	Think it through, and act on it!
context: She should be able to get back here alone.\That's not the point! You shut up.\It's come to this, so I'll tell you.\Shoji, Nana is in love with you.\That's not possible.\Imagine how hurt she'd be,\being told those things from the man she loves.\Think it through, and act on it! response:	To be honest, I did sorta suspect that.
context: That's not the point! You shut up.\It's come to this, so I'll tell you.\Shoji, Nana is in love with you.\That's not possible.\Imagine how hurt she'd be,\being told those things from the man she loves.\Think it through, and act on it!\To be honest, I did sorta suspect that. response:	But I figured that was just wishful thinking.
context: It's come to this, so I'll tell you.\Shoji, Nana is in love with you.\That's not possible.\Imagine how hurt she'd be,\being told those things from the man she loves.\Think it through, and act on it!\To be honest, I did sorta suspect that.\But I figured that was just wishful thinking. response:	What do you mean?
context: Shoji, Nana is in love with you.\That's not possible.\Imagine how hurt she'd be,\being told those things from the man she loves.\Think it through, and act on it!\To be honest, I did sorta suspect that.\But I figured that was just wishful thinking.\What do you mean? response:	Hey, if Junko's telling you, then you know it's true.
context: That's not possible.\Imagine how hurt she'd be,\being told those things from the man she loves.\Think it through, and act on it!\To be honest, I did sorta suspect that.\But I figured that was just wishful thinking.\What do you mean?\Hey, if Junko's telling you, then you know it's true. response:	See what happens when you act before you think?
context: Imagine how hurt she'd be,\being told those things from the man she loves.\Think it through, and act on it!\To be honest, I did sorta suspect that.\But I figured that was just wishful thinking.\What do you mean?\Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think? response:	I see. You applied to art schools here.
context: being told those things from the man she loves.\Think it through, and act on it!\To be honest, I did sorta suspect that.\But I figured that was just wishful thinking.\What do you mean?\Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think?\I see. You applied to art schools here. response:	But I failed to enter all of them. I'm not sure what to do now.
context: Think it through, and act on it!\To be honest, I did sorta suspect that.\But I figured that was just wishful thinking.\What do you mean?\Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think?\I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now. response:	I had my heart set on coming Tokyo.
context: To be honest, I did sorta suspect that.\But I figured that was just wishful thinking.\What do you mean?\Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think?\I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo. response:	But it wasn't like I came to search you down or anything.
context: But I figured that was just wishful thinking.\What do you mean?\Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think?\I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything. response:	I'm not a stalker, so don't worry, okay?
context: What do you mean?\Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think?\I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay? response:	You haven't changed, Nana.
context: Hey, if Junko's telling you, then you know it's true.\See what happens when you act before you think?\I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay?\You haven't changed, Nana. response:	What? No way! I did change.
context: See what happens when you act before you think?\I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay?\You haven't changed, Nana.\What? No way! I did change. response:	My hairstyle, my clothes...
context: I see. You applied to art schools here.\But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay?\You haven't changed, Nana.\What? No way! I did change.\My hairstyle, my clothes... response:	more like a kid than when I was in high school.
context: But I failed to enter all of them. I'm not sure what to do now.\I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay?\You haven't changed, Nana.\What? No way! I did change.\My hairstyle, my clothes...\more like a kid than when I was in high school. response:	I'm pretty embarrassed having you see me like this.
context: I had my heart set on coming Tokyo.\But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay?\You haven't changed, Nana.\What? No way! I did change.\My hairstyle, my clothes...\more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this. response:	That suits you better, Nana.
context: But it wasn't like I came to search you down or anything.\I'm not a stalker, so don't worry, okay?\You haven't changed, Nana.\What? No way! I did change.\My hairstyle, my clothes...\more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this.\That suits you better, Nana. response:	Y-You think so too?
context: I'm not a stalker, so don't worry, okay?\You haven't changed, Nana.\What? No way! I did change.\My hairstyle, my clothes...\more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this.\That suits you better, Nana.\Y-You think so too? response:	But the way you speak hasn't changed at all.
context: You haven't changed, Nana.\What? No way! I did change.\My hairstyle, my clothes...\more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this.\That suits you better, Nana.\Y-You think so too?\But the way you speak hasn't changed at all. response:	I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.
context: What? No way! I did change.\My hairstyle, my clothes...\more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this.\That suits you better, Nana.\Y-You think so too?\But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry. response:	You'd say it every time we met.
context: My hairstyle, my clothes...\more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this.\That suits you better, Nana.\Y-You think so too?\But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met. response:	I felt uneasy every time you said it.
context: more like a kid than when I was in high school.\I'm pretty embarrassed having you see me like this.\That suits you better, Nana.\Y-You think so too?\But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met.\I felt uneasy every time you said it. response:	Why?
context: I'm pretty embarrassed having you see me like this.\That suits you better, Nana.\Y-You think so too?\But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met.\I felt uneasy every time you said it.\Why? response:	You haven't changed at all either.
context: That suits you better, Nana.\Y-You think so too?\But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met.\I felt uneasy every time you said it.\Why?\You haven't changed at all either. response:	Every time I'd ask what's wrong I would get no reply.
context: Y-You think so too?\But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met.\I felt uneasy every time you said it.\Why?\You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply. response:	I felt uneasy every time that happened.
context: But the way you speak hasn't changed at all.\I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met.\I felt uneasy every time you said it.\Why?\You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened. response:	Is that so? Well, I'm sorry.
context: I will not cause you trouble, Mr. Asano. I won't stalk you. Don't worry.\You'd say it every time we met.\I felt uneasy every time you said it.\Why?\You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened.\Is that so? Well, I'm sorry. response:	It's such a strange feeling.
context: You'd say it every time we met.\I felt uneasy every time you said it.\Why?\You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened.\Is that so? Well, I'm sorry.\It's such a strange feeling. response:	I thought I really hated this man.
context: I felt uneasy every time you said it.\Why?\You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened.\Is that so? Well, I'm sorry.\It's such a strange feeling.\I thought I really hated this man. response:	But now that we meet I have trouble hating him.
context: Why?\You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened.\Is that so? Well, I'm sorry.\It's such a strange feeling.\I thought I really hated this man.\But now that we meet I have trouble hating him. response:	I should stop thinking that this was a lie.
context: You haven't changed at all either.\Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened.\Is that so? Well, I'm sorry.\It's such a strange feeling.\I thought I really hated this man.\But now that we meet I have trouble hating him.\I should stop thinking that this was a lie. response:	I loved him with all my heart.
context: Every time I'd ask what's wrong I would get no reply.\I felt uneasy every time that happened.\Is that so? Well, I'm sorry.\It's such a strange feeling.\I thought I really hated this man.\But now that we meet I have trouble hating him.\I should stop thinking that this was a lie.\I loved him with all my heart. response:	And at one time, he gracefully accepted my feelings.
context: I felt uneasy every time that happened.\Is that so? Well, I'm sorry.\It's such a strange feeling.\I thought I really hated this man.\But now that we meet I have trouble hating him.\I should stop thinking that this was a lie.\I loved him with all my heart.\And at one time, he gracefully accepted my feelings. response:	That's good enough. It's something to be thankful for, isn't it?
context: Is that so? Well, I'm sorry.\It's such a strange feeling.\I thought I really hated this man.\But now that we meet I have trouble hating him.\I should stop thinking that this was a lie.\I loved him with all my heart.\And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it? response:	I shouldn't be sad about it.
context: It's such a strange feeling.\I thought I really hated this man.\But now that we meet I have trouble hating him.\I should stop thinking that this was a lie.\I loved him with all my heart.\And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it. response:	Right. I know now.
context: I thought I really hated this man.\But now that we meet I have trouble hating him.\I should stop thinking that this was a lie.\I loved him with all my heart.\And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it.\Right. I know now. response:	I recognize this corner.
context: But now that we meet I have trouble hating him.\I should stop thinking that this was a lie.\I loved him with all my heart.\And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it.\Right. I know now.\I recognize this corner. response:	Just go straight and you'll get to your hotel.
context: I should stop thinking that this was a lie.\I loved him with all my heart.\And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it.\Right. I know now.\I recognize this corner.\Just go straight and you'll get to your hotel. response:	Huh? Mr. Asano!
context: I loved him with all my heart.\And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it.\Right. I know now.\I recognize this corner.\Just go straight and you'll get to your hotel.\Huh? Mr. Asano! response:	What are you doing here so late? And alone with a young girl?!
context: And at one time, he gracefully accepted my feelings.\That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it.\Right. I know now.\I recognize this corner.\Just go straight and you'll get to your hotel.\Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?! response:	I'm gonna tell your pretty wife.
context: That's good enough. It's something to be thankful for, isn't it?\I shouldn't be sad about it.\Right. I know now.\I recognize this corner.\Just go straight and you'll get to your hotel.\Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife. response:	Then I'd better treat you to something next time to keep you quiet.
context: I shouldn't be sad about it.\Right. I know now.\I recognize this corner.\Just go straight and you'll get to your hotel.\Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet. response:	Yes! I'm looking forward to it.
context: Right. I know now.\I recognize this corner.\Just go straight and you'll get to your hotel.\Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it. response:	See you.
context: I recognize this corner.\Just go straight and you'll get to your hotel.\Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it.\See you. response:	Shouldn't you be making some excuse?
context: Just go straight and you'll get to your hotel.\Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it.\See you.\Shouldn't you be making some excuse? response:	There's no need to worry. He was just kidding.
context: Huh? Mr. Asano!\What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it.\See you.\Shouldn't you be making some excuse?\There's no need to worry. He was just kidding. response:	If I tried to defend myself, that in itself would make him suspicious.
context: What are you doing here so late? And alone with a young girl?!\I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it.\See you.\Shouldn't you be making some excuse?\There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious. response:	I see. But he dealt with that guy so calmly and swiftly.
context: I'm gonna tell your pretty wife.\Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it.\See you.\Shouldn't you be making some excuse?\There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly. response:	Is he used to this adultery stuff?
context: Then I'd better treat you to something next time to keep you quiet.\Yes! I'm looking forward to it.\See you.\Shouldn't you be making some excuse?\There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff? response:	But that was your real name, after all. I'm glad.
context: Yes! I'm looking forward to it.\See you.\Shouldn't you be making some excuse?\There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff?\But that was your real name, after all. I'm glad. response:	Huh?
context: See you.\Shouldn't you be making some excuse?\There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff?\But that was your real name, after all. I'm glad.\Huh? response:	No, I was just talking to myself.
context: Shouldn't you be making some excuse?\There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff?\But that was your real name, after all. I'm glad.\Huh?\No, I was just talking to myself. response:	Well then, I'll be on my way now.
