context: Do I smell... miso soup? response:	Do I smell... miso soup?
context: After using ice-cold rags to clean the whole day,\my fingers would ache for days.\Given my ability,\everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken.\How wonderful.\It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too. response:	But there is no room for error in The Guild.
context: my fingers would ache for days.\Given my ability,\everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken.\How wonderful.\It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild. response:	If I fail in this mission,
context: Given my ability,\everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken.\How wonderful.\It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild.\If I fail in this mission, response:	I will be tossed aside like a used napkin.
context: everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken.\How wonderful.\It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild.\If I fail in this mission,\I will be tossed aside like a used napkin. response:	Then I'll be all alone again.
context: I heard the Agency was desperate to find you when you were taken.\How wonderful.\It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild.\If I fail in this mission,\I will be tossed aside like a used napkin.\Then I'll be all alone again. response:	Hey.
context: How wonderful.\It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild.\If I fail in this mission,\I will be tossed aside like a used napkin.\Then I'll be all alone again.\Hey. response:	Why does it have to be you?
context: It must be because you have a great ability.\The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild.\If I fail in this mission,\I will be tossed aside like a used napkin.\Then I'll be all alone again.\Hey.\Why does it have to be you? response:	Why can't it be me?
context: The Guild took me in because they saw potential in my ability, too.\But there is no room for error in The Guild.\If I fail in this mission,\I will be tossed aside like a used napkin.\Then I'll be all alone again.\Hey.\Why does it have to be you?\Why can't it be me? response:	It's so unfair.
context: But there is no room for error in The Guild.\If I fail in this mission,\I will be tossed aside like a used napkin.\Then I'll be all alone again.\Hey.\Why does it have to be you?\Why can't it be me?\It's so unfair. response:	You should know how I feel, too!
context: If I fail in this mission,\I will be tossed aside like a used napkin.\Then I'll be all alone again.\Hey.\Why does it have to be you?\Why can't it be me?\It's so unfair.\You should know how I feel, too! response:	You should stay in this room forever!
context: I will be tossed aside like a used napkin.\Then I'll be all alone again.\Hey.\Why does it have to be you?\Why can't it be me?\It's so unfair.\You should know how I feel, too!\You should stay in this room forever! response:	The only way out is to put the key in that door.
context: Then I'll be all alone again.\Hey.\Why does it have to be you?\Why can't it be me?\It's so unfair.\You should know how I feel, too!\You should stay in this room forever!\The only way out is to put the key in that door. response:	Okay!
context: Hey.\Why does it have to be you?\Why can't it be me?\It's so unfair.\You should know how I feel, too!\You should stay in this room forever!\The only way out is to put the key in that door.\Okay! response:	I win!
context: Why does it have to be you?\Why can't it be me?\It's so unfair.\You should know how I feel, too!\You should stay in this room forever!\The only way out is to put the key in that door.\Okay!\I win! response:	Watch out, boy!
context: Why can't it be me?\It's so unfair.\You should know how I feel, too!\You should stay in this room forever!\The only way out is to put the key in that door.\Okay!\I win!\Watch out, boy! response:	What?
context: It's so unfair.\You should know how I feel, too!\You should stay in this room forever!\The only way out is to put the key in that door.\Okay!\I win!\Watch out, boy!\What? response:	Be careful. The key is important.
context: You should know how I feel, too!\You should stay in this room forever!\The only way out is to put the key in that door.\Okay!\I win!\Watch out, boy!\What?\Be careful. The key is important. response:	I thought I'd win if I opened the door with the key!
context: You should stay in this room forever!\The only way out is to put the key in that door.\Okay!\I win!\Watch out, boy!\What?\Be careful. The key is important.\I thought I'd win if I opened the door with the key! response:	That's right. If you could open it.
context: The only way out is to put the key in that door.\Okay!\I win!\Watch out, boy!\What?\Be careful. The key is important.\I thought I'd win if I opened the door with the key!\That's right. If you could open it. response:	I have no idea how to use a key like this, myself.
context: Okay!\I win!\Watch out, boy!\What?\Be careful. The key is important.\I thought I'd win if I opened the door with the key!\That's right. If you could open it.\I have no idea how to use a key like this, myself. response:	So there was no way to win in the first place.
context: I win!\Watch out, boy!\What?\Be careful. The key is important.\I thought I'd win if I opened the door with the key!\That's right. If you could open it.\I have no idea how to use a key like this, myself.\So there was no way to win in the first place. response:	The real game starts now.
context: Watch out, boy!\What?\Be careful. The key is important.\I thought I'd win if I opened the door with the key!\That's right. If you could open it.\I have no idea how to use a key like this, myself.\So there was no way to win in the first place.\The real game starts now. response:	You seem to be a genius at tag,
context: What?\Be careful. The key is important.\I thought I'd win if I opened the door with the key!\That's right. If you could open it.\I have no idea how to use a key like this, myself.\So there was no way to win in the first place.\The real game starts now.\You seem to be a genius at tag, response:	but I wonder how long your soul will last like this?
context: Be careful. The key is important.\I thought I'd win if I opened the door with the key!\That's right. If you could open it.\I have no idea how to use a key like this, myself.\So there was no way to win in the first place.\The real game starts now.\You seem to be a genius at tag,\but I wonder how long your soul will last like this? response:	There's no way to counter this.
context: I thought I'd win if I opened the door with the key!\That's right. If you could open it.\I have no idea how to use a key like this, myself.\So there was no way to win in the first place.\The real game starts now.\You seem to be a genius at tag,\but I wonder how long your soul will last like this?\There's no way to counter this. response:	I'll be caught eventually.
context: That's right. If you could open it.\I have no idea how to use a key like this, myself.\So there was no way to win in the first place.\The real game starts now.\You seem to be a genius at tag,\but I wonder how long your soul will last like this?\There's no way to counter this.\I'll be caught eventually. response:	I can't hope to turn the tide now.
context: I have no idea how to use a key like this, myself.\So there was no way to win in the first place.\The real game starts now.\You seem to be a genius at tag,\but I wonder how long your soul will last like this?\There's no way to counter this.\I'll be caught eventually.\I can't hope to turn the tide now. response:	I have no choice but to hope that Dazai-san and the others will come!
context: So there was no way to win in the first place.\The real game starts now.\You seem to be a genius at tag,\but I wonder how long your soul will last like this?\There's no way to counter this.\I'll be caught eventually.\I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come! response:	You're going to run away, leaving your friends behind?
context: The real game starts now.\You seem to be a genius at tag,\but I wonder how long your soul will last like this?\There's no way to counter this.\I'll be caught eventually.\I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind? response:	Even if he were in this situation,
context: You seem to be a genius at tag,\but I wonder how long your soul will last like this?\There's no way to counter this.\I'll be caught eventually.\I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind?\Even if he were in this situation, response:	Dazai-san'd think of something!
context: but I wonder how long your soul will last like this?\There's no way to counter this.\I'll be caught eventually.\I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind?\Even if he were in this situation,\Dazai-san'd think of something! response:	But I can't!
context: There's no way to counter this.\I'll be caught eventually.\I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind?\Even if he were in this situation,\Dazai-san'd think of something!\But I can't! response:	No, boy.
context: I'll be caught eventually.\I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind?\Even if he were in this situation,\Dazai-san'd think of something!\But I can't!\No, boy. response:	Your enemy lies that way.
context: I can't hope to turn the tide now.\I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind?\Even if he were in this situation,\Dazai-san'd think of something!\But I can't!\No, boy.\Your enemy lies that way. response:	I wouldn't advise running away in this particular case.
context: I have no choice but to hope that Dazai-san and the others will come!\You're going to run away, leaving your friends behind?\Even if he were in this situation,\Dazai-san'd think of something!\But I can't!\No, boy.\Your enemy lies that way.\I wouldn't advise running away in this particular case. response:	Er, that is,
context: You're going to run away, leaving your friends behind?\Even if he were in this situation,\Dazai-san'd think of something!\But I can't!\No, boy.\Your enemy lies that way.\I wouldn't advise running away in this particular case.\Er, that is, response:	if you'd trust the words of your local neighborhood physician.
context: Even if he were in this situation,\Dazai-san'd think of something!\But I can't!\No, boy.\Your enemy lies that way.\I wouldn't advise running away in this particular case.\Er, that is,\if you'd trust the words of your local neighborhood physician. response:	If you were to believe her words,
context: Dazai-san'd think of something!\But I can't!\No, boy.\Your enemy lies that way.\I wouldn't advise running away in this particular case.\Er, that is,\if you'd trust the words of your local neighborhood physician.\If you were to believe her words, response:	you'll forget everything once you leave through that door.
context: But I can't!\No, boy.\Your enemy lies that way.\I wouldn't advise running away in this particular case.\Er, that is,\if you'd trust the words of your local neighborhood physician.\If you were to believe her words,\you'll forget everything once you leave through that door. response:	You'll remember neither the enemy's subterfuge,
context: No, boy.\Your enemy lies that way.\I wouldn't advise running away in this particular case.\Er, that is,\if you'd trust the words of your local neighborhood physician.\If you were to believe her words,\you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge, response:	nor your colleagues in danger.
context: Your enemy lies that way.\I wouldn't advise running away in this particular case.\Er, that is,\if you'd trust the words of your local neighborhood physician.\If you were to believe her words,\you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge,\nor your colleagues in danger. response:	And the enemy will continue to press her attack.
context: I wouldn't advise running away in this particular case.\Er, that is,\if you'd trust the words of your local neighborhood physician.\If you were to believe her words,\you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge,\nor your colleagues in danger.\And the enemy will continue to press her attack. response:	I'll teach you something of use.
context: Er, that is,\if you'd trust the words of your local neighborhood physician.\If you were to believe her words,\you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge,\nor your colleagues in danger.\And the enemy will continue to press her attack.\I'll teach you something of use. response:	In game theory,
context: if you'd trust the words of your local neighborhood physician.\If you were to believe her words,\you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge,\nor your colleagues in danger.\And the enemy will continue to press her attack.\I'll teach you something of use.\In game theory, response:	the optimal strategy is to launch
context: If you were to believe her words,\you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge,\nor your colleagues in danger.\And the enemy will continue to press her attack.\I'll teach you something of use.\In game theory,\the optimal strategy is to launch response:	a total counteroffensive on an enemy who has attacked you.
context: you'll forget everything once you leave through that door.\You'll remember neither the enemy's subterfuge,\nor your colleagues in danger.\And the enemy will continue to press her attack.\I'll teach you something of use.\In game theory,\the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you. response:	Crush the enemy.
context: You'll remember neither the enemy's subterfuge,\nor your colleagues in danger.\And the enemy will continue to press her attack.\I'll teach you something of use.\In game theory,\the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you.\Crush the enemy. response:	But how?
context: nor your colleagues in danger.\And the enemy will continue to press her attack.\I'll teach you something of use.\In game theory,\the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you.\Crush the enemy.\But how? response:	An arrogant enemy who feels invincible
context: And the enemy will continue to press her attack.\I'll teach you something of use.\In game theory,\the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you.\Crush the enemy.\But how?\An arrogant enemy who feels invincible response:	is the most vulnerable opponent of all.
context: I'll teach you something of use.\In game theory,\the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you.\Crush the enemy.\But how?\An arrogant enemy who feels invincible\is the most vulnerable opponent of all. response:	And did I hear right, that the ones beyond that door
context: In game theory,\the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you.\Crush the enemy.\But how?\An arrogant enemy who feels invincible\is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door response:	are the very ones who desperately tried to save you when you were taken?
context: the optimal strategy is to launch\a total counteroffensive on an enemy who has attacked you.\Crush the enemy.\But how?\An arrogant enemy who feels invincible\is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken? response:	That's right.
context: a total counteroffensive on an enemy who has attacked you.\Crush the enemy.\But how?\An arrogant enemy who feels invincible\is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken?\That's right. response:	They all saved me.
context: Crush the enemy.\But how?\An arrogant enemy who feels invincible\is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken?\That's right.\They all saved me. response:	Are you done with the chit-chat?
context: But how?\An arrogant enemy who feels invincible\is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken?\That's right.\They all saved me.\Are you done with the chit-chat? response:	Is your motivation back?
context: An arrogant enemy who feels invincible\is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken?\That's right.\They all saved me.\Are you done with the chit-chat?\Is your motivation back? response:	It's my turn, then.
context: is the most vulnerable opponent of all.\And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken?\That's right.\They all saved me.\Are you done with the chit-chat?\Is your motivation back?\It's my turn, then. response:	That's right.
context: And did I hear right, that the ones beyond that door\are the very ones who desperately tried to save you when you were taken?\That's right.\They all saved me.\Are you done with the chit-chat?\Is your motivation back?\It's my turn, then.\That's right. response:	That is your optimal solution.
context: are the very ones who desperately tried to save you when you were taken?\That's right.\They all saved me.\Are you done with the chit-chat?\Is your motivation back?\It's my turn, then.\That's right.\That is your optimal solution. response:	It wouldn't be fun any other way.
context: That's right.\They all saved me.\Are you done with the chit-chat?\Is your motivation back?\It's my turn, then.\That's right.\That is your optimal solution.\It wouldn't be fun any other way. response:	But...
context: They all saved me.\Are you done with the chit-chat?\Is your motivation back?\It's my turn, then.\That's right.\That is your optimal solution.\It wouldn't be fun any other way.\But... response:	It's already over.
context: Are you done with the chit-chat?\Is your motivation back?\It's my turn, then.\That's right.\That is your optimal solution.\It wouldn't be fun any other way.\But...\It's already over. response:	Another one!
context: Is your motivation back?\It's my turn, then.\That's right.\That is your optimal solution.\It wouldn't be fun any other way.\But...\It's already over.\Another one! response:	Of course! There are two of you.
context: It's my turn, then.\That's right.\That is your optimal solution.\It wouldn't be fun any other way.\But...\It's already over.\Another one!\Of course! There are two of you. response:	Shit!
context: That's right.\That is your optimal solution.\It wouldn't be fun any other way.\But...\It's already over.\Another one!\Of course! There are two of you.\Shit! response:	All right, that's that.
context: That is your optimal solution.\It wouldn't be fun any other way.\But...\It's already over.\Another one!\Of course! There are two of you.\Shit!\All right, that's that. response:	So, what will you do, mister?
context: It wouldn't be fun any other way.\But...\It's already over.\Another one!\Of course! There are two of you.\Shit!\All right, that's that.\So, what will you do, mister? response:	Thanks to you,
context: But...\It's already over.\Another one!\Of course! There are two of you.\Shit!\All right, that's that.\So, what will you do, mister?\Thanks to you, response:	the tiger didn't get away.
context: It's already over.\Another one!\Of course! There are two of you.\Shit!\All right, that's that.\So, what will you do, mister?\Thanks to you,\the tiger didn't get away. response:	So I could let you go as a sign of my appreciation.
context: Another one!\Of course! There are two of you.\Shit!\All right, that's that.\So, what will you do, mister?\Thanks to you,\the tiger didn't get away.\So I could let you go as a sign of my appreciation. response:	Or maybe I want to see your expression when Anne catches you.
context: Of course! There are two of you.\Shit!\All right, that's that.\So, what will you do, mister?\Thanks to you,\the tiger didn't get away.\So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you. response:	Do you want to try me?
context: Shit!\All right, that's that.\So, what will you do, mister?\Thanks to you,\the tiger didn't get away.\So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you.\Do you want to try me? response:	What? What's going on?
context: All right, that's that.\So, what will you do, mister?\Thanks to you,\the tiger didn't get away.\So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you.\Do you want to try me?\What? What's going on? response:	My legs are trembling so much, I can't move.
context: So, what will you do, mister?\Thanks to you,\the tiger didn't get away.\So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you.\Do you want to try me?\What? What's going on?\My legs are trembling so much, I can't move. response:	Is this pure malice?
context: Thanks to you,\the tiger didn't get away.\So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you.\Do you want to try me?\What? What's going on?\My legs are trembling so much, I can't move.\Is this pure malice? response:	But why can't Anne move, either?
context: the tiger didn't get away.\So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you.\Do you want to try me?\What? What's going on?\My legs are trembling so much, I can't move.\Is this pure malice?\But why can't Anne move, either? response:	It won't work.
context: So I could let you go as a sign of my appreciation.\Or maybe I want to see your expression when Anne catches you.\Do you want to try me?\What? What's going on?\My legs are trembling so much, I can't move.\Is this pure malice?\But why can't Anne move, either?\It won't work. response:	You've already lost.
context: Or maybe I want to see your expression when Anne catches you.\Do you want to try me?\What? What's going on?\My legs are trembling so much, I can't move.\Is this pure malice?\But why can't Anne move, either?\It won't work.\You've already lost. response:	Look at the door.
context: Do you want to try me?\What? What's going on?\My legs are trembling so much, I can't move.\Is this pure malice?\But why can't Anne move, either?\It won't work.\You've already lost.\Look at the door. response:	What?!
context: What? What's going on?\My legs are trembling so much, I can't move.\Is this pure malice?\But why can't Anne move, either?\It won't work.\You've already lost.\Look at the door.\What?! response:	But I know I shut the door.
context: My legs are trembling so much, I can't move.\Is this pure malice?\But why can't Anne move, either?\It won't work.\You've already lost.\Look at the door.\What?!\But I know I shut the door. response:	Why?
context: Is this pure malice?\But why can't Anne move, either?\It won't work.\You've already lost.\Look at the door.\What?!\But I know I shut the door.\Why? response:	You've made one mistake.
context: But why can't Anne move, either?\It won't work.\You've already lost.\Look at the door.\What?!\But I know I shut the door.\Why?\You've made one mistake. response:	This fight was two against one from the very start!
context: It won't work.\You've already lost.\Look at the door.\What?!\But I know I shut the door.\Why?\You've made one mistake.\This fight was two against one from the very start! response:	The moment the door opened,
context: You've already lost.\Look at the door.\What?!\But I know I shut the door.\Why?\You've made one mistake.\This fight was two against one from the very start!\The moment the door opened, response:	Tanizaki-san used his Light Snow ability to create a false door.
context: Look at the door.\What?!\But I know I shut the door.\Why?\You've made one mistake.\This fight was two against one from the very start!\The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door. response:	Impossible.
context: What?!\But I know I shut the door.\Why?\You've made one mistake.\This fight was two against one from the very start!\The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door.\Impossible. response:	And you were able to resist the force
context: But I know I shut the door.\Why?\You've made one mistake.\This fight was two against one from the very start!\The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door.\Impossible.\And you were able to resist the force response:	sucking you into the room with your arms and legs alone?
context: Why?\You've made one mistake.\This fight was two against one from the very start!\The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door.\Impossible.\And you were able to resist the force\sucking you into the room with your arms and legs alone? response:	You misunderstand me.
context: You've made one mistake.\This fight was two against one from the very start!\The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door.\Impossible.\And you were able to resist the force\sucking you into the room with your arms and legs alone?\You misunderstand me. response:	I am not strong, and I'm not popular.
context: This fight was two against one from the very start!\The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door.\Impossible.\And you were able to resist the force\sucking you into the room with your arms and legs alone?\You misunderstand me.\I am not strong, and I'm not popular. response:	Rather, I've led a cursed life.
context: The moment the door opened,\Tanizaki-san used his Light Snow ability to create a false door.\Impossible.\And you were able to resist the force\sucking you into the room with your arms and legs alone?\You misunderstand me.\I am not strong, and I'm not popular.\Rather, I've led a cursed life. response:	That's why I understand your jealousy and hatred of others all too well.
context: Tanizaki-san used his Light Snow ability to create a false door.\Impossible.\And you were able to resist the force\sucking you into the room with your arms and legs alone?\You misunderstand me.\I am not strong, and I'm not popular.\Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well. response:	I don't really want you to fail this mission!
context: Impossible.\And you were able to resist the force\sucking you into the room with your arms and legs alone?\You misunderstand me.\I am not strong, and I'm not popular.\Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission! response:	I don't want you to lose the place where you can feel you belong!
context: And you were able to resist the force\sucking you into the room with your arms and legs alone?\You misunderstand me.\I am not strong, and I'm not popular.\Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong! response:	But because I'm weak and inexperienced,
context: sucking you into the room with your arms and legs alone?\You misunderstand me.\I am not strong, and I'm not popular.\Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced, response:	I can think of no other way!
context: You misunderstand me.\I am not strong, and I'm not popular.\Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced,\I can think of no other way! response:	What?
context: I am not strong, and I'm not popular.\Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced,\I can think of no other way!\What? response:	This is...
context: Rather, I've led a cursed life.\That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced,\I can think of no other way!\What?\This is... response:	I tied a ribbon to you.
context: That's why I understand your jealousy and hatred of others all too well.\I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced,\I can think of no other way!\What?\This is...\I tied a ribbon to you. response:	Release your ability and let everyone go!
context: I don't really want you to fail this mission!\I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced,\I can think of no other way!\What?\This is...\I tied a ribbon to you.\Release your ability and let everyone go! response:	Or I'll drag you into the room.
context: I don't want you to lose the place where you can feel you belong!\But because I'm weak and inexperienced,\I can think of no other way!\What?\This is...\I tied a ribbon to you.\Release your ability and let everyone go!\Or I'll drag you into the room. response:	Without a key, the door won't open.
context: But because I'm weak and inexperienced,\I can think of no other way!\What?\This is...\I tied a ribbon to you.\Release your ability and let everyone go!\Or I'll drag you into the room.\Without a key, the door won't open. response:	That means if you're imprisoned inside,
context: I can think of no other way!\What?\This is...\I tied a ribbon to you.\Release your ability and let everyone go!\Or I'll drag you into the room.\Without a key, the door won't open.\That means if you're imprisoned inside, response:	no one can ever open that door.
context: What?\This is...\I tied a ribbon to you.\Release your ability and let everyone go!\Or I'll drag you into the room.\Without a key, the door won't open.\That means if you're imprisoned inside,\no one can ever open that door. response:	If that happens, you won't be able to return to reality
context: This is...\I tied a ribbon to you.\Release your ability and let everyone go!\Or I'll drag you into the room.\Without a key, the door won't open.\That means if you're imprisoned inside,\no one can ever open that door.\If that happens, you won't be able to return to reality response:	even if you release your ability.
context: I tied a ribbon to you.\Release your ability and let everyone go!\Or I'll drag you into the room.\Without a key, the door won't open.\That means if you're imprisoned inside,\no one can ever open that door.\If that happens, you won't be able to return to reality\even if you release your ability. response:	Am I wrong?
context: Release your ability and let everyone go!\Or I'll drag you into the room.\Without a key, the door won't open.\That means if you're imprisoned inside,\no one can ever open that door.\If that happens, you won't be able to return to reality\even if you release your ability.\Am I wrong? response:	That's...
context: Or I'll drag you into the room.\Without a key, the door won't open.\That means if you're imprisoned inside,\no one can ever open that door.\If that happens, you won't be able to return to reality\even if you release your ability.\Am I wrong?\That's... response:	Our abilities aren't tools of convenience made to control everyone else.
context: Without a key, the door won't open.\That means if you're imprisoned inside,\no one can ever open that door.\If that happens, you won't be able to return to reality\even if you release your ability.\Am I wrong?\That's...\Our abilities aren't tools of convenience made to control everyone else. response:	I know that better than most.
context: That means if you're imprisoned inside,\no one can ever open that door.\If that happens, you won't be able to return to reality\even if you release your ability.\Am I wrong?\That's...\Our abilities aren't tools of convenience made to control everyone else.\I know that better than most. response:	Do you want to be trapped in the dimension of your own making until you die
context: no one can ever open that door.\If that happens, you won't be able to return to reality\even if you release your ability.\Am I wrong?\That's...\Our abilities aren't tools of convenience made to control everyone else.\I know that better than most.\Do you want to be trapped in the dimension of your own making until you die response:	No, even after you die?
context: If that happens, you won't be able to return to reality\even if you release your ability.\Am I wrong?\That's...\Our abilities aren't tools of convenience made to control everyone else.\I know that better than most.\Do you want to be trapped in the dimension of your own making until you die\No, even after you die? response:	I'm going to let go.
context: even if you release your ability.\Am I wrong?\That's...\Our abilities aren't tools of convenience made to control everyone else.\I know that better than most.\Do you want to be trapped in the dimension of your own making until you die\No, even after you die?\I'm going to let go. response:	You only have that split second before the door closes to decide.
context: Am I wrong?\That's...\Our abilities aren't tools of convenience made to control everyone else.\I know that better than most.\Do you want to be trapped in the dimension of your own making until you die\No, even after you die?\I'm going to let go.\You only have that split second before the door closes to decide. response:	No, wait!
context: That's...\Our abilities aren't tools of convenience made to control everyone else.\I know that better than most.\Do you want to be trapped in the dimension of your own making until you die\No, even after you die?\I'm going to let go.\You only have that split second before the door closes to decide.\No, wait! response:	Um, hey...
context: Our abilities aren't tools of convenience made to control everyone else.\I know that better than most.\Do you want to be trapped in the dimension of your own making until you die\No, even after you die?\I'm going to let go.\You only have that split second before the door closes to decide.\No, wait!\Um, hey... response:	If I...
context: I know that better than most.\Do you want to be trapped in the dimension of your own making until you die\No, even after you die?\I'm going to let go.\You only have that split second before the door closes to decide.\No, wait!\Um, hey...\If I... response:	If I can do anything for you...
context: Do you want to be trapped in the dimension of your own making until you die\No, even after you die?\I'm going to let go.\You only have that split second before the door closes to decide.\No, wait!\Um, hey...\If I...\If I can do anything for you... response:	Um!
context: No, even after you die?\I'm going to let go.\You only have that split second before the door closes to decide.\No, wait!\Um, hey...\If I...\If I can do anything for you...\Um! response:	Oh, Elise-chan!
context: I'm going to let go.\You only have that split second before the door closes to decide.\No, wait!\Um, hey...\If I...\If I can do anything for you...\Um!\Oh, Elise-chan! response:	Are you okay?!
context: You only have that split second before the door closes to decide.\No, wait!\Um, hey...\If I...\If I can do anything for you...\Um!\Oh, Elise-chan!\Are you okay?! response:	Where've you been!
context: No, wait!\Um, hey...\If I...\If I can do anything for you...\Um!\Oh, Elise-chan!\Are you okay?!\Where've you been! response:	I was so worried!
context: Um, hey...\If I...\If I can do anything for you...\Um!\Oh, Elise-chan!\Are you okay?!\Where've you been!\I was so worried! response:	You just up and vanished...
context: If I...\If I can do anything for you...\Um!\Oh, Elise-chan!\Are you okay?!\Where've you been!\I was so worried!\You just up and vanished... response:	I thought Rintarou would worry if I suddenly disappeared.
context: If I can do anything for you...\Um!\Oh, Elise-chan!\Are you okay?!\Where've you been!\I was so worried!\You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared. response:	I wanted to make Rintarou cry.
context: Um!\Oh, Elise-chan!\Are you okay?!\Where've you been!\I was so worried!\You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry. response:	That's so mean, Elise-chan!
context: Oh, Elise-chan!\Are you okay?!\Where've you been!\I was so worried!\You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry.\That's so mean, Elise-chan! response:	But I forgive you, because you're so cute!
context: Are you okay?!\Where've you been!\I was so worried!\You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry.\That's so mean, Elise-chan!\But I forgive you, because you're so cute! response:	Kyouka-chan?
context: Where've you been!\I was so worried!\You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry.\That's so mean, Elise-chan!\But I forgive you, because you're so cute!\Kyouka-chan? response:	You came to get me?
context: I was so worried!\You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry.\That's so mean, Elise-chan!\But I forgive you, because you're so cute!\Kyouka-chan?\You came to get me? response:	I was worried.
context: You just up and vanished...\I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry.\That's so mean, Elise-chan!\But I forgive you, because you're so cute!\Kyouka-chan?\You came to get me?\I was worried. response:	Thank you.
