context: Kiss Him, Not Me response:	The Beach! Bathing Suits! Time to Get Serious!
context: Ka\Us\Let's regroup there, then!\See you later!\Serinuma-san!\You can't go alone!\Gosh, she runs off without a thought.\We'd better hurry, too. response:	Right!
context: Us\Let's regroup there, then!\See you later!\Serinuma-san!\You can't go alone!\Gosh, she runs off without a thought.\We'd better hurry, too.\Right! response:	How far could he have gone?
context: Let's regroup there, then!\See you later!\Serinuma-san!\You can't go alone!\Gosh, she runs off without a thought.\We'd better hurry, too.\Right!\How far could he have gone? response:	I should have caught up by now...
context: See you later!\Serinuma-san!\You can't go alone!\Gosh, she runs off without a thought.\We'd better hurry, too.\Right!\How far could he have gone?\I should have caught up by now... response:	Help me!
context: Serinuma-san!\You can't go alone!\Gosh, she runs off without a thought.\We'd better hurry, too.\Right!\How far could he have gone?\I should have caught up by now...\Help me! response:	Help me!
context: You can't go alone!\Gosh, she runs off without a thought.\We'd better hurry, too.\Right!\How far could he have gone?\I should have caught up by now...\Help me!\Help me! response:	Shinomiya-kun! Are you there?!
context: Gosh, she runs off without a thought.\We'd better hurry, too.\Right!\How far could he have gone?\I should have caught up by now...\Help me!\Help me!\Shinomiya-kun! Are you there?! response:	Serinuma-senpai?!
context: We'd better hurry, too.\Right!\How far could he have gone?\I should have caught up by now...\Help me!\Help me!\Shinomiya-kun! Are you there?!\Serinuma-senpai?! response:	Hey!
context: Right!\How far could he have gone?\I should have caught up by now...\Help me!\Help me!\Shinomiya-kun! Are you there?!\Serinuma-senpai?!\Hey! response:	Actually, stay away!
context: How far could he have gone?\I should have caught up by now...\Help me!\Help me!\Shinomiya-kun! Are you there?!\Serinuma-senpai?!\Hey!\Actually, stay away! response:	What are you saying?
context: I should have caught up by now...\Help me!\Help me!\Shinomiya-kun! Are you there?!\Serinuma-senpai?!\Hey!\Actually, stay away!\What are you saying? response:	He's over there.
context: Help me!\Help me!\Shinomiya-kun! Are you there?!\Serinuma-senpai?!\Hey!\Actually, stay away!\What are you saying?\He's over there. response:	I'll be right there!
context: Help me!\Shinomiya-kun! Are you there?!\Serinuma-senpai?!\Hey!\Actually, stay away!\What are you saying?\He's over there.\I'll be right there! response:	N-No!
context: Shinomiya-kun! Are you there?!\Serinuma-senpai?!\Hey!\Actually, stay away!\What are you saying?\He's over there.\I'll be right there!\N-No! response:	Tentacles X Pretty Boy
context: Serinuma-senpai?!\Hey!\Actually, stay away!\What are you saying?\He's over there.\I'll be right there!\N-No!\Tentacles X Pretty Boy response:	Tentacles X Pretty Boy!
context: Hey!\Actually, stay away!\What are you saying?\He's over there.\I'll be right there!\N-No!\Tentacles X Pretty Boy\Tentacles X Pretty Boy! response:	P-Please don't look at me.
context: Actually, stay away!\What are you saying?\He's over there.\I'll be right there!\N-No!\Tentacles X Pretty Boy\Tentacles X Pretty Boy!\P-Please don't look at me. response:	Ka
context: What are you saying?\He's over there.\I'll be right there!\N-No!\Tentacles X Pretty Boy\Tentacles X Pretty Boy!\P-Please don't look at me.\Ka response:	I'll free you right away.
context: He's over there.\I'll be right there!\N-No!\Tentacles X Pretty Boy\Tentacles X Pretty Boy!\P-Please don't look at me.\Ka\I'll free you right away. response:	How did you end up like that?
context: I'll be right there!\N-No!\Tentacles X Pretty Boy\Tentacles X Pretty Boy!\P-Please don't look at me.\Ka\I'll free you right away.\How did you end up like that? response:	A-At first it was like...
context: N-No!\Tentacles X Pretty Boy\Tentacles X Pretty Boy!\P-Please don't look at me.\Ka\I'll free you right away.\How did you end up like that?\A-At first it was like... response:	Shi
context: Tentacles X Pretty Boy\Tentacles X Pretty Boy!\P-Please don't look at me.\Ka\I'll free you right away.\How did you end up like that?\A-At first it was like...\Shi response:	The vine got caught around my ankle.
context: Tentacles X Pretty Boy!\P-Please don't look at me.\Ka\I'll free you right away.\How did you end up like that?\A-At first it was like...\Shi\The vine got caught around my ankle. response:	Ouch!
context: P-Please don't look at me.\Ka\I'll free you right away.\How did you end up like that?\A-At first it was like...\Shi\The vine got caught around my ankle.\Ouch! response:	Shi
context: Ka\I'll free you right away.\How did you end up like that?\A-At first it was like...\Shi\The vine got caught around my ankle.\Ouch!\Shi response:	And I fell.
context: I'll free you right away.\How did you end up like that?\A-At first it was like...\Shi\The vine got caught around my ankle.\Ouch!\Shi\And I fell. response:	Shi
context: How did you end up like that?\A-At first it was like...\Shi\The vine got caught around my ankle.\Ouch!\Shi\And I fell.\Shi response:	And when I tried to get it off...
context: A-At first it was like...\Shi\The vine got caught around my ankle.\Ouch!\Shi\And I fell.\Shi\And when I tried to get it off... response:	For some reason, my hands also got tangled up.
context: Shi\The vine got caught around my ankle.\Ouch!\Shi\And I fell.\Shi\And when I tried to get it off...\For some reason, my hands also got tangled up. response:	Shi
context: The vine got caught around my ankle.\Ouch!\Shi\And I fell.\Shi\And when I tried to get it off...\For some reason, my hands also got tangled up.\Shi response:	And when I thrashed around to break free...
context: Ouch!\Shi\And I fell.\Shi\And when I tried to get it off...\For some reason, my hands also got tangled up.\Shi\And when I thrashed around to break free... response:	Shi
context: Shi\And I fell.\Shi\And when I tried to get it off...\For some reason, my hands also got tangled up.\Shi\And when I thrashed around to break free...\Shi response:	My entire body got tangled up.
context: And I fell.\Shi\And when I tried to get it off...\For some reason, my hands also got tangled up.\Shi\And when I thrashed around to break free...\Shi\My entire body got tangled up. response:	So he's a klutz!
context: Shi\And when I tried to get it off...\For some reason, my hands also got tangled up.\Shi\And when I thrashed around to break free...\Shi\My entire body got tangled up.\So he's a klutz! response:	Y-You really saved me.
context: And when I tried to get it off...\For some reason, my hands also got tangled up.\Shi\And when I thrashed around to break free...\Shi\My entire body got tangled up.\So he's a klutz!\Y-You really saved me. response:	Thank you very much.
context: For some reason, my hands also got tangled up.\Shi\And when I thrashed around to break free...\Shi\My entire body got tangled up.\So he's a klutz!\Y-You really saved me.\Thank you very much. response:	I-I'm just happy you're not hurt.
context: Shi\And when I thrashed around to break free...\Shi\My entire body got tangled up.\So he's a klutz!\Y-You really saved me.\Thank you very much.\I-I'm just happy you're not hurt. response:	It's good! All good!
context: And when I thrashed around to break free...\Shi\My entire body got tangled up.\So he's a klutz!\Y-You really saved me.\Thank you very much.\I-I'm just happy you're not hurt.\It's good! All good! response:	I ended up looking weird in front of her again.
context: Shi\My entire body got tangled up.\So he's a klutz!\Y-You really saved me.\Thank you very much.\I-I'm just happy you're not hurt.\It's good! All good!\I ended up looking weird in front of her again. response:	Everyone else is looking for you, too.
context: My entire body got tangled up.\So he's a klutz!\Y-You really saved me.\Thank you very much.\I-I'm just happy you're not hurt.\It's good! All good!\I ended up looking weird in front of her again.\Everyone else is looking for you, too. response:	We decided to group up ahead here.
context: So he's a klutz!\Y-You really saved me.\Thank you very much.\I-I'm just happy you're not hurt.\It's good! All good!\I ended up looking weird in front of her again.\Everyone else is looking for you, too.\We decided to group up ahead here. response:	B-But...
context: Y-You really saved me.\Thank you very much.\I-I'm just happy you're not hurt.\It's good! All good!\I ended up looking weird in front of her again.\Everyone else is looking for you, too.\We decided to group up ahead here.\B-But... response:	Don't worry about it.
context: Thank you very much.\I-I'm just happy you're not hurt.\It's good! All good!\I ended up looking weird in front of her again.\Everyone else is looking for you, too.\We decided to group up ahead here.\B-But...\Don't worry about it. response:	That started quick!
context: I-I'm just happy you're not hurt.\It's good! All good!\I ended up looking weird in front of her again.\Everyone else is looking for you, too.\We decided to group up ahead here.\B-But...\Don't worry about it.\That started quick! response:	Let's run, Shinomiya-kun!
context: It's good! All good!\I ended up looking weird in front of her again.\Everyone else is looking for you, too.\We decided to group up ahead here.\B-But...\Don't worry about it.\That started quick!\Let's run, Shinomiya-kun! response:	Right.
context: I ended up looking weird in front of her again.\Everyone else is looking for you, too.\We decided to group up ahead here.\B-But...\Don't worry about it.\That started quick!\Let's run, Shinomiya-kun!\Right. response:	Grand Hotel
context: Everyone else is looking for you, too.\We decided to group up ahead here.\B-But...\Don't worry about it.\That started quick!\Let's run, Shinomiya-kun!\Right.\Grand Hotel response:	Is this...
context: We decided to group up ahead here.\B-But...\Don't worry about it.\That started quick!\Let's run, Shinomiya-kun!\Right.\Grand Hotel\Is this... response:	Ka
context: B-But...\Don't worry about it.\That started quick!\Let's run, Shinomiya-kun!\Right.\Grand Hotel\Is this...\Ka response:	Shi
context: Don't worry about it.\That started quick!\Let's run, Shinomiya-kun!\Right.\Grand Hotel\Is this...\Ka\Shi response:	I-It's scary!
context: That started quick!\Let's run, Shinomiya-kun!\Right.\Grand Hotel\Is this...\Ka\Shi\I-It's scary! response:	But it'll be more dangerous if we stay out here!
context: Let's run, Shinomiya-kun!\Right.\Grand Hotel\Is this...\Ka\Shi\I-It's scary!\But it'll be more dangerous if we stay out here! response:	Let's take shelter from the rain for now.
context: Right.\Grand Hotel\Is this...\Ka\Shi\I-It's scary!\But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now. response:	Right.
context: Grand Hotel\Is this...\Ka\Shi\I-It's scary!\But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now.\Right. response:	I wonder if everyone else is okay.
context: Is this...\Ka\Shi\I-It's scary!\But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now.\Right.\I wonder if everyone else is okay. response:	Here. Wear this.
context: Ka\Shi\I-It's scary!\But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now.\Right.\I wonder if everyone else is okay.\Here. Wear this. response:	Huh? What about you? Aren't you cold?
context: Shi\I-It's scary!\But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now.\Right.\I wonder if everyone else is okay.\Here. Wear this.\Huh? What about you? Aren't you cold? response:	I'm fine.
context: I-It's scary!\But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now.\Right.\I wonder if everyone else is okay.\Here. Wear this.\Huh? What about you? Aren't you cold?\I'm fine. response:	R-Really?
context: But it'll be more dangerous if we stay out here!\Let's take shelter from the rain for now.\Right.\I wonder if everyone else is okay.\Here. Wear this.\Huh? What about you? Aren't you cold?\I'm fine.\R-Really? response:	Thanks.
context: Let's take shelter from the rain for now.\Right.\I wonder if everyone else is okay.\Here. Wear this.\Huh? What about you? Aren't you cold?\I'm fine.\R-Really?\Thanks. response:	Don't thank me.
context: Right.\I wonder if everyone else is okay.\Here. Wear this.\Huh? What about you? Aren't you cold?\I'm fine.\R-Really?\Thanks.\Don't thank me. response:	Isn't it my fault we ended up here in the first place?
context: I wonder if everyone else is okay.\Here. Wear this.\Huh? What about you? Aren't you cold?\I'm fine.\R-Really?\Thanks.\Don't thank me.\Isn't it my fault we ended up here in the first place? response:	It's because I can't do anything right, and just get in the way.
context: Here. Wear this.\Huh? What about you? Aren't you cold?\I'm fine.\R-Really?\Thanks.\Don't thank me.\Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way. response:	Shinomi
context: Huh? What about you? Aren't you cold?\I'm fine.\R-Really?\Thanks.\Don't thank me.\Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way.\Shinomi response:	Wh-What?!
context: I'm fine.\R-Really?\Thanks.\Don't thank me.\Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way.\Shinomi\Wh-What?! response:	I-Is anybody there?!
context: R-Really?\Thanks.\Don't thank me.\Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way.\Shinomi\Wh-What?!\I-Is anybody there?! response:	Something's there!
context: Thanks.\Don't thank me.\Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way.\Shinomi\Wh-What?!\I-Is anybody there?!\Something's there! response:	And now there's chanting?!
context: Don't thank me.\Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way.\Shinomi\Wh-What?!\I-Is anybody there?!\Something's there!\And now there's chanting?! response:	Lord have mercy. Lord have mercy. Lord have mercy.
context: Isn't it my fault we ended up here in the first place?\It's because I can't do anything right, and just get in the way.\Shinomi\Wh-What?!\I-Is anybody there?!\Something's there!\And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy. response:	It's coming from you?!
context: It's because I can't do anything right, and just get in the way.\Shinomi\Wh-What?!\I-Is anybody there?!\Something's there!\And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?! response:	Leave it to me!
context: Shinomi\Wh-What?!\I-Is anybody there?!\Something's there!\And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?!\Leave it to me! response:	I already have experience from sending my lord to the other side!
context: Wh-What?!\I-Is anybody there?!\Something's there!\And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?!\Leave it to me!\I already have experience from sending my lord to the other side! response:	Oh! But that was an illusion caused by mushrooms!
context: I-Is anybody there?!\Something's there!\And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?!\Leave it to me!\I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms! response:	It's fine, though!
context: Something's there!\And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?!\Leave it to me!\I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms!\It's fine, though! response:	Because I pray for Shion every day!
context: And now there's chanting?!\Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?!\Leave it to me!\I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms!\It's fine, though!\Because I pray for Shion every day! response:	You're making me even more scared, so stop!
context: Lord have mercy. Lord have mercy. Lord have mercy.\It's coming from you?!\Leave it to me!\I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms!\It's fine, though!\Because I pray for Shion every day!\You're making me even more scared, so stop! response:	Don't worry.
context: It's coming from you?!\Leave it to me!\I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms!\It's fine, though!\Because I pray for Shion every day!\You're making me even more scared, so stop!\Don't worry. response:	I know you're not good at handling scary things.
context: Leave it to me!\I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms!\It's fine, though!\Because I pray for Shion every day!\You're making me even more scared, so stop!\Don't worry.\I know you're not good at handling scary things. response:	But I'm fine, so no need to worry.
context: I already have experience from sending my lord to the other side!\Oh! But that was an illusion caused by mushrooms!\It's fine, though!\Because I pray for Shion every day!\You're making me even more scared, so stop!\Don't worry.\I know you're not good at handling scary things.\But I'm fine, so no need to worry. response:	No, well...
context: Oh! But that was an illusion caused by mushrooms!\It's fine, though!\Because I pray for Shion every day!\You're making me even more scared, so stop!\Don't worry.\I know you're not good at handling scary things.\But I'm fine, so no need to worry.\No, well... response:	She's shaking.
context: It's fine, though!\Because I pray for Shion every day!\You're making me even more scared, so stop!\Don't worry.\I know you're not good at handling scary things.\But I'm fine, so no need to worry.\No, well...\She's shaking. response:	It's all right!
context: Because I pray for Shion every day!\You're making me even more scared, so stop!\Don't worry.\I know you're not good at handling scary things.\But I'm fine, so no need to worry.\No, well...\She's shaking.\It's all right! response:	Idiot.
context: You're making me even more scared, so stop!\Don't worry.\I know you're not good at handling scary things.\But I'm fine, so no need to worry.\No, well...\She's shaking.\It's all right!\Idiot. response:	I'm an idiot.
context: Don't worry.\I know you're not good at handling scary things.\But I'm fine, so no need to worry.\No, well...\She's shaking.\It's all right!\Idiot.\I'm an idiot. response:	I'm a huge idiot.
context: I know you're not good at handling scary things.\But I'm fine, so no need to worry.\No, well...\She's shaking.\It's all right!\Idiot.\I'm an idiot.\I'm a huge idiot. response:	Forget about not being able to do anything, or not being good enough.
context: But I'm fine, so no need to worry.\No, well...\She's shaking.\It's all right!\Idiot.\I'm an idiot.\I'm a huge idiot.\Forget about not being able to do anything, or not being good enough. response:	It's all right.
context: No, well...\She's shaking.\It's all right!\Idiot.\I'm an idiot.\I'm a huge idiot.\Forget about not being able to do anything, or not being good enough.\It's all right. response:	This is no time to lose my nerve.
context: She's shaking.\It's all right!\Idiot.\I'm an idiot.\I'm a huge idiot.\Forget about not being able to do anything, or not being good enough.\It's all right.\This is no time to lose my nerve. response:	I'll protect you!
context: It's all right!\Idiot.\I'm an idiot.\I'm a huge idiot.\Forget about not being able to do anything, or not being good enough.\It's all right.\This is no time to lose my nerve.\I'll protect you! response:	Wow, so cool!
context: Idiot.\I'm an idiot.\I'm a huge idiot.\Forget about not being able to do anything, or not being good enough.\It's all right.\This is no time to lose my nerve.\I'll protect you!\Wow, so cool! response:	Seriously!
context: I'm an idiot.\I'm a huge idiot.\Forget about not being able to do anything, or not being good enough.\It's all right.\This is no time to lose my nerve.\I'll protect you!\Wow, so cool!\Seriously! response:	This is too funny!
context: I'm a huge idiot.\Forget about not being able to do anything, or not being good enough.\It's all right.\This is no time to lose my nerve.\I'll protect you!\Wow, so cool!\Seriously!\This is too funny! response:	Hi, there. We wanted to thank you for what happened earlier.
context: Forget about not being able to do anything, or not being good enough.\It's all right.\This is no time to lose my nerve.\I'll protect you!\Wow, so cool!\Seriously!\This is too funny!\Hi, there. We wanted to thank you for what happened earlier. response:	Did you guys have fun at the haunted house?
context: It's all right.\This is no time to lose my nerve.\I'll protect you!\Wow, so cool!\Seriously!\This is too funny!\Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house? response:	Those are the guys from the beach house.
context: This is no time to lose my nerve.\I'll protect you!\Wow, so cool!\Seriously!\This is too funny!\Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house?\Those are the guys from the beach house. response:	What are they doing here?
context: I'll protect you!\Wow, so cool!\Seriously!\This is too funny!\Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house?\Those are the guys from the beach house.\What are they doing here? response:	Surprised?
context: Wow, so cool!\Seriously!\This is too funny!\Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house?\Those are the guys from the beach house.\What are they doing here?\Surprised? response:	We were surprised, too.
context: Seriously!\This is too funny!\Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house?\Those are the guys from the beach house.\What are they doing here?\Surprised?\We were surprised, too. response:	We came to see who was crashing our hangout, and it's you guys!
context: This is too funny!\Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house?\Those are the guys from the beach house.\What are they doing here?\Surprised?\We were surprised, too.\We came to see who was crashing our hangout, and it's you guys! response:	Plus, those troublemakers with you before aren't here.
context: Hi, there. We wanted to thank you for what happened earlier.\Did you guys have fun at the haunted house?\Those are the guys from the beach house.\What are they doing here?\Surprised?\We were surprised, too.\We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here. response:	Talk about lucky, right?
context: Did you guys have fun at the haunted house?\Those are the guys from the beach house.\What are they doing here?\Surprised?\We were surprised, too.\We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here.\Talk about lucky, right? response:	And did you just say, I'll protect you to her?
context: Those are the guys from the beach house.\What are they doing here?\Surprised?\We were surprised, too.\We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here.\Talk about lucky, right?\And did you just say, I'll protect you to her? response:	When you were the brat that just hid behind those other guys?
context: What are they doing here?\Surprised?\We were surprised, too.\We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here.\Talk about lucky, right?\And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys? response:	Seriously, what a joke.
context: Surprised?\We were surprised, too.\We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here.\Talk about lucky, right?\And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys?\Seriously, what a joke. response:	Stop it
context: We were surprised, too.\We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here.\Talk about lucky, right?\And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys?\Seriously, what a joke.\Stop it response:	Now, now.
context: We came to see who was crashing our hangout, and it's you guys!\Plus, those troublemakers with you before aren't here.\Talk about lucky, right?\And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys?\Seriously, what a joke.\Stop it\Now, now. response:	Please stop.
context: Plus, those troublemakers with you before aren't here.\Talk about lucky, right?\And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys?\Seriously, what a joke.\Stop it\Now, now.\Please stop. response:	Please forgive me.
context: Talk about lucky, right?\And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys?\Seriously, what a joke.\Stop it\Now, now.\Please stop.\Please forgive me. response:	What a loser!
context: And did you just say, I'll protect you to her?\When you were the brat that just hid behind those other guys?\Seriously, what a joke.\Stop it\Now, now.\Please stop.\Please forgive me.\What a loser! response:	Get outta my sight.
context: When you were the brat that just hid behind those other guys?\Seriously, what a joke.\Stop it\Now, now.\Please stop.\Please forgive me.\What a loser!\Get outta my sight. response:	And you, come over here.
context: Seriously, what a joke.\Stop it\Now, now.\Please stop.\Please forgive me.\What a loser!\Get outta my sight.\And you, come over here. response:	No!
context: Stop it\Now, now.\Please stop.\Please forgive me.\What a loser!\Get outta my sight.\And you, come over here.\No! response:	As if...
context: Now, now.\Please stop.\Please forgive me.\What a loser!\Get outta my sight.\And you, come over here.\No!\As if... response:	I'd say that, dumbass!
context: Please stop.\Please forgive me.\What a loser!\Get outta my sight.\And you, come over here.\No!\As if...\I'd say that, dumbass! response:	Senpai, this way!
context: Please forgive me.\What a loser!\Get outta my sight.\And you, come over here.\No!\As if...\I'd say that, dumbass!\Senpai, this way! response:	Get back here!
context: What a loser!\Get outta my sight.\And you, come over here.\No!\As if...\I'd say that, dumbass!\Senpai, this way!\Get back here! response:	Hey.
context: Get outta my sight.\And you, come over here.\No!\As if...\I'd say that, dumbass!\Senpai, this way!\Get back here!\Hey. response:	Didn't I tell you
context: And you, come over here.\No!\As if...\I'd say that, dumbass!\Senpai, this way!\Get back here!\Hey.\Didn't I tell you response:	we'd kill you if you made a pass at her?
context: No!\As if...\I'd say that, dumbass!\Senpai, this way!\Get back here!\Hey.\Didn't I tell you\we'd kill you if you made a pass at her? response:	No!
context: As if...\I'd say that, dumbass!\Senpai, this way!\Get back here!\Hey.\Didn't I tell you\we'd kill you if you made a pass at her?\No! response:	So, that detour we took was crazy.
context: I'd say that, dumbass!\Senpai, this way!\Get back here!\Hey.\Didn't I tell you\we'd kill you if you made a pass at her?\No!\So, that detour we took was crazy. response:	There were snakes, and I swear there was a wild boar, too.
context: Senpai, this way!\Get back here!\Hey.\Didn't I tell you\we'd kill you if you made a pass at her?\No!\So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too. response:	Plus, that thunderstorm was serious. I thought we were done for.
context: Get back here!\Hey.\Didn't I tell you\we'd kill you if you made a pass at her?\No!\So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for. response:	And Nishina, next time tell us if there's a connected public road on the other side.
context: Hey.\Didn't I tell you\we'd kill you if you made a pass at her?\No!\So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side. response:	I really didn't know about it, though.
context: Didn't I tell you\we'd kill you if you made a pass at her?\No!\So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though. response:	Um...
context: we'd kill you if you made a pass at her?\No!\So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though.\Um... response:	I'm sorry that I caused so much trouble.
context: No!\So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though.\Um...\I'm sorry that I caused so much trouble. response:	Thank you very much.
context: So, that detour we took was crazy.\There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though.\Um...\I'm sorry that I caused so much trouble.\Thank you very much. response:	It's all good.
context: There were snakes, and I swear there was a wild boar, too.\Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though.\Um...\I'm sorry that I caused so much trouble.\Thank you very much.\It's all good. response:	We're all used to your freak-outs already.
context: Plus, that thunderstorm was serious. I thought we were done for.\And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though.\Um...\I'm sorry that I caused so much trouble.\Thank you very much.\It's all good.\We're all used to your freak-outs already. response:	Right?
context: And Nishina, next time tell us if there's a connected public road on the other side.\I really didn't know about it, though.\Um...\I'm sorry that I caused so much trouble.\Thank you very much.\It's all good.\We're all used to your freak-outs already.\Right? response:	Let's head home.
context: I really didn't know about it, though.\Um...\I'm sorry that I caused so much trouble.\Thank you very much.\It's all good.\We're all used to your freak-outs already.\Right?\Let's head home. response:	I'm not strong like these guys are.
context: Um...\I'm sorry that I caused so much trouble.\Thank you very much.\It's all good.\We're all used to your freak-outs already.\Right?\Let's head home.\I'm not strong like these guys are. response:	And maybe I'm not on the same level as them yet,
context: I'm sorry that I caused so much trouble.\Thank you very much.\It's all good.\We're all used to your freak-outs already.\Right?\Let's head home.\I'm not strong like these guys are.\And maybe I'm not on the same level as them yet, response:	But...
context: Thank you very much.\It's all good.\We're all used to your freak-outs already.\Right?\Let's head home.\I'm not strong like these guys are.\And maybe I'm not on the same level as them yet,\But... response:	But, still...
context: It's all good.\We're all used to your freak-outs already.\Right?\Let's head home.\I'm not strong like these guys are.\And maybe I'm not on the same level as them yet,\But...\But, still... response:	I don't want to lose her to anyone.
context: We're all used to your freak-outs already.\Right?\Let's head home.\I'm not strong like these guys are.\And maybe I'm not on the same level as them yet,\But...\But, still...\I don't want to lose her to anyone. response:	That's why...
context: Right?\Let's head home.\I'm not strong like these guys are.\And maybe I'm not on the same level as them yet,\But...\But, still...\I don't want to lose her to anyone.\That's why... response:	Nana
context: Let's head home.\I'm not strong like these guys are.\And maybe I'm not on the same level as them yet,\But...\But, still...\I don't want to lose her to anyone.\That's why...\Nana response:	Ka
context: I'm not strong like these guys are.\And maybe I'm not on the same level as them yet,\But...\But, still...\I don't want to lose her to anyone.\That's why...\Nana\Ka response:	Ni
context: And maybe I'm not on the same level as them yet,\But...\But, still...\I don't want to lose her to anyone.\That's why...\Nana\Ka\Ni response:	Mu
context: But...\But, still...\I don't want to lose her to anyone.\That's why...\Nana\Ka\Ni\Mu response:	Iga
context: But, still...\I don't want to lose her to anyone.\That's why...\Nana\Ka\Ni\Mu\Iga response:	Shi
context: I don't want to lose her to anyone.\That's why...\Nana\Ka\Ni\Mu\Iga\Shi response:	So dense.
context: That's why...\Nana\Ka\Ni\Mu\Iga\Shi\So dense. response:	Klutz.
context: Nana\Ka\Ni\Mu\Iga\Shi\So dense.\Klutz. response:	Are you okay?
context: Ka\Ni\Mu\Iga\Shi\So dense.\Klutz.\Are you okay? response:	I-I'm sorry.
context: Ni\Mu\Iga\Shi\So dense.\Klutz.\Are you okay?\I-I'm sorry. response:	I'm stuck.
context: Mu\Iga\Shi\So dense.\Klutz.\Are you okay?\I-I'm sorry.\I'm stuck. response:	Klutz appeal!
context: Iga\Shi\So dense.\Klutz.\Are you okay?\I-I'm sorry.\I'm stuck.\Klutz appeal! response:	I'll do my best!
context: Shi\So dense.\Klutz.\Are you okay?\I-I'm sorry.\I'm stuck.\Klutz appeal!\I'll do my best! response:	I feel so bored and lifeless.
context: So dense.\Klutz.\Are you okay?\I-I'm sorry.\I'm stuck.\Klutz appeal!\I'll do my best!\I feel so bored and lifeless. response:	The world should just end.
