context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: All 18 of those girls hated my guts...\No, being slapped in public makes one a man.\That was a medal for me.\That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span...\Hey.\Just kidding. response:	There's something under your nose.
context: No, being slapped in public makes one a man.\That was a medal for me.\That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span...\Hey.\Just kidding.\There's something under your nose. response:	Huh?
context: That was a medal for me.\That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span...\Hey.\Just kidding.\There's something under your nose.\Huh? response:	Hold still.
context: That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span...\Hey.\Just kidding.\There's something under your nose.\Huh?\Hold still. response:	There, it's gone.
context: That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span...\Hey.\Just kidding.\There's something under your nose.\Huh?\Hold still.\There, it's gone. response:	Thank you.
context: I've always been told I didn't have an attention span...\Hey.\Just kidding.\There's something under your nose.\Huh?\Hold still.\There, it's gone.\Thank you. response:	C'mon, less thinking more doing!
context: Hey.\Just kidding.\There's something under your nose.\Huh?\Hold still.\There, it's gone.\Thank you.\C'mon, less thinking more doing! response:	Yes! My extraordinary delightful face!
context: Just kidding.\There's something under your nose.\Huh?\Hold still.\There, it's gone.\Thank you.\C'mon, less thinking more doing!\Yes! My extraordinary delightful face! response:	Sorry!
context: There's something under your nose.\Huh?\Hold still.\There, it's gone.\Thank you.\C'mon, less thinking more doing!\Yes! My extraordinary delightful face!\Sorry! response:	Nah, I'm okay.
context: Huh?\Hold still.\There, it's gone.\Thank you.\C'mon, less thinking more doing!\Yes! My extraordinary delightful face!\Sorry!\Nah, I'm okay. response:	I didn't only slap you just now, I let you have it.
context: Hold still.\There, it's gone.\Thank you.\C'mon, less thinking more doing!\Yes! My extraordinary delightful face!\Sorry!\Nah, I'm okay.\I didn't only slap you just now, I let you have it. response:	Oh, you did?
context: There, it's gone.\Thank you.\C'mon, less thinking more doing!\Yes! My extraordinary delightful face!\Sorry!\Nah, I'm okay.\I didn't only slap you just now, I let you have it.\Oh, you did? response:	I honestly couldn't tell.
context: Thank you.\C'mon, less thinking more doing!\Yes! My extraordinary delightful face!\Sorry!\Nah, I'm okay.\I didn't only slap you just now, I let you have it.\Oh, you did?\I honestly couldn't tell. response:	Huh? You couldn't?
context: C'mon, less thinking more doing!\Yes! My extraordinary delightful face!\Sorry!\Nah, I'm okay.\I didn't only slap you just now, I let you have it.\Oh, you did?\I honestly couldn't tell.\Huh? You couldn't? response:	No, well, seriously.
context: Yes! My extraordinary delightful face!\Sorry!\Nah, I'm okay.\I didn't only slap you just now, I let you have it.\Oh, you did?\I honestly couldn't tell.\Huh? You couldn't?\No, well, seriously. response:	I'm totally okay.
context: Sorry!\Nah, I'm okay.\I didn't only slap you just now, I let you have it.\Oh, you did?\I honestly couldn't tell.\Huh? You couldn't?\No, well, seriously.\I'm totally okay. response:	Oh, the trash fell off.
context: Nah, I'm okay.\I didn't only slap you just now, I let you have it.\Oh, you did?\I honestly couldn't tell.\Huh? You couldn't?\No, well, seriously.\I'm totally okay.\Oh, the trash fell off. response:	Huh?
context: I didn't only slap you just now, I let you have it.\Oh, you did?\I honestly couldn't tell.\Huh? You couldn't?\No, well, seriously.\I'm totally okay.\Oh, the trash fell off.\Huh? response:	It was, um, stuck under your nose.
context: Oh, you did?\I honestly couldn't tell.\Huh? You couldn't?\No, well, seriously.\I'm totally okay.\Oh, the trash fell off.\Huh?\It was, um, stuck under your nose. response:	Eh...
context: I honestly couldn't tell.\Huh? You couldn't?\No, well, seriously.\I'm totally okay.\Oh, the trash fell off.\Huh?\It was, um, stuck under your nose.\Eh... response:	Uh, wait, where are you going?
context: Huh? You couldn't?\No, well, seriously.\I'm totally okay.\Oh, the trash fell off.\Huh?\It was, um, stuck under your nose.\Eh...\Uh, wait, where are you going? response:	Just to go look in a mirror.
context: No, well, seriously.\I'm totally okay.\Oh, the trash fell off.\Huh?\It was, um, stuck under your nose.\Eh...\Uh, wait, where are you going?\Just to go look in a mirror. response:	Mirror? Hey, hold on...
context: I'm totally okay.\Oh, the trash fell off.\Huh?\It was, um, stuck under your nose.\Eh...\Uh, wait, where are you going?\Just to go look in a mirror.\Mirror? Hey, hold on... response:	No I'm fine, I really mean it.
context: Oh, the trash fell off.\Huh?\It was, um, stuck under your nose.\Eh...\Uh, wait, where are you going?\Just to go look in a mirror.\Mirror? Hey, hold on...\No I'm fine, I really mean it. response:	Sorry, I'm sorry.
context: Huh?\It was, um, stuck under your nose.\Eh...\Uh, wait, where are you going?\Just to go look in a mirror.\Mirror? Hey, hold on...\No I'm fine, I really mean it.\Sorry, I'm sorry. response:	It's all cut up.
context: It was, um, stuck under your nose.\Eh...\Uh, wait, where are you going?\Just to go look in a mirror.\Mirror? Hey, hold on...\No I'm fine, I really mean it.\Sorry, I'm sorry.\It's all cut up. response:	It couldn't be.
context: Eh...\Uh, wait, where are you going?\Just to go look in a mirror.\Mirror? Hey, hold on...\No I'm fine, I really mean it.\Sorry, I'm sorry.\It's all cut up.\It couldn't be. response:	He hasn't come back.
context: Uh, wait, where are you going?\Just to go look in a mirror.\Mirror? Hey, hold on...\No I'm fine, I really mean it.\Sorry, I'm sorry.\It's all cut up.\It couldn't be.\He hasn't come back. response:	What was that all about?
context: Just to go look in a mirror.\Mirror? Hey, hold on...\No I'm fine, I really mean it.\Sorry, I'm sorry.\It's all cut up.\It couldn't be.\He hasn't come back.\What was that all about? response:	Dwelling on her...
context: Mirror? Hey, hold on...\No I'm fine, I really mean it.\Sorry, I'm sorry.\It's all cut up.\It couldn't be.\He hasn't come back.\What was that all about?\Dwelling on her... response:	Even though it's been a whole year...
context: No I'm fine, I really mean it.\Sorry, I'm sorry.\It's all cut up.\It couldn't be.\He hasn't come back.\What was that all about?\Dwelling on her...\Even though it's been a whole year... response:	Or in a way, maybe it's because it's been a whole year...
context: Sorry, I'm sorry.\It's all cut up.\It couldn't be.\He hasn't come back.\What was that all about?\Dwelling on her...\Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year... response:	We took no detours or shortcuts...
context: It's all cut up.\It couldn't be.\He hasn't come back.\What was that all about?\Dwelling on her...\Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: It couldn't be.\He hasn't come back.\What was that all about?\Dwelling on her...\Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: He hasn't come back.\What was that all about?\Dwelling on her...\Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: What was that all about?\Dwelling on her...\Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we spied from there sparkled, even if nothing big happened.
context: Dwelling on her...\Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: Even though it's been a whole year...\Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	Where is the Holy Land for people like us?
context: Or in a way, maybe it's because it's been a whole year...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us? response:	I guess it would have to be Big Sight?
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us?\I guess it would have to be Big Sight? response:	Wrong.
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us?\I guess it would have to be Big Sight?\Wrong. response:	Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us?\I guess it would have to be Big Sight?\Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa. response:	Wrong.
context: Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us?\I guess it would have to be Big Sight?\Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong. response:	Then, where?
context: The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us?\I guess it would have to be Big Sight?\Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong.\Then, where? response:	The Takizawa Lounge!
context: What we see from the marbles in our hands now is a little different...\Where is the Holy Land for people like us?\I guess it would have to be Big Sight?\Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong.\Then, where?\The Takizawa Lounge! response:	Where they charge 1000 yen for a cup of coffee?
context: Where is the Holy Land for people like us?\I guess it would have to be Big Sight?\Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong.\Then, where?\The Takizawa Lounge!\Where they charge 1000 yen for a cup of coffee? response:	Yeah, where they say all the employees are widows!
context: I guess it would have to be Big Sight?\Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong.\Then, where?\The Takizawa Lounge!\Where they charge 1000 yen for a cup of coffee?\Yeah, where they say all the employees are widows! response:	They also say it's the most expensive in the business!
context: Wrong.\Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong.\Then, where?\The Takizawa Lounge!\Where they charge 1000 yen for a cup of coffee?\Yeah, where they say all the employees are widows!\They also say it's the most expensive in the business! response:	Even if you see someone you know, you don't greet them.
context: Then Kamiigusa in Suginami Ward, or maybe Hitotsubashi or Otowa.\Wrong.\Then, where?\The Takizawa Lounge!\Where they charge 1000 yen for a cup of coffee?\Yeah, where they say all the employees are widows!\They also say it's the most expensive in the business!\Even if you see someone you know, you don't greet them. response:	Those are the rules and manners!
context: Wrong.\Then, where?\The Takizawa Lounge!\Where they charge 1000 yen for a cup of coffee?\Yeah, where they say all the employees are widows!\They also say it's the most expensive in the business!\Even if you see someone you know, you don't greet them.\Those are the rules and manners! response:	Holy Land finalized!
