context: You are what you eat! response:	Home Delivery Vegetables Tanaka Farms Fresh Vegetables Set Veggies Good Enough to Be the Main Dish!
context: I guess we could ask Bomber to drive.\B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine.\I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer.\But when it's summer, response:	doesn't ice cream taste even better?
context: B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine.\I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer.\But when it's summer,\doesn't ice cream taste even better? response:	Ice cream!
context: Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine.\I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer.\But when it's summer,\doesn't ice cream taste even better?\Ice cream! response:	Summer is amazing, isn't it, Master?!
context: He's a friend of mine.\I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer.\But when it's summer,\doesn't ice cream taste even better?\Ice cream!\Summer is amazing, isn't it, Master?! response:	They're so simple-minded...
context: I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer.\But when it's summer,\doesn't ice cream taste even better?\Ice cream!\Summer is amazing, isn't it, Master?!\They're so simple-minded... response:	Yes! How could I forget?
context: I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer.\But when it's summer,\doesn't ice cream taste even better?\Ice cream!\Summer is amazing, isn't it, Master?!\They're so simple-minded...\Yes! How could I forget? response:	Summer has the best snack of all: ice cream!
context: But it's so hot in summer.\But when it's summer,\doesn't ice cream taste even better?\Ice cream!\Summer is amazing, isn't it, Master?!\They're so simple-minded...\Yes! How could I forget?\Summer has the best snack of all: ice cream! response:	Well, one way or another, I guess it's good they cheered up.
context: But when it's summer,\doesn't ice cream taste even better?\Ice cream!\Summer is amazing, isn't it, Master?!\They're so simple-minded...\Yes! How could I forget?\Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up. response:	Hey, wake up, Umaru.
context: doesn't ice cream taste even better?\Ice cream!\Summer is amazing, isn't it, Master?!\They're so simple-minded...\Yes! How could I forget?\Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru. response:	What is it? It's so early...
context: Ice cream!\Summer is amazing, isn't it, Master?!\They're so simple-minded...\Yes! How could I forget?\Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru.\What is it? It's so early... response:	Take a look outside.
context: Summer is amazing, isn't it, Master?!\They're so simple-minded...\Yes! How could I forget?\Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru.\What is it? It's so early...\Take a look outside. response:	Huh?
context: They're so simple-minded...\Yes! How could I forget?\Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru.\What is it? It's so early...\Take a look outside.\Huh? response:	The weather cleared.
context: Yes! How could I forget?\Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru.\What is it? It's so early...\Take a look outside.\Huh?\The weather cleared. response:	It's summer, Onii-chan!
context: Summer has the best snack of all: ice cream!\Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru.\What is it? It's so early...\Take a look outside.\Huh?\The weather cleared.\It's summer, Onii-chan! response:	My younger sister, Umaru, is hot and popular.
context: Well, one way or another, I guess it's good they cheered up.\Hey, wake up, Umaru.\What is it? It's so early...\Take a look outside.\Huh?\The weather cleared.\It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular. response:	Umaru un
context: Hey, wake up, Umaru.\What is it? It's so early...\Take a look outside.\Huh?\The weather cleared.\It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular.\Umaru un response:	She's kind, smart, and gifted with many talents.
context: What is it? It's so early...\Take a look outside.\Huh?\The weather cleared.\It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular.\Umaru un\She's kind, smart, and gifted with many talents. response:	She's the perfect high school student, without any flaws.
context: Take a look outside.\Huh?\The weather cleared.\It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular.\Umaru un\She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws. response:	At least, that's what everyone seems to think...
context: Huh?\The weather cleared.\It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular.\Umaru un\She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think... response:	Wasn't shopping fun, Umaru-chan?
context: The weather cleared.\It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular.\Umaru un\She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan? response:	Yeah. I got some really great stuff.
context: It's summer, Onii-chan!\My younger sister, Umaru, is hot and popular.\Umaru un\She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff. response:	It's so hot again today.
context: My younger sister, Umaru, is hot and popular.\Umaru un\She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff.\It's so hot again today. response:	I want something cold to eat.
context: Umaru un\She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff.\It's so hot again today.\I want something cold to eat. response:	New Sweets with Mixed Ingredients!
context: She's kind, smart, and gifted with many talents.\She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff.\It's so hot again today.\I want something cold to eat.\New Sweets with Mixed Ingredients! response:	Ah, Ebina-chan, you got the red bean wafer sandwich.
context: She's the perfect high school student, without any flaws.\At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff.\It's so hot again today.\I want something cold to eat.\New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich. response:	The one in the box.
context: At least, that's what everyone seems to think...\Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff.\It's so hot again today.\I want something cold to eat.\New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box. response:	Yeah, I really like these.
context: Wasn't shopping fun, Umaru-chan?\Yeah. I got some really great stuff.\It's so hot again today.\I want something cold to eat.\New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box.\Yeah, I really like these. response:	You got the soda one, Umaru-chan?
context: Yeah. I got some really great stuff.\It's so hot again today.\I want something cold to eat.\New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box.\Yeah, I really like these.\You got the soda one, Umaru-chan? response:	Yep.
context: It's so hot again today.\I want something cold to eat.\New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box.\Yeah, I really like these.\You got the soda one, Umaru-chan?\Yep. response:	It's so good.
context: I want something cold to eat.\New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box.\Yeah, I really like these.\You got the soda one, Umaru-chan?\Yep.\It's so good. response:	Yeah.
context: New Sweets with Mixed Ingredients!\Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box.\Yeah, I really like these.\You got the soda one, Umaru-chan?\Yep.\It's so good.\Yeah. response:	Nothing says summer like ice cream.
context: Ah, Ebina-chan, you got the red bean wafer sandwich.\The one in the box.\Yeah, I really like these.\You got the soda one, Umaru-chan?\Yep.\It's so good.\Yeah.\Nothing says summer like ice cream. response:	Yep.
context: The one in the box.\Yeah, I really like these.\You got the soda one, Umaru-chan?\Yep.\It's so good.\Yeah.\Nothing says summer like ice cream.\Yep. response:	Now, UMR-san!
context: Yeah, I really like these.\You got the soda one, Umaru-chan?\Yep.\It's so good.\Yeah.\Nothing says summer like ice cream.\Yep.\Now, UMR-san! response:	Wait...
context: You got the soda one, Umaru-chan?\Yep.\It's so good.\Yeah.\Nothing says summer like ice cream.\Yep.\Now, UMR-san!\Wait... response:	The way it's facing, and that angle...
context: Yep.\It's so good.\Yeah.\Nothing says summer like ice cream.\Yep.\Now, UMR-san!\Wait...\The way it's facing, and that angle... response:	We can do this! I'm going for double!
context: It's so good.\Yeah.\Nothing says summer like ice cream.\Yep.\Now, UMR-san!\Wait...\The way it's facing, and that angle...\We can do this! I'm going for double! response:	You're going for two?
context: Yeah.\Nothing says summer like ice cream.\Yep.\Now, UMR-san!\Wait...\The way it's facing, and that angle...\We can do this! I'm going for double!\You're going for two? response:	There we go!
context: Nothing says summer like ice cream.\Yep.\Now, UMR-san!\Wait...\The way it's facing, and that angle...\We can do this! I'm going for double!\You're going for two?\There we go! response:	How do you achieve such balance?!
context: Yep.\Now, UMR-san!\Wait...\The way it's facing, and that angle...\We can do this! I'm going for double!\You're going for two?\There we go!\How do you achieve such balance?! response:	You did it!
context: Now, UMR-san!\Wait...\The way it's facing, and that angle...\We can do this! I'm going for double!\You're going for two?\There we go!\How do you achieve such balance?!\You did it! response:	Nothing less from you, UMR-san!
context: Wait...\The way it's facing, and that angle...\We can do this! I'm going for double!\You're going for two?\There we go!\How do you achieve such balance?!\You did it!\Nothing less from you, UMR-san! response:	You like matcha, TSF-san?
context: The way it's facing, and that angle...\We can do this! I'm going for double!\You're going for two?\There we go!\How do you achieve such balance?!\You did it!\Nothing less from you, UMR-san!\You like matcha, TSF-san? response:	I love all things Japanese, so I drink matcha all the time.
context: We can do this! I'm going for double!\You're going for two?\There we go!\How do you achieve such balance?!\You did it!\Nothing less from you, UMR-san!\You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time. response:	It's delicious.
context: You're going for two?\There we go!\How do you achieve such balance?!\You did it!\Nothing less from you, UMR-san!\You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time.\It's delicious. response:	Ah, I see.
context: There we go!\How do you achieve such balance?!\You did it!\Nothing less from you, UMR-san!\You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time.\It's delicious.\Ah, I see. response:	Still, you've got a lot to learn if you're eating ice cream in a cup like that.
context: How do you achieve such balance?!\You did it!\Nothing less from you, UMR-san!\You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time.\It's delicious.\Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that. response:	Really?
context: You did it!\Nothing less from you, UMR-san!\You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time.\It's delicious.\Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really? response:	When you eat ice cream in a cup...
context: Nothing less from you, UMR-san!\You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time.\It's delicious.\Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really?\When you eat ice cream in a cup... response:	You first lick the lid.
context: You like matcha, TSF-san?\I love all things Japanese, so I drink matcha all the time.\It's delicious.\Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really?\When you eat ice cream in a cup...\You first lick the lid. response:	The lid?
context: I love all things Japanese, so I drink matcha all the time.\It's delicious.\Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really?\When you eat ice cream in a cup...\You first lick the lid.\The lid? response:	Emperor penguins live in a very cold region,
context: It's delicious.\Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really?\When you eat ice cream in a cup...\You first lick the lid.\The lid?\Emperor penguins live in a very cold region, response:	and stand very still, even when warming their eggs.
context: Ah, I see.\Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really?\When you eat ice cream in a cup...\You first lick the lid.\The lid?\Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs. response:	Nothing is better in summer
context: Still, you've got a lot to learn if you're eating ice cream in a cup like that.\Really?\When you eat ice cream in a cup...\You first lick the lid.\The lid?\Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs.\Nothing is better in summer response:	than watching a DVD on emperor penguins while eating ice cream.
context: Really?\When you eat ice cream in a cup...\You first lick the lid.\The lid?\Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs.\Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream. response:	Indeed, Master!
context: When you eat ice cream in a cup...\You first lick the lid.\The lid?\Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs.\Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master! response:	Have some ice cream, too, Kirie-chan.
context: You first lick the lid.\The lid?\Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs.\Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master!\Have some ice cream, too, Kirie-chan. response:	N-No, Master! That's your ice cream, so I could never...
context: The lid?\Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs.\Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master!\Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never... response:	It's fine! I bought plenty!
context: Emperor penguins live in a very cold region,\and stand very still, even when warming their eggs.\Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master!\Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty! response:	Oh, my goodness! You even have a cooler just for them!
context: and stand very still, even when warming their eggs.\Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master!\Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them! response:	It's a must-have item for summer!
context: Nothing is better in summer\than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master!\Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer! response:	Th-Then is it okay if I have this mint chocolate chip?
context: than watching a DVD on emperor penguins while eating ice cream.\Indeed, Master!\Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip? response:	Yep.
context: Indeed, Master!\Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip?\Yep. response:	Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.
context: Have some ice cream, too, Kirie-chan.\N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip?\Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up. response:	What's the matter, Master?!
context: N-No, Master! That's your ice cream, so I could never...\It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip?\Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?! response:	I won! Look!
context: It's fine! I bought plenty!\Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip?\Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?!\I won! Look! response:	Winner
context: Oh, my goodness! You even have a cooler just for them!\It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip?\Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?!\I won! Look!\Winner response:	Well done, Master!
context: It's a must-have item for summer!\Th-Then is it okay if I have this mint chocolate chip?\Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?!\I won! Look!\Winner\Well done, Master! response:	This is because of all my hard work every day.
context: Th-Then is it okay if I have this mint chocolate chip?\Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?!\I won! Look!\Winner\Well done, Master!\This is because of all my hard work every day. response:	Nothing less from you, Master!
context: Yep.\Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?!\I won! Look!\Winner\Well done, Master!\This is because of all my hard work every day.\Nothing less from you, Master! response:	There. All done.
context: Mint chocolate chip: a staple of summer. Kirie-chan has definitely leveled up.\What's the matter, Master?!\I won! Look!\Winner\Well done, Master!\This is because of all my hard work every day.\Nothing less from you, Master!\There. All done. response:	Umaru, dessert's ready.
context: What's the matter, Master?!\I won! Look!\Winner\Well done, Master!\This is because of all my hard work every day.\Nothing less from you, Master!\There. All done.\Umaru, dessert's ready. response:	Huh? Dessert?
context: I won! Look!\Winner\Well done, Master!\This is because of all my hard work every day.\Nothing less from you, Master!\There. All done.\Umaru, dessert's ready.\Huh? Dessert? response:	Look! Shaved ice!
context: Winner\Well done, Master!\This is because of all my hard work every day.\Nothing less from you, Master!\There. All done.\Umaru, dessert's ready.\Huh? Dessert?\Look! Shaved ice! response:	Doesn't it look like the parfait you had the other day?
context: Well done, Master!\This is because of all my hard work every day.\Nothing less from you, Master!\There. All done.\Umaru, dessert's ready.\Huh? Dessert?\Look! Shaved ice!\Doesn't it look like the parfait you had the other day? response:	What the heck is this?!
context: This is because of all my hard work every day.\Nothing less from you, Master!\There. All done.\Umaru, dessert's ready.\Huh? Dessert?\Look! Shaved ice!\Doesn't it look like the parfait you had the other day?\What the heck is this?! response:	Let's eat!
context: Nothing less from you, Master!\There. All done.\Umaru, dessert's ready.\Huh? Dessert?\Look! Shaved ice!\Doesn't it look like the parfait you had the other day?\What the heck is this?!\Let's eat! response:	Uh, you should've seen that coming...
context: There. All done.\Umaru, dessert's ready.\Huh? Dessert?\Look! Shaved ice!\Doesn't it look like the parfait you had the other day?\What the heck is this?!\Let's eat!\Uh, you should've seen that coming... response:	So good!
context: Umaru, dessert's ready.\Huh? Dessert?\Look! Shaved ice!\Doesn't it look like the parfait you had the other day?\What the heck is this?!\Let's eat!\Uh, you should've seen that coming...\So good! response:	This is my little sister.
context: Huh? Dessert?\Look! Shaved ice!\Doesn't it look like the parfait you had the other day?\What the heck is this?!\Let's eat!\Uh, you should've seen that coming...\So good!\This is my little sister. response:	She's lazy,
context: Look! Shaved ice!\Doesn't it look like the parfait you had the other day?\What the heck is this?!\Let's eat!\Uh, you should've seen that coming...\So good!\This is my little sister.\She's lazy, response:	selfish...
context: Doesn't it look like the parfait you had the other day?\What the heck is this?!\Let's eat!\Uh, you should've seen that coming...\So good!\This is my little sister.\She's lazy,\selfish... response:	I'm off.
context: What the heck is this?!\Let's eat!\Uh, you should've seen that coming...\So good!\This is my little sister.\She's lazy,\selfish...\I'm off. response:	That's my one and only little sister, Umaru.
context: Let's eat!\Uh, you should've seen that coming...\So good!\This is my little sister.\She's lazy,\selfish...\I'm off.\That's my one and only little sister, Umaru. response:	Umaru! You've been eating tons of ice cream every day, haven't you?!
context: Uh, you should've seen that coming...\So good!\This is my little sister.\She's lazy,\selfish...\I'm off.\That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?! response:	When did you buy a cooler?!
context: So good!\This is my little sister.\She's lazy,\selfish...\I'm off.\That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?! response:	You were hiding it, weren't you?!
context: This is my little sister.\She's lazy,\selfish...\I'm off.\That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?!\You were hiding it, weren't you?! response:	Busted...
context: She's lazy,\selfish...\I'm off.\That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?!\You were hiding it, weren't you?!\Busted... response:	Next Time
context: selfish...\I'm off.\That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?!\You were hiding it, weren't you?!\Busted...\Next Time response:	Episode 12 Umaru and Everyone
context: I'm off.\That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?!\You were hiding it, weren't you?!\Busted...\Next Time\Episode 12 Umaru and Everyone response:	Everyone! The next episode is the last one!
context: That's my one and only little sister, Umaru.\Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?!\You were hiding it, weren't you?!\Busted...\Next Time\Episode 12 Umaru and Everyone\Everyone! The next episode is the last one! response:	I'll do my best to the very end!
context: Umaru! You've been eating tons of ice cream every day, haven't you?!\When did you buy a cooler?!\You were hiding it, weren't you?!\Busted...\Next Time\Episode 12 Umaru and Everyone\Everyone! The next episode is the last one!\I'll do my best to the very end! response:	I'll follow you to the ends of the earth!
context: When did you buy a cooler?!\You were hiding it, weren't you?!\Busted...\Next Time\Episode 12 Umaru and Everyone\Everyone! The next episode is the last one!\I'll do my best to the very end!\I'll follow you to the ends of the earth! response:	We shall battle, even in the last episode!
context: You were hiding it, weren't you?!\Busted...\Next Time\Episode 12 Umaru and Everyone\Everyone! The next episode is the last one!\I'll do my best to the very end!\I'll follow you to the ends of the earth!\We shall battle, even in the last episode! response:	I'm just gonna laze around, even in the last episode.
context: Busted...\Next Time\Episode 12 Umaru and Everyone\Everyone! The next episode is the last one!\I'll do my best to the very end!\I'll follow you to the ends of the earth!\We shall battle, even in the last episode!\I'm just gonna laze around, even in the last episode. response:	What?
