context: Hey, part-timer! response:	Take care of the front.
context: But I imagine you wouldn't want it,\as someone raised in America...\Cup ramen?\I'll have some cup ramen.\What flavors?\Soy sauce and salt!\I'll have the salt flavor.\And a fork. response:	If you don't hurry, time will expire, and you'll lose.
context: as someone raised in America...\Cup ramen?\I'll have some cup ramen.\What flavors?\Soy sauce and salt!\I'll have the salt flavor.\And a fork.\If you don't hurry, time will expire, and you'll lose. response:	Why not give up?
context: Cup ramen?\I'll have some cup ramen.\What flavors?\Soy sauce and salt!\I'll have the salt flavor.\And a fork.\If you don't hurry, time will expire, and you'll lose.\Why not give up? response:	That's a virus card at the end, isn't it?
context: I'll have some cup ramen.\What flavors?\Soy sauce and salt!\I'll have the salt flavor.\And a fork.\If you don't hurry, time will expire, and you'll lose.\Why not give up?\That's a virus card at the end, isn't it? response:	I can tell.
context: What flavors?\Soy sauce and salt!\I'll have the salt flavor.\And a fork.\If you don't hurry, time will expire, and you'll lose.\Why not give up?\That's a virus card at the end, isn't it?\I can tell. response:	You may think that if you like.
context: Soy sauce and salt!\I'll have the salt flavor.\And a fork.\If you don't hurry, time will expire, and you'll lose.\Why not give up?\That's a virus card at the end, isn't it?\I can tell.\You may think that if you like. response:	So I'll just put this here.
context: I'll have the salt flavor.\And a fork.\If you don't hurry, time will expire, and you'll lose.\Why not give up?\That's a virus card at the end, isn't it?\I can tell.\You may think that if you like.\So I'll just put this here. response:	Okay, riichi.
context: And a fork.\If you don't hurry, time will expire, and you'll lose.\Why not give up?\That's a virus card at the end, isn't it?\I can tell.\You may think that if you like.\So I'll just put this here.\Okay, riichi. response:	You like Dr Pepper, assistant?
context: If you don't hurry, time will expire, and you'll lose.\Why not give up?\That's a virus card at the end, isn't it?\I can tell.\You may think that if you like.\So I'll just put this here.\Okay, riichi.\You like Dr Pepper, assistant? response:	I spent seven years in America, after all.
context: Why not give up?\That's a virus card at the end, isn't it?\I can tell.\You may think that if you like.\So I'll just put this here.\Okay, riichi.\You like Dr Pepper, assistant?\I spent seven years in America, after all. response:	I'd love to drink with you sometime...
context: That's a virus card at the end, isn't it?\I can tell.\You may think that if you like.\So I'll just put this here.\Okay, riichi.\You like Dr Pepper, assistant?\I spent seven years in America, after all.\I'd love to drink with you sometime... response:	Unfortunately, I'm a minor.
context: I can tell.\You may think that if you like.\So I'll just put this here.\Okay, riichi.\You like Dr Pepper, assistant?\I spent seven years in America, after all.\I'd love to drink with you sometime...\Unfortunately, I'm a minor. response:	I meant someone to drink Dr Pepper with.
context: You may think that if you like.\So I'll just put this here.\Okay, riichi.\You like Dr Pepper, assistant?\I spent seven years in America, after all.\I'd love to drink with you sometime...\Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with. response:	Just that?
context: So I'll just put this here.\Okay, riichi.\You like Dr Pepper, assistant?\I spent seven years in America, after all.\I'd love to drink with you sometime...\Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with.\Just that? response:	Just that exactly.
context: Okay, riichi.\You like Dr Pepper, assistant?\I spent seven years in America, after all.\I'd love to drink with you sometime...\Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with.\Just that?\Just that exactly. response:	We can share in the intellectual experience that is Dr Pepper...
context: You like Dr Pepper, assistant?\I spent seven years in America, after all.\I'd love to drink with you sometime...\Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with.\Just that?\Just that exactly.\We can share in the intellectual experience that is Dr Pepper... response:	Stop trying to look at my card, while you're saying that.
context: I spent seven years in America, after all.\I'd love to drink with you sometime...\Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with.\Just that?\Just that exactly.\We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that. response:	All right, I win.
context: I'd love to drink with you sometime...\Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with.\Just that?\Just that exactly.\We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that.\All right, I win. response:	To be honest,
context: Unfortunately, I'm a minor.\I meant someone to drink Dr Pepper with.\Just that?\Just that exactly.\We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that.\All right, I win.\To be honest, response:	you're not that good at taking the strategic view, Okabe.
context: I meant someone to drink Dr Pepper with.\Just that?\Just that exactly.\We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that.\All right, I win.\To be honest,\you're not that good at taking the strategic view, Okabe. response:	You only consider your own strategy,
context: Just that?\Just that exactly.\We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that.\All right, I win.\To be honest,\you're not that good at taking the strategic view, Okabe.\You only consider your own strategy, response:	never thinking about your opponent's plan,
context: Just that exactly.\We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that.\All right, I win.\To be honest,\you're not that good at taking the strategic view, Okabe.\You only consider your own strategy,\never thinking about your opponent's plan, response:	or whether something is a trap...
context: We can share in the intellectual experience that is Dr Pepper...\Stop trying to look at my card, while you're saying that.\All right, I win.\To be honest,\you're not that good at taking the strategic view, Okabe.\You only consider your own strategy,\never thinking about your opponent's plan,\or whether something is a trap... response:	Wait!
context: Stop trying to look at my card, while you're saying that.\All right, I win.\To be honest,\you're not that good at taking the strategic view, Okabe.\You only consider your own strategy,\never thinking about your opponent's plan,\or whether something is a trap...\Wait! response:	What?
context: All right, I win.\To be honest,\you're not that good at taking the strategic view, Okabe.\You only consider your own strategy,\never thinking about your opponent's plan,\or whether something is a trap...\Wait!\What? response:	What did you say?
context: To be honest,\you're not that good at taking the strategic view, Okabe.\You only consider your own strategy,\never thinking about your opponent's plan,\or whether something is a trap...\Wait!\What?\What did you say? response:	I said you're not good at taking the strategic view.
context: you're not that good at taking the strategic view, Okabe.\You only consider your own strategy,\never thinking about your opponent's plan,\or whether something is a trap...\Wait!\What?\What did you say?\I said you're not good at taking the strategic view. response:	I-It's true, isn't it?
context: You only consider your own strategy,\never thinking about your opponent's plan,\or whether something is a trap...\Wait!\What?\What did you say?\I said you're not good at taking the strategic view.\I-It's true, isn't it? response:	Before that!
context: never thinking about your opponent's plan,\or whether something is a trap...\Wait!\What?\What did you say?\I said you're not good at taking the strategic view.\I-It's true, isn't it?\Before that! response:	You said Okabe, right?
context: or whether something is a trap...\Wait!\What?\What did you say?\I said you're not good at taking the strategic view.\I-It's true, isn't it?\Before that!\You said Okabe, right? response:	So what?
context: Wait!\What?\What did you say?\I said you're not good at taking the strategic view.\I-It's true, isn't it?\Before that!\You said Okabe, right?\So what? response:	I'm younger than you, but for someone
context: What?\What did you say?\I said you're not good at taking the strategic view.\I-It's true, isn't it?\Before that!\You said Okabe, right?\So what?\I'm younger than you, but for someone response:	I'm not showing respect for...
context: What did you say?\I said you're not good at taking the strategic view.\I-It's true, isn't it?\Before that!\You said Okabe, right?\So what?\I'm younger than you, but for someone\I'm not showing respect for... response:	No!
context: I said you're not good at taking the strategic view.\I-It's true, isn't it?\Before that!\You said Okabe, right?\So what?\I'm younger than you, but for someone\I'm not showing respect for...\No! response:	I am Hououin!
context: I-It's true, isn't it?\Before that!\You said Okabe, right?\So what?\I'm younger than you, but for someone\I'm not showing respect for...\No!\I am Hououin! response:	How many times must I tell you, Christina?
context: Before that!\You said Okabe, right?\So what?\I'm younger than you, but for someone\I'm not showing respect for...\No!\I am Hououin!\How many times must I tell you, Christina? response:	From now on, remember to call me Hououin!
context: You said Okabe, right?\So what?\I'm younger than you, but for someone\I'm not showing respect for...\No!\I am Hououin!\How many times must I tell you, Christina?\From now on, remember to call me Hououin! response:	Or Kyouma...
context: So what?\I'm younger than you, but for someone\I'm not showing respect for...\No!\I am Hououin!\How many times must I tell you, Christina?\From now on, remember to call me Hououin!\Or Kyouma... response:	Are you crying?
context: I'm younger than you, but for someone\I'm not showing respect for...\No!\I am Hououin!\How many times must I tell you, Christina?\From now on, remember to call me Hououin!\Or Kyouma...\Are you crying? response:	I'm not crying!
context: I'm not showing respect for...\No!\I am Hououin!\How many times must I tell you, Christina?\From now on, remember to call me Hououin!\Or Kyouma...\Are you crying?\I'm not crying! response:	I definitely wasn't terrified by a guy
context: No!\I am Hououin!\How many times must I tell you, Christina?\From now on, remember to call me Hououin!\Or Kyouma...\Are you crying?\I'm not crying!\I definitely wasn't terrified by a guy response:	screaming in my face,
context: I am Hououin!\How many times must I tell you, Christina?\From now on, remember to call me Hououin!\Or Kyouma...\Are you crying?\I'm not crying!\I definitely wasn't terrified by a guy\screaming in my face, response:	so I definitely didn't start crying from relief afterwards!
context: How many times must I tell you, Christina?\From now on, remember to call me Hououin!\Or Kyouma...\Are you crying?\I'm not crying!\I definitely wasn't terrified by a guy\screaming in my face,\so I definitely didn't start crying from relief afterwards! response:	That's not what happened!
context: From now on, remember to call me Hououin!\Or Kyouma...\Are you crying?\I'm not crying!\I definitely wasn't terrified by a guy\screaming in my face,\so I definitely didn't start crying from relief afterwards!\That's not what happened! response:	Daru, why is my assistant crying?
context: Or Kyouma...\Are you crying?\I'm not crying!\I definitely wasn't terrified by a guy\screaming in my face,\so I definitely didn't start crying from relief afterwards!\That's not what happened!\Daru, why is my assistant crying? response:	She just told you.
context: Are you crying?\I'm not crying!\I definitely wasn't terrified by a guy\screaming in my face,\so I definitely didn't start crying from relief afterwards!\That's not what happened!\Daru, why is my assistant crying?\She just told you. response:	And I put this here... Huh?
context: I'm not crying!\I definitely wasn't terrified by a guy\screaming in my face,\so I definitely didn't start crying from relief afterwards!\That's not what happened!\Daru, why is my assistant crying?\She just told you.\And I put this here... Huh? response:	If this goes here, then this goes here...
context: I definitely wasn't terrified by a guy\screaming in my face,\so I definitely didn't start crying from relief afterwards!\That's not what happened!\Daru, why is my assistant crying?\She just told you.\And I put this here... Huh?\If this goes here, then this goes here... response:	Assistant.
context: screaming in my face,\so I definitely didn't start crying from relief afterwards!\That's not what happened!\Daru, why is my assistant crying?\She just told you.\And I put this here... Huh?\If this goes here, then this goes here...\Assistant. response:	I'm not your assistant, but what?
context: so I definitely didn't start crying from relief afterwards!\That's not what happened!\Daru, why is my assistant crying?\She just told you.\And I put this here... Huh?\If this goes here, then this goes here...\Assistant.\I'm not your assistant, but what? response:	Why don't you head back to the hotel for the night?
context: That's not what happened!\Daru, why is my assistant crying?\She just told you.\And I put this here... Huh?\If this goes here, then this goes here...\Assistant.\I'm not your assistant, but what?\Why don't you head back to the hotel for the night? response:	It's close, isn't it?
context: Daru, why is my assistant crying?\She just told you.\And I put this here... Huh?\If this goes here, then this goes here...\Assistant.\I'm not your assistant, but what?\Why don't you head back to the hotel for the night?\It's close, isn't it? response:	Don't worry.
context: She just told you.\And I put this here... Huh?\If this goes here, then this goes here...\Assistant.\I'm not your assistant, but what?\Why don't you head back to the hotel for the night?\It's close, isn't it?\Don't worry. response:	If it doesn't work by morning, I'll head back.
context: And I put this here... Huh?\If this goes here, then this goes here...\Assistant.\I'm not your assistant, but what?\Why don't you head back to the hotel for the night?\It's close, isn't it?\Don't worry.\If it doesn't work by morning, I'll head back. response:	You don't need to talk to your family?
context: If this goes here, then this goes here...\Assistant.\I'm not your assistant, but what?\Why don't you head back to the hotel for the night?\It's close, isn't it?\Don't worry.\If it doesn't work by morning, I'll head back.\You don't need to talk to your family? response:	My mom's in America,
context: Assistant.\I'm not your assistant, but what?\Why don't you head back to the hotel for the night?\It's close, isn't it?\Don't worry.\If it doesn't work by morning, I'll head back.\You don't need to talk to your family?\My mom's in America, response:	and I haven't spoken to my dad in seven years.
context: I'm not your assistant, but what?\Why don't you head back to the hotel for the night?\It's close, isn't it?\Don't worry.\If it doesn't work by morning, I'll head back.\You don't need to talk to your family?\My mom's in America,\and I haven't spoken to my dad in seven years. response:	So I don't have anyone to contact.
context: Why don't you head back to the hotel for the night?\It's close, isn't it?\Don't worry.\If it doesn't work by morning, I'll head back.\You don't need to talk to your family?\My mom's in America,\and I haven't spoken to my dad in seven years.\So I don't have anyone to contact. response:	A prodigal perverted genius girl, then.
context: It's close, isn't it?\Don't worry.\If it doesn't work by morning, I'll head back.\You don't need to talk to your family?\My mom's in America,\and I haven't spoken to my dad in seven years.\So I don't have anyone to contact.\A prodigal perverted genius girl, then. response:	Stop making it even weirder.
context: Don't worry.\If it doesn't work by morning, I'll head back.\You don't need to talk to your family?\My mom's in America,\and I haven't spoken to my dad in seven years.\So I don't have anyone to contact.\A prodigal perverted genius girl, then.\Stop making it even weirder. response:	Got it!
context: If it doesn't work by morning, I'll head back.\You don't need to talk to your family?\My mom's in America,\and I haven't spoken to my dad in seven years.\So I don't have anyone to contact.\A prodigal perverted genius girl, then.\Stop making it even weirder.\Got it! response:	Got it!
context: You don't need to talk to your family?\My mom's in America,\and I haven't spoken to my dad in seven years.\So I don't have anyone to contact.\A prodigal perverted genius girl, then.\Stop making it even weirder.\Got it!\Got it! response:	You did it?
context: My mom's in America,\and I haven't spoken to my dad in seven years.\So I don't have anyone to contact.\A prodigal perverted genius girl, then.\Stop making it even weirder.\Got it!\Got it!\You did it? response:	Mission complete second!
context: and I haven't spoken to my dad in seven years.\So I don't have anyone to contact.\A prodigal perverted genius girl, then.\Stop making it even weirder.\Got it!\Got it!\You did it?\Mission complete second! response:	So what's the result?
context: So I don't have anyone to contact.\A prodigal perverted genius girl, then.\Stop making it even weirder.\Got it!\Got it!\You did it?\Mission complete second!\So what's the result? response:	I haven't seen anything yet.
context: A prodigal perverted genius girl, then.\Stop making it even weirder.\Got it!\Got it!\You did it?\Mission complete second!\So what's the result?\I haven't seen anything yet. response:	But I got the Z-program...
context: Stop making it even weirder.\Got it!\Got it!\You did it?\Mission complete second!\So what's the result?\I haven't seen anything yet.\But I got the Z-program... response:	It says 1973?
context: Got it!\Got it!\You did it?\Mission complete second!\So what's the result?\I haven't seen anything yet.\But I got the Z-program...\It says 1973? response:	Yeah...
context: Got it!\You did it?\Mission complete second!\So what's the result?\I haven't seen anything yet.\But I got the Z-program...\It says 1973?\Yeah... response:	When was SERN founded?
context: You did it?\Mission complete second!\So what's the result?\I haven't seen anything yet.\But I got the Z-program...\It says 1973?\Yeah...\When was SERN founded? response:	1954.
context: Mission complete second!\So what's the result?\I haven't seen anything yet.\But I got the Z-program...\It says 1973?\Yeah...\When was SERN founded?\1954. response:	When was the IBN 5100 made?
context: So what's the result?\I haven't seen anything yet.\But I got the Z-program...\It says 1973?\Yeah...\When was SERN founded?\1954.\When was the IBN 5100 made? response:	1975.
context: I haven't seen anything yet.\But I got the Z-program...\It says 1973?\Yeah...\When was SERN founded?\1954.\When was the IBN 5100 made?\1975. response:	SERN gave the IBN 5100
context: But I got the Z-program...\It says 1973?\Yeah...\When was SERN founded?\1954.\When was the IBN 5100 made?\1975.\SERN gave the IBN 5100 response:	a special programming language, just for this plan?
context: It says 1973?\Yeah...\When was SERN founded?\1954.\When was the IBN 5100 made?\1975.\SERN gave the IBN 5100\a special programming language, just for this plan? response:	That's going too far.
context: Yeah...\When was SERN founded?\1954.\When was the IBN 5100 made?\1975.\SERN gave the IBN 5100\a special programming language, just for this plan?\That's going too far. response:	But it's possible.
context: When was SERN founded?\1954.\When was the IBN 5100 made?\1975.\SERN gave the IBN 5100\a special programming language, just for this plan?\That's going too far.\But it's possible. response:	Once we read this report, we'll know, right?
context: 1954.\When was the IBN 5100 made?\1975.\SERN gave the IBN 5100\a special programming language, just for this plan?\That's going too far.\But it's possible.\Once we read this report, we'll know, right? response:	I'm sure its just an old particle physics report,
context: When was the IBN 5100 made?\1975.\SERN gave the IBN 5100\a special programming language, just for this plan?\That's going too far.\But it's possible.\Once we read this report, we'll know, right?\I'm sure its just an old particle physics report, response:	and nothing to do with conspiracy theories.
context: 1975.\SERN gave the IBN 5100\a special programming language, just for this plan?\That's going too far.\But it's possible.\Once we read this report, we'll know, right?\I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories. response:	A JPEG? Seriously? Screw you!
context: SERN gave the IBN 5100\a special programming language, just for this plan?\That's going too far.\But it's possible.\Once we read this report, we'll know, right?\I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you! response:	I can't copy/paste that!
context: a special programming language, just for this plan?\That's going too far.\But it's possible.\Once we read this report, we'll know, right?\I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you!\I can't copy/paste that! response:	It's not in French?
context: That's going too far.\But it's possible.\Once we read this report, we'll know, right?\I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you!\I can't copy/paste that!\It's not in French? response:	Um, Time Control and Its Destruction of History...
context: But it's possible.\Once we read this report, we'll know, right?\I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you!\I can't copy/paste that!\It's not in French?\Um, Time Control and Its Destruction of History... response:	Oh, yeah. Miss Makise can read English.
context: Once we read this report, we'll know, right?\I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you!\I can't copy/paste that!\It's not in French?\Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English. response:	Well done, assistant!
context: I'm sure its just an old particle physics report,\and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you!\I can't copy/paste that!\It's not in French?\Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English.\Well done, assistant! response:	Everything you did in America was for this moment!
context: and nothing to do with conspiracy theories.\A JPEG? Seriously? Screw you!\I can't copy/paste that!\It's not in French?\Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English.\Well done, assistant!\Everything you did in America was for this moment! response:	The hell it was.
context: A JPEG? Seriously? Screw you!\I can't copy/paste that!\It's not in French?\Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English.\Well done, assistant!\Everything you did in America was for this moment!\The hell it was. response:	Let's see...
context: I can't copy/paste that!\It's not in French?\Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English.\Well done, assistant!\Everything you did in America was for this moment!\The hell it was.\Let's see... response:	This, in turn, enables a utopia heading from the past to the future.
context: It's not in French?\Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English.\Well done, assistant!\Everything you did in America was for this moment!\The hell it was.\Let's see...\This, in turn, enables a utopia heading from the past to the future. response:	The realization of this will be SERN's reason for existence in the 21st century.
context: Um, Time Control and Its Destruction of History...\Oh, yeah. Miss Makise can read English.\Well done, assistant!\Everything you did in America was for this moment!\The hell it was.\Let's see...\This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century. response:	A utopia...
context: Oh, yeah. Miss Makise can read English.\Well done, assistant!\Everything you did in America was for this moment!\The hell it was.\Let's see...\This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century.\A utopia... response:	Dystopia!
context: Well done, assistant!\Everything you did in America was for this moment!\The hell it was.\Let's see...\This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century.\A utopia...\Dystopia! response:	No way!
context: Everything you did in America was for this moment!\The hell it was.\Let's see...\This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century.\A utopia...\Dystopia!\No way! response:	Anyway, show me the rest.
context: The hell it was.\Let's see...\This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century.\A utopia...\Dystopia!\No way!\Anyway, show me the rest. response:	I can try, I guess.
context: Let's see...\This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century.\A utopia...\Dystopia!\No way!\Anyway, show me the rest.\I can try, I guess. response:	Hmm... For security reasons, this experiment...
context: This, in turn, enables a utopia heading from the past to the future.\The realization of this will be SERN's reason for existence in the 21st century.\A utopia...\Dystopia!\No way!\Anyway, show me the rest.\I can try, I guess.\Hmm... For security reasons, this experiment... response:	That's not it.
context: The realization of this will be SERN's reason for existence in the 21st century.\A utopia...\Dystopia!\No way!\Anyway, show me the rest.\I can try, I guess.\Hmm... For security reasons, this experiment...\That's not it. response:	Those engaged by the program...
context: A utopia...\Dystopia!\No way!\Anyway, show me the rest.\I can try, I guess.\Hmm... For security reasons, this experiment...\That's not it.\Those engaged by the program... response:	No, that's not it, either.
context: Dystopia!\No way!\Anyway, show me the rest.\I can try, I guess.\Hmm... For security reasons, this experiment...\That's not it.\Those engaged by the program...\No, that's not it, either. response:	Got it.
context: No way!\Anyway, show me the rest.\I can try, I guess.\Hmm... For security reasons, this experiment...\That's not it.\Those engaged by the program...\No, that's not it, either.\Got it. response:	The Z-program will experiment
context: Anyway, show me the rest.\I can try, I guess.\Hmm... For security reasons, this experiment...\That's not it.\Those engaged by the program...\No, that's not it, either.\Got it.\The Z-program will experiment response:	with the possibility of transference through space-time,
context: I can try, I guess.\Hmm... For security reasons, this experiment...\That's not it.\Those engaged by the program...\No, that's not it, either.\Got it.\The Z-program will experiment\with the possibility of transference through space-time, response:	via high-energy proton collision...
context: Hmm... For security reasons, this experiment...\That's not it.\Those engaged by the program...\No, that's not it, either.\Got it.\The Z-program will experiment\with the possibility of transference through space-time,\via high-energy proton collision... response:	Space-time travel...
context: That's not it.\Those engaged by the program...\No, that's not it, either.\Got it.\The Z-program will experiment\with the possibility of transference through space-time,\via high-energy proton collision...\Space-time travel... response:	They're talking about time travel!
context: Those engaged by the program...\No, that's not it, either.\Got it.\The Z-program will experiment\with the possibility of transference through space-time,\via high-energy proton collision...\Space-time travel...\They're talking about time travel! response:	No way!
context: No, that's not it, either.\Got it.\The Z-program will experiment\with the possibility of transference through space-time,\via high-energy proton collision...\Space-time travel...\They're talking about time travel!\No way! response:	It's true!
context: Got it.\The Z-program will experiment\with the possibility of transference through space-time,\via high-energy proton collision...\Space-time travel...\They're talking about time travel!\No way!\It's true! response:	I knew it! SERN's been investigating time travel for forty years!
context: The Z-program will experiment\with the possibility of transference through space-time,\via high-energy proton collision...\Space-time travel...\They're talking about time travel!\No way!\It's true!\I knew it! SERN's been investigating time travel for forty years! response:	Wait!
context: with the possibility of transference through space-time,\via high-energy proton collision...\Space-time travel...\They're talking about time travel!\No way!\It's true!\I knew it! SERN's been investigating time travel for forty years!\Wait! response:	It's too early to say that.
context: via high-energy proton collision...\Space-time travel...\They're talking about time travel!\No way!\It's true!\I knew it! SERN's been investigating time travel for forty years!\Wait!\It's too early to say that. response:	Construction and implementation of the Large Hadron.
context: Space-time travel...\They're talking about time travel!\No way!\It's true!\I knew it! SERN's been investigating time travel for forty years!\Wait!\It's too early to say that.\Construction and implementation of the Large Hadron. response:	Implementation and tuning of the lifter.
context: They're talking about time travel!\No way!\It's true!\I knew it! SERN's been investigating time travel for forty years!\Wait!\It's too early to say that.\Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter. response:	Lifter? What's that?
context: No way!\It's true!\I knew it! SERN's been investigating time travel for forty years!\Wait!\It's too early to say that.\Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter.\Lifter? What's that? response:	It was on the news a while back, remember?
context: It's true!\I knew it! SERN's been investigating time travel for forty years!\Wait!\It's too early to say that.\Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter.\Lifter? What's that?\It was on the news a while back, remember? response:	The thing they called an ionocraft.
context: I knew it! SERN's been investigating time travel for forty years!\Wait!\It's too early to say that.\Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter.\Lifter? What's that?\It was on the news a while back, remember?\The thing they called an ionocraft. response:	It's floating?
context: Wait!\It's too early to say that.\Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter.\Lifter? What's that?\It was on the news a while back, remember?\The thing they called an ionocraft.\It's floating? response:	Supposedly, the phenomenon occurs when you run a high voltage through aluminum.
context: It's too early to say that.\Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter.\Lifter? What's that?\It was on the news a while back, remember?\The thing they called an ionocraft.\It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum. response:	Does that have anything to do with a time machine?
context: Construction and implementation of the Large Hadron.\Implementation and tuning of the lifter.\Lifter? What's that?\It was on the news a while back, remember?\The thing they called an ionocraft.\It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine? response:	I don't know, but that's what it says.
context: Implementation and tuning of the lifter.\Lifter? What's that?\It was on the news a while back, remember?\The thing they called an ionocraft.\It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine?\I don't know, but that's what it says. response:	In other words, they'll use
context: Lifter? What's that?\It was on the news a while back, remember?\The thing they called an ionocraft.\It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine?\I don't know, but that's what it says.\In other words, they'll use response:	a black hole's power and the lifter.
context: It was on the news a while back, remember?\The thing they called an ionocraft.\It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine?\I don't know, but that's what it says.\In other words, they'll use\a black hole's power and the lifter. response:	What else does it say?
context: The thing they called an ionocraft.\It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine?\I don't know, but that's what it says.\In other words, they'll use\a black hole's power and the lifter.\What else does it say? response:	Program Stage Three: Animal experiments.
context: It's floating?\Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine?\I don't know, but that's what it says.\In other words, they'll use\a black hole's power and the lifter.\What else does it say?\Program Stage Three: Animal experiments. response:	Program Stage Four...
context: Supposedly, the phenomenon occurs when you run a high voltage through aluminum.\Does that have anything to do with a time machine?\I don't know, but that's what it says.\In other words, they'll use\a black hole's power and the lifter.\What else does it say?\Program Stage Three: Animal experiments.\Program Stage Four... response:	What's wrong?
context: Does that have anything to do with a time machine?\I don't know, but that's what it says.\In other words, they'll use\a black hole's power and the lifter.\What else does it say?\Program Stage Three: Animal experiments.\Program Stage Four...\What's wrong? response:	Human experiments.
context: I don't know, but that's what it says.\In other words, they'll use\a black hole's power and the lifter.\What else does it say?\Program Stage Three: Animal experiments.\Program Stage Four...\What's wrong?\Human experiments. response:	Human is dead, mismatch.
context: In other words, they'll use\a black hole's power and the lifter.\What else does it say?\Program Stage Three: Animal experiments.\Program Stage Four...\What's wrong?\Human experiments.\Human is dead, mismatch. response:	What's that?
context: a black hole's power and the lifter.\What else does it say?\Program Stage Three: Animal experiments.\Program Stage Four...\What's wrong?\Human experiments.\Human is dead, mismatch.\What's that? response:	Part of an e-mail we found when we hacked in.
context: What else does it say?\Program Stage Three: Animal experiments.\Program Stage Four...\What's wrong?\Human experiments.\Human is dead, mismatch.\What's that?\Part of an e-mail we found when we hacked in. response:	Didn't the rest of it say...
context: Program Stage Three: Animal experiments.\Program Stage Four...\What's wrong?\Human experiments.\Human is dead, mismatch.\What's that?\Part of an e-mail we found when we hacked in.\Didn't the rest of it say... response:	The details are in Jellyman's report.
context: Program Stage Four...\What's wrong?\Human experiments.\Human is dead, mismatch.\What's that?\Part of an e-mail we found when we hacked in.\Didn't the rest of it say...\The details are in Jellyman's report. response:	Daru, can you find that report?
context: What's wrong?\Human experiments.\Human is dead, mismatch.\What's that?\Part of an e-mail we found when we hacked in.\Didn't the rest of it say...\The details are in Jellyman's report.\Daru, can you find that report? response:	I think so, but...
context: Human experiments.\Human is dead, mismatch.\What's that?\Part of an e-mail we found when we hacked in.\Didn't the rest of it say...\The details are in Jellyman's report.\Daru, can you find that report?\I think so, but... response:	Isn't it a bad idea?
context: Human is dead, mismatch.\What's that?\Part of an e-mail we found when we hacked in.\Didn't the rest of it say...\The details are in Jellyman's report.\Daru, can you find that report?\I think so, but...\Isn't it a bad idea? response:	If this is real, it's top-secret stuff!
