context: Jintan. response:	Please grant...
context: Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that.\Menma?\Anaru?\I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams...\Menma's has?\Let's see, Nokemon should be... response:	Oh, is it over here?
context: Idiot, I told you not to talk about that.\Menma?\Anaru?\I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams...\Menma's has?\Let's see, Nokemon should be...\Oh, is it over here? response:	No, those are my Love and Perry cards.
context: Menma?\Anaru?\I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams...\Menma's has?\Let's see, Nokemon should be...\Oh, is it over here?\No, those are my Love and Perry cards. response:	And that one's for Cow King.
context: Anaru?\I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams...\Menma's has?\Let's see, Nokemon should be...\Oh, is it over here?\No, those are my Love and Perry cards.\And that one's for Cow King. response:	Oh, Cow King? If you have that then...
context: I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams...\Menma's has?\Let's see, Nokemon should be...\Oh, is it over here?\No, those are my Love and Perry cards.\And that one's for Cow King.\Oh, Cow King? If you have that then... response:	We're looking for Nokemon, not Cow King.
context: How do I say it... It's like she's been popping up in my dreams...\Menma's has?\Let's see, Nokemon should be...\Oh, is it over here?\No, those are my Love and Perry cards.\And that one's for Cow King.\Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King. response:	Why haven't you joined us in her room?
context: Menma's has?\Let's see, Nokemon should be...\Oh, is it over here?\No, those are my Love and Perry cards.\And that one's for Cow King.\Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room? response:	Because when I'm around, both my mom and Anaru start feeling sad.
context: Let's see, Nokemon should be...\Oh, is it over here?\No, those are my Love and Perry cards.\And that one's for Cow King.\Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad. response:	That's Dojimon.
context: Oh, is it over here?\No, those are my Love and Perry cards.\And that one's for Cow King.\Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon. response:	Oh, Dojimon?
context: No, those are my Love and Perry cards.\And that one's for Cow King.\Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon.\Oh, Dojimon? response:	Hey, what are you doing? We're searching for Nokemon.
context: And that one's for Cow King.\Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon.\Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon. response:	Oh, right, Nokemon, Nokemon, Nokemon.
context: Oh, Cow King? If you have that then...\We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon.\Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon. response:	Are you actually looking for it?
context: We're looking for Nokemon, not Cow King.\Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon.\Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it? response:	I am!
context: Why haven't you joined us in her room?\Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon.\Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it?\I am! response:	How about you?
context: Because when I'm around, both my mom and Anaru start feeling sad.\That's Dojimon.\Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it?\I am!\How about you? response:	Sit down over here.
context: That's Dojimon.\Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it?\I am!\How about you?\Sit down over here. response:	I'm looking for it!
context: Oh, Dojimon?\Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it?\I am!\How about you?\Sit down over here.\I'm looking for it! response:	Oh, it's Bobobo.
context: Hey, what are you doing? We're searching for Nokemon.\Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it?\I am!\How about you?\Sit down over here.\I'm looking for it!\Oh, it's Bobobo. response:	I found it!
context: Oh, right, Nokemon, Nokemon, Nokemon.\Are you actually looking for it?\I am!\How about you?\Sit down over here.\I'm looking for it!\Oh, it's Bobobo.\I found it! response:	You actually wrote your name on this little game?
context: Are you actually looking for it?\I am!\How about you?\Sit down over here.\I'm looking for it!\Oh, it's Bobobo.\I found it!\You actually wrote your name on this little game? response:	You were really thorough back then.
context: I am!\How about you?\Sit down over here.\I'm looking for it!\Oh, it's Bobobo.\I found it!\You actually wrote your name on this little game?\You were really thorough back then. response:	Shut up.
context: How about you?\Sit down over here.\I'm looking for it!\Oh, it's Bobobo.\I found it!\You actually wrote your name on this little game?\You were really thorough back then.\Shut up. response:	I haven't read it in a while. Bobobo is so funny.
context: Sit down over here.\I'm looking for it!\Oh, it's Bobobo.\I found it!\You actually wrote your name on this little game?\You were really thorough back then.\Shut up.\I haven't read it in a while. Bobobo is so funny. response:	Oh my gosh! I can't believe it, why don't I have Poitto?
context: I'm looking for it!\Oh, it's Bobobo.\I found it!\You actually wrote your name on this little game?\You were really thorough back then.\Shut up.\I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto? response:	Like I said, you have to trade rare Nokemon like Poison or Gangarga...
context: Oh, it's Bobobo.\I found it!\You actually wrote your name on this little game?\You were really thorough back then.\Shut up.\I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga... response:	You can't find Poison in the field.
context: I found it!\You actually wrote your name on this little game?\You were really thorough back then.\Shut up.\I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field. response:	You have to evolve him from Poitto.
context: You actually wrote your name on this little game?\You were really thorough back then.\Shut up.\I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field.\You have to evolve him from Poitto. response:	Let me see yours real quick.
context: You were really thorough back then.\Shut up.\I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field.\You have to evolve him from Poitto.\Let me see yours real quick. response:	Anaru.
context: Shut up.\I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field.\You have to evolve him from Poitto.\Let me see yours real quick.\Anaru. response:	What's up?
context: I haven't read it in a while. Bobobo is so funny.\Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field.\You have to evolve him from Poitto.\Let me see yours real quick.\Anaru.\What's up? response:	Anaru hasn't changed after all.
context: Oh my gosh! I can't believe it, why don't I have Poitto?\Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field.\You have to evolve him from Poitto.\Let me see yours real quick.\Anaru.\What's up?\Anaru hasn't changed after all. response:	She's kind, and she has lots of video games and manga.
context: Like I said, you have to trade rare Nokemon like Poison or Gangarga...\You can't find Poison in the field.\You have to evolve him from Poitto.\Let me see yours real quick.\Anaru.\What's up?\Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga. response:	She's the same as she was back then.
context: You can't find Poison in the field.\You have to evolve him from Poitto.\Let me see yours real quick.\Anaru.\What's up?\Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga.\She's the same as she was back then. response:	I guess that's true.
context: You have to evolve him from Poitto.\Let me see yours real quick.\Anaru.\What's up?\Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga.\She's the same as she was back then.\I guess that's true. response:	This feels nostalgic.
context: Let me see yours real quick.\Anaru.\What's up?\Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga.\She's the same as she was back then.\I guess that's true.\This feels nostalgic. response:	I'm so happy.
context: Anaru.\What's up?\Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga.\She's the same as she was back then.\I guess that's true.\This feels nostalgic.\I'm so happy. response:	Menma.
context: What's up?\Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga.\She's the same as she was back then.\I guess that's true.\This feels nostalgic.\I'm so happy.\Menma. response:	I got Poison!
context: Anaru hasn't changed after all.\She's kind, and she has lots of video games and manga.\She's the same as she was back then.\I guess that's true.\This feels nostalgic.\I'm so happy.\Menma.\I got Poison! response:	Good job, Jintan!
context: She's kind, and she has lots of video games and manga.\She's the same as she was back then.\I guess that's true.\This feels nostalgic.\I'm so happy.\Menma.\I got Poison!\Good job, Jintan! response:	Thanks, Anjou.
context: She's the same as she was back then.\I guess that's true.\This feels nostalgic.\I'm so happy.\Menma.\I got Poison!\Good job, Jintan!\Thanks, Anjou. response:	Don't mention it. It helped me kill some time.
context: I guess that's true.\This feels nostalgic.\I'm so happy.\Menma.\I got Poison!\Good job, Jintan!\Thanks, Anjou.\Don't mention it. It helped me kill some time. response:	Do I get something for helping you?
context: This feels nostalgic.\I'm so happy.\Menma.\I got Poison!\Good job, Jintan!\Thanks, Anjou.\Don't mention it. It helped me kill some time.\Do I get something for helping you? response:	Like, money?
context: I'm so happy.\Menma.\I got Poison!\Good job, Jintan!\Thanks, Anjou.\Don't mention it. It helped me kill some time.\Do I get something for helping you?\Like, money? response:	No!
context: Menma.\I got Poison!\Good job, Jintan!\Thanks, Anjou.\Don't mention it. It helped me kill some time.\Do I get something for helping you?\Like, money?\No! response:	Come to school.
context: I got Poison!\Good job, Jintan!\Thanks, Anjou.\Don't mention it. It helped me kill some time.\Do I get something for helping you?\Like, money?\No!\Come to school. response:	So, how's it going?
context: Good job, Jintan!\Thanks, Anjou.\Don't mention it. It helped me kill some time.\Do I get something for helping you?\Like, money?\No!\Come to school.\So, how's it going? response:	Yeah, we're almost there!
context: Thanks, Anjou.\Don't mention it. It helped me kill some time.\Do I get something for helping you?\Like, money?\No!\Come to school.\So, how's it going?\Yeah, we're almost there! response:	Now we just connect the cable and...
context: Don't mention it. It helped me kill some time.\Do I get something for helping you?\Like, money?\No!\Come to school.\So, how's it going?\Yeah, we're almost there!\Now we just connect the cable and... response:	There. Now I can trade with a friend.
context: Do I get something for helping you?\Like, money?\No!\Come to school.\So, how's it going?\Yeah, we're almost there!\Now we just connect the cable and...\There. Now I can trade with a friend. response:	Huh? Anjou?
context: Like, money?\No!\Come to school.\So, how's it going?\Yeah, we're almost there!\Now we just connect the cable and...\There. Now I can trade with a friend.\Huh? Anjou? response:	What? Oh, just a sec.
context: No!\Come to school.\So, how's it going?\Yeah, we're almost there!\Now we just connect the cable and...\There. Now I can trade with a friend.\Huh? Anjou?\What? Oh, just a sec. response:	Alright!
context: Come to school.\So, how's it going?\Yeah, we're almost there!\Now we just connect the cable and...\There. Now I can trade with a friend.\Huh? Anjou?\What? Oh, just a sec.\Alright! response:	Nokemon-
context: So, how's it going?\Yeah, we're almost there!\Now we just connect the cable and...\There. Now I can trade with a friend.\Huh? Anjou?\What? Oh, just a sec.\Alright!\Nokemon- response:	Gotta Catch'em All!
context: Yeah, we're almost there!\Now we just connect the cable and...\There. Now I can trade with a friend.\Huh? Anjou?\What? Oh, just a sec.\Alright!\Nokemon-\Gotta Catch'em All! response:	Good for you, Jintan.
context: Now we just connect the cable and...\There. Now I can trade with a friend.\Huh? Anjou?\What? Oh, just a sec.\Alright!\Nokemon-\Gotta Catch'em All!\Good for you, Jintan. response:	Yeah.
context: There. Now I can trade with a friend.\Huh? Anjou?\What? Oh, just a sec.\Alright!\Nokemon-\Gotta Catch'em All!\Good for you, Jintan.\Yeah. response:	What's wrong?
context: Huh? Anjou?\What? Oh, just a sec.\Alright!\Nokemon-\Gotta Catch'em All!\Good for you, Jintan.\Yeah.\What's wrong? response:	This is great. Menma must be happy, too.
context: What? Oh, just a sec.\Alright!\Nokemon-\Gotta Catch'em All!\Good for you, Jintan.\Yeah.\What's wrong?\This is great. Menma must be happy, too. response:	Yeah, sure.
context: Alright!\Nokemon-\Gotta Catch'em All!\Good for you, Jintan.\Yeah.\What's wrong?\This is great. Menma must be happy, too.\Yeah, sure. response:	It looks like that wasn't my wish.
context: Nokemon-\Gotta Catch'em All!\Good for you, Jintan.\Yeah.\What's wrong?\This is great. Menma must be happy, too.\Yeah, sure.\It looks like that wasn't my wish. response:	Yeah.
context: Gotta Catch'em All!\Good for you, Jintan.\Yeah.\What's wrong?\This is great. Menma must be happy, too.\Yeah, sure.\It looks like that wasn't my wish.\Yeah. response:	But lots of nice things happened.
context: Good for you, Jintan.\Yeah.\What's wrong?\This is great. Menma must be happy, too.\Yeah, sure.\It looks like that wasn't my wish.\Yeah.\But lots of nice things happened. response:	You're friends with Anaru and Poppo again.
context: Yeah.\What's wrong?\This is great. Menma must be happy, too.\Yeah, sure.\It looks like that wasn't my wish.\Yeah.\But lots of nice things happened.\You're friends with Anaru and Poppo again. response:	All you think of are other people.
context: What's wrong?\This is great. Menma must be happy, too.\Yeah, sure.\It looks like that wasn't my wish.\Yeah.\But lots of nice things happened.\You're friends with Anaru and Poppo again.\All you think of are other people. response:	Be careful!
context: This is great. Menma must be happy, too.\Yeah, sure.\It looks like that wasn't my wish.\Yeah.\But lots of nice things happened.\You're friends with Anaru and Poppo again.\All you think of are other people.\Be careful! response:	I'll be fine.
context: Yeah, sure.\It looks like that wasn't my wish.\Yeah.\But lots of nice things happened.\You're friends with Anaru and Poppo again.\All you think of are other people.\Be careful!\I'll be fine. response:	Lately, all I've done has all been fun.
context: It looks like that wasn't my wish.\Yeah.\But lots of nice things happened.\You're friends with Anaru and Poppo again.\All you think of are other people.\Be careful!\I'll be fine.\Lately, all I've done has all been fun. response:	Are you seriously...
context: Yeah.\But lots of nice things happened.\You're friends with Anaru and Poppo again.\All you think of are other people.\Be careful!\I'll be fine.\Lately, all I've done has all been fun.\Are you seriously... response:	Desu Yo!
context: But lots of nice things happened.\You're friends with Anaru and Poppo again.\All you think of are other people.\Be careful!\I'll be fine.\Lately, all I've done has all been fun.\Are you seriously...\Desu Yo! response:	Lame.
context: You're friends with Anaru and Poppo again.\All you think of are other people.\Be careful!\I'll be fine.\Lately, all I've done has all been fun.\Are you seriously...\Desu Yo!\Lame. response:	You think so?
context: All you think of are other people.\Be careful!\I'll be fine.\Lately, all I've done has all been fun.\Are you seriously...\Desu Yo!\Lame.\You think so? response:	'Lately all I've done has all been fun.'
context: Be careful!\I'll be fine.\Lately, all I've done has all been fun.\Are you seriously...\Desu Yo!\Lame.\You think so?\'Lately all I've done has all been fun.' response:	This is the first time I've had fun in a while, too.
context: I'll be fine.\Lately, all I've done has all been fun.\Are you seriously...\Desu Yo!\Lame.\You think so?\'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too. response:	Huh? What did you say?
context: Lately, all I've done has all been fun.\Are you seriously...\Desu Yo!\Lame.\You think so?\'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too.\Huh? What did you say? response:	Nothing.
context: Are you seriously...\Desu Yo!\Lame.\You think so?\'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too.\Huh? What did you say?\Nothing. response:	The weather's nice today, and I had fun all day...
context: Desu Yo!\Lame.\You think so?\'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too.\Huh? What did you say?\Nothing.\The weather's nice today, and I had fun all day... response:	It looks like my trauma isn't going away any time soon.
context: Lame.\You think so?\'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too.\Huh? What did you say?\Nothing.\The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon. response:	But as long as there's a tomorrow,
context: You think so?\'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too.\Huh? What did you say?\Nothing.\The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow, response:	I feel like I can take my time...
context: 'Lately all I've done has all been fun.'\This is the first time I've had fun in a while, too.\Huh? What did you say?\Nothing.\The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow,\I feel like I can take my time... response:	Yo, yo, yo!
context: This is the first time I've had fun in a while, too.\Huh? What did you say?\Nothing.\The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow,\I feel like I can take my time...\Yo, yo, yo! response:	Super Peace Busters
context: Huh? What did you say?\Nothing.\The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow,\I feel like I can take my time...\Yo, yo, yo!\Super Peace Busters response:	DZ A Row
context: Nothing.\The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow,\I feel like I can take my time...\Yo, yo, yo!\Super Peace Busters\DZ A Row response:	DZ Ka, Sa Rows
context: The weather's nice today, and I had fun all day...\It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow,\I feel like I can take my time...\Yo, yo, yo!\Super Peace Busters\DZ A Row\DZ Ka, Sa Rows response:	DZ Ka, Sa Rows
context: It looks like my trauma isn't going away any time soon.\But as long as there's a tomorrow,\I feel like I can take my time...\Yo, yo, yo!\Super Peace Busters\DZ A Row\DZ Ka, Sa Rows\DZ Ka, Sa Rows response:	DZ Ka, Sa Rows
context: But as long as there's a tomorrow,\I feel like I can take my time...\Yo, yo, yo!\Super Peace Busters\DZ A Row\DZ Ka, Sa Rows\DZ Ka, Sa Rows\DZ Ka, Sa Rows response:	We do not accept credit cards.
context: I feel like I can take my time...\Yo, yo, yo!\Super Peace Busters\DZ A Row\DZ Ka, Sa Rows\DZ Ka, Sa Rows\DZ Ka, Sa Rows\We do not accept credit cards. response:	Nokemon Gold- Used
context: Yo, yo, yo!\Super Peace Busters\DZ A Row\DZ Ka, Sa Rows\DZ Ka, Sa Rows\DZ Ka, Sa Rows\We do not accept credit cards.\Nokemon Gold- Used response:	1 item including tax
context: Super Peace Busters\DZ A Row\DZ Ka, Sa Rows\DZ Ka, Sa Rows\DZ Ka, Sa Rows\We do not accept credit cards.\Nokemon Gold- Used\1 item including tax response:	Episode 2 Menma the Hero
context: DZ A Row\DZ Ka, Sa Rows\DZ Ka, Sa Rows\DZ Ka, Sa Rows\We do not accept credit cards.\Nokemon Gold- Used\1 item including tax\Episode 2 Menma the Hero response:	Menma the Hero has found a Nokemon shop.
context: DZ Ka, Sa Rows\DZ Ka, Sa Rows\DZ Ka, Sa Rows\We do not accept credit cards.\Nokemon Gold- Used\1 item including tax\Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop. response:	Anjou Naruko
context: DZ Ka, Sa Rows\DZ Ka, Sa Rows\We do not accept credit cards.\Nokemon Gold- Used\1 item including tax\Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop.\Anjou Naruko response:	Connecting
context: DZ Ka, Sa Rows\We do not accept credit cards.\Nokemon Gold- Used\1 item including tax\Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop.\Anjou Naruko\Connecting response:	Do not unplug.
context: We do not accept credit cards.\Nokemon Gold- Used\1 item including tax\Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop.\Anjou Naruko\Connecting\Do not unplug. response:	Congratulations! Buddy King the rare Nokemon has been born!
context: Nokemon Gold- Used\1 item including tax\Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop.\Anjou Naruko\Connecting\Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born! response:	Nokezori Monsters
context: 1 item including tax\Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop.\Anjou Naruko\Connecting\Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters response:	deai wa futtoshita shunkan
context: Episode 2 Menma the Hero\Menma the Hero has found a Nokemon shop.\Anjou Naruko\Connecting\Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters\deai wa futtoshita shunkan response:	kaerimichi no kousaten de koe wo kaketekureta ne
context: Menma the Hero has found a Nokemon shop.\Anjou Naruko\Connecting\Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne response:	issho ni kaerou
context: Anjou Naruko\Connecting\Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou response:	boku wa terekusasou ni kaban de kao wo kakushinagara
context: Connecting\Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara response:	hontou wa totemo totemo ureshikatta yo
context: Do not unplug.\Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo response:	aa hanabi ga yozora kirei ni saite chotto setsunaku
context: Congratulations! Buddy King the rare Nokemon has been born!\Nokezori Monsters\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku response:	aa kaze ga jikan to tomo ni nagareru
context: Nokezori Monsters\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru response:	ureshikute tanoshikute bouken mo iro iro shita ne
context: deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne response:	futari no himitsu no kichi no naka
context: kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka response:	kimi to natsu no owari shourai no yume ookina kibou wasurenai
context: issho ni kaerou\boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai response:	jyuunen no ato hachigatsu mata deaeru no wo shinjite
context: boku wa terekusasou ni kaban de kao wo kakushinagara\hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite response:	kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo
context: hontou wa totemo totemo ureshikatta yo\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo response:	namida wo koraete egao de sayounara setsunai yo ne
context: aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne response:	saikou no omoide wo
context: aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo response:	We met in an unexpected moment
context: ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo\We met in an unexpected moment response:	when you called out to me at the crosswalk,
context: futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo\We met in an unexpected moment\when you called out to me at the crosswalk, response:	Let's walk home together.
context: kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together. response:	I might've hidden shyly behind my bag,
context: jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\I might've hidden shyly behind my bag, response:	but the truth is, I was really, really happy.
context: kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\I might've hidden shyly behind my bag,\but the truth is, I was really, really happy. response:	The fireworks blossomed heartrendingly beautiful across the night sky,
context: namida wo koraete egao de sayounara setsunai yo ne\saikou no omoide wo\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\I might've hidden shyly behind my bag,\but the truth is, I was really, really happy.\The fireworks blossomed heartrendingly beautiful across the night sky, response:	and time passed as swiftly as the wind.
context: saikou no omoide wo\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\I might've hidden shyly behind my bag,\but the truth is, I was really, really happy.\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind. response:	We shared so many happy times and trilling adventures
