context: What unbelievable luck! response:	If that coffee hadn't spilled this morning...
context: Yoshikage Kira!\I'm not sure...\Since you were charging toward me,\I'm not sure if I was actually able to touch Okuyasu or not.\It all happened so fast.\Should I just try pushing the button?\D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet! response:	Shoot it at me, damn it!
context: I'm not sure...\Since you were charging toward me,\I'm not sure if I was actually able to touch Okuyasu or not.\It all happened so fast.\Should I just try pushing the button?\D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet!\Shoot it at me, damn it! response:	There's really no need to rush into attacking you right now.
context: Since you were charging toward me,\I'm not sure if I was actually able to touch Okuyasu or not.\It all happened so fast.\Should I just try pushing the button?\D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet!\Shoot it at me, damn it!\There's really no need to rush into attacking you right now. response:	Josuke Higashikata, I lose nothing by deciding whether to attack or not
context: I'm not sure if I was actually able to touch Okuyasu or not.\It all happened so fast.\Should I just try pushing the button?\D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet!\Shoot it at me, damn it!\There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not response:	based on your movements.
context: It all happened so fast.\Should I just try pushing the button?\D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet!\Shoot it at me, damn it!\There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements. response:	There's a chance that Okuyasu wasn't turned into a bomb.
context: Should I just try pushing the button?\D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet!\Shoot it at me, damn it!\There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb. response:	You might be able to fix him with Shining Diamond.
context: D-Don't, Yoshikage Kira!\Hurry up and shoot the next air bullet!\Shoot it at me, damn it!\There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond. response:	This might be too forward of me,
context: Hurry up and shoot the next air bullet!\Shoot it at me, damn it!\There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond.\This might be too forward of me, response:	but there's only one way to save Okuyasu's life in this situation...
context: Shoot it at me, damn it!\There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond.\This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation... response:	And that's for you to touch him and fix him.
context: There's really no need to rush into attacking you right now.\Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond.\This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him. response:	Even if I turned him into a bomb, if you touch him using Shining Diamond,
context: Josuke Higashikata, I lose nothing by deciding whether to attack or not\based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond.\This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond, response:	you might die from the explosion, but Okuyasu won't.
context: based on your movements.\There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond.\This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't. response:	If you were to sacrifice yourself,
context: There's a chance that Okuyasu wasn't turned into a bomb.\You might be able to fix him with Shining Diamond.\This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself, response:	you'd at least be able to fix your best friend's wounds, wouldn't you?
context: You might be able to fix him with Shining Diamond.\This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you? response:	D-Don't touch him!
context: This might be too forward of me,\but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him! response:	I'll wait until you make your decision.
context: but there's only one way to save Okuyasu's life in this situation...\And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him!\I'll wait until you make your decision. response:	You can decide whether you're going to touch your best friend and fix him,
context: And that's for you to touch him and fix him.\Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him!\I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him, response:	or come after me.
context: Even if I turned him into a bomb, if you touch him using Shining Diamond,\you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him!\I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him,\or come after me. response:	I'll wait as long as it takes for you to make your decision,
context: you might die from the explosion, but Okuyasu won't.\If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him!\I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him,\or come after me.\I'll wait as long as it takes for you to make your decision, response:	but I guess there's no way you'll touch him,
context: If you were to sacrifice yourself,\you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him!\I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him,\or come after me.\I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him, response:	even if he is your precious best friend...
context: you'd at least be able to fix your best friend's wounds, wouldn't you?\D-Don't touch him!\I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him,\or come after me.\I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him,\even if he is your precious best friend... response:	I have proof that you shouldn't touch him!
context: D-Don't touch him!\I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him,\or come after me.\I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him,\even if he is your precious best friend...\I have proof that you shouldn't touch him! response:	I'm sure he can't control more than one bomb at a time!
context: I'll wait until you make your decision.\You can decide whether you're going to touch your best friend and fix him,\or come after me.\I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him,\even if he is your precious best friend...\I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time! response:	Once he's used his explosive ability,
context: You can decide whether you're going to touch your best friend and fix him,\or come after me.\I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him,\even if he is your precious best friend...\I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability, response:	he can't create the next bomb until the first one has gone off.
context: or come after me.\I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him,\even if he is your precious best friend...\I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off. response:	As proof, he could be shooting off tons of bombs,
context: I'll wait as long as it takes for you to make your decision,\but I guess there's no way you'll touch him,\even if he is your precious best friend...\I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs, response:	but he's only shot off one at a time!
context: but I guess there's no way you'll touch him,\even if he is your precious best friend...\I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time! response:	He changed Okuyasu into a bomb, so he can't shoot now!
context: even if he is your precious best friend...\I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now! response:	What are you trying to say?
context: I have proof that you shouldn't touch him!\I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say? response:	I'm telling you that there's a way to save Okuyasu-san!
context: I'm sure he can't control more than one bomb at a time!\Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san! response:	And for that...
context: Once he's used his explosive ability,\he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san!\And for that... response:	Deadly Queen, switch on the bomb.
context: he can't create the next bomb until the first one has gone off.\As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san!\And for that...\Deadly Queen, switch on the bomb. response:	I just need to touch him!
context: As proof, he could be shooting off tons of bombs,\but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san!\And for that...\Deadly Queen, switch on the bomb.\I just need to touch him! response:	What?!
context: but he's only shot off one at a time!\He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san!\And for that...\Deadly Queen, switch on the bomb.\I just need to touch him!\What?! response:	H-Hayato, you...
context: He changed Okuyasu into a bomb, so he can't shoot now!\What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san!\And for that...\Deadly Queen, switch on the bomb.\I just need to touch him!\What?!\H-Hayato, you... response:	All right! Shining Diamond!
context: What are you trying to say?\I'm telling you that there's a way to save Okuyasu-san!\And for that...\Deadly Queen, switch on the bomb.\I just need to touch him!\What?!\H-Hayato, you...\All right! Shining Diamond! response:	You're insane, Hayato Kawajiri... You've got some guts.
context: I'm telling you that there's a way to save Okuyasu-san!\And for that...\Deadly Queen, switch on the bomb.\I just need to touch him!\What?!\H-Hayato, you...\All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts. response:	Are you really a grade-schooler, kid?
context: And for that...\Deadly Queen, switch on the bomb.\I just need to touch him!\What?!\H-Hayato, you...\All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid? response:	If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.
context: Deadly Queen, switch on the bomb.\I just need to touch him!\What?!\H-Hayato, you...\All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it. response:	Besides, you can't die.
context: I just need to touch him!\What?!\H-Hayato, you...\All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die. response:	If you die, he can easily kill me, and then he'll be free.
context: What?!\H-Hayato, you...\All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die.\If you die, he can easily kill me, and then he'll be free. response:	He'll eventually kill my mom, too...
context: H-Hayato, you...\All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die.\If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too... response:	and other people in this town again!
context: All right! Shining Diamond!\You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die.\If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too...\and other people in this town again! response:	No, you'll die.
context: You're insane, Hayato Kawajiri... You've got some guts.\Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die.\If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too...\and other people in this town again!\No, you'll die. response:	To think that your ability to fix things
context: Are you really a grade-schooler, kid?\If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die.\If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too...\and other people in this town again!\No, you'll die.\To think that your ability to fix things response:	is so powerful that it can fix what I've blown up instantaneously...
context: If I wasn't expecting you to use your ability to f-fix things, I couldn't do it.\Besides, you can't die.\If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too...\and other people in this town again!\No, you'll die.\To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously... response:	I've just been reminded that it's the most troublesome ability to have against me.
context: Besides, you can't die.\If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too...\and other people in this town again!\No, you'll die.\To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me. response:	Deadly Queen!
context: If you die, he can easily kill me, and then he'll be free.\He'll eventually kill my mom, too...\and other people in this town again!\No, you'll die.\To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen! response:	Josuke, he's firing!
context: He'll eventually kill my mom, too...\and other people in this town again!\No, you'll die.\To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen!\Josuke, he's firing! response:	I'll detonate it upon impact so you can't put your guard up.
context: and other people in this town again!\No, you'll die.\To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen!\Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up. response:	However, since there's a chance you'll dodge it if it detonates on impact,
context: No, you'll die.\To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen!\Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact, response:	I shot a small one so it'd be hard to see.
context: To think that your ability to fix things\is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen!\Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see. response:	I wonder if you can dodge it while
context: is so powerful that it can fix what I've blown up instantaneously...\I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen!\Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see.\I wonder if you can dodge it while response:	holding Okuyasu, and with debris from the explosion stuck in your wounds...
context: I've just been reminded that it's the most troublesome ability to have against me.\Deadly Queen!\Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see.\I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds... response:	Hurry up and run, Josuke!
context: Deadly Queen!\Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see.\I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke! response:	If the explosion so much as grazes you next time, it'll be fatal!
context: Josuke, he's firing!\I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see.\I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal! response:	Okuyasu! I fixed your wounds.
context: I'll detonate it upon impact so you can't put your guard up.\However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see.\I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds. response:	Wake up, Okuyasu!
context: However, since there's a chance you'll dodge it if it detonates on impact,\I shot a small one so it'd be hard to see.\I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds.\Wake up, Okuyasu! response:	Hurry and move! He's going to get you!
context: I shot a small one so it'd be hard to see.\I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds.\Wake up, Okuyasu!\Hurry and move! He's going to get you! response:	Eight meters until impact.
context: I wonder if you can dodge it while\holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds.\Wake up, Okuyasu!\Hurry and move! He's going to get you!\Eight meters until impact. response:	Come on, you can wake up now!
context: holding Okuyasu, and with debris from the explosion stuck in your wounds...\Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds.\Wake up, Okuyasu!\Hurry and move! He's going to get you!\Eight meters until impact.\Come on, you can wake up now! response:	You're totally fine now, Okuyasu!
context: Hurry up and run, Josuke!\If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds.\Wake up, Okuyasu!\Hurry and move! He's going to get you!\Eight meters until impact.\Come on, you can wake up now!\You're totally fine now, Okuyasu! response:	Josuke!
context: If the explosion so much as grazes you next time, it'll be fatal!\Okuyasu! I fixed your wounds.\Wake up, Okuyasu!\Hurry and move! He's going to get you!\Eight meters until impact.\Come on, you can wake up now!\You're totally fine now, Okuyasu!\Josuke! response:	Just seven more meters.
context: Okuyasu! I fixed your wounds.\Wake up, Okuyasu!\Hurry and move! He's going to get you!\Eight meters until impact.\Come on, you can wake up now!\You're totally fine now, Okuyasu!\Josuke!\Just seven more meters. response:	Just open your eyes, Okuyasu! Hey!
context: Wake up, Okuyasu!\Hurry and move! He's going to get you!\Eight meters until impact.\Come on, you can wake up now!\You're totally fine now, Okuyasu!\Josuke!\Just seven more meters.\Just open your eyes, Okuyasu! Hey! response:	Hey, Okuyasu! Hurry up and open your damn eyes!
context: Hurry and move! He's going to get you!\Eight meters until impact.\Come on, you can wake up now!\You're totally fine now, Okuyasu!\Josuke!\Just seven more meters.\Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes! response:	Hey! Let's work together like we always do and kick his ass!
context: Eight meters until impact.\Come on, you can wake up now!\You're totally fine now, Okuyasu!\Josuke!\Just seven more meters.\Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass! response:	Josuke...
context: Come on, you can wake up now!\You're totally fine now, Okuyasu!\Josuke!\Just seven more meters.\Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass!\Josuke... response:	I'm going to place that bomb right under his nose,
context: You're totally fine now, Okuyasu!\Josuke!\Just seven more meters.\Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass!\Josuke...\I'm going to place that bomb right under his nose, response:	as precise as one of Joe Montana's touchdown passes,
context: Josuke!\Just seven more meters.\Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass!\Josuke...\I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes, response:	and then detonate it from there.
context: Just seven more meters.\Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass!\Josuke...\I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes,\and then detonate it from there. response:	Four meters until impact.
context: Just open your eyes, Okuyasu! Hey!\Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass!\Josuke...\I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes,\and then detonate it from there.\Four meters until impact. response:	L-Let go! If you don't run, you'll be hit head-on!
context: Hey, Okuyasu! Hurry up and open your damn eyes!\Hey! Let's work together like we always do and kick his ass!\Josuke...\I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes,\and then detonate it from there.\Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on! response:	Okuyasu is... Okuyasu is already...
context: Hey! Let's work together like we always do and kick his ass!\Josuke...\I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes,\and then detonate it from there.\Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already... response:	Shut up!
context: Josuke...\I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes,\and then detonate it from there.\Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already...\Shut up! response:	You need to hurry up and run away yourself, kid!
context: I'm going to place that bomb right under his nose,\as precise as one of Joe Montana's touchdown passes,\and then detonate it from there.\Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already...\Shut up!\You need to hurry up and run away yourself, kid! response:	Two more meters until impact.
context: as precise as one of Joe Montana's touchdown passes,\and then detonate it from there.\Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already...\Shut up!\You need to hurry up and run away yourself, kid!\Two more meters until impact. response:	The explosion will cover approximately a three-meter radius.
context: and then detonate it from there.\Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already...\Shut up!\You need to hurry up and run away yourself, kid!\Two more meters until impact.\The explosion will cover approximately a three-meter radius. response:	I see it! It's about two meters in front of you!
context: Four meters until impact.\L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already...\Shut up!\You need to hurry up and run away yourself, kid!\Two more meters until impact.\The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you! response:	Hurry up and run away!
context: L-Let go! If you don't run, you'll be hit head-on!\Okuyasu is... Okuyasu is already...\Shut up!\You need to hurry up and run away yourself, kid!\Two more meters until impact.\The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you!\Hurry up and run away! response:	Okuyasu... Okuyasu is already dead!
context: Okuyasu is... Okuyasu is already...\Shut up!\You need to hurry up and run away yourself, kid!\Two more meters until impact.\The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you!\Hurry up and run away!\Okuyasu... Okuyasu is already dead! response:	He's not dead!
context: Shut up!\You need to hurry up and run away yourself, kid!\Two more meters until impact.\The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you!\Hurry up and run away!\Okuyasu... Okuyasu is already dead!\He's not dead! response:	Okuyasu is fixed!
context: You need to hurry up and run away yourself, kid!\Two more meters until impact.\The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you!\Hurry up and run away!\Okuyasu... Okuyasu is already dead!\He's not dead!\Okuyasu is fixed! response:	He's going to open his eyes!
context: Two more meters until impact.\The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you!\Hurry up and run away!\Okuyasu... Okuyasu is already dead!\He's not dead!\Okuyasu is fixed!\He's going to open his eyes! response:	I'll get it one meter closer and then push the button.
context: The explosion will cover approximately a three-meter radius.\I see it! It's about two meters in front of you!\Hurry up and run away!\Okuyasu... Okuyasu is already dead!\He's not dead!\Okuyasu is fixed!\He's going to open his eyes!\I'll get it one meter closer and then push the button. response:	Josuke!
context: I see it! It's about two meters in front of you!\Hurry up and run away!\Okuyasu... Okuyasu is already dead!\He's not dead!\Okuyasu is fixed!\He's going to open his eyes!\I'll get it one meter closer and then push the button.\Josuke! response:	Splash
context: Hurry up and run away!\Okuyasu... Okuyasu is already dead!\He's not dead!\Okuyasu is fixed!\He's going to open his eyes!\I'll get it one meter closer and then push the button.\Josuke!\Splash response:	Th-The air bullet was split by a knife of blood!
context: Okuyasu... Okuyasu is already dead!\He's not dead!\Okuyasu is fixed!\He's going to open his eyes!\I'll get it one meter closer and then push the button.\Josuke!\Splash\Th-The air bullet was split by a knife of blood! response:	Did the blood flowing through Josuke
context: He's not dead!\Okuyasu is fixed!\He's going to open his eyes!\I'll get it one meter closer and then push the button.\Josuke!\Splash\Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke response:	just fly out with immense power and cut it like a knife?
context: Okuyasu is fixed!\He's going to open his eyes!\I'll get it one meter closer and then push the button.\Josuke!\Splash\Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife? response:	That's it! Just like when I stabbed it with
context: He's going to open his eyes!\I'll get it one meter closer and then push the button.\Josuke!\Splash\Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with response:	the needle from the compass in the attic,
context: I'll get it one meter closer and then push the button.\Josuke!\Splash\Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with\the needle from the compass in the attic, response:	the air from the cat weed shrank!
context: Josuke!\Splash\Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with\the needle from the compass in the attic,\the air from the cat weed shrank! response:	He used the blood from his wound like a water pressure cutter
context: Splash\Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with\the needle from the compass in the attic,\the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter response:	to cut through it...
context: Th-The air bullet was split by a knife of blood!\Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with\the needle from the compass in the attic,\the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter\to cut through it... response:	But I wonder about the air bullet.
context: Did the blood flowing through Josuke\just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with\the needle from the compass in the attic,\the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter\to cut through it...\But I wonder about the air bullet. response:	It didn't shrink! It's heading toward you!
context: just fly out with immense power and cut it like a knife?\That's it! Just like when I stabbed it with\the needle from the compass in the attic,\the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter\to cut through it...\But I wonder about the air bullet.\It didn't shrink! It's heading toward you! response:	An air bullet that's become a bomb is
