context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: That's magic to knock people out, Sleep.\You're pretty sharp.\Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly!\What the heck is this?\Bosco?!\What about Fairy Tail? response:	Give it up! You're our merchandise now.
context: You're pretty sharp.\Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly!\What the heck is this?\Bosco?!\What about Fairy Tail?\Give it up! You're our merchandise now. response:	That's...
context: Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly!\What the heck is this?\Bosco?!\What about Fairy Tail?\Give it up! You're our merchandise now.\That's... response:	Then, the other girls...
context: I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly!\What the heck is this?\Bosco?!\What about Fairy Tail?\Give it up! You're our merchandise now.\That's...\Then, the other girls... response:	That's our Salamander-san!
context: What a handful you are, girly!\What the heck is this?\Bosco?!\What about Fairy Tail?\Give it up! You're our merchandise now.\That's...\Then, the other girls...\That's our Salamander-san! response:	We've got ourselves quite a haul this time!
context: What the heck is this?\Bosco?!\What about Fairy Tail?\Give it up! You're our merchandise now.\That's...\Then, the other girls...\That's our Salamander-san!\We've got ourselves quite a haul this time! response:	Why, you...
context: Bosco?!\What about Fairy Tail?\Give it up! You're our merchandise now.\That's...\Then, the other girls...\That's our Salamander-san!\We've got ourselves quite a haul this time!\Why, you... response:	Gate Keys?
context: What about Fairy Tail?\Give it up! You're our merchandise now.\That's...\Then, the other girls...\That's our Salamander-san!\We've got ourselves quite a haul this time!\Why, you...\Gate Keys? response:	So you're a Celestial Wizard?
context: Give it up! You're our merchandise now.\That's...\Then, the other girls...\That's our Salamander-san!\We've got ourselves quite a haul this time!\Why, you...\Gate Keys?\So you're a Celestial Wizard? response:	This magic can only be used by the contract holders.
context: That's...\Then, the other girls...\That's our Salamander-san!\We've got ourselves quite a haul this time!\Why, you...\Gate Keys?\So you're a Celestial Wizard?\This magic can only be used by the contract holders. response:	In other words, these are useless to me.
context: Then, the other girls...\That's our Salamander-san!\We've got ourselves quite a haul this time!\Why, you...\Gate Keys?\So you're a Celestial Wizard?\This magic can only be used by the contract holders.\In other words, these are useless to me. response:	What's the matter with this guy?
context: That's our Salamander-san!\We've got ourselves quite a haul this time!\Why, you...\Gate Keys?\So you're a Celestial Wizard?\This magic can only be used by the contract holders.\In other words, these are useless to me.\What's the matter with this guy? response:	What a horrible thing to do...
context: We've got ourselves quite a haul this time!\Why, you...\Gate Keys?\So you're a Celestial Wizard?\This magic can only be used by the contract holders.\In other words, these are useless to me.\What's the matter with this guy?\What a horrible thing to do... response:	So this... So this is what it means to be a Fairy Tail wizard?
context: Why, you...\Gate Keys?\So you're a Celestial Wizard?\This magic can only be used by the contract holders.\In other words, these are useless to me.\What's the matter with this guy?\What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard? response:	Using magic for evil and tricking people...
context: Gate Keys?\So you're a Celestial Wizard?\This magic can only be used by the contract holders.\In other words, these are useless to me.\What's the matter with this guy?\What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people... response:	That's the worst kind of wizard there is!
context: So you're a Celestial Wizard?\This magic can only be used by the contract holders.\In other words, these are useless to me.\What's the matter with this guy?\What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people...\That's the worst kind of wizard there is! response:	Natsu!
context: This magic can only be used by the contract holders.\In other words, these are useless to me.\What's the matter with this guy?\What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people...\That's the worst kind of wizard there is!\Natsu! response:	As I thought, it's no use...
context: In other words, these are useless to me.\What's the matter with this guy?\What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people...\That's the worst kind of wizard there is!\Natsu!\As I thought, it's no use... response:	Lame!
context: What's the matter with this guy?\What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people...\That's the worst kind of wizard there is!\Natsu!\As I thought, it's no use...\Lame! response:	Lucy, what are you doing?
context: What a horrible thing to do...\So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people...\That's the worst kind of wizard there is!\Natsu!\As I thought, it's no use...\Lame!\Lucy, what are you doing? response:	Happy!
context: So this... So this is what it means to be a Fairy Tail wizard?\Using magic for evil and tricking people...\That's the worst kind of wizard there is!\Natsu!\As I thought, it's no use...\Lame!\Lucy, what are you doing?\Happy! response:	I was tricked. He said he'd help me join Fairy Tail.
context: Using magic for evil and tricking people...\That's the worst kind of wizard there is!\Natsu!\As I thought, it's no use...\Lame!\Lucy, what are you doing?\Happy!\I was tricked. He said he'd help me join Fairy Tail. response:	Wait, since when did you have wings?
context: That's the worst kind of wizard there is!\Natsu!\As I thought, it's no use...\Lame!\Lucy, what are you doing?\Happy!\I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings? response:	Leave that for later!
context: Natsu!\As I thought, it's no use...\Lame!\Lucy, what are you doing?\Happy!\I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings?\Leave that for later! response:	Run away!
context: As I thought, it's no use...\Lame!\Lucy, what are you doing?\Happy!\I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings?\Leave that for later!\Run away! response:	After her! It'll be trouble if the council gets wind of this!
context: Lame!\Lucy, what are you doing?\Happy!\I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings?\Leave that for later!\Run away!\After her! It'll be trouble if the council gets wind of this! response:	Hey, what about Natsu?
context: Lucy, what are you doing?\Happy!\I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings?\Leave that for later!\Run away!\After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu? response:	I can't carry two people.
context: Happy!\I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings?\Leave that for later!\Run away!\After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu?\I can't carry two people. response:	You think you can escape?
context: I was tricked. He said he'd help me join Fairy Tail.\Wait, since when did you have wings?\Leave that for later!\Run away!\After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu?\I can't carry two people.\You think you can escape? response:	Prominence Whip!
context: Wait, since when did you have wings?\Leave that for later!\Run away!\After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu?\I can't carry two people.\You think you can escape?\Prominence Whip! response:	Kaboom!
context: Leave that for later!\Run away!\After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu?\I can't carry two people.\You think you can escape?\Prominence Whip!\Kaboom! response:	That cat's damn quick!
context: Run away!\After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu?\I can't carry two people.\You think you can escape?\Prominence Whip!\Kaboom!\That cat's damn quick! response:	Hey...
context: After her! It'll be trouble if the council gets wind of this!\Hey, what about Natsu?\I can't carry two people.\You think you can escape?\Prominence Whip!\Kaboom!\That cat's damn quick!\Hey... response:	I've got to save Natsu and the other girls!
context: Hey, what about Natsu?\I can't carry two people.\You think you can escape?\Prominence Whip!\Kaboom!\That cat's damn quick!\Hey...\I've got to save Natsu and the other girls! response:	Lucy, listen up.
context: I can't carry two people.\You think you can escape?\Prominence Whip!\Kaboom!\That cat's damn quick!\Hey...\I've got to save Natsu and the other girls!\Lucy, listen up. response:	What is it now?
context: You think you can escape?\Prominence Whip!\Kaboom!\That cat's damn quick!\Hey...\I've got to save Natsu and the other girls!\Lucy, listen up.\What is it now? response:	My transformation ran out.
context: Prominence Whip!\Kaboom!\That cat's damn quick!\Hey...\I've got to save Natsu and the other girls!\Lucy, listen up.\What is it now?\My transformation ran out. response:	You damned cat!
context: Kaboom!\That cat's damn quick!\Hey...\I've got to save Natsu and the other girls!\Lucy, listen up.\What is it now?\My transformation ran out.\You damned cat! response:	There they are!
context: That cat's damn quick!\Hey...\I've got to save Natsu and the other girls!\Lucy, listen up.\What is it now?\My transformation ran out.\You damned cat!\There they are! response:	Ah, well... First we hurry to Bosco...
context: Hey...\I've got to save Natsu and the other girls!\Lucy, listen up.\What is it now?\My transformation ran out.\You damned cat!\There they are!\Ah, well... First we hurry to Bosco... response:	Fairy... Tail...
context: I've got to save Natsu and the other girls!\Lucy, listen up.\What is it now?\My transformation ran out.\You damned cat!\There they are!\Ah, well... First we hurry to Bosco...\Fairy... Tail... response:	You?!
context: Lucy, listen up.\What is it now?\My transformation ran out.\You damned cat!\There they are!\Ah, well... First we hurry to Bosco...\Fairy... Tail...\You?! response:	Here I go!
context: What is it now?\My transformation ran out.\You damned cat!\There they are!\Ah, well... First we hurry to Bosco...\Fairy... Tail...\You?!\Here I go! response:	Gate of the water bearer, I open thee!
context: My transformation ran out.\You damned cat!\There they are!\Ah, well... First we hurry to Bosco...\Fairy... Tail...\You?!\Here I go!\Gate of the water bearer, I open thee! response:	Aquarius!
context: You damned cat!\There they are!\Ah, well... First we hurry to Bosco...\Fairy... Tail...\You?!\Here I go!\Gate of the water bearer, I open thee!\Aquarius! response:	A fish!
context: There they are!\Ah, well... First we hurry to Bosco...\Fairy... Tail...\You?!\Here I go!\Gate of the water bearer, I open thee!\Aquarius!\A fish! response:	Um, no.
context: Ah, well... First we hurry to Bosco...\Fairy... Tail...\You?!\Here I go!\Gate of the water bearer, I open thee!\Aquarius!\A fish!\Um, no. response:	Wow.
context: Fairy... Tail...\You?!\Here I go!\Gate of the water bearer, I open thee!\Aquarius!\A fish!\Um, no.\Wow. response:	I'm a celestial wizard, see.
context: You?!\Here I go!\Gate of the water bearer, I open thee!\Aquarius!\A fish!\Um, no.\Wow.\I'm a celestial wizard, see. response:	I use gate keys to call celestial spirits from an alternate dimension.
context: Here I go!\Gate of the water bearer, I open thee!\Aquarius!\A fish!\Um, no.\Wow.\I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension. response:	Aquarius! Use your power and sweep that ship up onto the shore!
context: Gate of the water bearer, I open thee!\Aquarius!\A fish!\Um, no.\Wow.\I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore! response:	Tch.
context: Aquarius!\A fish!\Um, no.\Wow.\I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore!\Tch. response:	Did you, perhaps, just say tch to me?!
context: A fish!\Um, no.\Wow.\I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore!\Tch.\Did you, perhaps, just say tch to me?! response:	You really shouldn't complain like that.
context: Um, no.\Wow.\I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore!\Tch.\Did you, perhaps, just say tch to me?!\You really shouldn't complain like that. response:	What an annoying girl you are.
context: Wow.\I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore!\Tch.\Did you, perhaps, just say tch to me?!\You really shouldn't complain like that.\What an annoying girl you are. response:	Let me tell you something.
context: I'm a celestial wizard, see.\I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore!\Tch.\Did you, perhaps, just say tch to me?!\You really shouldn't complain like that.\What an annoying girl you are.\Let me tell you something. response:	The next time you drop my key, I'll kill you.
context: I use gate keys to call celestial spirits from an alternate dimension.\Aquarius! Use your power and sweep that ship up onto the shore!\Tch.\Did you, perhaps, just say tch to me?!\You really shouldn't complain like that.\What an annoying girl you are.\Let me tell you something.\The next time you drop my key, I'll kill you. response:	S-Sorry!
context: Aquarius! Use your power and sweep that ship up onto the shore!\Tch.\Did you, perhaps, just say tch to me?!\You really shouldn't complain like that.\What an annoying girl you are.\Let me tell you something.\The next time you drop my key, I'll kill you.\S-Sorry! response:	Don't sweep me away, too!
context: Tch.\Did you, perhaps, just say tch to me?!\You really shouldn't complain like that.\What an annoying girl you are.\Let me tell you something.\The next time you drop my key, I'll kill you.\S-Sorry!\Don't sweep me away, too! response:	What were you thinking?
context: Did you, perhaps, just say tch to me?!\You really shouldn't complain like that.\What an annoying girl you are.\Let me tell you something.\The next time you drop my key, I'll kill you.\S-Sorry!\Don't sweep me away, too!\What were you thinking? response:	You think it's normal to sweep me up, too?
context: You really shouldn't complain like that.\What an annoying girl you are.\Let me tell you something.\The next time you drop my key, I'll kill you.\S-Sorry!\Don't sweep me away, too!\What were you thinking?\You think it's normal to sweep me up, too? response:	Alas, I failed.
context: What an annoying girl you are.\Let me tell you something.\The next time you drop my key, I'll kill you.\S-Sorry!\Don't sweep me away, too!\What were you thinking?\You think it's normal to sweep me up, too?\Alas, I failed. response:	I ended up sweeping the ship as well.
context: Let me tell you something.\The next time you drop my key, I'll kill you.\S-Sorry!\Don't sweep me away, too!\What were you thinking?\You think it's normal to sweep me up, too?\Alas, I failed.\I ended up sweeping the ship as well. response:	You were aiming for me?!
context: The next time you drop my key, I'll kill you.\S-Sorry!\Don't sweep me away, too!\What were you thinking?\You think it's normal to sweep me up, too?\Alas, I failed.\I ended up sweeping the ship as well.\You were aiming for me?! response:	Do not call me for a while.
context: S-Sorry!\Don't sweep me away, too!\What were you thinking?\You think it's normal to sweep me up, too?\Alas, I failed.\I ended up sweeping the ship as well.\You were aiming for me?!\Do not call me for a while. response:	I will be on vacation for a week with my boyfriend.
context: Don't sweep me away, too!\What were you thinking?\You think it's normal to sweep me up, too?\Alas, I failed.\I ended up sweeping the ship as well.\You were aiming for me?!\Do not call me for a while.\I will be on vacation for a week with my boyfriend. response:	With my boyfriend.
context: What were you thinking?\You think it's normal to sweep me up, too?\Alas, I failed.\I ended up sweeping the ship as well.\You were aiming for me?!\Do not call me for a while.\I will be on vacation for a week with my boyfriend.\With my boyfriend. response:	Don't rub it in!
context: You think it's normal to sweep me up, too?\Alas, I failed.\I ended up sweeping the ship as well.\You were aiming for me?!\Do not call me for a while.\I will be on vacation for a week with my boyfriend.\With my boyfriend.\Don't rub it in! response:	Hey, Lucy! Maybe I shouldn't have apologized back then?
context: Alas, I failed.\I ended up sweeping the ship as well.\You were aiming for me?!\Do not call me for a while.\I will be on vacation for a week with my boyfriend.\With my boyfriend.\Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then? response:	This cat's so oblivious, I don't even know where to start...
context: I ended up sweeping the ship as well.\You were aiming for me?!\Do not call me for a while.\I will be on vacation for a week with my boyfriend.\With my boyfriend.\Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start... response:	What is this?
context: You were aiming for me?!\Do not call me for a while.\I will be on vacation for a week with my boyfriend.\With my boyfriend.\Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start...\What is this? response:	A ship was thrown into the port!
context: Do not call me for a while.\I will be on vacation for a week with my boyfriend.\With my boyfriend.\Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start...\What is this?\A ship was thrown into the port! response:	Damn it! What the...
context: I will be on vacation for a week with my boyfriend.\With my boyfriend.\Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start...\What is this?\A ship was thrown into the port!\Damn it! What the... response:	Natsu!
context: With my boyfriend.\Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start...\What is this?\A ship was thrown into the port!\Damn it! What the...\Natsu! response:	You, a Fairy Tail wizard?
context: Don't rub it in!\Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start...\What is this?\A ship was thrown into the port!\Damn it! What the...\Natsu!\You, a Fairy Tail wizard? response:	And what's it to you?
context: Hey, Lucy! Maybe I shouldn't have apologized back then?\This cat's so oblivious, I don't even know where to start...\What is this?\A ship was thrown into the port!\Damn it! What the...\Natsu!\You, a Fairy Tail wizard?\And what's it to you? response:	Get'im, boys!
context: This cat's so oblivious, I don't even know where to start...\What is this?\A ship was thrown into the port!\Damn it! What the...\Natsu!\You, a Fairy Tail wizard?\And what's it to you?\Get'im, boys! response:	Right!
context: What is this?\A ship was thrown into the port!\Damn it! What the...\Natsu!\You, a Fairy Tail wizard?\And what's it to you?\Get'im, boys!\Right! response:	Take a good look at this face.
context: A ship was thrown into the port!\Damn it! What the...\Natsu!\You, a Fairy Tail wizard?\And what's it to you?\Get'im, boys!\Right!\Take a good look at this face. response:	Natsu!
context: Damn it! What the...\Natsu!\You, a Fairy Tail wizard?\And what's it to you?\Get'im, boys!\Right!\Take a good look at this face.\Natsu! response:	Don't worry. I should have told you sooner, but Natsu is also a wizard.
context: Natsu!\You, a Fairy Tail wizard?\And what's it to you?\Get'im, boys!\Right!\Take a good look at this face.\Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard. response:	I'm Natsu of Fairy Tail!
context: You, a Fairy Tail wizard?\And what's it to you?\Get'im, boys!\Right!\Take a good look at this face.\Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail! response:	And I ain't never seen you before!
context: And what's it to you?\Get'im, boys!\Right!\Take a good look at this face.\Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail!\And I ain't never seen you before! response:	Fairy Tail?
context: Get'im, boys!\Right!\Take a good look at this face.\Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail!\And I ain't never seen you before!\Fairy Tail? response:	Natsu is a Fairy Tail wizard?
context: Right!\Take a good look at this face.\Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail!\And I ain't never seen you before!\Fairy Tail?\Natsu is a Fairy Tail wizard? response:	That mark...
context: Take a good look at this face.\Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail!\And I ain't never seen you before!\Fairy Tail?\Natsu is a Fairy Tail wizard?\That mark... response:	He's the real deal, Bora-san!
context: Natsu!\Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail!\And I ain't never seen you before!\Fairy Tail?\Natsu is a Fairy Tail wizard?\That mark...\He's the real deal, Bora-san! response:	Idiot! Don't call me by that name!
context: Don't worry. I should have told you sooner, but Natsu is also a wizard.\I'm Natsu of Fairy Tail!\And I ain't never seen you before!\Fairy Tail?\Natsu is a Fairy Tail wizard?\That mark...\He's the real deal, Bora-san!\Idiot! Don't call me by that name! response:	Bora... Bora the Prominence.
context: I'm Natsu of Fairy Tail!\And I ain't never seen you before!\Fairy Tail?\Natsu is a Fairy Tail wizard?\That mark...\He's the real deal, Bora-san!\Idiot! Don't call me by that name!\Bora... Bora the Prominence. response:	He was thrown out of the Titan Nose guild some years back.
context: And I ain't never seen you before!\Fairy Tail?\Natsu is a Fairy Tail wizard?\That mark...\He's the real deal, Bora-san!\Idiot! Don't call me by that name!\Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back. response:	I dunno whether you're a bad guy or a good guy...
context: Fairy Tail?\Natsu is a Fairy Tail wizard?\That mark...\He's the real deal, Bora-san!\Idiot! Don't call me by that name!\Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy... response:	But I ain't gonna let you get away with pretending to be from Fairy Tail!
context: Natsu is a Fairy Tail wizard?\That mark...\He's the real deal, Bora-san!\Idiot! Don't call me by that name!\Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail! response:	And what do you plan to do about it, boy?!
context: That mark...\He's the real deal, Bora-san!\Idiot! Don't call me by that name!\Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?! response:	Prominence Typhoon!
context: He's the real deal, Bora-san!\Idiot! Don't call me by that name!\Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?!\Prominence Typhoon! response:	Natsu!
context: Idiot! Don't call me by that name!\Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?!\Prominence Typhoon!\Natsu! response:	I take no pleasure in defeating big-mouths like you.
context: Bora... Bora the Prominence.\He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?!\Prominence Typhoon!\Natsu!\I take no pleasure in defeating big-mouths like you. response:	Gross!
context: He was thrown out of the Titan Nose guild some years back.\I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?!\Prominence Typhoon!\Natsu!\I take no pleasure in defeating big-mouths like you.\Gross! response:	Are you really a fire wizard?
context: I dunno whether you're a bad guy or a good guy...\But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?!\Prominence Typhoon!\Natsu!\I take no pleasure in defeating big-mouths like you.\Gross!\Are you really a fire wizard? response:	I can't believe how gross this fire tastes!
context: But I ain't gonna let you get away with pretending to be from Fairy Tail!\And what do you plan to do about it, boy?!\Prominence Typhoon!\Natsu!\I take no pleasure in defeating big-mouths like you.\Gross!\Are you really a fire wizard?\I can't believe how gross this fire tastes! response:	Thanks for the meal.
context: And what do you plan to do about it, boy?!\Prominence Typhoon!\Natsu!\I take no pleasure in defeating big-mouths like you.\Gross!\Are you really a fire wizard?\I can't believe how gross this fire tastes!\Thanks for the meal. response:	W-W-W-W-What the heck is he?
context: Prominence Typhoon!\Natsu!\I take no pleasure in defeating big-mouths like you.\Gross!\Are you really a fire wizard?\I can't believe how gross this fire tastes!\Thanks for the meal.\W-W-W-W-What the heck is he? response:	Fire isn't going to work on Natsu.
context: Natsu!\I take no pleasure in defeating big-mouths like you.\Gross!\Are you really a fire wizard?\I can't believe how gross this fire tastes!\Thanks for the meal.\W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu. response:	I've never seen magic like that.
context: I take no pleasure in defeating big-mouths like you.\Gross!\Are you really a fire wizard?\I can't believe how gross this fire tastes!\Thanks for the meal.\W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu.\I've never seen magic like that. response:	Now that I've eaten, I'm all revved up.
context: Gross!\Are you really a fire wizard?\I can't believe how gross this fire tastes!\Thanks for the meal.\W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu.\I've never seen magic like that.\Now that I've eaten, I'm all revved up. response:	Here I go!
context: Are you really a fire wizard?\I can't believe how gross this fire tastes!\Thanks for the meal.\W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu.\I've never seen magic like that.\Now that I've eaten, I'm all revved up.\Here I go! response:	Roar of the Fire Dragon!
context: I can't believe how gross this fire tastes!\Thanks for the meal.\W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu.\I've never seen magic like that.\Now that I've eaten, I'm all revved up.\Here I go!\Roar of the Fire Dragon! response:	B-Bora-san...
context: Thanks for the meal.\W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu.\I've never seen magic like that.\Now that I've eaten, I'm all revved up.\Here I go!\Roar of the Fire Dragon!\B-Bora-san... response:	I've seen that guy before.
context: W-W-W-W-What the heck is he?\Fire isn't going to work on Natsu.\I've never seen magic like that.\Now that I've eaten, I'm all revved up.\Here I go!\Roar of the Fire Dragon!\B-Bora-san...\I've seen that guy before. response:	With the pink hair, and the scarf that looks like scales...
context: Fire isn't going to work on Natsu.\I've never seen magic like that.\Now that I've eaten, I'm all revved up.\Here I go!\Roar of the Fire Dragon!\B-Bora-san...\I've seen that guy before.\With the pink hair, and the scarf that looks like scales... response:	It's got to be him!
context: I've never seen magic like that.\Now that I've eaten, I'm all revved up.\Here I go!\Roar of the Fire Dragon!\B-Bora-san...\I've seen that guy before.\With the pink hair, and the scarf that looks like scales...\It's got to be him! response:	He's the real...
context: Now that I've eaten, I'm all revved up.\Here I go!\Roar of the Fire Dragon!\B-Bora-san...\I've seen that guy before.\With the pink hair, and the scarf that looks like scales...\It's got to be him!\He's the real... response:	Salamander!
context: Here I go!\Roar of the Fire Dragon!\B-Bora-san...\I've seen that guy before.\With the pink hair, and the scarf that looks like scales...\It's got to be him!\He's the real...\Salamander! response:	Remember it well...
context: Roar of the Fire Dragon!\B-Bora-san...\I've seen that guy before.\With the pink hair, and the scarf that looks like scales...\It's got to be him!\He's the real...\Salamander!\Remember it well... response:	This is what a real Fairy Tail wizard is!
context: B-Bora-san...\I've seen that guy before.\With the pink hair, and the scarf that looks like scales...\It's got to be him!\He's the real...\Salamander!\Remember it well...\This is what a real Fairy Tail wizard is! response:	Red Shower!
context: I've seen that guy before.\With the pink hair, and the scarf that looks like scales...\It's got to be him!\He's the real...\Salamander!\Remember it well...\This is what a real Fairy Tail wizard is!\Red Shower! response:	He eats fire, and punches with fire?
context: With the pink hair, and the scarf that looks like scales...\It's got to be him!\He's the real...\Salamander!\Remember it well...\This is what a real Fairy Tail wizard is!\Red Shower!\He eats fire, and punches with fire? response:	Is that really magic?
context: It's got to be him!\He's the real...\Salamander!\Remember it well...\This is what a real Fairy Tail wizard is!\Red Shower!\He eats fire, and punches with fire?\Is that really magic? response:	A dragon's lungs to breath flames...
context: He's the real...\Salamander!\Remember it well...\This is what a real Fairy Tail wizard is!\Red Shower!\He eats fire, and punches with fire?\Is that really magic?\A dragon's lungs to breath flames... response:	A dragon's scales to dissolve flames...
context: Salamander!\Remember it well...\This is what a real Fairy Tail wizard is!\Red Shower!\He eats fire, and punches with fire?\Is that really magic?\A dragon's lungs to breath flames...\A dragon's scales to dissolve flames... response:	A dragon's claws to wrap in flames...
context: Remember it well...\This is what a real Fairy Tail wizard is!\Red Shower!\He eats fire, and punches with fire?\Is that really magic?\A dragon's lungs to breath flames...\A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames... response:	It's magic that transforms your own body parts into those of a dragon's.
context: This is what a real Fairy Tail wizard is!\Red Shower!\He eats fire, and punches with fire?\Is that really magic?\A dragon's lungs to breath flames...\A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames...\It's magic that transforms your own body parts into those of a dragon's. response:	An ancient spell.
context: Red Shower!\He eats fire, and punches with fire?\Is that really magic?\A dragon's lungs to breath flames...\A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames...\It's magic that transforms your own body parts into those of a dragon's.\An ancient spell. response:	What's that?
context: He eats fire, and punches with fire?\Is that really magic?\A dragon's lungs to breath flames...\A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames...\It's magic that transforms your own body parts into those of a dragon's.\An ancient spell.\What's that? response:	It was originally magic used to deal with dragons.
context: Is that really magic?\A dragon's lungs to breath flames...\A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames...\It's magic that transforms your own body parts into those of a dragon's.\An ancient spell.\What's that?\It was originally magic used to deal with dragons. response:	My...
context: A dragon's lungs to breath flames...\A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames...\It's magic that transforms your own body parts into those of a dragon's.\An ancient spell.\What's that?\It was originally magic used to deal with dragons.\My... response:	Hell Prominence!
context: A dragon's scales to dissolve flames...\A dragon's claws to wrap in flames...\It's magic that transforms your own body parts into those of a dragon's.\An ancient spell.\What's that?\It was originally magic used to deal with dragons.\My...\Hell Prominence! response:	Dragon Slayer magic.
