context: Ilulu. response:	Ilulu.
context: That was when I met Tohru and managed to change.\So, maybe,\I was seeing my old self in Ilulu.\Ah.\Miss Kobayashi?\Stay with me!\You're okay.\Tohru. response:	Kanna-chan.
context: So, maybe,\I was seeing my old self in Ilulu.\Ah.\Miss Kobayashi?\Stay with me!\You're okay.\Tohru.\Kanna-chan. response:	Is this our home?
context: I was seeing my old self in Ilulu.\Ah.\Miss Kobayashi?\Stay with me!\You're okay.\Tohru.\Kanna-chan.\Is this our home? response:	Yes!
context: Ah.\Miss Kobayashi?\Stay with me!\You're okay.\Tohru.\Kanna-chan.\Is this our home?\Yes! response:	I healed your wounds, as well!
context: Miss Kobayashi?\Stay with me!\You're okay.\Tohru.\Kanna-chan.\Is this our home?\Yes!\I healed your wounds, as well! response:	Where's Ilulu?
context: Stay with me!\You're okay.\Tohru.\Kanna-chan.\Is this our home?\Yes!\I healed your wounds, as well!\Where's Ilulu? response:	Right there.
context: You're okay.\Tohru.\Kanna-chan.\Is this our home?\Yes!\I healed your wounds, as well!\Where's Ilulu?\Right there. response:	This girl wouldn't even try to leave your side.
context: Tohru.\Kanna-chan.\Is this our home?\Yes!\I healed your wounds, as well!\Where's Ilulu?\Right there.\This girl wouldn't even try to leave your side. response:	Even if she's finally noticed what makes you so great, it's too late!
context: Kanna-chan.\Is this our home?\Yes!\I healed your wounds, as well!\Where's Ilulu?\Right there.\This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late! response:	Kobayashi!
context: Is this our home?\Yes!\I healed your wounds, as well!\Where's Ilulu?\Right there.\This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late!\Kobayashi! response:	Can I let you trick me?
context: Yes!\I healed your wounds, as well!\Where's Ilulu?\Right there.\This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late!\Kobayashi!\Can I let you trick me? response:	Yeah, of course.
context: I healed your wounds, as well!\Where's Ilulu?\Right there.\This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late!\Kobayashi!\Can I let you trick me?\Yeah, of course. response:	Good morning.
context: Where's Ilulu?\Right there.\This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late!\Kobayashi!\Can I let you trick me?\Yeah, of course.\Good morning. response:	El NiNo Miki is here to share today's national weather.
context: Right there.\This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late!\Kobayashi!\Can I let you trick me?\Yeah, of course.\Good morning.\El NiNo Miki is here to share today's national weather. response:	Today, large regions will be seeing sunshine.
context: This girl wouldn't even try to leave your side.\Even if she's finally noticed what makes you so great, it's too late!\Kobayashi!\Can I let you trick me?\Yeah, of course.\Good morning.\El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine. response:	Will she be fine without making her claws and tail disappear?
context: Even if she's finally noticed what makes you so great, it's too late!\Kobayashi!\Can I let you trick me?\Yeah, of course.\Good morning.\El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear? response:	We're under a high pressure system, so it's calm skies over a wide region.
context: Kobayashi!\Can I let you trick me?\Yeah, of course.\Good morning.\El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region. response:	And if she could make her breasts a normal size.
context: Can I let you trick me?\Yeah, of course.\Good morning.\El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size. response:	You can rest assured and hang your laundry out today.
context: Yeah, of course.\Good morning.\El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today. response:	Ilulu is already pushing herself as it is at that size.
context: Good morning.\El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size. response:	The cherry blossoms are starting to bloom as well.
context: El NiNo Miki is here to share today's national weather.\Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well. response:	If she wasn't pushing herself, her breasts would be even bigger.
context: Today, large regions will be seeing sunshine.\Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger. response:	They're only just blooming, but there aren't many caterpillars at this time!
context: Will she be fine without making her claws and tail disappear?\We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time! response:	Oh, she could probably make her claws and tail disappear if she tried.
context: We're under a high pressure system, so it's calm skies over a wide region.\And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried. response:	So, how about giving an early flower viewing a try right now?
context: And if she could make her breasts a normal size.\You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now? response:	Huh? What do you mean she can't reduce her breasts?
context: You can rest assured and hang your laundry out today.\Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts? response:	Give me about 5 of that!
context: Ilulu is already pushing herself as it is at that size.\The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that! response:	Mornings and evenings will be chilly in many locations.
context: The cherry blossoms are starting to bloom as well.\If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that!\Mornings and evenings will be chilly in many locations. response:	Kobayashi, Kobayashi.
context: If she wasn't pushing herself, her breasts would be even bigger.\They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that!\Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi. response:	What's the matter?
context: They're only just blooming, but there aren't many caterpillars at this time!\Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that!\Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi.\What's the matter? response:	This is where excrement goes, right?
context: Oh, she could probably make her claws and tail disappear if she tried.\So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that!\Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi.\What's the matter?\This is where excrement goes, right? response:	How does it work?
context: So, how about giving an early flower viewing a try right now?\Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that!\Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi.\What's the matter?\This is where excrement goes, right?\How does it work? response:	I have to start from there?
context: Huh? What do you mean she can't reduce her breasts?\Give me about 5 of that!\Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi.\What's the matter?\This is where excrement goes, right?\How does it work?\I have to start from there? response:	Yeah, you sit on there.
context: Give me about 5 of that!\Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi.\What's the matter?\This is where excrement goes, right?\How does it work?\I have to start from there?\Yeah, you sit on there. response:	Just like that.
context: Mornings and evenings will be chilly in many locations.\Kobayashi, Kobayashi.\What's the matter?\This is where excrement goes, right?\How does it work?\I have to start from there?\Yeah, you sit on there.\Just like that. response:	I got it.
context: Kobayashi, Kobayashi.\What's the matter?\This is where excrement goes, right?\How does it work?\I have to start from there?\Yeah, you sit on there.\Just like that.\I got it. response:	We'll have to teach her all kinds of things.
context: What's the matter?\This is where excrement goes, right?\How does it work?\I have to start from there?\Yeah, you sit on there.\Just like that.\I got it.\We'll have to teach her all kinds of things. response:	If only I had a talented maid at times like these.
context: This is where excrement goes, right?\How does it work?\I have to start from there?\Yeah, you sit on there.\Just like that.\I got it.\We'll have to teach her all kinds of things.\If only I had a talented maid at times like these. response:	I'd see them in a whole new light.
context: How does it work?\I have to start from there?\Yeah, you sit on there.\Just like that.\I got it.\We'll have to teach her all kinds of things.\If only I had a talented maid at times like these.\I'd see them in a whole new light. response:	Sorry. Just while I'm away at work.
context: I have to start from there?\Yeah, you sit on there.\Just like that.\I got it.\We'll have to teach her all kinds of things.\If only I had a talented maid at times like these.\I'd see them in a whole new light.\Sorry. Just while I'm away at work. response:	It's fine.
context: Yeah, you sit on there.\Just like that.\I got it.\We'll have to teach her all kinds of things.\If only I had a talented maid at times like these.\I'd see them in a whole new light.\Sorry. Just while I'm away at work.\It's fine. response:	You and I have a special, eternal bond, after all!
context: Just like that.\I got it.\We'll have to teach her all kinds of things.\If only I had a talented maid at times like these.\I'd see them in a whole new light.\Sorry. Just while I'm away at work.\It's fine.\You and I have a special, eternal bond, after all! response:	Don't add eternal on there so casually.
context: I got it.\We'll have to teach her all kinds of things.\If only I had a talented maid at times like these.\I'd see them in a whole new light.\Sorry. Just while I'm away at work.\It's fine.\You and I have a special, eternal bond, after all!\Don't add eternal on there so casually. response:	Have a good day.
context: We'll have to teach her all kinds of things.\If only I had a talented maid at times like these.\I'd see them in a whole new light.\Sorry. Just while I'm away at work.\It's fine.\You and I have a special, eternal bond, after all!\Don't add eternal on there so casually.\Have a good day. response:	Have you been working those muscles?
context: If only I had a talented maid at times like these.\I'd see them in a whole new light.\Sorry. Just while I'm away at work.\It's fine.\You and I have a special, eternal bond, after all!\Don't add eternal on there so casually.\Have a good day.\Have you been working those muscles? response:	Now...
context: I'd see them in a whole new light.\Sorry. Just while I'm away at work.\It's fine.\You and I have a special, eternal bond, after all!\Don't add eternal on there so casually.\Have a good day.\Have you been working those muscles?\Now... response:	When you don't work out they'll degrade and it can hasten your body's aging.
context: Sorry. Just while I'm away at work.\It's fine.\You and I have a special, eternal bond, after all!\Don't add eternal on there so casually.\Have a good day.\Have you been working those muscles?\Now...\When you don't work out they'll degrade and it can hasten your body's aging. response:	We were just trying to kill each other the other day.
context: It's fine.\You and I have a special, eternal bond, after all!\Don't add eternal on there so casually.\Have a good day.\Have you been working those muscles?\Now...\When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day. response:	There's no way Tohru would forgive a traitor.
context: You and I have a special, eternal bond, after all!\Don't add eternal on there so casually.\Have a good day.\Have you been working those muscles?\Now...\When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor. response:	She'll eliminate me.
context: Don't add eternal on there so casually.\Have a good day.\Have you been working those muscles?\Now...\When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor.\She'll eliminate me. response:	But I want to know more about Kobayashi before that.
context: Have a good day.\Have you been working those muscles?\Now...\When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor.\She'll eliminate me.\But I want to know more about Kobayashi before that. response:	I won't go down easily.
context: Have you been working those muscles?\Now...\When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor.\She'll eliminate me.\But I want to know more about Kobayashi before that.\I won't go down easily. response:	Don't fight!
context: Now...\When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor.\She'll eliminate me.\But I want to know more about Kobayashi before that.\I won't go down easily.\Don't fight! response:	Here.
context: When you don't work out they'll degrade and it can hasten your body's aging.\We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor.\She'll eliminate me.\But I want to know more about Kobayashi before that.\I won't go down easily.\Don't fight!\Here. response:	Living as a Human Manual
context: We were just trying to kill each other the other day.\There's no way Tohru would forgive a traitor.\She'll eliminate me.\But I want to know more about Kobayashi before that.\I won't go down easily.\Don't fight!\Here.\Living as a Human Manual response:	Kobayashi Tohru
context: There's no way Tohru would forgive a traitor.\She'll eliminate me.\But I want to know more about Kobayashi before that.\I won't go down easily.\Don't fight!\Here.\Living as a Human Manual\Kobayashi Tohru response:	It's the manual I wrote on how to live as a human.
context: She'll eliminate me.\But I want to know more about Kobayashi before that.\I won't go down easily.\Don't fight!\Here.\Living as a Human Manual\Kobayashi Tohru\It's the manual I wrote on how to live as a human. response:	Now, change your claws into human hands.
context: But I want to know more about Kobayashi before that.\I won't go down easily.\Don't fight!\Here.\Living as a Human Manual\Kobayashi Tohru\It's the manual I wrote on how to live as a human.\Now, change your claws into human hands. response:	Wha?
context: I won't go down easily.\Don't fight!\Here.\Living as a Human Manual\Kobayashi Tohru\It's the manual I wrote on how to live as a human.\Now, change your claws into human hands.\Wha? response:	Why are you laughing at yourself?!
context: Don't fight!\Here.\Living as a Human Manual\Kobayashi Tohru\It's the manual I wrote on how to live as a human.\Now, change your claws into human hands.\Wha?\Why are you laughing at yourself?! response:	Do you suck at making hands?
context: Here.\Living as a Human Manual\Kobayashi Tohru\It's the manual I wrote on how to live as a human.\Now, change your claws into human hands.\Wha?\Why are you laughing at yourself?!\Do you suck at making hands? response:	I can't transform them well.
context: Living as a Human Manual\Kobayashi Tohru\It's the manual I wrote on how to live as a human.\Now, change your claws into human hands.\Wha?\Why are you laughing at yourself?!\Do you suck at making hands?\I can't transform them well. response:	I'll read it like this.
context: Kobayashi Tohru\It's the manual I wrote on how to live as a human.\Now, change your claws into human hands.\Wha?\Why are you laughing at yourself?!\Do you suck at making hands?\I can't transform them well.\I'll read it like this. response:	Oh, you can hold it with those hands?
context: It's the manual I wrote on how to live as a human.\Now, change your claws into human hands.\Wha?\Why are you laughing at yourself?!\Do you suck at making hands?\I can't transform them well.\I'll read it like this.\Oh, you can hold it with those hands? response:	They come with tiny hands.
context: Now, change your claws into human hands.\Wha?\Why are you laughing at yourself?!\Do you suck at making hands?\I can't transform them well.\I'll read it like this.\Oh, you can hold it with those hands?\They come with tiny hands. response:	Creepy!
context: Wha?\Why are you laughing at yourself?!\Do you suck at making hands?\I can't transform them well.\I'll read it like this.\Oh, you can hold it with those hands?\They come with tiny hands.\Creepy! response:	Greetings.
context: Why are you laughing at yourself?!\Do you suck at making hands?\I can't transform them well.\I'll read it like this.\Oh, you can hold it with those hands?\They come with tiny hands.\Creepy!\Greetings. response:	Humans establish communication with greetings.
context: Do you suck at making hands?\I can't transform them well.\I'll read it like this.\Oh, you can hold it with those hands?\They come with tiny hands.\Creepy!\Greetings.\Humans establish communication with greetings. response:	For now just repeat whatever greeting one says to you.
context: I can't transform them well.\I'll read it like this.\Oh, you can hold it with those hands?\They come with tiny hands.\Creepy!\Greetings.\Humans establish communication with greetings.\For now just repeat whatever greeting one says to you. response:	Food.
context: I'll read it like this.\Oh, you can hold it with those hands?\They come with tiny hands.\Creepy!\Greetings.\Humans establish communication with greetings.\For now just repeat whatever greeting one says to you.\Food. response:	Humans can mostly eat anything, but they stubbornly won't eat dragon meat.
context: Oh, you can hold it with those hands?\They come with tiny hands.\Creepy!\Greetings.\Humans establish communication with greetings.\For now just repeat whatever greeting one says to you.\Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat. response:	Currently seeking ways to get them to eat it.
context: They come with tiny hands.\Creepy!\Greetings.\Humans establish communication with greetings.\For now just repeat whatever greeting one says to you.\Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it. response:	Mating
context: Creepy!\Greetings.\Humans establish communication with greetings.\For now just repeat whatever greeting one says to you.\Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it.\Mating response:	I want to do it.
context: Greetings.\Humans establish communication with greetings.\For now just repeat whatever greeting one says to you.\Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it.\Mating\I want to do it. response:	The stuff in here is biased!
context: Humans establish communication with greetings.\For now just repeat whatever greeting one says to you.\Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it.\Mating\I want to do it.\The stuff in here is biased! response:	It's the truth for me.
context: For now just repeat whatever greeting one says to you.\Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it.\Mating\I want to do it.\The stuff in here is biased!\It's the truth for me. response:	Clothing.
context: Food.\Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it.\Mating\I want to do it.\The stuff in here is biased!\It's the truth for me.\Clothing. response:	Wearing clothing as similar as possible to what other humans wear will keep you from standing out.
context: Humans can mostly eat anything, but they stubbornly won't eat dragon meat.\Currently seeking ways to get them to eat it.\Mating\I want to do it.\The stuff in here is biased!\It's the truth for me.\Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out. response:	Hmm?
context: Currently seeking ways to get them to eat it.\Mating\I want to do it.\The stuff in here is biased!\It's the truth for me.\Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm? response:	Aren't you going against this a bit?
context: Mating\I want to do it.\The stuff in here is biased!\It's the truth for me.\Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm?\Aren't you going against this a bit? response:	Conspicuous
context: I want to do it.\The stuff in here is biased!\It's the truth for me.\Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm?\Aren't you going against this a bit?\Conspicuous response:	Yah!
context: The stuff in here is biased!\It's the truth for me.\Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm?\Aren't you going against this a bit?\Conspicuous\Yah! response:	Fine.
context: It's the truth for me.\Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm?\Aren't you going against this a bit?\Conspicuous\Yah!\Fine. response:	I'll wear human clothing, too.
context: Clothing.\Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm?\Aren't you going against this a bit?\Conspicuous\Yah!\Fine.\I'll wear human clothing, too. response:	We don't have your size.
context: Wearing clothing as similar as possible to what other humans wear will keep you from standing out.\Hmm?\Aren't you going against this a bit?\Conspicuous\Yah!\Fine.\I'll wear human clothing, too.\We don't have your size. response:	There are Kanna's clothes, right?
context: Hmm?\Aren't you going against this a bit?\Conspicuous\Yah!\Fine.\I'll wear human clothing, too.\We don't have your size.\There are Kanna's clothes, right? response:	The size won't fit!
context: Aren't you going against this a bit?\Conspicuous\Yah!\Fine.\I'll wear human clothing, too.\We don't have your size.\There are Kanna's clothes, right?\The size won't fit! response:	See, it fit.
context: Conspicuous\Yah!\Fine.\I'll wear human clothing, too.\We don't have your size.\There are Kanna's clothes, right?\The size won't fit!\See, it fit. response:	What did I just tell you?
context: Yah!\Fine.\I'll wear human clothing, too.\We don't have your size.\There are Kanna's clothes, right?\The size won't fit!\See, it fit.\What did I just tell you? response:	Why don't you transform your scales like I do?
context: Fine.\I'll wear human clothing, too.\We don't have your size.\There are Kanna's clothes, right?\The size won't fit!\See, it fit.\What did I just tell you?\Why don't you transform your scales like I do? response:	I don't have the skill to do that.
context: I'll wear human clothing, too.\We don't have your size.\There are Kanna's clothes, right?\The size won't fit!\See, it fit.\What did I just tell you?\Why don't you transform your scales like I do?\I don't have the skill to do that. response:	I'll lend you my clothes, then.
context: We don't have your size.\There are Kanna's clothes, right?\The size won't fit!\See, it fit.\What did I just tell you?\Why don't you transform your scales like I do?\I don't have the skill to do that.\I'll lend you my clothes, then. response:	What are you planning to do from now on?
context: There are Kanna's clothes, right?\The size won't fit!\See, it fit.\What did I just tell you?\Why don't you transform your scales like I do?\I don't have the skill to do that.\I'll lend you my clothes, then.\What are you planning to do from now on? response:	What will I do?
context: The size won't fit!\See, it fit.\What did I just tell you?\Why don't you transform your scales like I do?\I don't have the skill to do that.\I'll lend you my clothes, then.\What are you planning to do from now on?\What will I do? response:	What do you want to do?
context: See, it fit.\What did I just tell you?\Why don't you transform your scales like I do?\I don't have the skill to do that.\I'll lend you my clothes, then.\What are you planning to do from now on?\What will I do?\What do you want to do? response:	There's something, isn't there?
context: What did I just tell you?\Why don't you transform your scales like I do?\I don't have the skill to do that.\I'll lend you my clothes, then.\What are you planning to do from now on?\What will I do?\What do you want to do?\There's something, isn't there? response:	Something I want to do?
context: Why don't you transform your scales like I do?\I don't have the skill to do that.\I'll lend you my clothes, then.\What are you planning to do from now on?\What will I do?\What do you want to do?\There's something, isn't there?\Something I want to do? response:	I'll think on it.
context: I don't have the skill to do that.\I'll lend you my clothes, then.\What are you planning to do from now on?\What will I do?\What do you want to do?\There's something, isn't there?\Something I want to do?\I'll think on it. response:	That so?
context: I'll lend you my clothes, then.\What are you planning to do from now on?\What will I do?\What do you want to do?\There's something, isn't there?\Something I want to do?\I'll think on it.\That so? response:	Yeah.
context: What are you planning to do from now on?\What will I do?\What do you want to do?\There's something, isn't there?\Something I want to do?\I'll think on it.\That so?\Yeah. response:	You couldn't fully say that polite phrase there.
context: What will I do?\What do you want to do?\There's something, isn't there?\Something I want to do?\I'll think on it.\That so?\Yeah.\You couldn't fully say that polite phrase there. response:	This might come as a surprise,
context: What do you want to do?\There's something, isn't there?\Something I want to do?\I'll think on it.\That so?\Yeah.\You couldn't fully say that polite phrase there.\This might come as a surprise, response:	but I don't take kindly to you being here!
context: There's something, isn't there?\Something I want to do?\I'll think on it.\That so?\Yeah.\You couldn't fully say that polite phrase there.\This might come as a surprise,\but I don't take kindly to you being here! response:	That's not a surprise.
context: Something I want to do?\I'll think on it.\That so?\Yeah.\You couldn't fully say that polite phrase there.\This might come as a surprise,\but I don't take kindly to you being here!\That's not a surprise. response:	After all, think about how you showed up!
context: I'll think on it.\That so?\Yeah.\You couldn't fully say that polite phrase there.\This might come as a surprise,\but I don't take kindly to you being here!\That's not a surprise.\After all, think about how you showed up! response:	You were like a bloodthirsty berserker.
context: That so?\Yeah.\You couldn't fully say that polite phrase there.\This might come as a surprise,\but I don't take kindly to you being here!\That's not a surprise.\After all, think about how you showed up!\You were like a bloodthirsty berserker. response:	No, that was because fighting you seemed like fun.
context: Yeah.\You couldn't fully say that polite phrase there.\This might come as a surprise,\but I don't take kindly to you being here!\That's not a surprise.\After all, think about how you showed up!\You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun. response:	Wait, I looked like that?!
context: You couldn't fully say that polite phrase there.\This might come as a surprise,\but I don't take kindly to you being here!\That's not a surprise.\After all, think about how you showed up!\You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun.\Wait, I looked like that?! response:	Please figure out what you want to do quickly.
context: This might come as a surprise,\but I don't take kindly to you being here!\That's not a surprise.\After all, think about how you showed up!\You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun.\Wait, I looked like that?!\Please figure out what you want to do quickly. response:	They say those who don't work don't eat.
context: but I don't take kindly to you being here!\That's not a surprise.\After all, think about how you showed up!\You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun.\Wait, I looked like that?!\Please figure out what you want to do quickly.\They say those who don't work don't eat. response:	What about Kanna?
context: That's not a surprise.\After all, think about how you showed up!\You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun.\Wait, I looked like that?!\Please figure out what you want to do quickly.\They say those who don't work don't eat.\What about Kanna? response:	Kanna has her job as an elementary school student.
context: After all, think about how you showed up!\You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun.\Wait, I looked like that?!\Please figure out what you want to do quickly.\They say those who don't work don't eat.\What about Kanna?\Kanna has her job as an elementary school student. response:	Then I'll be an elementary school student, too.
context: You were like a bloodthirsty berserker.\No, that was because fighting you seemed like fun.\Wait, I looked like that?!\Please figure out what you want to do quickly.\They say those who don't work don't eat.\What about Kanna?\Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too. response:	You have to be a child for that.
context: No, that was because fighting you seemed like fun.\Wait, I looked like that?!\Please figure out what you want to do quickly.\They say those who don't work don't eat.\What about Kanna?\Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too.\You have to be a child for that. response:	You're about the same age as me, aren't you?
context: Wait, I looked like that?!\Please figure out what you want to do quickly.\They say those who don't work don't eat.\What about Kanna?\Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too.\You have to be a child for that.\You're about the same age as me, aren't you? response:	I see.
context: Please figure out what you want to do quickly.\They say those who don't work don't eat.\What about Kanna?\Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too.\You have to be a child for that.\You're about the same age as me, aren't you?\I see. response:	At least think it over.
context: They say those who don't work don't eat.\What about Kanna?\Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too.\You have to be a child for that.\You're about the same age as me, aren't you?\I see.\At least think it over. response:	I'm home.
context: What about Kanna?\Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too.\You have to be a child for that.\You're about the same age as me, aren't you?\I see.\At least think it over.\I'm home. response:	What's Ilulu doing?
context: Kanna has her job as an elementary school student.\Then I'll be an elementary school student, too.\You have to be a child for that.\You're about the same age as me, aren't you?\I see.\At least think it over.\I'm home.\What's Ilulu doing? response:	Thinking about what she wants to do.
context: Then I'll be an elementary school student, too.\You have to be a child for that.\You're about the same age as me, aren't you?\I see.\At least think it over.\I'm home.\What's Ilulu doing?\Thinking about what she wants to do. response:	Hmm...
context: You have to be a child for that.\You're about the same age as me, aren't you?\I see.\At least think it over.\I'm home.\What's Ilulu doing?\Thinking about what she wants to do.\Hmm... response:	I hope you find something.
context: You're about the same age as me, aren't you?\I see.\At least think it over.\I'm home.\What's Ilulu doing?\Thinking about what she wants to do.\Hmm...\I hope you find something. response:	What is it?
context: I see.\At least think it over.\I'm home.\What's Ilulu doing?\Thinking about what she wants to do.\Hmm...\I hope you find something.\What is it? response:	I figured out what I want to do for now.
context: At least think it over.\I'm home.\What's Ilulu doing?\Thinking about what she wants to do.\Hmm...\I hope you find something.\What is it?\I figured out what I want to do for now. response:	Oh, what's that?
context: I'm home.\What's Ilulu doing?\Thinking about what she wants to do.\Hmm...\I hope you find something.\What is it?\I figured out what I want to do for now.\Oh, what's that? response:	I want to make babies with you.
context: What's Ilulu doing?\Thinking about what she wants to do.\Hmm...\I hope you find something.\What is it?\I figured out what I want to do for now.\Oh, what's that?\I want to make babies with you. response:	Huh?
context: Thinking about what she wants to do.\Hmm...\I hope you find something.\What is it?\I figured out what I want to do for now.\Oh, what's that?\I want to make babies with you.\Huh? response:	Huh?
