context: Vivian, the Sex Pistols, Seven Star cigarettes, response:	coffee with milk, cake with a strawberry on top.
context: Seven again?\Hey Nana, I was just thinking.\What is it, Hachi?\You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country.\So what's the big deal?\Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty? response:	Well then, I guess we could go with sleeping bags.
context: Hey Nana, I was just thinking.\What is it, Hachi?\You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country.\So what's the big deal?\Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags. response:	No! I won't go for that!
context: What is it, Hachi?\You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country.\So what's the big deal?\Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags.\No! I won't go for that! response:	Mizukoshi! You got beds?!
context: You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country.\So what's the big deal?\Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags.\No! I won't go for that!\Mizukoshi! You got beds?! response:	Thanks for your patronage!
context: I mean, Tokyo is not a foreign country.\So what's the big deal?\Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags.\No! I won't go for that!\Mizukoshi! You got beds?!\Thanks for your patronage! response:	Oh great. Now we can start living.
context: So what's the big deal?\Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags.\No! I won't go for that!\Mizukoshi! You got beds?!\Thanks for your patronage!\Oh great. Now we can start living. response:	And he gave us such a discount. He's so kind, Mr. Mizukoshi.
context: Well, doesn't it bother you to lay futons on the floor?\Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags.\No! I won't go for that!\Mizukoshi! You got beds?!\Thanks for your patronage!\Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi. response:	Well, if you buy that much off of him, it's to be expected.
context: Don't you think it's kinda dirty?\Well then, I guess we could go with sleeping bags.\No! I won't go for that!\Mizukoshi! You got beds?!\Thanks for your patronage!\Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected. response:	Hello! Nana here!
context: Well then, I guess we could go with sleeping bags.\No! I won't go for that!\Mizukoshi! You got beds?!\Thanks for your patronage!\Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected.\Hello! Nana here! response:	You're Hachi, remember?
context: No! I won't go for that!\Mizukoshi! You got beds?!\Thanks for your patronage!\Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected.\Hello! Nana here!\You're Hachi, remember? response:	Hi Shoji! I'm out doing some shopping with Nana.
context: Mizukoshi! You got beds?!\Thanks for your patronage!\Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected.\Hello! Nana here!\You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana. response:	I'm not being pushy. We're getting along fine.
context: Thanks for your patronage!\Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected.\Hello! Nana here!\You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine. response:	Oh yeah?
context: Oh great. Now we can start living.\And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected.\Hello! Nana here!\You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine.\Oh yeah? response:	Shoji, are you still at work?
context: And he gave us such a discount. He's so kind, Mr. Mizukoshi.\Well, if you buy that much off of him, it's to be expected.\Hello! Nana here!\You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine.\Oh yeah?\Shoji, are you still at work? response:	Yeah. But it looks like I'm gonna get off early tonight,
context: Well, if you buy that much off of him, it's to be expected.\Hello! Nana here!\You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine.\Oh yeah?\Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight, response:	so you wanna meet me for dinner at Jackson?
context: Hello! Nana here!\You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine.\Oh yeah?\Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson? response:	You said you wanted to go there once.
context: You're Hachi, remember?\Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine.\Oh yeah?\Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson?\You said you wanted to go there once. response:	Oh that place you always go to?! Sure, I'd love to go!
context: Hi Shoji! I'm out doing some shopping with Nana.\I'm not being pushy. We're getting along fine.\Oh yeah?\Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson?\You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go! response:	Nana, do you wanna join us? Shoji's treating us to dinner!
context: I'm not being pushy. We're getting along fine.\Oh yeah?\Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson?\You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner! response:	Hey! I never said I was paying!
context: Oh yeah?\Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson?\You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying! response:	But Mizukoshi's coming over this evening, so someone'd better be home.
context: Shoji, are you still at work?\Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson?\You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home. response:	Oh you're right.
context: Yeah. But it looks like I'm gonna get off early tonight,\so you wanna meet me for dinner at Jackson?\You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right. response:	Mizukoshi?
context: so you wanna meet me for dinner at Jackson?\You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right.\Mizukoshi? response:	Hey no worries.
context: You said you wanted to go there once.\Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right.\Mizukoshi?\Hey no worries. response:	I'll just stay home, so you go ahead on your date.
context: Oh that place you always go to?! Sure, I'd love to go!\Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right.\Mizukoshi?\Hey no worries.\I'll just stay home, so you go ahead on your date. response:	- But... - Hey Nana!
context: Nana, do you wanna join us? Shoji's treating us to dinner!\Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right.\Mizukoshi?\Hey no worries.\I'll just stay home, so you go ahead on your date.\- But... - Hey Nana! response:	Hmm... So you're gonna choose Mizukoshi over Shoji?
context: Hey! I never said I was paying!\But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right.\Mizukoshi?\Hey no worries.\I'll just stay home, so you go ahead on your date.\- But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji? response:	Hello Shoji? Where should I meet you, at what time?!
context: But Mizukoshi's coming over this evening, so someone'd better be home.\Oh you're right.\Mizukoshi?\Hey no worries.\I'll just stay home, so you go ahead on your date.\- But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?! response:	Who the heck is Mizukoshi?
context: Oh you're right.\Mizukoshi?\Hey no worries.\I'll just stay home, so you go ahead on your date.\- But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi? response:	Th-The old man at the furniture shop!
context: Mizukoshi?\Hey no worries.\I'll just stay home, so you go ahead on your date.\- But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi?\Th-The old man at the furniture shop! response:	Nana. Why'd you say that? Shoji heard you.
context: Hey no worries.\I'll just stay home, so you go ahead on your date.\- But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi?\Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you. response:	I know he took it wrong.
context: I'll just stay home, so you go ahead on your date.\- But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi?\Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you.\I know he took it wrong. response:	And I'm going to be working at Mizukoshi's starting tomorrow.
context: - But... - Hey Nana!\Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi?\Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you.\I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow. response:	Well then, I suggest you not do anything to make him suspicious.
context: Hmm... So you're gonna choose Mizukoshi over Shoji?\Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi?\Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you.\I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious. response:	Come on.
context: Hello Shoji? Where should I meet you, at what time?!\Who the heck is Mizukoshi?\Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you.\I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious.\Come on. response:	Hey Nana. I've been looking for this CD.
context: Who the heck is Mizukoshi?\Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you.\I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious.\Come on.\Hey Nana. I've been looking for this CD. response:	Would you mind if we look in that shop?
context: Th-The old man at the furniture shop!\Nana. Why'd you say that? Shoji heard you.\I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious.\Come on.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop? response:	I don't mind, but do you have a CD player?
context: Nana. Why'd you say that? Shoji heard you.\I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious.\Come on.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player? response:	Well, if you wanna use mine, that's fine by me.
context: I know he took it wrong.\And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious.\Come on.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me. response:	Thank you!
context: And I'm going to be working at Mizukoshi's starting tomorrow.\Well then, I suggest you not do anything to make him suspicious.\Come on.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you! response:	I hope they're not sold out.
context: Well then, I suggest you not do anything to make him suspicious.\Come on.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\I hope they're not sold out. response:	Great, they still had a few left!
context: Come on.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\I hope they're not sold out.\Great, they still had a few left! response:	The new Trapnest album went on sale today!
context: Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\I hope they're not sold out.\Great, they still had a few left!\The new Trapnest album went on sale today! response:	I just love them.
context: Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\I hope they're not sold out.\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them. response:	If you'd like, you should listen to them, too.
context: I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\I hope they're not sold out.\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too. response:	They're super cool.
context: Well, if you wanna use mine, that's fine by me.\Thank you!\I hope they're not sold out.\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool. response:	Hang on a minute while I go and pay for this.
context: Thank you!\I hope they're not sold out.\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this. response:	Thanks for waiting!
context: I hope they're not sold out.\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\Thanks for waiting! response:	It came with a poster.
context: Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\Thanks for waiting!\It came with a poster. response:	Don't tell me you're gonna put that up in the apartment.
context: The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\Thanks for waiting!\It came with a poster.\Don't tell me you're gonna put that up in the apartment. response:	Why not? I'm going to put it my own room anyway.
context: I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\Thanks for waiting!\It came with a poster.\Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway. response:	What are you? A junior high school student?
context: If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\Thanks for waiting!\It came with a poster.\Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway.\What are you? A junior high school student? response:	But I like them so much, I'm even a member of the fan club.
context: They're super cool.\Hang on a minute while I go and pay for this.\Thanks for waiting!\It came with a poster.\Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway.\What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club. response:	They're having a concert soon.
context: Hang on a minute while I go and pay for this.\Thanks for waiting!\It came with a poster.\Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway.\What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club.\They're having a concert soon. response:	I bought two tickets. Wanna go?
context: Thanks for waiting!\It came with a poster.\Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway.\What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club.\They're having a concert soon.\I bought two tickets. Wanna go? response:	Take Shoji.
context: It came with a poster.\Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway.\What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club.\They're having a concert soon.\I bought two tickets. Wanna go?\Take Shoji. response:	That's what I first thought, but on second thought,
context: Don't tell me you're gonna put that up in the apartment.\Why not? I'm going to put it my own room anyway.\What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club.\They're having a concert soon.\I bought two tickets. Wanna go?\Take Shoji.\That's what I first thought, but on second thought, response:	I can't really stand next to Shoji and scream for some other guy.
context: Why not? I'm going to put it my own room anyway.\What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club.\They're having a concert soon.\I bought two tickets. Wanna go?\Take Shoji.\That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy. response:	I like the guy on bass, Takumi, a lot.
context: What are you? A junior high school student?\But I like them so much, I'm even a member of the fan club.\They're having a concert soon.\I bought two tickets. Wanna go?\Take Shoji.\That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot. response:	Really.
context: But I like them so much, I'm even a member of the fan club.\They're having a concert soon.\I bought two tickets. Wanna go?\Take Shoji.\That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot.\Really. response:	Naoki on the drums is cool, too.
context: They're having a concert soon.\I bought two tickets. Wanna go?\Take Shoji.\That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot.\Really.\Naoki on the drums is cool, too. response:	But you gotta admit.
context: I bought two tickets. Wanna go?\Take Shoji.\That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot.\Really.\Naoki on the drums is cool, too.\But you gotta admit. response:	The best thing about Trapnest is the vocalist, Layla.
context: Take Shoji.\That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot.\Really.\Naoki on the drums is cool, too.\But you gotta admit.\The best thing about Trapnest is the vocalist, Layla. response:	Her voice and her face are so pretty. I so admire her.
context: That's what I first thought, but on second thought,\I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot.\Really.\Naoki on the drums is cool, too.\But you gotta admit.\The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her. response:	Hey, what about the other guy?
context: I can't really stand next to Shoji and scream for some other guy.\I like the guy on bass, Takumi, a lot.\Really.\Naoki on the drums is cool, too.\But you gotta admit.\The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy? response:	Huh? The other guy?
context: I like the guy on bass, Takumi, a lot.\Really.\Naoki on the drums is cool, too.\But you gotta admit.\The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy?\Huh? The other guy? response:	You know, the guy on the guitar. The most noticeable one.
context: Really.\Naoki on the drums is cool, too.\But you gotta admit.\The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy?\Huh? The other guy?\You know, the guy on the guitar. The most noticeable one. response:	- Oh, Ren? - Just oh?
context: Naoki on the drums is cool, too.\But you gotta admit.\The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy?\Huh? The other guy?\You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh? response:	Sure Ren's cool and he's the most popular,
context: But you gotta admit.\The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy?\Huh? The other guy?\You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular, response:	but he doesn't say much and he seems kinda scary.
context: The best thing about Trapnest is the vocalist, Layla.\Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy?\Huh? The other guy?\You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary. response:	I guess he's not really my type.
context: Her voice and her face are so pretty. I so admire her.\Hey, what about the other guy?\Huh? The other guy?\You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary.\I guess he's not really my type. response:	What? What's funny?
context: Hey, what about the other guy?\Huh? The other guy?\You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary.\I guess he's not really my type.\What? What's funny? response:	Oh, nothing.
context: Huh? The other guy?\You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary.\I guess he's not really my type.\What? What's funny?\Oh, nothing. response:	Serves you right.
context: You know, the guy on the guitar. The most noticeable one.\- Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary.\I guess he's not really my type.\What? What's funny?\Oh, nothing.\Serves you right. response:	Hey, come to think of it,
context: - Oh, Ren? - Just oh?\Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary.\I guess he's not really my type.\What? What's funny?\Oh, nothing.\Serves you right.\Hey, come to think of it, response:	Ren kinda looks like Sid from the Sex Pistols, doesn't he?
context: Sure Ren's cool and he's the most popular,\but he doesn't say much and he seems kinda scary.\I guess he's not really my type.\What? What's funny?\Oh, nothing.\Serves you right.\Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he? response:	You think so? Sid's a million times cooler.
context: but he doesn't say much and he seems kinda scary.\I guess he's not really my type.\What? What's funny?\Oh, nothing.\Serves you right.\Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler. response:	Nana, you dropped your lighter.
context: I guess he's not really my type.\What? What's funny?\Oh, nothing.\Serves you right.\Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler.\Nana, you dropped your lighter. response:	Oh, thanks.
context: What? What's funny?\Oh, nothing.\Serves you right.\Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler.\Nana, you dropped your lighter.\Oh, thanks. response:	Hey, Nana. Are you sure you don't mind me going out and leaving you here?
context: Oh, nothing.\Serves you right.\Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler.\Nana, you dropped your lighter.\Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here? response:	Go ahead. You're gonna be out all night anyway, right?
context: Serves you right.\Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler.\Nana, you dropped your lighter.\Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right? response:	Don't you have dates or stuff like that yourself?
context: Hey, come to think of it,\Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler.\Nana, you dropped your lighter.\Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself? response:	Not at all.
context: Ren kinda looks like Sid from the Sex Pistols, doesn't he?\You think so? Sid's a million times cooler.\Nana, you dropped your lighter.\Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself?\Not at all. response:	Don't you have a boyfriend?
context: You think so? Sid's a million times cooler.\Nana, you dropped your lighter.\Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself?\Not at all.\Don't you have a boyfriend? response:	Not to speak of.
context: Nana, you dropped your lighter.\Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself?\Not at all.\Don't you have a boyfriend?\Not to speak of. response:	I thought so.
context: Oh, thanks.\Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself?\Not at all.\Don't you have a boyfriend?\Not to speak of.\I thought so. response:	Huh?
context: Hey, Nana. Are you sure you don't mind me going out and leaving you here?\Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself?\Not at all.\Don't you have a boyfriend?\Not to speak of.\I thought so.\Huh? response:	Nana, you actually like Yasu, don't you?
context: Go ahead. You're gonna be out all night anyway, right?\Don't you have dates or stuff like that yourself?\Not at all.\Don't you have a boyfriend?\Not to speak of.\I thought so.\Huh?\Nana, you actually like Yasu, don't you? response:	You probably have mixed feelings and stuff,
context: Don't you have dates or stuff like that yourself?\Not at all.\Don't you have a boyfriend?\Not to speak of.\I thought so.\Huh?\Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff, response:	but if you hang on to that stiff upper lip, you're gonna let happiness slip by.
context: Not at all.\Don't you have a boyfriend?\Not to speak of.\I thought so.\Huh?\Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by. response:	Thanks for the wise words.
context: Don't you have a boyfriend?\Not to speak of.\I thought so.\Huh?\Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words. response:	Okay then, I'm off.
context: Not to speak of.\I thought so.\Huh?\Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words.\Okay then, I'm off. response:	Give my regards to Mr. Mizukoshi, the 29-year-old!
context: I thought so.\Huh?\Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words.\Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old! response:	Oh my, your door's wide open.
context: Huh?\Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words.\Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open. response:	You'd wonder why we had locks put on our doors.
context: Nana, you actually like Yasu, don't you?\You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words.\Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open.\You'd wonder why we had locks put on our doors. response:	If you hang on to that stiff upper lip, you're gonna let happiness slip by.
context: You probably have mixed feelings and stuff,\but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words.\Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open.\You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by. response:	You like this?
context: but if you hang on to that stiff upper lip, you're gonna let happiness slip by.\Thanks for the wise words.\Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open.\You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this? response:	I got it from a street vendor.
context: Thanks for the wise words.\Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open.\You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this?\I got it from a street vendor. response:	It's a Sid Vicious pad lock.
