context: This is Maison de Ayakashi. response:	Also known as Ayakashi Kan.
context: I did it!\But it really feels like the training is working.\It really is different inside the force field...\Huh?\You believed all that?\But I had to say that, or you would have worried about Karuta all night...\That's the door.\So that's where it was! response:	Then...
context: But it really feels like the training is working.\It really is different inside the force field...\Huh?\You believed all that?\But I had to say that, or you would have worried about Karuta all night...\That's the door.\So that's where it was!\Then... response:	Miketsukami!
context: It really is different inside the force field...\Huh?\You believed all that?\But I had to say that, or you would have worried about Karuta all night...\That's the door.\So that's where it was!\Then...\Miketsukami! response:	It looks like one of the doors was opened.
context: Huh?\You believed all that?\But I had to say that, or you would have worried about Karuta all night...\That's the door.\So that's where it was!\Then...\Miketsukami!\It looks like one of the doors was opened. response:	What's going on?
context: You believed all that?\But I had to say that, or you would have worried about Karuta all night...\That's the door.\So that's where it was!\Then...\Miketsukami!\It looks like one of the doors was opened.\What's going on? response:	Stop getting in my way, would you?
context: But I had to say that, or you would have worried about Karuta all night...\That's the door.\So that's where it was!\Then...\Miketsukami!\It looks like one of the doors was opened.\What's going on?\Stop getting in my way, would you? response:	Watanuki, what are we gonna do?
context: That's the door.\So that's where it was!\Then...\Miketsukami!\It looks like one of the doors was opened.\What's going on?\Stop getting in my way, would you?\Watanuki, what are we gonna do? response:	Don't worry... I'm a delinquent!
context: So that's where it was!\Then...\Miketsukami!\It looks like one of the doors was opened.\What's going on?\Stop getting in my way, would you?\Watanuki, what are we gonna do?\Don't worry... I'm a delinquent! response:	Watanuki...
context: Then...\Miketsukami!\It looks like one of the doors was opened.\What's going on?\Stop getting in my way, would you?\Watanuki, what are we gonna do?\Don't worry... I'm a delinquent!\Watanuki... response:	Karuta!
context: Miketsukami!\It looks like one of the doors was opened.\What's going on?\Stop getting in my way, would you?\Watanuki, what are we gonna do?\Don't worry... I'm a delinquent!\Watanuki...\Karuta! response:	What the...
context: It looks like one of the doors was opened.\What's going on?\Stop getting in my way, would you?\Watanuki, what are we gonna do?\Don't worry... I'm a delinquent!\Watanuki...\Karuta!\What the... response:	They're weak...
context: What's going on?\Stop getting in my way, would you?\Watanuki, what are we gonna do?\Don't worry... I'm a delinquent!\Watanuki...\Karuta!\What the...\They're weak... response:	Sou!
context: Stop getting in my way, would you?\Watanuki, what are we gonna do?\Don't worry... I'm a delinquent!\Watanuki...\Karuta!\What the...\They're weak...\Sou! response:	Chiyo!
context: Watanuki, what are we gonna do?\Don't worry... I'm a delinquent!\Watanuki...\Karuta!\What the...\They're weak...\Sou!\Chiyo! response:	It's you guys!
context: Don't worry... I'm a delinquent!\Watanuki...\Karuta!\What the...\They're weak...\Sou!\Chiyo!\It's you guys! response:	Yup.
context: Watanuki...\Karuta!\What the...\They're weak...\Sou!\Chiyo!\It's you guys!\Yup. response:	Chiyo...
context: Karuta!\What the...\They're weak...\Sou!\Chiyo!\It's you guys!\Yup.\Chiyo... response:	Sou!
context: What the...\They're weak...\Sou!\Chiyo!\It's you guys!\Yup.\Chiyo...\Sou! response:	I thought I'd never see you again...
context: They're weak...\Sou!\Chiyo!\It's you guys!\Yup.\Chiyo...\Sou!\I thought I'd never see you again... response:	I'm glad you're all right, Natsume.
context: Sou!\Chiyo!\It's you guys!\Yup.\Chiyo...\Sou!\I thought I'd never see you again...\I'm glad you're all right, Natsume. response:	What are you all doing here?
context: Chiyo!\It's you guys!\Yup.\Chiyo...\Sou!\I thought I'd never see you again...\I'm glad you're all right, Natsume.\What are you all doing here? response:	Natsume brought us here.
context: It's you guys!\Yup.\Chiyo...\Sou!\I thought I'd never see you again...\I'm glad you're all right, Natsume.\What are you all doing here?\Natsume brought us here. response:	Some idiot broke the force field,
context: Yup.\Chiyo...\Sou!\I thought I'd never see you again...\I'm glad you're all right, Natsume.\What are you all doing here?\Natsume brought us here.\Some idiot broke the force field, response:	so we thought it would be quicker to wipe out the invaders.
context: Chiyo...\Sou!\I thought I'd never see you again...\I'm glad you're all right, Natsume.\What are you all doing here?\Natsume brought us here.\Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders. response:	Wipe them out?
context: Sou!\I thought I'd never see you again...\I'm glad you're all right, Natsume.\What are you all doing here?\Natsume brought us here.\Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders.\Wipe them out? response:	Isn't that dangerous?
context: I thought I'd never see you again...\I'm glad you're all right, Natsume.\What are you all doing here?\Natsume brought us here.\Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders.\Wipe them out?\Isn't that dangerous? response:	I think it's more of a bother than dangerous.
context: I'm glad you're all right, Natsume.\What are you all doing here?\Natsume brought us here.\Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders.\Wipe them out?\Isn't that dangerous?\I think it's more of a bother than dangerous. response:	What does this mean, Miketsukami?
context: What are you all doing here?\Natsume brought us here.\Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders.\Wipe them out?\Isn't that dangerous?\I think it's more of a bother than dangerous.\What does this mean, Miketsukami? response:	Well...
context: Natsume brought us here.\Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders.\Wipe them out?\Isn't that dangerous?\I think it's more of a bother than dangerous.\What does this mean, Miketsukami?\Well... response:	Earlier, you said...
context: Some idiot broke the force field,\so we thought it would be quicker to wipe out the invaders.\Wipe them out?\Isn't that dangerous?\I think it's more of a bother than dangerous.\What does this mean, Miketsukami?\Well...\Earlier, you said... response:	The Obariyon is also known as the piggyback monster.
context: so we thought it would be quicker to wipe out the invaders.\Wipe them out?\Isn't that dangerous?\I think it's more of a bother than dangerous.\What does this mean, Miketsukami?\Well...\Earlier, you said...\The Obariyon is also known as the piggyback monster. response:	It appears on dark paths at night, and jumps on your back.
context: Wipe them out?\Isn't that dangerous?\I think it's more of a bother than dangerous.\What does this mean, Miketsukami?\Well...\Earlier, you said...\The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back. response:	They say it won't do much more than that.
context: Isn't that dangerous?\I think it's more of a bother than dangerous.\What does this mean, Miketsukami?\Well...\Earlier, you said...\The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that. response:	Get off me...
context: I think it's more of a bother than dangerous.\What does this mean, Miketsukami?\Well...\Earlier, you said...\The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that.\Get off me... response:	I said get off!
context: What does this mean, Miketsukami?\Well...\Earlier, you said...\The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that.\Get off me...\I said get off! response:	Ririchiyo!
context: Well...\Earlier, you said...\The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that.\Get off me...\I said get off!\Ririchiyo! response:	Miss Ririchiyo, I am so sorry that
context: Earlier, you said...\The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that.\Get off me...\I said get off!\Ririchiyo!\Miss Ririchiyo, I am so sorry that response:	I allowed you to endure that.
context: The Obariyon is also known as the piggyback monster.\It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that.\Get off me...\I said get off!\Ririchiyo!\Miss Ririchiyo, I am so sorry that\I allowed you to endure that. response:	That's fine.
context: It appears on dark paths at night, and jumps on your back.\They say it won't do much more than that.\Get off me...\I said get off!\Ririchiyo!\Miss Ririchiyo, I am so sorry that\I allowed you to endure that.\That's fine. response:	But didn't you say this was some really terrible monster?!
context: They say it won't do much more than that.\Get off me...\I said get off!\Ririchiyo!\Miss Ririchiyo, I am so sorry that\I allowed you to endure that.\That's fine.\But didn't you say this was some really terrible monster?! response:	It is...
context: Get off me...\I said get off!\Ririchiyo!\Miss Ririchiyo, I am so sorry that\I allowed you to endure that.\That's fine.\But didn't you say this was some really terrible monster?!\It is... response:	Just the thought of such a creature touching you...
context: I said get off!\Ririchiyo!\Miss Ririchiyo, I am so sorry that\I allowed you to endure that.\That's fine.\But didn't you say this was some really terrible monster?!\It is...\Just the thought of such a creature touching you... response:	It's morning.
context: Ririchiyo!\Miss Ririchiyo, I am so sorry that\I allowed you to endure that.\That's fine.\But didn't you say this was some really terrible monster?!\It is...\Just the thought of such a creature touching you...\It's morning. response:	And that's that.
context: Miss Ririchiyo, I am so sorry that\I allowed you to endure that.\That's fine.\But didn't you say this was some really terrible monster?!\It is...\Just the thought of such a creature touching you...\It's morning.\And that's that. response:	Looks like it's over...
context: I allowed you to endure that.\That's fine.\But didn't you say this was some really terrible monster?!\It is...\Just the thought of such a creature touching you...\It's morning.\And that's that.\Looks like it's over... response:	That was quite fun.
context: That's fine.\But didn't you say this was some really terrible monster?!\It is...\Just the thought of such a creature touching you...\It's morning.\And that's that.\Looks like it's over...\That was quite fun. response:	There's no endless night. Right, partner?
context: But didn't you say this was some really terrible monster?!\It is...\Just the thought of such a creature touching you...\It's morning.\And that's that.\Looks like it's over...\That was quite fun.\There's no endless night. Right, partner? response:	Let's sleep.
context: It is...\Just the thought of such a creature touching you...\It's morning.\And that's that.\Looks like it's over...\That was quite fun.\There's no endless night. Right, partner?\Let's sleep. response:	Yes! We survived the carnival!
context: Just the thought of such a creature touching you...\It's morning.\And that's that.\Looks like it's over...\That was quite fun.\There's no endless night. Right, partner?\Let's sleep.\Yes! We survived the carnival! response:	Next time I'll teach you a more naughty game.
context: It's morning.\And that's that.\Looks like it's over...\That was quite fun.\There's no endless night. Right, partner?\Let's sleep.\Yes! We survived the carnival!\Next time I'll teach you a more naughty game. response:	Don't you want to show them the fruits of your training?
context: And that's that.\Looks like it's over...\That was quite fun.\There's no endless night. Right, partner?\Let's sleep.\Yes! We survived the carnival!\Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training? response:	Shut up!
context: Looks like it's over...\That was quite fun.\There's no endless night. Right, partner?\Let's sleep.\Yes! We survived the carnival!\Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training?\Shut up! response:	I'm going to eat breakfast.
context: That was quite fun.\There's no endless night. Right, partner?\Let's sleep.\Yes! We survived the carnival!\Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training?\Shut up!\I'm going to eat breakfast. response:	Miss Ririchiyo,
context: There's no endless night. Right, partner?\Let's sleep.\Yes! We survived the carnival!\Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training?\Shut up!\I'm going to eat breakfast.\Miss Ririchiyo, response:	let's return to your room.
context: Let's sleep.\Yes! We survived the carnival!\Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training?\Shut up!\I'm going to eat breakfast.\Miss Ririchiyo,\let's return to your room. response:	Let's do that.
context: Yes! We survived the carnival!\Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training?\Shut up!\I'm going to eat breakfast.\Miss Ririchiyo,\let's return to your room.\Let's do that. response:	Hello, everyone!
context: Next time I'll teach you a more naughty game.\Don't you want to show them the fruits of your training?\Shut up!\I'm going to eat breakfast.\Miss Ririchiyo,\let's return to your room.\Let's do that.\Hello, everyone! response:	My name is Chino Kotomura,
context: Don't you want to show them the fruits of your training?\Shut up!\I'm going to eat breakfast.\Miss Ririchiyo,\let's return to your room.\Let's do that.\Hello, everyone!\My name is Chino Kotomura, response:	and I'm a maid at Ayakashi Kan.
context: Shut up!\I'm going to eat breakfast.\Miss Ririchiyo,\let's return to your room.\Let's do that.\Hello, everyone!\My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan. response:	I love to clean!
context: I'm going to eat breakfast.\Miss Ririchiyo,\let's return to your room.\Let's do that.\Hello, everyone!\My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan.\I love to clean! response:	Hey, this isn't an introduction for you,
context: Miss Ririchiyo,\let's return to your room.\Let's do that.\Hello, everyone!\My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan.\I love to clean!\Hey, this isn't an introduction for you, response:	but a preview for the next episode.
context: let's return to your room.\Let's do that.\Hello, everyone!\My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan.\I love to clean!\Hey, this isn't an introduction for you,\but a preview for the next episode. response:	Are you sure you can do this?
context: Let's do that.\Hello, everyone!\My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan.\I love to clean!\Hey, this isn't an introduction for you,\but a preview for the next episode.\Are you sure you can do this? response:	Of course I can!
context: Hello, everyone!\My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan.\I love to clean!\Hey, this isn't an introduction for you,\but a preview for the next episode.\Are you sure you can do this?\Of course I can! response:	The next episode is about how Ririchiyo,
context: My name is Chino Kotomura,\and I'm a maid at Ayakashi Kan.\I love to clean!\Hey, this isn't an introduction for you,\but a preview for the next episode.\Are you sure you can do this?\Of course I can!\The next episode is about how Ririchiyo, response:	all steamy after taking a bath,
context: and I'm a maid at Ayakashi Kan.\I love to clean!\Hey, this isn't an introduction for you,\but a preview for the next episode.\Are you sure you can do this?\Of course I can!\The next episode is about how Ririchiyo,\all steamy after taking a bath, response:	invites Miketsukami in, during the middle of the night.
context: I love to clean!\Hey, this isn't an introduction for you,\but a preview for the next episode.\Are you sure you can do this?\Of course I can!\The next episode is about how Ririchiyo,\all steamy after taking a bath,\invites Miketsukami in, during the middle of the night. response:	I don't think that's quite accurate...
context: Hey, this isn't an introduction for you,\but a preview for the next episode.\Are you sure you can do this?\Of course I can!\The next episode is about how Ririchiyo,\all steamy after taking a bath,\invites Miketsukami in, during the middle of the night.\I don't think that's quite accurate... response:	Tea and Distance.
context: but a preview for the next episode.\Are you sure you can do this?\Of course I can!\The next episode is about how Ririchiyo,\all steamy after taking a bath,\invites Miketsukami in, during the middle of the night.\I don't think that's quite accurate...\Tea and Distance. response:	I did it! Oh, yeah!
context: Are you sure you can do this?\Of course I can!\The next episode is about how Ririchiyo,\all steamy after taking a bath,\invites Miketsukami in, during the middle of the night.\I don't think that's quite accurate...\Tea and Distance.\I did it! Oh, yeah! response:	Why do you look so smug?
context: Of course I can!\The next episode is about how Ririchiyo,\all steamy after taking a bath,\invites Miketsukami in, during the middle of the night.\I don't think that's quite accurate...\Tea and Distance.\I did it! Oh, yeah!\Why do you look so smug? response:	Tea and Distance
