context: Another unusable batch retrieved from Vega. response:	The warp transport deteriorated the Rare Iguras. They're completely ruined.
context: It's time for our monthly public exhibition mock battle!\The Elements will be Andy W. Hol...\Cayenne Suzushiro...\And as the head, new student Amata Sora!\Not Cayenne?\What's going on?\I can't believe I did that to Mikono.\But it wasn't on purpose. response:	I have to apologize and clear things up.
context: The Elements will be Andy W. Hol...\Cayenne Suzushiro...\And as the head, new student Amata Sora!\Not Cayenne?\What's going on?\I can't believe I did that to Mikono.\But it wasn't on purpose.\I have to apologize and clear things up. response:	Simulation start!
context: Cayenne Suzushiro...\And as the head, new student Amata Sora!\Not Cayenne?\What's going on?\I can't believe I did that to Mikono.\But it wasn't on purpose.\I have to apologize and clear things up.\Simulation start! response:	Time for Union, Amata!
context: And as the head, new student Amata Sora!\Not Cayenne?\What's going on?\I can't believe I did that to Mikono.\But it wasn't on purpose.\I have to apologize and clear things up.\Simulation start!\Time for Union, Amata! response:	Amata Sora's spirit level is failing to rise!
context: Not Cayenne?\What's going on?\I can't believe I did that to Mikono.\But it wasn't on purpose.\I have to apologize and clear things up.\Simulation start!\Time for Union, Amata!\Amata Sora's spirit level is failing to rise! response:	Union will be impossible!
context: What's going on?\I can't believe I did that to Mikono.\But it wasn't on purpose.\I have to apologize and clear things up.\Simulation start!\Time for Union, Amata!\Amata Sora's spirit level is failing to rise!\Union will be impossible! response:	Union, damn you!
context: I can't believe I did that to Mikono.\But it wasn't on purpose.\I have to apologize and clear things up.\Simulation start!\Time for Union, Amata!\Amata Sora's spirit level is failing to rise!\Union will be impossible!\Union, damn you! response:	Come on, Amata!
context: But it wasn't on purpose.\I have to apologize and clear things up.\Simulation start!\Time for Union, Amata!\Amata Sora's spirit level is failing to rise!\Union will be impossible!\Union, damn you!\Come on, Amata! response:	I know you want to Union with girls again, but now's not the time!
context: I have to apologize and clear things up.\Simulation start!\Time for Union, Amata!\Amata Sora's spirit level is failing to rise!\Union will be impossible!\Union, damn you!\Come on, Amata!\I know you want to Union with girls again, but now's not the time! response:	That's not what I
context: Simulation start!\Time for Union, Amata!\Amata Sora's spirit level is failing to rise!\Union will be impossible!\Union, damn you!\Come on, Amata!\I know you want to Union with girls again, but now's not the time!\That's not what I response:	You imbecile! If you keep flying from the enemy, we'll never even Union!
context: Time for Union, Amata!\Amata Sora's spirit level is failing to rise!\Union will be impossible!\Union, damn you!\Come on, Amata!\I know you want to Union with girls again, but now's not the time!\That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union! response:	Pathetic.
context: Amata Sora's spirit level is failing to rise!\Union will be impossible!\Union, damn you!\Come on, Amata!\I know you want to Union with girls again, but now's not the time!\That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic. response:	It's hard to believe that's the boy who broke the Guize Stones' seal.
context: Union will be impossible!\Union, damn you!\Come on, Amata!\I know you want to Union with girls again, but now's not the time!\That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal. response:	What's the matter, Amata Sora?
context: Union, damn you!\Come on, Amata!\I know you want to Union with girls again, but now's not the time!\That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora? response:	Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?
context: Come on, Amata!\I know you want to Union with girls again, but now's not the time!\That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd? response:	What crowd?
context: I know you want to Union with girls again, but now's not the time!\That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd? response:	You realize the girls are watching our mock battle, right?
context: That's not what I\You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd?\You realize the girls are watching our mock battle, right? response:	What are they doing?
context: You imbecile! If you keep flying from the enemy, we'll never even Union!\Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd?\You realize the girls are watching our mock battle, right?\What are they doing? response:	This is boring.
context: Pathetic.\It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd?\You realize the girls are watching our mock battle, right?\What are they doing?\This is boring. response:	Can we go yet?
context: It's hard to believe that's the boy who broke the Guize Stones' seal.\What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd?\You realize the girls are watching our mock battle, right?\What are they doing?\This is boring.\Can we go yet? response:	Everyone, quiet!
context: What's the matter, Amata Sora?\Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd?\You realize the girls are watching our mock battle, right?\What are they doing?\This is boring.\Can we go yet?\Everyone, quiet! response:	It's just like I said. The boys can't do a thing.
context: Goddamn it! This is my first time in three months and I can't do so much as wave to the crowd?\What crowd?\You realize the girls are watching our mock battle, right?\What are they doing?\This is boring.\Can we go yet?\Everyone, quiet!\It's just like I said. The boys can't do a thing. response:	If Cayenne goes down, it's his fault!
context: What crowd?\You realize the girls are watching our mock battle, right?\What are they doing?\This is boring.\Can we go yet?\Everyone, quiet!\It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault! response:	Mikono's watching us.
context: You realize the girls are watching our mock battle, right?\What are they doing?\This is boring.\Can we go yet?\Everyone, quiet!\It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault!\Mikono's watching us. response:	Stay focused!
context: What are they doing?\This is boring.\Can we go yet?\Everyone, quiet!\It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault!\Mikono's watching us.\Stay focused! response:	I want to tell Mikono!
context: This is boring.\Can we go yet?\Everyone, quiet!\It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault!\Mikono's watching us.\Stay focused!\I want to tell Mikono! response:	Amata Sora's spirit level is rising rapidly!
context: Can we go yet?\Everyone, quiet!\It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault!\Mikono's watching us.\Stay focused!\I want to tell Mikono!\Amata Sora's spirit level is rising rapidly! response:	He's finally in the game!
context: Everyone, quiet!\It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault!\Mikono's watching us.\Stay focused!\I want to tell Mikono!\Amata Sora's spirit level is rising rapidly!\He's finally in the game! response:	Spiritual Union!
context: It's just like I said. The boys can't do a thing.\If Cayenne goes down, it's his fault!\Mikono's watching us.\Stay focused!\I want to tell Mikono!\Amata Sora's spirit level is rising rapidly!\He's finally in the game!\Spiritual Union! response:	Go! Aquarion!
context: If Cayenne goes down, it's his fault!\Mikono's watching us.\Stay focused!\I want to tell Mikono!\Amata Sora's spirit level is rising rapidly!\He's finally in the game!\Spiritual Union!\Go! Aquarion! response:	Whoa!
context: Mikono's watching us.\Stay focused!\I want to tell Mikono!\Amata Sora's spirit level is rising rapidly!\He's finally in the game!\Spiritual Union!\Go! Aquarion!\Whoa! response:	But how's he going to recover after all that?
context: Stay focused!\I want to tell Mikono!\Amata Sora's spirit level is rising rapidly!\He's finally in the game!\Spiritual Union!\Go! Aquarion!\Whoa!\But how's he going to recover after all that? response:	Show us, Amata Sora.
context: I want to tell Mikono!\Amata Sora's spirit level is rising rapidly!\He's finally in the game!\Spiritual Union!\Go! Aquarion!\Whoa!\But how's he going to recover after all that?\Show us, Amata Sora. response:	Show us how deep your power goes!
context: Amata Sora's spirit level is rising rapidly!\He's finally in the game!\Spiritual Union!\Go! Aquarion!\Whoa!\But how's he going to recover after all that?\Show us, Amata Sora.\Show us how deep your power goes! response:	Mikono.
context: He's finally in the game!\Spiritual Union!\Go! Aquarion!\Whoa!\But how's he going to recover after all that?\Show us, Amata Sora.\Show us how deep your power goes!\Mikono. response:	Mikono!
context: Spiritual Union!\Go! Aquarion!\Whoa!\But how's he going to recover after all that?\Show us, Amata Sora.\Show us how deep your power goes!\Mikono.\Mikono! response:	Mikonooo!
context: Go! Aquarion!\Whoa!\But how's he going to recover after all that?\Show us, Amata Sora.\Show us how deep your power goes!\Mikono.\Mikono!\Mikonooo! response:	This is his flight power!
context: Whoa!\But how's he going to recover after all that?\Show us, Amata Sora.\Show us how deep your power goes!\Mikono.\Mikono!\Mikonooo!\This is his flight power! response:	Such rapid acceleration!
context: But how's he going to recover after all that?\Show us, Amata Sora.\Show us how deep your power goes!\Mikono.\Mikono!\Mikonooo!\This is his flight power!\Such rapid acceleration! response:	That Aquaria is flying!
context: Show us, Amata Sora.\Show us how deep your power goes!\Mikono.\Mikono!\Mikonooo!\This is his flight power!\Such rapid acceleration!\That Aquaria is flying! response:	Amata...
context: Show us how deep your power goes!\Mikono.\Mikono!\Mikonooo!\This is his flight power!\Such rapid acceleration!\That Aquaria is flying!\Amata... response:	Let's show'em!
context: Mikono.\Mikono!\Mikonooo!\This is his flight power!\Such rapid acceleration!\That Aquaria is flying!\Amata...\Let's show'em! response:	Don't forget to impress the crowd, Amata!
context: Mikono!\Mikonooo!\This is his flight power!\Such rapid acceleration!\That Aquaria is flying!\Amata...\Let's show'em!\Don't forget to impress the crowd, Amata! response:	Mikono! Please...
context: Mikonooo!\This is his flight power!\Such rapid acceleration!\That Aquaria is flying!\Amata...\Let's show'em!\Don't forget to impress the crowd, Amata!\Mikono! Please... response:	Accept my feelings!
context: This is his flight power!\Such rapid acceleration!\That Aquaria is flying!\Amata...\Let's show'em!\Don't forget to impress the crowd, Amata!\Mikono! Please...\Accept my feelings! response:	What did he do?
context: Such rapid acceleration!\That Aquaria is flying!\Amata...\Let's show'em!\Don't forget to impress the crowd, Amata!\Mikono! Please...\Accept my feelings!\What did he do? response:	A defensive stance that reflects all incoming attacks!
context: That Aquaria is flying!\Amata...\Let's show'em!\Don't forget to impress the crowd, Amata!\Mikono! Please...\Accept my feelings!\What did he do?\A defensive stance that reflects all incoming attacks! response:	Not quite.
context: Amata...\Let's show'em!\Don't forget to impress the crowd, Amata!\Mikono! Please...\Accept my feelings!\What did he do?\A defensive stance that reflects all incoming attacks!\Not quite. response:	He's...
context: Let's show'em!\Don't forget to impress the crowd, Amata!\Mikono! Please...\Accept my feelings!\What did he do?\A defensive stance that reflects all incoming attacks!\Not quite.\He's... response:	Bowing his head.
context: Don't forget to impress the crowd, Amata!\Mikono! Please...\Accept my feelings!\What did he do?\A defensive stance that reflects all incoming attacks!\Not quite.\He's...\Bowing his head. response:	The program's throwing errors because of Amata's unexpected move!
context: Mikono! Please...\Accept my feelings!\What did he do?\A defensive stance that reflects all incoming attacks!\Not quite.\He's...\Bowing his head.\The program's throwing errors because of Amata's unexpected move! response:	Killing the simulation!
context: Accept my feelings!\What did he do?\A defensive stance that reflects all incoming attacks!\Not quite.\He's...\Bowing his head.\The program's throwing errors because of Amata's unexpected move!\Killing the simulation! response:	It's over already?
context: What did he do?\A defensive stance that reflects all incoming attacks!\Not quite.\He's...\Bowing his head.\The program's throwing errors because of Amata's unexpected move!\Killing the simulation!\It's over already? response:	That wasn't a good show at all!
context: A defensive stance that reflects all incoming attacks!\Not quite.\He's...\Bowing his head.\The program's throwing errors because of Amata's unexpected move!\Killing the simulation!\It's over already?\That wasn't a good show at all! response:	I'm going to have a word with you later!
context: Not quite.\He's...\Bowing his head.\The program's throwing errors because of Amata's unexpected move!\Killing the simulation!\It's over already?\That wasn't a good show at all!\I'm going to have a word with you later! response:	He... He... I don't even...
context: He's...\Bowing his head.\The program's throwing errors because of Amata's unexpected move!\Killing the simulation!\It's over already?\That wasn't a good show at all!\I'm going to have a word with you later!\He... He... I don't even... response:	Amata Sora...
context: Bowing his head.\The program's throwing errors because of Amata's unexpected move!\Killing the simulation!\It's over already?\That wasn't a good show at all!\I'm going to have a word with you later!\He... He... I don't even...\Amata Sora... response:	Time for a pilgrimage to the holy land.
context: The program's throwing errors because of Amata's unexpected move!\Killing the simulation!\It's over already?\That wasn't a good show at all!\I'm going to have a word with you later!\He... He... I don't even...\Amata Sora...\Time for a pilgrimage to the holy land. response:	It's been two years since we took over the warp roads.
context: Killing the simulation!\It's over already?\That wasn't a good show at all!\I'm going to have a word with you later!\He... He... I don't even...\Amata Sora...\Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads. response:	He has to wake up soon.
context: It's over already?\That wasn't a good show at all!\I'm going to have a word with you later!\He... He... I don't even...\Amata Sora...\Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads.\He has to wake up soon. response:	He may have served us well before, but now he sleeps,
context: That wasn't a good show at all!\I'm going to have a word with you later!\He... He... I don't even...\Amata Sora...\Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads.\He has to wake up soon.\He may have served us well before, but now he sleeps, response:	and the world turns without him.
context: I'm going to have a word with you later!\He... He... I don't even...\Amata Sora...\Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads.\He has to wake up soon.\He may have served us well before, but now he sleeps,\and the world turns without him. response:	That geezer Izumo is getting serious.
context: He... He... I don't even...\Amata Sora...\Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads.\He has to wake up soon.\He may have served us well before, but now he sleeps,\and the world turns without him.\That geezer Izumo is getting serious. response:	You should probably wake up soon, Mikage.
context: Amata Sora...\Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads.\He has to wake up soon.\He may have served us well before, but now he sleeps,\and the world turns without him.\That geezer Izumo is getting serious.\You should probably wake up soon, Mikage. response:	The men ripped away. The women kept apart.
context: Time for a pilgrimage to the holy land.\It's been two years since we took over the warp roads.\He has to wake up soon.\He may have served us well before, but now he sleeps,\and the world turns without him.\That geezer Izumo is getting serious.\You should probably wake up soon, Mikage.\The men ripped away. The women kept apart. response:	A great wall to separate men and women.
context: It's been two years since we took over the warp roads.\He has to wake up soon.\He may have served us well before, but now he sleeps,\and the world turns without him.\That geezer Izumo is getting serious.\You should probably wake up soon, Mikage.\The men ripped away. The women kept apart.\A great wall to separate men and women. response:	Do you have the courage to cross it?
context: He has to wake up soon.\He may have served us well before, but now he sleeps,\and the world turns without him.\That geezer Izumo is getting serious.\You should probably wake up soon, Mikage.\The men ripped away. The women kept apart.\A great wall to separate men and women.\Do you have the courage to cross it? response:	Next time on Aquarion Evol: Wall Conquer Oneself .
context: He may have served us well before, but now he sleeps,\and the world turns without him.\That geezer Izumo is getting serious.\You should probably wake up soon, Mikage.\The men ripped away. The women kept apart.\A great wall to separate men and women.\Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself . response:	Measure of Excitement Rapid Rise
context: and the world turns without him.\That geezer Izumo is getting serious.\You should probably wake up soon, Mikage.\The men ripped away. The women kept apart.\A great wall to separate men and women.\Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise response:	Next Time
context: That geezer Izumo is getting serious.\You should probably wake up soon, Mikage.\The men ripped away. The women kept apart.\A great wall to separate men and women.\Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise\Next Time response:	Wall
context: You should probably wake up soon, Mikage.\The men ripped away. The women kept apart.\A great wall to separate men and women.\Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise\Next Time\Wall response:	osore
context: The men ripped away. The women kept apart.\A great wall to separate men and women.\Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise\Next Time\Wall\osore response:	living your life don't give up now keep moving on
context: A great wall to separate men and women.\Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise\Next Time\Wall\osore\living your life don't give up now keep moving on response:	kimi wo dakishimeru nandomo nandomo nandomo
context: Do you have the courage to cross it?\Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise\Next Time\Wall\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo response:	ashita boku wa kimi ni deau darou
context: Next time on Aquarion Evol: Wall Conquer Oneself .\Measure of Excitement Rapid Rise\Next Time\Wall\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou response:	wazukana hoshiakari wo tayori ni
context: Measure of Excitement Rapid Rise\Next Time\Wall\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni response:	boku ni wa kimi ga wakaru yo wakaru yo
context: Next Time\Wall\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo response:	sen'oku no toki wo koe futari hiraku densetsu no tobira
context: Wall\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira response:	naraku no ao tobikoete
context: osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete response:	kimi to hai ni naru tame
context: living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame response:	nagaki rinne wo kanashimi tsurete tabi shitekitanda
context: kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda response:	zenryoku de mikansei kimi no tonari des
context: ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des response:	kawaita kokoro hodoke chi wo nagasu kedo
context: wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo response:	soba ni iru yo zutto yorisotte zutto
context: boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto response:	futari hikari no fune ni noru
context: sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru response:	kaze no hajimari no oto kanadeyou
context: naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou response:	Even if you're scared
context: kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared response:	Just live your life, don't give up now, keep moving on
context: nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on response:	And I'll come for you over and over and over again
context: zenryoku de mikansei kimi no tonari des\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again response:	We'll find each other soon enough
context: kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough response:	By the faintest glimmer of starlight
context: soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight response:	I know you, I know you
context: futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you response:	It's been billions of years, but now we can open the door to our legend
context: kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend response:	I crossed over the deep blue void
context: Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void response:	so I could burn to ash along with you
context: Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you response:	I've had a long journey on the vast wheel of fate, gathering sorrows along the way
context: And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way response:	I'm not perfect, but I'm giving all I have
context: We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have response:	If I open my fragile heart to you, I know I'll bleed...
context: By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed... response:	But I'll always be with you, always be in your arms
context: I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms response:	We'll get on a shining ship of light
context: It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light response:	And call forth the wind with our voices
context: I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices response:	kaze ni ubawareta wake janai
context: so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai response:	katamichi bun no yuuki de bokura
context: I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura response:	higeki wo ukeireru
context: I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru response:	kokoro ga koko ni atta hazu no kuudou
context: If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou response:	motto boku ga ookikereba
context: But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba response:	kimi wo mirai wo sukueta darou ka
context: We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka response:	taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai
context: And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai response:	sonna anata ga haguretadayou sora
context: kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora response:	anata ijou no hito ni deaenai
context: katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai response:	tsuki ni aragau nagai furea
context: higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea response:	hajimaru mo sezu owaru monogatari
