context: Yo, pay your rent, dumbass! Scum! response:	Korai House Landlord Daihatsu Meika
context: Found it!\Oh, that's...\Wow, your hair's redder than it looks.\D-Don't be so rude.\Sorry.\Hey, what's this?\C-Can't you tell? It's a salmon.\Why is it on the floor? response:	Wait, Ito-chan!
context: Oh, that's...\Wow, your hair's redder than it looks.\D-Don't be so rude.\Sorry.\Hey, what's this?\C-Can't you tell? It's a salmon.\Why is it on the floor?\Wait, Ito-chan! response:	What?
context: Wow, your hair's redder than it looks.\D-Don't be so rude.\Sorry.\Hey, what's this?\C-Can't you tell? It's a salmon.\Why is it on the floor?\Wait, Ito-chan!\What? response:	That's not how you're supposed to eat it.
context: D-Don't be so rude.\Sorry.\Hey, what's this?\C-Can't you tell? It's a salmon.\Why is it on the floor?\Wait, Ito-chan!\What?\That's not how you're supposed to eat it. response:	This is normal in my family.
context: Sorry.\Hey, what's this?\C-Can't you tell? It's a salmon.\Why is it on the floor?\Wait, Ito-chan!\What?\That's not how you're supposed to eat it.\This is normal in my family. response:	Normal?
context: Hey, what's this?\C-Can't you tell? It's a salmon.\Why is it on the floor?\Wait, Ito-chan!\What?\That's not how you're supposed to eat it.\This is normal in my family.\Normal? response:	And what's that?
context: C-Can't you tell? It's a salmon.\Why is it on the floor?\Wait, Ito-chan!\What?\That's not how you're supposed to eat it.\This is normal in my family.\Normal?\And what's that? response:	That's, uh, where I scratch my back.
context: Why is it on the floor?\Wait, Ito-chan!\What?\That's not how you're supposed to eat it.\This is normal in my family.\Normal?\And what's that?\That's, uh, where I scratch my back. response:	Would it end up like that just from scratching your back?
context: Wait, Ito-chan!\What?\That's not how you're supposed to eat it.\This is normal in my family.\Normal?\And what's that?\That's, uh, where I scratch my back.\Would it end up like that just from scratching your back? response:	Shut up already!
context: What?\That's not how you're supposed to eat it.\This is normal in my family.\Normal?\And what's that?\That's, uh, where I scratch my back.\Would it end up like that just from scratching your back?\Shut up already! response:	I have spines starting to grow out of my back!
context: That's not how you're supposed to eat it.\This is normal in my family.\Normal?\And what's that?\That's, uh, where I scratch my back.\Would it end up like that just from scratching your back?\Shut up already!\I have spines starting to grow out of my back! response:	Like a stegosaurus.
context: This is normal in my family.\Normal?\And what's that?\That's, uh, where I scratch my back.\Would it end up like that just from scratching your back?\Shut up already!\I have spines starting to grow out of my back!\Like a stegosaurus. response:	That's definitely an illness.
context: Normal?\And what's that?\That's, uh, where I scratch my back.\Would it end up like that just from scratching your back?\Shut up already!\I have spines starting to grow out of my back!\Like a stegosaurus.\That's definitely an illness. response:	Just leave me alone!
context: And what's that?\That's, uh, where I scratch my back.\Would it end up like that just from scratching your back?\Shut up already!\I have spines starting to grow out of my back!\Like a stegosaurus.\That's definitely an illness.\Just leave me alone! response:	I-Ito-chan, what are you doing?
context: That's, uh, where I scratch my back.\Would it end up like that just from scratching your back?\Shut up already!\I have spines starting to grow out of my back!\Like a stegosaurus.\That's definitely an illness.\Just leave me alone!\I-Ito-chan, what are you doing? response:	Okay, I get it, Ito-chan! Calm down!
context: Would it end up like that just from scratching your back?\Shut up already!\I have spines starting to grow out of my back!\Like a stegosaurus.\That's definitely an illness.\Just leave me alone!\I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down! response:	Someone! Someone, come quick!
context: Shut up already!\I have spines starting to grow out of my back!\Like a stegosaurus.\That's definitely an illness.\Just leave me alone!\I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick! response:	Monthly Handstands for Beginners
context: I have spines starting to grow out of my back!\Like a stegosaurus.\That's definitely an illness.\Just leave me alone!\I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick!\Monthly Handstands for Beginners response:	Ito-chan's in trouble!
context: Like a stegosaurus.\That's definitely an illness.\Just leave me alone!\I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick!\Monthly Handstands for Beginners\Ito-chan's in trouble! response:	Salmon's so delicious!
context: That's definitely an illness.\Just leave me alone!\I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick!\Monthly Handstands for Beginners\Ito-chan's in trouble!\Salmon's so delicious! response:	It's filled with roe! So delicious!
context: Just leave me alone!\I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick!\Monthly Handstands for Beginners\Ito-chan's in trouble!\Salmon's so delicious!\It's filled with roe! So delicious! response:	Wh-What are you doing?
context: I-Ito-chan, what are you doing?\Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick!\Monthly Handstands for Beginners\Ito-chan's in trouble!\Salmon's so delicious!\It's filled with roe! So delicious!\Wh-What are you doing? response:	Are you possessed by a fox?
context: Okay, I get it, Ito-chan! Calm down!\Someone! Someone, come quick!\Monthly Handstands for Beginners\Ito-chan's in trouble!\Salmon's so delicious!\It's filled with roe! So delicious!\Wh-What are you doing?\Are you possessed by a fox? response:	No, listen to this!
context: Someone! Someone, come quick!\Monthly Handstands for Beginners\Ito-chan's in trouble!\Salmon's so delicious!\It's filled with roe! So delicious!\Wh-What are you doing?\Are you possessed by a fox?\No, listen to this! response:	Ito-chan's back...
context: Monthly Handstands for Beginners\Ito-chan's in trouble!\Salmon's so delicious!\It's filled with roe! So delicious!\Wh-What are you doing?\Are you possessed by a fox?\No, listen to this!\Ito-chan's back... response:	has spines growing out of it, like a stegosaurus!
context: Ito-chan's in trouble!\Salmon's so delicious!\It's filled with roe! So delicious!\Wh-What are you doing?\Are you possessed by a fox?\No, listen to this!\Ito-chan's back...\has spines growing out of it, like a stegosaurus! response:	Isn't that bad?
context: Salmon's so delicious!\It's filled with roe! So delicious!\Wh-What are you doing?\Are you possessed by a fox?\No, listen to this!\Ito-chan's back...\has spines growing out of it, like a stegosaurus!\Isn't that bad? response:	She'd be better off being possessed by a fox.
context: It's filled with roe! So delicious!\Wh-What are you doing?\Are you possessed by a fox?\No, listen to this!\Ito-chan's back...\has spines growing out of it, like a stegosaurus!\Isn't that bad?\She'd be better off being possessed by a fox. response:	I think she's about to evolve into some other kind of creature.
context: Wh-What are you doing?\Are you possessed by a fox?\No, listen to this!\Ito-chan's back...\has spines growing out of it, like a stegosaurus!\Isn't that bad?\She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature. response:	Isn't that even worse?
context: Are you possessed by a fox?\No, listen to this!\Ito-chan's back...\has spines growing out of it, like a stegosaurus!\Isn't that bad?\She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature.\Isn't that even worse? response:	Meika-emon!
context: No, listen to this!\Ito-chan's back...\has spines growing out of it, like a stegosaurus!\Isn't that bad?\She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature.\Isn't that even worse?\Meika-emon! response:	Don't you have anything to stop an evolution?!
context: Ito-chan's back...\has spines growing out of it, like a stegosaurus!\Isn't that bad?\She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature.\Isn't that even worse?\Meika-emon!\Don't you have anything to stop an evolution?! response:	Do I look like I have a pocket on my belly?!
context: has spines growing out of it, like a stegosaurus!\Isn't that bad?\She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature.\Isn't that even worse?\Meika-emon!\Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?! response:	Psych!
context: Isn't that bad?\She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature.\Isn't that even worse?\Meika-emon!\Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?!\Psych! response:	A bear?!
context: She'd be better off being possessed by a fox.\I think she's about to evolve into some other kind of creature.\Isn't that even worse?\Meika-emon!\Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?!\Psych!\A bear?! response:	What the heck?! Why is that creature here?!
context: I think she's about to evolve into some other kind of creature.\Isn't that even worse?\Meika-emon!\Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?!\Psych!\A bear?!\What the heck?! Why is that creature here?! response:	Is it legal to keep bears?
context: Isn't that even worse?\Meika-emon!\Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?!\Psych!\A bear?!\What the heck?! Why is that creature here?!\Is it legal to keep bears? response:	This is my brother, Muhi.
context: Meika-emon!\Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?!\Psych!\A bear?!\What the heck?! Why is that creature here?!\Is it legal to keep bears?\This is my brother, Muhi. response:	Hikiotani Muhi.
context: Don't you have anything to stop an evolution?!\Do I look like I have a pocket on my belly?!\Psych!\A bear?!\What the heck?! Why is that creature here?!\Is it legal to keep bears?\This is my brother, Muhi.\Hikiotani Muhi. response:	He's a second grader and just learned the times table for eight.
context: Do I look like I have a pocket on my belly?!\Psych!\A bear?!\What the heck?! Why is that creature here?!\Is it legal to keep bears?\This is my brother, Muhi.\Hikiotani Muhi.\He's a second grader and just learned the times table for eight. response:	Now, Muhi, let's go back home.
context: Psych!\A bear?!\What the heck?! Why is that creature here?!\Is it legal to keep bears?\This is my brother, Muhi.\Hikiotani Muhi.\He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home. response:	That's such a lame lie!
context: A bear?!\What the heck?! Why is that creature here?!\Is it legal to keep bears?\This is my brother, Muhi.\Hikiotani Muhi.\He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home.\That's such a lame lie! response:	Didn't I tell you? No pets in Korai House!
context: What the heck?! Why is that creature here?!\Is it legal to keep bears?\This is my brother, Muhi.\Hikiotani Muhi.\He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home.\That's such a lame lie!\Didn't I tell you? No pets in Korai House! response:	Rabura has one, though!
context: Is it legal to keep bears?\This is my brother, Muhi.\Hikiotani Muhi.\He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home.\That's such a lame lie!\Didn't I tell you? No pets in Korai House!\Rabura has one, though! response:	Turtles are okay.
context: This is my brother, Muhi.\Hikiotani Muhi.\He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home.\That's such a lame lie!\Didn't I tell you? No pets in Korai House!\Rabura has one, though!\Turtles are okay. response:	They don't make noise or cause trouble,
context: Hikiotani Muhi.\He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home.\That's such a lame lie!\Didn't I tell you? No pets in Korai House!\Rabura has one, though!\Turtles are okay.\They don't make noise or cause trouble, response:	and they don't damage the room.
context: He's a second grader and just learned the times table for eight.\Now, Muhi, let's go back home.\That's such a lame lie!\Didn't I tell you? No pets in Korai House!\Rabura has one, though!\Turtles are okay.\They don't make noise or cause trouble,\and they don't damage the room. response:	But why is there a baby bear here?
context: Now, Muhi, let's go back home.\That's such a lame lie!\Didn't I tell you? No pets in Korai House!\Rabura has one, though!\Turtles are okay.\They don't make noise or cause trouble,\and they don't damage the room.\But why is there a baby bear here? response:	I picked him up on a rainy day.
context: That's such a lame lie!\Didn't I tell you? No pets in Korai House!\Rabura has one, though!\Turtles are okay.\They don't make noise or cause trouble,\and they don't damage the room.\But why is there a baby bear here?\I picked him up on a rainy day. response:	I found him crying in a box, and...
context: Didn't I tell you? No pets in Korai House!\Rabura has one, though!\Turtles are okay.\They don't make noise or cause trouble,\and they don't damage the room.\But why is there a baby bear here?\I picked him up on a rainy day.\I found him crying in a box, and... response:	I told you not to lie.
context: Rabura has one, though!\Turtles are okay.\They don't make noise or cause trouble,\and they don't damage the room.\But why is there a baby bear here?\I picked him up on a rainy day.\I found him crying in a box, and...\I told you not to lie. response:	It's true!
context: Turtles are okay.\They don't make noise or cause trouble,\and they don't damage the room.\But why is there a baby bear here?\I picked him up on a rainy day.\I found him crying in a box, and...\I told you not to lie.\It's true! response:	We have to report it to the public health center.
context: They don't make noise or cause trouble,\and they don't damage the room.\But why is there a baby bear here?\I picked him up on a rainy day.\I found him crying in a box, and...\I told you not to lie.\It's true!\We have to report it to the public health center. response:	Wait!
context: and they don't damage the room.\But why is there a baby bear here?\I picked him up on a rainy day.\I found him crying in a box, and...\I told you not to lie.\It's true!\We have to report it to the public health center.\Wait! response:	Move.
context: But why is there a baby bear here?\I picked him up on a rainy day.\I found him crying in a box, and...\I told you not to lie.\It's true!\We have to report it to the public health center.\Wait!\Move. response:	I won't.
context: I picked him up on a rainy day.\I found him crying in a box, and...\I told you not to lie.\It's true!\We have to report it to the public health center.\Wait!\Move.\I won't. response:	I'm not letting anyone have Muhi.
context: I found him crying in a box, and...\I told you not to lie.\It's true!\We have to report it to the public health center.\Wait!\Move.\I won't.\I'm not letting anyone have Muhi. response:	He's the only one that understands me.
context: I told you not to lie.\It's true!\We have to report it to the public health center.\Wait!\Move.\I won't.\I'm not letting anyone have Muhi.\He's the only one that understands me. response:	Hey, Meika, could you wait a bit?
context: It's true!\We have to report it to the public health center.\Wait!\Move.\I won't.\I'm not letting anyone have Muhi.\He's the only one that understands me.\Hey, Meika, could you wait a bit? response:	Isn't it odd that a bear would be abandoned in the rain?
context: We have to report it to the public health center.\Wait!\Move.\I won't.\I'm not letting anyone have Muhi.\He's the only one that understands me.\Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain? response:	That's true. It's not exactly a cat or a dog.
context: Wait!\Move.\I won't.\I'm not letting anyone have Muhi.\He's the only one that understands me.\Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog. response:	I think we should investigate first,
context: Move.\I won't.\I'm not letting anyone have Muhi.\He's the only one that understands me.\Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog.\I think we should investigate first, response:	to find out why that baby bear was abandoned.
context: I won't.\I'm not letting anyone have Muhi.\He's the only one that understands me.\Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog.\I think we should investigate first,\to find out why that baby bear was abandoned. response:	Fine.
context: I'm not letting anyone have Muhi.\He's the only one that understands me.\Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog.\I think we should investigate first,\to find out why that baby bear was abandoned.\Fine. response:	However, if you can't find any leads by the end of the year,
context: He's the only one that understands me.\Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog.\I think we should investigate first,\to find out why that baby bear was abandoned.\Fine.\However, if you can't find any leads by the end of the year, response:	I won't hesitate to report him.
context: Hey, Meika, could you wait a bit?\Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog.\I think we should investigate first,\to find out why that baby bear was abandoned.\Fine.\However, if you can't find any leads by the end of the year,\I won't hesitate to report him. response:	Got it?
context: Isn't it odd that a bear would be abandoned in the rain?\That's true. It's not exactly a cat or a dog.\I think we should investigate first,\to find out why that baby bear was abandoned.\Fine.\However, if you can't find any leads by the end of the year,\I won't hesitate to report him.\Got it? response:	Yeah!
context: That's true. It's not exactly a cat or a dog.\I think we should investigate first,\to find out why that baby bear was abandoned.\Fine.\However, if you can't find any leads by the end of the year,\I won't hesitate to report him.\Got it?\Yeah! response:	I'm going to protect you, Muhi.
context: I think we should investigate first,\to find out why that baby bear was abandoned.\Fine.\However, if you can't find any leads by the end of the year,\I won't hesitate to report him.\Got it?\Yeah!\I'm going to protect you, Muhi. response:	Hey, stop it, Muhi.
context: to find out why that baby bear was abandoned.\Fine.\However, if you can't find any leads by the end of the year,\I won't hesitate to report him.\Got it?\Yeah!\I'm going to protect you, Muhi.\Hey, stop it, Muhi. response:	That tickles!
context: Fine.\However, if you can't find any leads by the end of the year,\I won't hesitate to report him.\Got it?\Yeah!\I'm going to protect you, Muhi.\Hey, stop it, Muhi.\That tickles! response:	There you are!
context: However, if you can't find any leads by the end of the year,\I won't hesitate to report him.\Got it?\Yeah!\I'm going to protect you, Muhi.\Hey, stop it, Muhi.\That tickles!\There you are! response:	Need something?
context: I won't hesitate to report him.\Got it?\Yeah!\I'm going to protect you, Muhi.\Hey, stop it, Muhi.\That tickles!\There you are!\Need something? response:	Yeah, kind of.
context: Got it?\Yeah!\I'm going to protect you, Muhi.\Hey, stop it, Muhi.\That tickles!\There you are!\Need something?\Yeah, kind of. response:	I was thinking about what Ito-chan said earlier.
context: Yeah!\I'm going to protect you, Muhi.\Hey, stop it, Muhi.\That tickles!\There you are!\Need something?\Yeah, kind of.\I was thinking about what Ito-chan said earlier. response:	I wonder why Ito-chan stopped going to school.
context: I'm going to protect you, Muhi.\Hey, stop it, Muhi.\That tickles!\There you are!\Need something?\Yeah, kind of.\I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school. response:	Who knows?
context: Hey, stop it, Muhi.\That tickles!\There you are!\Need something?\Yeah, kind of.\I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school.\Who knows? response:	I've asked, but she won't tell me.
context: That tickles!\There you are!\Need something?\Yeah, kind of.\I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school.\Who knows?\I've asked, but she won't tell me. response:	It's coming!
context: There you are!\Need something?\Yeah, kind of.\I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school.\Who knows?\I've asked, but she won't tell me.\It's coming! response:	Quit wussing out, you K/D ratio freak!
context: Need something?\Yeah, kind of.\I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school.\Who knows?\I've asked, but she won't tell me.\It's coming!\Quit wussing out, you K/D ratio freak! response:	Seriously?
context: Yeah, kind of.\I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school.\Who knows?\I've asked, but she won't tell me.\It's coming!\Quit wussing out, you K/D ratio freak!\Seriously? response:	Man, I can't believe the legendary
context: I was thinking about what Ito-chan said earlier.\I wonder why Ito-chan stopped going to school.\Who knows?\I've asked, but she won't tell me.\It's coming!\Quit wussing out, you K/D ratio freak!\Seriously?\Man, I can't believe the legendary response:	Torahachiro with the 4.85 K/D ratio lived next door.
context: I wonder why Ito-chan stopped going to school.\Who knows?\I've asked, but she won't tell me.\It's coming!\Quit wussing out, you K/D ratio freak!\Seriously?\Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door. response:	You've been skipping school to play, haven't you?
context: Who knows?\I've asked, but she won't tell me.\It's coming!\Quit wussing out, you K/D ratio freak!\Seriously?\Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you? response:	No wonder you got so good.
context: I've asked, but she won't tell me.\It's coming!\Quit wussing out, you K/D ratio freak!\Seriously?\Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you?\No wonder you got so good. response:	You're in a private girls' school, aren't you?
context: It's coming!\Quit wussing out, you K/D ratio freak!\Seriously?\Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you?\No wonder you got so good.\You're in a private girls' school, aren't you? response:	Why did you stop going?
context: Quit wussing out, you K/D ratio freak!\Seriously?\Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you?\No wonder you got so good.\You're in a private girls' school, aren't you?\Why did you stop going? response:	You're insensitive.
context: Seriously?\Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you?\No wonder you got so good.\You're in a private girls' school, aren't you?\Why did you stop going?\You're insensitive. response:	Don't you think it's rude to ask questions like that?
context: Man, I can't believe the legendary\Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you?\No wonder you got so good.\You're in a private girls' school, aren't you?\Why did you stop going?\You're insensitive.\Don't you think it's rude to ask questions like that? response:	Sorry.
context: Torahachiro with the 4.85 K/D ratio lived next door.\You've been skipping school to play, haven't you?\No wonder you got so good.\You're in a private girls' school, aren't you?\Why did you stop going?\You're insensitive.\Don't you think it's rude to ask questions like that?\Sorry. response:	Oh!
context: You've been skipping school to play, haven't you?\No wonder you got so good.\You're in a private girls' school, aren't you?\Why did you stop going?\You're insensitive.\Don't you think it's rude to ask questions like that?\Sorry.\Oh! response:	How pretty...
context: No wonder you got so good.\You're in a private girls' school, aren't you?\Why did you stop going?\You're insensitive.\Don't you think it's rude to ask questions like that?\Sorry.\Oh!\How pretty... response:	I never knew there was such a place.
context: You're in a private girls' school, aren't you?\Why did you stop going?\You're insensitive.\Don't you think it's rude to ask questions like that?\Sorry.\Oh!\How pretty...\I never knew there was such a place. response:	Something crappy happened at school.
context: Why did you stop going?\You're insensitive.\Don't you think it's rude to ask questions like that?\Sorry.\Oh!\How pretty...\I never knew there was such a place.\Something crappy happened at school. response:	Why aren't you saying anything?
context: You're insensitive.\Don't you think it's rude to ask questions like that?\Sorry.\Oh!\How pretty...\I never knew there was such a place.\Something crappy happened at school.\Why aren't you saying anything? response:	Because you'd call me insensitive again.
context: Don't you think it's rude to ask questions like that?\Sorry.\Oh!\How pretty...\I never knew there was such a place.\Something crappy happened at school.\Why aren't you saying anything?\Because you'd call me insensitive again. response:	Is that why you stopped going to school?
context: Sorry.\Oh!\How pretty...\I never knew there was such a place.\Something crappy happened at school.\Why aren't you saying anything?\Because you'd call me insensitive again.\Is that why you stopped going to school? response:	Insensitive.
context: Oh!\How pretty...\I never knew there was such a place.\Something crappy happened at school.\Why aren't you saying anything?\Because you'd call me insensitive again.\Is that why you stopped going to school?\Insensitive. response:	It's why I started living here.
context: How pretty...\I never knew there was such a place.\Something crappy happened at school.\Why aren't you saying anything?\Because you'd call me insensitive again.\Is that why you stopped going to school?\Insensitive.\It's why I started living here. response:	I got disowned.
context: I never knew there was such a place.\Something crappy happened at school.\Why aren't you saying anything?\Because you'd call me insensitive again.\Is that why you stopped going to school?\Insensitive.\It's why I started living here.\I got disowned. response:	Disowned?
context: Something crappy happened at school.\Why aren't you saying anything?\Because you'd call me insensitive again.\Is that why you stopped going to school?\Insensitive.\It's why I started living here.\I got disowned.\Disowned? response:	Ito's dad is a board member
context: Why aren't you saying anything?\Because you'd call me insensitive again.\Is that why you stopped going to school?\Insensitive.\It's why I started living here.\I got disowned.\Disowned?\Ito's dad is a board member response:	or something, on the metropolitan assembly education committee.
context: Because you'd call me insensitive again.\Is that why you stopped going to school?\Insensitive.\It's why I started living here.\I got disowned.\Disowned?\Ito's dad is a board member\or something, on the metropolitan assembly education committee. response:	It'd be bad if it got out that his daughter refuses to go to school.
context: Is that why you stopped going to school?\Insensitive.\It's why I started living here.\I got disowned.\Disowned?\Ito's dad is a board member\or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school. response:	It might affect the next election.
context: Insensitive.\It's why I started living here.\I got disowned.\Disowned?\Ito's dad is a board member\or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election. response:	So her cousin, Rabura-san, introduced her to Korai House?
context: It's why I started living here.\I got disowned.\Disowned?\Ito's dad is a board member\or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House? response:	Yeah.
context: I got disowned.\Disowned?\Ito's dad is a board member\or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House?\Yeah. response:	Ito-chan must be lonely.
context: Disowned?\Ito's dad is a board member\or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House?\Yeah.\Ito-chan must be lonely. response:	I know!
context: Ito's dad is a board member\or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House?\Yeah.\Ito-chan must be lonely.\I know! response:	Let's have a party!
context: or something, on the metropolitan assembly education committee.\It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House?\Yeah.\Ito-chan must be lonely.\I know!\Let's have a party! response:	A party?
context: It'd be bad if it got out that his daughter refuses to go to school.\It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House?\Yeah.\Ito-chan must be lonely.\I know!\Let's have a party!\A party? response:	Yeah, it's Christmas Eve tomorrow night, right?
context: It might affect the next election.\So her cousin, Rabura-san, introduced her to Korai House?\Yeah.\Ito-chan must be lonely.\I know!\Let's have a party!\A party?\Yeah, it's Christmas Eve tomorrow night, right? response:	So...
context: So her cousin, Rabura-san, introduced her to Korai House?\Yeah.\Ito-chan must be lonely.\I know!\Let's have a party!\A party?\Yeah, it's Christmas Eve tomorrow night, right?\So... response:	We're going to invite Ito, too?
context: Yeah.\Ito-chan must be lonely.\I know!\Let's have a party!\A party?\Yeah, it's Christmas Eve tomorrow night, right?\So...\We're going to invite Ito, too? response:	Of course! Everyone in Korai House!
context: Ito-chan must be lonely.\I know!\Let's have a party!\A party?\Yeah, it's Christmas Eve tomorrow night, right?\So...\We're going to invite Ito, too?\Of course! Everyone in Korai House! response:	Me, too?
context: I know!\Let's have a party!\A party?\Yeah, it's Christmas Eve tomorrow night, right?\So...\We're going to invite Ito, too?\Of course! Everyone in Korai House!\Me, too? response:	Guys, listen to this.
context: Let's have a party!\A party?\Yeah, it's Christmas Eve tomorrow night, right?\So...\We're going to invite Ito, too?\Of course! Everyone in Korai House!\Me, too?\Guys, listen to this. response:	There's something I forgot to tell you earlier.
context: A party?\Yeah, it's Christmas Eve tomorrow night, right?\So...\We're going to invite Ito, too?\Of course! Everyone in Korai House!\Me, too?\Guys, listen to this.\There's something I forgot to tell you earlier. response:	Natural mineral, come on!
context: Yeah, it's Christmas Eve tomorrow night, right?\So...\We're going to invite Ito, too?\Of course! Everyone in Korai House!\Me, too?\Guys, listen to this.\There's something I forgot to tell you earlier.\Natural mineral, come on! response:	Now, mister spirit, do that thing again!
context: So...\We're going to invite Ito, too?\Of course! Everyone in Korai House!\Me, too?\Guys, listen to this.\There's something I forgot to tell you earlier.\Natural mineral, come on!\Now, mister spirit, do that thing again! response:	Wait, I have to do it here?!
context: We're going to invite Ito, too?\Of course! Everyone in Korai House!\Me, too?\Guys, listen to this.\There's something I forgot to tell you earlier.\Natural mineral, come on!\Now, mister spirit, do that thing again!\Wait, I have to do it here?! response:	Go!
context: Of course! Everyone in Korai House!\Me, too?\Guys, listen to this.\There's something I forgot to tell you earlier.\Natural mineral, come on!\Now, mister spirit, do that thing again!\Wait, I have to do it here?!\Go! response:	I can't.
context: Me, too?\Guys, listen to this.\There's something I forgot to tell you earlier.\Natural mineral, come on!\Now, mister spirit, do that thing again!\Wait, I have to do it here?!\Go!\I can't. response:	I guess I need the cinnamon to do it.
context: Guys, listen to this.\There's something I forgot to tell you earlier.\Natural mineral, come on!\Now, mister spirit, do that thing again!\Wait, I have to do it here?!\Go!\I can't.\I guess I need the cinnamon to do it. response:	Hey, Rabura...
context: There's something I forgot to tell you earlier.\Natural mineral, come on!\Now, mister spirit, do that thing again!\Wait, I have to do it here?!\Go!\I can't.\I guess I need the cinnamon to do it.\Hey, Rabura... response:	What?!
context: Natural mineral, come on!\Now, mister spirit, do that thing again!\Wait, I have to do it here?!\Go!\I can't.\I guess I need the cinnamon to do it.\Hey, Rabura...\What?! response:	Cheermancy? As in, happiness and cheer?!
context: Now, mister spirit, do that thing again!\Wait, I have to do it here?!\Go!\I can't.\I guess I need the cinnamon to do it.\Hey, Rabura...\What?!\Cheermancy? As in, happiness and cheer?! response:	Of course.
context: Wait, I have to do it here?!\Go!\I can't.\I guess I need the cinnamon to do it.\Hey, Rabura...\What?!\Cheermancy? As in, happiness and cheer?!\Of course. response:	There's no such thing as spirits.
