context: Somehow, I... response:	No, sometime during summer vacation I'll write an interesting name.
context: The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story.\So then... response:	Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?
context: Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story.\So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school? response:	No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?
context: I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story.\So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do? response:	Hide?
context: Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story.\So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide? response:	Mashiro-kun is always in a rush to get serialized, isn't he?
context: Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story.\So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide?\Mashiro-kun is always in a rush to get serialized, isn't he? response:	But a detective story is something you should really take your time with.
context: No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story.\So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide?\Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with. response:	So let's take two years and we'll polish up a really good name together.
context: Two people who'd said they'd split up had separately started working on the same kind of story.\So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide?\Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together. response:	But wouldn't that mean deceiving Mashiro?
context: So then...\Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide?\Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro? response:	The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.
context: Do you think you could hide the fact that you're doing a mystery story up until right before you graduate high school?\No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide?\Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it. response:	Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.
context: No, actually, do you think you could write a name for the story that Mashiro-kun is trying to do?\Hide?\Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it. response:	Of course, this is limited to works that can survive to the point of being a new series.
context: Hide?\Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series. response:	It's especially hard for newcomers.
context: Mashiro-kun is always in a rush to get serialized, isn't he?\But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers. response:	I've thought for a while now that it's better to take your time on something you want to do.
context: But a detective story is something you should really take your time with.\So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do. response:	And if you choose to do that strategy, you'd be the only ones doing it.
context: So let's take two years and we'll polish up a really good name together.\But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it. response:	They say that with a battle story you can't wait more than half a year, but with a detective story it's different.
context: But wouldn't that mean deceiving Mashiro?\The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different. response:	Take two years and diligently make up a name,
context: The way Jack works right now is if something is popular as a one-shot, then it's Yes, serialize it.\Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name, response:	have Mashiro-kun draw that,
context: Or if it's sent to a serialization meeting and just three chapters are interesting, then it's also Yes, serialize it.\Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name,\have Mashiro-kun draw that, response:	and I'm sure you can make something amazing!
context: Of course, this is limited to works that can survive to the point of being a new series.\It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name,\have Mashiro-kun draw that,\and I'm sure you can make something amazing! response:	There isn't any real point to getting serialized while you're still in high school, is there?
context: It's especially hard for newcomers.\I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name,\have Mashiro-kun draw that,\and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there? response:	So you may as well take your time here to build up your strengths.
context: I've thought for a while now that it's better to take your time on something you want to do.\And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name,\have Mashiro-kun draw that,\and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths. response:	I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.
context: And if you choose to do that strategy, you'd be the only ones doing it.\They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name,\have Mashiro-kun draw that,\and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone. response:	I can't.
context: They say that with a battle story you can't wait more than half a year, but with a detective story it's different.\Take two years and diligently make up a name,\have Mashiro-kun draw that,\and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't. response:	If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?
context: Take two years and diligently make up a name,\have Mashiro-kun draw that,\and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he? response:	I talked about this with Mashiro-kun yesterday,
context: have Mashiro-kun draw that,\and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday, response:	but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.
context: and I'm sure you can make something amazing!\There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun. response:	And as proof of that, he turned down doing the art for the runner-up Story King.
context: There isn't any real point to getting serialized while you're still in high school, is there?\So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King. response:	Then would hiding from Mashiro-kun that I'm writing a mystery manga really...
context: So you may as well take your time here to build up your strengths.\I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really... response:	I told you, Mashiro-kun would want to rush it toward serialization.
context: I'll hold Mashiro-kun back from joining up with someone else or getting serialized alone.\I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization. response:	I'm telling you that for his sake...
context: I can't.\If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake... response:	No, for both your sakes.
context: If Mashiro-kun can get serialized on his own, he should be serialized then shouldn't he?\I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake...\No, for both your sakes. response:	You should prepare a well-honed name.
context: I talked about this with Mashiro-kun yesterday,\but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake...\No, for both your sakes.\You should prepare a well-honed name. response:	All right then, the detective story that Mashiro-kun was working on was
context: but he looked like he was thinking deep down that he really wanted to be teamed up with you, Takagi-kun.\And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake...\No, for both your sakes.\You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was response:	Please stop!
context: And as proof of that, he turned down doing the art for the runner-up Story King.\Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake...\No, for both your sakes.\You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was\Please stop! response:	If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...
context: Then would hiding from Mashiro-kun that I'm writing a mystery manga really...\I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake...\No, for both your sakes.\You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was\Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of... response:	Alone, with my own skill, I'll win the Story King or whatever it takes...
context: I told you, Mashiro-kun would want to rush it toward serialization.\I'm telling you that for his sake...\No, for both your sakes.\You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was\Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes... response:	and if at that time Mashiro still says that he's okay with joining up with me, then I will!
context: I'm telling you that for his sake...\No, for both your sakes.\You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was\Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will! response:	Takagi-kun...
context: No, for both your sakes.\You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was\Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun... response:	You're right...
context: You should prepare a well-honed name.\All right then, the detective story that Mashiro-kun was working on was\Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun...\You're right... response:	What you said was more logical.
context: All right then, the detective story that Mashiro-kun was working on was\Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun...\You're right...\What you said was more logical. response:	What I said might have been a case of an adult getting his thoughts twisted...
context: Please stop!\If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun...\You're right...\What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted... response:	Sorry, I'll be awaiting an interesting original story.
context: If I heard that, I would end up writing a name matching the protagonist that Mashiro-kun thought of...\Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun...\You're right...\What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story. response:	Okay...
context: Alone, with my own skill, I'll win the Story King or whatever it takes...\and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun...\You're right...\What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story.\Okay... response:	That's plenty.
context: and if at that time Mashiro still says that he's okay with joining up with me, then I will!\Takagi-kun...\You're right...\What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story.\Okay...\That's plenty. response:	Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,
context: Takagi-kun...\You're right...\What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story.\Okay...\That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story, response:	he definitely won't tell him that he's drawing one as well.
context: You're right...\What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story.\Okay...\That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well. response:	He'll draw an interesting name no matter what it takes.
context: What you said was more logical.\What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story.\Okay...\That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes. response:	I really can't get over how you two split up.
context: What I said might have been a case of an adult getting his thoughts twisted...\Sorry, I'll be awaiting an interesting original story.\Okay...\That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up. response:	Miyoshi?
context: Sorry, I'll be awaiting an interesting original story.\Okay...\That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up.\Miyoshi? response:	If it'll get you two to make up, I'll do whatever it takes.
context: Okay...\That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up.\Miyoshi?\If it'll get you two to make up, I'll do whatever it takes. response:	We're not really in a fight.
context: That's plenty.\Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up.\Miyoshi?\If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight. response:	I don't care, just name it!
context: Now even if Takagi-kun hears from Mashiro-kun about him writing a detective story,\he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up.\Miyoshi?\If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight.\I don't care, just name it! response:	I'll seriously do anything!
context: he definitely won't tell him that he's drawing one as well.\He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up.\Miyoshi?\If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight.\I don't care, just name it!\I'll seriously do anything! response:	Sorry, there's really nothing you need to fix.
context: He'll draw an interesting name no matter what it takes.\I really can't get over how you two split up.\Miyoshi?\If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight.\I don't care, just name it!\I'll seriously do anything!\Sorry, there's really nothing you need to fix. response:	Man, names really are hard to do.
context: I really can't get over how you two split up.\Miyoshi?\If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight.\I don't care, just name it!\I'll seriously do anything!\Sorry, there's really nothing you need to fix.\Man, names really are hard to do. response:	Shuujin's amazing, how does he always do this?
context: Miyoshi?\If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight.\I don't care, just name it!\I'll seriously do anything!\Sorry, there's really nothing you need to fix.\Man, names really are hard to do.\Shuujin's amazing, how does he always do this? response:	How do I write names?
context: If it'll get you two to make up, I'll do whatever it takes.\We're not really in a fight.\I don't care, just name it!\I'll seriously do anything!\Sorry, there's really nothing you need to fix.\Man, names really are hard to do.\Shuujin's amazing, how does he always do this?\How do I write names? response:	Yeah, please tell me!
context: We're not really in a fight.\I don't care, just name it!\I'll seriously do anything!\Sorry, there's really nothing you need to fix.\Man, names really are hard to do.\Shuujin's amazing, how does he always do this?\How do I write names?\Yeah, please tell me! response:	First, compose the general idea in your mind,
context: I don't care, just name it!\I'll seriously do anything!\Sorry, there's really nothing you need to fix.\Man, names really are hard to do.\Shuujin's amazing, how does he always do this?\How do I write names?\Yeah, please tell me!\First, compose the general idea in your mind, response:	then write out the script, and then divide it into panels so it fits the number of pages?
context: I'll seriously do anything!\Sorry, there's really nothing you need to fix.\Man, names really are hard to do.\Shuujin's amazing, how does he always do this?\How do I write names?\Yeah, please tell me!\First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages? response:	Yeah!
context: Sorry, there's really nothing you need to fix.\Man, names really are hard to do.\Shuujin's amazing, how does he always do this?\How do I write names?\Yeah, please tell me!\First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages?\Yeah! response:	I watched him work on it on his computer all summer vacation, so I'm totally sure!
context: Man, names really are hard to do.\Shuujin's amazing, how does he always do this?\How do I write names?\Yeah, please tell me!\First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages?\Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure! response:	Eh, what's wrong?
context: Shuujin's amazing, how does he always do this?\How do I write names?\Yeah, please tell me!\First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages?\Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong? response:	Shuujin did all that hard work and he still couldn't do it...
context: How do I write names?\Yeah, please tell me!\First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages?\Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it... response:	Can I really do this?
context: Yeah, please tell me!\First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages?\Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it...\Can I really do this? response:	If you think you can't, then why not do it together
context: First, compose the general idea in your mind,\then write out the script, and then divide it into panels so it fits the number of pages?\Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it...\Can I really do this?\If you think you can't, then why not do it together response:	No, I'm still gonna do it.
context: then write out the script, and then divide it into panels so it fits the number of pages?\Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it...\Can I really do this?\If you think you can't, then why not do it together\No, I'm still gonna do it. response:	I decided to do this for Azuki's sake too!
context: Yeah!\I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it...\Can I really do this?\If you think you can't, then why not do it together\No, I'm still gonna do it.\I decided to do this for Azuki's sake too! response:	I'll do it no matter what!
context: I watched him work on it on his computer all summer vacation, so I'm totally sure!\Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it...\Can I really do this?\If you think you can't, then why not do it together\No, I'm still gonna do it.\I decided to do this for Azuki's sake too!\I'll do it no matter what! response:	No, that's why I said do it together...
context: Eh, what's wrong?\Shuujin did all that hard work and he still couldn't do it...\Can I really do this?\If you think you can't, then why not do it together\No, I'm still gonna do it.\I decided to do this for Azuki's sake too!\I'll do it no matter what!\No, that's why I said do it together... response:	You were on to something when you went home, but I haven't heard any rumors.
context: Shuujin did all that hard work and he still couldn't do it...\Can I really do this?\If you think you can't, then why not do it together\No, I'm still gonna do it.\I decided to do this for Azuki's sake too!\I'll do it no matter what!\No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors. response:	Are you really doing it?
context: Can I really do this?\If you think you can't, then why not do it together\No, I'm still gonna do it.\I decided to do this for Azuki's sake too!\I'll do it no matter what!\No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it? response:	Ah, yeah. Little by little, though.
context: If you think you can't, then why not do it together\No, I'm still gonna do it.\I decided to do this for Azuki's sake too!\I'll do it no matter what!\No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it?\Ah, yeah. Little by little, though. response:	Sounds good then.
context: No, I'm still gonna do it.\I decided to do this for Azuki's sake too!\I'll do it no matter what!\No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it?\Ah, yeah. Little by little, though.\Sounds good then. response:	I'm doing a one-shot for the main magazine this time.
context: I decided to do this for Azuki's sake too!\I'll do it no matter what!\No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it?\Ah, yeah. Little by little, though.\Sounds good then.\I'm doing a one-shot for the main magazine this time. response:	I sent in a name for serialization, but it was a no go.
context: I'll do it no matter what!\No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it?\Ah, yeah. Little by little, though.\Sounds good then.\I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go. response:	They said to run it as a one-shot first.
context: No, that's why I said do it together...\You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it?\Ah, yeah. Little by little, though.\Sounds good then.\I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first. response:	That editorial department never knows real talent when they see it.
context: You were on to something when you went home, but I haven't heard any rumors.\Are you really doing it?\Ah, yeah. Little by little, though.\Sounds good then.\I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first.\That editorial department never knows real talent when they see it. response:	But that's really amazing, to be running in the main magazine and all.
context: Are you really doing it?\Ah, yeah. Little by little, though.\Sounds good then.\I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first.\That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all. response:	Congratulations.
context: Ah, yeah. Little by little, though.\Sounds good then.\I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first.\That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all.\Congratulations. response:	It ain't all that great.
context: Sounds good then.\I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first.\That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all.\Congratulations.\It ain't all that great. response:	If it doesn't get popular, my serialization name's nothing.
context: I'm doing a one-shot for the main magazine this time.\I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first.\That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all.\Congratulations.\It ain't all that great.\If it doesn't get popular, my serialization name's nothing. response:	Oh, and Nakai-san's really gotten into it.
context: I sent in a name for serialization, but it was a no go.\They said to run it as a one-shot first.\That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all.\Congratulations.\It ain't all that great.\If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it. response:	I don't really get what they're about, but the drawing's he's doing aren't like name drawings.
context: They said to run it as a one-shot first.\That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all.\Congratulations.\It ain't all that great.\If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings. response:	They're like friggin' paintings.
