context: There is no way a monster that plays response:	with an innocent girl's emotions would...
context: I have become a prisoner of love!\Sailor Moon!\Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all.\Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin... response:	What's wrong?! Transform into Sailor Moon!
context: Sailor Moon!\Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all.\Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon! response:	What are you talking about?
context: Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all.\Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon!\What are you talking about? response:	Are you not Sailor Moon?!
context: Maybe I should have told Ami and Rei after all.\Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon!\What are you talking about?\Are you not Sailor Moon?! response:	I love you.
context: Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon!\What are you talking about?\Are you not Sailor Moon?!\I love you. response:	What tremendous energy!
context: Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon!\What are you talking about?\Are you not Sailor Moon?!\I love you.\What tremendous energy! response:	Mr. Sanjoin...
context: Is she going on a date with Tuxedo Mask behind my back?!\Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon!\What are you talking about?\Are you not Sailor Moon?!\I love you.\What tremendous energy!\Mr. Sanjoin... response:	Oh, Naru!
context: Mr. Sanjoin...\What's wrong?! Transform into Sailor Moon!\What are you talking about?\Are you not Sailor Moon?!\I love you.\What tremendous energy!\Mr. Sanjoin...\Oh, Naru! response:	Why is Tuxedo Mask...
context: What's wrong?! Transform into Sailor Moon!\What are you talking about?\Are you not Sailor Moon?!\I love you.\What tremendous energy!\Mr. Sanjoin...\Oh, Naru!\Why is Tuxedo Mask... response:	No! That's not Tuxedo Mask!
context: What are you talking about?\Are you not Sailor Moon?!\I love you.\What tremendous energy!\Mr. Sanjoin...\Oh, Naru!\Why is Tuxedo Mask...\No! That's not Tuxedo Mask! response:	Naru, wait for me!
context: Are you not Sailor Moon?!\I love you.\What tremendous energy!\Mr. Sanjoin...\Oh, Naru!\Why is Tuxedo Mask...\No! That's not Tuxedo Mask!\Naru, wait for me! response:	Moon Prism Power Makeup!
context: I love you.\What tremendous energy!\Mr. Sanjoin...\Oh, Naru!\Why is Tuxedo Mask...\No! That's not Tuxedo Mask!\Naru, wait for me!\Moon Prism Power Makeup! response:	It's happening again!
context: What tremendous energy!\Mr. Sanjoin...\Oh, Naru!\Why is Tuxedo Mask...\No! That's not Tuxedo Mask!\Naru, wait for me!\Moon Prism Power Makeup!\It's happening again! response:	My head...
context: Mr. Sanjoin...\Oh, Naru!\Why is Tuxedo Mask...\No! That's not Tuxedo Mask!\Naru, wait for me!\Moon Prism Power Makeup!\It's happening again!\My head... response:	This girl was not Sailor Moon,
context: Oh, Naru!\Why is Tuxedo Mask...\No! That's not Tuxedo Mask!\Naru, wait for me!\Moon Prism Power Makeup!\It's happening again!\My head...\This girl was not Sailor Moon, response:	but I have obtained an unexpectedly vast amount of energy!
context: Why is Tuxedo Mask...\No! That's not Tuxedo Mask!\Naru, wait for me!\Moon Prism Power Makeup!\It's happening again!\My head...\This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy! response:	Release Naru!
context: No! That's not Tuxedo Mask!\Naru, wait for me!\Moon Prism Power Makeup!\It's happening again!\My head...\This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy!\Release Naru! response:	Who are you?!
context: Naru, wait for me!\Moon Prism Power Makeup!\It's happening again!\My head...\This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy!\Release Naru!\Who are you?! response:	A tuxedo is not fitting for a monster who toys with a girl's love!
context: Moon Prism Power Makeup!\It's happening again!\My head...\This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy!\Release Naru!\Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love! response:	You're...
context: It's happening again!\My head...\This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy!\Release Naru!\Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love!\You're... response:	I'm the sailor warrior of love and justice, You're...
context: My head...\This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy!\Release Naru!\Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love!\You're...\I'm the sailor warrior of love and justice, You're... response:	I'm the sailor warrior of love and justice,
context: This girl was not Sailor Moon,\but I have obtained an unexpectedly vast amount of energy!\Release Naru!\Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love!\You're...\I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice, response:	Sailor Moon!
context: but I have obtained an unexpectedly vast amount of energy!\Release Naru!\Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love!\You're...\I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice,\Sailor Moon! response:	In the name of the moon, I will punish you!
context: Release Naru!\Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love!\You're...\I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you! response:	How were you able to tell that I am not Tuxedo Mask?
context: Who are you?!\A tuxedo is not fitting for a monster who toys with a girl's love!\You're...\I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask? response:	It's the intuition of a girl in love!
context: A tuxedo is not fitting for a monster who toys with a girl's love!\You're...\I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love! response:	Sailor Moon Kick!
context: You're...\I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love!\Sailor Moon Kick! response:	If you want this girl, you can have her!
context: I'm the sailor warrior of love and justice, You're...\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love!\Sailor Moon Kick!\If you want this girl, you can have her! response:	Naru!
context: I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love!\Sailor Moon Kick!\If you want this girl, you can have her!\Naru! response:	You're Mr. Masato Sanjoin!
context: Sailor Moon!\In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love!\Sailor Moon Kick!\If you want this girl, you can have her!\Naru!\You're Mr. Masato Sanjoin! response:	I am Nephrite, one of the Great Four of the Dark Kingdom!
context: In the name of the moon, I will punish you!\How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love!\Sailor Moon Kick!\If you want this girl, you can have her!\Naru!\You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom! response:	Nephrite?!
context: How were you able to tell that I am not Tuxedo Mask?\It's the intuition of a girl in love!\Sailor Moon Kick!\If you want this girl, you can have her!\Naru!\You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?! response:	Sailor Moon, I became Tuxedo Mask in order to lure you out.
context: It's the intuition of a girl in love!\Sailor Moon Kick!\If you want this girl, you can have her!\Naru!\You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out. response:	O Regulus, star of Leo, shining in the southern night sky,
context: Sailor Moon Kick!\If you want this girl, you can have her!\Naru!\You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky, response:	grant me your power!
context: If you want this girl, you can have her!\Naru!\You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky,\grant me your power! response:	I'll tear your body to pieces!
context: Naru!\You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky,\grant me your power!\I'll tear your body to pieces! response:	No! No!
context: You're Mr. Masato Sanjoin!\I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky,\grant me your power!\I'll tear your body to pieces!\No! No! response:	Who's there?!
context: I am Nephrite, one of the Great Four of the Dark Kingdom!\Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky,\grant me your power!\I'll tear your body to pieces!\No! No!\Who's there?! response:	So, you sent those love letters using my name
context: Nephrite?!\Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky,\grant me your power!\I'll tear your body to pieces!\No! No!\Who's there?!\So, you sent those love letters using my name response:	in order to lure out Sailor Moon! Unforgivable!
context: Sailor Moon, I became Tuxedo Mask in order to lure you out.\O Regulus, star of Leo, shining in the southern night sky,\grant me your power!\I'll tear your body to pieces!\No! No!\Who's there?!\So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable! response:	Oh, he's the real one! He's so gorgeous!
context: O Regulus, star of Leo, shining in the southern night sky,\grant me your power!\I'll tear your body to pieces!\No! No!\Who's there?!\So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous! response:	Tuxedo Mask...
context: grant me your power!\I'll tear your body to pieces!\No! No!\Who's there?!\So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous!\Tuxedo Mask... response:	Sailor Moon! Go now!
context: I'll tear your body to pieces!\No! No!\Who's there?!\So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous!\Tuxedo Mask...\Sailor Moon! Go now! response:	Okay, Mr. Real Tuxedo Mask!
context: No! No!\Who's there?!\So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous!\Tuxedo Mask...\Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask! response:	Fool! Do you think you can get away from me?!
context: Who's there?!\So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous!\Tuxedo Mask...\Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?! response:	Come!
context: So, you sent those love letters using my name\in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous!\Tuxedo Mask...\Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?!\Come! response:	Go!
context: in order to lure out Sailor Moon! Unforgivable!\Oh, he's the real one! He's so gorgeous!\Tuxedo Mask...\Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?!\Come!\Go! response:	Tuxedo Mask, watch out!
context: Oh, he's the real one! He's so gorgeous!\Tuxedo Mask...\Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?!\Come!\Go!\Tuxedo Mask, watch out! response:	Moon Tiara Action!
context: Tuxedo Mask...\Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?!\Come!\Go!\Tuxedo Mask, watch out!\Moon Tiara Action! response:	No way! It's not working like usual.
context: Sailor Moon! Go now!\Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?!\Come!\Go!\Tuxedo Mask, watch out!\Moon Tiara Action!\No way! It's not working like usual. response:	Sailor Moon, get in the elevator!
context: Okay, Mr. Real Tuxedo Mask!\Fool! Do you think you can get away from me?!\Come!\Go!\Tuxedo Mask, watch out!\Moon Tiara Action!\No way! It's not working like usual.\Sailor Moon, get in the elevator! response:	Yes!
context: Fool! Do you think you can get away from me?!\Come!\Go!\Tuxedo Mask, watch out!\Moon Tiara Action!\No way! It's not working like usual.\Sailor Moon, get in the elevator!\Yes! response:	You fell for it!
context: Come!\Go!\Tuxedo Mask, watch out!\Moon Tiara Action!\No way! It's not working like usual.\Sailor Moon, get in the elevator!\Yes!\You fell for it! response:	Oh, no! It's a trap!
context: Go!\Tuxedo Mask, watch out!\Moon Tiara Action!\No way! It's not working like usual.\Sailor Moon, get in the elevator!\Yes!\You fell for it!\Oh, no! It's a trap! response:	What do you mean?
context: Tuxedo Mask, watch out!\Moon Tiara Action!\No way! It's not working like usual.\Sailor Moon, get in the elevator!\Yes!\You fell for it!\Oh, no! It's a trap!\What do you mean? response:	This elevator will go up to the roof. What do you mean?
context: Moon Tiara Action!\No way! It's not working like usual.\Sailor Moon, get in the elevator!\Yes!\You fell for it!\Oh, no! It's a trap!\What do you mean?\This elevator will go up to the roof. What do you mean? response:	This elevator will go up to the roof.
context: No way! It's not working like usual.\Sailor Moon, get in the elevator!\Yes!\You fell for it!\Oh, no! It's a trap!\What do you mean?\This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof. response:	What do you suppose will happen when it gets to the top floor?
context: Sailor Moon, get in the elevator!\Yes!\You fell for it!\Oh, no! It's a trap!\What do you mean?\This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor? response:	So, what will happen?!
context: Yes!\You fell for it!\Oh, no! It's a trap!\What do you mean?\This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor?\So, what will happen?! response:	By the law of Earth's gravity, the elevator will fall!
context: You fell for it!\Oh, no! It's a trap!\What do you mean?\This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor?\So, what will happen?!\By the law of Earth's gravity, the elevator will fall! response:	Your bodies will be flattened into pancakes!
context: Oh, no! It's a trap!\What do you mean?\This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor?\So, what will happen?!\By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes! response:	I don't wanna become a pancake!
context: What do you mean?\This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor?\So, what will happen?!\By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes!\I don't wanna become a pancake! response:	Tuxedo Mask!
context: This elevator will go up to the roof. What do you mean?\This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor?\So, what will happen?!\By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes!\I don't wanna become a pancake!\Tuxedo Mask! response:	We must do something.
context: This elevator will go up to the roof.\What do you suppose will happen when it gets to the top floor?\So, what will happen?!\By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes!\I don't wanna become a pancake!\Tuxedo Mask!\We must do something. response:	What's going on? My life is in danger,
context: What do you suppose will happen when it gets to the top floor?\So, what will happen?!\By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes!\I don't wanna become a pancake!\Tuxedo Mask!\We must do something.\What's going on? My life is in danger, response:	but my heart is pounding like crazy.
context: So, what will happen?!\By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes!\I don't wanna become a pancake!\Tuxedo Mask!\We must do something.\What's going on? My life is in danger,\but my heart is pounding like crazy. response:	Sailor Moon!
context: By the law of Earth's gravity, the elevator will fall!\Your bodies will be flattened into pancakes!\I don't wanna become a pancake!\Tuxedo Mask!\We must do something.\What's going on? My life is in danger,\but my heart is pounding like crazy.\Sailor Moon! response:	A kiss?
context: Your bodies will be flattened into pancakes!\I don't wanna become a pancake!\Tuxedo Mask!\We must do something.\What's going on? My life is in danger,\but my heart is pounding like crazy.\Sailor Moon!\A kiss? response:	What are you doing? We're getting out of here!
context: I don't wanna become a pancake!\Tuxedo Mask!\We must do something.\What's going on? My life is in danger,\but my heart is pounding like crazy.\Sailor Moon!\A kiss?\What are you doing? We're getting out of here! response:	Right!
context: Tuxedo Mask!\We must do something.\What's going on? My life is in danger,\but my heart is pounding like crazy.\Sailor Moon!\A kiss?\What are you doing? We're getting out of here!\Right! response:	Come on.
context: We must do something.\What's going on? My life is in danger,\but my heart is pounding like crazy.\Sailor Moon!\A kiss?\What are you doing? We're getting out of here!\Right!\Come on. response:	It's the top floor! Jump off!
context: What's going on? My life is in danger,\but my heart is pounding like crazy.\Sailor Moon!\A kiss?\What are you doing? We're getting out of here!\Right!\Come on.\It's the top floor! Jump off! response:	Okay!
context: but my heart is pounding like crazy.\Sailor Moon!\A kiss?\What are you doing? We're getting out of here!\Right!\Come on.\It's the top floor! Jump off!\Okay! response:	I did it!
context: Sailor Moon!\A kiss?\What are you doing? We're getting out of here!\Right!\Come on.\It's the top floor! Jump off!\Okay!\I did it! response:	I can't hold on anymore!
context: A kiss?\What are you doing? We're getting out of here!\Right!\Come on.\It's the top floor! Jump off!\Okay!\I did it!\I can't hold on anymore! response:	Do not give up! We will get out of here somehow.
context: What are you doing? We're getting out of here!\Right!\Come on.\It's the top floor! Jump off!\Okay!\I did it!\I can't hold on anymore!\Do not give up! We will get out of here somehow. response:	Until then, we should distract ourselves by talking about something.
context: Right!\Come on.\It's the top floor! Jump off!\Okay!\I did it!\I can't hold on anymore!\Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something. response:	Okay. Let's see. Let's see. Why do you always rescue me?
context: Come on.\It's the top floor! Jump off!\Okay!\I did it!\I can't hold on anymore!\Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me? response:	My blood roars and it makes me want to rescue you.
context: It's the top floor! Jump off!\Okay!\I did it!\I can't hold on anymore!\Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you. response:	I've secured a foothold! Can you get onto my back?
context: Okay!\I did it!\I can't hold on anymore!\Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back? response:	Yes!
context: I did it!\I can't hold on anymore!\Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back?\Yes! response:	I know why. It's because you must love me.
context: I can't hold on anymore!\Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back?\Yes!\I know why. It's because you must love me. response:	Oh, I can't believe it! I'm spouting such nonsense!
context: Do not give up! We will get out of here somehow.\Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back?\Yes!\I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense! response:	Let's see. Who are you?
context: Until then, we should distract ourselves by talking about something.\Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back?\Yes!\I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you? response:	I think I can guess who you are.
context: Okay. Let's see. Let's see. Why do you always rescue me?\My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back?\Yes!\I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you?\I think I can guess who you are. response:	You're Motoki, aren't you?! Oh, I've said something silly again!
context: My blood roars and it makes me want to rescue you.\I've secured a foothold! Can you get onto my back?\Yes!\I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you?\I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again! response:	Sailor Moon.
context: I've secured a foothold! Can you get onto my back?\Yes!\I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you?\I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon. response:	Yes? Sailor Moon.
context: Yes!\I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you?\I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon.\Yes? Sailor Moon. response:	Yes?
context: I know why. It's because you must love me.\Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you?\I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon.\Yes? Sailor Moon.\Yes? response:	I cannot help but feel that I knew you somehow long, long ago.
context: Oh, I can't believe it! I'm spouting such nonsense!\Let's see. Who are you?\I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon.\Yes? Sailor Moon.\Yes?\I cannot help but feel that I knew you somehow long, long ago. response:	Something is stirring in the corner of my mind,
context: Let's see. Who are you?\I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon.\Yes? Sailor Moon.\Yes?\I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind, response:	but I just cannot remember it.
context: I think I can guess who you are.\You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon.\Yes? Sailor Moon.\Yes?\I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind,\but I just cannot remember it. response:	We're going to fall!
context: You're Motoki, aren't you?! Oh, I've said something silly again!\Sailor Moon.\Yes? Sailor Moon.\Yes?\I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind,\but I just cannot remember it.\We're going to fall! response:	Calm down!
context: Sailor Moon.\Yes? Sailor Moon.\Yes?\I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind,\but I just cannot remember it.\We're going to fall!\Calm down! response:	Okay. Calm down!
context: Yes? Sailor Moon.\Yes?\I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind,\but I just cannot remember it.\We're going to fall!\Calm down!\Okay. Calm down! response:	Okay.
context: Yes?\I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind,\but I just cannot remember it.\We're going to fall!\Calm down!\Okay. Calm down!\Okay. response:	Let's see. What's your hobby? What are your favorite foods?
context: I cannot help but feel that I knew you somehow long, long ago.\Something is stirring in the corner of my mind,\but I just cannot remember it.\We're going to fall!\Calm down!\Okay. Calm down!\Okay.\Let's see. What's your hobby? What are your favorite foods? response:	Oh, I'm so stupid! I keep coming up with weird questions!
context: Something is stirring in the corner of my mind,\but I just cannot remember it.\We're going to fall!\Calm down!\Okay. Calm down!\Okay.\Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions! response:	It's just sad!
context: but I just cannot remember it.\We're going to fall!\Calm down!\Okay. Calm down!\Okay.\Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad! response:	Tuxedo Mask!
context: We're going to fall!\Calm down!\Okay. Calm down!\Okay.\Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad!\Tuxedo Mask! response:	Sailor Moon, you should never have come here without telling us!
context: Calm down!\Okay. Calm down!\Okay.\Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad!\Tuxedo Mask!\Sailor Moon, you should never have come here without telling us! response:	I'm sorry!
context: Okay. Calm down!\Okay.\Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad!\Tuxedo Mask!\Sailor Moon, you should never have come here without telling us!\I'm sorry! response:	That was close.
context: Okay.\Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad!\Tuxedo Mask!\Sailor Moon, you should never have come here without telling us!\I'm sorry!\That was close. response:	Thank you for rescuing us.
context: Let's see. What's your hobby? What are your favorite foods?\Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad!\Tuxedo Mask!\Sailor Moon, you should never have come here without telling us!\I'm sorry!\That was close.\Thank you for rescuing us. response:	I have a cold, you know.
context: Oh, I'm so stupid! I keep coming up with weird questions!\It's just sad!\Tuxedo Mask!\Sailor Moon, you should never have come here without telling us!\I'm sorry!\That was close.\Thank you for rescuing us.\I have a cold, you know. response:	How dare you take that chance to go behind my back
context: It's just sad!\Tuxedo Mask!\Sailor Moon, you should never have come here without telling us!\I'm sorry!\That was close.\Thank you for rescuing us.\I have a cold, you know.\How dare you take that chance to go behind my back response:	and drape yourself all over Tuxedo Mask?! It's not fair!
context: Tuxedo Mask!\Sailor Moon, you should never have come here without telling us!\I'm sorry!\That was close.\Thank you for rescuing us.\I have a cold, you know.\How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair! response:	Oh, it wasn't like that!
context: Sailor Moon, you should never have come here without telling us!\I'm sorry!\That was close.\Thank you for rescuing us.\I have a cold, you know.\How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that! response:	Stop fighting!
context: I'm sorry!\That was close.\Thank you for rescuing us.\I have a cold, you know.\How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that!\Stop fighting! response:	Not you, too, Ami! You're going to side with Sailor Moon?!
context: That was close.\Thank you for rescuing us.\I have a cold, you know.\How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that!\Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?! response:	No! I just want to quickly take Naru to a hospital!
context: Thank you for rescuing us.\I have a cold, you know.\How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that!\Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital! response:	Everyone, be good to one another. Good-bye!
context: I have a cold, you know.\How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that!\Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye! response:	Oh, please wait!
context: How dare you take that chance to go behind my back\and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that!\Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye!\Oh, please wait! response:	Tuxedo Mask...
