context: The Third Plate response:	Seven
context: Department Chief, are you all right?\Yes.\I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief.\E-Eizan!\What do you want? response:	Oh, I'm just here to confirm something.
context: Yes.\I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief.\E-Eizan!\What do you want?\Oh, I'm just here to confirm something. response:	I'd heard more than a hundred Shokugeki challenges had been submitted against me.
context: I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief.\E-Eizan!\What do you want?\Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me. response:	How are things now?
context: Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief.\E-Eizan!\What do you want?\Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now? response:	They were all... canceled!
context: Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief.\E-Eizan!\What do you want?\Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now?\They were all... canceled! response:	For real?
context: Hey, Department Chief.\E-Eizan!\What do you want?\Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now?\They were all... canceled!\For real? response:	That's really too bad.
context: E-Eizan!\What do you want?\Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now?\They were all... canceled!\For real?\That's really too bad. response:	I was fine accepting any challenge that came my way.
context: What do you want?\Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now?\They were all... canceled!\For real?\That's really too bad.\I was fine accepting any challenge that came my way. response:	Kitchen 28
context: Oh, I'm just here to confirm something.\I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now?\They were all... canceled!\For real?\That's really too bad.\I was fine accepting any challenge that came my way.\Kitchen 28 response:	The recipe you'll master today
context: I'd heard more than a hundred Shokugeki challenges had been submitted against me.\How are things now?\They were all... canceled!\For real?\That's really too bad.\I was fine accepting any challenge that came my way.\Kitchen 28\The recipe you'll master today response:	has been selected by Central.
context: How are things now?\They were all... canceled!\For real?\That's really too bad.\I was fine accepting any challenge that came my way.\Kitchen 28\The recipe you'll master today\has been selected by Central. response:	This will be the new standard at Totsuki.
context: They were all... canceled!\For real?\That's really too bad.\I was fine accepting any challenge that came my way.\Kitchen 28\The recipe you'll master today\has been selected by Central.\This will be the new standard at Totsuki. response:	Bear it in mind.
context: For real?\That's really too bad.\I was fine accepting any challenge that came my way.\Kitchen 28\The recipe you'll master today\has been selected by Central.\This will be the new standard at Totsuki.\Bear it in mind. response:	Ibusaki Shun...
context: That's really too bad.\I was fine accepting any challenge that came my way.\Kitchen 28\The recipe you'll master today\has been selected by Central.\This will be the new standard at Totsuki.\Bear it in mind.\Ibusaki Shun... response:	Use the oven to brisee the ingredients.
context: I was fine accepting any challenge that came my way.\Kitchen 28\The recipe you'll master today\has been selected by Central.\This will be the new standard at Totsuki.\Bear it in mind.\Ibusaki Shun...\Use the oven to brisee the ingredients. response:	That's specified in the recipe we handed out, isn't it?
context: Kitchen 28\The recipe you'll master today\has been selected by Central.\This will be the new standard at Totsuki.\Bear it in mind.\Ibusaki Shun...\Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it? response:	This is how I've always done it.
context: The recipe you'll master today\has been selected by Central.\This will be the new standard at Totsuki.\Bear it in mind.\Ibusaki Shun...\Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it?\This is how I've always done it. response:	I don't know why I have to change it.
context: has been selected by Central.\This will be the new standard at Totsuki.\Bear it in mind.\Ibusaki Shun...\Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it?\This is how I've always done it.\I don't know why I have to change it. response:	There's no need for you to make that decision.
context: This will be the new standard at Totsuki.\Bear it in mind.\Ibusaki Shun...\Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it?\This is how I've always done it.\I don't know why I have to change it.\There's no need for you to make that decision. response:	The decisions by Central are absolute.
context: Bear it in mind.\Ibusaki Shun...\Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it?\This is how I've always done it.\I don't know why I have to change it.\There's no need for you to make that decision.\The decisions by Central are absolute. response:	Redo it.
context: Ibusaki Shun...\Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it?\This is how I've always done it.\I don't know why I have to change it.\There's no need for you to make that decision.\The decisions by Central are absolute.\Redo it. response:	I see...
context: Use the oven to brisee the ingredients.\That's specified in the recipe we handed out, isn't it?\This is how I've always done it.\I don't know why I have to change it.\There's no need for you to make that decision.\The decisions by Central are absolute.\Redo it.\I see... response:	So even Regional Cuisine RS got the order to disband.
context: That's specified in the recipe we handed out, isn't it?\This is how I've always done it.\I don't know why I have to change it.\There's no need for you to make that decision.\The decisions by Central are absolute.\Redo it.\I see...\So even Regional Cuisine RS got the order to disband. response:	Yeah...
context: This is how I've always done it.\I don't know why I have to change it.\There's no need for you to make that decision.\The decisions by Central are absolute.\Redo it.\I see...\So even Regional Cuisine RS got the order to disband.\Yeah... response:	The Miyazato Research Group, too?
context: I don't know why I have to change it.\There's no need for you to make that decision.\The decisions by Central are absolute.\Redo it.\I see...\So even Regional Cuisine RS got the order to disband.\Yeah...\The Miyazato Research Group, too? response:	Yeah.
context: There's no need for you to make that decision.\The decisions by Central are absolute.\Redo it.\I see...\So even Regional Cuisine RS got the order to disband.\Yeah...\The Miyazato Research Group, too?\Yeah. response:	The other organizations have received notices, too.
context: The decisions by Central are absolute.\Redo it.\I see...\So even Regional Cuisine RS got the order to disband.\Yeah...\The Miyazato Research Group, too?\Yeah.\The other organizations have received notices, too. response:	Unfortunately, it's impossible to make them rescind the order.
context: Redo it.\I see...\So even Regional Cuisine RS got the order to disband.\Yeah...\The Miyazato Research Group, too?\Yeah.\The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order. response:	The deadline for us to vacate the dorm is fast approaching, too.
context: I see...\So even Regional Cuisine RS got the order to disband.\Yeah...\The Miyazato Research Group, too?\Yeah.\The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too. response:	Only ten days left.
context: So even Regional Cuisine RS got the order to disband.\Yeah...\The Miyazato Research Group, too?\Yeah.\The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left. response:	Nakiri-san?
context: Yeah...\The Miyazato Research Group, too?\Yeah.\The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left.\Nakiri-san? response:	What's wrong?
context: The Miyazato Research Group, too?\Yeah.\The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left.\Nakiri-san?\What's wrong? response:	You're sitting in the dark.
context: Yeah.\The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left.\Nakiri-san?\What's wrong?\You're sitting in the dark. response:	It's almost dinnertime, so come down to the dining hall
context: The other organizations have received notices, too.\Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left.\Nakiri-san?\What's wrong?\You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall response:	U-Um...
context: Unfortunately, it's impossible to make them rescind the order.\The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left.\Nakiri-san?\What's wrong?\You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall\U-Um... response:	No, it's nothing.
context: The deadline for us to vacate the dorm is fast approaching, too.\Only ten days left.\Nakiri-san?\What's wrong?\You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall\U-Um...\No, it's nothing. response:	Come on.
context: Only ten days left.\Nakiri-san?\What's wrong?\You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall\U-Um...\No, it's nothing.\Come on. response:	Dinner will get cold if we don't get there fast, yeah?
context: Nakiri-san?\What's wrong?\You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall\U-Um...\No, it's nothing.\Come on.\Dinner will get cold if we don't get there fast, yeah? response:	Are we really losing the dorm?
context: What's wrong?\You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall\U-Um...\No, it's nothing.\Come on.\Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm? response:	Sounds like it...
context: You're sitting in the dark.\It's almost dinnertime, so come down to the dining hall\U-Um...\No, it's nothing.\Come on.\Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm?\Sounds like it... response:	Man... I guess we can't do anything.
context: It's almost dinnertime, so come down to the dining hall\U-Um...\No, it's nothing.\Come on.\Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm?\Sounds like it...\Man... I guess we can't do anything. response:	Dorm life feels long, but it's going to be over in a flash!
context: U-Um...\No, it's nothing.\Come on.\Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm?\Sounds like it...\Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash! response:	We've been together for so long, all of us.
context: No, it's nothing.\Come on.\Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm?\Sounds like it...\Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us. response:	Yeah. Thinking back, so much stuff happened.
context: Come on.\Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm?\Sounds like it...\Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened. response:	Fumio-san's dormitory entrance exam!
context: Dinner will get cold if we don't get there fast, yeah?\Are we really losing the dorm?\Sounds like it...\Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam! response:	I was so surprised at first.
context: Are we really losing the dorm?\Sounds like it...\Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam!\I was so surprised at first. response:	It took me three months to get in here,
context: Sounds like it...\Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam!\I was so surprised at first.\It took me three months to get in here, response:	but Fumio-san let me stay in the storage shed.
context: Man... I guess we can't do anything.\Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam!\I was so surprised at first.\It took me three months to get in here,\but Fumio-san let me stay in the storage shed. response:	Seriously?!
context: Dorm life feels long, but it's going to be over in a flash!\We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam!\I was so surprised at first.\It took me three months to get in here,\but Fumio-san let me stay in the storage shed.\Seriously?! response:	That's a shocker.
context: We've been together for so long, all of us.\Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam!\I was so surprised at first.\It took me three months to get in here,\but Fumio-san let me stay in the storage shed.\Seriously?!\That's a shocker. response:	Megumi, you're tougher than you look in a lot of ways.
context: Yeah. Thinking back, so much stuff happened.\Fumio-san's dormitory entrance exam!\I was so surprised at first.\It took me three months to get in here,\but Fumio-san let me stay in the storage shed.\Seriously?!\That's a shocker.\Megumi, you're tougher than you look in a lot of ways. response:	Then I guess Yukihira transferred in when we got to high school.
context: Fumio-san's dormitory entrance exam!\I was so surprised at first.\It took me three months to get in here,\but Fumio-san let me stay in the storage shed.\Seriously?!\That's a shocker.\Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school. response:	I'm gonna take the number one spot!
context: I was so surprised at first.\It took me three months to get in here,\but Fumio-san let me stay in the storage shed.\Seriously?!\That's a shocker.\Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot! response:	Looking forward to being with y'all for the next three years!
context: It took me three months to get in here,\but Fumio-san let me stay in the storage shed.\Seriously?!\That's a shocker.\Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years! response:	Man, everything brings back so many memories.
context: but Fumio-san let me stay in the storage shed.\Seriously?!\That's a shocker.\Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories. response:	Seriously...
context: Seriously?!\That's a shocker.\Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories.\Seriously... response:	I guess we all got through that camp from hell, too.
context: That's a shocker.\Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories.\Seriously...\I guess we all got through that camp from hell, too. response:	Restaurant Tadokoro
context: Megumi, you're tougher than you look in a lot of ways.\Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories.\Seriously...\I guess we all got through that camp from hell, too.\Restaurant Tadokoro response:	I was so worried when Megumi had a shokugeki with Shinomiya-senpai.
context: Then I guess Yukihira transferred in when we got to high school.\I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories.\Seriously...\I guess we all got through that camp from hell, too.\Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai. response:	What?
context: I'm gonna take the number one spot!\Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories.\Seriously...\I guess we all got through that camp from hell, too.\Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What? response:	A Shokugeki?
context: Looking forward to being with y'all for the next three years!\Man, everything brings back so many memories.\Seriously...\I guess we all got through that camp from hell, too.\Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What?\A Shokugeki? response:	I-It's nothing!
context: Man, everything brings back so many memories.\Seriously...\I guess we all got through that camp from hell, too.\Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What?\A Shokugeki?\I-It's nothing! response:	And summer break...
context: Seriously...\I guess we all got through that camp from hell, too.\Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What?\A Shokugeki?\I-It's nothing!\And summer break... response:	The Autumn Elections...
context: I guess we all got through that camp from hell, too.\Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What?\A Shokugeki?\I-It's nothing!\And summer break...\The Autumn Elections... response:	The 92nd Moon Festival
context: Restaurant Tadokoro\I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What?\A Shokugeki?\I-It's nothing!\And summer break...\The Autumn Elections...\The 92nd Moon Festival response:	And the Moon Festival!
context: I was so worried when Megumi had a shokugeki with Shinomiya-senpai.\What?\A Shokugeki?\I-It's nothing!\And summer break...\The Autumn Elections...\The 92nd Moon Festival\And the Moon Festival! response:	The Taro Stew Booth... We worked really hard!
context: What?\A Shokugeki?\I-It's nothing!\And summer break...\The Autumn Elections...\The 92nd Moon Festival\And the Moon Festival!\The Taro Stew Booth... We worked really hard! response:	Yukihira and Megumi's Chinese food stall!
context: A Shokugeki?\I-It's nothing!\And summer break...\The Autumn Elections...\The 92nd Moon Festival\And the Moon Festival!\The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall! response:	We'd always cook each other food.
context: I-It's nothing!\And summer break...\The Autumn Elections...\The 92nd Moon Festival\And the Moon Festival!\The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall!\We'd always cook each other food. response:	Yeah! We really did.
context: And summer break...\The Autumn Elections...\The 92nd Moon Festival\And the Moon Festival!\The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall!\We'd always cook each other food.\Yeah! We really did. response:	So much...
context: The Autumn Elections...\The 92nd Moon Festival\And the Moon Festival!\The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall!\We'd always cook each other food.\Yeah! We really did.\So much... response:	So much happened!
context: The 92nd Moon Festival\And the Moon Festival!\The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall!\We'd always cook each other food.\Yeah! We really did.\So much...\So much happened! response:	We'd never have enough time to talk about it all.
context: And the Moon Festival!\The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall!\We'd always cook each other food.\Yeah! We really did.\So much...\So much happened!\We'd never have enough time to talk about it all. response:	So much...
context: The Taro Stew Booth... We worked really hard!\Yukihira and Megumi's Chinese food stall!\We'd always cook each other food.\Yeah! We really did.\So much...\So much happened!\We'd never have enough time to talk about it all.\So much... response:	Yuki-chan?
context: Yukihira and Megumi's Chinese food stall!\We'd always cook each other food.\Yeah! We really did.\So much...\So much happened!\We'd never have enough time to talk about it all.\So much...\Yuki-chan? response:	I don't want this!
context: We'd always cook each other food.\Yeah! We really did.\So much...\So much happened!\We'd never have enough time to talk about it all.\So much...\Yuki-chan?\I don't want this! response:	I don't want to lose Polar Star Dormitory!
context: Yeah! We really did.\So much...\So much happened!\We'd never have enough time to talk about it all.\So much...\Yuki-chan?\I don't want this!\I don't want to lose Polar Star Dormitory! response:	I want to keep doing stuff with you guys!
context: So much...\So much happened!\We'd never have enough time to talk about it all.\So much...\Yuki-chan?\I don't want this!\I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys! response:	I wanted to keep...
context: So much happened!\We'd never have enough time to talk about it all.\So much...\Yuki-chan?\I don't want this!\I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys!\I wanted to keep... response:	cooking more stuff with you guys!
context: We'd never have enough time to talk about it all.\So much...\Yuki-chan?\I don't want this!\I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys!\I wanted to keep...\cooking more stuff with you guys! response:	Yuki...
context: So much...\Yuki-chan?\I don't want this!\I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys!\I wanted to keep...\cooking more stuff with you guys!\Yuki... response:	What was Polar Star Dormitory like to you, Dad?
context: Yuki-chan?\I don't want this!\I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys!\I wanted to keep...\cooking more stuff with you guys!\Yuki...\What was Polar Star Dormitory like to you, Dad? response:	It was fun.
context: I don't want this!\I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys!\I wanted to keep...\cooking more stuff with you guys!\Yuki...\What was Polar Star Dormitory like to you, Dad?\It was fun. response:	Everyone just worked on mastering their cooking in their way.
context: I don't want to lose Polar Star Dormitory!\I want to keep doing stuff with you guys!\I wanted to keep...\cooking more stuff with you guys!\Yuki...\What was Polar Star Dormitory like to you, Dad?\It was fun.\Everyone just worked on mastering their cooking in their way. response:	Huh?
context: I want to keep doing stuff with you guys!\I wanted to keep...\cooking more stuff with you guys!\Yuki...\What was Polar Star Dormitory like to you, Dad?\It was fun.\Everyone just worked on mastering their cooking in their way.\Huh? response:	Give me a break, Yukihira.
context: I wanted to keep...\cooking more stuff with you guys!\Yuki...\What was Polar Star Dormitory like to you, Dad?\It was fun.\Everyone just worked on mastering their cooking in their way.\Huh?\Give me a break, Yukihira. response:	Don't be that stupid.
context: cooking more stuff with you guys!\Yuki...\What was Polar Star Dormitory like to you, Dad?\It was fun.\Everyone just worked on mastering their cooking in their way.\Huh?\Give me a break, Yukihira.\Don't be that stupid. response:	You still don't grasp the situation or what?
context: Yuki...\What was Polar Star Dormitory like to you, Dad?\It was fun.\Everyone just worked on mastering their cooking in their way.\Huh?\Give me a break, Yukihira.\Don't be that stupid.\You still don't grasp the situation or what? response:	All the judges are on my side.
context: What was Polar Star Dormitory like to you, Dad?\It was fun.\Everyone just worked on mastering their cooking in their way.\Huh?\Give me a break, Yukihira.\Don't be that stupid.\You still don't grasp the situation or what?\All the judges are on my side. response:	Forget about winning or losingthey won't even taste a single bite of your food.
context: It was fun.\Everyone just worked on mastering their cooking in their way.\Huh?\Give me a break, Yukihira.\Don't be that stupid.\You still don't grasp the situation or what?\All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food. response:	It's a guaranteed expulsion the moment you climb into the ring, okay?
context: Everyone just worked on mastering their cooking in their way.\Huh?\Give me a break, Yukihira.\Don't be that stupid.\You still don't grasp the situation or what?\All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay? response:	Despite all that, did you just say you're challenging me to a Shokugeki?
context: Huh?\Give me a break, Yukihira.\Don't be that stupid.\You still don't grasp the situation or what?\All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki? response:	Yeah.
context: Give me a break, Yukihira.\Don't be that stupid.\You still don't grasp the situation or what?\All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah. response:	What, did your dorm buddies come crying to you for help?
context: Don't be that stupid.\You still don't grasp the situation or what?\All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah.\What, did your dorm buddies come crying to you for help? response:	I can get that you might want to play the good Samaritan,
context: You still don't grasp the situation or what?\All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah.\What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan, response:	but I wouldn't recommend it.
context: All the judges are on my side.\Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah.\What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan,\but I wouldn't recommend it. response:	Bravery and recklessness are two different things, you know.
context: Forget about winning or losingthey won't even taste a single bite of your food.\It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah.\What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan,\but I wouldn't recommend it.\Bravery and recklessness are two different things, you know. response:	It's not for my dorm mates or anything.
context: It's a guaranteed expulsion the moment you climb into the ring, okay?\Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah.\What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan,\but I wouldn't recommend it.\Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything. response:	What?
context: Despite all that, did you just say you're challenging me to a Shokugeki?\Yeah.\What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan,\but I wouldn't recommend it.\Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything.\What? response:	Me. It's for me.
context: Yeah.\What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan,\but I wouldn't recommend it.\Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything.\What?\Me. It's for me. response:	The Polar Star Dorm is where I'm gonna master my cooking.
context: What, did your dorm buddies come crying to you for help?\I can get that you might want to play the good Samaritan,\but I wouldn't recommend it.\Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything.\What?\Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking. response:	So I'm not gonna let you shut down my dorm.
context: I can get that you might want to play the good Samaritan,\but I wouldn't recommend it.\Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything.\What?\Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm. response:	Accept the challenge.
context: but I wouldn't recommend it.\Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything.\What?\Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm.\Accept the challenge. response:	Department Chief!
context: Bravery and recklessness are two different things, you know.\It's not for my dorm mates or anything.\What?\Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm.\Accept the challenge.\Department Chief! response:	What?!
context: It's not for my dorm mates or anything.\What?\Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm.\Accept the challenge.\Department Chief!\What?! response:	A Shokugeki?!
context: What?\Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm.\Accept the challenge.\Department Chief!\What?!\A Shokugeki?! response:	I am going to challenge Eizan-senpai to a Shokugeki.
context: Me. It's for me.\The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm.\Accept the challenge.\Department Chief!\What?!\A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki. response:	There's curry in the fridge for everyone, so heat it up in the microwave.
context: The Polar Star Dorm is where I'm gonna master my cooking.\So I'm not gonna let you shut down my dorm.\Accept the challenge.\Department Chief!\What?!\A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave. response:	Signed, Yukihira Soma.
context: So I'm not gonna let you shut down my dorm.\Accept the challenge.\Department Chief!\What?!\A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma. response:	Yukihira-kun, what are you thinking?
context: Accept the challenge.\Department Chief!\What?!\A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma.\Yukihira-kun, what are you thinking? response:	He went alone so that he can keep us out of it?
context: Department Chief!\What?!\A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma.\Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it? response:	What the hell?
context: What?!\A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma.\Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it?\What the hell? response:	We're all part of Polar Star Dormitory, aren't we?!
context: A Shokugeki?!\I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma.\Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it?\What the hell?\We're all part of Polar Star Dormitory, aren't we?! response:	How could he just go off by himself?
context: I am going to challenge Eizan-senpai to a Shokugeki.\There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma.\Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it?\What the hell?\We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself? response:	If we don't do something, Soma-kun will get expelled!
