context: The Lords are all corrupt! response:	They do nothing but battle day and night!
context: Please don't be sad.\This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell.\But don't think you can take our lives so easily!\Followers of the Order of the Crest!\What did you just witness? response:	And how did it make you feel?
context: This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell.\But don't think you can take our lives so easily!\Followers of the Order of the Crest!\What did you just witness?\And how did it make you feel? response:	Priscilla always said that you could find faith in your heart.
context: As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell.\But don't think you can take our lives so easily!\Followers of the Order of the Crest!\What did you just witness?\And how did it make you feel?\Priscilla always said that you could find faith in your heart. response:	The Holy Maiden Priscilla was the true Holy Grail!
context: If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell.\But don't think you can take our lives so easily!\Followers of the Order of the Crest!\What did you just witness?\And how did it make you feel?\Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail! response:	And the one who destroyed it was the fake Holy Grail, the Pope!
context: then I'll gladly go to Hell.\But don't think you can take our lives so easily!\Followers of the Order of the Crest!\What did you just witness?\And how did it make you feel?\Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope! response:	Holy warriors!
context: But don't think you can take our lives so easily!\Followers of the Order of the Crest!\What did you just witness?\And how did it make you feel?\Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors! response:	Behead them at once!
context: Followers of the Order of the Crest!\What did you just witness?\And how did it make you feel?\Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors!\Behead them at once! response:	Siluca!
context: What did you just witness?\And how did it make you feel?\Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors!\Behead them at once!\Siluca! response:	Th-This wasn't supposed to happen.
context: And how did it make you feel?\Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors!\Behead them at once!\Siluca!\Th-This wasn't supposed to happen. response:	Priscilla's Crest...
context: Priscilla always said that you could find faith in your heart.\The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors!\Behead them at once!\Siluca!\Th-This wasn't supposed to happen.\Priscilla's Crest... response:	It's not turning into a Chaos Core?
context: The Holy Maiden Priscilla was the true Holy Grail!\And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors!\Behead them at once!\Siluca!\Th-This wasn't supposed to happen.\Priscilla's Crest...\It's not turning into a Chaos Core? response:	It's real!
context: And the one who destroyed it was the fake Holy Grail, the Pope!\Holy warriors!\Behead them at once!\Siluca!\Th-This wasn't supposed to happen.\Priscilla's Crest...\It's not turning into a Chaos Core?\It's real! response:	That's the real Holy Grail!
context: Holy warriors!\Behead them at once!\Siluca!\Th-This wasn't supposed to happen.\Priscilla's Crest...\It's not turning into a Chaos Core?\It's real!\That's the real Holy Grail! response:	Priscilla!
context: Behead them at once!\Siluca!\Th-This wasn't supposed to happen.\Priscilla's Crest...\It's not turning into a Chaos Core?\It's real!\That's the real Holy Grail!\Priscilla! response:	Why won't it turn into a Chaos Core?
context: Siluca!\Th-This wasn't supposed to happen.\Priscilla's Crest...\It's not turning into a Chaos Core?\It's real!\That's the real Holy Grail!\Priscilla!\Why won't it turn into a Chaos Core? response:	So she must have been a true Holy Maiden.
context: Th-This wasn't supposed to happen.\Priscilla's Crest...\It's not turning into a Chaos Core?\It's real!\That's the real Holy Grail!\Priscilla!\Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden. response:	Y-You said that she wasn't a real Holy Maiden!
context: Priscilla's Crest...\It's not turning into a Chaos Core?\It's real!\That's the real Holy Grail!\Priscilla!\Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden! response:	In that case, you just need to seize her Crest.
context: It's not turning into a Chaos Core?\It's real!\That's the real Holy Grail!\Priscilla!\Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest. response:	That way, you can become the true Holy Grail.
context: It's real!\That's the real Holy Grail!\Priscilla!\Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail. response:	It's a grave enough sin to have killed a Holy Maiden.
context: That's the real Holy Grail!\Priscilla!\Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden. response:	I could never do such a dreadful thing.
context: Priscilla!\Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing. response:	Do you intend to betray Pandora?
context: Why won't it turn into a Chaos Core?\So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing.\Do you intend to betray Pandora? response:	Do what you want.
context: So she must have been a true Holy Maiden.\Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing.\Do you intend to betray Pandora?\Do what you want. response:	It's better than falling to Hell.
context: Y-You said that she wasn't a real Holy Maiden!\In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing.\Do you intend to betray Pandora?\Do what you want.\It's better than falling to Hell. response:	We have no more use for you.
context: In that case, you just need to seize her Crest.\That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing.\Do you intend to betray Pandora?\Do what you want.\It's better than falling to Hell.\We have no more use for you. response:	We can't allow you to kill a crucial suspect.
context: That way, you can become the true Holy Grail.\It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing.\Do you intend to betray Pandora?\Do what you want.\It's better than falling to Hell.\We have no more use for you.\We can't allow you to kill a crucial suspect. response:	No need to pursue him.
context: It's a grave enough sin to have killed a Holy Maiden.\I could never do such a dreadful thing.\Do you intend to betray Pandora?\Do what you want.\It's better than falling to Hell.\We have no more use for you.\We can't allow you to kill a crucial suspect.\No need to pursue him. response:	Even if we killed him, nothing will change.
context: I could never do such a dreadful thing.\Do you intend to betray Pandora?\Do what you want.\It's better than falling to Hell.\We have no more use for you.\We can't allow you to kill a crucial suspect.\No need to pursue him.\Even if we killed him, nothing will change. response:	I'd like you to summon Sir Theo instead.
context: Do you intend to betray Pandora?\Do what you want.\It's better than falling to Hell.\We have no more use for you.\We can't allow you to kill a crucial suspect.\No need to pursue him.\Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead. response:	Understood.
context: Do what you want.\It's better than falling to Hell.\We have no more use for you.\We can't allow you to kill a crucial suspect.\No need to pursue him.\Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead.\Understood. response:	Everything is as you just witnessed with your own eyes!
context: It's better than falling to Hell.\We have no more use for you.\We can't allow you to kill a crucial suspect.\No need to pursue him.\Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead.\Understood.\Everything is as you just witnessed with your own eyes! response:	As Priscilla has proclaimed, the emperor will surely revive the One God.
context: We have no more use for you.\We can't allow you to kill a crucial suspect.\No need to pursue him.\Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead.\Understood.\Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God. response:	So this was...
context: We can't allow you to kill a crucial suspect.\No need to pursue him.\Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead.\Understood.\Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was... response:	This was the duty that she had to fulfill?
context: No need to pursue him.\Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead.\Understood.\Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was...\This was the duty that she had to fulfill? response:	If I may...
context: Even if we killed him, nothing will change.\I'd like you to summon Sir Theo instead.\Understood.\Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was...\This was the duty that she had to fulfill?\If I may... response:	Lady Siluca has requested that you come to the Order's camp as soon as possible.
context: I'd like you to summon Sir Theo instead.\Understood.\Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was...\This was the duty that she had to fulfill?\If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible. response:	I'll go with you.
context: Understood.\Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was...\This was the duty that she had to fulfill?\If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you. response:	All right.
context: Everything is as you just witnessed with your own eyes!\As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was...\This was the duty that she had to fulfill?\If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you.\All right. response:	Us, too!
context: As Priscilla has proclaimed, the emperor will surely revive the One God.\So this was...\This was the duty that she had to fulfill?\If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you.\All right.\Us, too! response:	Your Highness, I will protect you even at the cost of my life.
context: So this was...\This was the duty that she had to fulfill?\If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you.\All right.\Us, too!\Your Highness, I will protect you even at the cost of my life. response:	Would you mind not saying things like at the cost of my life?
context: This was the duty that she had to fulfill?\If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you.\All right.\Us, too!\Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life? response:	I don't want anyone else to die before me.
context: If I may...\Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you.\All right.\Us, too!\Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me. response:	I wont go down that easily!
context: Lady Siluca has requested that you come to the Order's camp as soon as possible.\I'll go with you.\All right.\Us, too!\Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me.\I wont go down that easily! response:	We may have avoided a battle with the Papal Army,
context: I'll go with you.\All right.\Us, too!\Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me.\I wont go down that easily!\We may have avoided a battle with the Papal Army, response:	but a battle against the Mage Academy awaits us.
context: All right.\Us, too!\Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me.\I wont go down that easily!\We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us. response:	Many lives will be lost.
context: Us, too!\Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me.\I wont go down that easily!\We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us.\Many lives will be lost. response:	But you are the one who must not die.
context: Your Highness, I will protect you even at the cost of my life.\Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me.\I wont go down that easily!\We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us.\Many lives will be lost.\But you are the one who must not die. response:	That's what it means to be emperor.
context: Would you mind not saying things like at the cost of my life?\I don't want anyone else to die before me.\I wont go down that easily!\We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us.\Many lives will be lost.\But you are the one who must not die.\That's what it means to be emperor. response:	I prepared myself for this, but to be honest, my heart's about to break.
context: I don't want anyone else to die before me.\I wont go down that easily!\We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us.\Many lives will be lost.\But you are the one who must not die.\That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break. response:	It's like I'm the one who killed Priscilla.
context: I wont go down that easily!\We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us.\Many lives will be lost.\But you are the one who must not die.\That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla. response:	I sent her to see the Pope, knowing how dangerous it was.
context: We may have avoided a battle with the Papal Army,\but a battle against the Mage Academy awaits us.\Many lives will be lost.\But you are the one who must not die.\That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was. response:	No one but that girl could have done that.
context: but a battle against the Mage Academy awaits us.\Many lives will be lost.\But you are the one who must not die.\That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that. response:	And some things can only be done by you.
context: Many lives will be lost.\But you are the one who must not die.\That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that.\And some things can only be done by you. response:	Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.
context: But you are the one who must not die.\That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that.\And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes. response:	I vow to bring an end to the age of Chaos.
context: That's what it means to be emperor.\I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that.\And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos. response:	If that's the duty that I must fulfill.
context: I prepared myself for this, but to be honest, my heart's about to break.\It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that.\And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill. response:	I will now assume custodianship of your Holy Grail.
context: It's like I'm the one who killed Priscilla.\I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that.\And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail. response:	Please bring an end to the age of Chaos, Sir Theo.
context: I sent her to see the Pope, knowing how dangerous it was.\No one but that girl could have done that.\And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo. response:	And create a world where people can live in peace.
context: No one but that girl could have done that.\And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace. response:	Emperor Theo Cornaro has become the guardian of the Holy Grail.
context: And some things can only be done by you.\Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail. response:	Those of you who believe in the One God,
context: Priscilla. I'm going to inherit your Holy Grail now, along with your wishes.\I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God, response:	let us worship the emperor, and become his people.
context: I vow to bring an end to the age of Chaos.\If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God,\let us worship the emperor, and become his people. response:	Is that the Pope?
context: If that's the duty that I must fulfill.\I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God,\let us worship the emperor, and become his people.\Is that the Pope? response:	Yes. He's terrified because he murdered a true Holy Maiden.
context: I will now assume custodianship of your Holy Grail.\Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God,\let us worship the emperor, and become his people.\Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden. response:	We captured him to investigate the link between the Mage Academy and the Order of the Crest.
context: Please bring an end to the age of Chaos, Sir Theo.\And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God,\let us worship the emperor, and become his people.\Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden.\We captured him to investigate the link between the Mage Academy and the Order of the Crest. response:	What would you like to do?
context: And create a world where people can live in peace.\Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God,\let us worship the emperor, and become his people.\Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden.\We captured him to investigate the link between the Mage Academy and the Order of the Crest.\What would you like to do? response:	Ill let you deal with him.
context: Emperor Theo Cornaro has become the guardian of the Holy Grail.\Those of you who believe in the One God,\let us worship the emperor, and become his people.\Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden.\We captured him to investigate the link between the Mage Academy and the Order of the Crest.\What would you like to do?\Ill let you deal with him. response:	Frankly, the sight of him fills me with rage that I might do something to him.
context: Those of you who believe in the One God,\let us worship the emperor, and become his people.\Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden.\We captured him to investigate the link between the Mage Academy and the Order of the Crest.\What would you like to do?\Ill let you deal with him.\Frankly, the sight of him fills me with rage that I might do something to him. response:	Come on, let's go home together.
context: let us worship the emperor, and become his people.\Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden.\We captured him to investigate the link between the Mage Academy and the Order of the Crest.\What would you like to do?\Ill let you deal with him.\Frankly, the sight of him fills me with rage that I might do something to him.\Come on, let's go home together. response:	THE HOLY GRAIL
context: Is that the Pope?\Yes. He's terrified because he murdered a true Holy Maiden.\We captured him to investigate the link between the Mage Academy and the Order of the Crest.\What would you like to do?\Ill let you deal with him.\Frankly, the sight of him fills me with rage that I might do something to him.\Come on, let's go home together.\THE HOLY GRAIL response:	EPISODE 23 CASTLE WALLS
