context: Oborozuka Shopping District response:	Would you stop snarling at each other every time you meet?
context: Oboro Shop\Candy Games\Close.\Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here.\Lady Tohru, Ilulu.\Huh? What brings you here?\That's my question. Why are you here? response:	This is our hangout.
context: Candy Games\Close.\Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here.\Lady Tohru, Ilulu.\Huh? What brings you here?\That's my question. Why are you here?\This is our hangout. response:	Oboro Shop
context: Close.\Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here.\Lady Tohru, Ilulu.\Huh? What brings you here?\That's my question. Why are you here?\This is our hangout.\Oboro Shop response:	So these ladies are friends of yours, Kanna-chan?
context: Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here.\Lady Tohru, Ilulu.\Huh? What brings you here?\That's my question. Why are you here?\This is our hangout.\Oboro Shop\So these ladies are friends of yours, Kanna-chan? response:	I'm Tohru.
context: Oh, you're here.\Lady Tohru, Ilulu.\Huh? What brings you here?\That's my question. Why are you here?\This is our hangout.\Oboro Shop\So these ladies are friends of yours, Kanna-chan?\I'm Tohru. response:	This is Ilulu.
context: Lady Tohru, Ilulu.\Huh? What brings you here?\That's my question. Why are you here?\This is our hangout.\Oboro Shop\So these ladies are friends of yours, Kanna-chan?\I'm Tohru.\This is Ilulu. response:	We were searching for a part-time job, but...
context: Huh? What brings you here?\That's my question. Why are you here?\This is our hangout.\Oboro Shop\So these ladies are friends of yours, Kanna-chan?\I'm Tohru.\This is Ilulu.\We were searching for a part-time job, but... response:	Which should we get?
context: That's my question. Why are you here?\This is our hangout.\Oboro Shop\So these ladies are friends of yours, Kanna-chan?\I'm Tohru.\This is Ilulu.\We were searching for a part-time job, but...\Which should we get? response:	They all taste the same.
context: This is our hangout.\Oboro Shop\So these ladies are friends of yours, Kanna-chan?\I'm Tohru.\This is Ilulu.\We were searching for a part-time job, but...\Which should we get?\They all taste the same. response:	All right!
context: Oboro Shop\So these ladies are friends of yours, Kanna-chan?\I'm Tohru.\This is Ilulu.\We were searching for a part-time job, but...\Which should we get?\They all taste the same.\All right! response:	Kanna-chan, this would look good on you.
context: So these ladies are friends of yours, Kanna-chan?\I'm Tohru.\This is Ilulu.\We were searching for a part-time job, but...\Which should we get?\They all taste the same.\All right!\Kanna-chan, this would look good on you. response:	You, too, Saikawa-san.
context: I'm Tohru.\This is Ilulu.\We were searching for a part-time job, but...\Which should we get?\They all taste the same.\All right!\Kanna-chan, this would look good on you.\You, too, Saikawa-san. response:	We match.
context: This is Ilulu.\We were searching for a part-time job, but...\Which should we get?\They all taste the same.\All right!\Kanna-chan, this would look good on you.\You, too, Saikawa-san.\We match. response:	I haven't seen you before.
context: We were searching for a part-time job, but...\Which should we get?\They all taste the same.\All right!\Kanna-chan, this would look good on you.\You, too, Saikawa-san.\We match.\I haven't seen you before. response:	Are you the maid's little sister?
context: Which should we get?\They all taste the same.\All right!\Kanna-chan, this would look good on you.\You, too, Saikawa-san.\We match.\I haven't seen you before.\Are you the maid's little sister? response:	So this is your shop, Ms. Aida?
context: They all taste the same.\All right!\Kanna-chan, this would look good on you.\You, too, Saikawa-san.\We match.\I haven't seen you before.\Are you the maid's little sister?\So this is your shop, Ms. Aida? response:	Ilulu, this is Ms. Aida.
context: All right!\Kanna-chan, this would look good on you.\You, too, Saikawa-san.\We match.\I haven't seen you before.\Are you the maid's little sister?\So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida. response:	We've met often at the neighborhood association meetings.
context: Kanna-chan, this would look good on you.\You, too, Saikawa-san.\We match.\I haven't seen you before.\Are you the maid's little sister?\So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings. response:	Oh, what happened to your leg?
context: You, too, Saikawa-san.\We match.\I haven't seen you before.\Are you the maid's little sister?\So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings.\Oh, what happened to your leg? response:	Oh, I messed it up while jogging.
context: We match.\I haven't seen you before.\Are you the maid's little sister?\So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings.\Oh, what happened to your leg?\Oh, I messed it up while jogging. response:	I'm getting old now, so I've been thinking of closing up shop.
context: I haven't seen you before.\Are you the maid's little sister?\So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings.\Oh, what happened to your leg?\Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop. response:	No way!
context: Are you the maid's little sister?\So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings.\Oh, what happened to your leg?\Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop.\No way! response:	But as you can see, I just can't.
context: So this is your shop, Ms. Aida?\Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings.\Oh, what happened to your leg?\Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop.\No way!\But as you can see, I just can't. response:	There are a lot of kids here.
context: Ilulu, this is Ms. Aida.\We've met often at the neighborhood association meetings.\Oh, what happened to your leg?\Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop.\No way!\But as you can see, I just can't.\There are a lot of kids here. response:	That's because we're a candy shop.
context: We've met often at the neighborhood association meetings.\Oh, what happened to your leg?\Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop.\No way!\But as you can see, I just can't.\There are a lot of kids here.\That's because we're a candy shop. response:	Different children have been coming here for decades now.
context: Oh, what happened to your leg?\Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop.\No way!\But as you can see, I just can't.\There are a lot of kids here.\That's because we're a candy shop.\Different children have been coming here for decades now. response:	Could I work here?!
context: Oh, I messed it up while jogging.\I'm getting old now, so I've been thinking of closing up shop.\No way!\But as you can see, I just can't.\There are a lot of kids here.\That's because we're a candy shop.\Different children have been coming here for decades now.\Could I work here?! response:	How old are you?
context: I'm getting old now, so I've been thinking of closing up shop.\No way!\But as you can see, I just can't.\There are a lot of kids here.\That's because we're a candy shop.\Different children have been coming here for decades now.\Could I work here?!\How old are you? response:	She's the same age as me.
context: No way!\But as you can see, I just can't.\There are a lot of kids here.\That's because we're a candy shop.\Different children have been coming here for decades now.\Could I work here?!\How old are you?\She's the same age as me. response:	The same as you?
context: But as you can see, I just can't.\There are a lot of kids here.\That's because we're a candy shop.\Different children have been coming here for decades now.\Could I work here?!\How old are you?\She's the same age as me.\The same as you? response:	Hmm, what should I do?
context: There are a lot of kids here.\That's because we're a candy shop.\Different children have been coming here for decades now.\Could I work here?!\How old are you?\She's the same age as me.\The same as you?\Hmm, what should I do? response:	I was thinking of letting my grandson run the shop,
context: That's because we're a candy shop.\Different children have been coming here for decades now.\Could I work here?!\How old are you?\She's the same age as me.\The same as you?\Hmm, what should I do?\I was thinking of letting my grandson run the shop, response:	but I guess it would be better to have someone
context: Different children have been coming here for decades now.\Could I work here?!\How old are you?\She's the same age as me.\The same as you?\Hmm, what should I do?\I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone response:	enthusiastic about it than someone reluctant to do it.
context: Could I work here?!\How old are you?\She's the same age as me.\The same as you?\Hmm, what should I do?\I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it. response:	I would ask you to let her, as well.
context: How old are you?\She's the same age as me.\The same as you?\Hmm, what should I do?\I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well. response:	Okay!
context: She's the same age as me.\The same as you?\Hmm, what should I do?\I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well.\Okay! response:	Huh.
context: The same as you?\Hmm, what should I do?\I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well.\Okay!\Huh. response:	Working part time at a candy store, huh?
context: Hmm, what should I do?\I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well.\Okay!\Huh.\Working part time at a candy store, huh? response:	It's Oboro Shop.
context: I was thinking of letting my grandson run the shop,\but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well.\Okay!\Huh.\Working part time at a candy store, huh?\It's Oboro Shop. response:	Do you know about it, Kobayashi?
context: but I guess it would be better to have someone\enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well.\Okay!\Huh.\Working part time at a candy store, huh?\It's Oboro Shop.\Do you know about it, Kobayashi? response:	It's at the end of the shopping district, right?
context: enthusiastic about it than someone reluctant to do it.\I would ask you to let her, as well.\Okay!\Huh.\Working part time at a candy store, huh?\It's Oboro Shop.\Do you know about it, Kobayashi?\It's at the end of the shopping district, right? response:	She got hired thanks to my voice of authority.
context: I would ask you to let her, as well.\Okay!\Huh.\Working part time at a candy store, huh?\It's Oboro Shop.\Do you know about it, Kobayashi?\It's at the end of the shopping district, right?\She got hired thanks to my voice of authority. response:	She displayed firm command of her emotions,
context: Okay!\Huh.\Working part time at a candy store, huh?\It's Oboro Shop.\Do you know about it, Kobayashi?\It's at the end of the shopping district, right?\She got hired thanks to my voice of authority.\She displayed firm command of her emotions, response:	and I thought she was terrifying.
context: Huh.\Working part time at a candy store, huh?\It's Oboro Shop.\Do you know about it, Kobayashi?\It's at the end of the shopping district, right?\She got hired thanks to my voice of authority.\She displayed firm command of her emotions,\and I thought she was terrifying. response:	Praise me more.
context: Working part time at a candy store, huh?\It's Oboro Shop.\Do you know about it, Kobayashi?\It's at the end of the shopping district, right?\She got hired thanks to my voice of authority.\She displayed firm command of her emotions,\and I thought she was terrifying.\Praise me more. response:	Is that really praise?
context: It's Oboro Shop.\Do you know about it, Kobayashi?\It's at the end of the shopping district, right?\She got hired thanks to my voice of authority.\She displayed firm command of her emotions,\and I thought she was terrifying.\Praise me more.\Is that really praise? response:	Will it all be okay?
context: Do you know about it, Kobayashi?\It's at the end of the shopping district, right?\She got hired thanks to my voice of authority.\She displayed firm command of her emotions,\and I thought she was terrifying.\Praise me more.\Is that really praise?\Will it all be okay? response:	Worried?
context: It's at the end of the shopping district, right?\She got hired thanks to my voice of authority.\She displayed firm command of her emotions,\and I thought she was terrifying.\Praise me more.\Is that really praise?\Will it all be okay?\Worried? response:	You chose it because you were interested in it, right?
context: She got hired thanks to my voice of authority.\She displayed firm command of her emotions,\and I thought she was terrifying.\Praise me more.\Is that really praise?\Will it all be okay?\Worried?\You chose it because you were interested in it, right? response:	I started my job with vague feelings and found things that made it fulfilling, too.
context: She displayed firm command of her emotions,\and I thought she was terrifying.\Praise me more.\Is that really praise?\Will it all be okay?\Worried?\You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too. response:	So I think that's a fine way to start work.
context: and I thought she was terrifying.\Praise me more.\Is that really praise?\Will it all be okay?\Worried?\You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work. response:	I see.
context: Praise me more.\Is that really praise?\Will it all be okay?\Worried?\You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work.\I see. response:	I'm a maid because I was interested in it, too, and it's very fulfilling!
context: Is that really praise?\Will it all be okay?\Worried?\You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work.\I see.\I'm a maid because I was interested in it, too, and it's very fulfilling! response:	So pet me!
context: Will it all be okay?\Worried?\You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work.\I see.\I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me! response:	Ilulu.
context: Worried?\You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work.\I see.\I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me!\Ilulu. response:	Make sure you listen to others and learn your tasks properly.
context: You chose it because you were interested in it, right?\I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work.\I see.\I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me!\Ilulu.\Make sure you listen to others and learn your tasks properly. response:	Don't let yourself be like this maid.
context: I started my job with vague feelings and found things that made it fulfilling, too.\So I think that's a fine way to start work.\I see.\I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me!\Ilulu.\Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid. response:	M-Miss Kobayashi!
context: So I think that's a fine way to start work.\I see.\I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me!\Ilulu.\Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid.\M-Miss Kobayashi! response:	Hmph.
context: I see.\I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me!\Ilulu.\Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid.\M-Miss Kobayashi!\Hmph. response:	What's wrong, Take?
context: I'm a maid because I was interested in it, too, and it's very fulfilling!\So pet me!\Ilulu.\Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid.\M-Miss Kobayashi!\Hmph.\What's wrong, Take? response:	My grandma hurt her leg.
context: So pet me!\Ilulu.\Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid.\M-Miss Kobayashi!\Hmph.\What's wrong, Take?\My grandma hurt her leg. response:	So you're stuck helping out?
context: Ilulu.\Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid.\M-Miss Kobayashi!\Hmph.\What's wrong, Take?\My grandma hurt her leg.\So you're stuck helping out? response:	No. Apparently she hired someone, so she just asked me to support them to start.
context: Make sure you listen to others and learn your tasks properly.\Don't let yourself be like this maid.\M-Miss Kobayashi!\Hmph.\What's wrong, Take?\My grandma hurt her leg.\So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start. response:	Aida Taketo
context: Don't let yourself be like this maid.\M-Miss Kobayashi!\Hmph.\What's wrong, Take?\My grandma hurt her leg.\So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo response:	Huh. That stubborn old woman hired someone outside the family.
context: M-Miss Kobayashi!\Hmph.\What's wrong, Take?\My grandma hurt her leg.\So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo\Huh. That stubborn old woman hired someone outside the family. response:	I'm taking a uniform over today,
context: Hmph.\What's wrong, Take?\My grandma hurt her leg.\So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo\Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today, response:	but get a look at this.
context: What's wrong, Take?\My grandma hurt her leg.\So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo\Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today,\but get a look at this. response:	It's sized for an adult man.
context: My grandma hurt her leg.\So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo\Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today,\but get a look at this.\It's sized for an adult man. response:	So she hired a guy?
context: So you're stuck helping out?\No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo\Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today,\but get a look at this.\It's sized for an adult man.\So she hired a guy? response:	I have no idea where she met him.
context: No. Apparently she hired someone, so she just asked me to support them to start.\Aida Taketo\Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today,\but get a look at this.\It's sized for an adult man.\So she hired a guy?\I have no idea where she met him. response:	If he's some weirdo, I'm chasing him out.
context: Aida Taketo\Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today,\but get a look at this.\It's sized for an adult man.\So she hired a guy?\I have no idea where she met him.\If he's some weirdo, I'm chasing him out. response:	So cool, Taketo-kun.
context: Huh. That stubborn old woman hired someone outside the family.\I'm taking a uniform over today,\but get a look at this.\It's sized for an adult man.\So she hired a guy?\I have no idea where she met him.\If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun. response:	Shut up.
context: I'm taking a uniform over today,\but get a look at this.\It's sized for an adult man.\So she hired a guy?\I have no idea where she met him.\If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun.\Shut up. response:	Oboro Shop
context: but get a look at this.\It's sized for an adult man.\So she hired a guy?\I have no idea where she met him.\If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun.\Shut up.\Oboro Shop response:	Candy Games
context: It's sized for an adult man.\So she hired a guy?\I have no idea where she met him.\If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun.\Shut up.\Oboro Shop\Candy Games response:	Jeez.
context: So she hired a guy?\I have no idea where she met him.\If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun.\Shut up.\Oboro Shop\Candy Games\Jeez. response:	What the heck are they like?
context: I have no idea where she met him.\If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun.\Shut up.\Oboro Shop\Candy Games\Jeez.\What the heck are they like? response:	A-Adult size!
context: If he's some weirdo, I'm chasing him out.\So cool, Taketo-kun.\Shut up.\Oboro Shop\Candy Games\Jeez.\What the heck are they like?\A-Adult size! response:	Crazy!
context: So cool, Taketo-kun.\Shut up.\Oboro Shop\Candy Games\Jeez.\What the heck are they like?\A-Adult size!\Crazy! response:	Aida's grandson?
context: Shut up.\Oboro Shop\Candy Games\Jeez.\What the heck are they like?\A-Adult size!\Crazy!\Aida's grandson? response:	I'm Aida Taketo.
context: Oboro Shop\Candy Games\Jeez.\What the heck are they like?\A-Adult size!\Crazy!\Aida's grandson?\I'm Aida Taketo. response:	I'm Ilulu. I'm 16.
context: Candy Games\Jeez.\What the heck are they like?\A-Adult size!\Crazy!\Aida's grandson?\I'm Aida Taketo.\I'm Ilulu. I'm 16. response:	That's what we're telling people.
context: Jeez.\What the heck are they like?\A-Adult size!\Crazy!\Aida's grandson?\I'm Aida Taketo.\I'm Ilulu. I'm 16.\That's what we're telling people. response:	The same age?
context: What the heck are they like?\A-Adult size!\Crazy!\Aida's grandson?\I'm Aida Taketo.\I'm Ilulu. I'm 16.\That's what we're telling people.\The same age? response:	Going by the name... you're a foreigner?
context: A-Adult size!\Crazy!\Aida's grandson?\I'm Aida Taketo.\I'm Ilulu. I'm 16.\That's what we're telling people.\The same age?\Going by the name... you're a foreigner? response:	How'd you meet Grandma?
context: Crazy!\Aida's grandson?\I'm Aida Taketo.\I'm Ilulu. I'm 16.\That's what we're telling people.\The same age?\Going by the name... you're a foreigner?\How'd you meet Grandma? response:	I met her here,
context: Aida's grandson?\I'm Aida Taketo.\I'm Ilulu. I'm 16.\That's what we're telling people.\The same age?\Going by the name... you're a foreigner?\How'd you meet Grandma?\I met her here, response:	asked her to let me work, and she hired me.
context: I'm Aida Taketo.\I'm Ilulu. I'm 16.\That's what we're telling people.\The same age?\Going by the name... you're a foreigner?\How'd you meet Grandma?\I met her here,\asked her to let me work, and she hired me. response:	That was decided way too easily.
context: I'm Ilulu. I'm 16.\That's what we're telling people.\The same age?\Going by the name... you're a foreigner?\How'd you meet Grandma?\I met her here,\asked her to let me work, and she hired me.\That was decided way too easily. response:	This is suspicious.
context: That's what we're telling people.\The same age?\Going by the name... you're a foreigner?\How'd you meet Grandma?\I met her here,\asked her to let me work, and she hired me.\That was decided way too easily.\This is suspicious. response:	She has to have some ulterior motive for suddenly wanting to work here like this.
context: The same age?\Going by the name... you're a foreigner?\How'd you meet Grandma?\I met her here,\asked her to let me work, and she hired me.\That was decided way too easily.\This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this. response:	So, what are you here for?
context: Going by the name... you're a foreigner?\How'd you meet Grandma?\I met her here,\asked her to let me work, and she hired me.\That was decided way too easily.\This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for? response:	Oh, yeah, your uniform.
context: How'd you meet Grandma?\I met her here,\asked her to let me work, and she hired me.\That was decided way too easily.\This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for?\Oh, yeah, your uniform. response:	An apron and a white shirt.
context: I met her here,\asked her to let me work, and she hired me.\That was decided way too easily.\This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for?\Oh, yeah, your uniform.\An apron and a white shirt. response:	Stuff to wear?
context: asked her to let me work, and she hired me.\That was decided way too easily.\This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for?\Oh, yeah, your uniform.\An apron and a white shirt.\Stuff to wear? response:	Got it.
context: That was decided way too easily.\This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for?\Oh, yeah, your uniform.\An apron and a white shirt.\Stuff to wear?\Got it. response:	Pfft!
context: This is suspicious.\She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for?\Oh, yeah, your uniform.\An apron and a white shirt.\Stuff to wear?\Got it.\Pfft! response:	Hey! A pervert?! Are you a pervert?!
context: She has to have some ulterior motive for suddenly wanting to work here like this.\So, what are you here for?\Oh, yeah, your uniform.\An apron and a white shirt.\Stuff to wear?\Got it.\Pfft!\Hey! A pervert?! Are you a pervert?! response:	Oh, right.
context: So, what are you here for?\Oh, yeah, your uniform.\An apron and a white shirt.\Stuff to wear?\Got it.\Pfft!\Hey! A pervert?! Are you a pervert?!\Oh, right. response:	Shame.
context: Oh, yeah, your uniform.\An apron and a white shirt.\Stuff to wear?\Got it.\Pfft!\Hey! A pervert?! Are you a pervert?!\Oh, right.\Shame. response:	I forgot.
context: An apron and a white shirt.\Stuff to wear?\Got it.\Pfft!\Hey! A pervert?! Are you a pervert?!\Oh, right.\Shame.\I forgot. response:	Naughty boy.
context: Stuff to wear?\Got it.\Pfft!\Hey! A pervert?! Are you a pervert?!\Oh, right.\Shame.\I forgot.\Naughty boy. response:	Don't act ashamed while rolling up your shirt!
context: Got it.\Pfft!\Hey! A pervert?! Are you a pervert?!\Oh, right.\Shame.\I forgot.\Naughty boy.\Don't act ashamed while rolling up your shirt! response:	Go change in back! In back!
context: Pfft!\Hey! A pervert?! Are you a pervert?!\Oh, right.\Shame.\I forgot.\Naughty boy.\Don't act ashamed while rolling up your shirt!\Go change in back! In back! response:	Oh, that's how it is.
context: Hey! A pervert?! Are you a pervert?!\Oh, right.\Shame.\I forgot.\Naughty boy.\Don't act ashamed while rolling up your shirt!\Go change in back! In back!\Oh, that's how it is. response:	What was that?
context: Oh, right.\Shame.\I forgot.\Naughty boy.\Don't act ashamed while rolling up your shirt!\Go change in back! In back!\Oh, that's how it is.\What was that? response:	Does she come from a country with that kind of culture?
context: Shame.\I forgot.\Naughty boy.\Don't act ashamed while rolling up your shirt!\Go change in back! In back!\Oh, that's how it is.\What was that?\Does she come from a country with that kind of culture? response:	I want to go there!
context: I forgot.\Naughty boy.\Don't act ashamed while rolling up your shirt!\Go change in back! In back!\Oh, that's how it is.\What was that?\Does she come from a country with that kind of culture?\I want to go there! response:	Hey, Taketo?
context: Naughty boy.\Don't act ashamed while rolling up your shirt!\Go change in back! In back!\Oh, that's how it is.\What was that?\Does she come from a country with that kind of culture?\I want to go there!\Hey, Taketo? response:	Just Take's fine.
context: Don't act ashamed while rolling up your shirt!\Go change in back! In back!\Oh, that's how it is.\What was that?\Does she come from a country with that kind of culture?\I want to go there!\Hey, Taketo?\Just Take's fine. response:	What's wrong?
context: Go change in back! In back!\Oh, that's how it is.\What was that?\Does she come from a country with that kind of culture?\I want to go there!\Hey, Taketo?\Just Take's fine.\What's wrong? response:	I can't get the buttons on this closed.
context: Oh, that's how it is.\What was that?\Does she come from a country with that kind of culture?\I want to go there!\Hey, Taketo?\Just Take's fine.\What's wrong?\I can't get the buttons on this closed. response:	Y-You'll be fine like that.
context: What was that?\Does she come from a country with that kind of culture?\I want to go there!\Hey, Taketo?\Just Take's fine.\What's wrong?\I can't get the buttons on this closed.\Y-You'll be fine like that. response:	Okay, then.
context: Does she come from a country with that kind of culture?\I want to go there!\Hey, Taketo?\Just Take's fine.\What's wrong?\I can't get the buttons on this closed.\Y-You'll be fine like that.\Okay, then. response:	You're a pervert, aren't you?
context: I want to go there!\Hey, Taketo?\Just Take's fine.\What's wrong?\I can't get the buttons on this closed.\Y-You'll be fine like that.\Okay, then.\You're a pervert, aren't you? response:	Huh?! What are you saying?!
context: Hey, Taketo?\Just Take's fine.\What's wrong?\I can't get the buttons on this closed.\Y-You'll be fine like that.\Okay, then.\You're a pervert, aren't you?\Huh?! What are you saying?! response:	You're staring.
context: Just Take's fine.\What's wrong?\I can't get the buttons on this closed.\Y-You'll be fine like that.\Okay, then.\You're a pervert, aren't you?\Huh?! What are you saying?!\You're staring. response:	I-I'm not staring!
context: What's wrong?\I can't get the buttons on this closed.\Y-You'll be fine like that.\Okay, then.\You're a pervert, aren't you?\Huh?! What are you saying?!\You're staring.\I-I'm not staring! response:	I'll be back here, so ask if there's anything you don't understand.
context: I can't get the buttons on this closed.\Y-You'll be fine like that.\Okay, then.\You're a pervert, aren't you?\Huh?! What are you saying?!\You're staring.\I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand. response:	She's a weirdo in a different way!
context: Y-You'll be fine like that.\Okay, then.\You're a pervert, aren't you?\Huh?! What are you saying?!\You're staring.\I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way! response:	I'm surprised Grandma decided to hire such a mysterious person.
context: Okay, then.\You're a pervert, aren't you?\Huh?! What are you saying?!\You're staring.\I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person. response:	She makes way less sense than someone with ulterior motives and it's scary.
context: You're a pervert, aren't you?\Huh?! What are you saying?!\You're staring.\I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary. response:	Can she even do the work?
context: Huh?! What are you saying?!\You're staring.\I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work? response:	This please.
context: You're staring.\I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work?\This please. response:	Sure thing.
context: I-I'm not staring!\I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work?\This please.\Sure thing. response:	Give me that one.
context: I'll be back here, so ask if there's anything you don't understand.\She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work?\This please.\Sure thing.\Give me that one. response:	This one?
context: She's a weirdo in a different way!\I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work?\This please.\Sure thing.\Give me that one.\This one? response:	Yeah.
context: I'm surprised Grandma decided to hire such a mysterious person.\She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work?\This please.\Sure thing.\Give me that one.\This one?\Yeah. response:	Water Balloons
context: She makes way less sense than someone with ulterior motives and it's scary.\Can she even do the work?\This please.\Sure thing.\Give me that one.\This one?\Yeah.\Water Balloons response:	Do we sell these individually?
context: Can she even do the work?\This please.\Sure thing.\Give me that one.\This one?\Yeah.\Water Balloons\Do we sell these individually? response:	Yeah, that's right.
