context: Stepped on... response:	your shadow!
context: Sayu...\I'm going to ask Kaname out!\Ask?!\I don't care how it turns out.\I don't care if we can't go out!\As long as I can come to terms with it.\This is my own problem.\S-Sayu... response:	Oh yeah, I'm on duty today!
context: I'm going to ask Kaname out!\Ask?!\I don't care how it turns out.\I don't care if we can't go out!\As long as I can come to terms with it.\This is my own problem.\S-Sayu...\Oh yeah, I'm on duty today! response:	I have to write in the log and take it to Sensei.
context: Ask?!\I don't care how it turns out.\I don't care if we can't go out!\As long as I can come to terms with it.\This is my own problem.\S-Sayu...\Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei. response:	Her own problem, huh...
context: I don't care how it turns out.\I don't care if we can't go out!\As long as I can come to terms with it.\This is my own problem.\S-Sayu...\Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei.\Her own problem, huh... response:	Miuna-chan!
context: I don't care if we can't go out!\As long as I can come to terms with it.\This is my own problem.\S-Sayu...\Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei.\Her own problem, huh...\Miuna-chan! response:	Manaka-san...
context: As long as I can come to terms with it.\This is my own problem.\S-Sayu...\Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei.\Her own problem, huh...\Miuna-chan!\Manaka-san... response:	Huh?
context: This is my own problem.\S-Sayu...\Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei.\Her own problem, huh...\Miuna-chan!\Manaka-san...\Huh? response:	Where's Hikari and the others?
context: S-Sayu...\Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei.\Her own problem, huh...\Miuna-chan!\Manaka-san...\Huh?\Where's Hikari and the others? response:	Apparently they already went home.
context: Oh yeah, I'm on duty today!\I have to write in the log and take it to Sensei.\Her own problem, huh...\Miuna-chan!\Manaka-san...\Huh?\Where's Hikari and the others?\Apparently they already went home. response:	I see...
context: I have to write in the log and take it to Sensei.\Her own problem, huh...\Miuna-chan!\Manaka-san...\Huh?\Where's Hikari and the others?\Apparently they already went home.\I see... response:	Oh, yeah.
context: Her own problem, huh...\Miuna-chan!\Manaka-san...\Huh?\Where's Hikari and the others?\Apparently they already went home.\I see...\Oh, yeah. response:	Here.
context: Miuna-chan!\Manaka-san...\Huh?\Where's Hikari and the others?\Apparently they already went home.\I see...\Oh, yeah.\Here. response:	Is this the sea slug's?
context: Manaka-san...\Huh?\Where's Hikari and the others?\Apparently they already went home.\I see...\Oh, yeah.\Here.\Is this the sea slug's? response:	Wow, it's so nice.
context: Huh?\Where's Hikari and the others?\Apparently they already went home.\I see...\Oh, yeah.\Here.\Is this the sea slug's?\Wow, it's so nice. response:	It's just like Akari-san's pendant!
context: Where's Hikari and the others?\Apparently they already went home.\I see...\Oh, yeah.\Here.\Is this the sea slug's?\Wow, it's so nice.\It's just like Akari-san's pendant! response:	You know, the one with all the shells.
context: Apparently they already went home.\I see...\Oh, yeah.\Here.\Is this the sea slug's?\Wow, it's so nice.\It's just like Akari-san's pendant!\You know, the one with all the shells. response:	Yeah, all of you helped me with that.
context: I see...\Oh, yeah.\Here.\Is this the sea slug's?\Wow, it's so nice.\It's just like Akari-san's pendant!\You know, the one with all the shells.\Yeah, all of you helped me with that. response:	Oh, right.
context: Oh, yeah.\Here.\Is this the sea slug's?\Wow, it's so nice.\It's just like Akari-san's pendant!\You know, the one with all the shells.\Yeah, all of you helped me with that.\Oh, right. response:	I'm starting to remember.
context: Here.\Is this the sea slug's?\Wow, it's so nice.\It's just like Akari-san's pendant!\You know, the one with all the shells.\Yeah, all of you helped me with that.\Oh, right.\I'm starting to remember. response:	We all helped make it, didn't we?
context: Is this the sea slug's?\Wow, it's so nice.\It's just like Akari-san's pendant!\You know, the one with all the shells.\Yeah, all of you helped me with that.\Oh, right.\I'm starting to remember.\We all helped make it, didn't we? response:	I've still got a ways to go.
context: Wow, it's so nice.\It's just like Akari-san's pendant!\You know, the one with all the shells.\Yeah, all of you helped me with that.\Oh, right.\I'm starting to remember.\We all helped make it, didn't we?\I've still got a ways to go. response:	That's not good.
context: It's just like Akari-san's pendant!\You know, the one with all the shells.\Yeah, all of you helped me with that.\Oh, right.\I'm starting to remember.\We all helped make it, didn't we?\I've still got a ways to go.\That's not good. response:	Hey, want to try it on?
context: You know, the one with all the shells.\Yeah, all of you helped me with that.\Oh, right.\I'm starting to remember.\We all helped make it, didn't we?\I've still got a ways to go.\That's not good.\Hey, want to try it on? response:	Emergency Exit
context: Yeah, all of you helped me with that.\Oh, right.\I'm starting to remember.\We all helped make it, didn't we?\I've still got a ways to go.\That's not good.\Hey, want to try it on?\Emergency Exit response:	There.
context: Oh, right.\I'm starting to remember.\We all helped make it, didn't we?\I've still got a ways to go.\That's not good.\Hey, want to try it on?\Emergency Exit\There. response:	It's so cute!
context: I'm starting to remember.\We all helped make it, didn't we?\I've still got a ways to go.\That's not good.\Hey, want to try it on?\Emergency Exit\There.\It's so cute! response:	Thank you, Miuna-chan.
context: We all helped make it, didn't we?\I've still got a ways to go.\That's not good.\Hey, want to try it on?\Emergency Exit\There.\It's so cute!\Thank you, Miuna-chan. response:	I really can take better care of it now.
context: I've still got a ways to go.\That's not good.\Hey, want to try it on?\Emergency Exit\There.\It's so cute!\Thank you, Miuna-chan.\I really can take better care of it now. response:	I won't lose it, and it'll always be with me!
context: That's not good.\Hey, want to try it on?\Emergency Exit\There.\It's so cute!\Thank you, Miuna-chan.\I really can take better care of it now.\I won't lose it, and it'll always be with me! response:	Won't lose...
context: Hey, want to try it on?\Emergency Exit\There.\It's so cute!\Thank you, Miuna-chan.\I really can take better care of it now.\I won't lose it, and it'll always be with me!\Won't lose... response:	M-Miuna-chan, what's wrong?
context: Emergency Exit\There.\It's so cute!\Thank you, Miuna-chan.\I really can take better care of it now.\I won't lose it, and it'll always be with me!\Won't lose...\M-Miuna-chan, what's wrong? response:	I'm sorry,
context: There.\It's so cute!\Thank you, Miuna-chan.\I really can take better care of it now.\I won't lose it, and it'll always be with me!\Won't lose...\M-Miuna-chan, what's wrong?\I'm sorry, response:	it's just you're so pretty...
context: It's so cute!\Thank you, Miuna-chan.\I really can take better care of it now.\I won't lose it, and it'll always be with me!\Won't lose...\M-Miuna-chan, what's wrong?\I'm sorry,\it's just you're so pretty... response:	Huh?!
context: Thank you, Miuna-chan.\I really can take better care of it now.\I won't lose it, and it'll always be with me!\Won't lose...\M-Miuna-chan, what's wrong?\I'm sorry,\it's just you're so pretty...\Huh?! response:	You're so pretty, and nice, and fun.
context: I really can take better care of it now.\I won't lose it, and it'll always be with me!\Won't lose...\M-Miuna-chan, what's wrong?\I'm sorry,\it's just you're so pretty...\Huh?!\You're so pretty, and nice, and fun. response:	You have everything, Manaka-san.
context: I won't lose it, and it'll always be with me!\Won't lose...\M-Miuna-chan, what's wrong?\I'm sorry,\it's just you're so pretty...\Huh?!\You're so pretty, and nice, and fun.\You have everything, Manaka-san. response:	That's exactly why you can't lose anything.
context: Won't lose...\M-Miuna-chan, what's wrong?\I'm sorry,\it's just you're so pretty...\Huh?!\You're so pretty, and nice, and fun.\You have everything, Manaka-san.\That's exactly why you can't lose anything. response:	I-It's fine.
context: M-Miuna-chan, what's wrong?\I'm sorry,\it's just you're so pretty...\Huh?!\You're so pretty, and nice, and fun.\You have everything, Manaka-san.\That's exactly why you can't lose anything.\I-It's fine. response:	I'll take good care of it.
context: I'm sorry,\it's just you're so pretty...\Huh?!\You're so pretty, and nice, and fun.\You have everything, Manaka-san.\That's exactly why you can't lose anything.\I-It's fine.\I'll take good care of it. response:	I won't lose it, okay?
context: it's just you're so pretty...\Huh?!\You're so pretty, and nice, and fun.\You have everything, Manaka-san.\That's exactly why you can't lose anything.\I-It's fine.\I'll take good care of it.\I won't lose it, okay? response:	Okay...
context: Huh?!\You're so pretty, and nice, and fun.\You have everything, Manaka-san.\That's exactly why you can't lose anything.\I-It's fine.\I'll take good care of it.\I won't lose it, okay?\Okay... response:	Okay...
context: You're so pretty, and nice, and fun.\You have everything, Manaka-san.\That's exactly why you can't lose anything.\I-It's fine.\I'll take good care of it.\I won't lose it, okay?\Okay...\Okay... response:	What are you doing?
context: You have everything, Manaka-san.\That's exactly why you can't lose anything.\I-It's fine.\I'll take good care of it.\I won't lose it, okay?\Okay...\Okay...\What are you doing? response:	Oh, letting it be in some water.
context: That's exactly why you can't lose anything.\I-It's fine.\I'll take good care of it.\I won't lose it, okay?\Okay...\Okay...\What are you doing?\Oh, letting it be in some water. response:	And I thought I'd take this home.
context: I-It's fine.\I'll take good care of it.\I won't lose it, okay?\Okay...\Okay...\What are you doing?\Oh, letting it be in some water.\And I thought I'd take this home. response:	Take it home?
context: I'll take good care of it.\I won't lose it, okay?\Okay...\Okay...\What are you doing?\Oh, letting it be in some water.\And I thought I'd take this home.\Take it home? response:	You...
context: I won't lose it, okay?\Okay...\Okay...\What are you doing?\Oh, letting it be in some water.\And I thought I'd take this home.\Take it home?\You... response:	There are limits to what we can research here.
context: Okay...\Okay...\What are you doing?\Oh, letting it be in some water.\And I thought I'd take this home.\Take it home?\You...\There are limits to what we can research here. response:	I'm going back to the university.
context: Okay...\What are you doing?\Oh, letting it be in some water.\And I thought I'd take this home.\Take it home?\You...\There are limits to what we can research here.\I'm going back to the university. response:	Wha... Wait!
context: What are you doing?\Oh, letting it be in some water.\And I thought I'd take this home.\Take it home?\You...\There are limits to what we can research here.\I'm going back to the university.\Wha... Wait! response:	What about Manaka?
context: Oh, letting it be in some water.\And I thought I'd take this home.\Take it home?\You...\There are limits to what we can research here.\I'm going back to the university.\Wha... Wait!\What about Manaka? response:	What?
context: And I thought I'd take this home.\Take it home?\You...\There are limits to what we can research here.\I'm going back to the university.\Wha... Wait!\What about Manaka?\What? response:	Wait until she gets her feelings back!
context: Take it home?\You...\There are limits to what we can research here.\I'm going back to the university.\Wha... Wait!\What about Manaka?\What?\Wait until she gets her feelings back! response:	She's in love with you!
context: You...\There are limits to what we can research here.\I'm going back to the university.\Wha... Wait!\What about Manaka?\What?\Wait until she gets her feelings back!\She's in love with you! response:	I want to do whatever I can to get her ability to love back!
context: There are limits to what we can research here.\I'm going back to the university.\Wha... Wait!\What about Manaka?\What?\Wait until she gets her feelings back!\She's in love with you!\I want to do whatever I can to get her ability to love back! response:	If you were able to stimulate her feelings...
context: I'm going back to the university.\Wha... Wait!\What about Manaka?\What?\Wait until she gets her feelings back!\She's in love with you!\I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings... response:	Stimulate her feelings?
context: Wha... Wait!\What about Manaka?\What?\Wait until she gets her feelings back!\She's in love with you!\I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings...\Stimulate her feelings? response:	How am I supposed to do that?
context: What about Manaka?\What?\Wait until she gets her feelings back!\She's in love with you!\I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings...\Stimulate her feelings?\How am I supposed to do that? response:	Huh?
context: What?\Wait until she gets her feelings back!\She's in love with you!\I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings...\Stimulate her feelings?\How am I supposed to do that?\Huh? response:	I-I don't know...
context: Wait until she gets her feelings back!\She's in love with you!\I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings...\Stimulate her feelings?\How am I supposed to do that?\Huh?\I-I don't know... response:	Like take her on a date, and...
context: She's in love with you!\I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings...\Stimulate her feelings?\How am I supposed to do that?\Huh?\I-I don't know...\Like take her on a date, and... response:	Kiss her and hold her?
context: I want to do whatever I can to get her ability to love back!\If you were able to stimulate her feelings...\Stimulate her feelings?\How am I supposed to do that?\Huh?\I-I don't know...\Like take her on a date, and...\Kiss her and hold her? response:	What are you, a pervert?!
context: If you were able to stimulate her feelings...\Stimulate her feelings?\How am I supposed to do that?\Huh?\I-I don't know...\Like take her on a date, and...\Kiss her and hold her?\What are you, a pervert?! response:	Sorry, but I don't feel that way toward Mukaido.
context: Stimulate her feelings?\How am I supposed to do that?\Huh?\I-I don't know...\Like take her on a date, and...\Kiss her and hold her?\What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido. response:	You can just act like you do!
context: How am I supposed to do that?\Huh?\I-I don't know...\Like take her on a date, and...\Kiss her and hold her?\What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido.\You can just act like you do! response:	It's fine even if it's just a lie!
context: Huh?\I-I don't know...\Like take her on a date, and...\Kiss her and hold her?\What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido.\You can just act like you do!\It's fine even if it's just a lie! response:	Are you sure
context: I-I don't know...\Like take her on a date, and...\Kiss her and hold her?\What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido.\You can just act like you do!\It's fine even if it's just a lie!\Are you sure response:	that it's me that Mukaido is in love with?
context: Like take her on a date, and...\Kiss her and hold her?\What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido.\You can just act like you do!\It's fine even if it's just a lie!\Are you sure\that it's me that Mukaido is in love with? response:	Of course!
context: Kiss her and hold her?\What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido.\You can just act like you do!\It's fine even if it's just a lie!\Are you sure\that it's me that Mukaido is in love with?\Of course! response:	When she looks at you, she gets all red in the face
context: What are you, a pervert?!\Sorry, but I don't feel that way toward Mukaido.\You can just act like you do!\It's fine even if it's just a lie!\Are you sure\that it's me that Mukaido is in love with?\Of course!\When she looks at you, she gets all red in the face response:	and says your name all sweet.
context: Sorry, but I don't feel that way toward Mukaido.\You can just act like you do!\It's fine even if it's just a lie!\Are you sure\that it's me that Mukaido is in love with?\Of course!\When she looks at you, she gets all red in the face\and says your name all sweet. response:	And that's proof that she loves me?
context: You can just act like you do!\It's fine even if it's just a lie!\Are you sure\that it's me that Mukaido is in love with?\Of course!\When she looks at you, she gets all red in the face\and says your name all sweet.\And that's proof that she loves me? response:	You're going to doubt Manaka's feelings?!
context: It's fine even if it's just a lie!\Are you sure\that it's me that Mukaido is in love with?\Of course!\When she looks at you, she gets all red in the face\and says your name all sweet.\And that's proof that she loves me?\You're going to doubt Manaka's feelings?! response:	Don't.
context: Are you sure\that it's me that Mukaido is in love with?\Of course!\When she looks at you, she gets all red in the face\and says your name all sweet.\And that's proof that she loves me?\You're going to doubt Manaka's feelings?!\Don't. response:	My height and my arm strength are five years beyond yours.
context: that it's me that Mukaido is in love with?\Of course!\When she looks at you, she gets all red in the face\and says your name all sweet.\And that's proof that she loves me?\You're going to doubt Manaka's feelings?!\Don't.\My height and my arm strength are five years beyond yours. response:	Damn it!
context: Of course!\When she looks at you, she gets all red in the face\and says your name all sweet.\And that's proof that she loves me?\You're going to doubt Manaka's feelings?!\Don't.\My height and my arm strength are five years beyond yours.\Damn it! response:	Please stop!
context: When she looks at you, she gets all red in the face\and says your name all sweet.\And that's proof that she loves me?\You're going to doubt Manaka's feelings?!\Don't.\My height and my arm strength are five years beyond yours.\Damn it!\Please stop! response:	Please give up, Hikari.
context: and says your name all sweet.\And that's proof that she loves me?\You're going to doubt Manaka's feelings?!\Don't.\My height and my arm strength are five years beyond yours.\Damn it!\Please stop!\Please give up, Hikari. response:	I can't lie,
context: And that's proof that she loves me?\You're going to doubt Manaka's feelings?!\Don't.\My height and my arm strength are five years beyond yours.\Damn it!\Please stop!\Please give up, Hikari.\I can't lie, response:	especially if Mukaido does love me.
context: You're going to doubt Manaka's feelings?!\Don't.\My height and my arm strength are five years beyond yours.\Damn it!\Please stop!\Please give up, Hikari.\I can't lie,\especially if Mukaido does love me. response:	But why?!
context: Don't.\My height and my arm strength are five years beyond yours.\Damn it!\Please stop!\Please give up, Hikari.\I can't lie,\especially if Mukaido does love me.\But why?! response:	If you were to say that you love her,
context: My height and my arm strength are five years beyond yours.\Damn it!\Please stop!\Please give up, Hikari.\I can't lie,\especially if Mukaido does love me.\But why?!\If you were to say that you love her, response:	Manaka might turn back to normal!
context: Damn it!\Please stop!\Please give up, Hikari.\I can't lie,\especially if Mukaido does love me.\But why?!\If you were to say that you love her,\Manaka might turn back to normal! response:	No matter what the reason,
context: Please stop!\Please give up, Hikari.\I can't lie,\especially if Mukaido does love me.\But why?!\If you were to say that you love her,\Manaka might turn back to normal!\No matter what the reason, response:	the feelings of love for someone should never be messed around with.
context: Please give up, Hikari.\I can't lie,\especially if Mukaido does love me.\But why?!\If you were to say that you love her,\Manaka might turn back to normal!\No matter what the reason,\the feelings of love for someone should never be messed around with. response:	And I'm in love with Chisaki.
context: I can't lie,\especially if Mukaido does love me.\But why?!\If you were to say that you love her,\Manaka might turn back to normal!\No matter what the reason,\the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki. response:	Yeah, but...
context: especially if Mukaido does love me.\But why?!\If you were to say that you love her,\Manaka might turn back to normal!\No matter what the reason,\the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki.\Yeah, but... response:	Huh?
context: But why?!\If you were to say that you love her,\Manaka might turn back to normal!\No matter what the reason,\the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki.\Yeah, but...\Huh? response:	I'm in love with Chisaki.
context: If you were to say that you love her,\Manaka might turn back to normal!\No matter what the reason,\the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki.\Yeah, but...\Huh?\I'm in love with Chisaki. response:	Chisaki!
context: Manaka might turn back to normal!\No matter what the reason,\the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki.\Yeah, but...\Huh?\I'm in love with Chisaki.\Chisaki! response:	Chisaki!
context: No matter what the reason,\the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki.\Yeah, but...\Huh?\I'm in love with Chisaki.\Chisaki!\Chisaki! response:	Wait, Tsumugu!
context: the feelings of love for someone should never be messed around with.\And I'm in love with Chisaki.\Yeah, but...\Huh?\I'm in love with Chisaki.\Chisaki!\Chisaki!\Wait, Tsumugu! response:	I can't breathe...
context: And I'm in love with Chisaki.\Yeah, but...\Huh?\I'm in love with Chisaki.\Chisaki!\Chisaki!\Wait, Tsumugu!\I can't breathe... response:	But if I lose her now...
context: Yeah, but...\Huh?\I'm in love with Chisaki.\Chisaki!\Chisaki!\Wait, Tsumugu!\I can't breathe...\But if I lose her now... response:	I can hear it...
context: Huh?\I'm in love with Chisaki.\Chisaki!\Chisaki!\Wait, Tsumugu!\I can't breathe...\But if I lose her now...\I can hear it... response:	It's like a nostalgic voice...
context: I'm in love with Chisaki.\Chisaki!\Chisaki!\Wait, Tsumugu!\I can't breathe...\But if I lose her now...\I can hear it...\It's like a nostalgic voice... response:	Mukaido's Ena...
context: Chisaki!\Chisaki!\Wait, Tsumugu!\I can't breathe...\But if I lose her now...\I can hear it...\It's like a nostalgic voice...\Mukaido's Ena... response:	No. That's not all.
context: Chisaki!\Wait, Tsumugu!\I can't breathe...\But if I lose her now...\I can hear it...\It's like a nostalgic voice...\Mukaido's Ena...\No. That's not all. response:	So many feelings are within these waters.
context: Wait, Tsumugu!\I can't breathe...\But if I lose her now...\I can hear it...\It's like a nostalgic voice...\Mukaido's Ena...\No. That's not all.\So many feelings are within these waters. response:	He doesn't even have Ena... what the hell is he doing?
context: I can't breathe...\But if I lose her now...\I can hear it...\It's like a nostalgic voice...\Mukaido's Ena...\No. That's not all.\So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing? response:	Tsumugu!
context: But if I lose her now...\I can hear it...\It's like a nostalgic voice...\Mukaido's Ena...\No. That's not all.\So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing?\Tsumugu! response:	Hey, Tsumugu!
context: I can hear it...\It's like a nostalgic voice...\Mukaido's Ena...\No. That's not all.\So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing?\Tsumugu!\Hey, Tsumugu! response:	Hikari.
context: It's like a nostalgic voice...\Mukaido's Ena...\No. That's not all.\So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing?\Tsumugu!\Hey, Tsumugu!\Hikari. response:	Y-You're able to talk?
context: Mukaido's Ena...\No. That's not all.\So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing?\Tsumugu!\Hey, Tsumugu!\Hikari.\Y-You're able to talk? response:	I see...
context: No. That's not all.\So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing?\Tsumugu!\Hey, Tsumugu!\Hikari.\Y-You're able to talk?\I see... response:	So this is what it feels like to have Ena.
context: So many feelings are within these waters.\He doesn't even have Ena... what the hell is he doing?\Tsumugu!\Hey, Tsumugu!\Hikari.\Y-You're able to talk?\I see...\So this is what it feels like to have Ena. response:	I see...
context: He doesn't even have Ena... what the hell is he doing?\Tsumugu!\Hey, Tsumugu!\Hikari.\Y-You're able to talk?\I see...\So this is what it feels like to have Ena.\I see... response:	Tsumugu.
context: Tsumugu!\Hey, Tsumugu!\Hikari.\Y-You're able to talk?\I see...\So this is what it feels like to have Ena.\I see...\Tsumugu. response:	Sea.
context: Hey, Tsumugu!\Hikari.\Y-You're able to talk?\I see...\So this is what it feels like to have Ena.\I see...\Tsumugu.\Sea. response:	It's...
context: Hikari.\Y-You're able to talk?\I see...\So this is what it feels like to have Ena.\I see...\Tsumugu.\Sea.\It's... response:	Sorry, but will you let me go alone from here?
context: Y-You're able to talk?\I see...\So this is what it feels like to have Ena.\I see...\Tsumugu.\Sea.\It's...\Sorry, but will you let me go alone from here? response:	Huh? By yourself?
context: I see...\So this is what it feels like to have Ena.\I see...\Tsumugu.\Sea.\It's...\Sorry, but will you let me go alone from here?\Huh? By yourself? response:	But you've never been to the village...
context: So this is what it feels like to have Ena.\I see...\Tsumugu.\Sea.\It's...\Sorry, but will you let me go alone from here?\Huh? By yourself?\But you've never been to the village... response:	I want to face Chisaki properly.
context: I see...\Tsumugu.\Sea.\It's...\Sorry, but will you let me go alone from here?\Huh? By yourself?\But you've never been to the village...\I want to face Chisaki properly. response:	Otherwise, I can't move forward.
context: Tsumugu.\Sea.\It's...\Sorry, but will you let me go alone from here?\Huh? By yourself?\But you've never been to the village...\I want to face Chisaki properly.\Otherwise, I can't move forward. response:	B-But...
context: Sea.\It's...\Sorry, but will you let me go alone from here?\Huh? By yourself?\But you've never been to the village...\I want to face Chisaki properly.\Otherwise, I can't move forward.\B-But... response:	Please.
context: It's...\Sorry, but will you let me go alone from here?\Huh? By yourself?\But you've never been to the village...\I want to face Chisaki properly.\Otherwise, I can't move forward.\B-But...\Please. response:	Tsumugu...
context: Sorry, but will you let me go alone from here?\Huh? By yourself?\But you've never been to the village...\I want to face Chisaki properly.\Otherwise, I can't move forward.\B-But...\Please.\Tsumugu... response:	I'm scared.
context: Huh? By yourself?\But you've never been to the village...\I want to face Chisaki properly.\Otherwise, I can't move forward.\B-But...\Please.\Tsumugu...\I'm scared. response:	I'm scared to be alone in Shishio.
context: But you've never been to the village...\I want to face Chisaki properly.\Otherwise, I can't move forward.\B-But...\Please.\Tsumugu...\I'm scared.\I'm scared to be alone in Shishio. response:	Or is it...
context: I want to face Chisaki properly.\Otherwise, I can't move forward.\B-But...\Please.\Tsumugu...\I'm scared.\I'm scared to be alone in Shishio.\Or is it... response:	T-Tsumugu?!
context: Otherwise, I can't move forward.\B-But...\Please.\Tsumugu...\I'm scared.\I'm scared to be alone in Shishio.\Or is it...\T-Tsumugu?! response:	H-How...
context: B-But...\Please.\Tsumugu...\I'm scared.\I'm scared to be alone in Shishio.\Or is it...\T-Tsumugu?!\H-How... response:	Wh-Why are you in Shishio, Tsumugu?!
context: Please.\Tsumugu...\I'm scared.\I'm scared to be alone in Shishio.\Or is it...\T-Tsumugu?!\H-How...\Wh-Why are you in Shishio, Tsumugu?! response:	I came after you.
context: Tsumugu...\I'm scared.\I'm scared to be alone in Shishio.\Or is it...\T-Tsumugu?!\H-How...\Wh-Why are you in Shishio, Tsumugu?!\I came after you. response:	That's not what I meant!
context: I'm scared.\I'm scared to be alone in Shishio.\Or is it...\T-Tsumugu?!\H-How...\Wh-Why are you in Shishio, Tsumugu?!\I came after you.\That's not what I meant! response:	You can breathe?
context: I'm scared to be alone in Shishio.\Or is it...\T-Tsumugu?!\H-How...\Wh-Why are you in Shishio, Tsumugu?!\I came after you.\That's not what I meant!\You can breathe? response:	Are you okay?!
context: Or is it...\T-Tsumugu?!\H-How...\Wh-Why are you in Shishio, Tsumugu?!\I came after you.\That's not what I meant!\You can breathe?\Are you okay?! response:	Ena?
context: T-Tsumugu?!\H-How...\Wh-Why are you in Shishio, Tsumugu?!\I came after you.\That's not what I meant!\You can breathe?\Are you okay?!\Ena? response:	My parents hated the sea.
context: H-How...\Wh-Why are you in Shishio, Tsumugu?!\I came after you.\That's not what I meant!\You can breathe?\Are you okay?!\Ena?\My parents hated the sea. response:	They left behind Gramps, who wanted to stay by the sea,
context: Wh-Why are you in Shishio, Tsumugu?!\I came after you.\That's not what I meant!\You can breathe?\Are you okay?!\Ena?\My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea, response:	and went to the city.
context: I came after you.\That's not what I meant!\You can breathe?\Are you okay?!\Ena?\My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea,\and went to the city. response:	But I wanted to stay with Gramps.
context: That's not what I meant!\You can breathe?\Are you okay?!\Ena?\My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea,\and went to the city.\But I wanted to stay with Gramps. response:	I wanted to stay by the sea.
context: You can breathe?\Are you okay?!\Ena?\My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea,\and went to the city.\But I wanted to stay with Gramps.\I wanted to stay by the sea. response:	Tsumugu.
context: Are you okay?!\Ena?\My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea,\and went to the city.\But I wanted to stay with Gramps.\I wanted to stay by the sea.\Tsumugu. response:	Do you remember?
context: Ena?\My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea,\and went to the city.\But I wanted to stay with Gramps.\I wanted to stay by the sea.\Tsumugu.\Do you remember? response:	Five years ago,
context: My parents hated the sea.\They left behind Gramps, who wanted to stay by the sea,\and went to the city.\But I wanted to stay with Gramps.\I wanted to stay by the sea.\Tsumugu.\Do you remember?\Five years ago, response:	when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.
context: They left behind Gramps, who wanted to stay by the sea,\and went to the city.\But I wanted to stay with Gramps.\I wanted to stay by the sea.\Tsumugu.\Do you remember?\Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama. response:	Yeah...
context: and went to the city.\But I wanted to stay with Gramps.\I wanted to stay by the sea.\Tsumugu.\Do you remember?\Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.\Yeah... response:	That time, you found out the truth,
context: But I wanted to stay with Gramps.\I wanted to stay by the sea.\Tsumugu.\Do you remember?\Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.\Yeah...\That time, you found out the truth, response:	and tried to defend Hikari.
context: I wanted to stay by the sea.\Tsumugu.\Do you remember?\Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.\Yeah...\That time, you found out the truth,\and tried to defend Hikari. response:	Because if everyone else finds out about this,
context: Tsumugu.\Do you remember?\Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.\Yeah...\That time, you found out the truth,\and tried to defend Hikari.\Because if everyone else finds out about this, response:	I couldn't believe how foolish you were.
context: Do you remember?\Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.\Yeah...\That time, you found out the truth,\and tried to defend Hikari.\Because if everyone else finds out about this,\I couldn't believe how foolish you were. response:	Hikari will end up the bad guy.
context: Five years ago,\when Hikari mistakenly thought that Egawa and the others broke the Ojoshi-sama.\Yeah...\That time, you found out the truth,\and tried to defend Hikari.\Because if everyone else finds out about this,\I couldn't believe how foolish you were.\Hikari will end up the bad guy. response:	To think that people can become so pathetic for others.
