context: Open your eyes. You'll get in an accident. response:	Everyone's here.
context: Joji, your bubbles.\Most people only know about the actual race.\I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier.\Really?\Then we'll race in that first. response:	All right!
context: Most people only know about the actual race.\I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier.\Really?\Then we'll race in that first.\All right! response:	We still don't know if we'll be racing.
context: I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier.\Really?\Then we'll race in that first.\All right!\We still don't know if we'll be racing. response:	How many schools participate in the qualifier?
context: Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier.\Really?\Then we'll race in that first.\All right!\We still don't know if we'll be racing.\How many schools participate in the qualifier? response:	About fifty.
context: aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier.\Really?\Then we'll race in that first.\All right!\We still don't know if we'll be racing.\How many schools participate in the qualifier?\About fifty. response:	So only the top fifth qualify.
context: they have to participate in a preliminary qualifier.\Really?\Then we'll race in that first.\All right!\We still don't know if we'll be racing.\How many schools participate in the qualifier?\About fifty.\So only the top fifth qualify. response:	Yeah. Haiji said we're just getting started.
context: Really?\Then we'll race in that first.\All right!\We still don't know if we'll be racing.\How many schools participate in the qualifier?\About fifty.\So only the top fifth qualify.\Yeah. Haiji said we're just getting started. response:	We can do it as long as we practice hard.
context: Then we'll race in that first.\All right!\We still don't know if we'll be racing.\How many schools participate in the qualifier?\About fifty.\So only the top fifth qualify.\Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard. response:	It's not that easy.
context: All right!\We still don't know if we'll be racing.\How many schools participate in the qualifier?\About fifty.\So only the top fifth qualify.\Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard.\It's not that easy. response:	How hard do you think they practice to be in the top fifth?
context: We still don't know if we'll be racing.\How many schools participate in the qualifier?\About fifty.\So only the top fifth qualify.\Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard.\It's not that easy.\How hard do you think they practice to be in the top fifth? response:	And not everyone can participate in the qualifier.
context: How many schools participate in the qualifier?\About fifty.\So only the top fifth qualify.\Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard.\It's not that easy.\How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier. response:	Each athlete needs an official record of finishing 5,000 meters in less than 16:30
context: About fifty.\So only the top fifth qualify.\Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard.\It's not that easy.\How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30 response:	or 10,000 in 30:00.
context: So only the top fifth qualify.\Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard.\It's not that easy.\How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00. response:	Those are astronomical figures.
context: Yeah. Haiji said we're just getting started.\We can do it as long as we practice hard.\It's not that easy.\How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00.\Those are astronomical figures. response:	You have to achieve those records before the qualifier.
context: We can do it as long as we practice hard.\It's not that easy.\How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00.\Those are astronomical figures.\You have to achieve those records before the qualifier. response:	It doesn't matter if you have a couple of fast guys.
context: It's not that easy.\How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00.\Those are astronomical figures.\You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys. response:	Everyone has to be running at a high level.
context: How hard do you think they practice to be in the top fifth?\And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00.\Those are astronomical figures.\You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level. response:	An amateur who can't even finish ten kilometers shouldn't be aiming for that.
context: And not everyone can participate in the qualifier.\Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00.\Those are astronomical figures.\You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that. response:	Don't you understand how reckless he's being?
context: Each athlete needs an official record of finishing 5,000 meters in less than 16:30\or 10,000 in 30:00.\Those are astronomical figures.\You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being? response:	Kinda.
context: or 10,000 in 30:00.\Those are astronomical figures.\You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being?\Kinda. response:	Then stop wasting your efforts.
context: Those are astronomical figures.\You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being?\Kinda.\Then stop wasting your efforts. response:	Actually,
context: You have to achieve those records before the qualifier.\It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being?\Kinda.\Then stop wasting your efforts.\Actually, response:	What's your deal, Kakeru?
context: It doesn't matter if you have a couple of fast guys.\Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being?\Kinda.\Then stop wasting your efforts.\Actually,\What's your deal, Kakeru? response:	What?
context: Everyone has to be running at a high level.\An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being?\Kinda.\Then stop wasting your efforts.\Actually,\What's your deal, Kakeru?\What? response:	Yeah. What are you afraid of?
context: An amateur who can't even finish ten kilometers shouldn't be aiming for that.\Don't you understand how reckless he's being?\Kinda.\Then stop wasting your efforts.\Actually,\What's your deal, Kakeru?\What?\Yeah. What are you afraid of? response:	You're fast.
context: Don't you understand how reckless he's being?\Kinda.\Then stop wasting your efforts.\Actually,\What's your deal, Kakeru?\What?\Yeah. What are you afraid of?\You're fast. response:	What?!
context: Kinda.\Then stop wasting your efforts.\Actually,\What's your deal, Kakeru?\What?\Yeah. What are you afraid of?\You're fast.\What?! response:	Maybe you're worried about us,
context: Then stop wasting your efforts.\Actually,\What's your deal, Kakeru?\What?\Yeah. What are you afraid of?\You're fast.\What?!\Maybe you're worried about us, response:	but we're the ones doing the work, so who cares?
context: Actually,\What's your deal, Kakeru?\What?\Yeah. What are you afraid of?\You're fast.\What?!\Maybe you're worried about us,\but we're the ones doing the work, so who cares? response:	Run with us.
context: What's your deal, Kakeru?\What?\Yeah. What are you afraid of?\You're fast.\What?!\Maybe you're worried about us,\but we're the ones doing the work, so who cares?\Run with us. response:	I don't work well with others.
context: What?\Yeah. What are you afraid of?\You're fast.\What?!\Maybe you're worried about us,\but we're the ones doing the work, so who cares?\Run with us.\I don't work well with others. response:	Where's Kurahara?
context: Yeah. What are you afraid of?\You're fast.\What?!\Maybe you're worried about us,\but we're the ones doing the work, so who cares?\Run with us.\I don't work well with others.\Where's Kurahara? response:	He left already.
context: You're fast.\What?!\Maybe you're worried about us,\but we're the ones doing the work, so who cares?\Run with us.\I don't work well with others.\Where's Kurahara?\He left already. response:	We only ran together for one day.
context: What?!\Maybe you're worried about us,\but we're the ones doing the work, so who cares?\Run with us.\I don't work well with others.\Where's Kurahara?\He left already.\We only ran together for one day. response:	Maybe he's mad.
context: Maybe you're worried about us,\but we're the ones doing the work, so who cares?\Run with us.\I don't work well with others.\Where's Kurahara?\He left already.\We only ran together for one day.\Maybe he's mad. response:	Run with us.
context: but we're the ones doing the work, so who cares?\Run with us.\I don't work well with others.\Where's Kurahara?\He left already.\We only ran together for one day.\Maybe he's mad.\Run with us. response:	I knew it.
context: Run with us.\I don't work well with others.\Where's Kurahara?\He left already.\We only ran together for one day.\Maybe he's mad.\Run with us.\I knew it. response:	It's been a while, Kurahara.
context: I don't work well with others.\Where's Kurahara?\He left already.\We only ran together for one day.\Maybe he's mad.\Run with us.\I knew it.\It's been a while, Kurahara. response:	Next time: Shadows That Don't Fade.
context: Where's Kurahara?\He left already.\We only ran together for one day.\Maybe he's mad.\Run with us.\I knew it.\It's been a while, Kurahara.\Next time: Shadows That Don't Fade. response:	Next Time: Shadows That Don't Fade
