context: Sun Mon Tue Wed Thu Fri Sat response:	Training Camp
context: I'll eat a lot, and give it my all.\Yamaguchi, you're not eating that?\Hey! Let Yamaguchi eat his own food!\For the Nekoma battle, this will be our starting order.\WS Sawamura MB Hinata WS Tanaka WS Azumane Li Nishinoya-MB Tsukishima S Kageyama\It's a configuration you're barely used to,\so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned, response:	but don't rely on those facts or think victory is assured.
context: Yamaguchi, you're not eating that?\Hey! Let Yamaguchi eat his own food!\For the Nekoma battle, this will be our starting order.\WS Sawamura MB Hinata WS Tanaka WS Azumane Li Nishinoya-MB Tsukishima S Kageyama\It's a configuration you're barely used to,\so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured. response:	Victory goes to the team that connects.
context: Hey! Let Yamaguchi eat his own food!\For the Nekoma battle, this will be our starting order.\WS Sawamura MB Hinata WS Tanaka WS Azumane Li Nishinoya-MB Tsukishima S Kageyama\It's a configuration you're barely used to,\so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured.\Victory goes to the team that connects. response:	Let's see how this configuration works
context: For the Nekoma battle, this will be our starting order.\WS Sawamura MB Hinata WS Tanaka WS Azumane Li Nishinoya-MB Tsukishima S Kageyama\It's a configuration you're barely used to,\so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured.\Victory goes to the team that connects.\Let's see how this configuration works response:	in the battle against Karasuno's long-standing rival, Nekoma.
context: WS Sawamura MB Hinata WS Tanaka WS Azumane Li Nishinoya-MB Tsukishima S Kageyama\It's a configuration you're barely used to,\so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured.\Victory goes to the team that connects.\Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma. response:	Equipment room
context: It's a configuration you're barely used to,\so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured.\Victory goes to the team that connects.\Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room response:	Yeah.
context: so I'm not expecting you to synchronize right away.\We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured.\Victory goes to the team that connects.\Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room\Yeah. response:	Asahi-san.
context: We now have an amazing libero, and the ace has returned,\but don't rely on those facts or think victory is assured.\Victory goes to the team that connects.\Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room\Yeah.\Asahi-san. response:	I needn't mention Suga-san of course, but you're probably
context: but don't rely on those facts or think victory is assured.\Victory goes to the team that connects.\Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room\Yeah.\Asahi-san.\I needn't mention Suga-san of course, but you're probably response:	feeling sorry for Ennoshita-san and the others, too, aren't you?
context: Victory goes to the team that connects.\Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room\Yeah.\Asahi-san.\I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you? response:	What?
context: Let's see how this configuration works\in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room\Yeah.\Asahi-san.\I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you?\What? response:	The strong stand on the court. That's how it is.
context: in the battle against Karasuno's long-standing rival, Nekoma.\Equipment room\Yeah.\Asahi-san.\I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you?\What?\The strong stand on the court. That's how it is. response:	Um, Asahi-san.
context: Equipment room\Yeah.\Asahi-san.\I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you?\What?\The strong stand on the court. That's how it is.\Um, Asahi-san. response:	I can't say I've always been a devoted player.
context: Yeah.\Asahi-san.\I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you?\What?\The strong stand on the court. That's how it is.\Um, Asahi-san.\I can't say I've always been a devoted player. response:	There was a time I quit, even. So...
context: Asahi-san.\I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you?\What?\The strong stand on the court. That's how it is.\Um, Asahi-san.\I can't say I've always been a devoted player.\There was a time I quit, even. So... response:	If they become stronger than the ace in mind and body,
context: I needn't mention Suga-san of course, but you're probably\feeling sorry for Ennoshita-san and the others, too, aren't you?\What?\The strong stand on the court. That's how it is.\Um, Asahi-san.\I can't say I've always been a devoted player.\There was a time I quit, even. So...\If they become stronger than the ace in mind and body, response:	they will rightfully steal the regular position out from under you, Asahi-san.
context: feeling sorry for Ennoshita-san and the others, too, aren't you?\What?\The strong stand on the court. That's how it is.\Um, Asahi-san.\I can't say I've always been a devoted player.\There was a time I quit, even. So...\If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san. response:	Right, Chikara?
context: What?\The strong stand on the court. That's how it is.\Um, Asahi-san.\I can't say I've always been a devoted player.\There was a time I quit, even. So...\If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara? response:	Huh? I wouldn't go that far...
context: The strong stand on the court. That's how it is.\Um, Asahi-san.\I can't say I've always been a devoted player.\There was a time I quit, even. So...\If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara?\Huh? I wouldn't go that far... response:	Or if a regular position were to be stolen, maybe it would be Ryu's first.
context: Um, Asahi-san.\I can't say I've always been a devoted player.\There was a time I quit, even. So...\If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara?\Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first. response:	You've got some nerve!
context: I can't say I've always been a devoted player.\There was a time I quit, even. So...\If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara?\Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve! response:	Throw the first punch, Ennoshita!
context: There was a time I quit, even. So...\If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara?\Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve!\Throw the first punch, Ennoshita! response:	Nishinoya, that's enough! You've made your point!
context: If they become stronger than the ace in mind and body,\they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara?\Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve!\Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point! response:	There.
context: they will rightfully steal the regular position out from under you, Asahi-san.\Right, Chikara?\Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve!\Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point!\There. response:	Um, Ennoshita-san...
context: Right, Chikara?\Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve!\Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point!\There.\Um, Ennoshita-san... response:	Hm?
context: Huh? I wouldn't go that far...\Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve!\Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point!\There.\Um, Ennoshita-san...\Hm? response:	What you said before practice...
context: Or if a regular position were to be stolen, maybe it would be Ryu's first.\You've got some nerve!\Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point!\There.\Um, Ennoshita-san...\Hm?\What you said before practice... response:	Oh, about quitting once?
context: You've got some nerve!\Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point!\There.\Um, Ennoshita-san...\Hm?\What you said before practice...\Oh, about quitting once? response:	You've heard that Director Ukai came back for a while last year, right?
context: Throw the first punch, Ennoshita!\Nishinoya, that's enough! You've made your point!\There.\Um, Ennoshita-san...\Hm?\What you said before practice...\Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right? response:	Yes.
context: Nishinoya, that's enough! You've made your point!\There.\Um, Ennoshita-san...\Hm?\What you said before practice...\Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right?\Yes. response:	It's pathetic, but there were a few of us
context: There.\Um, Ennoshita-san...\Hm?\What you said before practice...\Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right?\Yes.\It's pathetic, but there were a few of us response:	who couldn't keep up with his training.
context: Um, Ennoshita-san...\Hm?\What you said before practice...\Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right?\Yes.\It's pathetic, but there were a few of us\who couldn't keep up with his training. response:	The club was just for fun'til he came back.
context: Hm?\What you said before practice...\Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right?\Yes.\It's pathetic, but there were a few of us\who couldn't keep up with his training.\The club was just for fun'til he came back. response:	Then it suddenly became a club for the purpose of winning.
context: What you said before practice...\Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right?\Yes.\It's pathetic, but there were a few of us\who couldn't keep up with his training.\The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning. response:	Those of us who were just casual players got scared and quit.
context: Oh, about quitting once?\You've heard that Director Ukai came back for a while last year, right?\Yes.\It's pathetic, but there were a few of us\who couldn't keep up with his training.\The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit. response:	But we still wanted to play volleyball, so we decided to come back.
context: You've heard that Director Ukai came back for a while last year, right?\Yes.\It's pathetic, but there were a few of us\who couldn't keep up with his training.\The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back. response:	By then Director Ukai was already gone.
context: Yes.\It's pathetic, but there were a few of us\who couldn't keep up with his training.\The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone. response:	We're pathetic second-years,
context: It's pathetic, but there were a few of us\who couldn't keep up with his training.\The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone.\We're pathetic second-years, response:	but we came back.
context: who couldn't keep up with his training.\The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone.\We're pathetic second-years,\but we came back. response:	So we want to do our best, and not get left in the dust by you guys.
context: The club was just for fun'til he came back.\Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone.\We're pathetic second-years,\but we came back.\So we want to do our best, and not get left in the dust by you guys. response:	So we'll say it one more time. We look forward to playing with you.
context: Then it suddenly became a club for the purpose of winning.\Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone.\We're pathetic second-years,\but we came back.\So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you. response:	Yes.
context: Those of us who were just casual players got scared and quit.\But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone.\We're pathetic second-years,\but we came back.\So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you.\Yes. response:	Sensei.
context: But we still wanted to play volleyball, so we decided to come back.\By then Director Ukai was already gone.\We're pathetic second-years,\but we came back.\So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you.\Yes.\Sensei. response:	All set?
context: By then Director Ukai was already gone.\We're pathetic second-years,\but we came back.\So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you.\Yes.\Sensei.\All set? response:	Yes.
context: We're pathetic second-years,\but we came back.\So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you.\Yes.\Sensei.\All set?\Yes. response:	Washed, folded, and all set.
context: but we came back.\So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you.\Yes.\Sensei.\All set?\Yes.\Washed, folded, and all set. response:	Uchisawa Cleaning
context: So we want to do our best, and not get left in the dust by you guys.\So we'll say it one more time. We look forward to playing with you.\Yes.\Sensei.\All set?\Yes.\Washed, folded, and all set.\Uchisawa Cleaning response:	It's the uniforms.
context: So we'll say it one more time. We look forward to playing with you.\Yes.\Sensei.\All set?\Yes.\Washed, folded, and all set.\Uchisawa Cleaning\It's the uniforms. response:	Wow...
context: Yes.\Sensei.\All set?\Yes.\Washed, folded, and all set.\Uchisawa Cleaning\It's the uniforms.\Wow... response:	Karasuno
context: Sensei.\All set?\Yes.\Washed, folded, and all set.\Uchisawa Cleaning\It's the uniforms.\Wow...\Karasuno response:	It's the one I saw on TV.
context: All set?\Yes.\Washed, folded, and all set.\Uchisawa Cleaning\It's the uniforms.\Wow...\Karasuno\It's the one I saw on TV. response:	Huh?
context: Yes.\Washed, folded, and all set.\Uchisawa Cleaning\It's the uniforms.\Wow...\Karasuno\It's the one I saw on TV.\Huh? response:	Here.
context: Washed, folded, and all set.\Uchisawa Cleaning\It's the uniforms.\Wow...\Karasuno\It's the one I saw on TV.\Huh?\Here. response:	But only Noya-san's is orange. You stand out.
context: Uchisawa Cleaning\It's the uniforms.\Wow...\Karasuno\It's the one I saw on TV.\Huh?\Here.\But only Noya-san's is orange. You stand out. response:	Thank you very much.
context: It's the uniforms.\Wow...\Karasuno\It's the one I saw on TV.\Huh?\Here.\But only Noya-san's is orange. You stand out.\Thank you very much. response:	Of course. After all, I have the leading role.
context: Wow...\Karasuno\It's the one I saw on TV.\Huh?\Here.\But only Noya-san's is orange. You stand out.\Thank you very much.\Of course. After all, I have the leading role. response:	Leading role?
context: Karasuno\It's the one I saw on TV.\Huh?\Here.\But only Noya-san's is orange. You stand out.\Thank you very much.\Of course. After all, I have the leading role.\Leading role? response:	The libero goes on and off the court frequently during a match.
context: It's the one I saw on TV.\Huh?\Here.\But only Noya-san's is orange. You stand out.\Thank you very much.\Of course. After all, I have the leading role.\Leading role?\The libero goes on and off the court frequently during a match. response:	He's the only one that needs to be noticeable. Idiot.
context: Huh?\Here.\But only Noya-san's is orange. You stand out.\Thank you very much.\Of course. After all, I have the leading role.\Leading role?\The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot. response:	I know that. I totally know that.
context: Here.\But only Noya-san's is orange. You stand out.\Thank you very much.\Of course. After all, I have the leading role.\Leading role?\The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that. response:	Kageyama is one notch higher than me...
context: But only Noya-san's is orange. You stand out.\Thank you very much.\Of course. After all, I have the leading role.\Leading role?\The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that.\Kageyama is one notch higher than me... response:	I knew he was going to say that.
context: Thank you very much.\Of course. After all, I have the leading role.\Leading role?\The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that.\Kageyama is one notch higher than me...\I knew he was going to say that. response:	Just be grateful we first-years get to wear a uniform at all.
context: Of course. After all, I have the leading role.\Leading role?\The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that.\Kageyama is one notch higher than me...\I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all. response:	I know that.
context: Leading role?\The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that.\Kageyama is one notch higher than me...\I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all.\I know that. response:	Yeah, I guess you don't remember that number,
context: The libero goes on and off the court frequently during a match.\He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that.\Kageyama is one notch higher than me...\I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all.\I know that.\Yeah, I guess you don't remember that number, response:	because you saw it only once on TV, right?
context: He's the only one that needs to be noticeable. Idiot.\I know that. I totally know that.\Kageyama is one notch higher than me...\I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all.\I know that.\Yeah, I guess you don't remember that number,\because you saw it only once on TV, right? response:	Huh?
context: I know that. I totally know that.\Kageyama is one notch higher than me...\I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all.\I know that.\Yeah, I guess you don't remember that number,\because you saw it only once on TV, right?\Huh? response:	The Little Giant wore 10 when he went to nationals.
context: Kageyama is one notch higher than me...\I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all.\I know that.\Yeah, I guess you don't remember that number,\because you saw it only once on TV, right?\Huh?\The Little Giant wore 10 when he went to nationals. response:	Was this your thoughtful idea, Coach?
context: I knew he was going to say that.\Just be grateful we first-years get to wear a uniform at all.\I know that.\Yeah, I guess you don't remember that number,\because you saw it only once on TV, right?\Huh?\The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach? response:	Nope, just a coincidence.
context: Just be grateful we first-years get to wear a uniform at all.\I know that.\Yeah, I guess you don't remember that number,\because you saw it only once on TV, right?\Huh?\The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach?\Nope, just a coincidence. response:	Then, it's destiny.
context: I know that.\Yeah, I guess you don't remember that number,\because you saw it only once on TV, right?\Huh?\The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach?\Nope, just a coincidence.\Then, it's destiny. response:	It's a coincidence.
context: Yeah, I guess you don't remember that number,\because you saw it only once on TV, right?\Huh?\The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach?\Nope, just a coincidence.\Then, it's destiny.\It's a coincidence. response:	Don't be jealous, Kageyama-kun.
context: because you saw it only once on TV, right?\Huh?\The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach?\Nope, just a coincidence.\Then, it's destiny.\It's a coincidence.\Don't be jealous, Kageyama-kun. response:	Why would I be jealous?
context: Huh?\The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach?\Nope, just a coincidence.\Then, it's destiny.\It's a coincidence.\Don't be jealous, Kageyama-kun.\Why would I be jealous? response:	By the way,
context: The Little Giant wore 10 when he went to nationals.\Was this your thoughtful idea, Coach?\Nope, just a coincidence.\Then, it's destiny.\It's a coincidence.\Don't be jealous, Kageyama-kun.\Why would I be jealous?\By the way, response:	The Little Giant that Hianata admires played on the best team Karasuno's ever had.
context: Was this your thoughtful idea, Coach?\Nope, just a coincidence.\Then, it's destiny.\It's a coincidence.\Don't be jealous, Kageyama-kun.\Why would I be jealous?\By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had. response:	But even then, Karasuno never defeated Nekoma. Not even once.
context: Nope, just a coincidence.\Then, it's destiny.\It's a coincidence.\Don't be jealous, Kageyama-kun.\Why would I be jealous?\By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once. response:	It was one loss after another.
context: Then, it's destiny.\It's a coincidence.\Don't be jealous, Kageyama-kun.\Why would I be jealous?\By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another. response:	I want you to turn the tables on them.
context: It's a coincidence.\Don't be jealous, Kageyama-kun.\Why would I be jealous?\By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another.\I want you to turn the tables on them. response:	Yeah.
context: Don't be jealous, Kageyama-kun.\Why would I be jealous?\By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another.\I want you to turn the tables on them.\Yeah. response:	Okay, let's start practice.
context: Why would I be jealous?\By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another.\I want you to turn the tables on them.\Yeah.\Okay, let's start practice. response:	Yeah.
context: By the way,\The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another.\I want you to turn the tables on them.\Yeah.\Okay, let's start practice.\Yeah. response:	Nekoma must be very good.
context: The Little Giant that Hianata admires played on the best team Karasuno's ever had.\But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another.\I want you to turn the tables on them.\Yeah.\Okay, let's start practice.\Yeah.\Nekoma must be very good. response:	What's their team like?
context: But even then, Karasuno never defeated Nekoma. Not even once.\It was one loss after another.\I want you to turn the tables on them.\Yeah.\Okay, let's start practice.\Yeah.\Nekoma must be very good.\What's their team like? response:	I don't know about now, but in the past,
context: It was one loss after another.\I want you to turn the tables on them.\Yeah.\Okay, let's start practice.\Yeah.\Nekoma must be very good.\What's their team like?\I don't know about now, but in the past, response:	the team has had very solid receivers.
context: I want you to turn the tables on them.\Yeah.\Okay, let's start practice.\Yeah.\Nekoma must be very good.\What's their team like?\I don't know about now, but in the past,\the team has had very solid receivers. response:	It's not that they had outstanding players.
context: Yeah.\Okay, let's start practice.\Yeah.\Nekoma must be very good.\What's their team like?\I don't know about now, but in the past,\the team has had very solid receivers.\It's not that they had outstanding players. response:	They just had no holes. They were the opposite of our team.
context: Okay, let's start practice.\Yeah.\Nekoma must be very good.\What's their team like?\I don't know about now, but in the past,\the team has had very solid receivers.\It's not that they had outstanding players.\They just had no holes. They were the opposite of our team. response:	They lived up to their Neko name...
context: Yeah.\Nekoma must be very good.\What's their team like?\I don't know about now, but in the past,\the team has had very solid receivers.\It's not that they had outstanding players.\They just had no holes. They were the opposite of our team.\They lived up to their Neko name... response:	They were flexible.
context: Nekoma must be very good.\What's their team like?\I don't know about now, but in the past,\the team has had very solid receivers.\It's not that they had outstanding players.\They just had no holes. They were the opposite of our team.\They lived up to their Neko name...\They were flexible. response:	What the heck?
context: What's their team like?\I don't know about now, but in the past,\the team has had very solid receivers.\It's not that they had outstanding players.\They just had no holes. They were the opposite of our team.\They lived up to their Neko name...\They were flexible.\What the heck? response:	We spike and spike, yet the ball never drops on their court!
context: I don't know about now, but in the past,\the team has had very solid receivers.\It's not that they had outstanding players.\They just had no holes. They were the opposite of our team.\They lived up to their Neko name...\They were flexible.\What the heck?\We spike and spike, yet the ball never drops on their court! response:	Nekoma Shirato
context: the team has had very solid receivers.\It's not that they had outstanding players.\They just had no holes. They were the opposite of our team.\They lived up to their Neko name...\They were flexible.\What the heck?\We spike and spike, yet the ball never drops on their court!\Nekoma Shirato response:	All right.
context: It's not that they had outstanding players.\They just had no holes. They were the opposite of our team.\They lived up to their Neko name...\They were flexible.\What the heck?\We spike and spike, yet the ball never drops on their court!\Nekoma Shirato\All right. response:	It's not like there's a genius player among them, in offense or defense...
context: They just had no holes. They were the opposite of our team.\They lived up to their Neko name...\They were flexible.\What the heck?\We spike and spike, yet the ball never drops on their court!\Nekoma Shirato\All right.\It's not like there's a genius player among them, in offense or defense... response:	Why are they so good?
context: They lived up to their Neko name...\They were flexible.\What the heck?\We spike and spike, yet the ball never drops on their court!\Nekoma Shirato\All right.\It's not like there's a genius player among them, in offense or defense...\Why are they so good? response:	About our destined opponent, Karasuno...
context: They were flexible.\What the heck?\We spike and spike, yet the ball never drops on their court!\Nekoma Shirato\All right.\It's not like there's a genius player among them, in offense or defense...\Why are they so good?\About our destined opponent, Karasuno... response:	Do they have a female manager or not?
context: What the heck?\We spike and spike, yet the ball never drops on their court!\Nekoma Shirato\All right.\It's not like there's a genius player among them, in offense or defense...\Why are they so good?\About our destined opponent, Karasuno...\Do they have a female manager or not? response:	I bet a yakisoba bread that they don't.
context: We spike and spike, yet the ball never drops on their court!\Nekoma Shirato\All right.\It's not like there's a genius player among them, in offense or defense...\Why are they so good?\About our destined opponent, Karasuno...\Do they have a female manager or not?\I bet a yakisoba bread that they don't. response:	What? I'd prefer that they did, so my bet is that they do.
context: Nekoma Shirato\All right.\It's not like there's a genius player among them, in offense or defense...\Why are they so good?\About our destined opponent, Karasuno...\Do they have a female manager or not?\I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do. response:	Me, too.
context: All right.\It's not like there's a genius player among them, in offense or defense...\Why are they so good?\About our destined opponent, Karasuno...\Do they have a female manager or not?\I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do.\Me, too. response:	Jackasses. We don't, so won't it make you mad if they do?
context: It's not like there's a genius player among them, in offense or defense...\Why are they so good?\About our destined opponent, Karasuno...\Do they have a female manager or not?\I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do.\Me, too.\Jackasses. We don't, so won't it make you mad if they do? response:	Uh...
context: Why are they so good?\About our destined opponent, Karasuno...\Do they have a female manager or not?\I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do.\Me, too.\Jackasses. We don't, so won't it make you mad if they do?\Uh... response:	What if they had a beauty for a manager?
context: About our destined opponent, Karasuno...\Do they have a female manager or not?\I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do.\Me, too.\Jackasses. We don't, so won't it make you mad if they do?\Uh...\What if they had a beauty for a manager? response:	I won't ever forgive them!
context: Do they have a female manager or not?\I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do.\Me, too.\Jackasses. We don't, so won't it make you mad if they do?\Uh...\What if they had a beauty for a manager?\I won't ever forgive them! response:	I never will.
context: I bet a yakisoba bread that they don't.\What? I'd prefer that they did, so my bet is that they do.\Me, too.\Jackasses. We don't, so won't it make you mad if they do?\Uh...\What if they had a beauty for a manager?\I won't ever forgive them!\I never will. response:	And if that's the case, you'd better watch out, Karasuno!
context: What? I'd prefer that they did, so my bet is that they do.\Me, too.\Jackasses. We don't, so won't it make you mad if they do?\Uh...\What if they had a beauty for a manager?\I won't ever forgive them!\I never will.\And if that's the case, you'd better watch out, Karasuno! response:	Shut up, Yamamoto!
context: Me, too.\Jackasses. We don't, so won't it make you mad if they do?\Uh...\What if they had a beauty for a manager?\I won't ever forgive them!\I never will.\And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto! response:	Hey, Kenma. What do you think?
context: Jackasses. We don't, so won't it make you mad if they do?\Uh...\What if they had a beauty for a manager?\I won't ever forgive them!\I never will.\And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto!\Hey, Kenma. What do you think? response:	I don't care either way.
context: Uh...\What if they had a beauty for a manager?\I won't ever forgive them!\I never will.\And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto!\Hey, Kenma. What do you think?\I don't care either way. response:	I knew you'd say that.
context: What if they had a beauty for a manager?\I won't ever forgive them!\I never will.\And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto!\Hey, Kenma. What do you think?\I don't care either way.\I knew you'd say that. response:	But...
context: I won't ever forgive them!\I never will.\And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto!\Hey, Kenma. What do you think?\I don't care either way.\I knew you'd say that.\But... response:	Huh?
context: I never will.\And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto!\Hey, Kenma. What do you think?\I don't care either way.\I knew you'd say that.\But...\Huh? response:	I'm kind of looking forward to it.
context: And if that's the case, you'd better watch out, Karasuno!\Shut up, Yamamoto!\Hey, Kenma. What do you think?\I don't care either way.\I knew you'd say that.\But...\Huh?\I'm kind of looking forward to it. response:	Our match against Karasuno.
context: Shut up, Yamamoto!\Hey, Kenma. What do you think?\I don't care either way.\I knew you'd say that.\But...\Huh?\I'm kind of looking forward to it.\Our match against Karasuno. response:	Kenma, who has no will to play, is looking forward to a match?
