context: Miss Kobayashi, your coffee's ready. response:	Oh, thank you.
context: What?\Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi.\I'm Tohru.\So, Tohru.\I'm not out to deny the existence of maid cafes. response:	Those are good in their own way,
context: Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi.\I'm Tohru.\So, Tohru.\I'm not out to deny the existence of maid cafes.\Those are good in their own way, response:	but they're a problem that helps contribute to the growing
context: Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi.\I'm Tohru.\So, Tohru.\I'm not out to deny the existence of maid cafes.\Those are good in their own way,\but they're a problem that helps contribute to the growing response:	trend of the maid profession being taken lightly...
context: and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi.\I'm Tohru.\So, Tohru.\I'm not out to deny the existence of maid cafes.\Those are good in their own way,\but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly... response:	Oborozuka. Oborozuka.
context: I'm Kobayashi.\I'm Tohru.\So, Tohru.\I'm not out to deny the existence of maid cafes.\Those are good in their own way,\but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly...\Oborozuka. Oborozuka. response:	Oborozuka
context: I'm Tohru.\So, Tohru.\I'm not out to deny the existence of maid cafes.\Those are good in their own way,\but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly...\Oborozuka. Oborozuka.\Oborozuka response:	I feel like I dreamt about something important...
context: So, Tohru.\I'm not out to deny the existence of maid cafes.\Those are good in their own way,\but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly...\Oborozuka. Oborozuka.\Oborozuka\I feel like I dreamt about something important... response:	I'm home.
context: I'm not out to deny the existence of maid cafes.\Those are good in their own way,\but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly...\Oborozuka. Oborozuka.\Oborozuka\I feel like I dreamt about something important...\I'm home. response:	Kobayashi!
context: Those are good in their own way,\but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly...\Oborozuka. Oborozuka.\Oborozuka\I feel like I dreamt about something important...\I'm home.\Kobayashi! response:	We just finished the omurice.
context: but they're a problem that helps contribute to the growing\trend of the maid profession being taken lightly...\Oborozuka. Oborozuka.\Oborozuka\I feel like I dreamt about something important...\I'm home.\Kobayashi!\We just finished the omurice. response:	I helped, too.
context: trend of the maid profession being taken lightly...\Oborozuka. Oborozuka.\Oborozuka\I feel like I dreamt about something important...\I'm home.\Kobayashi!\We just finished the omurice.\I helped, too. response:	I'm confident in it!
context: Oborozuka. Oborozuka.\Oborozuka\I feel like I dreamt about something important...\I'm home.\Kobayashi!\We just finished the omurice.\I helped, too.\I'm confident in it! response:	The omurice was delicious,
context: Oborozuka\I feel like I dreamt about something important...\I'm home.\Kobayashi!\We just finished the omurice.\I helped, too.\I'm confident in it!\The omurice was delicious, response:	but because I had to point out so many issues,
context: I feel like I dreamt about something important...\I'm home.\Kobayashi!\We just finished the omurice.\I helped, too.\I'm confident in it!\The omurice was delicious,\but because I had to point out so many issues, response:	I again failed to tell her they were good.
context: I'm home.\Kobayashi!\We just finished the omurice.\I helped, too.\I'm confident in it!\The omurice was delicious,\but because I had to point out so many issues,\I again failed to tell her they were good. response:	I can't believe it's raining all of a sudden!
context: Kobayashi!\We just finished the omurice.\I helped, too.\I'm confident in it!\The omurice was delicious,\but because I had to point out so many issues,\I again failed to tell her they were good.\I can't believe it's raining all of a sudden! response:	I'm home!
context: We just finished the omurice.\I helped, too.\I'm confident in it!\The omurice was delicious,\but because I had to point out so many issues,\I again failed to tell her they were good.\I can't believe it's raining all of a sudden!\I'm home! response:	They said there was no chance of rain.
context: I helped, too.\I'm confident in it!\The omurice was delicious,\but because I had to point out so many issues,\I again failed to tell her they were good.\I can't believe it's raining all of a sudden!\I'm home!\They said there was no chance of rain. response:	Help me, Takiya.
context: I'm confident in it!\The omurice was delicious,\but because I had to point out so many issues,\I again failed to tell her they were good.\I can't believe it's raining all of a sudden!\I'm home!\They said there was no chance of rain.\Help me, Takiya. response:	It's a guerrilla event.
context: The omurice was delicious,\but because I had to point out so many issues,\I again failed to tell her they were good.\I can't believe it's raining all of a sudden!\I'm home!\They said there was no chance of rain.\Help me, Takiya.\It's a guerrilla event. response:	Time to grind.
context: but because I had to point out so many issues,\I again failed to tell her they were good.\I can't believe it's raining all of a sudden!\I'm home!\They said there was no chance of rain.\Help me, Takiya.\It's a guerrilla event.\Time to grind. response:	Coming, coming!
context: I again failed to tell her they were good.\I can't believe it's raining all of a sudden!\I'm home!\They said there was no chance of rain.\Help me, Takiya.\It's a guerrilla event.\Time to grind.\Coming, coming! response:	Hmm...
context: I can't believe it's raining all of a sudden!\I'm home!\They said there was no chance of rain.\Help me, Takiya.\It's a guerrilla event.\Time to grind.\Coming, coming!\Hmm... response:	I guess we'll be having this for lunch for a while.
context: I'm home!\They said there was no chance of rain.\Help me, Takiya.\It's a guerrilla event.\Time to grind.\Coming, coming!\Hmm...\I guess we'll be having this for lunch for a while. response:	So cute!
context: They said there was no chance of rain.\Help me, Takiya.\It's a guerrilla event.\Time to grind.\Coming, coming!\Hmm...\I guess we'll be having this for lunch for a while.\So cute! response:	Is it okay if I pet him?
context: Help me, Takiya.\It's a guerrilla event.\Time to grind.\Coming, coming!\Hmm...\I guess we'll be having this for lunch for a while.\So cute!\Is it okay if I pet him? response:	Sure!
context: It's a guerrilla event.\Time to grind.\Coming, coming!\Hmm...\I guess we'll be having this for lunch for a while.\So cute!\Is it okay if I pet him?\Sure! response:	World Wide Dogs
context: Time to grind.\Coming, coming!\Hmm...\I guess we'll be having this for lunch for a while.\So cute!\Is it okay if I pet him?\Sure!\World Wide Dogs response:	Entertainer Special
context: Coming, coming!\Hmm...\I guess we'll be having this for lunch for a while.\So cute!\Is it okay if I pet him?\Sure!\World Wide Dogs\Entertainer Special response:	Entertainers' Pet Gathering
context: Hmm...\I guess we'll be having this for lunch for a while.\So cute!\Is it okay if I pet him?\Sure!\World Wide Dogs\Entertainer Special\Entertainers' Pet Gathering response:	Ridiculous.
context: I guess we'll be having this for lunch for a while.\So cute!\Is it okay if I pet him?\Sure!\World Wide Dogs\Entertainer Special\Entertainers' Pet Gathering\Ridiculous. response:	Oh, hey, it's cramped.
context: So cute!\Is it okay if I pet him?\Sure!\World Wide Dogs\Entertainer Special\Entertainers' Pet Gathering\Ridiculous.\Oh, hey, it's cramped. response:	What mere pets, acting affectionate with humans.
context: Is it okay if I pet him?\Sure!\World Wide Dogs\Entertainer Special\Entertainers' Pet Gathering\Ridiculous.\Oh, hey, it's cramped.\What mere pets, acting affectionate with humans. response:	You're one to talk.
context: Sure!\World Wide Dogs\Entertainer Special\Entertainers' Pet Gathering\Ridiculous.\Oh, hey, it's cramped.\What mere pets, acting affectionate with humans.\You're one to talk. response:	Kanna.
context: World Wide Dogs\Entertainer Special\Entertainers' Pet Gathering\Ridiculous.\Oh, hey, it's cramped.\What mere pets, acting affectionate with humans.\You're one to talk.\Kanna. response:	No.
context: Entertainer Special\Entertainers' Pet Gathering\Ridiculous.\Oh, hey, it's cramped.\What mere pets, acting affectionate with humans.\You're one to talk.\Kanna.\No. response:	Speaking of which, were there any humans you were close to in your old world?
context: Entertainers' Pet Gathering\Ridiculous.\Oh, hey, it's cramped.\What mere pets, acting affectionate with humans.\You're one to talk.\Kanna.\No.\Speaking of which, were there any humans you were close to in your old world? response:	Humans?
context: Ridiculous.\Oh, hey, it's cramped.\What mere pets, acting affectionate with humans.\You're one to talk.\Kanna.\No.\Speaking of which, were there any humans you were close to in your old world?\Humans? response:	Well, if I had to say, there was one human I associated with for a time.
context: Oh, hey, it's cramped.\What mere pets, acting affectionate with humans.\You're one to talk.\Kanna.\No.\Speaking of which, were there any humans you were close to in your old world?\Humans?\Well, if I had to say, there was one human I associated with for a time. response:	Oh? What were they like?
context: What mere pets, acting affectionate with humans.\You're one to talk.\Kanna.\No.\Speaking of which, were there any humans you were close to in your old world?\Humans?\Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like? response:	Well, allow me to talk about my former self a bit.
context: You're one to talk.\Kanna.\No.\Speaking of which, were there any humans you were close to in your old world?\Humans?\Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like?\Well, allow me to talk about my former self a bit. response:	I first met that human in an empty, ruined village.
context: Kanna.\No.\Speaking of which, were there any humans you were close to in your old world?\Humans?\Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like?\Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village. response:	Hmm, guess I'll make this place my home for a while.
context: No.\Speaking of which, were there any humans you were close to in your old world?\Humans?\Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like?\Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while. response:	Hmm?
context: Speaking of which, were there any humans you were close to in your old world?\Humans?\Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like?\Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while.\Hmm? response:	It's rare to see a dragon in a place like this!
context: Humans?\Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like?\Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while.\Hmm?\It's rare to see a dragon in a place like this! response:	I was just lying low for a bit.
context: Well, if I had to say, there was one human I associated with for a time.\Oh? What were they like?\Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while.\Hmm?\It's rare to see a dragon in a place like this!\I was just lying low for a bit. response:	Let me stay with you for a while!
context: Oh? What were they like?\Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while.\Hmm?\It's rare to see a dragon in a place like this!\I was just lying low for a bit.\Let me stay with you for a while! response:	A bandit?
context: Well, allow me to talk about my former self a bit.\I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while.\Hmm?\It's rare to see a dragon in a place like this!\I was just lying low for a bit.\Let me stay with you for a while!\A bandit? response:	Uh-huh.
context: I first met that human in an empty, ruined village.\Hmm, guess I'll make this place my home for a while.\Hmm?\It's rare to see a dragon in a place like this!\I was just lying low for a bit.\Let me stay with you for a while!\A bandit?\Uh-huh. response:	I mistook a noble for a merchant and attacked them, now I'm on the run.
context: Hmm, guess I'll make this place my home for a while.\Hmm?\It's rare to see a dragon in a place like this!\I was just lying low for a bit.\Let me stay with you for a while!\A bandit?\Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run. response:	All my comrades have been captured,
context: Hmm?\It's rare to see a dragon in a place like this!\I was just lying low for a bit.\Let me stay with you for a while!\A bandit?\Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured, response:	so I'm all alone now and I was wondering what to do next.
context: It's rare to see a dragon in a place like this!\I was just lying low for a bit.\Let me stay with you for a while!\A bandit?\Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured,\so I'm all alone now and I was wondering what to do next. response:	I'm not interested in you.
context: I was just lying low for a bit.\Let me stay with you for a while!\A bandit?\Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured,\so I'm all alone now and I was wondering what to do next.\I'm not interested in you. response:	If you don't get lost, I'll just kill you.
context: Let me stay with you for a while!\A bandit?\Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured,\so I'm all alone now and I was wondering what to do next.\I'm not interested in you.\If you don't get lost, I'll just kill you. response:	How dare you... Why do you laugh?
context: A bandit?\Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured,\so I'm all alone now and I was wondering what to do next.\I'm not interested in you.\If you don't get lost, I'll just kill you.\How dare you... Why do you laugh? response:	Oh, sorry!
context: Uh-huh.\I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured,\so I'm all alone now and I was wondering what to do next.\I'm not interested in you.\If you don't get lost, I'll just kill you.\How dare you... Why do you laugh?\Oh, sorry! response:	This is the first time I've ever heard anyone say
context: I mistook a noble for a merchant and attacked them, now I'm on the run.\All my comrades have been captured,\so I'm all alone now and I was wondering what to do next.\I'm not interested in you.\If you don't get lost, I'll just kill you.\How dare you... Why do you laugh?\Oh, sorry!\This is the first time I've ever heard anyone say response:	they'd kill me with so little intent behind the words!
context: All my comrades have been captured,\so I'm all alone now and I was wondering what to do next.\I'm not interested in you.\If you don't get lost, I'll just kill you.\How dare you... Why do you laugh?\Oh, sorry!\This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words! response:	Miss Dragon, you're not used to threatening people, are you?
context: so I'm all alone now and I was wondering what to do next.\I'm not interested in you.\If you don't get lost, I'll just kill you.\How dare you... Why do you laugh?\Oh, sorry!\This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you? response:	It's not just a threat!
context: I'm not interested in you.\If you don't get lost, I'll just kill you.\How dare you... Why do you laugh?\Oh, sorry!\This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you?\It's not just a threat! response:	See?
context: If you don't get lost, I'll just kill you.\How dare you... Why do you laugh?\Oh, sorry!\This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you?\It's not just a threat!\See? response:	So it's okay, right?
context: How dare you... Why do you laugh?\Oh, sorry!\This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you?\It's not just a threat!\See?\So it's okay, right? response:	Let me stay for a while.
context: Oh, sorry!\This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you?\It's not just a threat!\See?\So it's okay, right?\Let me stay for a while. response:	Do as you please.
context: This is the first time I've ever heard anyone say\they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you?\It's not just a threat!\See?\So it's okay, right?\Let me stay for a while.\Do as you please. response:	Yeah.
context: they'd kill me with so little intent behind the words!\Miss Dragon, you're not used to threatening people, are you?\It's not just a threat!\See?\So it's okay, right?\Let me stay for a while.\Do as you please.\Yeah. response:	Thinking back on it now, I could've just left myself.
context: Miss Dragon, you're not used to threatening people, are you?\It's not just a threat!\See?\So it's okay, right?\Let me stay for a while.\Do as you please.\Yeah.\Thinking back on it now, I could've just left myself. response:	But at the time I couldn't let myself yield to a human.
context: It's not just a threat!\See?\So it's okay, right?\Let me stay for a while.\Do as you please.\Yeah.\Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human. response:	Hey, hey, what's it feel like being a dragon?
context: See?\So it's okay, right?\Let me stay for a while.\Do as you please.\Yeah.\Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon? response:	What do you mean?
context: So it's okay, right?\Let me stay for a while.\Do as you please.\Yeah.\Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon?\What do you mean? response:	You can fly through the sky, and possess such power you'll never lose to anyone.
context: Let me stay for a while.\Do as you please.\Yeah.\Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon?\What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone. response:	I want to know what it feels like to be able to live freely in this world.
context: Do as you please.\Yeah.\Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon?\What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world. response:	Huh? You're ignoring me?
context: Yeah.\Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon?\What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me? response:	No way!
context: Thinking back on it now, I could've just left myself.\But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon?\What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me?\No way! response:	At the time I found myself thinking.
context: But at the time I couldn't let myself yield to a human.\Hey, hey, what's it feel like being a dragon?\What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me?\No way!\At the time I found myself thinking. response:	You responded to me! Hey!
context: Hey, hey, what's it feel like being a dragon?\What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me?\No way!\At the time I found myself thinking.\You responded to me! Hey! response:	What was my freedom like?
context: What do you mean?\You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me?\No way!\At the time I found myself thinking.\You responded to me! Hey!\What was my freedom like? response:	I never thought of myself as free before then.
context: You can fly through the sky, and possess such power you'll never lose to anyone.\I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me?\No way!\At the time I found myself thinking.\You responded to me! Hey!\What was my freedom like?\I never thought of myself as free before then. response:	I was born with the chaos faction, lived with chaos, and fought the divine.
context: I want to know what it feels like to be able to live freely in this world.\Huh? You're ignoring me?\No way!\At the time I found myself thinking.\You responded to me! Hey!\What was my freedom like?\I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine. response:	If that all ended, would I be free?
context: Huh? You're ignoring me?\No way!\At the time I found myself thinking.\You responded to me! Hey!\What was my freedom like?\I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free? response:	Would it ever end?
context: No way!\At the time I found myself thinking.\You responded to me! Hey!\What was my freedom like?\I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free?\Would it ever end? response:	Even if it did end, and I was free, what would I...?
context: At the time I found myself thinking.\You responded to me! Hey!\What was my freedom like?\I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free?\Would it ever end?\Even if it did end, and I was free, what would I...? response:	What would you do if you had freedom?
context: You responded to me! Hey!\What was my freedom like?\I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free?\Would it ever end?\Even if it did end, and I was free, what would I...?\What would you do if you had freedom? response:	Hmm?
context: What was my freedom like?\I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free?\Would it ever end?\Even if it did end, and I was free, what would I...?\What would you do if you had freedom?\Hmm? response:	Be a maid!
context: I never thought of myself as free before then.\I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free?\Would it ever end?\Even if it did end, and I was free, what would I...?\What would you do if you had freedom?\Hmm?\Be a maid! response:	A maid?
context: I was born with the chaos faction, lived with chaos, and fought the divine.\If that all ended, would I be free?\Would it ever end?\Even if it did end, and I was free, what would I...?\What would you do if you had freedom?\Hmm?\Be a maid!\A maid? response:	Yes. A maid.
context: If that all ended, would I be free?\Would it ever end?\Even if it did end, and I was free, what would I...?\What would you do if you had freedom?\Hmm?\Be a maid!\A maid?\Yes. A maid. response:	I'd wear a cute maid outfit,
context: Would it ever end?\Even if it did end, and I was free, what would I...?\What would you do if you had freedom?\Hmm?\Be a maid!\A maid?\Yes. A maid.\I'd wear a cute maid outfit, response:	greet guests with my best smile, fall in love with my master.
context: Even if it did end, and I was free, what would I...?\What would you do if you had freedom?\Hmm?\Be a maid!\A maid?\Yes. A maid.\I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master. response:	You'd just be enslaving yourself.
context: What would you do if you had freedom?\Hmm?\Be a maid!\A maid?\Yes. A maid.\I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself. response:	Yes!
context: Hmm?\Be a maid!\A maid?\Yes. A maid.\I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself.\Yes! response:	But it'd be my choice.
context: Be a maid!\A maid?\Yes. A maid.\I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself.\Yes!\But it'd be my choice. response:	I would have a choice.
context: A maid?\Yes. A maid.\I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself.\Yes!\But it'd be my choice.\I would have a choice. response:	If I had a choice, I think my life would be different.
context: Yes. A maid.\I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself.\Yes!\But it'd be my choice.\I would have a choice.\If I had a choice, I think my life would be different. response:	If I could choose my own life,
context: I'd wear a cute maid outfit,\greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself.\Yes!\But it'd be my choice.\I would have a choice.\If I had a choice, I think my life would be different.\If I could choose my own life, response:	and my only two choices were becoming a bandit or becoming a slave, then...
context: greet guests with my best smile, fall in love with my master.\You'd just be enslaving yourself.\Yes!\But it'd be my choice.\I would have a choice.\If I had a choice, I think my life would be different.\If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then... response:	I see.
context: You'd just be enslaving yourself.\Yes!\But it'd be my choice.\I would have a choice.\If I had a choice, I think my life would be different.\If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then...\I see. response:	Yeah.
context: Yes!\But it'd be my choice.\I would have a choice.\If I had a choice, I think my life would be different.\If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then...\I see.\Yeah. response:	Thinking back on it, I had never made my own choice,
context: But it'd be my choice.\I would have a choice.\If I had a choice, I think my life would be different.\If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then...\I see.\Yeah.\Thinking back on it, I had never made my own choice, response:	and I thought that was fine.
context: I would have a choice.\If I had a choice, I think my life would be different.\If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then...\I see.\Yeah.\Thinking back on it, I had never made my own choice,\and I thought that was fine. response:	There wasn't anyone I wanted to see anyway.
context: If I had a choice, I think my life would be different.\If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then...\I see.\Yeah.\Thinking back on it, I had never made my own choice,\and I thought that was fine.\There wasn't anyone I wanted to see anyway. response:	So I chatted with that girl for a while after that.
context: If I could choose my own life,\and my only two choices were becoming a bandit or becoming a slave, then...\I see.\Yeah.\Thinking back on it, I had never made my own choice,\and I thought that was fine.\There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that. response:	I think I should be good now.
context: and my only two choices were becoming a bandit or becoming a slave, then...\I see.\Yeah.\Thinking back on it, I had never made my own choice,\and I thought that was fine.\There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that.\I think I should be good now. response:	You're leaving?
context: I see.\Yeah.\Thinking back on it, I had never made my own choice,\and I thought that was fine.\There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that.\I think I should be good now.\You're leaving? response:	Yeah.
context: Yeah.\Thinking back on it, I had never made my own choice,\and I thought that was fine.\There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that.\I think I should be good now.\You're leaving?\Yeah. response:	I'm going to cross the mountains and try heading to the next nation over.
context: Thinking back on it, I had never made my own choice,\and I thought that was fine.\There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that.\I think I should be good now.\You're leaving?\Yeah.\I'm going to cross the mountains and try heading to the next nation over. response:	I'm sure there'll be something there.
context: and I thought that was fine.\There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that.\I think I should be good now.\You're leaving?\Yeah.\I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there. response:	Oh, Miss Dragon, let me ride you.
context: There wasn't anyone I wanted to see anyway.\So I chatted with that girl for a while after that.\I think I should be good now.\You're leaving?\Yeah.\I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you. response:	Bug off! I'll never let a human ride me!
context: So I chatted with that girl for a while after that.\I think I should be good now.\You're leaving?\Yeah.\I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me! response:	Cheapskate.
context: I think I should be good now.\You're leaving?\Yeah.\I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me!\Cheapskate. response:	I'll die before I let a human ride me.
context: You're leaving?\Yeah.\I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me!\Cheapskate.\I'll die before I let a human ride me. response:	Well, later.
context: Yeah.\I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me!\Cheapskate.\I'll die before I let a human ride me.\Well, later. response:	Thank you, Miss Dragon!
context: I'm going to cross the mountains and try heading to the next nation over.\I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me!\Cheapskate.\I'll die before I let a human ride me.\Well, later.\Thank you, Miss Dragon! response:	For what?
context: I'm sure there'll be something there.\Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me!\Cheapskate.\I'll die before I let a human ride me.\Well, later.\Thank you, Miss Dragon!\For what? response:	For being with me.
context: Oh, Miss Dragon, let me ride you.\Bug off! I'll never let a human ride me!\Cheapskate.\I'll die before I let a human ride me.\Well, later.\Thank you, Miss Dragon!\For what?\For being with me. response:	And so I parted ways with that annoying human.
context: Bug off! I'll never let a human ride me!\Cheapskate.\I'll die before I let a human ride me.\Well, later.\Thank you, Miss Dragon!\For what?\For being with me.\And so I parted ways with that annoying human. response:	At least, that's how I should have felt.
context: Cheapskate.\I'll die before I let a human ride me.\Well, later.\Thank you, Miss Dragon!\For what?\For being with me.\And so I parted ways with that annoying human.\At least, that's how I should have felt. response:	Yet I felt a little sad...
context: I'll die before I let a human ride me.\Well, later.\Thank you, Miss Dragon!\For what?\For being with me.\And so I parted ways with that annoying human.\At least, that's how I should have felt.\Yet I felt a little sad... response:	and uncomfortable.
context: Well, later.\Thank you, Miss Dragon!\For what?\For being with me.\And so I parted ways with that annoying human.\At least, that's how I should have felt.\Yet I felt a little sad...\and uncomfortable. response:	Then maybe that person had something to do with why you're my maid now.
context: Thank you, Miss Dragon!\For what?\For being with me.\And so I parted ways with that annoying human.\At least, that's how I should have felt.\Yet I felt a little sad...\and uncomfortable.\Then maybe that person had something to do with why you're my maid now. response:	You're right.
context: For what?\For being with me.\And so I parted ways with that annoying human.\At least, that's how I should have felt.\Yet I felt a little sad...\and uncomfortable.\Then maybe that person had something to do with why you're my maid now.\You're right. response:	It's rare of me to say this, but I wouldn't mind seeing that human again.
context: For being with me.\And so I parted ways with that annoying human.\At least, that's how I should have felt.\Yet I felt a little sad...\and uncomfortable.\Then maybe that person had something to do with why you're my maid now.\You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again. response:	I see.
context: And so I parted ways with that annoying human.\At least, that's how I should have felt.\Yet I felt a little sad...\and uncomfortable.\Then maybe that person had something to do with why you're my maid now.\You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again.\I see. response:	Yes.
context: At least, that's how I should have felt.\Yet I felt a little sad...\and uncomfortable.\Then maybe that person had something to do with why you're my maid now.\You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again.\I see.\Yes. response:	By the way, Tohru.
