context: I've prepared all I can. response:	Now, I just have to do it the way I practiced.
context: It's your turn next, Aoyama.\Huh?\Good luck with your audition.\When is it?\What's wrong?\Actually, there's a favor I want to ask of you...\Would that be okay?\What did you want to talk to me about? response:	It's actually pretty important, I guess.
context: Huh?\Good luck with your audition.\When is it?\What's wrong?\Actually, there's a favor I want to ask of you...\Would that be okay?\What did you want to talk to me about?\It's actually pretty important, I guess. response:	There's actually something I've always wanted to tell you...
context: Good luck with your audition.\When is it?\What's wrong?\Actually, there's a favor I want to ask of you...\Would that be okay?\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you... response:	I've always...
context: When is it?\What's wrong?\Actually, there's a favor I want to ask of you...\Would that be okay?\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always... response:	Always...
context: What's wrong?\Actually, there's a favor I want to ask of you...\Would that be okay?\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always... response:	I've always loved you.
context: Actually, there's a favor I want to ask of you...\Would that be okay?\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\I've always loved you. response:	I love you!
context: Would that be okay?\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\I've always loved you.\I love you! response:	Uh, um...
context: What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\I've always loved you.\I love you!\Uh, um... response:	Well, um...
context: It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\I've always loved you.\I love you!\Uh, um...\Well, um... response:	I-I feel the same way.
context: There's actually something I've always wanted to tell you...\I've always...\Always...\I've always loved you.\I love you!\Uh, um...\Well, um...\I-I feel the same way. response:	I-I also l-l-lo...
context: I've always...\Always...\I've always loved you.\I love you!\Uh, um...\Well, um...\I-I feel the same way.\I-I also l-l-lo... response:	I can't do it!
context: Always...\I've always loved you.\I love you!\Uh, um...\Well, um...\I-I feel the same way.\I-I also l-l-lo...\I can't do it! response:	H-Hey! Don't be so embarrassed about it!
context: I've always loved you.\I love you!\Uh, um...\Well, um...\I-I feel the same way.\I-I also l-l-lo...\I can't do it!\H-Hey! Don't be so embarrassed about it! response:	You're making me embarrassed!
context: I love you!\Uh, um...\Well, um...\I-I feel the same way.\I-I also l-l-lo...\I can't do it!\H-Hey! Don't be so embarrassed about it!\You're making me embarrassed! response:	Y-Yeah, but...
context: Uh, um...\Well, um...\I-I feel the same way.\I-I also l-l-lo...\I can't do it!\H-Hey! Don't be so embarrassed about it!\You're making me embarrassed!\Y-Yeah, but... response:	We're just acting, remember?
context: Well, um...\I-I feel the same way.\I-I also l-l-lo...\I can't do it!\H-Hey! Don't be so embarrassed about it!\You're making me embarrassed!\Y-Yeah, but...\We're just acting, remember? response:	R-Right...
context: I-I feel the same way.\I-I also l-l-lo...\I can't do it!\H-Hey! Don't be so embarrassed about it!\You're making me embarrassed!\Y-Yeah, but...\We're just acting, remember?\R-Right... response:	Okay, let's take it from the top.
context: I-I also l-l-lo...\I can't do it!\H-Hey! Don't be so embarrassed about it!\You're making me embarrassed!\Y-Yeah, but...\We're just acting, remember?\R-Right...\Okay, let's take it from the top. response:	Sure.
context: I can't do it!\H-Hey! Don't be so embarrassed about it!\You're making me embarrassed!\Y-Yeah, but...\We're just acting, remember?\R-Right...\Okay, let's take it from the top.\Sure. response:	What did you want to talk to me about?
context: H-Hey! Don't be so embarrassed about it!\You're making me embarrassed!\Y-Yeah, but...\We're just acting, remember?\R-Right...\Okay, let's take it from the top.\Sure.\What did you want to talk to me about? response:	It's actually pretty important, I guess.
context: You're making me embarrassed!\Y-Yeah, but...\We're just acting, remember?\R-Right...\Okay, let's take it from the top.\Sure.\What did you want to talk to me about?\It's actually pretty important, I guess. response:	Watching Kanda-kun and Aoyama-san together makes you feel gloomy?
context: Y-Yeah, but...\We're just acting, remember?\R-Right...\Okay, let's take it from the top.\Sure.\What did you want to talk to me about?\It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy? response:	What do you mean by gloomy?
context: We're just acting, remember?\R-Right...\Okay, let's take it from the top.\Sure.\What did you want to talk to me about?\It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy? response:	I get this weird feeling right here.
context: R-Right...\Okay, let's take it from the top.\Sure.\What did you want to talk to me about?\It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy?\I get this weird feeling right here. response:	Hold on.
context: Okay, let's take it from the top.\Sure.\What did you want to talk to me about?\It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy?\I get this weird feeling right here.\Hold on. response:	What?
context: Sure.\What did you want to talk to me about?\It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy?\I get this weird feeling right here.\Hold on.\What? response:	This is an important time for you.
context: What did you want to talk to me about?\It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy?\I get this weird feeling right here.\Hold on.\What?\This is an important time for you. response:	Read these and study them.
context: It's actually pretty important, I guess.\Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy?\I get this weird feeling right here.\Hold on.\What?\This is an important time for you.\Read these and study them. response:	And pour all that gloom into your manga.
context: Watching Kanda-kun and Aoyama-san together makes you feel gloomy?\What do you mean by gloomy?\I get this weird feeling right here.\Hold on.\What?\This is an important time for you.\Read these and study them.\And pour all that gloom into your manga. response:	Pour it into my manga...
context: What do you mean by gloomy?\I get this weird feeling right here.\Hold on.\What?\This is an important time for you.\Read these and study them.\And pour all that gloom into your manga.\Pour it into my manga... response:	What?! Nanami, this is your chance!
context: I get this weird feeling right here.\Hold on.\What?\This is an important time for you.\Read these and study them.\And pour all that gloom into your manga.\Pour it into my manga...\What?! Nanami, this is your chance! response:	Oh, gimme a break.
context: Hold on.\What?\This is an important time for you.\Read these and study them.\And pour all that gloom into your manga.\Pour it into my manga...\What?! Nanami, this is your chance!\Oh, gimme a break. response:	Mayu, you say that every time.
context: What?\This is an important time for you.\Read these and study them.\And pour all that gloom into your manga.\Pour it into my manga...\What?! Nanami, this is your chance!\Oh, gimme a break.\Mayu, you say that every time. response:	But it says, I love you in the script, right?
context: This is an important time for you.\Read these and study them.\And pour all that gloom into your manga.\Pour it into my manga...\What?! Nanami, this is your chance!\Oh, gimme a break.\Mayu, you say that every time.\But it says, I love you in the script, right? response:	Why don't you use it as an excuse to confess your feelings to him?
context: Read these and study them.\And pour all that gloom into your manga.\Pour it into my manga...\What?! Nanami, this is your chance!\Oh, gimme a break.\Mayu, you say that every time.\But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him? response:	She's right.
context: And pour all that gloom into your manga.\Pour it into my manga...\What?! Nanami, this is your chance!\Oh, gimme a break.\Mayu, you say that every time.\But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him?\She's right. response:	If Kanda agreed to help you, it means he's not against the idea.
context: Pour it into my manga...\What?! Nanami, this is your chance!\Oh, gimme a break.\Mayu, you say that every time.\But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him?\She's right.\If Kanda agreed to help you, it means he's not against the idea. response:	Valentine's Day is coming up, so it'd be perfect.
context: What?! Nanami, this is your chance!\Oh, gimme a break.\Mayu, you say that every time.\But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him?\She's right.\If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect. response:	No, no!
context: Oh, gimme a break.\Mayu, you say that every time.\But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him?\She's right.\If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect.\No, no! response:	It's just for my audition!
context: Mayu, you say that every time.\But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him?\She's right.\If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect.\No, no!\It's just for my audition! response:	I can't go into that with impure motives!
context: But it says, I love you in the script, right?\Why don't you use it as an excuse to confess your feelings to him?\She's right.\If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect.\No, no!\It's just for my audition!\I can't go into that with impure motives! response:	You're always so difficult.
context: Why don't you use it as an excuse to confess your feelings to him?\She's right.\If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect.\No, no!\It's just for my audition!\I can't go into that with impure motives!\You're always so difficult. response:	Just do it.
context: She's right.\If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect.\No, no!\It's just for my audition!\I can't go into that with impure motives!\You're always so difficult.\Just do it. response:	February 14th is Valentine's Day
context: If Kanda agreed to help you, it means he's not against the idea.\Valentine's Day is coming up, so it'd be perfect.\No, no!\It's just for my audition!\I can't go into that with impure motives!\You're always so difficult.\Just do it.\February 14th is Valentine's Day response:	What did you want to talk to me about?
context: Valentine's Day is coming up, so it'd be perfect.\No, no!\It's just for my audition!\I can't go into that with impure motives!\You're always so difficult.\Just do it.\February 14th is Valentine's Day\What did you want to talk to me about? response:	It's actually pretty important, I guess.
context: No, no!\It's just for my audition!\I can't go into that with impure motives!\You're always so difficult.\Just do it.\February 14th is Valentine's Day\What did you want to talk to me about?\It's actually pretty important, I guess. response:	There's actually something I've always wanted to tell you...
context: It's just for my audition!\I can't go into that with impure motives!\You're always so difficult.\Just do it.\February 14th is Valentine's Day\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you... response:	I've always...
context: I can't go into that with impure motives!\You're always so difficult.\Just do it.\February 14th is Valentine's Day\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always... response:	Always...
context: You're always so difficult.\Just do it.\February 14th is Valentine's Day\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always... response:	Always...
context: Just do it.\February 14th is Valentine's Day\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\Always... response:	Why don't you use it as an excuse to confess your feelings to him?
context: February 14th is Valentine's Day\What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\Always...\Why don't you use it as an excuse to confess your feelings to him? response:	I can't, I can't, I can't!
context: What did you want to talk to me about?\It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\Always...\Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't! response:	Wh-Wh-What?!
context: It's actually pretty important, I guess.\There's actually something I've always wanted to tell you...\I've always...\Always...\Always...\Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't!\Wh-Wh-What?! response:	Mashiron?
context: There's actually something I've always wanted to tell you...\I've always...\Always...\Always...\Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't!\Wh-Wh-What?!\Mashiron? response:	You're working hard, too.
context: I've always...\Always...\Always...\Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't!\Wh-Wh-What?!\Mashiron?\You're working hard, too. response:	I love you!!
context: Always...\Always...\Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't!\Wh-Wh-What?!\Mashiron?\You're working hard, too.\I love you!! response:	Please accept this!!
context: Always...\Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't!\Wh-Wh-What?!\Mashiron?\You're working hard, too.\I love you!!\Please accept this!! response:	Valentine's Day...
context: Why don't you use it as an excuse to confess your feelings to him?\I can't, I can't, I can't!\Wh-Wh-What?!\Mashiron?\You're working hard, too.\I love you!!\Please accept this!!\Valentine's Day... response:	Let's move forward with this game concept.
context: I can't, I can't, I can't!\Wh-Wh-What?!\Mashiron?\You're working hard, too.\I love you!!\Please accept this!!\Valentine's Day...\Let's move forward with this game concept. response:	Rhythm Battler
context: Wh-Wh-What?!\Mashiron?\You're working hard, too.\I love you!!\Please accept this!!\Valentine's Day...\Let's move forward with this game concept.\Rhythm Battler response:	Okay, thank you.
context: Mashiron?\You're working hard, too.\I love you!!\Please accept this!!\Valentine's Day...\Let's move forward with this game concept.\Rhythm Battler\Okay, thank you. response:	By the way, that illustration from your presentation...
context: You're working hard, too.\I love you!!\Please accept this!!\Valentine's Day...\Let's move forward with this game concept.\Rhythm Battler\Okay, thank you.\By the way, that illustration from your presentation... response:	Who drew that?
context: I love you!!\Please accept this!!\Valentine's Day...\Let's move forward with this game concept.\Rhythm Battler\Okay, thank you.\By the way, that illustration from your presentation...\Who drew that? response:	Oh, that's Sakura Hall's...
context: Please accept this!!\Valentine's Day...\Let's move forward with this game concept.\Rhythm Battler\Okay, thank you.\By the way, that illustration from your presentation...\Who drew that?\Oh, that's Sakura Hall's... response:	I mean, someone living in my dorm drew it.
context: Valentine's Day...\Let's move forward with this game concept.\Rhythm Battler\Okay, thank you.\By the way, that illustration from your presentation...\Who drew that?\Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it. response:	Sakura Hall?
context: Let's move forward with this game concept.\Rhythm Battler\Okay, thank you.\By the way, that illustration from your presentation...\Who drew that?\Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it.\Sakura Hall? response:	You're one of Chihiro-sensei's students, then.
context: Rhythm Battler\Okay, thank you.\By the way, that illustration from your presentation...\Who drew that?\Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it.\Sakura Hall?\You're one of Chihiro-sensei's students, then. response:	You know Chihiro-sensei?
context: Okay, thank you.\By the way, that illustration from your presentation...\Who drew that?\Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it.\Sakura Hall?\You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei? response:	Yes, we were classmates.
context: By the way, that illustration from your presentation...\Who drew that?\Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it.\Sakura Hall?\You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei?\Yes, we were classmates. response:	What? Really?!
context: Who drew that?\Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it.\Sakura Hall?\You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei?\Yes, we were classmates.\What? Really?! response:	Her cousin drew that illustration!
context: Oh, that's Sakura Hall's...\I mean, someone living in my dorm drew it.\Sakura Hall?\You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei?\Yes, we were classmates.\What? Really?!\Her cousin drew that illustration! response:	I see...
context: I mean, someone living in my dorm drew it.\Sakura Hall?\You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei?\Yes, we were classmates.\What? Really?!\Her cousin drew that illustration!\I see... response:	Did she also work on Nyapollon?
context: Sakura Hall?\You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei?\Yes, we were classmates.\What? Really?!\Her cousin drew that illustration!\I see...\Did she also work on Nyapollon? response:	Yes, she helped with that.
context: You're one of Chihiro-sensei's students, then.\You know Chihiro-sensei?\Yes, we were classmates.\What? Really?!\Her cousin drew that illustration!\I see...\Did she also work on Nyapollon?\Yes, she helped with that. response:	Fujisawa-san, you came to see Nyapollon?
context: You know Chihiro-sensei?\Yes, we were classmates.\What? Really?!\Her cousin drew that illustration!\I see...\Did she also work on Nyapollon?\Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon? response:	Yes, it was a lot of fun.
context: Yes, we were classmates.\What? Really?!\Her cousin drew that illustration!\I see...\Did she also work on Nyapollon?\Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun. response:	I hope you'll bring that same passion to this project, too.
context: What? Really?!\Her cousin drew that illustration!\I see...\Did she also work on Nyapollon?\Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too. response:	You bet!
context: Her cousin drew that illustration!\I see...\Did she also work on Nyapollon?\Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too.\You bet! response:	This month's Nanohana Hall is really interesting.
context: I see...\Did she also work on Nyapollon?\Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too.\You bet!\This month's Nanohana Hall is really interesting. response:	Good job, Mashiro-san!
context: Did she also work on Nyapollon?\Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too.\You bet!\This month's Nanohana Hall is really interesting.\Good job, Mashiro-san! response:	It's all thanks to my advice!
context: Yes, she helped with that.\Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too.\You bet!\This month's Nanohana Hall is really interesting.\Good job, Mashiro-san!\It's all thanks to my advice! response:	I'm so excited to see her!
context: Fujisawa-san, you came to see Nyapollon?\Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too.\You bet!\This month's Nanohana Hall is really interesting.\Good job, Mashiro-san!\It's all thanks to my advice!\I'm so excited to see her! response:	Good evening!
context: Yes, it was a lot of fun.\I hope you'll bring that same passion to this project, too.\You bet!\This month's Nanohana Hall is really interesting.\Good job, Mashiro-san!\It's all thanks to my advice!\I'm so excited to see her!\Good evening! response:	That was delicious!
context: I hope you'll bring that same passion to this project, too.\You bet!\This month's Nanohana Hall is really interesting.\Good job, Mashiro-san!\It's all thanks to my advice!\I'm so excited to see her!\Good evening!\That was delicious! response:	Misaki-san, thanks for making the joyanabe.
context: You bet!\This month's Nanohana Hall is really interesting.\Good job, Mashiro-san!\It's all thanks to my advice!\I'm so excited to see her!\Good evening!\That was delicious!\Misaki-san, thanks for making the joyanabe. response:	Good luck on your exam!
context: This month's Nanohana Hall is really interesting.\Good job, Mashiro-san!\It's all thanks to my advice!\I'm so excited to see her!\Good evening!\That was delicious!\Misaki-san, thanks for making the joyanabe.\Good luck on your exam! response:	Yeah! I dedicate this brain of mine to Suimei High!
context: Good job, Mashiro-san!\It's all thanks to my advice!\I'm so excited to see her!\Good evening!\That was delicious!\Misaki-san, thanks for making the joyanabe.\Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High! response:	I think Suimei would be in trouble if it dropped to your level.
context: It's all thanks to my advice!\I'm so excited to see her!\Good evening!\That was delicious!\Misaki-san, thanks for making the joyanabe.\Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level. response:	You're so mean, Onii-chan!
context: I'm so excited to see her!\Good evening!\That was delicious!\Misaki-san, thanks for making the joyanabe.\Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan! response:	Mashiro-san, this month's volume was super-interesting.
context: Good evening!\That was delicious!\Misaki-san, thanks for making the joyanabe.\Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting. response:	Yeah.
context: That was delicious!\Misaki-san, thanks for making the joyanabe.\Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting.\Yeah. response:	You perfectly captured how boys and girls...
context: Misaki-san, thanks for making the joyanabe.\Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting.\Yeah.\You perfectly captured how boys and girls... response:	get nervous as Valentine's Day approaches!
context: Good luck on your exam!\Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting.\Yeah.\You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches! response:	You can do anything if you put your mind to it, Mashiro-san!
context: Yeah! I dedicate this brain of mine to Suimei High!\I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting.\Yeah.\You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san! response:	Why are you acting so condescending?!
context: I think Suimei would be in trouble if it dropped to your level.\You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting.\Yeah.\You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?! response:	Valentine's Day is the day after tomorrow.
context: You're so mean, Onii-chan!\Mashiro-san, this month's volume was super-interesting.\Yeah.\You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?!\Valentine's Day is the day after tomorrow. response:	That's what's going through your head?
context: Mashiro-san, this month's volume was super-interesting.\Yeah.\You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?!\Valentine's Day is the day after tomorrow.\That's what's going through your head? response:	Shouldn't you be worrying about tomorrow's exam?
context: Yeah.\You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?!\Valentine's Day is the day after tomorrow.\That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam? response:	Yeah, but...
context: You perfectly captured how boys and girls...\get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?!\Valentine's Day is the day after tomorrow.\That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam?\Yeah, but... response:	Kouhai-kun, Valentine's Day is a special day when girls...
context: get nervous as Valentine's Day approaches!\You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?!\Valentine's Day is the day after tomorrow.\That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam?\Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls... response:	are allowed to display their courage!
context: You can do anything if you put your mind to it, Mashiro-san!\Why are you acting so condescending?!\Valentine's Day is the day after tomorrow.\That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam?\Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage! response:	Misaki-san, nice one!
context: Why are you acting so condescending?!\Valentine's Day is the day after tomorrow.\That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam?\Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage!\Misaki-san, nice one! response:	That's right! Misaki-san, you're on my side!
context: Valentine's Day is the day after tomorrow.\That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam?\Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage!\Misaki-san, nice one!\That's right! Misaki-san, you're on my side! response:	She's making it by hand?
context: That's what's going through your head?\Shouldn't you be worrying about tomorrow's exam?\Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage!\Misaki-san, nice one!\That's right! Misaki-san, you're on my side!\She's making it by hand? response:	I hope she gets to give it to him.
context: Shouldn't you be worrying about tomorrow's exam?\Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage!\Misaki-san, nice one!\That's right! Misaki-san, you're on my side!\She's making it by hand?\I hope she gets to give it to him. response:	I'm home.
context: Yeah, but...\Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage!\Misaki-san, nice one!\That's right! Misaki-san, you're on my side!\She's making it by hand?\I hope she gets to give it to him.\I'm home. response:	Good evening.
context: Kouhai-kun, Valentine's Day is a special day when girls...\are allowed to display their courage!\Misaki-san, nice one!\That's right! Misaki-san, you're on my side!\She's making it by hand?\I hope she gets to give it to him.\I'm home.\Good evening. response:	Aoyama, you left your laundry on the rack, so I folded them for you.
context: are allowed to display their courage!\Misaki-san, nice one!\That's right! Misaki-san, you're on my side!\She's making it by hand?\I hope she gets to give it to him.\I'm home.\Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you. response:	You didn't need to do that...
context: Misaki-san, nice one!\That's right! Misaki-san, you're on my side!\She's making it by hand?\I hope she gets to give it to him.\I'm home.\Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that... response:	I thought you'd be late coming home again today.
context: That's right! Misaki-san, you're on my side!\She's making it by hand?\I hope she gets to give it to him.\I'm home.\Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that...\I thought you'd be late coming home again today. response:	Thanks.
context: She's making it by hand?\I hope she gets to give it to him.\I'm home.\Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that...\I thought you'd be late coming home again today.\Thanks. response:	Should I heat up some rice for you?
context: I hope she gets to give it to him.\I'm home.\Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that...\I thought you'd be late coming home again today.\Thanks.\Should I heat up some rice for you? response:	The bath's ready, too.
context: I'm home.\Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that...\I thought you'd be late coming home again today.\Thanks.\Should I heat up some rice for you?\The bath's ready, too. response:	Thanks. I'll eat first.
context: Good evening.\Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that...\I thought you'd be late coming home again today.\Thanks.\Should I heat up some rice for you?\The bath's ready, too.\Thanks. I'll eat first. response:	O-Onii-chan, what's your relationship with Nanami-san?
context: Aoyama, you left your laundry on the rack, so I folded them for you.\You didn't need to do that...\I thought you'd be late coming home again today.\Thanks.\Should I heat up some rice for you?\The bath's ready, too.\Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san? response:	What do you mean?
context: You didn't need to do that...\I thought you'd be late coming home again today.\Thanks.\Should I heat up some rice for you?\The bath's ready, too.\Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san?\What do you mean? response:	Why are you doing all these things for Nanami-san?!
context: I thought you'd be late coming home again today.\Thanks.\Should I heat up some rice for you?\The bath's ready, too.\Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san?\What do you mean?\Why are you doing all these things for Nanami-san?! response:	Something's not right! Something's definitely not right!
context: Thanks.\Should I heat up some rice for you?\The bath's ready, too.\Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san?\What do you mean?\Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right! response:	Sorata does things for me, too.
context: Should I heat up some rice for you?\The bath's ready, too.\Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san?\What do you mean?\Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right!\Sorata does things for me, too. response:	That's because you can't do them yourself!
context: The bath's ready, too.\Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san?\What do you mean?\Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right!\Sorata does things for me, too.\That's because you can't do them yourself! response:	There's something I've always wanted to tell you...
context: Thanks. I'll eat first.\O-Onii-chan, what's your relationship with Nanami-san?\What do you mean?\Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right!\Sorata does things for me, too.\That's because you can't do them yourself!\There's something I've always wanted to tell you... response:	I've always...
context: O-Onii-chan, what's your relationship with Nanami-san?\What do you mean?\Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right!\Sorata does things for me, too.\That's because you can't do them yourself!\There's something I've always wanted to tell you...\I've always... response:	Always...
