context: Go round, merry-go-round! response:	Go up, pink Ferris wheel!
context: Oh, no! Ami is... What?!\Oh, no! Ami is...\It's no use! It's locked!\No! Ami!\Don't cry about every little thing!\Aren't you worried about Ami?!\I didn't say that!\No, Rei, you're a cold person! I realize that now! response:	Don't jump to conclusions!
context: Oh, no! Ami is...\It's no use! It's locked!\No! Ami!\Don't cry about every little thing!\Aren't you worried about Ami?!\I didn't say that!\No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions! response:	Both of you, transform now!
context: It's no use! It's locked!\No! Ami!\Don't cry about every little thing!\Aren't you worried about Ami?!\I didn't say that!\No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions!\Both of you, transform now! response:	Mars Power Makeup!
context: No! Ami!\Don't cry about every little thing!\Aren't you worried about Ami?!\I didn't say that!\No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions!\Both of you, transform now!\Mars Power Makeup! response:	Come on, Usagi, you, too! Don't waste time!
context: Don't cry about every little thing!\Aren't you worried about Ami?!\I didn't say that!\No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions!\Both of you, transform now!\Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time! response:	I know!
context: Aren't you worried about Ami?!\I didn't say that!\No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions!\Both of you, transform now!\Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time!\I know! response:	Moon Prism Power Makeup!
context: I didn't say that!\No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions!\Both of you, transform now!\Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time!\I know!\Moon Prism Power Makeup! response:	Fire
context: No, Rei, you're a cold person! I realize that now!\Don't jump to conclusions!\Both of you, transform now!\Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time!\I know!\Moon Prism Power Makeup!\Fire response:	Soul!
context: Don't jump to conclusions!\Both of you, transform now!\Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time!\I know!\Moon Prism Power Makeup!\Fire\Soul! response:	Let's go!
context: Both of you, transform now!\Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time!\I know!\Moon Prism Power Makeup!\Fire\Soul!\Let's go! response:	She's being bossy again! Let's go!
context: Mars Power Makeup!\Come on, Usagi, you, too! Don't waste time!\I know!\Moon Prism Power Makeup!\Fire\Soul!\Let's go!\She's being bossy again! Let's go! response:	She's being bossy again!
context: Come on, Usagi, you, too! Don't waste time!\I know!\Moon Prism Power Makeup!\Fire\Soul!\Let's go!\She's being bossy again! Let's go!\She's being bossy again! response:	So, you have come, sailor warriors.
context: I know!\Moon Prism Power Makeup!\Fire\Soul!\Let's go!\She's being bossy again! Let's go!\She's being bossy again!\So, you have come, sailor warriors. response:	Today will be your last day!
context: Moon Prism Power Makeup!\Fire\Soul!\Let's go!\She's being bossy again! Let's go!\She's being bossy again!\So, you have come, sailor warriors.\Today will be your last day! response:	I have been waiting for you.
context: Fire\Soul!\Let's go!\She's being bossy again! Let's go!\She's being bossy again!\So, you have come, sailor warriors.\Today will be your last day!\I have been waiting for you. response:	Be careful! This is an illusion!
context: Soul!\Let's go!\She's being bossy again! Let's go!\She's being bossy again!\So, you have come, sailor warriors.\Today will be your last day!\I have been waiting for you.\Be careful! This is an illusion! response:	Here, this is a present for you.
context: Let's go!\She's being bossy again! Let's go!\She's being bossy again!\So, you have come, sailor warriors.\Today will be your last day!\I have been waiting for you.\Be careful! This is an illusion!\Here, this is a present for you. response:	Oh, thank you.
context: She's being bossy again! Let's go!\She's being bossy again!\So, you have come, sailor warriors.\Today will be your last day!\I have been waiting for you.\Be careful! This is an illusion!\Here, this is a present for you.\Oh, thank you. response:	Stop it!
context: She's being bossy again!\So, you have come, sailor warriors.\Today will be your last day!\I have been waiting for you.\Be careful! This is an illusion!\Here, this is a present for you.\Oh, thank you.\Stop it! response:	Sailor Mars!
context: So, you have come, sailor warriors.\Today will be your last day!\I have been waiting for you.\Be careful! This is an illusion!\Here, this is a present for you.\Oh, thank you.\Stop it!\Sailor Mars! response:	I'm sorry! It's my fault.
context: Today will be your last day!\I have been waiting for you.\Be careful! This is an illusion!\Here, this is a present for you.\Oh, thank you.\Stop it!\Sailor Mars!\I'm sorry! It's my fault. response:	You're in big trouble now.
context: I have been waiting for you.\Be careful! This is an illusion!\Here, this is a present for you.\Oh, thank you.\Stop it!\Sailor Mars!\I'm sorry! It's my fault.\You're in big trouble now. response:	The poison will spread through your blood and you'll turn into stone.
context: Be careful! This is an illusion!\Here, this is a present for you.\Oh, thank you.\Stop it!\Sailor Mars!\I'm sorry! It's my fault.\You're in big trouble now.\The poison will spread through your blood and you'll turn into stone. response:	See?
context: Here, this is a present for you.\Oh, thank you.\Stop it!\Sailor Mars!\I'm sorry! It's my fault.\You're in big trouble now.\The poison will spread through your blood and you'll turn into stone.\See? response:	Don't panic over something this small!
context: Oh, thank you.\Stop it!\Sailor Mars!\I'm sorry! It's my fault.\You're in big trouble now.\The poison will spread through your blood and you'll turn into stone.\See?\Don't panic over something this small! response:	Be gone, evil spirit
context: Stop it!\Sailor Mars!\I'm sorry! It's my fault.\You're in big trouble now.\The poison will spread through your blood and you'll turn into stone.\See?\Don't panic over something this small!\Be gone, evil spirit response:	Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!
context: Sailor Mars!\I'm sorry! It's my fault.\You're in big trouble now.\The poison will spread through your blood and you'll turn into stone.\See?\Don't panic over something this small!\Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen! response:	Be gone, evil spirit
context: I'm sorry! It's my fault.\You're in big trouble now.\The poison will spread through your blood and you'll turn into stone.\See?\Don't panic over something this small!\Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit response:	Be gone, evil spirit!
context: You're in big trouble now.\The poison will spread through your blood and you'll turn into stone.\See?\Don't panic over something this small!\Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit\Be gone, evil spirit! response:	Thank goodness! I'm so glad for you!
context: The poison will spread through your blood and you'll turn into stone.\See?\Don't panic over something this small!\Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit\Be gone, evil spirit!\Thank goodness! I'm so glad for you! response:	There's no time to cry!
context: See?\Don't panic over something this small!\Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit\Be gone, evil spirit!\Thank goodness! I'm so glad for you!\There's no time to cry! response:	It's time you revealed who you are!
context: Don't panic over something this small!\Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit\Be gone, evil spirit!\Thank goodness! I'm so glad for you!\There's no time to cry!\It's time you revealed who you are! response:	Very well.
context: Be gone, evil spirit\Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit\Be gone, evil spirit!\Thank goodness! I'm so glad for you!\There's no time to cry!\It's time you revealed who you are!\Very well. response:	Please wait for a moment.
context: Be gone, evil spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Be gone, evil spirit\Be gone, evil spirit!\Thank goodness! I'm so glad for you!\There's no time to cry!\It's time you revealed who you are!\Very well.\Please wait for a moment. response:	I am the monster, Moolyd.
context: Be gone, evil spirit\Be gone, evil spirit!\Thank goodness! I'm so glad for you!\There's no time to cry!\It's time you revealed who you are!\Very well.\Please wait for a moment.\I am the monster, Moolyd. response:	Nice to meet you.
context: Be gone, evil spirit!\Thank goodness! I'm so glad for you!\There's no time to cry!\It's time you revealed who you are!\Very well.\Please wait for a moment.\I am the monster, Moolyd.\Nice to meet you. response:	Oh, the pleasure is ours...
context: Thank goodness! I'm so glad for you!\There's no time to cry!\It's time you revealed who you are!\Very well.\Please wait for a moment.\I am the monster, Moolyd.\Nice to meet you.\Oh, the pleasure is ours... response:	Hey!
context: There's no time to cry!\It's time you revealed who you are!\Very well.\Please wait for a moment.\I am the monster, Moolyd.\Nice to meet you.\Oh, the pleasure is ours...\Hey! response:	Oops!
context: It's time you revealed who you are!\Very well.\Please wait for a moment.\I am the monster, Moolyd.\Nice to meet you.\Oh, the pleasure is ours...\Hey!\Oops! response:	Hey, monster!
context: Very well.\Please wait for a moment.\I am the monster, Moolyd.\Nice to meet you.\Oh, the pleasure is ours...\Hey!\Oops!\Hey, monster! response:	I can't forgive you for using the innocent hearts of dreaming maidens!
context: Please wait for a moment.\I am the monster, Moolyd.\Nice to meet you.\Oh, the pleasure is ours...\Hey!\Oops!\Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens! response:	By maidens, are you referring to yourself?
context: I am the monster, Moolyd.\Nice to meet you.\Oh, the pleasure is ours...\Hey!\Oops!\Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself? response:	Does it really matter?!
context: Nice to meet you.\Oh, the pleasure is ours...\Hey!\Oops!\Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself?\Does it really matter?! response:	Well, anyway!
context: Oh, the pleasure is ours...\Hey!\Oops!\Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself?\Does it really matter?!\Well, anyway! response:	In the name of the moon, I will punish you!
context: Hey!\Oops!\Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself?\Does it really matter?!\Well, anyway!\In the name of the moon, I will punish you! response:	Ooh, how scary.
context: Oops!\Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself?\Does it really matter?!\Well, anyway!\In the name of the moon, I will punish you!\Ooh, how scary. response:	Let's go have another dream, shall we?
context: Hey, monster!\I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself?\Does it really matter?!\Well, anyway!\In the name of the moon, I will punish you!\Ooh, how scary.\Let's go have another dream, shall we? response:	Watch out! It's another illusion created by the monster.
context: I can't forgive you for using the innocent hearts of dreaming maidens!\By maidens, are you referring to yourself?\Does it really matter?!\Well, anyway!\In the name of the moon, I will punish you!\Ooh, how scary.\Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster. response:	I'll be all right this time! I won't fall for anymore stupid traps!
context: By maidens, are you referring to yourself?\Does it really matter?!\Well, anyway!\In the name of the moon, I will punish you!\Ooh, how scary.\Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps! response:	I don't know about that.
context: Does it really matter?!\Well, anyway!\In the name of the moon, I will punish you!\Ooh, how scary.\Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that. response:	The sound of a horse's hooves!
context: Well, anyway!\In the name of the moon, I will punish you!\Ooh, how scary.\Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that.\The sound of a horse's hooves! response:	It's coming this way!
context: In the name of the moon, I will punish you!\Ooh, how scary.\Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that.\The sound of a horse's hooves!\It's coming this way! response:	Be alert!
context: Ooh, how scary.\Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that.\The sound of a horse's hooves!\It's coming this way!\Be alert! response:	Tuxedo Mask!
context: Let's go have another dream, shall we?\Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that.\The sound of a horse's hooves!\It's coming this way!\Be alert!\Tuxedo Mask! response:	He's absolutely gorgeous!
context: Watch out! It's another illusion created by the monster.\I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that.\The sound of a horse's hooves!\It's coming this way!\Be alert!\Tuxedo Mask!\He's absolutely gorgeous! response:	He's so cool!
context: I'll be all right this time! I won't fall for anymore stupid traps!\I don't know about that.\The sound of a horse's hooves!\It's coming this way!\Be alert!\Tuxedo Mask!\He's absolutely gorgeous!\He's so cool! response:	Hey, hey!
context: I don't know about that.\The sound of a horse's hooves!\It's coming this way!\Be alert!\Tuxedo Mask!\He's absolutely gorgeous!\He's so cool!\Hey, hey! response:	That's a trap!
context: The sound of a horse's hooves!\It's coming this way!\Be alert!\Tuxedo Mask!\He's absolutely gorgeous!\He's so cool!\Hey, hey!\That's a trap! response:	Hey!
context: It's coming this way!\Be alert!\Tuxedo Mask!\He's absolutely gorgeous!\He's so cool!\Hey, hey!\That's a trap!\Hey! response:	Hello?!
context: Be alert!\Tuxedo Mask!\He's absolutely gorgeous!\He's so cool!\Hey, hey!\That's a trap!\Hey!\Hello?! response:	You're falling right into the enemies trap!
context: Tuxedo Mask!\He's absolutely gorgeous!\He's so cool!\Hey, hey!\That's a trap!\Hey!\Hello?!\You're falling right into the enemies trap! response:	You really did fall into the trap.
context: He's absolutely gorgeous!\He's so cool!\Hey, hey!\That's a trap!\Hey!\Hello?!\You're falling right into the enemies trap!\You really did fall into the trap. response:	I will take your energy while you are dreaming.
context: He's so cool!\Hey, hey!\That's a trap!\Hey!\Hello?!\You're falling right into the enemies trap!\You really did fall into the trap.\I will take your energy while you are dreaming. response:	Oh, please wait for me!
context: Hey, hey!\That's a trap!\Hey!\Hello?!\You're falling right into the enemies trap!\You really did fall into the trap.\I will take your energy while you are dreaming.\Oh, please wait for me! response:	What?
context: That's a trap!\Hey!\Hello?!\You're falling right into the enemies trap!\You really did fall into the trap.\I will take your energy while you are dreaming.\Oh, please wait for me!\What? response:	You should dream only when you're sleeping. Goodbye!
context: Hey!\Hello?!\You're falling right into the enemies trap!\You really did fall into the trap.\I will take your energy while you are dreaming.\Oh, please wait for me!\What?\You should dream only when you're sleeping. Goodbye! response:	What? Where's Tuxedo Mask?
context: Hello?!\You're falling right into the enemies trap!\You really did fall into the trap.\I will take your energy while you are dreaming.\Oh, please wait for me!\What?\You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask? response:	What is this?
context: You're falling right into the enemies trap!\You really did fall into the trap.\I will take your energy while you are dreaming.\Oh, please wait for me!\What?\You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask?\What is this? response:	Was Tuxedo Mask really here after all?
context: You really did fall into the trap.\I will take your energy while you are dreaming.\Oh, please wait for me!\What?\You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask?\What is this?\Was Tuxedo Mask really here after all? response:	I will let you dream one more time.
context: I will take your energy while you are dreaming.\Oh, please wait for me!\What?\You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask?\What is this?\Was Tuxedo Mask really here after all?\I will let you dream one more time. response:	Let's get out of here for now!
context: Oh, please wait for me!\What?\You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask?\What is this?\Was Tuxedo Mask really here after all?\I will let you dream one more time.\Let's get out of here for now! response:	I shouldn't have come all by myself.
context: What?\You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask?\What is this?\Was Tuxedo Mask really here after all?\I will let you dream one more time.\Let's get out of here for now!\I shouldn't have come all by myself. response:	Ami!
context: You should dream only when you're sleeping. Goodbye!\What? Where's Tuxedo Mask?\What is this?\Was Tuxedo Mask really here after all?\I will let you dream one more time.\Let's get out of here for now!\I shouldn't have come all by myself.\Ami! response:	Are you okay?
context: What? Where's Tuxedo Mask?\What is this?\Was Tuxedo Mask really here after all?\I will let you dream one more time.\Let's get out of here for now!\I shouldn't have come all by myself.\Ami!\Are you okay? response:	You came here to help me!
context: What is this?\Was Tuxedo Mask really here after all?\I will let you dream one more time.\Let's get out of here for now!\I shouldn't have come all by myself.\Ami!\Are you okay?\You came here to help me! response:	I hope we can, but...
context: Was Tuxedo Mask really here after all?\I will let you dream one more time.\Let's get out of here for now!\I shouldn't have come all by myself.\Ami!\Are you okay?\You came here to help me!\I hope we can, but... response:	Uh-oh!
context: I will let you dream one more time.\Let's get out of here for now!\I shouldn't have come all by myself.\Ami!\Are you okay?\You came here to help me!\I hope we can, but...\Uh-oh! response:	Everyone, that apple is what absorbs the energy!
context: Let's get out of here for now!\I shouldn't have come all by myself.\Ami!\Are you okay?\You came here to help me!\I hope we can, but...\Uh-oh!\Everyone, that apple is what absorbs the energy! response:	What?!
context: I shouldn't have come all by myself.\Ami!\Are you okay?\You came here to help me!\I hope we can, but...\Uh-oh!\Everyone, that apple is what absorbs the energy!\What?! response:	All three of you need to work together!
context: Ami!\Are you okay?\You came here to help me!\I hope we can, but...\Uh-oh!\Everyone, that apple is what absorbs the energy!\What?!\All three of you need to work together! response:	Right!
context: Are you okay?\You came here to help me!\I hope we can, but...\Uh-oh!\Everyone, that apple is what absorbs the energy!\What?!\All three of you need to work together!\Right! response:	Mercury Power Makeup!
context: You came here to help me!\I hope we can, but...\Uh-oh!\Everyone, that apple is what absorbs the energy!\What?!\All three of you need to work together!\Right!\Mercury Power Makeup! response:	Oh?
context: I hope we can, but...\Uh-oh!\Everyone, that apple is what absorbs the energy!\What?!\All three of you need to work together!\Right!\Mercury Power Makeup!\Oh? response:	Aim for that apple!
context: Uh-oh!\Everyone, that apple is what absorbs the energy!\What?!\All three of you need to work together!\Right!\Mercury Power Makeup!\Oh?\Aim for that apple! response:	Okay!
context: Everyone, that apple is what absorbs the energy!\What?!\All three of you need to work together!\Right!\Mercury Power Makeup!\Oh?\Aim for that apple!\Okay! response:	Bubble
context: What?!\All three of you need to work together!\Right!\Mercury Power Makeup!\Oh?\Aim for that apple!\Okay!\Bubble response:	Spray!
context: All three of you need to work together!\Right!\Mercury Power Makeup!\Oh?\Aim for that apple!\Okay!\Bubble\Spray! response:	Oh? Where am I?
context: Right!\Mercury Power Makeup!\Oh?\Aim for that apple!\Okay!\Bubble\Spray!\Oh? Where am I? response:	Be gone, evil spirit!
context: Mercury Power Makeup!\Oh?\Aim for that apple!\Okay!\Bubble\Spray!\Oh? Where am I?\Be gone, evil spirit! response:	Moon Tiara Action!
context: Oh?\Aim for that apple!\Okay!\Bubble\Spray!\Oh? Where am I?\Be gone, evil spirit!\Moon Tiara Action! response:	Fire
context: Aim for that apple!\Okay!\Bubble\Spray!\Oh? Where am I?\Be gone, evil spirit!\Moon Tiara Action!\Fire response:	Soul!
context: Okay!\Bubble\Spray!\Oh? Where am I?\Be gone, evil spirit!\Moon Tiara Action!\Fire\Soul! response:	I cannot move.
context: Bubble\Spray!\Oh? Where am I?\Be gone, evil spirit!\Moon Tiara Action!\Fire\Soul!\I cannot move. response:	Shoot!
context: Spray!\Oh? Where am I?\Be gone, evil spirit!\Moon Tiara Action!\Fire\Soul!\I cannot move.\Shoot! response:	We did it!
context: Oh? Where am I?\Be gone, evil spirit!\Moon Tiara Action!\Fire\Soul!\I cannot move.\Shoot!\We did it! response:	Darn you, sailor warriors.
context: Be gone, evil spirit!\Moon Tiara Action!\Fire\Soul!\I cannot move.\Shoot!\We did it!\Darn you, sailor warriors. response:	You will pay for this!
context: Moon Tiara Action!\Fire\Soul!\I cannot move.\Shoot!\We did it!\Darn you, sailor warriors.\You will pay for this! response:	Listen!
context: Fire\Soul!\I cannot move.\Shoot!\We did it!\Darn you, sailor warriors.\You will pay for this!\Listen! response:	You were able to win because all of you worked together!
context: Soul!\I cannot move.\Shoot!\We did it!\Darn you, sailor warriors.\You will pay for this!\Listen!\You were able to win because all of you worked together! response:	Don't forget about what happened today.
context: I cannot move.\Shoot!\We did it!\Darn you, sailor warriors.\You will pay for this!\Listen!\You were able to win because all of you worked together!\Don't forget about what happened today. response:	Yes, I know!
context: Shoot!\We did it!\Darn you, sailor warriors.\You will pay for this!\Listen!\You were able to win because all of you worked together!\Don't forget about what happened today.\Yes, I know! response:	Hey, isn't yours bigger than mine?
context: We did it!\Darn you, sailor warriors.\You will pay for this!\Listen!\You were able to win because all of you worked together!\Don't forget about what happened today.\Yes, I know!\Hey, isn't yours bigger than mine? response:	Don't be ridiculous! You picked which one you wanted!
context: Darn you, sailor warriors.\You will pay for this!\Listen!\You were able to win because all of you worked together!\Don't forget about what happened today.\Yes, I know!\Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted! response:	Trade with me!
context: You will pay for this!\Listen!\You were able to win because all of you worked together!\Don't forget about what happened today.\Yes, I know!\Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted!\Trade with me! response:	No way! Trade with me!
context: Listen!\You were able to win because all of you worked together!\Don't forget about what happened today.\Yes, I know!\Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted!\Trade with me!\No way! Trade with me! response:	Dreamland No way!
context: You were able to win because all of you worked together!\Don't forget about what happened today.\Yes, I know!\Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted!\Trade with me!\No way! Trade with me!\Dreamland No way! response:	Dreamland Hey, trade! Trade!
context: Don't forget about what happened today.\Yes, I know!\Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted!\Trade with me!\No way! Trade with me!\Dreamland No way!\Dreamland Hey, trade! Trade! response:	Dreamland
context: Yes, I know!\Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted!\Trade with me!\No way! Trade with me!\Dreamland No way!\Dreamland Hey, trade! Trade!\Dreamland response:	In my dream, you and I were together
context: Hey, isn't yours bigger than mine?\Don't be ridiculous! You picked which one you wanted!\Trade with me!\No way! Trade with me!\Dreamland No way!\Dreamland Hey, trade! Trade!\Dreamland\In my dream, you and I were together response:	Protected by the stars
context: Don't be ridiculous! You picked which one you wanted!\Trade with me!\No way! Trade with me!\Dreamland No way!\Dreamland Hey, trade! Trade!\Dreamland\In my dream, you and I were together\Protected by the stars response:	When we were friends, it didn't bother us
context: Trade with me!\No way! Trade with me!\Dreamland No way!\Dreamland Hey, trade! Trade!\Dreamland\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us response:	And we casually talked to each other
context: No way! Trade with me!\Dreamland No way!\Dreamland Hey, trade! Trade!\Dreamland\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other response:	But there was a moment when I noticed only you
context: Dreamland No way!\Dreamland Hey, trade! Trade!\Dreamland\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you response:	I want to become prettier right here and now
context: Dreamland Hey, trade! Trade!\Dreamland\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now response:	Something changes when you fall in love
context: Dreamland\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love response:	I close my eyes and check to make sure
context: In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love\I close my eyes and check to make sure response:	I want to convey the thrill I felt when we held each other
