context: OP response:	-FINIS-
context: That is my greatest wish.\It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration.\I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry. response:	Magical girls aren't as great as you think.
context: It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration.\I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry.\Magical girls aren't as great as you think. response:	You're not alone anymore.
context: You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration.\I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry.\Magical girls aren't as great as you think.\You're not alone anymore. response:	Really? Is that really how it is?
context: I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration.\I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry.\Magical girls aren't as great as you think.\You're not alone anymore.\Really? Is that really how it is? response:	From today onward, will you really fight alongside me?
context: I don't deserve anyone's admiration.\I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry.\Magical girls aren't as great as you think.\You're not alone anymore.\Really? Is that really how it is?\From today onward, will you really fight alongside me? response:	Will you stay by my side?
context: I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry.\Magical girls aren't as great as you think.\You're not alone anymore.\Really? Is that really how it is?\From today onward, will you really fight alongside me?\Will you stay by my side? response:	Yes. If you would allow me.
context: Even when I'm frightened or in pain, I have no one to tell.\All I can do is hide and cry.\Magical girls aren't as great as you think.\You're not alone anymore.\Really? Is that really how it is?\From today onward, will you really fight alongside me?\Will you stay by my side?\Yes. If you would allow me. response:	Well now, I thought I could maintain my mature image in front of you.
context: All I can do is hide and cry.\Magical girls aren't as great as you think.\You're not alone anymore.\Really? Is that really how it is?\From today onward, will you really fight alongside me?\Will you stay by my side?\Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you. response:	Looks like I'm just a clumsy kid.
context: Magical girls aren't as great as you think.\You're not alone anymore.\Really? Is that really how it is?\From today onward, will you really fight alongside me?\Will you stay by my side?\Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid. response:	Mami-san.
context: You're not alone anymore.\Really? Is that really how it is?\From today onward, will you really fight alongside me?\Will you stay by my side?\Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid.\Mami-san. response:	But an opportunity like this only knocks once.
context: Really? Is that really how it is?\From today onward, will you really fight alongside me?\Will you stay by my side?\Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid.\Mami-san.\But an opportunity like this only knocks once. response:	You should think of a wish that you want granted.
context: From today onward, will you really fight alongside me?\Will you stay by my side?\Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid.\Mami-san.\But an opportunity like this only knocks once.\You should think of a wish that you want granted. response:	That's true. It is a rare opportunity.
context: Will you stay by my side?\Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid.\Mami-san.\But an opportunity like this only knocks once.\You should think of a wish that you want granted.\That's true. It is a rare opportunity. response:	The contract is the contract; just think of the wish as a bonus.
context: Yes. If you would allow me.\Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid.\Mami-san.\But an opportunity like this only knocks once.\You should think of a wish that you want granted.\That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus. response:	Becoming a rich princess... Having an awesome boyfriend... Anything will do.
context: Well now, I thought I could maintain my mature image in front of you.\Looks like I'm just a clumsy kid.\Mami-san.\But an opportunity like this only knocks once.\You should think of a wish that you want granted.\That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do. response:	But I don't...
context: Looks like I'm just a clumsy kid.\Mami-san.\But an opportunity like this only knocks once.\You should think of a wish that you want granted.\That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't... response:	How about this?
context: Mami-san.\But an opportunity like this only knocks once.\You should think of a wish that you want granted.\That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't...\How about this? response:	If you haven't decided by the time we vanquish this Witch,
context: But an opportunity like this only knocks once.\You should think of a wish that you want granted.\That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't...\How about this?\If you haven't decided by the time we vanquish this Witch, response:	why don't you ask Kyubei for delicious cake and some good food?
context: You should think of a wish that you want granted.\That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't...\How about this?\If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food? response:	Ca-Cake?
context: That's true. It is a rare opportunity.\The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't...\How about this?\If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake? response:	That's right. A most delectable and luxurious cake.
context: The contract is the contract; just think of the wish as a bonus.\Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't...\How about this?\If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake?\That's right. A most delectable and luxurious cake. response:	Then we can have a party with everyone to commemorate the formation of our Magical Girl team!
context: Becoming a rich princess... Having an awesome boyfriend... Anything will do.\But I don't...\How about this?\If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake?\That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team! response:	Becoming a Magical Girl with cake?
context: But I don't...\How about this?\If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake?\That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake? response:	If that doesn't sound good, you can think it over yourself.
context: How about this?\If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake?\That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself. response:	Okay...
context: If you haven't decided by the time we vanquish this Witch,\why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake?\That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself.\Okay... response:	Mami.
context: why don't you ask Kyubei for delicious cake and some good food?\Ca-Cake?\That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself.\Okay...\Mami. response:	The grief seed has begun moving.
context: Ca-Cake?\That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself.\Okay...\Mami.\The grief seed has begun moving. response:	It's becoming active. You must make haste!
context: That's right. A most delectable and luxurious cake.\Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself.\Okay...\Mami.\The grief seed has begun moving.\It's becoming active. You must make haste! response:	Okay. I hear you loud and clear.
context: Then we can have a party with everyone to commemorate the formation of our Magical Girl team!\Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself.\Okay...\Mami.\The grief seed has begun moving.\It's becoming active. You must make haste!\Okay. I hear you loud and clear. response:	Today, I'd like to get this over with quickly.
context: Becoming a Magical Girl with cake?\If that doesn't sound good, you can think it over yourself.\Okay...\Mami.\The grief seed has begun moving.\It's becoming active. You must make haste!\Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly. response:	Ah, but
context: If that doesn't sound good, you can think it over yourself.\Okay...\Mami.\The grief seed has begun moving.\It's becoming active. You must make haste!\Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly.\Ah, but response:	My body feels so light.
context: Okay...\Mami.\The grief seed has begun moving.\It's becoming active. You must make haste!\Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly.\Ah, but\My body feels so light. response:	This is the first time I've felt so happy fighting.
context: Mami.\The grief seed has begun moving.\It's becoming active. You must make haste!\Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly.\Ah, but\My body feels so light.\This is the first time I've felt so happy fighting. response:	There's no longer any need to fear.
context: The grief seed has begun moving.\It's becoming active. You must make haste!\Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly.\Ah, but\My body feels so light.\This is the first time I've felt so happy fighting.\There's no longer any need to fear. response:	Because I'm not alone.
context: It's becoming active. You must make haste!\Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly.\Ah, but\My body feels so light.\This is the first time I've felt so happy fighting.\There's no longer any need to fear.\Because I'm not alone. response:	Sorry for the wait.
context: Okay. I hear you loud and clear.\Today, I'd like to get this over with quickly.\Ah, but\My body feels so light.\This is the first time I've felt so happy fighting.\There's no longer any need to fear.\Because I'm not alone.\Sorry for the wait. response:	You made it.
context: Today, I'd like to get this over with quickly.\Ah, but\My body feels so light.\This is the first time I've felt so happy fighting.\There's no longer any need to fear.\Because I'm not alone.\Sorry for the wait.\You made it. response:	Be careful, it's coming.
context: Ah, but\My body feels so light.\This is the first time I've felt so happy fighting.\There's no longer any need to fear.\Because I'm not alone.\Sorry for the wait.\You made it.\Be careful, it's coming. response:	Sorry to ruin your big entrance.
context: My body feels so light.\This is the first time I've felt so happy fighting.\There's no longer any need to fear.\Because I'm not alone.\Sorry for the wait.\You made it.\Be careful, it's coming.\Sorry to ruin your big entrance. response:	One hit...
context: This is the first time I've felt so happy fighting.\There's no longer any need to fear.\Because I'm not alone.\Sorry for the wait.\You made it.\Be careful, it's coming.\Sorry to ruin your big entrance.\One hit... response:	Yes!
context: There's no longer any need to fear.\Because I'm not alone.\Sorry for the wait.\You made it.\Be careful, it's coming.\Sorry to ruin your big entrance.\One hit...\Yes! response:	Final Shot!
context: Because I'm not alone.\Sorry for the wait.\You made it.\Be careful, it's coming.\Sorry to ruin your big entrance.\One hit...\Yes!\Final Shot! response:	It can't be...
context: Sorry for the wait.\You made it.\Be careful, it's coming.\Sorry to ruin your big entrance.\One hit...\Yes!\Final Shot!\It can't be... response:	Both of you! Quickly! You must make a contract with me!
context: You made it.\Be careful, it's coming.\Sorry to ruin your big entrance.\One hit...\Yes!\Final Shot!\It can't be...\Both of you! Quickly! You must make a contract with me! response:	Madoka. Sayaka.
context: Be careful, it's coming.\Sorry to ruin your big entrance.\One hit...\Yes!\Final Shot!\It can't be...\Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka. response:	You must decide on your wishes. Hurry!
context: Sorry to ruin your big entrance.\One hit...\Yes!\Final Shot!\It can't be...\Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka.\You must decide on your wishes. Hurry! response:	There's no need.
context: One hit...\Yes!\Final Shot!\It can't be...\Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka.\You must decide on your wishes. Hurry!\There's no need. response:	I will deal with him.
context: Yes!\Final Shot!\It can't be...\Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka.\You must decide on your wishes. Hurry!\There's no need.\I will deal with him. response:	You have just avoided death.
context: Final Shot!\It can't be...\Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka.\You must decide on your wishes. Hurry!\There's no need.\I will deal with him.\You have just avoided death. response:	Remember everything you just saw.
context: It can't be...\Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka.\You must decide on your wishes. Hurry!\There's no need.\I will deal with him.\You have just avoided death.\Remember everything you just saw. response:	This is what it means to be a Magical Girl.
context: Both of you! Quickly! You must make a contract with me!\Madoka. Sayaka.\You must decide on your wishes. Hurry!\There's no need.\I will deal with him.\You have just avoided death.\Remember everything you just saw.\This is what it means to be a Magical Girl. response:	Give it.
context: Madoka. Sayaka.\You must decide on your wishes. Hurry!\There's no need.\I will deal with him.\You have just avoided death.\Remember everything you just saw.\This is what it means to be a Magical Girl.\Give it. response:	Give it here.
context: You must decide on your wishes. Hurry!\There's no need.\I will deal with him.\You have just avoided death.\Remember everything you just saw.\This is what it means to be a Magical Girl.\Give it.\Give it here. response:	That... That belongs to Mami-san!
context: There's no need.\I will deal with him.\You have just avoided death.\Remember everything you just saw.\This is what it means to be a Magical Girl.\Give it.\Give it here.\That... That belongs to Mami-san! response:	I told you to give it back! That's Mami-san's!
context: I will deal with him.\You have just avoided death.\Remember everything you just saw.\This is what it means to be a Magical Girl.\Give it.\Give it here.\That... That belongs to Mami-san!\I told you to give it back! That's Mami-san's! response:	That's right. These exist for the sake of Magical Girls.
context: You have just avoided death.\Remember everything you just saw.\This is what it means to be a Magical Girl.\Give it.\Give it here.\That... That belongs to Mami-san!\I told you to give it back! That's Mami-san's!\That's right. These exist for the sake of Magical Girls. response:	The two of you have no right to touch it.
context: Remember everything you just saw.\This is what it means to be a Magical Girl.\Give it.\Give it here.\That... That belongs to Mami-san!\I told you to give it back! That's Mami-san's!\That's right. These exist for the sake of Magical Girls.\The two of you have no right to touch it. response:	Mami-san was a very kind and gentle person.
context: This is what it means to be a Magical Girl.\Give it.\Give it here.\That... That belongs to Mami-san!\I told you to give it back! That's Mami-san's!\That's right. These exist for the sake of Magical Girls.\The two of you have no right to touch it.\Mami-san was a very kind and gentle person. response:	How disillusioned must one be to do battle?
context: Give it.\Give it here.\That... That belongs to Mami-san!\I told you to give it back! That's Mami-san's!\That's right. These exist for the sake of Magical Girls.\The two of you have no right to touch it.\Mami-san was a very kind and gentle person.\How disillusioned must one be to do battle? response:	In order to show us, she...
context: Give it here.\That... That belongs to Mami-san!\I told you to give it back! That's Mami-san's!\That's right. These exist for the sake of Magical Girls.\The two of you have no right to touch it.\Mami-san was a very kind and gentle person.\How disillusioned must one be to do battle?\In order to show us, she... response:	There Exists Both Miracles and Magic
