context: Jojo's Bizarre Adventure response:	Diamond is Unbreakable
context: Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people?\Well, I know how to shut that mouth of yours.\Stab\What?!\Bro?!\Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata. response:	Oh, really? He is?
context: Do you even know how to talk to people?\Well, I know how to shut that mouth of yours.\Stab\What?!\Bro?!\Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata.\Oh, really? He is? response:	Since he defeated Angelo,
context: Well, I know how to shut that mouth of yours.\Stab\What?!\Bro?!\Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata.\Oh, really? He is?\Since he defeated Angelo, response:	that means he's a Stand user who'll be trouble for us, too.
context: Stab\What?!\Bro?!\Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata.\Oh, really? He is?\Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too. response:	A Stand user?! You two are Stand users?!
context: What?!\Bro?!\Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata.\Oh, really? He is?\Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?! response:	Okuyasu! Make Josuke Higashikata disappear!
context: Bro?!\Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata.\Oh, really? He is?\Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear! response:	Koichi...
context: Do you wanna know why I shot him with the arrow?\Because that guy is Josuke Higashikata.\Oh, really? He is?\Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear!\Koichi... response:	Hmph! I was hoping I could make him into a Stand user
context: Because that guy is Josuke Higashikata.\Oh, really? He is?\Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear!\Koichi...\Hmph! I was hoping I could make him into a Stand user response:	that I could use like the others,
context: Oh, really? He is?\Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear!\Koichi...\Hmph! I was hoping I could make him into a Stand user\that I could use like the others, response:	but I guess that's not happening.
context: Since he defeated Angelo,\that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear!\Koichi...\Hmph! I was hoping I could make him into a Stand user\that I could use like the others,\but I guess that's not happening. response:	He's gonna die.
context: that means he's a Stand user who'll be trouble for us, too.\A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear!\Koichi...\Hmph! I was hoping I could make him into a Stand user\that I could use like the others,\but I guess that's not happening.\He's gonna die. response:	M-Move!
context: A Stand user?! You two are Stand users?!\Okuyasu! Make Josuke Higashikata disappear!\Koichi...\Hmph! I was hoping I could make him into a Stand user\that I could use like the others,\but I guess that's not happening.\He's gonna die.\M-Move! response:	I can still heal his wounds with my Shining Diamond!
context: Okuyasu! Make Josuke Higashikata disappear!\Koichi...\Hmph! I was hoping I could make him into a Stand user\that I could use like the others,\but I guess that's not happening.\He's gonna die.\M-Move!\I can still heal his wounds with my Shining Diamond! response:	No!
context: Koichi...\Hmph! I was hoping I could make him into a Stand user\that I could use like the others,\but I guess that's not happening.\He's gonna die.\M-Move!\I can still heal his wounds with my Shining Diamond!\No! response:	Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear
context: Hmph! I was hoping I could make him into a Stand user\that I could use like the others,\but I guess that's not happening.\He's gonna die.\M-Move!\I can still heal his wounds with my Shining Diamond!\No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear response:	with my The Hand!
context: that I could use like the others,\but I guess that's not happening.\He's gonna die.\M-Move!\I can still heal his wounds with my Shining Diamond!\No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand! response:	Here we go!
context: but I guess that's not happening.\He's gonna die.\M-Move!\I can still heal his wounds with my Shining Diamond!\No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand!\Here we go! response:	If you don't move, I'm seriously going to mess up your face.
context: He's gonna die.\M-Move!\I can still heal his wounds with my Shining Diamond!\No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand!\Here we go!\If you don't move, I'm seriously going to mess up your face. response:	You're pretty fast.
context: M-Move!\I can still heal his wounds with my Shining Diamond!\No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand!\Here we go!\If you don't move, I'm seriously going to mess up your face.\You're pretty fast. response:	Hey, Okuyasu.
context: I can still heal his wounds with my Shining Diamond!\No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand!\Here we go!\If you don't move, I'm seriously going to mess up your face.\You're pretty fast.\Hey, Okuyasu. response:	Using a Stand is the same as driving a car or riding a bike.
context: No!\Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand!\Here we go!\If you don't move, I'm seriously going to mess up your face.\You're pretty fast.\Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike. response:	Dipshits with no skill or guts
context: Josuke Higashikata! I, Okuyasu Nijimura, will make you disappear\with my The Hand!\Here we go!\If you don't move, I'm seriously going to mess up your face.\You're pretty fast.\Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts response:	will get scared and maneuver like crap,
context: with my The Hand!\Here we go!\If you don't move, I'm seriously going to mess up your face.\You're pretty fast.\Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts\will get scared and maneuver like crap, response:	no matter what kind of monster machine they ride.
context: Here we go!\If you don't move, I'm seriously going to mess up your face.\You're pretty fast.\Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts\will get scared and maneuver like crap,\no matter what kind of monster machine they ride. response:	Bro...
context: If you don't move, I'm seriously going to mess up your face.\You're pretty fast.\Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts\will get scared and maneuver like crap,\no matter what kind of monster machine they ride.\Bro... response:	Please don't say things that'll piss me off too much.
context: You're pretty fast.\Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts\will get scared and maneuver like crap,\no matter what kind of monster machine they ride.\Bro...\Please don't say things that'll piss me off too much. response:	This bastard's much faster than I thought.
context: Hey, Okuyasu.\Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts\will get scared and maneuver like crap,\no matter what kind of monster machine they ride.\Bro...\Please don't say things that'll piss me off too much.\This bastard's much faster than I thought. response:	We're not messing around here, Okuyasu!
context: Using a Stand is the same as driving a car or riding a bike.\Dipshits with no skill or guts\will get scared and maneuver like crap,\no matter what kind of monster machine they ride.\Bro...\Please don't say things that'll piss me off too much.\This bastard's much faster than I thought.\We're not messing around here, Okuyasu! response:	The Stand that you acquired, The Hand, gives me chills just thinking about it.
context: Dipshits with no skill or guts\will get scared and maneuver like crap,\no matter what kind of monster machine they ride.\Bro...\Please don't say things that'll piss me off too much.\This bastard's much faster than I thought.\We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it. response:	You'd better be serious when you use it.
context: will get scared and maneuver like crap,\no matter what kind of monster machine they ride.\Bro...\Please don't say things that'll piss me off too much.\This bastard's much faster than I thought.\We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it. response:	Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!
context: no matter what kind of monster machine they ride.\Bro...\Please don't say things that'll piss me off too much.\This bastard's much faster than I thought.\We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what! response:	He's bound to get in our way.
context: Bro...\Please don't say things that'll piss me off too much.\This bastard's much faster than I thought.\We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way. response:	I know
context: Please don't say things that'll piss me off too much.\This bastard's much faster than I thought.\We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way.\I know response:	Ah! I was talking!
context: This bastard's much faster than I thought.\We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way.\I know\Ah! I was talking! response:	Th-That's not fair!
context: We're not messing around here, Okuyasu!\The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way.\I know\Ah! I was talking!\Th-That's not fair! response:	You're pretty stupid, aren't you?
context: The Stand that you acquired, The Hand, gives me chills just thinking about it.\You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way.\I know\Ah! I was talking!\Th-That's not fair!\You're pretty stupid, aren't you? response:	What? Why?!
context: You'd better be serious when you use it.\Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way.\I know\Ah! I was talking!\Th-That's not fair!\You're pretty stupid, aren't you?\What? Why?! response:	Why do you think tha
context: Make sure you kill Josuke Higashikata, who defeated Angelo, no matter what!\He's bound to get in our way.\I know\Ah! I was talking!\Th-That's not fair!\You're pretty stupid, aren't you?\What? Why?!\Why do you think tha response:	I told you to move.
context: He's bound to get in our way.\I know\Ah! I was talking!\Th-That's not fair!\You're pretty stupid, aren't you?\What? Why?!\Why do you think tha\I told you to move. response:	Koichi!
context: I know\Ah! I was talking!\Th-That's not fair!\You're pretty stupid, aren't you?\What? Why?!\Why do you think tha\I told you to move.\Koichi! response:	Thank goodness. You're still alive.
context: Ah! I was talking!\Th-That's not fair!\You're pretty stupid, aren't you?\What? Why?!\Why do you think tha\I told you to move.\Koichi!\Thank goodness. You're still alive. response:	Then I can still save...
context: Th-That's not fair!\You're pretty stupid, aren't you?\What? Why?!\Why do you think tha\I told you to move.\Koichi!\Thank goodness. You're still alive.\Then I can still save... response:	That's it! You're gonna pay for that!
context: You're pretty stupid, aren't you?\What? Why?!\Why do you think tha\I told you to move.\Koichi!\Thank goodness. You're still alive.\Then I can still save...\That's it! You're gonna pay for that! response:	I told you to move!
context: What? Why?!\Why do you think tha\I told you to move.\Koichi!\Thank goodness. You're still alive.\Then I can still save...\That's it! You're gonna pay for that!\I told you to move! response:	Get any closer and you'll really piss me off!
context: Why do you think tha\I told you to move.\Koichi!\Thank goodness. You're still alive.\Then I can still save...\That's it! You're gonna pay for that!\I told you to move!\Get any closer and you'll really piss me off! response:	Take your best shot, if you can!
context: I told you to move.\Koichi!\Thank goodness. You're still alive.\Then I can still save...\That's it! You're gonna pay for that!\I told you to move!\Get any closer and you'll really piss me off!\Take your best shot, if you can! response:	He's got way too much confidence in his right hand.
context: Koichi!\Thank goodness. You're still alive.\Then I can still save...\That's it! You're gonna pay for that!\I told you to move!\Get any closer and you'll really piss me off!\Take your best shot, if you can!\He's got way too much confidence in his right hand. response:	This isn't good.
context: Thank goodness. You're still alive.\Then I can still save...\That's it! You're gonna pay for that!\I told you to move!\Get any closer and you'll really piss me off!\Take your best shot, if you can!\He's got way too much confidence in his right hand.\This isn't good. response:	I've got a really bad feeling about that right hand of his...
context: Then I can still save...\That's it! You're gonna pay for that!\I told you to move!\Get any closer and you'll really piss me off!\Take your best shot, if you can!\He's got way too much confidence in his right hand.\This isn't good.\I've got a really bad feeling about that right hand of his... response:	Let go of my right hand, you little shit!
context: That's it! You're gonna pay for that!\I told you to move!\Get any closer and you'll really piss me off!\Take your best shot, if you can!\He's got way too much confidence in his right hand.\This isn't good.\I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit! response:	Yeah, it's his right hand!
context: I told you to move!\Get any closer and you'll really piss me off!\Take your best shot, if you can!\He's got way too much confidence in his right hand.\This isn't good.\I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit!\Yeah, it's his right hand! response:	Swoop
context: Get any closer and you'll really piss me off!\Take your best shot, if you can!\He's got way too much confidence in his right hand.\This isn't good.\I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit!\Yeah, it's his right hand!\Swoop response:	Why, you...
context: Take your best shot, if you can!\He's got way too much confidence in his right hand.\This isn't good.\I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit!\Yeah, it's his right hand!\Swoop\Why, you... response:	Don't you dare run away, Josuke!
context: He's got way too much confidence in his right hand.\This isn't good.\I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit!\Yeah, it's his right hand!\Swoop\Why, you...\Don't you dare run away, Josuke! response:	Don't abandon your friend like that!
context: This isn't good.\I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit!\Yeah, it's his right hand!\Swoop\Why, you...\Don't you dare run away, Josuke!\Don't abandon your friend like that! response:	There's something up with that right hand of yours.
context: I've got a really bad feeling about that right hand of his...\Let go of my right hand, you little shit!\Yeah, it's his right hand!\Swoop\Why, you...\Don't you dare run away, Josuke!\Don't abandon your friend like that!\There's something up with that right hand of yours. response:	Something's telling me it's not safe.
context: Let go of my right hand, you little shit!\Yeah, it's his right hand!\Swoop\Why, you...\Don't you dare run away, Josuke!\Don't abandon your friend like that!\There's something up with that right hand of yours.\Something's telling me it's not safe. response:	Think about that after you're dead!
context: Yeah, it's his right hand!\Swoop\Why, you...\Don't you dare run away, Josuke!\Don't abandon your friend like that!\There's something up with that right hand of yours.\Something's telling me it's not safe.\Think about that after you're dead! response:	Here I go!
context: Swoop\Why, you...\Don't you dare run away, Josuke!\Don't abandon your friend like that!\There's something up with that right hand of yours.\Something's telling me it's not safe.\Think about that after you're dead!\Here I go! response:	Koichi... Just hang on a little longer...
context: Why, you...\Don't you dare run away, Josuke!\Don't abandon your friend like that!\There's something up with that right hand of yours.\Something's telling me it's not safe.\Think about that after you're dead!\Here I go!\Koichi... Just hang on a little longer... response:	No passing
context: Don't you dare run away, Josuke!\Don't abandon your friend like that!\There's something up with that right hand of yours.\Something's telling me it's not safe.\Think about that after you're dead!\Here I go!\Koichi... Just hang on a little longer...\No passing response:	What's with that gate? Something's wrong with it...
context: Don't abandon your friend like that!\There's something up with that right hand of yours.\Something's telling me it's not safe.\Think about that after you're dead!\Here I go!\Koichi... Just hang on a little longer...\No passing\What's with that gate? Something's wrong with it... response:	No... passing?
context: There's something up with that right hand of yours.\Something's telling me it's not safe.\Think about that after you're dead!\Here I go!\Koichi... Just hang on a little longer...\No passing\What's with that gate? Something's wrong with it...\No... passing? response:	Stop walking backwards, you dumbass.
context: Something's telling me it's not safe.\Think about that after you're dead!\Here I go!\Koichi... Just hang on a little longer...\No passing\What's with that gate? Something's wrong with it...\No... passing?\Stop walking backwards, you dumbass. response:	You're getting farther away from your buddy.
context: Think about that after you're dead!\Here I go!\Koichi... Just hang on a little longer...\No passing\What's with that gate? Something's wrong with it...\No... passing?\Stop walking backwards, you dumbass.\You're getting farther away from your buddy. response:	Come a bit closer!
context: Here I go!\Koichi... Just hang on a little longer...\No passing\What's with that gate? Something's wrong with it...\No... passing?\Stop walking backwards, you dumbass.\You're getting farther away from your buddy.\Come a bit closer! response:	That's it... The tres is missing.
context: Koichi... Just hang on a little longer...\No passing\What's with that gate? Something's wrong with it...\No... passing?\Stop walking backwards, you dumbass.\You're getting farther away from your buddy.\Come a bit closer!\That's it... The tres is missing. response:	I bet your Stand's right hand
context: No passing\What's with that gate? Something's wrong with it...\No... passing?\Stop walking backwards, you dumbass.\You're getting farther away from your buddy.\Come a bit closer!\That's it... The tres is missing.\I bet your Stand's right hand response:	scraped it off, right?
context: What's with that gate? Something's wrong with it...\No... passing?\Stop walking backwards, you dumbass.\You're getting farther away from your buddy.\Come a bit closer!\That's it... The tres is missing.\I bet your Stand's right hand\scraped it off, right? response:	It has the power to scrape away its surroundings.
context: No... passing?\Stop walking backwards, you dumbass.\You're getting farther away from your buddy.\Come a bit closer!\That's it... The tres is missing.\I bet your Stand's right hand\scraped it off, right?\It has the power to scrape away its surroundings. response:	No passing
context: Stop walking backwards, you dumbass.\You're getting farther away from your buddy.\Come a bit closer!\That's it... The tres is missing.\I bet your Stand's right hand\scraped it off, right?\It has the power to scrape away its surroundings.\No passing response:	That's right, Josuke Higashikata!
context: You're getting farther away from your buddy.\Come a bit closer!\That's it... The tres is missing.\I bet your Stand's right hand\scraped it off, right?\It has the power to scrape away its surroundings.\No passing\That's right, Josuke Higashikata! response:	Whatever this right hand grabs gets scraped away.
context: Come a bit closer!\That's it... The tres is missing.\I bet your Stand's right hand\scraped it off, right?\It has the power to scrape away its surroundings.\No passing\That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away. response:	And the parts that don't get scraped away...
context: That's it... The tres is missing.\I bet your Stand's right hand\scraped it off, right?\It has the power to scrape away its surroundings.\No passing\That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away... response:	close together, so it looks like nothing changed.
context: I bet your Stand's right hand\scraped it off, right?\It has the power to scrape away its surroundings.\No passing\That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away...\close together, so it looks like nothing changed. response:	As for the part that gets scraped away...
context: scraped it off, right?\It has the power to scrape away its surroundings.\No passing\That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away...\close together, so it looks like nothing changed.\As for the part that gets scraped away... response:	Even I don't know where it ends up!
context: It has the power to scrape away its surroundings.\No passing\That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away...\close together, so it looks like nothing changed.\As for the part that gets scraped away...\Even I don't know where it ends up! response:	I can do this to guys who try to run away, too.
context: No passing\That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away...\close together, so it looks like nothing changed.\As for the part that gets scraped away...\Even I don't know where it ends up!\I can do this to guys who try to run away, too. response:	I scrape away the space between us! And then...
context: That's right, Josuke Higashikata!\Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away...\close together, so it looks like nothing changed.\As for the part that gets scraped away...\Even I don't know where it ends up!\I can do this to guys who try to run away, too.\I scrape away the space between us! And then... response:	See? You came right to me.
context: Whatever this right hand grabs gets scraped away.\And the parts that don't get scraped away...\close together, so it looks like nothing changed.\As for the part that gets scraped away...\Even I don't know where it ends up!\I can do this to guys who try to run away, too.\I scrape away the space between us! And then...\See? You came right to me. response:	You could call it teleporting!
context: And the parts that don't get scraped away...\close together, so it looks like nothing changed.\As for the part that gets scraped away...\Even I don't know where it ends up!\I can do this to guys who try to run away, too.\I scrape away the space between us! And then...\See? You came right to me.\You could call it teleporting! response:	This is the power of the Stand even my bro fears, The Hand!
context: close together, so it looks like nothing changed.\As for the part that gets scraped away...\Even I don't know where it ends up!\I can do this to guys who try to run away, too.\I scrape away the space between us! And then...\See? You came right to me.\You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand! response:	You can't run away anymore,
context: As for the part that gets scraped away...\Even I don't know where it ends up!\I can do this to guys who try to run away, too.\I scrape away the space between us! And then...\See? You came right to me.\You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore, response:	Josuke!
context: Even I don't know where it ends up!\I can do this to guys who try to run away, too.\I scrape away the space between us! And then...\See? You came right to me.\You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore,\Josuke! response:	No matter where you go, you're...
context: I can do this to guys who try to run away, too.\I scrape away the space between us! And then...\See? You came right to me.\You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore,\Josuke!\No matter where you go, you're... response:	always...
context: I scrape away the space between us! And then...\See? You came right to me.\You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore,\Josuke!\No matter where you go, you're...\always... response:	within my reach!
context: See? You came right to me.\You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore,\Josuke!\No matter where you go, you're...\always...\within my reach! response:	So weak!
context: You could call it teleporting!\This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore,\Josuke!\No matter where you go, you're...\always...\within my reach!\So weak! response:	You really beat Angelo like this?
context: This is the power of the Stand even my bro fears, The Hand!\You can't run away anymore,\Josuke!\No matter where you go, you're...\always...\within my reach!\So weak!\You really beat Angelo like this? response:	I guess you just don't get that it's no use.
context: You can't run away anymore,\Josuke!\No matter where you go, you're...\always...\within my reach!\So weak!\You really beat Angelo like this?\I guess you just don't get that it's no use. response:	You're the one who's stupid!
context: Josuke!\No matter where you go, you're...\always...\within my reach!\So weak!\You really beat Angelo like this?\I guess you just don't get that it's no use.\You're the one who's stupid! response:	Now die, Josuke!
context: No matter where you go, you're...\always...\within my reach!\So weak!\You really beat Angelo like this?\I guess you just don't get that it's no use.\You're the one who's stupid!\Now die, Josuke! response:	You really are stupid, aren't you?
context: always...\within my reach!\So weak!\You really beat Angelo like this?\I guess you just don't get that it's no use.\You're the one who's stupid!\Now die, Josuke!\You really are stupid, aren't you? response:	Why?!
context: within my reach!\So weak!\You really beat Angelo like this?\I guess you just don't get that it's no use.\You're the one who's stupid!\Now die, Josuke!\You really are stupid, aren't you?\Why?! response:	Smack
context: So weak!\You really beat Angelo like this?\I guess you just don't get that it's no use.\You're the one who's stupid!\Now die, Josuke!\You really are stupid, aren't you?\Why?!\Smack response:	Crash
context: You really beat Angelo like this?\I guess you just don't get that it's no use.\You're the one who's stupid!\Now die, Josuke!\You really are stupid, aren't you?\Why?!\Smack\Crash response:	Kaboom
context: I guess you just don't get that it's no use.\You're the one who's stupid!\Now die, Josuke!\You really are stupid, aren't you?\Why?!\Smack\Crash\Kaboom response:	That was close. Okuyasu Nijimura, huh?
context: You're the one who's stupid!\Now die, Josuke!\You really are stupid, aren't you?\Why?!\Smack\Crash\Kaboom\That was close. Okuyasu Nijimura, huh? response:	That's a pretty great and terrifying Stand.
context: Now die, Josuke!\You really are stupid, aren't you?\Why?!\Smack\Crash\Kaboom\That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand. response:	I'll be in trouble if he wakes up and tries to attack.
context: You really are stupid, aren't you?\Why?!\Smack\Crash\Kaboom\That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack. response:	I guess I should strangle him a bit, just to make sure he stays knocked out.
context: Why?!\Smack\Crash\Kaboom\That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out. response:	It'll put the feeling of defeat in his soul, too.
context: Smack\Crash\Kaboom\That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too. response:	One, and...
context: Crash\Kaboom\That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too.\One, and... response:	K-Koichi's...
context: Kaboom\That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too.\One, and...\K-Koichi's... response:	That's enough, you bastard!
context: That was close. Okuyasu Nijimura, huh?\That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too.\One, and...\K-Koichi's...\That's enough, you bastard! response:	This arrow is very precious. It's the only one there is.
context: That's a pretty great and terrifying Stand.\I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too.\One, and...\K-Koichi's...\That's enough, you bastard!\This arrow is very precious. It's the only one there is. response:	It's my precious objective.
context: I'll be in trouble if he wakes up and tries to attack.\I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too.\One, and...\K-Koichi's...\That's enough, you bastard!\This arrow is very precious. It's the only one there is.\It's my precious objective. response:	I just have to retrieve it.
context: I guess I should strangle him a bit, just to make sure he stays knocked out.\It'll put the feeling of defeat in his soul, too.\One, and...\K-Koichi's...\That's enough, you bastard!\This arrow is very precious. It's the only one there is.\It's my precious objective.\I just have to retrieve it. response:	According to Angelo's story,
context: It'll put the feeling of defeat in his soul, too.\One, and...\K-Koichi's...\That's enough, you bastard!\This arrow is very precious. It's the only one there is.\It's my precious objective.\I just have to retrieve it.\According to Angelo's story, response:	it's this bow and arrow that unleashed Dio's Stand powers.
context: One, and...\K-Koichi's...\That's enough, you bastard!\This arrow is very precious. It's the only one there is.\It's my precious objective.\I just have to retrieve it.\According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers. response:	There's no doubt about it. That unleashed The World...
context: K-Koichi's...\That's enough, you bastard!\This arrow is very precious. It's the only one there is.\It's my precious objective.\I just have to retrieve it.\According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World... response:	And after Enyaba died, someone obtained the bow and arrow,
context: That's enough, you bastard!\This arrow is very precious. It's the only one there is.\It's my precious objective.\I just have to retrieve it.\According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World...\And after Enyaba died, someone obtained the bow and arrow, response:	and is creating more Stand users in Morioh City.
context: This arrow is very precious. It's the only one there is.\It's my precious objective.\I just have to retrieve it.\According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World...\And after Enyaba died, someone obtained the bow and arrow,\and is creating more Stand users in Morioh City. response:	I've got to hurry and destroy that bow and arrow...
context: It's my precious objective.\I just have to retrieve it.\According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World...\And after Enyaba died, someone obtained the bow and arrow,\and is creating more Stand users in Morioh City.\I've got to hurry and destroy that bow and arrow... response:	To make sure a villain more evil than Dio
context: I just have to retrieve it.\According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World...\And after Enyaba died, someone obtained the bow and arrow,\and is creating more Stand users in Morioh City.\I've got to hurry and destroy that bow and arrow...\To make sure a villain more evil than Dio response:	doesn't appear with a Stand more powerful than The World.
context: According to Angelo's story,\it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World...\And after Enyaba died, someone obtained the bow and arrow,\and is creating more Stand users in Morioh City.\I've got to hurry and destroy that bow and arrow...\To make sure a villain more evil than Dio\doesn't appear with a Stand more powerful than The World. response:	Episode 4 The Nijimura Brothers, Part 2
context: it's this bow and arrow that unleashed Dio's Stand powers.\There's no doubt about it. That unleashed The World...\And after Enyaba died, someone obtained the bow and arrow,\and is creating more Stand users in Morioh City.\I've got to hurry and destroy that bow and arrow...\To make sure a villain more evil than Dio\doesn't appear with a Stand more powerful than The World.\Episode 4 The Nijimura Brothers, Part 2 response:	Episode 4 The Niji mura Brothers, Part 2
