context: -OP- response:	-ED-
context: A guy can't just sit back and wait!\Bon, you're the real man.\I haven't memorized any of it.\Oh, you had that with you?\If it gets through, I'll help you.\You're stupid.\What? You had such a big mouth earlier,\but now that things get real you wet yourself! response:	Stand back if you're not going to fight!
context: Bon, you're the real man.\I haven't memorized any of it.\Oh, you had that with you?\If it gets through, I'll help you.\You're stupid.\What? You had such a big mouth earlier,\but now that things get real you wet yourself!\Stand back if you're not going to fight! response:	Konekomaru, you do it from the first chapter, I'll start from the 11th.
context: I haven't memorized any of it.\Oh, you had that with you?\If it gets through, I'll help you.\You're stupid.\What? You had such a big mouth earlier,\but now that things get real you wet yourself!\Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th. response:	Don't let it get through.
context: Oh, you had that with you?\If it gets through, I'll help you.\You're stupid.\What? You had such a big mouth earlier,\but now that things get real you wet yourself!\Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through. response:	Let's do this!
context: If it gets through, I'll help you.\You're stupid.\What? You had such a big mouth earlier,\but now that things get real you wet yourself!\Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through.\Let's do this! response:	Yes!
context: You're stupid.\What? You had such a big mouth earlier,\but now that things get real you wet yourself!\Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through.\Let's do this!\Yes! response:	Now a certain man was sick...
context: What? You had such a big mouth earlier,\but now that things get real you wet yourself!\Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through.\Let's do this!\Yes!\Now a certain man was sick... response:	In the beginning was the Word...
context: but now that things get real you wet yourself!\Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through.\Let's do this!\Yes!\Now a certain man was sick...\In the beginning was the Word... response:	The switchboard...
context: Stand back if you're not going to fight!\Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through.\Let's do this!\Yes!\Now a certain man was sick...\In the beginning was the Word...\The switchboard... response:	This is it.
context: Konekomaru, you do it from the first chapter, I'll start from the 11th.\Don't let it get through.\Let's do this!\Yes!\Now a certain man was sick...\In the beginning was the Word...\The switchboard...\This is it. response:	It's all off! If I turn it on...
context: Don't let it get through.\Let's do this!\Yes!\Now a certain man was sick...\In the beginning was the Word...\The switchboard...\This is it.\It's all off! If I turn it on... response:	Back off!
context: Let's do this!\Yes!\Now a certain man was sick...\In the beginning was the Word...\The switchboard...\This is it.\It's all off! If I turn it on...\Back off! response:	That's it, those flames are what I wanted to see.
context: Yes!\Now a certain man was sick...\In the beginning was the Word...\The switchboard...\This is it.\It's all off! If I turn it on...\Back off!\That's it, those flames are what I wanted to see. response:	Those blue flames.
context: Now a certain man was sick...\In the beginning was the Word...\The switchboard...\This is it.\It's all off! If I turn it on...\Back off!\That's it, those flames are what I wanted to see.\Those blue flames. response:	You!
context: In the beginning was the Word...\The switchboard...\This is it.\It's all off! If I turn it on...\Back off!\That's it, those flames are what I wanted to see.\Those blue flames.\You! response:	Looks like you can't use your powers in front of others,
context: The switchboard...\This is it.\It's all off! If I turn it on...\Back off!\That's it, those flames are what I wanted to see.\Those blue flames.\You!\Looks like you can't use your powers in front of others, response:	so I took the liberty of inviting you here, Okumura Rin.
context: This is it.\It's all off! If I turn it on...\Back off!\That's it, those flames are what I wanted to see.\Those blue flames.\You!\Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin. response:	Son of Satan!
context: It's all off! If I turn it on...\Back off!\That's it, those flames are what I wanted to see.\Those blue flames.\You!\Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin.\Son of Satan! response:	Let not your heart be troubled: ye believe in God, believe also in me.
context: Back off!\That's it, those flames are what I wanted to see.\Those blue flames.\You!\Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin.\Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me. response:	I have yet many things to say unto you, but ye cannot bear them now.
context: That's it, those flames are what I wanted to see.\Those blue flames.\You!\Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin.\Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now. response:	It's almost gotten through!
context: Those blue flames.\You!\Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin.\Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through! response:	Bon has almost reached the end!
context: You!\Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin.\Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through!\Bon has almost reached the end! response:	Moriyama!
context: Looks like you can't use your powers in front of others,\so I took the liberty of inviting you here, Okumura Rin.\Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through!\Bon has almost reached the end!\Moriyama! response:	Damned thing...
context: so I took the liberty of inviting you here, Okumura Rin.\Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through!\Bon has almost reached the end!\Moriyama!\Damned thing... response:	And when he had spoken this, he saith unto him,'Follow me.'
context: Son of Satan!\Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through!\Bon has almost reached the end!\Moriyama!\Damned thing...\And when he had spoken this, he saith unto him,'Follow me.' response:	Why do you know?
context: Let not your heart be troubled: ye believe in God, believe also in me.\I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through!\Bon has almost reached the end!\Moriyama!\Damned thing...\And when he had spoken this, he saith unto him,'Follow me.'\Why do you know? response:	How can you know about that?
context: I have yet many things to say unto you, but ye cannot bear them now.\It's almost gotten through!\Bon has almost reached the end!\Moriyama!\Damned thing...\And when he had spoken this, he saith unto him,'Follow me.'\Why do you know?\How can you know about that? response:	Was yesterday's incident your doing, too?
context: It's almost gotten through!\Bon has almost reached the end!\Moriyama!\Damned thing...\And when he had spoken this, he saith unto him,'Follow me.'\Why do you know?\How can you know about that?\Was yesterday's incident your doing, too? response:	Indeed.
context: Bon has almost reached the end!\Moriyama!\Damned thing...\And when he had spoken this, he saith unto him,'Follow me.'\Why do you know?\How can you know about that?\Was yesterday's incident your doing, too?\Indeed. response:	Show me! Show me that power!
context: Moriyama!\Damned thing...\And when he had spoken this, he saith unto him,'Follow me.'\Why do you know?\How can you know about that?\Was yesterday's incident your doing, too?\Indeed.\Show me! Show me that power! response:	You won't get away with this!
context: Damned thing...\And when he had spoken this, he saith unto him,'Follow me.'\Why do you know?\How can you know about that?\Was yesterday's incident your doing, too?\Indeed.\Show me! Show me that power!\You won't get away with this! response:	I see.
context: And when he had spoken this, he saith unto him,'Follow me.'\Why do you know?\How can you know about that?\Was yesterday's incident your doing, too?\Indeed.\Show me! Show me that power!\You won't get away with this!\I see. response:	Where is he? Where did he go?
context: Why do you know?\How can you know about that?\Was yesterday's incident your doing, too?\Indeed.\Show me! Show me that power!\You won't get away with this!\I see.\Where is he? Where did he go? response:	Hey, you!
context: How can you know about that?\Was yesterday's incident your doing, too?\Indeed.\Show me! Show me that power!\You won't get away with this!\I see.\Where is he? Where did he go?\Hey, you! response:	Kamiki...
context: Was yesterday's incident your doing, too?\Indeed.\Show me! Show me that power!\You won't get away with this!\I see.\Where is he? Where did he go?\Hey, you!\Kamiki... response:	Get a hold of yourself!
context: Indeed.\Show me! Show me that power!\You won't get away with this!\I see.\Where is he? Where did he go?\Hey, you!\Kamiki...\Get a hold of yourself! response:	Today... you weren't your usual self.
context: Show me! Show me that power!\You won't get away with this!\I see.\Where is he? Where did he go?\Hey, you!\Kamiki...\Get a hold of yourself!\Today... you weren't your usual self. response:	Are you all right?
context: You won't get away with this!\I see.\Where is he? Where did he go?\Hey, you!\Kamiki...\Get a hold of yourself!\Today... you weren't your usual self.\Are you all right? response:	Am I all right? Me?
context: I see.\Where is he? Where did he go?\Hey, you!\Kamiki...\Get a hold of yourself!\Today... you weren't your usual self.\Are you all right?\Am I all right? Me? response:	Why is she worried about me?
context: Where is he? Where did he go?\Hey, you!\Kamiki...\Get a hold of yourself!\Today... you weren't your usual self.\Are you all right?\Am I all right? Me?\Why is she worried about me? response:	Bon, are you done yet?
context: Hey, you!\Kamiki...\Get a hold of yourself!\Today... you weren't your usual self.\Are you all right?\Am I all right? Me?\Why is she worried about me?\Bon, are you done yet? response:	I wasn't my usual self. She's right.
context: Kamiki...\Get a hold of yourself!\Today... you weren't your usual self.\Are you all right?\Am I all right? Me?\Why is she worried about me?\Bon, are you done yet?\I wasn't my usual self. She's right. response:	It's not like me!
context: Get a hold of yourself!\Today... you weren't your usual self.\Are you all right?\Am I all right? Me?\Why is she worried about me?\Bon, are you done yet?\I wasn't my usual self. She's right.\It's not like me! response:	I humbly call upon the Gods of Harvest.
context: Today... you weren't your usual self.\Are you all right?\Am I all right? Me?\Why is she worried about me?\Bon, are you done yet?\I wasn't my usual self. She's right.\It's not like me!\I humbly call upon the Gods of Harvest. response:	Follow my wishes, leave none unfulfilled!
context: Are you all right?\Am I all right? Me?\Why is she worried about me?\Bon, are you done yet?\I wasn't my usual self. She's right.\It's not like me!\I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled! response:	Woman, how dare you summon us again?
context: Am I all right? Me?\Why is she worried about me?\Bon, are you done yet?\I wasn't my usual self. She's right.\It's not like me!\I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again? response:	Know your pla -
context: Why is she worried about me?\Bon, are you done yet?\I wasn't my usual self. She's right.\It's not like me!\I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again?\Know your pla - response:	Obey me!
context: Bon, are you done yet?\I wasn't my usual self. She's right.\It's not like me!\I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again?\Know your pla -\Obey me! response:	She broke out of it.
context: I wasn't my usual self. She's right.\It's not like me!\I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again?\Know your pla -\Obey me!\She broke out of it. response:	Then went this saying abroad among the brethren, that that disciple should not die...
context: It's not like me!\I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again?\Know your pla -\Obey me!\She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die... response:	Bon!
context: I humbly call upon the Gods of Harvest.\Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again?\Know your pla -\Obey me!\She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die...\Bon! response:	One, two, three, four, five...
context: Follow my wishes, leave none unfulfilled!\Woman, how dare you summon us again?\Know your pla -\Obey me!\She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die...\Bon!\One, two, three, four, five... response:	I'm a bad person, but I'm also a sore loser.
context: Woman, how dare you summon us again?\Know your pla -\Obey me!\She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die...\Bon!\One, two, three, four, five...\I'm a bad person, but I'm also a sore loser. response:	Tremble as a leaf, tremble I say!
context: Know your pla -\Obey me!\She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die...\Bon!\One, two, three, four, five...\I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say! response:	But that's who I am!
context: Obey me!\She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die...\Bon!\One, two, three, four, five...\I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say!\But that's who I am! response:	Fall... and never return to life!
context: She broke out of it.\Then went this saying abroad among the brethren, that that disciple should not die...\Bon!\One, two, three, four, five...\I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say!\But that's who I am!\Fall... and never return to life! response:	You did it!
context: Then went this saying abroad among the brethren, that that disciple should not die...\Bon!\One, two, three, four, five...\I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say!\But that's who I am!\Fall... and never return to life!\You did it! response:	No way!
context: Bon!\One, two, three, four, five...\I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say!\But that's who I am!\Fall... and never return to life!\You did it!\No way! response:	and we know that his testimony is true.
context: One, two, three, four, five...\I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say!\But that's who I am!\Fall... and never return to life!\You did it!\No way!\and we know that his testimony is true. response:	The lights!
context: I'm a bad person, but I'm also a sore loser.\Tremble as a leaf, tremble I say!\But that's who I am!\Fall... and never return to life!\You did it!\No way!\and we know that his testimony is true.\The lights! response:	I suppose that even the world...
context: Tremble as a leaf, tremble I say!\But that's who I am!\Fall... and never return to life!\You did it!\No way!\and we know that his testimony is true.\The lights!\I suppose that even the world... response:	I suppose that even the world itself could not contain the books that should be written!
context: But that's who I am!\Fall... and never return to life!\You did it!\No way!\and we know that his testimony is true.\The lights!\I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written! response:	Bon!
context: Fall... and never return to life!\You did it!\No way!\and we know that his testimony is true.\The lights!\I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written!\Bon! response:	I'll di-di-die!
context: You did it!\No way!\and we know that his testimony is true.\The lights!\I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written!\Bon!\I'll di-di-die! response:	Bon...
context: No way!\and we know that his testimony is true.\The lights!\I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written!\Bon!\I'll di-di-die!\Bon... response:	What a relief.
context: and we know that his testimony is true.\The lights!\I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written!\Bon!\I'll di-di-die!\Bon...\What a relief. response:	Was there another one here?
context: The lights!\I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written!\Bon!\I'll di-di-die!\Bon...\What a relief.\Was there another one here? response:	You... the other one?
context: I suppose that even the world...\I suppose that even the world itself could not contain the books that should be written!\Bon!\I'll di-di-die!\Bon...\What a relief.\Was there another one here?\You... the other one? response:	I took it out. You defeated yours, too? Amazing...
context: I suppose that even the world itself could not contain the books that should be written!\Bon!\I'll di-di-die!\Bon...\What a relief.\Was there another one here?\You... the other one?\I took it out. You defeated yours, too? Amazing... response:	What the hell's wrong with you?! Do you want to die?!
context: Bon!\I'll di-di-die!\Bon...\What a relief.\Was there another one here?\You... the other one?\I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?! response:	Wait, do you want to kill me?
context: I'll di-di-die!\Bon...\What a relief.\Was there another one here?\You... the other one?\I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me? response:	Are you all right?
context: Bon...\What a relief.\Was there another one here?\You... the other one?\I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me?\Are you all right? response:	Yeah, thank you.
context: What a relief.\Was there another one here?\You... the other one?\I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me?\Are you all right?\Yeah, thank you. response:	I hate you.
context: Was there another one here?\You... the other one?\I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me?\Are you all right?\Yeah, thank you.\I hate you. response:	Huh?
context: You... the other one?\I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me?\Are you all right?\Yeah, thank you.\I hate you.\Huh? response:	But thanks anyway. That's all.
context: I took it out. You defeated yours, too? Amazing...\What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me?\Are you all right?\Yeah, thank you.\I hate you.\Huh?\But thanks anyway. That's all. response:	Paku... I...
context: What the hell's wrong with you?! Do you want to die?!\Wait, do you want to kill me?\Are you all right?\Yeah, thank you.\I hate you.\Huh?\But thanks anyway. That's all.\Paku... I... response:	Izumo... I love you the way you are!
context: Wait, do you want to kill me?\Are you all right?\Yeah, thank you.\I hate you.\Huh?\But thanks anyway. That's all.\Paku... I...\Izumo... I love you the way you are! response:	I'll do my best.
context: Are you all right?\Yeah, thank you.\I hate you.\Huh?\But thanks anyway. That's all.\Paku... I...\Izumo... I love you the way you are!\I'll do my best. response:	You don't know anything!
context: Yeah, thank you.\I hate you.\Huh?\But thanks anyway. That's all.\Paku... I...\Izumo... I love you the way you are!\I'll do my best.\You don't know anything! response:	What am I seeing...?
context: I hate you.\Huh?\But thanks anyway. That's all.\Paku... I...\Izumo... I love you the way you are!\I'll do my best.\You don't know anything!\What am I seeing...? response:	Ah, Yukio! Where were you?!
context: Huh?\But thanks anyway. That's all.\Paku... I...\Izumo... I love you the way you are!\I'll do my best.\You don't know anything!\What am I seeing...?\Ah, Yukio! Where were you?! response:	You...
context: But thanks anyway. That's all.\Paku... I...\Izumo... I love you the way you are!\I'll do my best.\You don't know anything!\What am I seeing...?\Ah, Yukio! Where were you?!\You... response:	What is the meaning of this?
context: Paku... I...\Izumo... I love you the way you are!\I'll do my best.\You don't know anything!\What am I seeing...?\Ah, Yukio! Where were you?!\You...\What is the meaning of this? response:	It was all to understand Rin Okumura's powers as much as possible.
context: Izumo... I love you the way you are!\I'll do my best.\You don't know anything!\What am I seeing...?\Ah, Yukio! Where were you?!\You...\What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible. response:	This doesn't feel right.
context: I'll do my best.\You don't know anything!\What am I seeing...?\Ah, Yukio! Where were you?!\You...\What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right. response:	Yuki! Rin!
context: You don't know anything!\What am I seeing...?\Ah, Yukio! Where were you?!\You...\What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right.\Yuki! Rin! response:	Episode 8 szia Now a Certain Man was Sick
context: What am I seeing...?\Ah, Yukio! Where were you?!\You...\What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right.\Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick response:	Next Episode Preview
context: Ah, Yukio! Where were you?!\You...\What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right.\Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick\Next Episode Preview response:	Memories
context: You...\What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right.\Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick\Next Episode Preview\Memories response:	The Blue Exorcist
context: What is the meaning of this?\It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right.\Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick\Next Episode Preview\Memories\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: It was all to understand Rin Okumura's powers as much as possible.\This doesn't feel right.\Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick\Next Episode Preview\Memories\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: This doesn't feel right.\Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick\Next Episode Preview\Memories\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: Yuki! Rin!\Episode 8 szia Now a Certain Man was Sick\Next Episode Preview\Memories\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: Episode 8 szia Now a Certain Man was Sick\Next Episode Preview\Memories\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: Next Episode Preview\Memories\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: Memories\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
context: nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita response:	ano otonatachi to onaji jan ka yo
context: you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo response:	doushitatte kanawanai esoragoto darou ga
context: saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga response:	mune wo moyasu hi wa dare ni mo keseya shinai
context: yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai response:	sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo
context: stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo response:	mada ore wa kawareru jibun de kaetemiseru
context: todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru response:	kore ga sou pride sorezore no basho de
context: atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de response:	mada mada kieru na kokoro no hi wo
context: rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo response:	mada mada ikeru zo ikeru zo
context: ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo response:	After birth, people live as they wish
context: doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish response:	They then learn the black box in their head; is that bliss?
context: mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss? response:	Just cross over, beyond the line of your limit
context: sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit response:	Let's go, take a step, and I mean this minute
context: mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute response:	Life's a bitch, so if it's easy, you're doing it wrong
context: kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong response:	Stop, which way is the world going? Then ignore it and go wherever (here we go)
context: mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go) response:	There are things I could never have, things with time
context: mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time response:	Is there a reason I force my heart upon them?
context: After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them? response:	I never tried to understand, I just forced it on them
