context: Midday Moon response:	What the hell is that?!
context: I caught a glimpse of the boy's long fight against illness.\Shogi is honest.\The only way to get good at it is by studying.\That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds.\No, that's not right.\He never even had the kind of childhood that could be flung away.\It's huge. response:	There is No Correct Answer for Shogi...
context: Shogi is honest.\The only way to get good at it is by studying.\That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds.\No, that's not right.\He never even had the kind of childhood that could be flung away.\It's huge.\There is No Correct Answer for Shogi... response:	Sh-Shimada 6th-Dan!
context: The only way to get good at it is by studying.\That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds.\No, that's not right.\He never even had the kind of childhood that could be flung away.\It's huge.\There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan! response:	That's okay. Lie down.
context: That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds.\No, that's not right.\He never even had the kind of childhood that could be flung away.\It's huge.\There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan!\That's okay. Lie down. response:	I've come in our mentor's place for today.
context: of someone who threw a happy childhood to the winds.\No, that's not right.\He never even had the kind of childhood that could be flung away.\It's huge.\There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan!\That's okay. Lie down.\I've come in our mentor's place for today. response:	He's got nerve pain right now, so he can't move.
context: No, that's not right.\He never even had the kind of childhood that could be flung away.\It's huge.\There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan!\That's okay. Lie down.\I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move. response:	Excited to see an actual professional shogi player
context: He never even had the kind of childhood that could be flung away.\It's huge.\There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan!\That's okay. Lie down.\I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player response:	Here, these are from him.
context: It's huge.\There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan!\That's okay. Lie down.\I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player\Here, these are from him. response:	He said they're old, but hope that's okay.
context: There is No Correct Answer for Shogi...\Sh-Shimada 6th-Dan!\That's okay. Lie down.\I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player\Here, these are from him.\He said they're old, but hope that's okay. response:	Treasure Island
context: Sh-Shimada 6th-Dan!\That's okay. Lie down.\I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player\Here, these are from him.\He said they're old, but hope that's okay.\Treasure Island response:	20,000 Leagues Under the Sea
context: That's okay. Lie down.\I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player\Here, these are from him.\He said they're old, but hope that's okay.\Treasure Island\20,000 Leagues Under the Sea response:	They're illustrated first editions!
context: I've come in our mentor's place for today.\He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player\Here, these are from him.\He said they're old, but hope that's okay.\Treasure Island\20,000 Leagues Under the Sea\They're illustrated first editions! response:	When I asked him if he wanted to play...
context: He's got nerve pain right now, so he can't move.\Excited to see an actual professional shogi player\Here, these are from him.\He said they're old, but hope that's okay.\Treasure Island\20,000 Leagues Under the Sea\They're illustrated first editions!\When I asked him if he wanted to play... response:	Really?!
context: Excited to see an actual professional shogi player\Here, these are from him.\He said they're old, but hope that's okay.\Treasure Island\20,000 Leagues Under the Sea\They're illustrated first editions!\When I asked him if he wanted to play...\Really?! response:	And so I would play him from time to time.
context: Here, these are from him.\He said they're old, but hope that's okay.\Treasure Island\20,000 Leagues Under the Sea\They're illustrated first editions!\When I asked him if he wanted to play...\Really?!\And so I would play him from time to time. response:	He would always give it everything he had
context: He said they're old, but hope that's okay.\Treasure Island\20,000 Leagues Under the Sea\They're illustrated first editions!\When I asked him if he wanted to play...\Really?!\And so I would play him from time to time.\He would always give it everything he had response:	and beating him always required much effort.
context: Treasure Island\20,000 Leagues Under the Sea\They're illustrated first editions!\When I asked him if he wanted to play...\Really?!\And so I would play him from time to time.\He would always give it everything he had\and beating him always required much effort. response:	But one day, I hurt him.
context: 20,000 Leagues Under the Sea\They're illustrated first editions!\When I asked him if he wanted to play...\Really?!\And so I would play him from time to time.\He would always give it everything he had\and beating him always required much effort.\But one day, I hurt him. response:	His health had taken a turn for the worse
context: They're illustrated first editions!\When I asked him if he wanted to play...\Really?!\And so I would play him from time to time.\He would always give it everything he had\and beating him always required much effort.\But one day, I hurt him.\His health had taken a turn for the worse response:	and he'd been on a losing streak, so the idea was to encourage him.
context: When I asked him if he wanted to play...\Really?!\And so I would play him from time to time.\He would always give it everything he had\and beating him always required much effort.\But one day, I hurt him.\His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him. response:	Please don't hold back like that!
context: Really?!\And so I would play him from time to time.\He would always give it everything he had\and beating him always required much effort.\But one day, I hurt him.\His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that! response:	Kiddo.
context: And so I would play him from time to time.\He would always give it everything he had\and beating him always required much effort.\But one day, I hurt him.\His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that!\Kiddo. response:	If I'm treated as a weakling even when I play shogi,
context: He would always give it everything he had\and beating him always required much effort.\But one day, I hurt him.\His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that!\Kiddo.\If I'm treated as a weakling even when I play shogi, response:	where am I supposed to live?!
context: and beating him always required much effort.\But one day, I hurt him.\His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that!\Kiddo.\If I'm treated as a weakling even when I play shogi,\where am I supposed to live?! response:	His disease is incurable, so it would be with him for the rest of his life.
context: But one day, I hurt him.\His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that!\Kiddo.\If I'm treated as a weakling even when I play shogi,\where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life. response:	Kiddo, I'm sorry.
context: His health had taken a turn for the worse\and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that!\Kiddo.\If I'm treated as a weakling even when I play shogi,\where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry. response:	I'll never do it again, I promise.
context: and he'd been on a losing streak, so the idea was to encourage him.\Please don't hold back like that!\Kiddo.\If I'm treated as a weakling even when I play shogi,\where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry.\I'll never do it again, I promise. response:	He had strict dietary restrictions.
context: Please don't hold back like that!\Kiddo.\If I'm treated as a weakling even when I play shogi,\where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry.\I'll never do it again, I promise.\He had strict dietary restrictions. response:	His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.
context: Kiddo.\If I'm treated as a weakling even when I play shogi,\where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry.\I'll never do it again, I promise.\He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate. response:	He could hardly do anything. Fighting, sports, playing with friends were all out of the question.
context: If I'm treated as a weakling even when I play shogi,\where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry.\I'll never do it again, I promise.\He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question. response:	The only place where he could run about as a hero
context: where am I supposed to live?!\His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry.\I'll never do it again, I promise.\He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero response:	were on the 81 squares of this game board.
context: His disease is incurable, so it would be with him for the rest of his life.\Kiddo, I'm sorry.\I'll never do it again, I promise.\He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero\were on the 81 squares of this game board. response:	Kiriyama. These are the game records of today's semi-finals.
context: Kiddo, I'm sorry.\I'll never do it again, I promise.\He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero\were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals. response:	HARUNOBU NIKAIDOU
context: I'll never do it again, I promise.\He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero\were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU response:	Brother, please don't tell Kiriyama about my disease.
context: He had strict dietary restrictions.\His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero\were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease. response:	To get stronger, a rival is essential.
context: His days went by enduring, holding his breath, and hoping his condition wouldn't deteriorate.\He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero\were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential. response:	He doesn't realize it himself, but he's a kind person.
context: He could hardly do anything. Fighting, sports, playing with friends were all out of the question.\The only place where he could run about as a hero\were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person. response:	And he's unstable.
context: The only place where he could run about as a hero\were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person.\And he's unstable. response:	If he knew about this, he'd lose his touch.
context: were on the 81 squares of this game board.\Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person.\And he's unstable.\If he knew about this, he'd lose his touch. response:	Then I wouldn't be able...
context: Kiriyama. These are the game records of today's semi-finals.\HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person.\And he's unstable.\If he knew about this, he'd lose his touch.\Then I wouldn't be able... response:	The game record was two pages.
context: HARUNOBU NIKAIDOU\Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person.\And he's unstable.\If he knew about this, he'd lose his touch.\Then I wouldn't be able...\The game record was two pages. response:	The first match, where he used all the time available.
context: Brother, please don't tell Kiriyama about my disease.\To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person.\And he's unstable.\If he knew about this, he'd lose his touch.\Then I wouldn't be able...\The game record was two pages.\The first match, where he used all the time available. response:	He was in the inferior position, but he stuck it out,
context: To get stronger, a rival is essential.\He doesn't realize it himself, but he's a kind person.\And he's unstable.\If he knew about this, he'd lose his touch.\Then I wouldn't be able...\The game record was two pages.\The first match, where he used all the time available.\He was in the inferior position, but he stuck it out, response:	and right as he turned it around with an upper hand,
context: He doesn't realize it himself, but he's a kind person.\And he's unstable.\If he knew about this, he'd lose his touch.\Then I wouldn't be able...\The game record was two pages.\The first match, where he used all the time available.\He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand, response:	his opponent had a threefold repetition.
context: And he's unstable.\If he knew about this, he'd lose his touch.\Then I wouldn't be able...\The game record was two pages.\The first match, where he used all the time available.\He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand,\his opponent had a threefold repetition. response:	Near the end of the ensuing rematches...
context: If he knew about this, he'd lose his touch.\Then I wouldn't be able...\The game record was two pages.\The first match, where he used all the time available.\He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand,\his opponent had a threefold repetition.\Near the end of the ensuing rematches... response:	After 138 moves that wrung out his soul, with only one minute allowed per move...
context: Then I wouldn't be able...\The game record was two pages.\The first match, where he used all the time available.\He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand,\his opponent had a threefold repetition.\Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move... response:	Kiriyama. Even so, can you be merciless to Nikaidou?
context: The game record was two pages.\The first match, where he used all the time available.\He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand,\his opponent had a threefold repetition.\Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou? response:	I'm going to the finals.
context: The first match, where he used all the time available.\He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand,\his opponent had a threefold repetition.\Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals. response:	All right.
context: He was in the inferior position, but he stuck it out,\and right as he turned it around with an upper hand,\his opponent had a threefold repetition.\Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals.\All right. response:	The Newcomer Tournament finals were held a week later
context: and right as he turned it around with an upper hand,\his opponent had a threefold repetition.\Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals.\All right.\The Newcomer Tournament finals were held a week later response:	at the Kansai Shogi Hall.
context: his opponent had a threefold repetition.\Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals.\All right.\The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall. response:	Crap. It's really coming down.
context: Near the end of the ensuing rematches...\After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals.\All right.\The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall.\Crap. It's really coming down. response:	Well, we're near the train station.
context: After 138 moves that wrung out his soul, with only one minute allowed per move...\Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals.\All right.\The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall.\Crap. It's really coming down.\Well, we're near the train station. response:	Make a run for it?
context: Kiriyama. Even so, can you be merciless to Nikaidou?\I'm going to the finals.\All right.\The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall.\Crap. It's really coming down.\Well, we're near the train station.\Make a run for it? response:	Okay.
context: I'm going to the finals.\All right.\The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall.\Crap. It's really coming down.\Well, we're near the train station.\Make a run for it?\Okay. response:	As we were running in the rain that looked like thin, silver threads,
context: All right.\The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall.\Crap. It's really coming down.\Well, we're near the train station.\Make a run for it?\Okay.\As we were running in the rain that looked like thin, silver threads, response:	I thought back on Nikaidou's game records.
context: The Newcomer Tournament finals were held a week later\at the Kansai Shogi Hall.\Crap. It's really coming down.\Well, we're near the train station.\Make a run for it?\Okay.\As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records. response:	Though he was hesitant and faltered and flinched,
context: at the Kansai Shogi Hall.\Crap. It's really coming down.\Well, we're near the train station.\Make a run for it?\Okay.\As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched, response:	he had faith in himself,
context: Crap. It's really coming down.\Well, we're near the train station.\Make a run for it?\Okay.\As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched,\he had faith in himself, response:	so he aimed for the promised land
context: Well, we're near the train station.\Make a run for it?\Okay.\As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched,\he had faith in himself,\so he aimed for the promised land response:	and raced ahead like a fireball.
context: Make a run for it?\Okay.\As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched,\he had faith in himself,\so he aimed for the promised land\and raced ahead like a fireball. response:	Those two pages...
context: Okay.\As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched,\he had faith in himself,\so he aimed for the promised land\and raced ahead like a fireball.\Those two pages... response:	Adventurers
context: As we were running in the rain that looked like thin, silver threads,\I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched,\he had faith in himself,\so he aimed for the promised land\and raced ahead like a fireball.\Those two pages...\Adventurers response:	Next Episode Preview
context: I thought back on Nikaidou's game records.\Though he was hesitant and faltered and flinched,\he had faith in himself,\so he aimed for the promised land\and raced ahead like a fireball.\Those two pages...\Adventurers\Next Episode Preview response:	Episode 31
context: Though he was hesitant and faltered and flinched,\he had faith in himself,\so he aimed for the promised land\and raced ahead like a fireball.\Those two pages...\Adventurers\Next Episode Preview\Episode 31 response:	Nikaidou kept playing until he collapsed.
context: he had faith in himself,\so he aimed for the promised land\and raced ahead like a fireball.\Those two pages...\Adventurers\Next Episode Preview\Episode 31\Nikaidou kept playing until he collapsed. response:	And the girl in front of me...
context: so he aimed for the promised land\and raced ahead like a fireball.\Those two pages...\Adventurers\Next Episode Preview\Episode 31\Nikaidou kept playing until he collapsed.\And the girl in front of me... response:	I have a feeling I have to go.
context: and raced ahead like a fireball.\Those two pages...\Adventurers\Next Episode Preview\Episode 31\Nikaidou kept playing until he collapsed.\And the girl in front of me...\I have a feeling I have to go. response:	I swear I'll win before coming back home.
context: Those two pages...\Adventurers\Next Episode Preview\Episode 31\Nikaidou kept playing until he collapsed.\And the girl in front of me...\I have a feeling I have to go.\I swear I'll win before coming back home. response:	Thank you, Kiriyama.
context: Adventurers\Next Episode Preview\Episode 31\Nikaidou kept playing until he collapsed.\And the girl in front of me...\I have a feeling I have to go.\I swear I'll win before coming back home.\Thank you, Kiriyama. response:	Huh? Where am I?
context: Next Episode Preview\Episode 31\Nikaidou kept playing until he collapsed.\And the girl in front of me...\I have a feeling I have to go.\I swear I'll win before coming back home.\Thank you, Kiriyama.\Huh? Where am I? response:	ILLUSTRATION: HAJIME UEDA
context: Episode 31\Nikaidou kept playing until he collapsed.\And the girl in front of me...\I have a feeling I have to go.\I swear I'll win before coming back home.\Thank you, Kiriyama.\Huh? Where am I?\ILLUSTRATION: HAJIME UEDA response:	Kiriyama, next time let's have dinner together with Kiddo.
