context: Master! response:	Master!
context: Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away...\Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?!\The miasma is getting stronger!\Hurry, Kirara!\There it is! response:	Miroku!
context: If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away...\Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?!\The miasma is getting stronger!\Hurry, Kirara!\There it is!\Miroku! response:	This is!
context: Get away...\Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?!\The miasma is getting stronger!\Hurry, Kirara!\There it is!\Miroku!\This is! response:	I can feel it...
context: Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?!\The miasma is getting stronger!\Hurry, Kirara!\There it is!\Miroku!\This is!\I can feel it... response:	This evil... I have faced it once before.
context: Miroku, aren't you done yet?!\The miasma is getting stronger!\Hurry, Kirara!\There it is!\Miroku!\This is!\I can feel it...\This evil... I have faced it once before. response:	I can kill this woman anytime.
context: The miasma is getting stronger!\Hurry, Kirara!\There it is!\Miroku!\This is!\I can feel it...\This evil... I have faced it once before.\I can kill this woman anytime. response:	Inuyasha, what will you do? Be killed by Kagome?
context: Hurry, Kirara!\There it is!\Miroku!\This is!\I can feel it...\This evil... I have faced it once before.\I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome? response:	Or will you run and get Kagome killed?
context: There it is!\Miroku!\This is!\I can feel it...\This evil... I have faced it once before.\I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed? response:	Get... away...
context: Miroku!\This is!\I can feel it...\This evil... I have faced it once before.\I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed?\Get... away... response:	What do you want?
context: This is!\I can feel it...\This evil... I have faced it once before.\I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed?\Get... away...\What do you want? response:	Suffer Inuyasha!
context: I can feel it...\This evil... I have faced it once before.\I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed?\Get... away...\What do you want?\Suffer Inuyasha! response:	Get away!
context: This evil... I have faced it once before.\I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed?\Get... away...\What do you want?\Suffer Inuyasha!\Get away! response:	Inuyasha!
context: I can kill this woman anytime.\Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed?\Get... away...\What do you want?\Suffer Inuyasha!\Get away!\Inuyasha! response:	Before she collapsed, Kagome said she was bitten by something.
context: Inuyasha, what will you do? Be killed by Kagome?\Or will you run and get Kagome killed?\Get... away...\What do you want?\Suffer Inuyasha!\Get away!\Inuyasha!\Before she collapsed, Kagome said she was bitten by something. response:	It was probably the messenger snake of the Dark Priestess.
context: Or will you run and get Kagome killed?\Get... away...\What do you want?\Suffer Inuyasha!\Get away!\Inuyasha!\Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess. response:	Hurry, Miroku!
context: Get... away...\What do you want?\Suffer Inuyasha!\Get away!\Inuyasha!\Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku! response:	We must find her!
context: What do you want?\Suffer Inuyasha!\Get away!\Inuyasha!\Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku!\We must find her! response:	Or else, Kagome will kill Inuyasha!
context: Suffer Inuyasha!\Get away!\Inuyasha!\Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku!\We must find her!\Or else, Kagome will kill Inuyasha! response:	But this barrier is too strong... I am powerless against it!
context: Get away!\Inuyasha!\Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku!\We must find her!\Or else, Kagome will kill Inuyasha!\But this barrier is too strong... I am powerless against it! response:	Look there!
context: Inuyasha!\Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku!\We must find her!\Or else, Kagome will kill Inuyasha!\But this barrier is too strong... I am powerless against it!\Look there! response:	Kikyo!
context: Before she collapsed, Kagome said she was bitten by something.\It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku!\We must find her!\Or else, Kagome will kill Inuyasha!\But this barrier is too strong... I am powerless against it!\Look there!\Kikyo! response:	Why is she here?
context: It was probably the messenger snake of the Dark Priestess.\Hurry, Miroku!\We must find her!\Or else, Kagome will kill Inuyasha!\But this barrier is too strong... I am powerless against it!\Look there!\Kikyo!\Why is she here? response:	Next on Inuyasha: Kikyo and the Dark Priestess!
context: Hurry, Miroku!\We must find her!\Or else, Kagome will kill Inuyasha!\But this barrier is too strong... I am powerless against it!\Look there!\Kikyo!\Why is she here?\Next on Inuyasha: Kikyo and the Dark Priestess! response:	Just what happened fifty years ago?
