context: Hmm... response:	Hey, are we really going...
context: Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost...\Hey, don't rip us off, okay?\To be honest, I have no idea how to price it.\Huh?\The crafting and construction processes\are so different than the real world. response:	In other words,
context: all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost...\Hey, don't rip us off, okay?\To be honest, I have no idea how to price it.\Huh?\The crafting and construction processes\are so different than the real world.\In other words, response:	they don't know the appropriate prices for anything in this world?
context: So, about the remodeling cost...\Hey, don't rip us off, okay?\To be honest, I have no idea how to price it.\Huh?\The crafting and construction processes\are so different than the real world.\In other words,\they don't know the appropriate prices for anything in this world? response:	Our economic system still has many holes.
context: Hey, don't rip us off, okay?\To be honest, I have no idea how to price it.\Huh?\The crafting and construction processes\are so different than the real world.\In other words,\they don't know the appropriate prices for anything in this world?\Our economic system still has many holes. response:	Isaac, from the Black Sword Knights, was also here!
context: To be honest, I have no idea how to price it.\Huh?\The crafting and construction processes\are so different than the real world.\In other words,\they don't know the appropriate prices for anything in this world?\Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here! response:	This place is pretty big.
context: Huh?\The crafting and construction processes\are so different than the real world.\In other words,\they don't know the appropriate prices for anything in this world?\Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here!\This place is pretty big. response:	Isaac!
context: The crafting and construction processes\are so different than the real world.\In other words,\they don't know the appropriate prices for anything in this world?\Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here!\This place is pretty big.\Isaac! response:	Hey, Villain in Glasses...
context: are so different than the real world.\In other words,\they don't know the appropriate prices for anything in this world?\Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here!\This place is pretty big.\Isaac!\Hey, Villain in Glasses... response:	It's perfect. Let my summoners train here.
context: In other words,\they don't know the appropriate prices for anything in this world?\Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here!\This place is pretty big.\Isaac!\Hey, Villain in Glasses...\It's perfect. Let my summoners train here. response:	W-Wait a second, Isaac
context: they don't know the appropriate prices for anything in this world?\Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here!\This place is pretty big.\Isaac!\Hey, Villain in Glasses...\It's perfect. Let my summoners train here.\W-Wait a second, Isaac response:	Do it!
context: Our economic system still has many holes.\Isaac, from the Black Sword Knights, was also here!\This place is pretty big.\Isaac!\Hey, Villain in Glasses...\It's perfect. Let my summoners train here.\W-Wait a second, Isaac\Do it! response:	Cosplay?!
context: Isaac, from the Black Sword Knights, was also here!\This place is pretty big.\Isaac!\Hey, Villain in Glasses...\It's perfect. Let my summoners train here.\W-Wait a second, Isaac\Do it!\Cosplay?! response:	Later.
context: This place is pretty big.\Isaac!\Hey, Villain in Glasses...\It's perfect. Let my summoners train here.\W-Wait a second, Isaac\Do it!\Cosplay?!\Later. response:	So, the Black Swords came here...
context: Isaac!\Hey, Villain in Glasses...\It's perfect. Let my summoners train here.\W-Wait a second, Isaac\Do it!\Cosplay?!\Later.\So, the Black Swords came here... response:	They aren't all that bad.
context: Hey, Villain in Glasses...\It's perfect. Let my summoners train here.\W-Wait a second, Isaac\Do it!\Cosplay?!\Later.\So, the Black Swords came here...\They aren't all that bad. response:	We're making a huge bath area now.
context: It's perfect. Let my summoners train here.\W-Wait a second, Isaac\Do it!\Cosplay?!\Later.\So, the Black Swords came here...\They aren't all that bad.\We're making a huge bath area now. response:	Come over when it's done, okay?
context: W-Wait a second, Isaac\Do it!\Cosplay?!\Later.\So, the Black Swords came here...\They aren't all that bad.\We're making a huge bath area now.\Come over when it's done, okay? response:	Yeah.
context: Do it!\Cosplay?!\Later.\So, the Black Swords came here...\They aren't all that bad.\We're making a huge bath area now.\Come over when it's done, okay?\Yeah. response:	See you soon, Akatsuki...
context: Cosplay?!\Later.\So, the Black Swords came here...\They aren't all that bad.\We're making a huge bath area now.\Come over when it's done, okay?\Yeah.\See you soon, Akatsuki... response:	When we can take our time!
context: Later.\So, the Black Swords came here...\They aren't all that bad.\We're making a huge bath area now.\Come over when it's done, okay?\Yeah.\See you soon, Akatsuki...\When we can take our time! response:	Shiro, you've built a lovely house.
context: So, the Black Swords came here...\They aren't all that bad.\We're making a huge bath area now.\Come over when it's done, okay?\Yeah.\See you soon, Akatsuki...\When we can take our time!\Shiro, you've built a lovely house. response:	See you!
context: They aren't all that bad.\We're making a huge bath area now.\Come over when it's done, okay?\Yeah.\See you soon, Akatsuki...\When we can take our time!\Shiro, you've built a lovely house.\See you! response:	We'll be going, too.
context: We're making a huge bath area now.\Come over when it's done, okay?\Yeah.\See you soon, Akatsuki...\When we can take our time!\Shiro, you've built a lovely house.\See you!\We'll be going, too. response:	Oh...
context: Come over when it's done, okay?\Yeah.\See you soon, Akatsuki...\When we can take our time!\Shiro, you've built a lovely house.\See you!\We'll be going, too.\Oh... response:	Are Tohya and Minori doing well?
context: Yeah.\See you soon, Akatsuki...\When we can take our time!\Shiro, you've built a lovely house.\See you!\We'll be going, too.\Oh...\Are Tohya and Minori doing well? response:	Eh? Ah...
context: See you soon, Akatsuki...\When we can take our time!\Shiro, you've built a lovely house.\See you!\We'll be going, too.\Oh...\Are Tohya and Minori doing well?\Eh? Ah... response:	Haven't they told you yet?
context: When we can take our time!\Shiro, you've built a lovely house.\See you!\We'll be going, too.\Oh...\Are Tohya and Minori doing well?\Eh? Ah...\Haven't they told you yet? response:	Nothing!
context: Shiro, you've built a lovely house.\See you!\We'll be going, too.\Oh...\Are Tohya and Minori doing well?\Eh? Ah...\Haven't they told you yet?\Nothing! response:	See you soon, Shiro.
context: See you!\We'll be going, too.\Oh...\Are Tohya and Minori doing well?\Eh? Ah...\Haven't they told you yet?\Nothing!\See you soon, Shiro. response:	Sure...
context: We'll be going, too.\Oh...\Are Tohya and Minori doing well?\Eh? Ah...\Haven't they told you yet?\Nothing!\See you soon, Shiro.\Sure... response:	Are you going shopping, master?
context: Oh...\Are Tohya and Minori doing well?\Eh? Ah...\Haven't they told you yet?\Nothing!\See you soon, Shiro.\Sure...\Are you going shopping, master? response:	Buying stuff for dinner.
context: Are Tohya and Minori doing well?\Eh? Ah...\Haven't they told you yet?\Nothing!\See you soon, Shiro.\Sure...\Are you going shopping, master?\Buying stuff for dinner. response:	Tonight, it's everyone's favorite, curry.
context: Eh? Ah...\Haven't they told you yet?\Nothing!\See you soon, Shiro.\Sure...\Are you going shopping, master?\Buying stuff for dinner.\Tonight, it's everyone's favorite, curry. response:	My lord, we're having curry tonight!
context: Haven't they told you yet?\Nothing!\See you soon, Shiro.\Sure...\Are you going shopping, master?\Buying stuff for dinner.\Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight! response:	What? Curry?!
context: Nothing!\See you soon, Shiro.\Sure...\Are you going shopping, master?\Buying stuff for dinner.\Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight!\What? Curry?! response:	I love curry!
context: See you soon, Shiro.\Sure...\Are you going shopping, master?\Buying stuff for dinner.\Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight!\What? Curry?!\I love curry! response:	Hey, Naotsugu...
context: Sure...\Are you going shopping, master?\Buying stuff for dinner.\Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight!\What? Curry?!\I love curry!\Hey, Naotsugu... response:	It's curry tonight!
context: Are you going shopping, master?\Buying stuff for dinner.\Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight!\What? Curry?!\I love curry!\Hey, Naotsugu...\It's curry tonight! response:	Seriously?
context: Buying stuff for dinner.\Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight!\What? Curry?!\I love curry!\Hey, Naotsugu...\It's curry tonight!\Seriously? response:	Yahoo!
context: Tonight, it's everyone's favorite, curry.\My lord, we're having curry tonight!\What? Curry?!\I love curry!\Hey, Naotsugu...\It's curry tonight!\Seriously?\Yahoo! response:	Bye.
context: My lord, we're having curry tonight!\What? Curry?!\I love curry!\Hey, Naotsugu...\It's curry tonight!\Seriously?\Yahoo!\Bye. response:	Bye!
context: What? Curry?!\I love curry!\Hey, Naotsugu...\It's curry tonight!\Seriously?\Yahoo!\Bye.\Bye! response:	Curry... It's been so long...
context: I love curry!\Hey, Naotsugu...\It's curry tonight!\Seriously?\Yahoo!\Bye.\Bye!\Curry... It's been so long... response:	Curry!
context: Hey, Naotsugu...\It's curry tonight!\Seriously?\Yahoo!\Bye.\Bye!\Curry... It's been so long...\Curry! response:	I'm honestly not sure which is better...
context: It's curry tonight!\Seriously?\Yahoo!\Bye.\Bye!\Curry... It's been so long...\Curry!\I'm honestly not sure which is better... response:	Curry or bo
context: Seriously?\Yahoo!\Bye.\Bye!\Curry... It's been so long...\Curry!\I'm honestly not sure which is better...\Curry or bo response:	My lord, may I roundhouse kick this pervert
context: Yahoo!\Bye.\Bye!\Curry... It's been so long...\Curry!\I'm honestly not sure which is better...\Curry or bo\My lord, may I roundhouse kick this pervert response:	For once, let me finish!
context: Bye.\Bye!\Curry... It's been so long...\Curry!\I'm honestly not sure which is better...\Curry or bo\My lord, may I roundhouse kick this pervert\For once, let me finish! response:	Don't compare curry with something perverted.
context: Bye!\Curry... It's been so long...\Curry!\I'm honestly not sure which is better...\Curry or bo\My lord, may I roundhouse kick this pervert\For once, let me finish!\Don't compare curry with something perverted. response:	The chief's curry is for grown-ups... It's spicy.
context: Curry... It's been so long...\Curry!\I'm honestly not sure which is better...\Curry or bo\My lord, may I roundhouse kick this pervert\For once, let me finish!\Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy. response:	Can you eat it, shrimp?
context: Curry!\I'm honestly not sure which is better...\Curry or bo\My lord, may I roundhouse kick this pervert\For once, let me finish!\Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp? response:	It is?
context: I'm honestly not sure which is better...\Curry or bo\My lord, may I roundhouse kick this pervert\For once, let me finish!\Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp?\It is? response:	I'm starting a new guild.
context: Curry or bo\My lord, may I roundhouse kick this pervert\For once, let me finish!\Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp?\It is?\I'm starting a new guild. response:	Will you join?
context: My lord, may I roundhouse kick this pervert\For once, let me finish!\Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp?\It is?\I'm starting a new guild.\Will you join? response:	What's this, Shiro?
context: For once, let me finish!\Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp?\It is?\I'm starting a new guild.\Will you join?\What's this, Shiro? response:	You finally got around to it?
context: Don't compare curry with something perverted.\The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp?\It is?\I'm starting a new guild.\Will you join?\What's this, Shiro?\You finally got around to it? response:	I thought that from here on out, we were just going to be a nameless guild.
context: The chief's curry is for grown-ups... It's spicy.\Can you eat it, shrimp?\It is?\I'm starting a new guild.\Will you join?\What's this, Shiro?\You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild. response:	It is a ninja's task to follow her master.
context: Can you eat it, shrimp?\It is?\I'm starting a new guild.\Will you join?\What's this, Shiro?\You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master. response:	Just give me your orders, my lord.
context: It is?\I'm starting a new guild.\Will you join?\What's this, Shiro?\You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master.\Just give me your orders, my lord. response:	Spicy, grown-up curry, huh...
context: I'm starting a new guild.\Will you join?\What's this, Shiro?\You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master.\Just give me your orders, my lord.\Spicy, grown-up curry, huh... response:	Maybe I should've thought of a better way to phrase it.
context: Will you join?\What's this, Shiro?\You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master.\Just give me your orders, my lord.\Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it. response:	Wait, don't call me a shrimp!
context: What's this, Shiro?\You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master.\Just give me your orders, my lord.\Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp! response:	Looking for party members!
context: You finally got around to it?\I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master.\Just give me your orders, my lord.\Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp!\Looking for party members! response:	We're leaving tomorrow morning!
context: I thought that from here on out, we were just going to be a nameless guild.\It is a ninja's task to follow her master.\Just give me your orders, my lord.\Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp!\Looking for party members!\We're leaving tomorrow morning! response:	I'd like to have one more...
context: It is a ninja's task to follow her master.\Just give me your orders, my lord.\Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp!\Looking for party members!\We're leaving tomorrow morning!\I'd like to have one more... response:	Then join my party.
context: Just give me your orders, my lord.\Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp!\Looking for party members!\We're leaving tomorrow morning!\I'd like to have one more...\Then join my party. response:	I'm alone at the moment.
context: Spicy, grown-up curry, huh...\Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp!\Looking for party members!\We're leaving tomorrow morning!\I'd like to have one more...\Then join my party.\I'm alone at the moment. response:	This is perfect. Our meeting must have been fated.
context: Maybe I should've thought of a better way to phrase it.\Wait, don't call me a shrimp!\Looking for party members!\We're leaving tomorrow morning!\I'd like to have one more...\Then join my party.\I'm alone at the moment.\This is perfect. Our meeting must have been fated. response:	Nice timing.
context: Wait, don't call me a shrimp!\Looking for party members!\We're leaving tomorrow morning!\I'd like to have one more...\Then join my party.\I'm alone at the moment.\This is perfect. Our meeting must have been fated.\Nice timing. response:	Huh?
context: Looking for party members!\We're leaving tomorrow morning!\I'd like to have one more...\Then join my party.\I'm alone at the moment.\This is perfect. Our meeting must have been fated.\Nice timing.\Huh? response:	What level are you?
context: We're leaving tomorrow morning!\I'd like to have one more...\Then join my party.\I'm alone at the moment.\This is perfect. Our meeting must have been fated.\Nice timing.\Huh?\What level are you? response:	20... Why?
context: I'd like to have one more...\Then join my party.\I'm alone at the moment.\This is perfect. Our meeting must have been fated.\Nice timing.\Huh?\What level are you?\20... Why? response:	We only want people over level 40.
context: Then join my party.\I'm alone at the moment.\This is perfect. Our meeting must have been fated.\Nice timing.\Huh?\What level are you?\20... Why?\We only want people over level 40. response:	Wh-What?
context: I'm alone at the moment.\This is perfect. Our meeting must have been fated.\Nice timing.\Huh?\What level are you?\20... Why?\We only want people over level 40.\Wh-What? response:	No mild curry!
context: This is perfect. Our meeting must have been fated.\Nice timing.\Huh?\What level are you?\20... Why?\We only want people over level 40.\Wh-What?\No mild curry! response:	Spicy is out of the question.
context: Nice timing.\Huh?\What level are you?\20... Why?\We only want people over level 40.\Wh-What?\No mild curry!\Spicy is out of the question. response:	I'm back.
context: Huh?\What level are you?\20... Why?\We only want people over level 40.\Wh-What?\No mild curry!\Spicy is out of the question.\I'm back. response:	You're back already, master?
context: What level are you?\20... Why?\We only want people over level 40.\Wh-What?\No mild curry!\Spicy is out of the question.\I'm back.\You're back already, master? response:	Is the curry party off?
context: 20... Why?\We only want people over level 40.\Wh-What?\No mild curry!\Spicy is out of the question.\I'm back.\You're back already, master?\Is the curry party off? response:	I found them wandering around the building, so I brought them up.
context: We only want people over level 40.\Wh-What?\No mild curry!\Spicy is out of the question.\I'm back.\You're back already, master?\Is the curry party off?\I found them wandering around the building, so I brought them up. response:	Tohya! Minori!
context: Wh-What?\No mild curry!\Spicy is out of the question.\I'm back.\You're back already, master?\Is the curry party off?\I found them wandering around the building, so I brought them up.\Tohya! Minori! response:	I heard that the Crescent Moon Alliance was moving today.
context: No mild curry!\Spicy is out of the question.\I'm back.\You're back already, master?\Is the curry party off?\I found them wandering around the building, so I brought them up.\Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today. response:	Um...
context: Spicy is out of the question.\I'm back.\You're back already, master?\Is the curry party off?\I found them wandering around the building, so I brought them up.\Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today.\Um... response:	Actually, mister...
context: I'm back.\You're back already, master?\Is the curry party off?\I found them wandering around the building, so I brought them up.\Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today.\Um...\Actually, mister... response:	Um, well...
context: You're back already, master?\Is the curry party off?\I found them wandering around the building, so I brought them up.\Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today.\Um...\Actually, mister...\Um, well... response:	We've come to join your guild!
context: Is the curry party off?\I found them wandering around the building, so I brought them up.\Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today.\Um...\Actually, mister...\Um, well...\We've come to join your guild! response:	We'd like you to teach us.
context: I found them wandering around the building, so I brought them up.\Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today.\Um...\Actually, mister...\Um, well...\We've come to join your guild!\We'd like you to teach us. response:	This past week, the Crescent Moon Alliance was very good to us,
context: Tohya! Minori!\I heard that the Crescent Moon Alliance was moving today.\Um...\Actually, mister...\Um, well...\We've come to join your guild!\We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us, response:	but we haven't joined them!
context: I heard that the Crescent Moon Alliance was moving today.\Um...\Actually, mister...\Um, well...\We've come to join your guild!\We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them! response:	We made it this far thanks to what you taught us.
context: Um...\Actually, mister...\Um, well...\We've come to join your guild!\We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them!\We made it this far thanks to what you taught us. response:	If you've made a guild, we want to be in it!
context: Actually, mister...\Um, well...\We've come to join your guild!\We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them!\We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it! response:	I may be weak now, but I'll get strong!
context: Um, well...\We've come to join your guild!\We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them!\We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong! response:	Me, too!
context: We've come to join your guild!\We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them!\We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong!\Me, too! response:	I may slow you down, but...
context: We'd like you to teach us.\This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them!\We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong!\Me, too!\I may slow you down, but... response:	But I decided not to use that as an excuse anymore!
context: This past week, the Crescent Moon Alliance was very good to us,\but we haven't joined them!\We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong!\Me, too!\I may slow you down, but...\But I decided not to use that as an excuse anymore! response:	Let us join you!
context: but we haven't joined them!\We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong!\Me, too!\I may slow you down, but...\But I decided not to use that as an excuse anymore!\Let us join you! response:	Well... Uh...
context: We made it this far thanks to what you taught us.\If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong!\Me, too!\I may slow you down, but...\But I decided not to use that as an excuse anymore!\Let us join you!\Well... Uh... response:	Shiroe...
context: If you've made a guild, we want to be in it!\I may be weak now, but I'll get strong!\Me, too!\I may slow you down, but...\But I decided not to use that as an excuse anymore!\Let us join you!\Well... Uh...\Shiroe... response:	Don't just stand there.
context: I may be weak now, but I'll get strong!\Me, too!\I may slow you down, but...\But I decided not to use that as an excuse anymore!\Let us join you!\Well... Uh...\Shiroe...\Don't just stand there. response:	You're a guild master.
context: Me, too!\I may slow you down, but...\But I decided not to use that as an excuse anymore!\Let us join you!\Well... Uh...\Shiroe...\Don't just stand there.\You're a guild master. response:	A guild master... A guild master?
context: I may slow you down, but...\But I decided not to use that as an excuse anymore!\Let us join you!\Well... Uh...\Shiroe...\Don't just stand there.\You're a guild master.\A guild master... A guild master? response:	The leader of a guild...
context: But I decided not to use that as an excuse anymore!\Let us join you!\Well... Uh...\Shiroe...\Don't just stand there.\You're a guild master.\A guild master... A guild master?\The leader of a guild... response:	Right.
context: Let us join you!\Well... Uh...\Shiroe...\Don't just stand there.\You're a guild master.\A guild master... A guild master?\The leader of a guild...\Right. response:	I am.
context: Well... Uh...\Shiroe...\Don't just stand there.\You're a guild master.\A guild master... A guild master?\The leader of a guild...\Right.\I am. response:	Now...
context: Shiroe...\Don't just stand there.\You're a guild master.\A guild master... A guild master?\The leader of a guild...\Right.\I am.\Now... response:	It's my turn to lead everyone.
context: Don't just stand there.\You're a guild master.\A guild master... A guild master?\The leader of a guild...\Right.\I am.\Now...\It's my turn to lead everyone. response:	Tohya and Minori!
context: You're a guild master.\A guild master... A guild master?\The leader of a guild...\Right.\I am.\Now...\It's my turn to lead everyone.\Tohya and Minori! response:	As new members, your first mission
context: A guild master... A guild master?\The leader of a guild...\Right.\I am.\Now...\It's my turn to lead everyone.\Tohya and Minori!\As new members, your first mission response:	is to eat curry with the leaders.
context: The leader of a guild...\Right.\I am.\Now...\It's my turn to lead everyone.\Tohya and Minori!\As new members, your first mission\is to eat curry with the leaders. response:	Got it?
context: Right.\I am.\Now...\It's my turn to lead everyone.\Tohya and Minori!\As new members, your first mission\is to eat curry with the leaders.\Got it? response:	Mister...
context: I am.\Now...\It's my turn to lead everyone.\Tohya and Minori!\As new members, your first mission\is to eat curry with the leaders.\Got it?\Mister... response:	Yeah!
context: Now...\It's my turn to lead everyone.\Tohya and Minori!\As new members, your first mission\is to eat curry with the leaders.\Got it?\Mister...\Yeah! response:	Actually, it isn't done yet.
context: It's my turn to lead everyone.\Tohya and Minori!\As new members, your first mission\is to eat curry with the leaders.\Got it?\Mister...\Yeah!\Actually, it isn't done yet. response:	It's great!
context: Tohya and Minori!\As new members, your first mission\is to eat curry with the leaders.\Got it?\Mister...\Yeah!\Actually, it isn't done yet.\It's great! response:	Yeah, nothing beats curry under a night sky.
context: As new members, your first mission\is to eat curry with the leaders.\Got it?\Mister...\Yeah!\Actually, it isn't done yet.\It's great!\Yeah, nothing beats curry under a night sky. response:	I just wish I had something to go with it...
context: is to eat curry with the leaders.\Got it?\Mister...\Yeah!\Actually, it isn't done yet.\It's great!\Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it... response:	Next time, I'll make some curry relish.
context: Got it?\Mister...\Yeah!\Actually, it isn't done yet.\It's great!\Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it...\Next time, I'll make some curry relish. response:	I love you, Chief!
context: Mister...\Yeah!\Actually, it isn't done yet.\It's great!\Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it...\Next time, I'll make some curry relish.\I love you, Chief! response:	A Round Table Conference?
context: Yeah!\Actually, it isn't done yet.\It's great!\Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it...\Next time, I'll make some curry relish.\I love you, Chief!\A Round Table Conference? response:	I see.
context: Actually, it isn't done yet.\It's great!\Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it...\Next time, I'll make some curry relish.\I love you, Chief!\A Round Table Conference?\I see. response:	The adventurers of Akihabara...
context: It's great!\Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it...\Next time, I'll make some curry relish.\I love you, Chief!\A Round Table Conference?\I see.\The adventurers of Akihabara... response:	Lord Sergiatte...
context: Yeah, nothing beats curry under a night sky.\I just wish I had something to go with it...\Next time, I'll make some curry relish.\I love you, Chief!\A Round Table Conference?\I see.\The adventurers of Akihabara...\Lord Sergiatte... response:	I've brought Lady Lenessia.
context: I just wish I had something to go with it...\Next time, I'll make some curry relish.\I love you, Chief!\A Round Table Conference?\I see.\The adventurers of Akihabara...\Lord Sergiatte...\I've brought Lady Lenessia. response:	Peace has come to Akihabara.
context: Next time, I'll make some curry relish.\I love you, Chief!\A Round Table Conference?\I see.\The adventurers of Akihabara...\Lord Sergiatte...\I've brought Lady Lenessia.\Peace has come to Akihabara. response:	Minori and Tohya join Log Horizon, and train every day.
context: I love you, Chief!\A Round Table Conference?\I see.\The adventurers of Akihabara...\Lord Sergiatte...\I've brought Lady Lenessia.\Peace has come to Akihabara.\Minori and Tohya join Log Horizon, and train every day. response:	Shiroe decides to hold a training camp for new players.
context: A Round Table Conference?\I see.\The adventurers of Akihabara...\Lord Sergiatte...\I've brought Lady Lenessia.\Peace has come to Akihabara.\Minori and Tohya join Log Horizon, and train every day.\Shiroe decides to hold a training camp for new players. response:	Meanwhile, a letter comes to the Round Table.
context: I see.\The adventurers of Akihabara...\Lord Sergiatte...\I've brought Lady Lenessia.\Peace has come to Akihabara.\Minori and Tohya join Log Horizon, and train every day.\Shiroe decides to hold a training camp for new players.\Meanwhile, a letter comes to the Round Table. response:	It's from the People of the Land.
context: The adventurers of Akihabara...\Lord Sergiatte...\I've brought Lady Lenessia.\Peace has come to Akihabara.\Minori and Tohya join Log Horizon, and train every day.\Shiroe decides to hold a training camp for new players.\Meanwhile, a letter comes to the Round Table.\It's from the People of the Land. response:	An Invitation from Eastal
context: Lord Sergiatte...\I've brought Lady Lenessia.\Peace has come to Akihabara.\Minori and Tohya join Log Horizon, and train every day.\Shiroe decides to hold a training camp for new players.\Meanwhile, a letter comes to the Round Table.\It's from the People of the Land.\An Invitation from Eastal response:	Next time: An Invitation from Eastal.
context: I've brought Lady Lenessia.\Peace has come to Akihabara.\Minori and Tohya join Log Horizon, and train every day.\Shiroe decides to hold a training camp for new players.\Meanwhile, a letter comes to the Round Table.\It's from the People of the Land.\An Invitation from Eastal\Next time: An Invitation from Eastal. response:	Always look thirty seconds ahead.
