context: We've received word that Claw, the esper terrorist organization, response:	has barricaded itself in the Seasoning Cultural Tower.
context: Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon.\Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry.\It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness. response:	I confiscated it from four-eyes a while ago.
context: This guy's pretty suspicious. He might be packing a weapon.\Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry.\It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago. response:	To think it'd actually come in handy here.
context: Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry.\It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here. response:	I thought you were trash, but you're not so bad.
context: I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry.\It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here.\I thought you were trash, but you're not so bad. response:	You'll have to deal with me next.
context: This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry.\It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here.\I thought you were trash, but you're not so bad.\You'll have to deal with me next. response:	He's huge!
context: Oh, it's just some cologne. I work in the service industry.\It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here.\I thought you were trash, but you're not so bad.\You'll have to deal with me next.\He's huge! response:	Here we go.
context: It's a great scent. See?\Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here.\I thought you were trash, but you're not so bad.\You'll have to deal with me next.\He's huge!\Here we go. response:	He looked strong, but thankfully he's also an idiot.
context: Apparently, it's filled with a curse that causes extreme drowsiness.\I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here.\I thought you were trash, but you're not so bad.\You'll have to deal with me next.\He's huge!\Here we go.\He looked strong, but thankfully he's also an idiot. response:	Seriously, what's with this ridiculous luck of yours?
context: I confiscated it from four-eyes a while ago.\To think it'd actually come in handy here.\I thought you were trash, but you're not so bad.\You'll have to deal with me next.\He's huge!\Here we go.\He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours? response:	You're definitely going to die a horrible death.
context: To think it'd actually come in handy here.\I thought you were trash, but you're not so bad.\You'll have to deal with me next.\He's huge!\Here we go.\He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death. response:	Mob Psycho
context: I thought you were trash, but you're not so bad.\You'll have to deal with me next.\He's huge!\Here we go.\He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death.\Mob Psycho response:	Mob Psycho
context: You'll have to deal with me next.\He's huge!\Here we go.\He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death.\Mob Psycho\Mob Psycho response:	What a splendid sight.
context: He's huge!\Here we go.\He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death.\Mob Psycho\Mob Psycho\What a splendid sight. response:	We destroyed all that, yet I don't feel a bit of remorse.
context: Here we go.\He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death.\Mob Psycho\Mob Psycho\What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse. response:	Sacrifices must be made in the name of world domination.
context: He looked strong, but thankfully he's also an idiot.\Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death.\Mob Psycho\Mob Psycho\What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination. response:	Is that really true?
context: Seriously, what's with this ridiculous luck of yours?\You're definitely going to die a horrible death.\Mob Psycho\Mob Psycho\What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination.\Is that really true? response:	Why the long face, Serizawa?
context: You're definitely going to die a horrible death.\Mob Psycho\Mob Psycho\What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination.\Is that really true?\Why the long face, Serizawa? response:	Let me give you a word of advice.
context: Mob Psycho\Mob Psycho\What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination.\Is that really true?\Why the long face, Serizawa?\Let me give you a word of advice. response:	Yes, President! I'd love to hear it!
context: Mob Psycho\What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination.\Is that really true?\Why the long face, Serizawa?\Let me give you a word of advice.\Yes, President! I'd love to hear it! response:	The secret behind my undying positivity
context: What a splendid sight.\We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination.\Is that really true?\Why the long face, Serizawa?\Let me give you a word of advice.\Yes, President! I'd love to hear it!\The secret behind my undying positivity response:	is because I've never once concerned myself with how others feel.
context: We destroyed all that, yet I don't feel a bit of remorse.\Sacrifices must be made in the name of world domination.\Is that really true?\Why the long face, Serizawa?\Let me give you a word of advice.\Yes, President! I'd love to hear it!\The secret behind my undying positivity\is because I've never once concerned myself with how others feel. response:	I've lived my life up till now exactly how I wanted.
context: Sacrifices must be made in the name of world domination.\Is that really true?\Why the long face, Serizawa?\Let me give you a word of advice.\Yes, President! I'd love to hear it!\The secret behind my undying positivity\is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted. response:	Everything will always work out as long as I can count on myself.
context: Is that really true?\Why the long face, Serizawa?\Let me give you a word of advice.\Yes, President! I'd love to hear it!\The secret behind my undying positivity\is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself. response:	I doubt my spirit will break even if I ever lose all of you.
context: Why the long face, Serizawa?\Let me give you a word of advice.\Yes, President! I'd love to hear it!\The secret behind my undying positivity\is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you. response:	I've decided to take over the world, so I'll do so, even if it's by myself.
context: Let me give you a word of advice.\Yes, President! I'd love to hear it!\The secret behind my undying positivity\is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself. response:	Since I have the audacity to say that,
context: Yes, President! I'd love to hear it!\The secret behind my undying positivity\is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that, response:	the world is basically already in my hands.
context: The secret behind my undying positivity\is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that,\the world is basically already in my hands. response:	Serizawa, I think very highly of your potential.
context: is because I've never once concerned myself with how others feel.\I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that,\the world is basically already in my hands.\Serizawa, I think very highly of your potential. response:	You held back on Joseph, didn't you?
context: I've lived my life up till now exactly how I wanted.\Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that,\the world is basically already in my hands.\Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you? response:	You need to obtain a unimpassioned, audacious positivity.
context: Everything will always work out as long as I can count on myself.\I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that,\the world is basically already in my hands.\Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity. response:	Then you can be just like me.
context: I doubt my spirit will break even if I ever lose all of you.\I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that,\the world is basically already in my hands.\Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me. response:	I see! If I do my best, I can be a corporate executive, too?
context: I've decided to take over the world, so I'll do so, even if it's by myself.\Since I have the audacity to say that,\the world is basically already in my hands.\Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too? response:	Pretty sure his misunderstanding has gotten even worse...
context: Since I have the audacity to say that,\the world is basically already in my hands.\Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse... response:	First off, this isn't a company.
context: the world is basically already in my hands.\Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company. response:	What now? They found out where we were!
context: Serizawa, I think very highly of your potential.\You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company.\What now? They found out where we were! response:	First, we'll grab a taxi
context: You held back on Joseph, didn't you?\You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company.\What now? They found out where we were!\First, we'll grab a taxi response:	Hey!
context: You need to obtain a unimpassioned, audacious positivity.\Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company.\What now? They found out where we were!\First, we'll grab a taxi\Hey! response:	What the hell? Weren't you sleeping?
context: Then you can be just like me.\I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company.\What now? They found out where we were!\First, we'll grab a taxi\Hey!\What the hell? Weren't you sleeping? response:	Looks like I've awakened thanks to you, dumbass!
context: I see! If I do my best, I can be a corporate executive, too?\Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company.\What now? They found out where we were!\First, we'll grab a taxi\Hey!\What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass! response:	Right. Got it... I seriously give up this time.
context: Pretty sure his misunderstanding has gotten even worse...\First off, this isn't a company.\What now? They found out where we were!\First, we'll grab a taxi\Hey!\What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time. response:	If anyhting, we're
context: First off, this isn't a company.\What now? They found out where we were!\First, we'll grab a taxi\Hey!\What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time.\If anyhting, we're response:	You idiot! Run, Reigen!
context: What now? They found out where we were!\First, we'll grab a taxi\Hey!\What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time.\If anyhting, we're\You idiot! Run, Reigen! response:	Mob!
context: First, we'll grab a taxi\Hey!\What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time.\If anyhting, we're\You idiot! Run, Reigen!\Mob! response:	Psycho Steroid!
context: Hey!\What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time.\If anyhting, we're\You idiot! Run, Reigen!\Mob!\Psycho Steroid! response:	I frequently send psychic signals to my muscles and continuously adjust
context: What the hell? Weren't you sleeping?\Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time.\If anyhting, we're\You idiot! Run, Reigen!\Mob!\Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust response:	Yeah, sure. Goodnight.
context: Looks like I've awakened thanks to you, dumbass!\Right. Got it... I seriously give up this time.\If anyhting, we're\You idiot! Run, Reigen!\Mob!\Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight. response:	Now he's lost his cool.
context: Right. Got it... I seriously give up this time.\If anyhting, we're\You idiot! Run, Reigen!\Mob!\Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight.\Now he's lost his cool. response:	He's powered up even more!
context: If anyhting, we're\You idiot! Run, Reigen!\Mob!\Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight.\Now he's lost his cool.\He's powered up even more! response:	I'm getting really sick of this, but I'll lure him out!
context: You idiot! Run, Reigen!\Mob!\Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight.\Now he's lost his cool.\He's powered up even more!\I'm getting really sick of this, but I'll lure him out! response:	He's not coming? Mob, wake up!
context: Mob!\Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight.\Now he's lost his cool.\He's powered up even more!\I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up! response:	I panicked for a second, but this guy's not an evil spirit.
context: Psycho Steroid!\I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight.\Now he's lost his cool.\He's powered up even more!\I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit. response:	He's human!
context: I frequently send psychic signals to my muscles and continuously adjust\Yeah, sure. Goodnight.\Now he's lost his cool.\He's powered up even more!\I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit.\He's human! response:	That means I can break him!
context: Yeah, sure. Goodnight.\Now he's lost his cool.\He's powered up even more!\I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit.\He's human!\That means I can break him! response:	Okay, I retract that last statement. This guy's not human.
context: Now he's lost his cool.\He's powered up even more!\I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit.\He's human!\That means I can break him!\Okay, I retract that last statement. This guy's not human. response:	Shit! This isn't good! Catch him, Reigen!
context: He's powered up even more!\I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit.\He's human!\That means I can break him!\Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen! response:	You got it! I once joined the boys' volleyball team on a trial basis!
context: I'm getting really sick of this, but I'll lure him out!\He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit.\He's human!\That means I can break him!\Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis! response:	Just take it easy on me!
context: He's not coming? Mob, wake up!\I panicked for a second, but this guy's not an evil spirit.\He's human!\That means I can break him!\Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me! response:	Dimple!
context: I panicked for a second, but this guy's not an evil spirit.\He's human!\That means I can break him!\Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me!\Dimple! response:	I-Is Mob's body okay?
context: He's human!\That means I can break him!\Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me!\Dimple!\I-Is Mob's body okay? response:	That was close... I think he's okay.
context: That means I can break him!\Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me!\Dimple!\I-Is Mob's body okay?\That was close... I think he's okay. response:	It's all thanks to his shoe falling off.
context: Okay, I retract that last statement. This guy's not human.\Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me!\Dimple!\I-Is Mob's body okay?\That was close... I think he's okay.\It's all thanks to his shoe falling off. response:	But now I'm certain...
context: Shit! This isn't good! Catch him, Reigen!\You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me!\Dimple!\I-Is Mob's body okay?\That was close... I think he's okay.\It's all thanks to his shoe falling off.\But now I'm certain... response:	I definitely can't win this fight!
context: You got it! I once joined the boys' volleyball team on a trial basis!\Just take it easy on me!\Dimple!\I-Is Mob's body okay?\That was close... I think he's okay.\It's all thanks to his shoe falling off.\But now I'm certain...\I definitely can't win this fight! response:	Can't let that giant lug catch me!
context: Just take it easy on me!\Dimple!\I-Is Mob's body okay?\That was close... I think he's okay.\It's all thanks to his shoe falling off.\But now I'm certain...\I definitely can't win this fight!\Can't let that giant lug catch me! response:	Uh... Are they going to be okay?
context: Dimple!\I-Is Mob's body okay?\That was close... I think he's okay.\It's all thanks to his shoe falling off.\But now I'm certain...\I definitely can't win this fight!\Can't let that giant lug catch me!\Uh... Are they going to be okay? response:	The terrorist organization that has taken over part of Seasoning City
context: I-Is Mob's body okay?\That was close... I think he's okay.\It's all thanks to his shoe falling off.\But now I'm certain...\I definitely can't win this fight!\Can't let that giant lug catch me!\Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City response:	continues to wreak havoc across the city.
context: That was close... I think he's okay.\It's all thanks to his shoe falling off.\But now I'm certain...\I definitely can't win this fight!\Can't let that giant lug catch me!\Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city. response:	Citizens are being ordered to stay inside.
context: It's all thanks to his shoe falling off.\But now I'm certain...\I definitely can't win this fight!\Can't let that giant lug catch me!\Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city.\Citizens are being ordered to stay inside. response:	You guys won't believe this!
context: But now I'm certain...\I definitely can't win this fight!\Can't let that giant lug catch me!\Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city.\Citizens are being ordered to stay inside.\You guys won't believe this! response:	Look!
context: I definitely can't win this fight!\Can't let that giant lug catch me!\Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city.\Citizens are being ordered to stay inside.\You guys won't believe this!\Look! response:	Super Ultra Rare
context: Can't let that giant lug catch me!\Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city.\Citizens are being ordered to stay inside.\You guys won't believe this!\Look!\Super Ultra Rare response:	I rolled a super ultra rare!
context: Uh... Are they going to be okay?\The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city.\Citizens are being ordered to stay inside.\You guys won't believe this!\Look!\Super Ultra Rare\I rolled a super ultra rare! response:	For real?!
context: The terrorist organization that has taken over part of Seasoning City\continues to wreak havoc across the city.\Citizens are being ordered to stay inside.\You guys won't believe this!\Look!\Super Ultra Rare\I rolled a super ultra rare!\For real?! response:	Wow!
context: continues to wreak havoc across the city.\Citizens are being ordered to stay inside.\You guys won't believe this!\Look!\Super Ultra Rare\I rolled a super ultra rare!\For real?!\Wow! response:	Inukawa, did you spend more mon
context: Citizens are being ordered to stay inside.\You guys won't believe this!\Look!\Super Ultra Rare\I rolled a super ultra rare!\For real?!\Wow!\Inukawa, did you spend more mon response:	Fight on! Fight on! Fight on!
context: You guys won't believe this!\Look!\Super Ultra Rare\I rolled a super ultra rare!\For real?!\Wow!\Inukawa, did you spend more mon\Fight on! Fight on! Fight on! response:	You can't go past here, even on foot.
context: Look!\Super Ultra Rare\I rolled a super ultra rare!\For real?!\Wow!\Inukawa, did you spend more mon\Fight on! Fight on! Fight on!\You can't go past here, even on foot. response:	MPD
context: Super Ultra Rare\I rolled a super ultra rare!\For real?!\Wow!\Inukawa, did you spend more mon\Fight on! Fight on! Fight on!\You can't go past here, even on foot.\MPD response:	Haven't you seen the news?
context: I rolled a super ultra rare!\For real?!\Wow!\Inukawa, did you spend more mon\Fight on! Fight on! Fight on!\You can't go past here, even on foot.\MPD\Haven't you seen the news? response:	What should we do, Captain?
context: For real?!\Wow!\Inukawa, did you spend more mon\Fight on! Fight on! Fight on!\You can't go past here, even on foot.\MPD\Haven't you seen the news?\What should we do, Captain? response:	Guess we'll just have to change our course.
context: Wow!\Inukawa, did you spend more mon\Fight on! Fight on! Fight on!\You can't go past here, even on foot.\MPD\Haven't you seen the news?\What should we do, Captain?\Guess we'll just have to change our course. response:	The same scenery all the time gets boring anyway.
context: Inukawa, did you spend more mon\Fight on! Fight on! Fight on!\You can't go past here, even on foot.\MPD\Haven't you seen the news?\What should we do, Captain?\Guess we'll just have to change our course.\The same scenery all the time gets boring anyway. response:	Body improvement! Fight on! Fight
context: Fight on! Fight on! Fight on!\You can't go past here, even on foot.\MPD\Haven't you seen the news?\What should we do, Captain?\Guess we'll just have to change our course.\The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight response:	I knew something was off.
context: You can't go past here, even on foot.\MPD\Haven't you seen the news?\What should we do, Captain?\Guess we'll just have to change our course.\The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight\I knew something was off. response:	I guess the cars in the sky were a decoy after all.
context: MPD\Haven't you seen the news?\What should we do, Captain?\Guess we'll just have to change our course.\The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight\I knew something was off.\I guess the cars in the sky were a decoy after all. response:	Which means there's probably another group.
context: Haven't you seen the news?\What should we do, Captain?\Guess we'll just have to change our course.\The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight\I knew something was off.\I guess the cars in the sky were a decoy after all.\Which means there's probably another group. response:	Let's get some information out of them.
context: What should we do, Captain?\Guess we'll just have to change our course.\The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight\I knew something was off.\I guess the cars in the sky were a decoy after all.\Which means there's probably another group.\Let's get some information out of them. response:	So many Scars...
context: Guess we'll just have to change our course.\The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight\I knew something was off.\I guess the cars in the sky were a decoy after all.\Which means there's probably another group.\Let's get some information out of them.\So many Scars... response:	But we have to do this.
context: The same scenery all the time gets boring anyway.\Body improvement! Fight on! Fight\I knew something was off.\I guess the cars in the sky were a decoy after all.\Which means there's probably another group.\Let's get some information out of them.\So many Scars...\But we have to do this. response:	Hey, you're Terada.
context: Body improvement! Fight on! Fight\I knew something was off.\I guess the cars in the sky were a decoy after all.\Which means there's probably another group.\Let's get some information out of them.\So many Scars...\But we have to do this.\Hey, you're Terada. response:	You really did betray us, huh?
context: I knew something was off.\I guess the cars in the sky were a decoy after all.\Which means there's probably another group.\Let's get some information out of them.\So many Scars...\But we have to do this.\Hey, you're Terada.\You really did betray us, huh? response:	You're Ishihara, a Scar from the 4th Division.
context: I guess the cars in the sky were a decoy after all.\Which means there's probably another group.\Let's get some information out of them.\So many Scars...\But we have to do this.\Hey, you're Terada.\You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division. response:	What a rude accusation!
context: Which means there's probably another group.\Let's get some information out of them.\So many Scars...\But we have to do this.\Hey, you're Terada.\You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division.\What a rude accusation! response:	I was acting as a spy and gathering information.
context: Let's get some information out of them.\So many Scars...\But we have to do this.\Hey, you're Terada.\You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division.\What a rude accusation!\I was acting as a spy and gathering information. response:	I can give you the information you need on the enemy.
context: So many Scars...\But we have to do this.\Hey, you're Terada.\You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division.\What a rude accusation!\I was acting as a spy and gathering information.\I can give you the information you need on the enemy. response:	In return, let me join HQ's operation.
context: But we have to do this.\Hey, you're Terada.\You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division.\What a rude accusation!\I was acting as a spy and gathering information.\I can give you the information you need on the enemy.\In return, let me join HQ's operation. response:	Terada-san!
context: Hey, you're Terada.\You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division.\What a rude accusation!\I was acting as a spy and gathering information.\I can give you the information you need on the enemy.\In return, let me join HQ's operation.\Terada-san! response:	How could you?
context: You really did betray us, huh?\You're Ishihara, a Scar from the 4th Division.\What a rude accusation!\I was acting as a spy and gathering information.\I can give you the information you need on the enemy.\In return, let me join HQ's operation.\Terada-san!\How could you? response:	This is a nightmare!
context: You're Ishihara, a Scar from the 4th Division.\What a rude accusation!\I was acting as a spy and gathering information.\I can give you the information you need on the enemy.\In return, let me join HQ's operation.\Terada-san!\How could you?\This is a nightmare! response:	Did you actually think you had a chance because there were three of you?
context: What a rude accusation!\I was acting as a spy and gathering information.\I can give you the information you need on the enemy.\In return, let me join HQ's operation.\Terada-san!\How could you?\This is a nightmare!\Did you actually think you had a chance because there were three of you? response:	Never forget that the Ultimate 5 and mere mortals are like night and day.
context: I was acting as a spy and gathering information.\I can give you the information you need on the enemy.\In return, let me join HQ's operation.\Terada-san!\How could you?\This is a nightmare!\Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day. response:	We're almost there. If we keep going straight...
context: I can give you the information you need on the enemy.\In return, let me join HQ's operation.\Terada-san!\How could you?\This is a nightmare!\Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight... response:	Wait, stop!
context: In return, let me join HQ's operation.\Terada-san!\How could you?\This is a nightmare!\Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight...\Wait, stop! response:	Something doesn't feel right up ahead...
context: Terada-san!\How could you?\This is a nightmare!\Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight...\Wait, stop!\Something doesn't feel right up ahead... response:	There's something there.
context: How could you?\This is a nightmare!\Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight...\Wait, stop!\Something doesn't feel right up ahead...\There's something there. response:	What is it?
context: This is a nightmare!\Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight...\Wait, stop!\Something doesn't feel right up ahead...\There's something there.\What is it? response:	Here it comes!
context: Did you actually think you had a chance because there were three of you?\Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight...\Wait, stop!\Something doesn't feel right up ahead...\There's something there.\What is it?\Here it comes! response:	Hello, Scars.
context: Never forget that the Ultimate 5 and mere mortals are like night and day.\We're almost there. If we keep going straight...\Wait, stop!\Something doesn't feel right up ahead...\There's something there.\What is it?\Here it comes!\Hello, Scars. response:	I thought you were sewer rats since you were scuttling around down here.
context: We're almost there. If we keep going straight...\Wait, stop!\Something doesn't feel right up ahead...\There's something there.\What is it?\Here it comes!\Hello, Scars.\I thought you were sewer rats since you were scuttling around down here. response:	How unsightly.
context: Wait, stop!\Something doesn't feel right up ahead...\There's something there.\What is it?\Here it comes!\Hello, Scars.\I thought you were sewer rats since you were scuttling around down here.\How unsightly. response:	Let's end this here.
