context: Namu Amida Butsu response:	Believe it or not, the world is filled with strange phenomena
context: What do you mean?\Student Council\The seat of student council president is vacant!\Right now, Takane-san is way out of your league,\but what if you were student council president?\Student Council President\You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol! response:	I wouldn't mind helping you out if you're thinking about running.
context: Student Council\The seat of student council president is vacant!\Right now, Takane-san is way out of your league,\but what if you were student council president?\Student Council President\You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running. response:	You'll owe me one, though.
context: The seat of student council president is vacant!\Right now, Takane-san is way out of your league,\but what if you were student council president?\Student Council President\You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though. response:	This is the perfect opportunity to show people who you really are, Mob-kun!
context: Right now, Takane-san is way out of your league,\but what if you were student council president?\Student Council President\You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun! response:	Hardcore Training Montage
context: but what if you were student council president?\Student Council President\You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage response:	And on that day, Mob's hardcore training began.
context: Student Council President\You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage\And on that day, Mob's hardcore training began. response:	Finally, a week later...
context: You'd go shooting up the ranks!\You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage\And on that day, Mob's hardcore training began.\Finally, a week later... response:	Student Council President Candidate Speech Competition
context: You might be able to close the gap between you and your school idol!\I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage\And on that day, Mob's hardcore training began.\Finally, a week later...\Student Council President Candidate Speech Competition response:	We will now begin the election to decide our next student council president.
context: I wouldn't mind helping you out if you're thinking about running.\You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage\And on that day, Mob's hardcore training began.\Finally, a week later...\Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president. response:	There are a total of four candidates.
context: You'll owe me one, though.\This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage\And on that day, Mob's hardcore training began.\Finally, a week later...\Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president.\There are a total of four candidates. response:	Our first candidate is Morishige Kyohei-kun from Class 2-2.
context: This is the perfect opportunity to show people who you really are, Mob-kun!\Hardcore Training Montage\And on that day, Mob's hardcore training began.\Finally, a week later...\Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president.\There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2. response:	Each candidate gave their speech.
context: Hardcore Training Montage\And on that day, Mob's hardcore training began.\Finally, a week later...\Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president.\There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech. response:	Next, from Class 3-4,
context: And on that day, Mob's hardcore training began.\Finally, a week later...\Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president.\There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech.\Next, from Class 3-4, response:	we have Kamuro Shinji-kun.
context: Finally, a week later...\Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president.\There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech.\Next, from Class 3-4,\we have Kamuro Shinji-kun. response:	Wait, why?
context: Student Council President Candidate Speech Competition\We will now begin the election to decide our next student council president.\There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech.\Next, from Class 3-4,\we have Kamuro Shinji-kun.\Wait, why? response:	Didn't he resign?
context: We will now begin the election to decide our next student council president.\There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech.\Next, from Class 3-4,\we have Kamuro Shinji-kun.\Wait, why?\Didn't he resign? response:	President, why did you resign without discussing it with us?
context: There are a total of four candidates.\Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech.\Next, from Class 3-4,\we have Kamuro Shinji-kun.\Wait, why?\Didn't he resign?\President, why did you resign without discussing it with us? response:	I'm just as responsible for what we did!
context: Our first candidate is Morishige Kyohei-kun from Class 2-2.\Each candidate gave their speech.\Next, from Class 3-4,\we have Kamuro Shinji-kun.\Wait, why?\Didn't he resign?\President, why did you resign without discussing it with us?\I'm just as responsible for what we did! response:	Resigning is no way to take responsibility.
context: Each candidate gave their speech.\Next, from Class 3-4,\we have Kamuro Shinji-kun.\Wait, why?\Didn't he resign?\President, why did you resign without discussing it with us?\I'm just as responsible for what we did!\Resigning is no way to take responsibility. response:	You're still running away, which achieves nothing.
context: Next, from Class 3-4,\we have Kamuro Shinji-kun.\Wait, why?\Didn't he resign?\President, why did you resign without discussing it with us?\I'm just as responsible for what we did!\Resigning is no way to take responsibility.\You're still running away, which achieves nothing. response:	Stand for election again, and if you do get elected...
context: we have Kamuro Shinji-kun.\Wait, why?\Didn't he resign?\President, why did you resign without discussing it with us?\I'm just as responsible for what we did!\Resigning is no way to take responsibility.\You're still running away, which achieves nothing.\Stand for election again, and if you do get elected... response:	Yeah. That'll be my opportunity to truly make things right.
context: Wait, why?\Didn't he resign?\President, why did you resign without discussing it with us?\I'm just as responsible for what we did!\Resigning is no way to take responsibility.\You're still running away, which achieves nothing.\Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right. response:	And finally, Mob's turn arrived.
context: Didn't he resign?\President, why did you resign without discussing it with us?\I'm just as responsible for what we did!\Resigning is no way to take responsibility.\You're still running away, which achieves nothing.\Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived. response:	Nii-san?
context: President, why did you resign without discussing it with us?\I'm just as responsible for what we did!\Resigning is no way to take responsibility.\You're still running away, which achieves nothing.\Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived.\Nii-san? response:	What the heck is he doing?
context: I'm just as responsible for what we did!\Resigning is no way to take responsibility.\You're still running away, which achieves nothing.\Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived.\Nii-san?\What the heck is he doing? response:	Wait, Mob-kun?
context: Resigning is no way to take responsibility.\You're still running away, which achieves nothing.\Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived.\Nii-san?\What the heck is he doing?\Wait, Mob-kun? response:	You practiced your speech over and over, not to mention I basically wrote it for you.
context: You're still running away, which achieves nothing.\Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived.\Nii-san?\What the heck is he doing?\Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you. response:	You've got this!
context: Stand for election again, and if you do get elected...\Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived.\Nii-san?\What the heck is he doing?\Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this! response:	Kageyama! It's all about guts!
context: Yeah. That'll be my opportunity to truly make things right.\And finally, Mob's turn arrived.\Nii-san?\What the heck is he doing?\Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this!\Kageyama! It's all about guts! response:	You pulled a fast one on me, White T Poison.
context: And finally, Mob's turn arrived.\Nii-san?\What the heck is he doing?\Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this!\Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison. response:	You're not content with ruling the school from the shadows?
context: Nii-san?\What the heck is he doing?\Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this!\Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows? response:	I was planning on supporting President Kamuro,
context: What the heck is he doing?\Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this!\Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro, response:	but this changes everything.
context: Wait, Mob-kun?\You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this!\Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro,\but this changes everything. response:	Kageyama Shigeo-kun from Class 2-1.
context: You practiced your speech over and over, not to mention I basically wrote it for you.\You've got this!\Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro,\but this changes everything.\Kageyama Shigeo-kun from Class 2-1. response:	Please begin.
context: You've got this!\Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro,\but this changes everything.\Kageyama Shigeo-kun from Class 2-1.\Please begin. response:	And it's over.
context: Kageyama! It's all about guts!\You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro,\but this changes everything.\Kageyama Shigeo-kun from Class 2-1.\Please begin.\And it's over. response:	Each candidate is given five minutes for their campaign speech,
context: You pulled a fast one on me, White T Poison.\You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro,\but this changes everything.\Kageyama Shigeo-kun from Class 2-1.\Please begin.\And it's over.\Each candidate is given five minutes for their campaign speech, response:	and he was the first person ever to not say a single word in that time.
context: You're not content with ruling the school from the shadows?\I was planning on supporting President Kamuro,\but this changes everything.\Kageyama Shigeo-kun from Class 2-1.\Please begin.\And it's over.\Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time. response:	Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama
context: I was planning on supporting President Kamuro,\but this changes everything.\Kageyama Shigeo-kun from Class 2-1.\Please begin.\And it's over.\Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama response:	He won't cut it as the founder like this.
context: but this changes everything.\Kageyama Shigeo-kun from Class 2-1.\Please begin.\And it's over.\Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this. response:	I need him to be better.
context: Kageyama Shigeo-kun from Class 2-1.\Please begin.\And it's over.\Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this.\I need him to be better. response:	I never should've done that.
context: Please begin.\And it's over.\Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this.\I need him to be better.\I never should've done that. response:	This one did a number on him.
context: And it's over.\Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this.\I need him to be better.\I never should've done that.\This one did a number on him. response:	He's not moving at all.
context: Each candidate is given five minutes for their campaign speech,\and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this.\I need him to be better.\I never should've done that.\This one did a number on him.\He's not moving at all. response:	Go on home for the day, okay?
context: and he was the first person ever to not say a single word in that time.\Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this.\I need him to be better.\I never should've done that.\This one did a number on him.\He's not moving at all.\Go on home for the day, okay? response:	Telepathy Club
context: Student Council President Election Voting Results 1st Kamuro 2nd Nakayama 3rd Morishige 4th Kageyama\He won't cut it as the founder like this.\I need him to be better.\I never should've done that.\This one did a number on him.\He's not moving at all.\Go on home for the day, okay?\Telepathy Club response:	Body Improvement Club
context: He won't cut it as the founder like this.\I need him to be better.\I never should've done that.\This one did a number on him.\He's not moving at all.\Go on home for the day, okay?\Telepathy Club\Body Improvement Club response:	Yes, sir. I'm very sorry.
context: I need him to be better.\I never should've done that.\This one did a number on him.\He's not moving at all.\Go on home for the day, okay?\Telepathy Club\Body Improvement Club\Yes, sir. I'm very sorry. response:	I'll be waiting for you behind the school.
context: I never should've done that.\This one did a number on him.\He's not moving at all.\Go on home for the day, okay?\Telepathy Club\Body Improvement Club\Yes, sir. I'm very sorry.\I'll be waiting for you behind the school. response:	W-Wait, this is...
context: This one did a number on him.\He's not moving at all.\Go on home for the day, okay?\Telepathy Club\Body Improvement Club\Yes, sir. I'm very sorry.\I'll be waiting for you behind the school.\W-Wait, this is... response:	When I saw you muster the courage to take the podium despite being so uncomfortable,
context: He's not moving at all.\Go on home for the day, okay?\Telepathy Club\Body Improvement Club\Yes, sir. I'm very sorry.\I'll be waiting for you behind the school.\W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable, response:	I ended up falling for you, Kageyama-kun.
context: Go on home for the day, okay?\Telepathy Club\Body Improvement Club\Yes, sir. I'm very sorry.\I'll be waiting for you behind the school.\W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun. response:	Um...
context: Telepathy Club\Body Improvement Club\Yes, sir. I'm very sorry.\I'll be waiting for you behind the school.\W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun.\Um... response:	Please go out with me.
context: Body Improvement Club\Yes, sir. I'm very sorry.\I'll be waiting for you behind the school.\W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun.\Um...\Please go out with me. response:	Progress Toward
context: Yes, sir. I'm very sorry.\I'll be waiting for you behind the school.\W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun.\Um...\Please go out with me.\Progress Toward response:	Mob's Explosion
context: I'll be waiting for you behind the school.\W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun.\Um...\Please go out with me.\Progress Toward\Mob's Explosion response:	Progress Toward Mob's Explosion: 21
context: W-Wait, this is...\When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun.\Um...\Please go out with me.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 21 response:	II
context: When I saw you muster the courage to take the podium despite being so uncomfortable,\I ended up falling for you, Kageyama-kun.\Um...\Please go out with me.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 21\II response:	Mob Psycho 100
context: I ended up falling for you, Kageyama-kun.\Um...\Please go out with me.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 21\II\Mob Psycho 100 response:	II
context: Um...\Please go out with me.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 21\II\Mob Psycho 100\II response:	Mob Psycho 100
context: Please go out with me.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 21\II\Mob Psycho 100\II\Mob Psycho 100 response:	Telepathy Club
context: Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 21\II\Mob Psycho 100\II\Mob Psycho 100\Telepathy Club response:	Body Improvement Club
context: Mob's Explosion\Progress Toward Mob's Explosion: 21\II\Mob Psycho 100\II\Mob Psycho 100\Telepathy Club\Body Improvement Club response:	Kageyama-kun.
context: Progress Toward Mob's Explosion: 21\II\Mob Psycho 100\II\Mob Psycho 100\Telepathy Club\Body Improvement Club\Kageyama-kun. response:	Let's walk home together.
context: II\Mob Psycho 100\II\Mob Psycho 100\Telepathy Club\Body Improvement Club\Kageyama-kun.\Let's walk home together. response:	Oh, but I have club...
context: Mob Psycho 100\II\Mob Psycho 100\Telepathy Club\Body Improvement Club\Kageyama-kun.\Let's walk home together.\Oh, but I have club... response:	Go on, Kageyama. Today's menu is free training, anyway.
context: II\Mob Psycho 100\Telepathy Club\Body Improvement Club\Kageyama-kun.\Let's walk home together.\Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway. response:	Thank you, Captain Musashi.
context: Mob Psycho 100\Telepathy Club\Body Improvement Club\Kageyama-kun.\Let's walk home together.\Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi. response:	Huh?
context: Telepathy Club\Body Improvement Club\Kageyama-kun.\Let's walk home together.\Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi.\Huh? response:	Mob-kun has a girlfriend?
context: Body Improvement Club\Kageyama-kun.\Let's walk home together.\Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi.\Huh?\Mob-kun has a girlfriend? response:	What's going on? Is this some supernatural phenomenon?
context: Kageyama-kun.\Let's walk home together.\Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi.\Huh?\Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon? response:	What the heck's happening?
context: Let's walk home together.\Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi.\Huh?\Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon?\What the heck's happening? response:	But man, I'm so envious...
context: Oh, but I have club...\Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi.\Huh?\Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon?\What the heck's happening?\But man, I'm so envious... response:	So what do you usually do, Kageyama-kun?
context: Go on, Kageyama. Today's menu is free training, anyway.\Thank you, Captain Musashi.\Huh?\Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon?\What the heck's happening?\But man, I'm so envious...\So what do you usually do, Kageyama-kun? response:	Um...
context: Thank you, Captain Musashi.\Huh?\Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon?\What the heck's happening?\But man, I'm so envious...\So what do you usually do, Kageyama-kun?\Um... response:	I do some running with the Body Improvement Club.
context: Huh?\Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon?\What the heck's happening?\But man, I'm so envious...\So what do you usually do, Kageyama-kun?\Um...\I do some running with the Body Improvement Club. response:	Other than that, I help an acquaintance with their work.
context: Mob-kun has a girlfriend?\What's going on? Is this some supernatural phenomenon?\What the heck's happening?\But man, I'm so envious...\So what do you usually do, Kageyama-kun?\Um...\I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work. response:	What kind of work?
context: What's going on? Is this some supernatural phenomenon?\What the heck's happening?\But man, I'm so envious...\So what do you usually do, Kageyama-kun?\Um...\I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work.\What kind of work? response:	Huh? Oh, ghost
context: What the heck's happening?\But man, I'm so envious...\So what do you usually do, Kageyama-kun?\Um...\I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work.\What kind of work?\Huh? Oh, ghost response:	I-It's sort of like a bookstore.
context: But man, I'm so envious...\So what do you usually do, Kageyama-kun?\Um...\I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work.\What kind of work?\Huh? Oh, ghost\I-It's sort of like a bookstore. response:	What? You work part-time at a bookstore, Kageyama-kun?
context: So what do you usually do, Kageyama-kun?\Um...\I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work.\What kind of work?\Huh? Oh, ghost\I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun? response:	That's amazing!
context: Um...\I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work.\What kind of work?\Huh? Oh, ghost\I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun?\That's amazing! response:	N-No, it's not a big deal...
context: I do some running with the Body Improvement Club.\Other than that, I help an acquaintance with their work.\What kind of work?\Huh? Oh, ghost\I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun?\That's amazing!\N-No, it's not a big deal... response:	I only help out with really simple things.
context: Other than that, I help an acquaintance with their work.\What kind of work?\Huh? Oh, ghost\I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun?\That's amazing!\N-No, it's not a big deal...\I only help out with really simple things. response:	Still, it is amazing! I'd love to work at a bookstore.
context: What kind of work?\Huh? Oh, ghost\I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun?\That's amazing!\N-No, it's not a big deal...\I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore. response:	I'm already lying to her.
context: Huh? Oh, ghost\I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun?\That's amazing!\N-No, it's not a big deal...\I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her. response:	But I think telling her I have an exorcism job will creep her out.
context: I-It's sort of like a bookstore.\What? You work part-time at a bookstore, Kageyama-kun?\That's amazing!\N-No, it's not a big deal...\I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her.\But I think telling her I have an exorcism job will creep her out. response:	You look a little pale. Are you okay?
context: What? You work part-time at a bookstore, Kageyama-kun?\That's amazing!\N-No, it's not a big deal...\I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her.\But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay? response:	Yeah. Hey, you like books, Emi-san?
context: That's amazing!\N-No, it's not a big deal...\I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her.\But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san? response:	Well... I do like books, but...
context: N-No, it's not a big deal...\I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her.\But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san?\Well... I do like books, but... response:	I guess I don't mind telling you, Kageyama-kun.
context: I only help out with really simple things.\Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her.\But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san?\Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun. response:	I'm writing a novel.
context: Still, it is amazing! I'd love to work at a bookstore.\I'm already lying to her.\But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san?\Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel. response:	Huh?
context: I'm already lying to her.\But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san?\Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel.\Huh? response:	Wow, that's amazing!
context: But I think telling her I have an exorcism job will creep her out.\You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san?\Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel.\Huh?\Wow, that's amazing! response:	What's amazing about that?
context: You look a little pale. Are you okay?\Yeah. Hey, you like books, Emi-san?\Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel.\Huh?\Wow, that's amazing!\What's amazing about that? response:	Oh, you don't care, huh?
context: Yeah. Hey, you like books, Emi-san?\Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel.\Huh?\Wow, that's amazing!\What's amazing about that?\Oh, you don't care, huh? response:	Sorry.
context: Well... I do like books, but...\I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel.\Huh?\Wow, that's amazing!\What's amazing about that?\Oh, you don't care, huh?\Sorry. response:	No, I really think it's amazing!
context: I guess I don't mind telling you, Kageyama-kun.\I'm writing a novel.\Huh?\Wow, that's amazing!\What's amazing about that?\Oh, you don't care, huh?\Sorry.\No, I really think it's amazing! response:	I'm just bad with words.
context: I'm writing a novel.\Huh?\Wow, that's amazing!\What's amazing about that?\Oh, you don't care, huh?\Sorry.\No, I really think it's amazing!\I'm just bad with words. response:	Maybe I'll have you read it sometime.
context: Huh?\Wow, that's amazing!\What's amazing about that?\Oh, you don't care, huh?\Sorry.\No, I really think it's amazing!\I'm just bad with words.\Maybe I'll have you read it sometime. response:	I haven't shown anyone else,
context: Wow, that's amazing!\What's amazing about that?\Oh, you don't care, huh?\Sorry.\No, I really think it's amazing!\I'm just bad with words.\Maybe I'll have you read it sometime.\I haven't shown anyone else, response:	so it'd be pretty embarrassing for me.
context: What's amazing about that?\Oh, you don't care, huh?\Sorry.\No, I really think it's amazing!\I'm just bad with words.\Maybe I'll have you read it sometime.\I haven't shown anyone else,\so it'd be pretty embarrassing for me. response:	But this counts as practice, too.
context: Oh, you don't care, huh?\Sorry.\No, I really think it's amazing!\I'm just bad with words.\Maybe I'll have you read it sometime.\I haven't shown anyone else,\so it'd be pretty embarrassing for me.\But this counts as practice, too. response:	Sure, I'll read it.
context: Sorry.\No, I really think it's amazing!\I'm just bad with words.\Maybe I'll have you read it sometime.\I haven't shown anyone else,\so it'd be pretty embarrassing for me.\But this counts as practice, too.\Sure, I'll read it. response:	And every day after that, Mob walked home from school with Emi.
context: No, I really think it's amazing!\I'm just bad with words.\Maybe I'll have you read it sometime.\I haven't shown anyone else,\so it'd be pretty embarrassing for me.\But this counts as practice, too.\Sure, I'll read it.\And every day after that, Mob walked home from school with Emi. response:	Hey, Mob. You're home early again.
context: I'm just bad with words.\Maybe I'll have you read it sometime.\I haven't shown anyone else,\so it'd be pretty embarrassing for me.\But this counts as practice, too.\Sure, I'll read it.\And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again. response:	Did you quit your club?
context: Maybe I'll have you read it sometime.\I haven't shown anyone else,\so it'd be pretty embarrassing for me.\But this counts as practice, too.\Sure, I'll read it.\And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again.\Did you quit your club? response:	No, I'm actually heading back to school now.
context: I haven't shown anyone else,\so it'd be pretty embarrassing for me.\But this counts as practice, too.\Sure, I'll read it.\And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again.\Did you quit your club?\No, I'm actually heading back to school now. response:	Huh?
context: so it'd be pretty embarrassing for me.\But this counts as practice, too.\Sure, I'll read it.\And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again.\Did you quit your club?\No, I'm actually heading back to school now.\Huh? response:	Why the heck did he bother coming home, then?
context: But this counts as practice, too.\Sure, I'll read it.\And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again.\Did you quit your club?\No, I'm actually heading back to school now.\Huh?\Why the heck did he bother coming home, then? response:	Hey, Mob. You seem more cheerful than usual today.
context: Sure, I'll read it.\And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again.\Did you quit your club?\No, I'm actually heading back to school now.\Huh?\Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today. response:	You exorcism game is on point, too.
context: And every day after that, Mob walked home from school with Emi.\Hey, Mob. You're home early again.\Did you quit your club?\No, I'm actually heading back to school now.\Huh?\Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too. response:	You think so? I can't really tell myself.
