context: The National High School Karuta Championship Tokyo Regional winner response:	is Mizusawa High School!
context: We beat them fair and square!\You can still feel it inside, right?\We're taking Hokuo and the other schools with us to Omi Jingu.\They're our closest allies.\We took your sister to Narita. We'll be back around ten. Microwave your dinner. -Mom\Oh, right. Sis is going to Saipan.\I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga. response:	So I need money for travel and lodging!
context: You can still feel it inside, right?\We're taking Hokuo and the other schools with us to Omi Jingu.\They're our closest allies.\We took your sister to Narita. We'll be back around ten. Microwave your dinner. -Mom\Oh, right. Sis is going to Saipan.\I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging! response:	But I don't want to ask them for money...
context: We're taking Hokuo and the other schools with us to Omi Jingu.\They're our closest allies.\We took your sister to Narita. We'll be back around ten. Microwave your dinner. -Mom\Oh, right. Sis is going to Saipan.\I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging!\But I don't want to ask them for money... response:	There's still a mortgage to pay off...
context: They're our closest allies.\We took your sister to Narita. We'll be back around ten. Microwave your dinner. -Mom\Oh, right. Sis is going to Saipan.\I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging!\But I don't want to ask them for money...\There's still a mortgage to pay off... response:	Search Results Messages 0
context: We took your sister to Narita. We'll be back around ten. Microwave your dinner. -Mom\Oh, right. Sis is going to Saipan.\I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging!\But I don't want to ask them for money...\There's still a mortgage to pay off...\Search Results Messages 0 response:	Arata, what should I do?
context: Oh, right. Sis is going to Saipan.\I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging!\But I don't want to ask them for money...\There's still a mortgage to pay off...\Search Results Messages 0\Arata, what should I do? response:	Huh?
context: I qualified for the Karuta National Championship.\I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging!\But I don't want to ask them for money...\There's still a mortgage to pay off...\Search Results Messages 0\Arata, what should I do?\Huh? response:	Chitose
context: I'll be going to Omi Jingu in Shiga.\So I need money for travel and lodging!\But I don't want to ask them for money...\There's still a mortgage to pay off...\Search Results Messages 0\Arata, what should I do?\Huh?\Chitose response:	Chihaya
context: So I need money for travel and lodging!\But I don't want to ask them for money...\There's still a mortgage to pay off...\Search Results Messages 0\Arata, what should I do?\Huh?\Chitose\Chihaya response:	from the Daily Morning
context: But I don't want to ask them for money...\There's still a mortgage to pay off...\Search Results Messages 0\Arata, what should I do?\Huh?\Chitose\Chihaya\from the Daily Morning response:	So close!
context: There's still a mortgage to pay off...\Search Results Messages 0\Arata, what should I do?\Huh?\Chitose\Chihaya\from the Daily Morning\So close! response:	Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama
context: Search Results Messages 0\Arata, what should I do?\Huh?\Chitose\Chihaya\from the Daily Morning\So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama response:	from the Daily Morning
context: Arata, what should I do?\Huh?\Chitose\Chihaya\from the Daily Morning\So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning response:	Chihaya's great!
context: Huh?\Chitose\Chihaya\from the Daily Morning\So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning\Chihaya's great! response:	from the Daily Morning
context: Chitose\Chihaya\from the Daily Morning\So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning\Chihaya's great!\from the Daily Morning response:	And to collect clippings of my daughters!
context: Chihaya\from the Daily Morning\So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning\Chihaya's great!\from the Daily Morning\And to collect clippings of my daughters! response:	We're home.
context: from the Daily Morning\So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning\Chihaya's great!\from the Daily Morning\And to collect clippings of my daughters!\We're home. response:	My First Win -Komano Tsutomu
context: So close!\Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning\Chihaya's great!\from the Daily Morning\And to collect clippings of my daughters!\We're home.\My First Win -Komano Tsutomu response:	Hakama Domination -Oe Kana
context: Mizusawa Karuta Club Advances To the National Tournament In Their Striking Hakama\from the Daily Morning\Chihaya's great!\from the Daily Morning\And to collect clippings of my daughters!\We're home.\My First Win -Komano Tsutomu\Hakama Domination -Oe Kana response:	Total Victory -Mashima Taichi
context: from the Daily Morning\Chihaya's great!\from the Daily Morning\And to collect clippings of my daughters!\We're home.\My First Win -Komano Tsutomu\Hakama Domination -Oe Kana\Total Victory -Mashima Taichi response:	Victory and Omi Beef -Nishida Yusei
context: Chihaya's great!\from the Daily Morning\And to collect clippings of my daughters!\We're home.\My First Win -Komano Tsutomu\Hakama Domination -Oe Kana\Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei response:	Champion -Ayase Chihaya
context: from the Daily Morning\And to collect clippings of my daughters!\We're home.\My First Win -Komano Tsutomu\Hakama Domination -Oe Kana\Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya response:	Everyone, let's start yelling when we practice!
context: And to collect clippings of my daughters!\We're home.\My First Win -Komano Tsutomu\Hakama Domination -Oe Kana\Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya\Everyone, let's start yelling when we practice! response:	Huh? You mean like Mizusawa fight?
context: We're home.\My First Win -Komano Tsutomu\Hakama Domination -Oe Kana\Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya\Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight? response:	Yeah! That's it!
context: My First Win -Komano Tsutomu\Hakama Domination -Oe Kana\Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya\Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight?\Yeah! That's it! response:	Mizusawa fight!
context: Hakama Domination -Oe Kana\Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya\Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight?\Yeah! That's it!\Mizusawa fight! response:	Huh?
context: Total Victory -Mashima Taichi\Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya\Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight?\Yeah! That's it!\Mizusawa fight!\Huh? response:	Ooh! That was good, Porky!
context: Victory and Omi Beef -Nishida Yusei\Champion -Ayase Chihaya\Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight?\Yeah! That's it!\Mizusawa fight!\Huh?\Ooh! That was good, Porky! response:	Nishida's fired up.
context: Champion -Ayase Chihaya\Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight?\Yeah! That's it!\Mizusawa fight!\Huh?\Ooh! That was good, Porky!\Nishida's fired up. response:	He's been practicing at his local karuta society every weekend.
context: Everyone, let's start yelling when we practice!\Huh? You mean like Mizusawa fight?\Yeah! That's it!\Mizusawa fight!\Huh?\Ooh! That was good, Porky!\Nishida's fired up.\He's been practicing at his local karuta society every weekend. response:	Plus, he's the only one who has experience at Omi Jingu.
context: Huh? You mean like Mizusawa fight?\Yeah! That's it!\Mizusawa fight!\Huh?\Ooh! That was good, Porky!\Nishida's fired up.\He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu. response:	Huh?
context: Yeah! That's it!\Mizusawa fight!\Huh?\Ooh! That was good, Porky!\Nishida's fired up.\He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu.\Huh? response:	Why do you look so upset, Kana-chan?
context: Mizusawa fight!\Huh?\Ooh! That was good, Porky!\Nishida's fired up.\He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu.\Huh?\Why do you look so upset, Kana-chan? response:	I can no longer tell which chrysanthemums to pluck
context: Huh?\Ooh! That was good, Porky!\Nishida's fired up.\He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu.\Huh?\Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck response:	As the first
context: Ooh! That was good, Porky!\Nishida's fired up.\He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu.\Huh?\Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck\As the first response:	Is there something wrong with that card?
context: Nishida's fired up.\He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu.\Huh?\Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck\As the first\Is there something wrong with that card? response:	Oh, that.
context: He's been practicing at his local karuta society every weekend.\Plus, he's the only one who has experience at Omi Jingu.\Huh?\Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck\As the first\Is there something wrong with that card?\Oh, that. response:	It's a beginner's card.
context: Plus, he's the only one who has experience at Omi Jingu.\Huh?\Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck\As the first\Is there something wrong with that card?\Oh, that.\It's a beginner's card. response:	Since Kana-chan hasn't learned all the unique syllables yet.
context: Huh?\Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck\As the first\Is there something wrong with that card?\Oh, that.\It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet. response:	I've learned them!
context: Why do you look so upset, Kana-chan?\I can no longer tell which chrysanthemums to pluck\As the first\Is there something wrong with that card?\Oh, that.\It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them! response:	I'm upset because it's inconsiderate to draw over a card like this.
context: I can no longer tell which chrysanthemums to pluck\As the first\Is there something wrong with that card?\Oh, that.\It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them!\I'm upset because it's inconsiderate to draw over a card like this. response:	Kana-chan's positioning has gotten a little...
context: As the first\Is there something wrong with that card?\Oh, that.\It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them!\I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little... response:	What?!
context: Is there something wrong with that card?\Oh, that.\It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them!\I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little...\What?! response:	What is this?!
context: Oh, that.\It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them!\I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little...\What?!\What is this?! response:	I've never seen anything like it!
context: It's a beginner's card.\Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them!\I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little...\What?!\What is this?!\I've never seen anything like it! response:	Representing Tokyo, huh?
context: Since Kana-chan hasn't learned all the unique syllables yet.\I've learned them!\I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little...\What?!\What is this?!\I've never seen anything like it!\Representing Tokyo, huh? response:	Spring poems.
context: I've learned them!\I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little...\What?!\What is this?!\I've never seen anything like it!\Representing Tokyo, huh?\Spring poems. response:	Summer poems.
context: I'm upset because it's inconsiderate to draw over a card like this.\Kana-chan's positioning has gotten a little...\What?!\What is this?!\I've never seen anything like it!\Representing Tokyo, huh?\Spring poems.\Summer poems. response:	Autumn poems.
context: Kana-chan's positioning has gotten a little...\What?!\What is this?!\I've never seen anything like it!\Representing Tokyo, huh?\Spring poems.\Summer poems.\Autumn poems. response:	Winter poems.
context: What?!\What is this?!\I've never seen anything like it!\Representing Tokyo, huh?\Spring poems.\Summer poems.\Autumn poems.\Winter poems. response:	The ones that fall under any season go in the center.
context: What is this?!\I've never seen anything like it!\Representing Tokyo, huh?\Spring poems.\Summer poems.\Autumn poems.\Winter poems.\The ones that fall under any season go in the center. response:	Why?
context: I've never seen anything like it!\Representing Tokyo, huh?\Spring poems.\Summer poems.\Autumn poems.\Winter poems.\The ones that fall under any season go in the center.\Why? response:	Haven't you been using the placement Porky helped you with?
context: Representing Tokyo, huh?\Spring poems.\Summer poems.\Autumn poems.\Winter poems.\The ones that fall under any season go in the center.\Why?\Haven't you been using the placement Porky helped you with? response:	I wanted to try something on my own...
context: Spring poems.\Summer poems.\Autumn poems.\Winter poems.\The ones that fall under any season go in the center.\Why?\Haven't you been using the placement Porky helped you with?\I wanted to try something on my own... response:	It's easier for me to memorize them this way.
context: Summer poems.\Autumn poems.\Winter poems.\The ones that fall under any season go in the center.\Why?\Haven't you been using the placement Porky helped you with?\I wanted to try something on my own...\It's easier for me to memorize them this way. response:	Maybe, but seasons don't mean anything in competitive karuta.
context: Autumn poems.\Winter poems.\The ones that fall under any season go in the center.\Why?\Haven't you been using the placement Porky helped you with?\I wanted to try something on my own...\It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta. response:	Nishida.
context: Winter poems.\The ones that fall under any season go in the center.\Why?\Haven't you been using the placement Porky helped you with?\I wanted to try something on my own...\It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta.\Nishida. response:	The schools at nationals are all incredibly strong!
context: The ones that fall under any season go in the center.\Why?\Haven't you been using the placement Porky helped you with?\I wanted to try something on my own...\It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta.\Nishida.\The schools at nationals are all incredibly strong! response:	Omi Jingu can be overwhelming.
context: Why?\Haven't you been using the placement Porky helped you with?\I wanted to try something on my own...\It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta.\Nishida.\The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming. response:	We have to prepare or we'll lose.
context: Haven't you been using the placement Porky helped you with?\I wanted to try something on my own...\It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta.\Nishida.\The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming.\We have to prepare or we'll lose. response:	So we need to start with the basics.
context: I wanted to try something on my own...\It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta.\Nishida.\The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming.\We have to prepare or we'll lose.\So we need to start with the basics. response:	One-syllable cards go on the row closest to you.
context: It's easier for me to memorize them this way.\Maybe, but seasons don't mean anything in competitive karuta.\Nishida.\The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming.\We have to prepare or we'll lose.\So we need to start with the basics.\One-syllable cards go on the row closest to you. response:	Keep like cards separate.
context: Maybe, but seasons don't mean anything in competitive karuta.\Nishida.\The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming.\We have to prepare or we'll lose.\So we need to start with the basics.\One-syllable cards go on the row closest to you.\Keep like cards separate. response:	For example, While autumn, While some, While I, and While the should be...
context: Nishida.\The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming.\We have to prepare or we'll lose.\So we need to start with the basics.\One-syllable cards go on the row closest to you.\Keep like cards separate.\For example, While autumn, While some, While I, and While the should be... response:	Porky.
context: The schools at nationals are all incredibly strong!\Omi Jingu can be overwhelming.\We have to prepare or we'll lose.\So we need to start with the basics.\One-syllable cards go on the row closest to you.\Keep like cards separate.\For example, While autumn, While some, While I, and While the should be...\Porky. response:	Huh?
context: Omi Jingu can be overwhelming.\We have to prepare or we'll lose.\So we need to start with the basics.\One-syllable cards go on the row closest to you.\Keep like cards separate.\For example, While autumn, While some, While I, and While the should be...\Porky.\Huh? response:	Recite the While some poem.
context: We have to prepare or we'll lose.\So we need to start with the basics.\One-syllable cards go on the row closest to you.\Keep like cards separate.\For example, While autumn, While some, While I, and While the should be...\Porky.\Huh?\Recite the While some poem. response:	While some is followed by I deflect.
context: So we need to start with the basics.\One-syllable cards go on the row closest to you.\Keep like cards separate.\For example, While autumn, While some, While I, and While the should be...\Porky.\Huh?\Recite the While some poem.\While some is followed by I deflect. response:	I don't remember the entire poem.
context: One-syllable cards go on the row closest to you.\Keep like cards separate.\For example, While autumn, While some, While I, and While the should be...\Porky.\Huh?\Recite the While some poem.\While some is followed by I deflect.\I don't remember the entire poem. response:	Snap!
context: Keep like cards separate.\For example, While autumn, While some, While I, and While the should be...\Porky.\Huh?\Recite the While some poem.\While some is followed by I deflect.\I don't remember the entire poem.\Snap! response:	Outrageous!
context: For example, While autumn, While some, While I, and While the should be...\Porky.\Huh?\Recite the While some poem.\While some is followed by I deflect.\I don't remember the entire poem.\Snap!\Outrageous! response:	Ka-Kana-chan!
context: Porky.\Huh?\Recite the While some poem.\While some is followed by I deflect.\I don't remember the entire poem.\Snap!\Outrageous!\Ka-Kana-chan! response:	While some dodge the famous waves of Takashi shore to avoid getting wet,
context: Huh?\Recite the While some poem.\While some is followed by I deflect.\I don't remember the entire poem.\Snap!\Outrageous!\Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet, response:	I deflect your artful words to keep my sleeves dry
context: Recite the While some poem.\While some is followed by I deflect.\I don't remember the entire poem.\Snap!\Outrageous!\Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry response:	This is a poem about how a woman was
context: While some is followed by I deflect.\I don't remember the entire poem.\Snap!\Outrageous!\Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was response:	able to successfully ward off a playboy's advances!
context: I don't remember the entire poem.\Snap!\Outrageous!\Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was\able to successfully ward off a playboy's advances! response:	Kana-chan, nobody said that the meaning of the poem wasn't important.
context: Snap!\Outrageous!\Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was\able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important. response:	But we have to become better at competitive karuta.
context: Outrageous!\Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was\able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta. response:	We have to become stronger so we can properly represent Tokyo,
context: Ka-Kana-chan!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was\able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo, response:	for the sake of the other schools who were at the regional tournament.
context: While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was\able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament. response:	Good practice!
context: I deflect your artful words to keep my sleeves dry\This is a poem about how a woman was\able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament.\Good practice! response:	Honestly...
context: This is a poem about how a woman was\able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament.\Good practice!\Honestly... response:	It's almost time to leave.
context: able to successfully ward off a playboy's advances!\Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament.\Good practice!\Honestly...\It's almost time to leave. response:	Waves creep closer to...
context: Kana-chan, nobody said that the meaning of the poem wasn't important.\But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament.\Good practice!\Honestly...\It's almost time to leave.\Waves creep closer to... response:	Desktomu-kun! You need to swing with more power!
context: But we have to become better at competitive karuta.\We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament.\Good practice!\Honestly...\It's almost time to leave.\Waves creep closer to...\Desktomu-kun! You need to swing with more power! response:	You're swinging too wide!
context: We have to become stronger so we can properly represent Tokyo,\for the sake of the other schools who were at the regional tournament.\Good practice!\Honestly...\It's almost time to leave.\Waves creep closer to...\Desktomu-kun! You need to swing with more power!\You're swinging too wide! response:	Nishida, you should have been able to take that card!
context: for the sake of the other schools who were at the regional tournament.\Good practice!\Honestly...\It's almost time to leave.\Waves creep closer to...\Desktomu-kun! You need to swing with more power!\You're swinging too wide!\Nishida, you should have been able to take that card! response:	Move faster!
context: Good practice!\Honestly...\It's almost time to leave.\Waves creep closer to...\Desktomu-kun! You need to swing with more power!\You're swinging too wide!\Nishida, you should have been able to take that card!\Move faster! response:	You need to start attacking cards on the opponent's side!
context: Honestly...\It's almost time to leave.\Waves creep closer to...\Desktomu-kun! You need to swing with more power!\You're swinging too wide!\Nishida, you should have been able to take that card!\Move faster!\You need to start attacking cards on the opponent's side! response:	Ahem.
context: It's almost time to leave.\Waves creep closer to...\Desktomu-kun! You need to swing with more power!\You're swinging too wide!\Nishida, you should have been able to take that card!\Move faster!\You need to start attacking cards on the opponent's side!\Ahem. response:	it is as though pearls have been strung across the autumn plain
context: Waves creep closer to...\Desktomu-kun! You need to swing with more power!\You're swinging too wide!\Nishida, you should have been able to take that card!\Move faster!\You need to start attacking cards on the opponent's side!\Ahem.\it is as though pearls have been strung across the autumn plain response:	My own sleeves...
context: Desktomu-kun! You need to swing with more power!\You're swinging too wide!\Nishida, you should have been able to take that card!\Move faster!\You need to start attacking cards on the opponent's side!\Ahem.\it is as though pearls have been strung across the autumn plain\My own sleeves... response:	Who put this up here?!
context: You're swinging too wide!\Nishida, you should have been able to take that card!\Move faster!\You need to start attacking cards on the opponent's side!\Ahem.\it is as though pearls have been strung across the autumn plain\My own sleeves...\Who put this up here?! response:	You did.
context: Nishida, you should have been able to take that card!\Move faster!\You need to start attacking cards on the opponent's side!\Ahem.\it is as though pearls have been strung across the autumn plain\My own sleeves...\Who put this up here?!\You did. response:	Um...
context: Move faster!\You need to start attacking cards on the opponent's side!\Ahem.\it is as though pearls have been strung across the autumn plain\My own sleeves...\Who put this up here?!\You did.\Um... response:	Er...
context: You need to start attacking cards on the opponent's side!\Ahem.\it is as though pearls have been strung across the autumn plain\My own sleeves...\Who put this up here?!\You did.\Um...\Er... response:	Hmm...
context: Ahem.\it is as though pearls have been strung across the autumn plain\My own sleeves...\Who put this up here?!\You did.\Um...\Er...\Hmm... response:	Hey, Captain.
context: it is as though pearls have been strung across the autumn plain\My own sleeves...\Who put this up here?!\You did.\Um...\Er...\Hmm...\Hey, Captain. response:	I understand that this is important to you, but hurry it up.
context: My own sleeves...\Who put this up here?!\You did.\Um...\Er...\Hmm...\Hey, Captain.\I understand that this is important to you, but hurry it up. response:	It's getting dark.
context: Who put this up here?!\You did.\Um...\Er...\Hmm...\Hey, Captain.\I understand that this is important to you, but hurry it up.\It's getting dark. response:	I'll turn on the lights.
context: You did.\Um...\Er...\Hmm...\Hey, Captain.\I understand that this is important to you, but hurry it up.\It's getting dark.\I'll turn on the lights. response:	The crimson sunset
context: Um...\Er...\Hmm...\Hey, Captain.\I understand that this is important to you, but hurry it up.\It's getting dark.\I'll turn on the lights.\The crimson sunset response:	sets these forbidden fields aglow
context: Er...\Hmm...\Hey, Captain.\I understand that this is important to you, but hurry it up.\It's getting dark.\I'll turn on the lights.\The crimson sunset\sets these forbidden fields aglow response:	Wave not, for the guards may find us
context: Hmm...\Hey, Captain.\I understand that this is important to you, but hurry it up.\It's getting dark.\I'll turn on the lights.\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us response:	This is my favorite poem.
context: Hey, Captain.\I understand that this is important to you, but hurry it up.\It's getting dark.\I'll turn on the lights.\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\This is my favorite poem. response:	It's not from Hundred Poets?
context: I understand that this is important to you, but hurry it up.\It's getting dark.\I'll turn on the lights.\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\This is my favorite poem.\It's not from Hundred Poets? response:	It's from Ten Thousand Leaves.
context: It's getting dark.\I'll turn on the lights.\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\This is my favorite poem.\It's not from Hundred Poets?\It's from Ten Thousand Leaves. response:	The poem was written by Emperor Tenji's wife, Princess Nukata.
context: I'll turn on the lights.\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\This is my favorite poem.\It's not from Hundred Poets?\It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata. response:	It tells the story of when her former husband, Prince Oama,
context: The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\This is my favorite poem.\It's not from Hundred Poets?\It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama, response:	snuck into her husband's lands and waved to her.
context: sets these forbidden fields aglow\Wave not, for the guards may find us\This is my favorite poem.\It's not from Hundred Poets?\It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her. response:	Princess Nukata was so happy to see him.
context: Wave not, for the guards may find us\This is my favorite poem.\It's not from Hundred Poets?\It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him. response:	But she worried that someone might see them together.
context: This is my favorite poem.\It's not from Hundred Poets?\It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him.\But she worried that someone might see them together. response:	The human heart never changes...
context: It's not from Hundred Poets?\It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him.\But she worried that someone might see them together.\The human heart never changes... response:	Ah, sorry!
context: It's from Ten Thousand Leaves.\The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him.\But she worried that someone might see them together.\The human heart never changes...\Ah, sorry! response:	I was babbling again!
context: The poem was written by Emperor Tenji's wife, Princess Nukata.\It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him.\But she worried that someone might see them together.\The human heart never changes...\Ah, sorry!\I was babbling again! response:	You know so much, Kana-chan.
context: It tells the story of when her former husband, Prince Oama,\snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him.\But she worried that someone might see them together.\The human heart never changes...\Ah, sorry!\I was babbling again!\You know so much, Kana-chan. response:	I'm used to calling the poems The autumn paddy
context: snuck into her husband's lands and waved to her.\Princess Nukata was so happy to see him.\But she worried that someone might see them together.\The human heart never changes...\Ah, sorry!\I was babbling again!\You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy response:	and The sight of now.
context: Princess Nukata was so happy to see him.\But she worried that someone might see them together.\The human heart never changes...\Ah, sorry!\I was babbling again!\You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy\and The sight of now. response:	I really want to win at Omi Jingu,
