context: Keep quiet! response:	Hands behind your back.
context: claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon.\Qmay Group?\Oh, no! This song!\Hey, what's going on?\The apples of Tsugaru are ripe with nectar... response:	You're singing?!
context: taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon.\Qmay Group?\Oh, no! This song!\Hey, what's going on?\The apples of Tsugaru are ripe with nectar...\You're singing?! response:	Narugino, let's go
context: The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon.\Qmay Group?\Oh, no! This song!\Hey, what's going on?\The apples of Tsugaru are ripe with nectar...\You're singing?!\Narugino, let's go response:	Oh, Rabura.
context: with the bus hijacking that happened this afternoon.\Qmay Group?\Oh, no! This song!\Hey, what's going on?\The apples of Tsugaru are ripe with nectar...\You're singing?!\Narugino, let's go\Oh, Rabura. response:	Hey, Kamenishi-kun escaped, you know.
context: Qmay Group?\Oh, no! This song!\Hey, what's going on?\The apples of Tsugaru are ripe with nectar...\You're singing?!\Narugino, let's go\Oh, Rabura.\Hey, Kamenishi-kun escaped, you know. response:	What?!
context: Oh, no! This song!\Hey, what's going on?\The apples of Tsugaru are ripe with nectar...\You're singing?!\Narugino, let's go\Oh, Rabura.\Hey, Kamenishi-kun escaped, you know.\What?! response:	Rabura-san, your salt!
context: Hey, what's going on?\The apples of Tsugaru are ripe with nectar...\You're singing?!\Narugino, let's go\Oh, Rabura.\Hey, Kamenishi-kun escaped, you know.\What?!\Rabura-san, your salt! response:	Thanks!
context: The apples of Tsugaru are ripe with nectar...\You're singing?!\Narugino, let's go\Oh, Rabura.\Hey, Kamenishi-kun escaped, you know.\What?!\Rabura-san, your salt!\Thanks! response:	I found it!
context: You're singing?!\Narugino, let's go\Oh, Rabura.\Hey, Kamenishi-kun escaped, you know.\What?!\Rabura-san, your salt!\Thanks!\I found it! response:	But why was it here?
context: Narugino, let's go\Oh, Rabura.\Hey, Kamenishi-kun escaped, you know.\What?!\Rabura-san, your salt!\Thanks!\I found it!\But why was it here? response:	Punch Perms and Chirashi Sushi
context: Oh, Rabura.\Hey, Kamenishi-kun escaped, you know.\What?!\Rabura-san, your salt!\Thanks!\I found it!\But why was it here?\Punch Perms and Chirashi Sushi response:	She was talking about a lyrics book?
context: Hey, Kamenishi-kun escaped, you know.\What?!\Rabura-san, your salt!\Thanks!\I found it!\But why was it here?\Punch Perms and Chirashi Sushi\She was talking about a lyrics book? response:	That song earlier was a sign that there's been an emergency!
context: What?!\Rabura-san, your salt!\Thanks!\I found it!\But why was it here?\Punch Perms and Chirashi Sushi\She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency! response:	Strange Juice, move out!
context: Rabura-san, your salt!\Thanks!\I found it!\But why was it here?\Punch Perms and Chirashi Sushi\She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency!\Strange Juice, move out! response:	Roger!
context: Thanks!\I found it!\But why was it here?\Punch Perms and Chirashi Sushi\She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency!\Strange Juice, move out!\Roger! response:	Strange Juice?
context: I found it!\But why was it here?\Punch Perms and Chirashi Sushi\She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency!\Strange Juice, move out!\Roger!\Strange Juice? response:	Strange Juice, rush up!
context: But why was it here?\Punch Perms and Chirashi Sushi\She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency!\Strange Juice, move out!\Roger!\Strange Juice?\Strange Juice, rush up! response:	Actual footage
context: Punch Perms and Chirashi Sushi\She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency!\Strange Juice, move out!\Roger!\Strange Juice?\Strange Juice, rush up!\Actual footage response:	You know, I've always wondered... Is that dance really necessary?
context: She was talking about a lyrics book?\That song earlier was a sign that there's been an emergency!\Strange Juice, move out!\Roger!\Strange Juice?\Strange Juice, rush up!\Actual footage\You know, I've always wondered... Is that dance really necessary? response:	No way... Narugino is...
context: That song earlier was a sign that there's been an emergency!\Strange Juice, move out!\Roger!\Strange Juice?\Strange Juice, rush up!\Actual footage\You know, I've always wondered... Is that dance really necessary?\No way... Narugino is... response:	I'm a hero. I have to transform.
context: Strange Juice, move out!\Roger!\Strange Juice?\Strange Juice, rush up!\Actual footage\You know, I've always wondered... Is that dance really necessary?\No way... Narugino is...\I'm a hero. I have to transform. response:	Heave ho, heave ho, there we go.
context: Roger!\Strange Juice?\Strange Juice, rush up!\Actual footage\You know, I've always wondered... Is that dance really necessary?\No way... Narugino is...\I'm a hero. I have to transform.\Heave ho, heave ho, there we go. response:	Crap! I looked!
context: Strange Juice?\Strange Juice, rush up!\Actual footage\You know, I've always wondered... Is that dance really necessary?\No way... Narugino is...\I'm a hero. I have to transform.\Heave ho, heave ho, there we go.\Crap! I looked! response:	But as long as I don't see it again...
context: Strange Juice, rush up!\Actual footage\You know, I've always wondered... Is that dance really necessary?\No way... Narugino is...\I'm a hero. I have to transform.\Heave ho, heave ho, there we go.\Crap! I looked!\But as long as I don't see it again... response:	Changing
context: Actual footage\You know, I've always wondered... Is that dance really necessary?\No way... Narugino is...\I'm a hero. I have to transform.\Heave ho, heave ho, there we go.\Crap! I looked!\But as long as I don't see it again...\Changing response:	Hero of Justice, Strange Juice!
context: You know, I've always wondered... Is that dance really necessary?\No way... Narugino is...\I'm a hero. I have to transform.\Heave ho, heave ho, there we go.\Crap! I looked!\But as long as I don't see it again...\Changing\Hero of Justice, Strange Juice! response:	I've transformed!
context: No way... Narugino is...\I'm a hero. I have to transform.\Heave ho, heave ho, there we go.\Crap! I looked!\But as long as I don't see it again...\Changing\Hero of Justice, Strange Juice!\I've transformed! response:	Let's go, then.
context: I'm a hero. I have to transform.\Heave ho, heave ho, there we go.\Crap! I looked!\But as long as I don't see it again...\Changing\Hero of Justice, Strange Juice!\I've transformed!\Let's go, then. response:	Damn it!
context: Heave ho, heave ho, there we go.\Crap! I looked!\But as long as I don't see it again...\Changing\Hero of Justice, Strange Juice!\I've transformed!\Let's go, then.\Damn it! response:	What the hell is going on?!
context: Crap! I looked!\But as long as I don't see it again...\Changing\Hero of Justice, Strange Juice!\I've transformed!\Let's go, then.\Damn it!\What the hell is going on?! response:	What're you holding, Pumpkin Chair?
context: But as long as I don't see it again...\Changing\Hero of Justice, Strange Juice!\I've transformed!\Let's go, then.\Damn it!\What the hell is going on?!\What're you holding, Pumpkin Chair? response:	Oh, this?
context: Changing\Hero of Justice, Strange Juice!\I've transformed!\Let's go, then.\Damn it!\What the hell is going on?!\What're you holding, Pumpkin Chair?\Oh, this? response:	It's, uh, a lucky charm.
context: Hero of Justice, Strange Juice!\I've transformed!\Let's go, then.\Damn it!\What the hell is going on?!\What're you holding, Pumpkin Chair?\Oh, this?\It's, uh, a lucky charm. response:	I was going to give it to you.
context: I've transformed!\Let's go, then.\Damn it!\What the hell is going on?!\What're you holding, Pumpkin Chair?\Oh, this?\It's, uh, a lucky charm.\I was going to give it to you. response:	But it's not fini
context: Let's go, then.\Damn it!\What the hell is going on?!\What're you holding, Pumpkin Chair?\Oh, this?\It's, uh, a lucky charm.\I was going to give it to you.\But it's not fini response:	Thanks.
context: Damn it!\What the hell is going on?!\What're you holding, Pumpkin Chair?\Oh, this?\It's, uh, a lucky charm.\I was going to give it to you.\But it's not fini\Thanks. response:	I'll take it.
context: What the hell is going on?!\What're you holding, Pumpkin Chair?\Oh, this?\It's, uh, a lucky charm.\I was going to give it to you.\But it's not fini\Thanks.\I'll take it. response:	No, it's not
context: What're you holding, Pumpkin Chair?\Oh, this?\It's, uh, a lucky charm.\I was going to give it to you.\But it's not fini\Thanks.\I'll take it.\No, it's not response:	Speed Maker, away!
context: Oh, this?\It's, uh, a lucky charm.\I was going to give it to you.\But it's not fini\Thanks.\I'll take it.\No, it's not\Speed Maker, away! response:	I can't believe Narugino was Strange Juice.
context: It's, uh, a lucky charm.\I was going to give it to you.\But it's not fini\Thanks.\I'll take it.\No, it's not\Speed Maker, away!\I can't believe Narugino was Strange Juice. response:	Please, Narugino.
context: I was going to give it to you.\But it's not fini\Thanks.\I'll take it.\No, it's not\Speed Maker, away!\I can't believe Narugino was Strange Juice.\Please, Narugino. response:	Don't push yourself too hard.
context: But it's not fini\Thanks.\I'll take it.\No, it's not\Speed Maker, away!\I can't believe Narugino was Strange Juice.\Please, Narugino.\Don't push yourself too hard. response:	Panty Panic
