context: Go Out With Me response:	Ah, those meat balls look tasty!
context: Are you dissatisfied with my looks?\No, you're really cute, but...\R-really?\T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me.\Sakamachi Kinjirou!\Sakama Chicken Jirou!\Don't call me by my full name! response:	A chicken, just like your name.
context: No, you're really cute, but...\R-really?\T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me.\Sakamachi Kinjirou!\Sakama Chicken Jirou!\Don't call me by my full name!\A chicken, just like your name. response:	Are you that afraid of angering Subaru-sama?
context: R-really?\T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me.\Sakamachi Kinjirou!\Sakama Chicken Jirou!\Don't call me by my full name!\A chicken, just like your name.\Are you that afraid of angering Subaru-sama? response:	Huh? Why would I anger Subaru?
context: T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me.\Sakamachi Kinjirou!\Sakama Chicken Jirou!\Don't call me by my full name!\A chicken, just like your name.\Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru? response:	There's no use in playing dumb.
context: Well, it'd still be a problem for me.\Sakamachi Kinjirou!\Sakama Chicken Jirou!\Don't call me by my full name!\A chicken, just like your name.\Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru?\There's no use in playing dumb. response:	The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.
context: Sakamachi Kinjirou!\Sakama Chicken Jirou!\Don't call me by my full name!\A chicken, just like your name.\Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru?\There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama. response:	I'm telling you, that's a misunderstanding.
context: Sakama Chicken Jirou!\Don't call me by my full name!\A chicken, just like your name.\Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru?\There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding. response:	But you guys are so friendly with one another.
context: Don't call me by my full name!\A chicken, just like your name.\Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru?\There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another. response:	And you guys eat lunch together.
context: A chicken, just like your name.\Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru?\There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another.\And you guys eat lunch together. response:	Huh? That's normal for friends.
context: Are you that afraid of angering Subaru-sama?\Huh? Why would I anger Subaru?\There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another.\And you guys eat lunch together.\Huh? That's normal for friends. response:	Subaru-sama isn't normal.
context: Huh? Why would I anger Subaru?\There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another.\And you guys eat lunch together.\Huh? That's normal for friends.\Subaru-sama isn't normal. response:	Other than his master, Kanade, he stays away from everyone else.
context: There's no use in playing dumb.\The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another.\And you guys eat lunch together.\Huh? That's normal for friends.\Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else. response:	But you, she let you get close to her for some reason.
context: The reason S4 and Watching Over Subaru-Sama are fighting is because you're going out with Subaru-sama.\I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another.\And you guys eat lunch together.\Huh? That's normal for friends.\Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason. response:	That in and of itself is abnormal...
context: I'm telling you, that's a misunderstanding.\But you guys are so friendly with one another.\And you guys eat lunch together.\Huh? That's normal for friends.\Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason.\That in and of itself is abnormal... response:	Hey...
context: But you guys are so friendly with one another.\And you guys eat lunch together.\Huh? That's normal for friends.\Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason.\That in and of itself is abnormal...\Hey... response:	I have proof.
context: And you guys eat lunch together.\Huh? That's normal for friends.\Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason.\That in and of itself is abnormal...\Hey...\I have proof. response:	Where were you looking from?
context: Huh? That's normal for friends.\Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason.\That in and of itself is abnormal...\Hey...\I have proof.\Where were you looking from? response:	When I went out shopping,
context: Subaru-sama isn't normal.\Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason.\That in and of itself is abnormal...\Hey...\I have proof.\Where were you looking from?\When I went out shopping, response:	I happened to see you.
context: Other than his master, Kanade, he stays away from everyone else.\But you, she let you get close to her for some reason.\That in and of itself is abnormal...\Hey...\I have proof.\Where were you looking from?\When I went out shopping,\I happened to see you. response:	You gave him a stuffed animal as a present.
context: But you, she let you get close to her for some reason.\That in and of itself is abnormal...\Hey...\I have proof.\Where were you looking from?\When I went out shopping,\I happened to see you.\You gave him a stuffed animal as a present. response:	And it looked like you were about to embrace him.
context: That in and of itself is abnormal...\Hey...\I have proof.\Where were you looking from?\When I went out shopping,\I happened to see you.\You gave him a stuffed animal as a present.\And it looked like you were about to embrace him. response:	No, that's... uh... my...
context: Hey...\I have proof.\Where were you looking from?\When I went out shopping,\I happened to see you.\You gave him a stuffed animal as a present.\And it looked like you were about to embrace him.\No, that's... uh... my... response:	That's right.
context: I have proof.\Where were you looking from?\When I went out shopping,\I happened to see you.\You gave him a stuffed animal as a present.\And it looked like you were about to embrace him.\No, that's... uh... my...\That's right. response:	It's your hobby, isn't it?
context: Where were you looking from?\When I went out shopping,\I happened to see you.\You gave him a stuffed animal as a present.\And it looked like you were about to embrace him.\No, that's... uh... my...\That's right.\It's your hobby, isn't it? response:	If you didn't make him do such a thing...
context: When I went out shopping,\I happened to see you.\You gave him a stuffed animal as a present.\And it looked like you were about to embrace him.\No, that's... uh... my...\That's right.\It's your hobby, isn't it?\If you didn't make him do such a thing... response:	Subaru-sama is acting more feminine...
context: I happened to see you.\You gave him a stuffed animal as a present.\And it looked like you were about to embrace him.\No, that's... uh... my...\That's right.\It's your hobby, isn't it?\If you didn't make him do such a thing...\Subaru-sama is acting more feminine... response:	There are rumors spreading about his feminine side...
context: You gave him a stuffed animal as a present.\And it looked like you were about to embrace him.\No, that's... uh... my...\That's right.\It's your hobby, isn't it?\If you didn't make him do such a thing...\Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side... response:	If they find out she's a girl, Konoe will be...
context: And it looked like you were about to embrace him.\No, that's... uh... my...\That's right.\It's your hobby, isn't it?\If you didn't make him do such a thing...\Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be... response:	That's right.
context: No, that's... uh... my...\That's right.\It's your hobby, isn't it?\If you didn't make him do such a thing...\Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be...\That's right. response:	I made Konoe do it.
context: That's right.\It's your hobby, isn't it?\If you didn't make him do such a thing...\Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be...\That's right.\I made Konoe do it. response:	So delete that picture!
context: It's your hobby, isn't it?\If you didn't make him do such a thing...\Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be...\That's right.\I made Konoe do it.\So delete that picture! response:	You won't get off that easily.
context: If you didn't make him do such a thing...\Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be...\That's right.\I made Konoe do it.\So delete that picture!\You won't get off that easily. response:	You have no choice but to go along with my plan.
context: Subaru-sama is acting more feminine...\There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be...\That's right.\I made Konoe do it.\So delete that picture!\You won't get off that easily.\You have no choice but to go along with my plan. response:	If you don't, I'll spread this picture around the whole school.
context: There are rumors spreading about his feminine side...\If they find out she's a girl, Konoe will be...\That's right.\I made Konoe do it.\So delete that picture!\You won't get off that easily.\You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school. response:	Jirou?
context: If they find out she's a girl, Konoe will be...\That's right.\I made Konoe do it.\So delete that picture!\You won't get off that easily.\You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school.\Jirou? response:	Konoe? Why?
context: That's right.\I made Konoe do it.\So delete that picture!\You won't get off that easily.\You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school.\Jirou?\Konoe? Why? response:	I was looking for you because you weren't in class.
context: I made Konoe do it.\So delete that picture!\You won't get off that easily.\You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school.\Jirou?\Konoe? Why?\I was looking for you because you weren't in class. response:	Who's that girl?
context: So delete that picture!\You won't get off that easily.\You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school.\Jirou?\Konoe? Why?\I was looking for you because you weren't in class.\Who's that girl? response:	Shu-Shu-Shubaru-sama...!
context: You won't get off that easily.\You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school.\Jirou?\Konoe? Why?\I was looking for you because you weren't in class.\Who's that girl?\Shu-Shu-Shubaru-sama...! response:	Hey, say something.
context: You have no choice but to go along with my plan.\If you don't, I'll spread this picture around the whole school.\Jirou?\Konoe? Why?\I was looking for you because you weren't in class.\Who's that girl?\Shu-Shu-Shubaru-sama...!\Hey, say something. response:	You can't expect a normal student like me to converse with him!
context: If you don't, I'll spread this picture around the whole school.\Jirou?\Konoe? Why?\I was looking for you because you weren't in class.\Who's that girl?\Shu-Shu-Shubaru-sama...!\Hey, say something.\You can't expect a normal student like me to converse with him! response:	You explain it!
context: Jirou?\Konoe? Why?\I was looking for you because you weren't in class.\Who's that girl?\Shu-Shu-Shubaru-sama...!\Hey, say something.\You can't expect a normal student like me to converse with him!\You explain it! response:	What do you mean by you explain it?
context: Konoe? Why?\I was looking for you because you weren't in class.\Who's that girl?\Shu-Shu-Shubaru-sama...!\Hey, say something.\You can't expect a normal student like me to converse with him!\You explain it!\What do you mean by you explain it? response:	Just say that you're my boyfriend.
context: I was looking for you because you weren't in class.\Who's that girl?\Shu-Shu-Shubaru-sama...!\Hey, say something.\You can't expect a normal student like me to converse with him!\You explain it!\What do you mean by you explain it?\Just say that you're my boyfriend. response:	Eh?
context: Who's that girl?\Shu-Shu-Shubaru-sama...!\Hey, say something.\You can't expect a normal student like me to converse with him!\You explain it!\What do you mean by you explain it?\Just say that you're my boyfriend.\Eh? response:	What are you two whispering about?
context: Shu-Shu-Shubaru-sama...!\Hey, say something.\You can't expect a normal student like me to converse with him!\You explain it!\What do you mean by you explain it?\Just say that you're my boyfriend.\Eh?\What are you two whispering about? response:	I'll introduce you.
context: Hey, say something.\You can't expect a normal student like me to converse with him!\You explain it!\What do you mean by you explain it?\Just say that you're my boyfriend.\Eh?\What are you two whispering about?\I'll introduce you. response:	Her name is Usami Masamune.
context: You can't expect a normal student like me to converse with him!\You explain it!\What do you mean by you explain it?\Just say that you're my boyfriend.\Eh?\What are you two whispering about?\I'll introduce you.\Her name is Usami Masamune. response:	This might sound sudden, but we're dating.
context: You explain it!\What do you mean by you explain it?\Just say that you're my boyfriend.\Eh?\What are you two whispering about?\I'll introduce you.\Her name is Usami Masamune.\This might sound sudden, but we're dating. response:	That's not a very funny joke.
context: What do you mean by you explain it?\Just say that you're my boyfriend.\Eh?\What are you two whispering about?\I'll introduce you.\Her name is Usami Masamune.\This might sound sudden, but we're dating.\That's not a very funny joke. response:	Konoe...um...
context: Just say that you're my boyfriend.\Eh?\What are you two whispering about?\I'll introduce you.\Her name is Usami Masamune.\This might sound sudden, but we're dating.\That's not a very funny joke.\Konoe...um... response:	What are you to Jirou?
context: Eh?\What are you two whispering about?\I'll introduce you.\Her name is Usami Masamune.\This might sound sudden, but we're dating.\That's not a very funny joke.\Konoe...um...\What are you to Jirou? response:	Why don't you say something?
context: What are you two whispering about?\I'll introduce you.\Her name is Usami Masamune.\This might sound sudden, but we're dating.\That's not a very funny joke.\Konoe...um...\What are you to Jirou?\Why don't you say something? response:	We're really dating!
context: I'll introduce you.\Her name is Usami Masamune.\This might sound sudden, but we're dating.\That's not a very funny joke.\Konoe...um...\What are you to Jirou?\Why don't you say something?\We're really dating! response:	We even promised to be alone together during the school festival.
context: Her name is Usami Masamune.\This might sound sudden, but we're dating.\That's not a very funny joke.\Konoe...um...\What are you to Jirou?\Why don't you say something?\We're really dating!\We even promised to be alone together during the school festival. response:	Eh?
context: This might sound sudden, but we're dating.\That's not a very funny joke.\Konoe...um...\What are you to Jirou?\Why don't you say something?\We're really dating!\We even promised to be alone together during the school festival.\Eh? response:	Jirou, is that true?
context: That's not a very funny joke.\Konoe...um...\What are you to Jirou?\Why don't you say something?\We're really dating!\We even promised to be alone together during the school festival.\Eh?\Jirou, is that true? response:	During the school festival, you're going to be on a date with her?
context: Konoe...um...\What are you to Jirou?\Why don't you say something?\We're really dating!\We even promised to be alone together during the school festival.\Eh?\Jirou, is that true?\During the school festival, you're going to be on a date with her? response:	Yeah...
context: What are you to Jirou?\Why don't you say something?\We're really dating!\We even promised to be alone together during the school festival.\Eh?\Jirou, is that true?\During the school festival, you're going to be on a date with her?\Yeah... response:	You even promised...
context: Why don't you say something?\We're really dating!\We even promised to be alone together during the school festival.\Eh?\Jirou, is that true?\During the school festival, you're going to be on a date with her?\Yeah...\You even promised... response:	Jirou, you liar!
context: We're really dating!\We even promised to be alone together during the school festival.\Eh?\Jirou, is that true?\During the school festival, you're going to be on a date with her?\Yeah...\You even promised...\Jirou, you liar! response:	Ko-Ko-Ko-Ko-Konoe...
context: We even promised to be alone together during the school festival.\Eh?\Jirou, is that true?\During the school festival, you're going to be on a date with her?\Yeah...\You even promised...\Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe... response:	Are you okay?
context: Eh?\Jirou, is that true?\During the school festival, you're going to be on a date with her?\Yeah...\You even promised...\Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe...\Are you okay? response:	I'll pretend I'm your boyfriend until the end of the school festival.
context: Jirou, is that true?\During the school festival, you're going to be on a date with her?\Yeah...\You even promised...\Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe...\Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival. response:	So don't spread that picture around.
context: During the school festival, you're going to be on a date with her?\Yeah...\You even promised...\Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe...\Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around. response:	I know...
context: Yeah...\You even promised...\Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe...\Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around.\I know... response:	Then after school, let's practice dating.
context: You even promised...\Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe...\Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around.\I know...\Then after school, let's practice dating. response:	Since you're my boyfriend, go shopping with me.
context: Jirou, you liar!\Ko-Ko-Ko-Ko-Konoe...\Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around.\I know...\Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me. response:	I need to buy something for the school festival.
context: Ko-Ko-Ko-Ko-Konoe...\Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around.\I know...\Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival. response:	What is Class B doing?
context: Are you okay?\I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around.\I know...\Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival.\What is Class B doing? response:	A swimsuit cafe.
context: I'll pretend I'm your boyfriend until the end of the school festival.\So don't spread that picture around.\I know...\Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival.\What is Class B doing?\A swimsuit cafe. response:	A scorching hot adventure!
context: So don't spread that picture around.\I know...\Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival.\What is Class B doing?\A swimsuit cafe.\A scorching hot adventure! response:	A swimsuit cafe?
context: I know...\Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival.\What is Class B doing?\A swimsuit cafe.\A scorching hot adventure!\A swimsuit cafe? response:	That's why I'm buying a swimsuit.
context: Then after school, let's practice dating.\Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival.\What is Class B doing?\A swimsuit cafe.\A scorching hot adventure!\A swimsuit cafe?\That's why I'm buying a swimsuit. response:	Then go shopping with your female classmates.
context: Since you're my boyfriend, go shopping with me.\I need to buy something for the school festival.\What is Class B doing?\A swimsuit cafe.\A scorching hot adventure!\A swimsuit cafe?\That's why I'm buying a swimsuit.\Then go shopping with your female classmates. response:	I don't have any friends.
context: I need to buy something for the school festival.\What is Class B doing?\A swimsuit cafe.\A scorching hot adventure!\A swimsuit cafe?\That's why I'm buying a swimsuit.\Then go shopping with your female classmates.\I don't have any friends. response:	Time to try it on.
context: What is Class B doing?\A swimsuit cafe.\A scorching hot adventure!\A swimsuit cafe?\That's why I'm buying a swimsuit.\Then go shopping with your female classmates.\I don't have any friends.\Time to try it on. response:	You can come in.
context: A swimsuit cafe.\A scorching hot adventure!\A swimsuit cafe?\That's why I'm buying a swimsuit.\Then go shopping with your female classmates.\I don't have any friends.\Time to try it on.\You can come in. response:	But only your head.
context: A scorching hot adventure!\A swimsuit cafe?\That's why I'm buying a swimsuit.\Then go shopping with your female classmates.\I don't have any friends.\Time to try it on.\You can come in.\But only your head. response:	Hurry up!
context: A swimsuit cafe?\That's why I'm buying a swimsuit.\Then go shopping with your female classmates.\I don't have any friends.\Time to try it on.\You can come in.\But only your head.\Hurry up! response:	You're my boyfriend, right?
context: That's why I'm buying a swimsuit.\Then go shopping with your female classmates.\I don't have any friends.\Time to try it on.\You can come in.\But only your head.\Hurry up!\You're my boyfriend, right? response:	Sorry to barge in!
context: Then go shopping with your female classmates.\I don't have any friends.\Time to try it on.\You can come in.\But only your head.\Hurry up!\You're my boyfriend, right?\Sorry to barge in! response:	How is it?
context: I don't have any friends.\Time to try it on.\You can come in.\But only your head.\Hurry up!\You're my boyfriend, right?\Sorry to barge in!\How is it? response:	Weren't there any other ones, like a bikini?
context: Time to try it on.\You can come in.\But only your head.\Hurry up!\You're my boyfriend, right?\Sorry to barge in!\How is it?\Weren't there any other ones, like a bikini? response:	How could I wear such a thing in front of my classmates?
context: You can come in.\But only your head.\Hurry up!\You're my boyfriend, right?\Sorry to barge in!\How is it?\Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates? response:	Well, it isn't bad.
context: But only your head.\Hurry up!\You're my boyfriend, right?\Sorry to barge in!\How is it?\Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates?\Well, it isn't bad. response:	Really?
context: Hurry up!\You're my boyfriend, right?\Sorry to barge in!\How is it?\Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates?\Well, it isn't bad.\Really? response:	Then I'll go with this.
context: You're my boyfriend, right?\Sorry to barge in!\How is it?\Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates?\Well, it isn't bad.\Really?\Then I'll go with this. response:	If you don't take your head out now, I'll cut it off.
context: Sorry to barge in!\How is it?\Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates?\Well, it isn't bad.\Really?\Then I'll go with this.\If you don't take your head out now, I'll cut it off. response:	Buy this for me!
context: How is it?\Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates?\Well, it isn't bad.\Really?\Then I'll go with this.\If you don't take your head out now, I'll cut it off.\Buy this for me! response:	Why should I?
context: Weren't there any other ones, like a bikini?\How could I wear such a thing in front of my classmates?\Well, it isn't bad.\Really?\Then I'll go with this.\If you don't take your head out now, I'll cut it off.\Buy this for me!\Why should I? response:	B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.
context: How could I wear such a thing in front of my classmates?\Well, it isn't bad.\Really?\Then I'll go with this.\If you don't take your head out now, I'll cut it off.\Buy this for me!\Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing. response:	What if they think I have some weird hobby?
context: Well, it isn't bad.\Really?\Then I'll go with this.\If you don't take your head out now, I'll cut it off.\Buy this for me!\Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby? response:	I'm not in the swimming club nor am I a girl!
context: Really?\Then I'll go with this.\If you don't take your head out now, I'll cut it off.\Buy this for me!\Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl! response:	Buy it yourself.
context: Then I'll go with this.\If you don't take your head out now, I'll cut it off.\Buy this for me!\Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl!\Buy it yourself. response:	Just buy it for me.
context: If you don't take your head out now, I'll cut it off.\Buy this for me!\Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl!\Buy it yourself.\Just buy it for me. response:	I refuse!
context: Buy this for me!\Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl!\Buy it yourself.\Just buy it for me.\I refuse! response:	Here!
context: Why should I?\B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl!\Buy it yourself.\Just buy it for me.\I refuse!\Here! response:	Hey!
context: B-Because I'm not even in the swimming club and if I bought this full-blown swimsuit, it'd be embarrassing.\What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl!\Buy it yourself.\Just buy it for me.\I refuse!\Here!\Hey! response:	This swimsuit is kind of warm.
context: What if they think I have some weird hobby?\I'm not in the swimming club nor am I a girl!\Buy it yourself.\Just buy it for me.\I refuse!\Here!\Hey!\This swimsuit is kind of warm. response:	She just wore this.
context: I'm not in the swimming club nor am I a girl!\Buy it yourself.\Just buy it for me.\I refuse!\Here!\Hey!\This swimsuit is kind of warm.\She just wore this. response:	What are you being silent for?!
context: Buy it yourself.\Just buy it for me.\I refuse!\Here!\Hey!\This swimsuit is kind of warm.\She just wore this.\What are you being silent for?! response:	You're not smelling it, are you?
context: Just buy it for me.\I refuse!\Here!\Hey!\This swimsuit is kind of warm.\She just wore this.\What are you being silent for?!\You're not smelling it, are you? response:	Idiot! Pervert!
context: I refuse!\Here!\Hey!\This swimsuit is kind of warm.\She just wore this.\What are you being silent for?!\You're not smelling it, are you?\Idiot! Pervert! response:	Like I'd do that!
context: Here!\Hey!\This swimsuit is kind of warm.\She just wore this.\What are you being silent for?!\You're not smelling it, are you?\Idiot! Pervert!\Like I'd do that! response:	Here...
context: Hey!\This swimsuit is kind of warm.\She just wore this.\What are you being silent for?!\You're not smelling it, are you?\Idiot! Pervert!\Like I'd do that!\Here... response:	I'm going this way...
context: This swimsuit is kind of warm.\She just wore this.\What are you being silent for?!\You're not smelling it, are you?\Idiot! Pervert!\Like I'd do that!\Here...\I'm going this way... response:	The train station is that way.
context: She just wore this.\What are you being silent for?!\You're not smelling it, are you?\Idiot! Pervert!\Like I'd do that!\Here...\I'm going this way...\The train station is that way. response:	I'm walking home.
context: What are you being silent for?!\You're not smelling it, are you?\Idiot! Pervert!\Like I'd do that!\Here...\I'm going this way...\The train station is that way.\I'm walking home. response:	It would take at least an hour from here.
context: You're not smelling it, are you?\Idiot! Pervert!\Like I'd do that!\Here...\I'm going this way...\The train station is that way.\I'm walking home.\It would take at least an hour from here. response:	It's a waste of a train ticket.
context: Idiot! Pervert!\Like I'd do that!\Here...\I'm going this way...\The train station is that way.\I'm walking home.\It would take at least an hour from here.\It's a waste of a train ticket. response:	And I need money to repair my bike.
context: Like I'd do that!\Here...\I'm going this way...\The train station is that way.\I'm walking home.\It would take at least an hour from here.\It's a waste of a train ticket.\And I need money to repair my bike. response:	I have to be frugal this month.
context: Here...\I'm going this way...\The train station is that way.\I'm walking home.\It would take at least an hour from here.\It's a waste of a train ticket.\And I need money to repair my bike.\I have to be frugal this month. response:	Bye.
context: I'm going this way...\The train station is that way.\I'm walking home.\It would take at least an hour from here.\It's a waste of a train ticket.\And I need money to repair my bike.\I have to be frugal this month.\Bye. response:	I'll walk home too.
context: The train station is that way.\I'm walking home.\It would take at least an hour from here.\It's a waste of a train ticket.\And I need money to repair my bike.\I have to be frugal this month.\Bye.\I'll walk home too. response:	I've been skipping training.
context: I'm walking home.\It would take at least an hour from here.\It's a waste of a train ticket.\And I need money to repair my bike.\I have to be frugal this month.\Bye.\I'll walk home too.\I've been skipping training. response:	You'll get home late.
context: It would take at least an hour from here.\It's a waste of a train ticket.\And I need money to repair my bike.\I have to be frugal this month.\Bye.\I'll walk home too.\I've been skipping training.\You'll get home late. response:	Well, Kureha said that she'd be late because of the school festival.
context: It's a waste of a train ticket.\And I need money to repair my bike.\I have to be frugal this month.\Bye.\I'll walk home too.\I've been skipping training.\You'll get home late.\Well, Kureha said that she'd be late because of the school festival. response:	How about you?
context: And I need money to repair my bike.\I have to be frugal this month.\Bye.\I'll walk home too.\I've been skipping training.\You'll get home late.\Well, Kureha said that she'd be late because of the school festival.\How about you? response:	It doesn't really matter.
context: I have to be frugal this month.\Bye.\I'll walk home too.\I've been skipping training.\You'll get home late.\Well, Kureha said that she'd be late because of the school festival.\How about you?\It doesn't really matter. response:	There's no point in going home early.
context: Bye.\I'll walk home too.\I've been skipping training.\You'll get home late.\Well, Kureha said that she'd be late because of the school festival.\How about you?\It doesn't really matter.\There's no point in going home early. response:	Sakamachi Kinjirou.
context: I'll walk home too.\I've been skipping training.\You'll get home late.\Well, Kureha said that she'd be late because of the school festival.\How about you?\It doesn't really matter.\There's no point in going home early.\Sakamachi Kinjirou. response:	Huh?
context: I've been skipping training.\You'll get home late.\Well, Kureha said that she'd be late because of the school festival.\How about you?\It doesn't really matter.\There's no point in going home early.\Sakamachi Kinjirou.\Huh? response:	Sakama Chicken Jirou.
context: You'll get home late.\Well, Kureha said that she'd be late because of the school festival.\How about you?\It doesn't really matter.\There's no point in going home early.\Sakamachi Kinjirou.\Huh?\Sakama Chicken Jirou. response:	Like I said, don't call me by my full name.
context: Well, Kureha said that she'd be late because of the school festival.\How about you?\It doesn't really matter.\There's no point in going home early.\Sakamachi Kinjirou.\Huh?\Sakama Chicken Jirou.\Like I said, don't call me by my full name. response:	We have to think of what to call each other.
context: How about you?\It doesn't really matter.\There's no point in going home early.\Sakamachi Kinjirou.\Huh?\Sakama Chicken Jirou.\Like I said, don't call me by my full name.\We have to think of what to call each other. response:	We have to be friendly with one another or it'll be awkward.
context: It doesn't really matter.\There's no point in going home early.\Sakamachi Kinjirou.\Huh?\Sakama Chicken Jirou.\Like I said, don't call me by my full name.\We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward. response:	Friendly...
