context: Once upon a time, there was a maiden. response:	The maiden wore tattered clothes and was called Cinderella,
context: I can only do things that I regret for that child.\No...\You should be able to have faith in him.\Have faith?\Yes, if Fakir journeys down the path he believes in, I think he won't regret it, no matter what the outcome.\Why not have faith in Fakir?\Have faith in Fakir...\I am the feeling of regret. response:	Princess Tutu, thank you. My doubts have cleared.
context: No...\You should be able to have faith in him.\Have faith?\Yes, if Fakir journeys down the path he believes in, I think he won't regret it, no matter what the outcome.\Why not have faith in Fakir?\Have faith in Fakir...\I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared. response:	Do not be afraid.
context: You should be able to have faith in him.\Have faith?\Yes, if Fakir journeys down the path he believes in, I think he won't regret it, no matter what the outcome.\Why not have faith in Fakir?\Have faith in Fakir...\I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared.\Do not be afraid. response:	Turn this page with your own hand.
context: Have faith?\Yes, if Fakir journeys down the path he believes in, I think he won't regret it, no matter what the outcome.\Why not have faith in Fakir?\Have faith in Fakir...\I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared.\Do not be afraid.\Turn this page with your own hand. response:	Will not succumb to such a miserable fate!
context: Yes, if Fakir journeys down the path he believes in, I think he won't regret it, no matter what the outcome.\Why not have faith in Fakir?\Have faith in Fakir...\I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared.\Do not be afraid.\Turn this page with your own hand.\Will not succumb to such a miserable fate! response:	I'll change it!
context: Why not have faith in Fakir?\Have faith in Fakir...\I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared.\Do not be afraid.\Turn this page with your own hand.\Will not succumb to such a miserable fate!\I'll change it! response:	My prince...
context: Have faith in Fakir...\I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared.\Do not be afraid.\Turn this page with your own hand.\Will not succumb to such a miserable fate!\I'll change it!\My prince... response:	Princess Tutu...
context: I am the feeling of regret.\Princess Tutu, thank you. My doubts have cleared.\Do not be afraid.\Turn this page with your own hand.\Will not succumb to such a miserable fate!\I'll change it!\My prince...\Princess Tutu... response:	I've brought you a shard of your heart.
context: Princess Tutu, thank you. My doubts have cleared.\Do not be afraid.\Turn this page with your own hand.\Will not succumb to such a miserable fate!\I'll change it!\My prince...\Princess Tutu...\I've brought you a shard of your heart. response:	Thank you.
context: Do not be afraid.\Turn this page with your own hand.\Will not succumb to such a miserable fate!\I'll change it!\My prince...\Princess Tutu...\I've brought you a shard of your heart.\Thank you. response:	Are you going to Kraehe?
context: Turn this page with your own hand.\Will not succumb to such a miserable fate!\I'll change it!\My prince...\Princess Tutu...\I've brought you a shard of your heart.\Thank you.\Are you going to Kraehe? response:	Yes, because I feel that I mustn't run away...
context: Will not succumb to such a miserable fate!\I'll change it!\My prince...\Princess Tutu...\I've brought you a shard of your heart.\Thank you.\Are you going to Kraehe?\Yes, because I feel that I mustn't run away... response:	Thank you, Princess Tutu.
context: I'll change it!\My prince...\Princess Tutu...\I've brought you a shard of your heart.\Thank you.\Are you going to Kraehe?\Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu. response:	For going to the trouble of returning shards of his heart to my husband.
context: My prince...\Princess Tutu...\I've brought you a shard of your heart.\Thank you.\Are you going to Kraehe?\Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband. response:	But whether you return those shards to him or not does not matter anymore.
context: Princess Tutu...\I've brought you a shard of your heart.\Thank you.\Are you going to Kraehe?\Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore. response:	For the prince will become mine tonight.
context: I've brought you a shard of your heart.\Thank you.\Are you going to Kraehe?\Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight. response:	I will have you bear witness...
context: Thank you.\Are you going to Kraehe?\Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight.\I will have you bear witness... response:	As a sacrifice.
context: Are you going to Kraehe?\Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight.\I will have you bear witness...\As a sacrifice. response:	I've been waiting for you, Fakir.
context: Yes, because I feel that I mustn't run away...\Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight.\I will have you bear witness...\As a sacrifice.\I've been waiting for you, Fakir. response:	Do what you must, so you have no regrets.
context: Thank you, Princess Tutu.\For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight.\I will have you bear witness...\As a sacrifice.\I've been waiting for you, Fakir.\Do what you must, so you have no regrets. response:	Karon...
context: For going to the trouble of returning shards of his heart to my husband.\But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight.\I will have you bear witness...\As a sacrifice.\I've been waiting for you, Fakir.\Do what you must, so you have no regrets.\Karon... response:	My son...
context: But whether you return those shards to him or not does not matter anymore.\For the prince will become mine tonight.\I will have you bear witness...\As a sacrifice.\I've been waiting for you, Fakir.\Do what you must, so you have no regrets.\Karon...\My son... response:	What do you think, Princess Tutu?
context: For the prince will become mine tonight.\I will have you bear witness...\As a sacrifice.\I've been waiting for you, Fakir.\Do what you must, so you have no regrets.\Karon...\My son...\What do you think, Princess Tutu? response:	Aren't we just perfect for each other?
context: I will have you bear witness...\As a sacrifice.\I've been waiting for you, Fakir.\Do what you must, so you have no regrets.\Karon...\My son...\What do you think, Princess Tutu?\Aren't we just perfect for each other? response:	I prepared a special seat for you.
context: As a sacrifice.\I've been waiting for you, Fakir.\Do what you must, so you have no regrets.\Karon...\My son...\What do you think, Princess Tutu?\Aren't we just perfect for each other?\I prepared a special seat for you. response:	Tutu!
context: I've been waiting for you, Fakir.\Do what you must, so you have no regrets.\Karon...\My son...\What do you think, Princess Tutu?\Aren't we just perfect for each other?\I prepared a special seat for you.\Tutu! response:	First, a dance to celebrate.
context: Do what you must, so you have no regrets.\Karon...\My son...\What do you think, Princess Tutu?\Aren't we just perfect for each other?\I prepared a special seat for you.\Tutu!\First, a dance to celebrate. response:	If I wanted, I could do away with Tutu this very second.
context: Karon...\My son...\What do you think, Princess Tutu?\Aren't we just perfect for each other?\I prepared a special seat for you.\Tutu!\First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second. response:	Mytho...
context: My son...\What do you think, Princess Tutu?\Aren't we just perfect for each other?\I prepared a special seat for you.\Tutu!\First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second.\Mytho... response:	My handsome prince, you are mine.
context: What do you think, Princess Tutu?\Aren't we just perfect for each other?\I prepared a special seat for you.\Tutu!\First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second.\Mytho...\My handsome prince, you are mine. response:	Kraehe, who are you? Why do you demand that I be yours?
context: Aren't we just perfect for each other?\I prepared a special seat for you.\Tutu!\First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second.\Mytho...\My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours? response:	That is because it is fate.
context: I prepared a special seat for you.\Tutu!\First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second.\Mytho...\My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate. response:	Fate? Whose fate is that?
context: Tutu!\First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second.\Mytho...\My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate.\Fate? Whose fate is that? response:	It matters not whose fate it is.
context: First, a dance to celebrate.\If I wanted, I could do away with Tutu this very second.\Mytho...\My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate.\Fate? Whose fate is that?\It matters not whose fate it is. response:	Fate cannot be changed.
context: If I wanted, I could do away with Tutu this very second.\Mytho...\My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate.\Fate? Whose fate is that?\It matters not whose fate it is.\Fate cannot be changed. response:	Not by anyone.
context: Mytho...\My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate.\Fate? Whose fate is that?\It matters not whose fate it is.\Fate cannot be changed.\Not by anyone. response:	Back, you filthy raven!
context: My handsome prince, you are mine.\Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate.\Fate? Whose fate is that?\It matters not whose fate it is.\Fate cannot be changed.\Not by anyone.\Back, you filthy raven! response:	Fakir...
context: Kraehe, who are you? Why do you demand that I be yours?\That is because it is fate.\Fate? Whose fate is that?\It matters not whose fate it is.\Fate cannot be changed.\Not by anyone.\Back, you filthy raven!\Fakir... response:	So, the coward finally shows up.
context: That is because it is fate.\Fate? Whose fate is that?\It matters not whose fate it is.\Fate cannot be changed.\Not by anyone.\Back, you filthy raven!\Fakir...\So, the coward finally shows up. response:	Fakir...
context: Fate? Whose fate is that?\It matters not whose fate it is.\Fate cannot be changed.\Not by anyone.\Back, you filthy raven!\Fakir...\So, the coward finally shows up.\Fakir... response:	I will not allow you to get near Mytho!
context: It matters not whose fate it is.\Fate cannot be changed.\Not by anyone.\Back, you filthy raven!\Fakir...\So, the coward finally shows up.\Fakir...\I will not allow you to get near Mytho! response:	Kraehe, please stop!
context: Fate cannot be changed.\Not by anyone.\Back, you filthy raven!\Fakir...\So, the coward finally shows up.\Fakir...\I will not allow you to get near Mytho!\Kraehe, please stop! response:	What's wrong?
context: Not by anyone.\Back, you filthy raven!\Fakir...\So, the coward finally shows up.\Fakir...\I will not allow you to get near Mytho!\Kraehe, please stop!\What's wrong? response:	Why are you in pain?
context: Back, you filthy raven!\Fakir...\So, the coward finally shows up.\Fakir...\I will not allow you to get near Mytho!\Kraehe, please stop!\What's wrong?\Why are you in pain? response:	She has... the stone back...
context: Fakir...\So, the coward finally shows up.\Fakir...\I will not allow you to get near Mytho!\Kraehe, please stop!\What's wrong?\Why are you in pain?\She has... the stone back... response:	What are you doing?! Hurry and be gone!
context: So, the coward finally shows up.\Fakir...\I will not allow you to get near Mytho!\Kraehe, please stop!\What's wrong?\Why are you in pain?\She has... the stone back...\What are you doing?! Hurry and be gone! response:	Or will you settle it here and now?!
context: Fakir...\I will not allow you to get near Mytho!\Kraehe, please stop!\What's wrong?\Why are you in pain?\She has... the stone back...\What are you doing?! Hurry and be gone!\Or will you settle it here and now?! response:	I don't want to fight you.
context: I will not allow you to get near Mytho!\Kraehe, please stop!\What's wrong?\Why are you in pain?\She has... the stone back...\What are you doing?! Hurry and be gone!\Or will you settle it here and now?!\I don't want to fight you. response:	I have to hurry, or Fakir and Mytho will catch up to me.
context: Kraehe, please stop!\What's wrong?\Why are you in pain?\She has... the stone back...\What are you doing?! Hurry and be gone!\Or will you settle it here and now?!\I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me. response:	If I'm caught wandering around this late, they'll be suspic...
context: What's wrong?\Why are you in pain?\She has... the stone back...\What are you doing?! Hurry and be gone!\Or will you settle it here and now?!\I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic... response:	What? No way!
context: Why are you in pain?\She has... the stone back...\What are you doing?! Hurry and be gone!\Or will you settle it here and now?!\I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic...\What? No way! response:	Hey...
context: She has... the stone back...\What are you doing?! Hurry and be gone!\Or will you settle it here and now?!\I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic...\What? No way!\Hey... response:	Eep!
context: What are you doing?! Hurry and be gone!\Or will you settle it here and now?!\I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic...\What? No way!\Hey...\Eep! response:	Don't eep me.
context: Or will you settle it here and now?!\I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic...\What? No way!\Hey...\Eep!\Don't eep me. response:	What are you doing out this late?
context: I don't want to fight you.\I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic...\What? No way!\Hey...\Eep!\Don't eep me.\What are you doing out this late? response:	What am I doing?
context: I have to hurry, or Fakir and Mytho will catch up to me.\If I'm caught wandering around this late, they'll be suspic...\What? No way!\Hey...\Eep!\Don't eep me.\What are you doing out this late?\What am I doing? response:	If I'm out this late, what else could I be doing but THAT?
context: If I'm caught wandering around this late, they'll be suspic...\What? No way!\Hey...\Eep!\Don't eep me.\What are you doing out this late?\What am I doing?\If I'm out this late, what else could I be doing but THAT? response:	That?
context: What? No way!\Hey...\Eep!\Don't eep me.\What are you doing out this late?\What am I doing?\If I'm out this late, what else could I be doing but THAT?\That? response:	You KNOW what that is. Well, see you.
context: Hey...\Eep!\Don't eep me.\What are you doing out this late?\What am I doing?\If I'm out this late, what else could I be doing but THAT?\That?\You KNOW what that is. Well, see you. response:	Hey, what's that...
context: Eep!\Don't eep me.\What are you doing out this late?\What am I doing?\If I'm out this late, what else could I be doing but THAT?\That?\You KNOW what that is. Well, see you.\Hey, what's that... response:	What?!
context: Don't eep me.\What are you doing out this late?\What am I doing?\If I'm out this late, what else could I be doing but THAT?\That?\You KNOW what that is. Well, see you.\Hey, what's that...\What?! response:	Wait!
context: What are you doing out this late?\What am I doing?\If I'm out this late, what else could I be doing but THAT?\That?\You KNOW what that is. Well, see you.\Hey, what's that...\What?!\Wait! response:	That pendant...
context: What am I doing?\If I'm out this late, what else could I be doing but THAT?\That?\You KNOW what that is. Well, see you.\Hey, what's that...\What?!\Wait!\That pendant... response:	Good night!
context: If I'm out this late, what else could I be doing but THAT?\That?\You KNOW what that is. Well, see you.\Hey, what's that...\What?!\Wait!\That pendant...\Good night! response:	Princess Tutu?
context: That?\You KNOW what that is. Well, see you.\Hey, what's that...\What?!\Wait!\That pendant...\Good night!\Princess Tutu? response:	What'll I do?
context: You KNOW what that is. Well, see you.\Hey, what's that...\What?!\Wait!\That pendant...\Good night!\Princess Tutu?\What'll I do? response:	Could it be that he's found out?
context: Hey, what's that...\What?!\Wait!\That pendant...\Good night!\Princess Tutu?\What'll I do?\Could it be that he's found out? response:	Oh, dear, it looks like your identity has become known.
context: What?!\Wait!\That pendant...\Good night!\Princess Tutu?\What'll I do?\Could it be that he's found out?\Oh, dear, it looks like your identity has become known. response:	What are you going to do, Princess Tutu?
context: Wait!\That pendant...\Good night!\Princess Tutu?\What'll I do?\Could it be that he's found out?\Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu? response:	I'm surprised, to be honest.
context: That pendant...\Good night!\Princess Tutu?\What'll I do?\Could it be that he's found out?\Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu?\I'm surprised, to be honest. response:	Of all people, I never expected it to be you.
context: Good night!\Princess Tutu?\What'll I do?\Could it be that he's found out?\Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu?\I'm surprised, to be honest.\Of all people, I never expected it to be you. response:	Ahiru, do you know about Princess Tutu?
context: Princess Tutu?\What'll I do?\Could it be that he's found out?\Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu?\I'm surprised, to be honest.\Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu? response:	The one Mytho wants to see is not me, but Princess Tutu, but...
context: What'll I do?\Could it be that he's found out?\Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu?\I'm surprised, to be honest.\Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but... response:	I wish I could have stayed Rue forever with Kraehe's memories erased.
context: Could it be that he's found out?\Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu?\I'm surprised, to be honest.\Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased. response:	But now...
context: Oh, dear, it looks like your identity has become known.\What are you going to do, Princess Tutu?\I'm surprised, to be honest.\Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased.\But now... response:	The name of this gem is love.
context: What are you going to do, Princess Tutu?\I'm surprised, to be honest.\Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased.\But now...\The name of this gem is love. response:	I am the feeling of love.
context: I'm surprised, to be honest.\Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased.\But now...\The name of this gem is love.\I am the feeling of love. response:	The feeling of love, is it?
context: Of all people, I never expected it to be you.\Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased.\But now...\The name of this gem is love.\I am the feeling of love.\The feeling of love, is it? response:	Please stop, Kraehe!
context: Ahiru, do you know about Princess Tutu?\The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased.\But now...\The name of this gem is love.\I am the feeling of love.\The feeling of love, is it?\Please stop, Kraehe! response:	All you children who love stories, come gather around.
context: The one Mytho wants to see is not me, but Princess Tutu, but...\I wish I could have stayed Rue forever with Kraehe's memories erased.\But now...\The name of this gem is love.\I am the feeling of love.\The feeling of love, is it?\Please stop, Kraehe!\All you children who love stories, come gather around. response:	La Sylphide
context: I wish I could have stayed Rue forever with Kraehe's memories erased.\But now...\The name of this gem is love.\I am the feeling of love.\The feeling of love, is it?\Please stop, Kraehe!\All you children who love stories, come gather around.\La Sylphide response:	The voice calling, come now, wake up
context: But now...\The name of this gem is love.\I am the feeling of love.\The feeling of love, is it?\Please stop, Kraehe!\All you children who love stories, come gather around.\La Sylphide\The voice calling, come now, wake up response:	Wiping a tearstained face
context: The name of this gem is love.\I am the feeling of love.\The feeling of love, is it?\Please stop, Kraehe!\All you children who love stories, come gather around.\La Sylphide\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: I am the feeling of love.\The feeling of love, is it?\Please stop, Kraehe!\All you children who love stories, come gather around.\La Sylphide\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: The feeling of love, is it?\Please stop, Kraehe!\All you children who love stories, come gather around.\La Sylphide\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: Please stop, Kraehe!\All you children who love stories, come gather around.\La Sylphide\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: All you children who love stories, come gather around.\La Sylphide\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: La Sylphide\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
