context: Kichijouji, huh? response:	Hachiouji, where Azuki is living, is still another thirty minutes away by train.
context: Really? Now I'm worried!\Please let me see chapters three and four!\What do you think?\I think they're amazing as usual, but...\That quality made me want to read the one-shot and chapter one quickly, all at once.\But after reading chapters three and four, I've gotten used to it.\So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different. response:	If the readers don't think it's interesting, the popularity will fall.
context: Please let me see chapters three and four!\What do you think?\I think they're amazing as usual, but...\That quality made me want to read the one-shot and chapter one quickly, all at once.\But after reading chapters three and four, I've gotten used to it.\So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall. response:	What should I do?
context: What do you think?\I think they're amazing as usual, but...\That quality made me want to read the one-shot and chapter one quickly, all at once.\But after reading chapters three and four, I've gotten used to it.\So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall.\What should I do? response:	Maybe make it easier to understand so the readers can enjoy it more.
context: I think they're amazing as usual, but...\That quality made me want to read the one-shot and chapter one quickly, all at once.\But after reading chapters three and four, I've gotten used to it.\So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall.\What should I do?\Maybe make it easier to understand so the readers can enjoy it more. response:	He's right.
context: That quality made me want to read the one-shot and chapter one quickly, all at once.\But after reading chapters three and four, I've gotten used to it.\So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall.\What should I do?\Maybe make it easier to understand so the readers can enjoy it more.\He's right. response:	As a pro, you're not self-conscious enough, Niizuma-kun.
context: But after reading chapters three and four, I've gotten used to it.\So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall.\What should I do?\Maybe make it easier to understand so the readers can enjoy it more.\He's right.\As a pro, you're not self-conscious enough, Niizuma-kun. response:	If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.
context: So I kind of feel like it's getting less interesting.\Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall.\What should I do?\Maybe make it easier to understand so the readers can enjoy it more.\He's right.\As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi. response:	But the people who draw in Jack are pros.
context: Yeah... Amazing and interesting are different.\If the readers don't think it's interesting, the popularity will fall.\What should I do?\Maybe make it easier to understand so the readers can enjoy it more.\He's right.\As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros. response:	You need to put the enjoyment of the readers first.
context: If the readers don't think it's interesting, the popularity will fall.\What should I do?\Maybe make it easier to understand so the readers can enjoy it more.\He's right.\As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first. response:	Also, CROW doesn't have anything that appeals to the readers.
context: What should I do?\Maybe make it easier to understand so the readers can enjoy it more.\He's right.\As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers. response:	It's nothing more than cool, so people will get bored of it soon.
context: Maybe make it easier to understand so the readers can enjoy it more.\He's right.\As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon. response:	It's nothing more than cool?!
context: He's right.\As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?! response:	You went as far as calling him Ashirogi-sensei.
context: As a pro, you're not self-conscious enough, Niizuma-kun.\If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei. response:	So you thought Kono Yo wa Kane to Chie was interesting, right?
context: If you just want to enjoy drawing for yourself, you'd be better off drawing doujinshi.\But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right? response:	Yes.
context: But the people who draw in Jack are pros.\You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes. response:	That's because it raises the question to readers of whether money and intelligence...
context: You need to put the enjoyment of the readers first.\Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes.\That's because it raises the question to readers of whether money and intelligence... response:	really are all that matter in this world, which makes it interesting.
context: Also, CROW doesn't have anything that appeals to the readers.\It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes.\That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting. response:	You're right, I may not have anything like that.
context: It's nothing more than cool, so people will get bored of it soon.\It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes.\That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that. response:	The talent you have for drawing is certainly of a genius level.
context: It's nothing more than cool?!\You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes.\That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level. response:	But one might say that you're at a stage where only people who have read tons of manga,
context: You went as far as calling him Ashirogi-sensei.\So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes.\That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga, response:	like the guys at the editorial department, would be happy and say You're a genius!
context: So you thought Kono Yo wa Kane to Chie was interesting, right?\Yes.\That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius! response:	You're incredible, Fukuda-san.
context: Yes.\That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san. response:	You're going beyond the editorial department.
context: That's because it raises the question to readers of whether money and intelligence...\really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san.\You're going beyond the editorial department. response:	Eh?
context: really are all that matter in this world, which makes it interesting.\You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san.\You're going beyond the editorial department.\Eh? response:	Most people aiming to become mangakas can do this kind of critique.
context: You're right, I may not have anything like that.\The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san.\You're going beyond the editorial department.\Eh?\Most people aiming to become mangakas can do this kind of critique. response:	But they can't draw an interesting one themselves.
context: The talent you have for drawing is certainly of a genius level.\But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san.\You're going beyond the editorial department.\Eh?\Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves. response:	Well, I can.
context: But one might say that you're at a stage where only people who have read tons of manga,\like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san.\You're going beyond the editorial department.\Eh?\Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves.\Well, I can. response:	I've got it!
context: like the guys at the editorial department, would be happy and say You're a genius!\You're incredible, Fukuda-san.\You're going beyond the editorial department.\Eh?\Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves.\Well, I can.\I've got it! response:	There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!
context: You're incredible, Fukuda-san.\You're going beyond the editorial department.\Eh?\Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves.\Well, I can.\I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward! response:	Please help me make it more interesting!
context: You're going beyond the editorial department.\Eh?\Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves.\Well, I can.\I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting! response:	Huh?
context: Eh?\Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves.\Well, I can.\I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting!\Huh? response:	You've got to be kidding!
context: Most people aiming to become mangakas can do this kind of critique.\But they can't draw an interesting one themselves.\Well, I can.\I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting!\Huh?\You've got to be kidding! response:	Why would we help out a rival?
context: But they can't draw an interesting one themselves.\Well, I can.\I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting!\Huh?\You've got to be kidding!\Why would we help out a rival? response:	Your advice was extremely incisive, Fukuda-san!
context: Well, I can.\I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting!\Huh?\You've got to be kidding!\Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san! response:	Like I said, why
context: I've got it!\There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting!\Huh?\You've got to be kidding!\Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san!\Like I said, why response:	Say, why was I giving advice in the first place?
context: There are still two days until the deadline, so I'm going to rewrite everything from chapter five onward!\Please help me make it more interesting!\Huh?\You've got to be kidding!\Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san!\Like I said, why\Say, why was I giving advice in the first place? response:	But I want to try.
context: Please help me make it more interesting!\Huh?\You've got to be kidding!\Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san!\Like I said, why\Say, why was I giving advice in the first place?\But I want to try. response:	Mashiro-kun...
context: Huh?\You've got to be kidding!\Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san!\Like I said, why\Say, why was I giving advice in the first place?\But I want to try.\Mashiro-kun... response:	I want to try to figure out how to make CROW the best it can be!
context: You've got to be kidding!\Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san!\Like I said, why\Say, why was I giving advice in the first place?\But I want to try.\Mashiro-kun...\I want to try to figure out how to make CROW the best it can be! response:	Fine then, but just for chapter five.
context: Why would we help out a rival?\Your advice was extremely incisive, Fukuda-san!\Like I said, why\Say, why was I giving advice in the first place?\But I want to try.\Mashiro-kun...\I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five. response:	We'll work together and give completely unbiased opinions of it.
context: Your advice was extremely incisive, Fukuda-san!\Like I said, why\Say, why was I giving advice in the first place?\But I want to try.\Mashiro-kun...\I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it. response:	You all right with that?
context: Like I said, why\Say, why was I giving advice in the first place?\But I want to try.\Mashiro-kun...\I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it.\You all right with that? response:	Yes!
context: Say, why was I giving advice in the first place?\But I want to try.\Mashiro-kun...\I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it.\You all right with that?\Yes! response:	I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.
context: But I want to try.\Mashiro-kun...\I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it.\You all right with that?\Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy. response:	I'm not a nice guy!
context: Mashiro-kun...\I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it.\You all right with that?\Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy! response:	We're going to change Jack!
context: I want to try to figure out how to make CROW the best it can be!\Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it.\You all right with that?\Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy!\We're going to change Jack! response:	I just don't want my rival to fall apart here.
context: Fine then, but just for chapter five.\We'll work together and give completely unbiased opinions of it.\You all right with that?\Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy!\We're going to change Jack!\I just don't want my rival to fall apart here. response:	Oh, that sounds cool!
context: We'll work together and give completely unbiased opinions of it.\You all right with that?\Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy!\We're going to change Jack!\I just don't want my rival to fall apart here.\Oh, that sounds cool! response:	We're going to change Jack!
context: You all right with that?\Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy!\We're going to change Jack!\I just don't want my rival to fall apart here.\Oh, that sounds cool!\We're going to change Jack! response:	Anyway, let's make CROW get first place!
context: Yes!\I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy!\We're going to change Jack!\I just don't want my rival to fall apart here.\Oh, that sounds cool!\We're going to change Jack!\Anyway, let's make CROW get first place! response:	Yes!
context: I thought you were kind of a jerk, Fukuda-san, but you're really a nice guy.\I'm not a nice guy!\We're going to change Jack!\I just don't want my rival to fall apart here.\Oh, that sounds cool!\We're going to change Jack!\Anyway, let's make CROW get first place!\Yes! response:	Okay!
context: I'm not a nice guy!\We're going to change Jack!\I just don't want my rival to fall apart here.\Oh, that sounds cool!\We're going to change Jack!\Anyway, let's make CROW get first place!\Yes!\Okay! response:	What's with these guys...
context: We're going to change Jack!\I just don't want my rival to fall apart here.\Oh, that sounds cool!\We're going to change Jack!\Anyway, let's make CROW get first place!\Yes!\Okay!\What's with these guys... response:	Is it youth?
context: I just don't want my rival to fall apart here.\Oh, that sounds cool!\We're going to change Jack!\Anyway, let's make CROW get first place!\Yes!\Okay!\What's with these guys...\Is it youth? response:	No, they have ambition and talent...
context: Oh, that sounds cool!\We're going to change Jack!\Anyway, let's make CROW get first place!\Yes!\Okay!\What's with these guys...\Is it youth?\No, they have ambition and talent... response:	So how can I make chapter five more interesting?
context: We're going to change Jack!\Anyway, let's make CROW get first place!\Yes!\Okay!\What's with these guys...\Is it youth?\No, they have ambition and talent...\So how can I make chapter five more interesting? response:	It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?
context: Anyway, let's make CROW get first place!\Yes!\Okay!\What's with these guys...\Is it youth?\No, they have ambition and talent...\So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit? response:	Yeah. Every chapter's all about what CROW does...
context: Yes!\Okay!\What's with these guys...\Is it youth?\No, they have ambition and talent...\So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does... response:	More than half of new series end without even making it through the first year.
context: Okay!\What's with these guys...\Is it youth?\No, they have ambition and talent...\So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year. response:	By the end of the first ten chapters, you can tell if it's going to be a long series.
context: What's with these guys...\Is it youth?\No, they have ambition and talent...\So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series. response:	At this point, the major concern is keeping the reader interested.
context: Is it youth?\No, they have ambition and talent...\So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested. response:	Didn't Yuujirou tell you that?
context: No, they have ambition and talent...\So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that? response:	Well no, he didn't.
context: So how can I make chapter five more interesting?\It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that?\Well no, he didn't. response:	He told me and I'm not even serialized, but he didn't tell you?
context: It has had the same feeling to it since chapter one, so maybe you should switch things up a bit?\Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that?\Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you? response:	Just act like we're having meetings and you're writing names.
context: Yeah. Every chapter's all about what CROW does...\More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that?\Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names. response:	He said that though.
context: More than half of new series end without even making it through the first year.\By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that?\Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names.\He said that though. response:	Yuujirou, always just doing whatever works!
context: By the end of the first ten chapters, you can tell if it's going to be a long series.\At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that?\Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names.\He said that though.\Yuujirou, always just doing whatever works! response:	Doesn't that mean he has faith in Niizuma-san's talent?
context: At this point, the major concern is keeping the reader interested.\Didn't Yuujirou tell you that?\Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names.\He said that though.\Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent? response:	No.
context: Didn't Yuujirou tell you that?\Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names.\He said that though.\Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent?\No. response:	When I said I didn't want to do them,
context: Well no, he didn't.\He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names.\He said that though.\Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent?\No.\When I said I didn't want to do them, response:	he was kind of bothered at first, but we just ended up not doing them.
context: He told me and I'm not even serialized, but he didn't tell you?\Just act like we're having meetings and you're writing names.\He said that though.\Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent?\No.\When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them. response:	An editor that doesn't have meetings and an author that doesn't draw names?
context: Just act like we're having meetings and you're writing names.\He said that though.\Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent?\No.\When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names? response:	Are you guys taking manga lightly?
context: He said that though.\Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent?\No.\When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly? response:	But it's like drawing the same thing twice.
context: Yuujirou, always just doing whatever works!\Doesn't that mean he has faith in Niizuma-san's talent?\No.\When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly?\But it's like drawing the same thing twice. response:	It takes all the tension out of it, it's a pain.
context: Doesn't that mean he has faith in Niizuma-san's talent?\No.\When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly?\But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain. response:	Not having meetings or showing him names?
context: No.\When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly?\But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain.\Not having meetings or showing him names? response:	Then the editor can't judge if the thing's interesting or not!
context: When I said I didn't want to do them,\he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly?\But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain.\Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not! response:	And you're asking How can I make it more interesting?
context: he was kind of bothered at first, but we just ended up not doing them.\An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly?\But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain.\Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting? response:	You've got to be screwing with me!
context: An editor that doesn't have meetings and an author that doesn't draw names?\Are you guys taking manga lightly?\But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain.\Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting?\You've got to be screwing with me! response:	I guess you're right...
context: Are you guys taking manga lightly?\But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain.\Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting?\You've got to be screwing with me!\I guess you're right... response:	So how do you think I could make it more interesting, Fukuda-sensei?
context: But it's like drawing the same thing twice.\It takes all the tension out of it, it's a pain.\Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting?\You've got to be screwing with me!\I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei? response:	Hmph, now you call me sensei?
context: It takes all the tension out of it, it's a pain.\Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting?\You've got to be screwing with me!\I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei? response:	Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.
context: Not having meetings or showing him names?\Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting?\You've got to be screwing with me!\I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei. response:	That was before your debut in NEXT!, so I've been saying Fukuda-san.
context: Then the editor can't judge if the thing's interesting or not!\And you're asking How can I make it more interesting?\You've got to be screwing with me!\I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san. response:	But you've debuted now, so it should be Fukuda-sensei.
context: And you're asking How can I make it more interesting?\You've got to be screwing with me!\I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei. response:	Does any of that really matter right now?
context: You've got to be screwing with me!\I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now? response:	Everyone's a sensei after they've had their debut.
context: I guess you're right...\So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now?\Everyone's a sensei after they've had their debut. response:	Well in that case, the only one here who's not a sensei is Nakai-san.
context: So how do you think I could make it more interesting, Fukuda-sensei?\Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now?\Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san. response:	It's too bad.
context: Hmph, now you call me sensei?\Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now?\Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad. response:	Eh? I can't believe he said that, and he's laughing!
context: Ah, I first met you at the Tezuka Award award ceremony, Fukuda-sensei.\That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now?\Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad.\Eh? I can't believe he said that, and he's laughing! response:	Anyway!
context: That was before your debut in NEXT!, so I've been saying Fukuda-san.\But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now?\Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad.\Eh? I can't believe he said that, and he's laughing!\Anyway! response:	You need to stop worrying about having fun yourself and start thinking about the reader's feelings.
context: But you've debuted now, so it should be Fukuda-sensei.\Does any of that really matter right now?\Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad.\Eh? I can't believe he said that, and he's laughing!\Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings. response:	Oh, the reader's feelings, huh?
context: Does any of that really matter right now?\Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad.\Eh? I can't believe he said that, and he's laughing!\Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh? response:	Maybe something more heart-pounding and exciting...
