context: You're here to look for that clock part, too?! response:	I believe this is our first time meeting. Shall I introduce myself?
context: Let's try this one more time!\Jet!\Crap! I can't use High Speed like this!\Then I'll give it a try!\I should've gone on a diet...\It looks like I've got to do it...\Get outta the way!\You know, you shouldn't use that tone... response:	There you go, Nii-san!
context: Jet!\Crap! I can't use High Speed like this!\Then I'll give it a try!\I should've gone on a diet...\It looks like I've got to do it...\Get outta the way!\You know, you shouldn't use that tone...\There you go, Nii-san! response:	Are you an Exceed that was sent to Earthland too?
context: Crap! I can't use High Speed like this!\Then I'll give it a try!\I should've gone on a diet...\It looks like I've got to do it...\Get outta the way!\You know, you shouldn't use that tone...\There you go, Nii-san!\Are you an Exceed that was sent to Earthland too? response:	That's right. Just like your friends, Happy and Carla.
context: Then I'll give it a try!\I should've gone on a diet...\It looks like I've got to do it...\Get outta the way!\You know, you shouldn't use that tone...\There you go, Nii-san!\Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla. response:	Then why are you an ally of Legion?
context: I should've gone on a diet...\It looks like I've got to do it...\Get outta the way!\You know, you shouldn't use that tone...\There you go, Nii-san!\Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion? response:	Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!
context: It looks like I've got to do it...\Get outta the way!\You know, you shouldn't use that tone...\There you go, Nii-san!\Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?! response:	Right after I was born, I was found and raised by Zentopia.
context: Get outta the way!\You know, you shouldn't use that tone...\There you go, Nii-san!\Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia. response:	Byro-sama treated me well, too!
context: You know, you shouldn't use that tone...\There you go, Nii-san!\Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too! response:	More important to me than Exceeds or Edolas
context: There you go, Nii-san!\Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too!\More important to me than Exceeds or Edolas response:	is repaying my obligation to Legion!
context: Are you an Exceed that was sent to Earthland too?\That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too!\More important to me than Exceeds or Edolas\is repaying my obligation to Legion! response:	Almost there!
context: That's right. Just like your friends, Happy and Carla.\Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too!\More important to me than Exceeds or Edolas\is repaying my obligation to Legion!\Almost there! response:	Gajeel!
context: Then why are you an ally of Legion?\Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too!\More important to me than Exceeds or Edolas\is repaying my obligation to Legion!\Almost there!\Gajeel! response:	Gotta find a way to reach that head...
context: Don't you think you should talk to Happy and Carla, both of whom are in the same circumstances?!\Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too!\More important to me than Exceeds or Edolas\is repaying my obligation to Legion!\Almost there!\Gajeel!\Gotta find a way to reach that head... response:	Gajeel!
context: Right after I was born, I was found and raised by Zentopia.\Byro-sama treated me well, too!\More important to me than Exceeds or Edolas\is repaying my obligation to Legion!\Almost there!\Gajeel!\Gotta find a way to reach that head...\Gajeel! response:	This is all working out according to my calculations! I'm going to defeat you, Nii-san!
context: Byro-sama treated me well, too!\More important to me than Exceeds or Edolas\is repaying my obligation to Legion!\Almost there!\Gajeel!\Gotta find a way to reach that head...\Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san! response:	And that thing is going to dispose of your friends!
context: More important to me than Exceeds or Edolas\is repaying my obligation to Legion!\Almost there!\Gajeel!\Gotta find a way to reach that head...\Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends! response:	After that, the plan is for me to leisurely collect that part.
context: is repaying my obligation to Legion!\Almost there!\Gajeel!\Gotta find a way to reach that head...\Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part. response:	Crap! My strength fails me when I got an empty stomach!
context: Almost there!\Gajeel!\Gotta find a way to reach that head...\Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach! response:	That's right! If I eat this...
context: Gajeel!\Gotta find a way to reach that head...\Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this... response:	What are you talking about?! Of course you can't eat that!
context: Gotta find a way to reach that head...\Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this...\What are you talking about?! Of course you can't eat that! response:	Don't be so serious! I was kiddin'!
context: Gajeel!\This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this...\What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'! response:	That doesn't sound like a joke, not when you're involved!
context: This is all working out according to my calculations! I'm going to defeat you, Nii-san!\And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this...\What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved! response:	Run! That thing's trying to take the clock face back!
context: And that thing is going to dispose of your friends!\After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this...\What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back! response:	If that's the case...
context: After that, the plan is for me to leisurely collect that part.\Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this...\What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back!\If that's the case... response:	What are you gonna do?!
context: Crap! My strength fails me when I got an empty stomach!\That's right! If I eat this...\What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back!\If that's the case...\What are you gonna do?! response:	Go, Gajeel!
context: That's right! If I eat this...\What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back!\If that's the case...\What are you gonna do?!\Go, Gajeel! response:	What?!
context: What are you talking about?! Of course you can't eat that!\Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back!\If that's the case...\What are you gonna do?!\Go, Gajeel!\What?! response:	Secret Dragon Slayer Art!
context: Don't be so serious! I was kiddin'!\That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back!\If that's the case...\What are you gonna do?!\Go, Gajeel!\What?!\Secret Dragon Slayer Art! response:	Karma Demon: Iron God Sword!
context: That doesn't sound like a joke, not when you're involved!\Run! That thing's trying to take the clock face back!\If that's the case...\What are you gonna do?!\Go, Gajeel!\What?!\Secret Dragon Slayer Art!\Karma Demon: Iron God Sword! response:	I took care of this one! Now hurry up and finish him!
context: Run! That thing's trying to take the clock face back!\If that's the case...\What are you gonna do?!\Go, Gajeel!\What?!\Secret Dragon Slayer Art!\Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him! response:	I can't believe it... It's impossible!
context: If that's the case...\What are you gonna do?!\Go, Gajeel!\What?!\Secret Dragon Slayer Art!\Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible! response:	How can there be someone who doesn't match my calculations?!
context: What are you gonna do?!\Go, Gajeel!\What?!\Secret Dragon Slayer Art!\Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?! response:	I don't know what to do when things don't go according to plans!
context: Go, Gajeel!\What?!\Secret Dragon Slayer Art!\Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans! response:	Does not compute! Does not compute!
context: What?!\Secret Dragon Slayer Art!\Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans!\Does not compute! Does not compute! response:	Battle is a living thing. No matter what happens, you have to respond and cope with it.
context: Secret Dragon Slayer Art!\Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans!\Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it. response:	It seems you still have a lack of experience, Sammy.
context: Karma Demon: Iron God Sword!\I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans!\Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy. response:	Don't call me that!
context: I took care of this one! Now hurry up and finish him!\I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans!\Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy.\Don't call me that! response:	You're wide open!
context: I can't believe it... It's impossible!\How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans!\Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy.\Don't call me that!\You're wide open! response:	You're not a bad fighter. Try me again sometime.
context: How can there be someone who doesn't match my calculations?!\I don't know what to do when things don't go according to plans!\Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy.\Don't call me that!\You're wide open!\You're not a bad fighter. Try me again sometime. response:	I'll fight whenever you want.
context: I don't know what to do when things don't go according to plans!\Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy.\Don't call me that!\You're wide open!\You're not a bad fighter. Try me again sometime.\I'll fight whenever you want. response:	Certainly, I lost.
context: Does not compute! Does not compute!\Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy.\Don't call me that!\You're wide open!\You're not a bad fighter. Try me again sometime.\I'll fight whenever you want.\Certainly, I lost. response:	Now I know that there are some people in the world whose actions I can't calculate.
context: Battle is a living thing. No matter what happens, you have to respond and cope with it.\It seems you still have a lack of experience, Sammy.\Don't call me that!\You're wide open!\You're not a bad fighter. Try me again sometime.\I'll fight whenever you want.\Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate. response:	You realized you're inexperienced.
context: It seems you still have a lack of experience, Sammy.\Don't call me that!\You're wide open!\You're not a bad fighter. Try me again sometime.\I'll fight whenever you want.\Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced. response:	I'm saying I didn't calculate enough before the battle, Nii-san!
context: Don't call me that!\You're wide open!\You're not a bad fighter. Try me again sometime.\I'll fight whenever you want.\Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san! response:	I lost today, but next time, I'll do more detailed calculations
context: You're wide open!\You're not a bad fighter. Try me again sometime.\I'll fight whenever you want.\Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations response:	and then defeat you and your friends, you musclebound cat!
context: You're not a bad fighter. Try me again sometime.\I'll fight whenever you want.\Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat! response:	That's right! I have to make note of all the data from today's battle!
context: I'll fight whenever you want.\Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle! response:	Who you callin' musclebound?!
context: Certainly, I lost.\Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?! response:	There are all types of Exceeds, huh?
context: Now I know that there are some people in the world whose actions I can't calculate.\You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?!\There are all types of Exceeds, huh? response:	He called you Nii-san!
context: You realized you're inexperienced.\I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?!\There are all types of Exceeds, huh?\He called you Nii-san! response:	I don't remember becoming his big brother!
context: I'm saying I didn't calculate enough before the battle, Nii-san!\I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?!\There are all types of Exceeds, huh?\He called you Nii-san!\I don't remember becoming his big brother! response:	Look, Nee-chan! The lake...
context: I lost today, but next time, I'll do more detailed calculations\and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?!\There are all types of Exceeds, huh?\He called you Nii-san!\I don't remember becoming his big brother!\Look, Nee-chan! The lake... response:	Lisanna must have found something.
context: and then defeat you and your friends, you musclebound cat!\That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?!\There are all types of Exceeds, huh?\He called you Nii-san!\I don't remember becoming his big brother!\Look, Nee-chan! The lake...\Lisanna must have found something. response:	Good work, Lisanna.
context: That's right! I have to make note of all the data from today's battle!\Who you callin' musclebound?!\There are all types of Exceeds, huh?\He called you Nii-san!\I don't remember becoming his big brother!\Look, Nee-chan! The lake...\Lisanna must have found something.\Good work, Lisanna. response:	I haven't been seen much lately, so I thought I'd appeal to the people, you know?
context: Who you callin' musclebound?!\There are all types of Exceeds, huh?\He called you Nii-san!\I don't remember becoming his big brother!\Look, Nee-chan! The lake...\Lisanna must have found something.\Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know? response:	What does that mean?
context: There are all types of Exceeds, huh?\He called you Nii-san!\I don't remember becoming his big brother!\Look, Nee-chan! The lake...\Lisanna must have found something.\Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean? response:	Well, let's collect this piece and take it back to the guild.
context: He called you Nii-san!\I don't remember becoming his big brother!\Look, Nee-chan! The lake...\Lisanna must have found something.\Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean?\Well, let's collect this piece and take it back to the guild. response:	Where did you throw that?!
context: I don't remember becoming his big brother!\Look, Nee-chan! The lake...\Lisanna must have found something.\Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean?\Well, let's collect this piece and take it back to the guild.\Where did you throw that?! response:	Huh?
context: Look, Nee-chan! The lake...\Lisanna must have found something.\Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean?\Well, let's collect this piece and take it back to the guild.\Where did you throw that?!\Huh? response:	I appreciate your efforts. Thanks to this, I can just take the part without any trouble.
context: Lisanna must have found something.\Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean?\Well, let's collect this piece and take it back to the guild.\Where did you throw that?!\Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble. response:	You're...
context: Good work, Lisanna.\I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean?\Well, let's collect this piece and take it back to the guild.\Where did you throw that?!\Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're... response:	You were following us, weren't you?!
context: I haven't been seen much lately, so I thought I'd appeal to the people, you know?\What does that mean?\Well, let's collect this piece and take it back to the guild.\Where did you throw that?!\Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're...\You were following us, weren't you?! response:	That's right.
context: What does that mean?\Well, let's collect this piece and take it back to the guild.\Where did you throw that?!\Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're...\You were following us, weren't you?!\That's right. response:	What could be easier than letting you find the part and then snatching it?
context: Well, let's collect this piece and take it back to the guild.\Where did you throw that?!\Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're...\You were following us, weren't you?!\That's right.\What could be easier than letting you find the part and then snatching it? response:	I'm so smart!
context: Where did you throw that?!\Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're...\You were following us, weren't you?!\That's right.\What could be easier than letting you find the part and then snatching it?\I'm so smart! response:	Even though it was Samuel's idea...
context: Huh?\I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're...\You were following us, weren't you?!\That's right.\What could be easier than letting you find the part and then snatching it?\I'm so smart!\Even though it was Samuel's idea... response:	You again?! Give the part back!
context: I appreciate your efforts. Thanks to this, I can just take the part without any trouble.\You're...\You were following us, weren't you?!\That's right.\What could be easier than letting you find the part and then snatching it?\I'm so smart!\Even though it was Samuel's idea...\You again?! Give the part back! response:	Crap!
context: You're...\You were following us, weren't you?!\That's right.\What could be easier than letting you find the part and then snatching it?\I'm so smart!\Even though it was Samuel's idea...\You again?! Give the part back!\Crap! response:	No matter what you do, the result will be the same.
context: You were following us, weren't you?!\That's right.\What could be easier than letting you find the part and then snatching it?\I'm so smart!\Even though it was Samuel's idea...\You again?! Give the part back!\Crap!\No matter what you do, the result will be the same. response:	As long as I have this tact, you're the puppets of Mary Hughes.
context: That's right.\What could be easier than letting you find the part and then snatching it?\I'm so smart!\Even though it was Samuel's idea...\You again?! Give the part back!\Crap!\No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes. response:	I'm surprised they don't get tired of that.
context: What could be easier than letting you find the part and then snatching it?\I'm so smart!\Even though it was Samuel's idea...\You again?! Give the part back!\Crap!\No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that. response:	I'm startin' to get hungry.
context: I'm so smart!\Even though it was Samuel's idea...\You again?! Give the part back!\Crap!\No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that.\I'm startin' to get hungry. response:	You're such a pest!
context: Even though it was Samuel's idea...\You again?! Give the part back!\Crap!\No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that.\I'm startin' to get hungry.\You're such a pest! response:	It's so I can be bound to my soul mate!
context: You again?! Give the part back!\Crap!\No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that.\I'm startin' to get hungry.\You're such a pest!\It's so I can be bound to my soul mate! response:	What are you talking about, soul mate?! Before, you said any girl would do!
context: Crap!\No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that.\I'm startin' to get hungry.\You're such a pest!\It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do! response:	This may be a silly question...
context: No matter what you do, the result will be the same.\As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that.\I'm startin' to get hungry.\You're such a pest!\It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question... response:	But if any girl will do, wouldn't Michelle, who's right over there?
context: As long as I have this tact, you're the puppets of Mary Hughes.\I'm surprised they don't get tired of that.\I'm startin' to get hungry.\You're such a pest!\It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there? response:	Um...
context: I'm surprised they don't get tired of that.\I'm startin' to get hungry.\You're such a pest!\It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there?\Um... response:	She's a beauty, but I like girls who are spunkier.
context: I'm startin' to get hungry.\You're such a pest!\It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there?\Um...\She's a beauty, but I like girls who are spunkier. response:	True, Lucy is more of a tomboy, right?
context: You're such a pest!\It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there?\Um...\She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right? response:	You insulted me like it's nothing!
context: It's so I can be bound to my soul mate!\What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there?\Um...\She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right?\You insulted me like it's nothing! response:	Shall I be punished, Princess?
context: What are you talking about, soul mate?! Before, you said any girl would do!\This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there?\Um...\She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right?\You insulted me like it's nothing!\Shall I be punished, Princess? response:	Lu-nyan! Wait for me!
context: This may be a silly question...\But if any girl will do, wouldn't Michelle, who's right over there?\Um...\She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right?\You insulted me like it's nothing!\Shall I be punished, Princess?\Lu-nyan! Wait for me! response:	Virgo! What are you here for?!
context: But if any girl will do, wouldn't Michelle, who's right over there?\Um...\She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right?\You insulted me like it's nothing!\Shall I be punished, Princess?\Lu-nyan! Wait for me!\Virgo! What are you here for?! response:	Come on! Lu-nyan! Let's get married!
context: Um...\She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right?\You insulted me like it's nothing!\Shall I be punished, Princess?\Lu-nyan! Wait for me!\Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married! response:	You looked like you were in trouble, so I thought maybe I could be of service...
context: She's a beauty, but I like girls who are spunkier.\True, Lucy is more of a tomboy, right?\You insulted me like it's nothing!\Shall I be punished, Princess?\Lu-nyan! Wait for me!\Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service... response:	Princess? Then she's the princess of something?!
context: True, Lucy is more of a tomboy, right?\You insulted me like it's nothing!\Shall I be punished, Princess?\Lu-nyan! Wait for me!\Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?! response:	I see! That's why she's so beautiful!
context: You insulted me like it's nothing!\Shall I be punished, Princess?\Lu-nyan! Wait for me!\Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?!\I see! That's why she's so beautiful! response:	What shall I do, Princess?
context: Shall I be punished, Princess?\Lu-nyan! Wait for me!\Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?!\I see! That's why she's so beautiful!\What shall I do, Princess? response:	Actually, there's nothing I really need you to do...
context: Lu-nyan! Wait for me!\Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?!\I see! That's why she's so beautiful!\What shall I do, Princess?\Actually, there's nothing I really need you to do... response:	Are you a maid?
context: Virgo! What are you here for?!\Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?!\I see! That's why she's so beautiful!\What shall I do, Princess?\Actually, there's nothing I really need you to do...\Are you a maid? response:	Then bring us some food or something, so I can have a good time with the one I love!
context: Come on! Lu-nyan! Let's get married!\You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?!\I see! That's why she's so beautiful!\What shall I do, Princess?\Actually, there's nothing I really need you to do...\Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love! response:	I don't have any food prepared, but I could do a fun dance...
context: You looked like you were in trouble, so I thought maybe I could be of service...\Princess? Then she's the princess of something?!\I see! That's why she's so beautiful!\What shall I do, Princess?\Actually, there's nothing I really need you to do...\Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance... response:	That again?! Anyway, you don't have to listen to what Dan says!
context: Princess? Then she's the princess of something?!\I see! That's why she's so beautiful!\What shall I do, Princess?\Actually, there's nothing I really need you to do...\Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says! response:	That's a lovely dance! It reminds me of a traditional dance back in my hometown!
context: I see! That's why she's so beautiful!\What shall I do, Princess?\Actually, there's nothing I really need you to do...\Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown! response:	That's the first time anyone has ever complimented me on this dance.
context: What shall I do, Princess?\Actually, there's nothing I really need you to do...\Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance. response:	They've got the same taste?!
context: Actually, there's nothing I really need you to do...\Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance.\They've got the same taste?! response:	Both of them are a little bit off, right?
context: Are you a maid?\Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance.\They've got the same taste?!\Both of them are a little bit off, right? response:	It seems that I've been of service, so I'm going to disappear. Call me anytime.
