context: Mashiro-kun! response:	We did it!
context: Mashiro-kun...\That line was so good.\Well, Niizuma-kun?\Did anyone stand out?\Everyone did well.\It's hard to choose.\Then, Azuki Miho...\But! response:	I don't think we should choose Azuki Miho-san.
context: That line was so good.\Well, Niizuma-kun?\Did anyone stand out?\Everyone did well.\It's hard to choose.\Then, Azuki Miho...\But!\I don't think we should choose Azuki Miho-san. response:	Eh?! Miho is no good?
context: Well, Niizuma-kun?\Did anyone stand out?\Everyone did well.\It's hard to choose.\Then, Azuki Miho...\But!\I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good? response:	No good at all.
context: Did anyone stand out?\Everyone did well.\It's hard to choose.\Then, Azuki Miho...\But!\I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good?\No good at all. response:	She's Mashiro-sensei's girlfriend.
context: Everyone did well.\It's hard to choose.\Then, Azuki Miho...\But!\I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good?\No good at all.\She's Mashiro-sensei's girlfriend. response:	I don't think he and Takagi-sensei would like it very much if she were in our anime.
context: It's hard to choose.\Then, Azuki Miho...\But!\I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good?\No good at all.\She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime. response:	Is that so...
context: Then, Azuki Miho...\But!\I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good?\No good at all.\She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so... response:	But she is a voice actor anyway.
context: But!\I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good?\No good at all.\She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so...\But she is a voice actor anyway. response:	Anyway don't mention that tomorrow.
context: I don't think we should choose Azuki Miho-san.\Eh?! Miho is no good?\No good at all.\She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so...\But she is a voice actor anyway.\Anyway don't mention that tomorrow. response:	Naturally.
context: Eh?! Miho is no good?\No good at all.\She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so...\But she is a voice actor anyway.\Anyway don't mention that tomorrow.\Naturally. response:	Well good luck with the auditions tomorrow.
context: No good at all.\She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so...\But she is a voice actor anyway.\Anyway don't mention that tomorrow.\Naturally.\Well good luck with the auditions tomorrow. response:	Naturally.
context: She's Mashiro-sensei's girlfriend.\I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so...\But she is a voice actor anyway.\Anyway don't mention that tomorrow.\Naturally.\Well good luck with the auditions tomorrow.\Naturally. response:	Good luck Miho!
context: I don't think he and Takagi-sensei would like it very much if she were in our anime.\Is that so...\But she is a voice actor anyway.\Anyway don't mention that tomorrow.\Naturally.\Well good luck with the auditions tomorrow.\Naturally.\Good luck Miho! response:	Thanks.
context: Is that so...\But she is a voice actor anyway.\Anyway don't mention that tomorrow.\Naturally.\Well good luck with the auditions tomorrow.\Naturally.\Good luck Miho!\Thanks. response:	Well, I'm heading out!
context: But she is a voice actor anyway.\Anyway don't mention that tomorrow.\Naturally.\Well good luck with the auditions tomorrow.\Naturally.\Good luck Miho!\Thanks.\Well, I'm heading out! response:	Take care.
context: Anyway don't mention that tomorrow.\Naturally.\Well good luck with the auditions tomorrow.\Naturally.\Good luck Miho!\Thanks.\Well, I'm heading out!\Take care. response:	Miho...
context: Naturally.\Well good luck with the auditions tomorrow.\Naturally.\Good luck Miho!\Thanks.\Well, I'm heading out!\Take care.\Miho... response:	This might be unnessesary,
context: Well good luck with the auditions tomorrow.\Naturally.\Good luck Miho!\Thanks.\Well, I'm heading out!\Take care.\Miho...\This might be unnessesary, response:	But It's important to follow your heart when you're uncertain.
context: Naturally.\Good luck Miho!\Thanks.\Well, I'm heading out!\Take care.\Miho...\This might be unnessesary,\But It's important to follow your heart when you're uncertain. response:	Being stubborn doesn't help anything.
context: Good luck Miho!\Thanks.\Well, I'm heading out!\Take care.\Miho...\This might be unnessesary,\But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything. response:	Stubborn...
context: Thanks.\Well, I'm heading out!\Take care.\Miho...\This might be unnessesary,\But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything.\Stubborn... response:	The audition...
context: Well, I'm heading out!\Take care.\Miho...\This might be unnessesary,\But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything.\Stubborn...\The audition... response:	Thats today.
context: Take care.\Miho...\This might be unnessesary,\But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything.\Stubborn...\The audition...\Thats today. response:	Yeah.
context: Miho...\This might be unnessesary,\But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything.\Stubborn...\The audition...\Thats today.\Yeah. response:	What will Miho do?
context: This might be unnessesary,\But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything.\Stubborn...\The audition...\Thats today.\Yeah.\What will Miho do? response:	I told you not to worry about that.
context: But It's important to follow your heart when you're uncertain.\Being stubborn doesn't help anything.\Stubborn...\The audition...\Thats today.\Yeah.\What will Miho do?\I told you not to worry about that. response:	But...
context: Being stubborn doesn't help anything.\Stubborn...\The audition...\Thats today.\Yeah.\What will Miho do?\I told you not to worry about that.\But... response:	The audition is at 1pm.
context: Stubborn...\The audition...\Thats today.\Yeah.\What will Miho do?\I told you not to worry about that.\But...\The audition is at 1pm. response:	Really?
context: The audition...\Thats today.\Yeah.\What will Miho do?\I told you not to worry about that.\But...\The audition is at 1pm.\Really? response:	I'm so happy!
context: Thats today.\Yeah.\What will Miho do?\I told you not to worry about that.\But...\The audition is at 1pm.\Really?\I'm so happy! response:	I'll work hard.
context: Yeah.\What will Miho do?\I told you not to worry about that.\But...\The audition is at 1pm.\Really?\I'm so happy!\I'll work hard. response:	I'll definitely become a voice actor and be in your anime.
context: What will Miho do?\I told you not to worry about that.\But...\The audition is at 1pm.\Really?\I'm so happy!\I'll work hard.\I'll definitely become a voice actor and be in your anime. response:	It's so wonderful.
context: I told you not to worry about that.\But...\The audition is at 1pm.\Really?\I'm so happy!\I'll work hard.\I'll definitely become a voice actor and be in your anime.\It's so wonderful. response:	I'll wait.
context: But...\The audition is at 1pm.\Really?\I'm so happy!\I'll work hard.\I'll definitely become a voice actor and be in your anime.\It's so wonderful.\I'll wait. response:	I'll wait forever.
context: The audition is at 1pm.\Really?\I'm so happy!\I'll work hard.\I'll definitely become a voice actor and be in your anime.\It's so wonderful.\I'll wait.\I'll wait forever. response:	Mashiro-kun, do your best.
context: Really?\I'm so happy!\I'll work hard.\I'll definitely become a voice actor and be in your anime.\It's so wonderful.\I'll wait.\I'll wait forever.\Mashiro-kun, do your best. response:	I believe in you Mashiro-kun.
context: I'm so happy!\I'll work hard.\I'll definitely become a voice actor and be in your anime.\It's so wonderful.\I'll wait.\I'll wait forever.\Mashiro-kun, do your best.\I believe in you Mashiro-kun. response:	Make our dream come true.
context: I'll work hard.\I'll definitely become a voice actor and be in your anime.\It's so wonderful.\I'll wait.\I'll wait forever.\Mashiro-kun, do your best.\I believe in you Mashiro-kun.\Make our dream come true. response:	Ah! We're here!
context: I'll definitely become a voice actor and be in your anime.\It's so wonderful.\I'll wait.\I'll wait forever.\Mashiro-kun, do your best.\I believe in you Mashiro-kun.\Make our dream come true.\Ah! We're here! response:	Aren't we early?
context: It's so wonderful.\I'll wait.\I'll wait forever.\Mashiro-kun, do your best.\I believe in you Mashiro-kun.\Make our dream come true.\Ah! We're here!\Aren't we early? response:	Let's audition!
context: I'll wait.\I'll wait forever.\Mashiro-kun, do your best.\I believe in you Mashiro-kun.\Make our dream come true.\Ah! We're here!\Aren't we early?\Let's audition! response:	Good day.
context: I'll wait forever.\Mashiro-kun, do your best.\I believe in you Mashiro-kun.\Make our dream come true.\Ah! We're here!\Aren't we early?\Let's audition!\Good day. response:	Good... day...
context: Mashiro-kun, do your best.\I believe in you Mashiro-kun.\Make our dream come true.\Ah! We're here!\Aren't we early?\Let's audition!\Good day.\Good... day... response:	Miura-san, what floor is it on?
context: I believe in you Mashiro-kun.\Make our dream come true.\Ah! We're here!\Aren't we early?\Let's audition!\Good day.\Good... day...\Miura-san, what floor is it on? response:	Let's see...
context: Make our dream come true.\Ah! We're here!\Aren't we early?\Let's audition!\Good day.\Good... day...\Miura-san, what floor is it on?\Let's see... response:	The second floor.
context: Ah! We're here!\Aren't we early?\Let's audition!\Good day.\Good... day...\Miura-san, what floor is it on?\Let's see...\The second floor. response:	Roger!
context: Aren't we early?\Let's audition!\Good day.\Good... day...\Miura-san, what floor is it on?\Let's see...\The second floor.\Roger! response:	It's been a while...
context: Let's audition!\Good day.\Good... day...\Miura-san, what floor is it on?\Let's see...\The second floor.\Roger!\It's been a while... response:	Ashirogi Muto.
context: Good day.\Good... day...\Miura-san, what floor is it on?\Let's see...\The second floor.\Roger!\It's been a while...\Ashirogi Muto. response:	What could that pen name mean...
context: Good... day...\Miura-san, what floor is it on?\Let's see...\The second floor.\Roger!\It's been a while...\Ashirogi Muto.\What could that pen name mean... response:	A from Azuki.
context: Miura-san, what floor is it on?\Let's see...\The second floor.\Roger!\It's been a while...\Ashirogi Muto.\What could that pen name mean...\A from Azuki. response:	Shiro from Mashiro.
context: Let's see...\The second floor.\Roger!\It's been a while...\Ashirogi Muto.\What could that pen name mean...\A from Azuki.\Shiro from Mashiro. response:	Gi from Takagi.
context: The second floor.\Roger!\It's been a while...\Ashirogi Muto.\What could that pen name mean...\A from Azuki.\Shiro from Mashiro.\Gi from Takagi. response:	And our dreams will come true...
context: Roger!\It's been a while...\Ashirogi Muto.\What could that pen name mean...\A from Azuki.\Shiro from Mashiro.\Gi from Takagi.\And our dreams will come true... response:	It means...
context: It's been a while...\Ashirogi Muto.\What could that pen name mean...\A from Azuki.\Shiro from Mashiro.\Gi from Takagi.\And our dreams will come true...\It means... response:	Their manga will get an anime.
context: Ashirogi Muto.\What could that pen name mean...\A from Azuki.\Shiro from Mashiro.\Gi from Takagi.\And our dreams will come true...\It means...\Their manga will get an anime. response:	And I will play the heroine.
context: What could that pen name mean...\A from Azuki.\Shiro from Mashiro.\Gi from Takagi.\And our dreams will come true...\It means...\Their manga will get an anime.\And I will play the heroine. response:	That is our dream!
context: A from Azuki.\Shiro from Mashiro.\Gi from Takagi.\And our dreams will come true...\It means...\Their manga will get an anime.\And I will play the heroine.\That is our dream! response:	OHO! What a fantastic dream!
context: Shiro from Mashiro.\Gi from Takagi.\And our dreams will come true...\It means...\Their manga will get an anime.\And I will play the heroine.\That is our dream!\OHO! What a fantastic dream! response:	Is that why they got into manga?
context: Gi from Takagi.\And our dreams will come true...\It means...\Their manga will get an anime.\And I will play the heroine.\That is our dream!\OHO! What a fantastic dream!\Is that why they got into manga? response:	So,
context: And our dreams will come true...\It means...\Their manga will get an anime.\And I will play the heroine.\That is our dream!\OHO! What a fantastic dream!\Is that why they got into manga?\So, response:	I came here today to decline the role.
context: It means...\Their manga will get an anime.\And I will play the heroine.\That is our dream!\OHO! What a fantastic dream!\Is that why they got into manga?\So,\I came here today to decline the role. response:	You must be joking...
context: Their manga will get an anime.\And I will play the heroine.\That is our dream!\OHO! What a fantastic dream!\Is that why they got into manga?\So,\I came here today to decline the role.\You must be joking... response:	Hearing that...
context: And I will play the heroine.\That is our dream!\OHO! What a fantastic dream!\Is that why they got into manga?\So,\I came here today to decline the role.\You must be joking...\Hearing that... response:	Really makes me want to use you!
context: That is our dream!\OHO! What a fantastic dream!\Is that why they got into manga?\So,\I came here today to decline the role.\You must be joking...\Hearing that...\Really makes me want to use you! response:	I'll make Sayano into the perfect heroine.
context: OHO! What a fantastic dream!\Is that why they got into manga?\So,\I came here today to decline the role.\You must be joking...\Hearing that...\Really makes me want to use you!\I'll make Sayano into the perfect heroine. response:	If you turn down the role for personal reasons like that.
context: Is that why they got into manga?\So,\I came here today to decline the role.\You must be joking...\Hearing that...\Really makes me want to use you!\I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that. response:	I won't forgive you.
context: So,\I came here today to decline the role.\You must be joking...\Hearing that...\Really makes me want to use you!\I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that.\I won't forgive you. response:	Consider yourself warned.
context: I came here today to decline the role.\You must be joking...\Hearing that...\Really makes me want to use you!\I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that.\I won't forgive you.\Consider yourself warned. response:	I don't care.
context: You must be joking...\Hearing that...\Really makes me want to use you!\I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that.\I won't forgive you.\Consider yourself warned.\I don't care. response:	Are all women this scary?
context: Hearing that...\Really makes me want to use you!\I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that.\I won't forgive you.\Consider yourself warned.\I don't care.\Are all women this scary? response:	Yes...
context: Really makes me want to use you!\I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that.\I won't forgive you.\Consider yourself warned.\I don't care.\Are all women this scary?\Yes... response:	Scary.
context: I'll make Sayano into the perfect heroine.\If you turn down the role for personal reasons like that.\I won't forgive you.\Consider yourself warned.\I don't care.\Are all women this scary?\Yes...\Scary. response:	Oh!
context: If you turn down the role for personal reasons like that.\I won't forgive you.\Consider yourself warned.\I don't care.\Are all women this scary?\Yes...\Scary.\Oh! response:	Mashiro-sensei!
context: I won't forgive you.\Consider yourself warned.\I don't care.\Are all women this scary?\Yes...\Scary.\Oh!\Mashiro-sensei! response:	Let's Go!
context: Consider yourself warned.\I don't care.\Are all women this scary?\Yes...\Scary.\Oh!\Mashiro-sensei!\Let's Go! response:	Go where??
context: I don't care.\Are all women this scary?\Yes...\Scary.\Oh!\Mashiro-sensei!\Let's Go!\Go where?? response:	Let's just get out of here!
context: Are all women this scary?\Yes...\Scary.\Oh!\Mashiro-sensei!\Let's Go!\Go where??\Let's just get out of here! response:	Okay!
context: Yes...\Scary.\Oh!\Mashiro-sensei!\Let's Go!\Go where??\Let's just get out of here!\Okay! response:	Wait just a minute!
context: Scary.\Oh!\Mashiro-sensei!\Let's Go!\Go where??\Let's just get out of here!\Okay!\Wait just a minute! response:	I won't let you...
context: Oh!\Mashiro-sensei!\Let's Go!\Go where??\Let's just get out of here!\Okay!\Wait just a minute!\I won't let you... response:	Oh!
context: Mashiro-sensei!\Let's Go!\Go where??\Let's just get out of here!\Okay!\Wait just a minute!\I won't let you...\Oh! response:	Mashiro-sensei is super cool!
context: Let's Go!\Go where??\Let's just get out of here!\Okay!\Wait just a minute!\I won't let you...\Oh!\Mashiro-sensei is super cool! response:	Leave it to me!
context: Go where??\Let's just get out of here!\Okay!\Wait just a minute!\I won't let you...\Oh!\Mashiro-sensei is super cool!\Leave it to me! response:	I'll reject Miho-san,
context: Let's just get out of here!\Okay!\Wait just a minute!\I won't let you...\Oh!\Mashiro-sensei is super cool!\Leave it to me!\I'll reject Miho-san, response:	And I won't let anybody complain about it!
context: Okay!\Wait just a minute!\I won't let you...\Oh!\Mashiro-sensei is super cool!\Leave it to me!\I'll reject Miho-san,\And I won't let anybody complain about it! response:	Thank you Niizuma-san!
context: Wait just a minute!\I won't let you...\Oh!\Mashiro-sensei is super cool!\Leave it to me!\I'll reject Miho-san,\And I won't let anybody complain about it!\Thank you Niizuma-san! response:	Thank you!
context: I won't let you...\Oh!\Mashiro-sensei is super cool!\Leave it to me!\I'll reject Miho-san,\And I won't let anybody complain about it!\Thank you Niizuma-san!\Thank you! response:	Love wins again!
context: Oh!\Mashiro-sensei is super cool!\Leave it to me!\I'll reject Miho-san,\And I won't let anybody complain about it!\Thank you Niizuma-san!\Thank you!\Love wins again! response:	I did it.
context: Mashiro-sensei is super cool!\Leave it to me!\I'll reject Miho-san,\And I won't let anybody complain about it!\Thank you Niizuma-san!\Thank you!\Love wins again!\I did it. response:	I'm happy though.
context: Leave it to me!\I'll reject Miho-san,\And I won't let anybody complain about it!\Thank you Niizuma-san!\Thank you!\Love wins again!\I did it.\I'm happy though. response:	Even though I interfered with your work?
context: I'll reject Miho-san,\And I won't let anybody complain about it!\Thank you Niizuma-san!\Thank you!\Love wins again!\I did it.\I'm happy though.\Even though I interfered with your work? response:	I had gone there today to turn down the role.
context: And I won't let anybody complain about it!\Thank you Niizuma-san!\Thank you!\Love wins again!\I did it.\I'm happy though.\Even though I interfered with your work?\I had gone there today to turn down the role. response:	We both came to the same conclusion.
context: Thank you Niizuma-san!\Thank you!\Love wins again!\I did it.\I'm happy though.\Even though I interfered with your work?\I had gone there today to turn down the role.\We both came to the same conclusion. response:	We're still on the same page.
context: Thank you!\Love wins again!\I did it.\I'm happy though.\Even though I interfered with your work?\I had gone there today to turn down the role.\We both came to the same conclusion.\We're still on the same page. response:	And...
context: Love wins again!\I did it.\I'm happy though.\Even though I interfered with your work?\I had gone there today to turn down the role.\We both came to the same conclusion.\We're still on the same page.\And... response:	You held my hand.
context: I did it.\I'm happy though.\Even though I interfered with your work?\I had gone there today to turn down the role.\We both came to the same conclusion.\We're still on the same page.\And...\You held my hand. response:	I'm sorry! That...
context: I'm happy though.\Even though I interfered with your work?\I had gone there today to turn down the role.\We both came to the same conclusion.\We're still on the same page.\And...\You held my hand.\I'm sorry! That... response:	Sorry... I let go...
context: Even though I interfered with your work?\I had gone there today to turn down the role.\We both came to the same conclusion.\We're still on the same page.\And...\You held my hand.\I'm sorry! That...\Sorry... I let go... response:	I feel like I can rely on you today.
context: I had gone there today to turn down the role.\We both came to the same conclusion.\We're still on the same page.\And...\You held my hand.\I'm sorry! That...\Sorry... I let go...\I feel like I can rely on you today. response:	Can't you always?
context: We both came to the same conclusion.\We're still on the same page.\And...\You held my hand.\I'm sorry! That...\Sorry... I let go...\I feel like I can rely on you today.\Can't you always? response:	Well if it's not about manga you can be unreliable.
context: We're still on the same page.\And...\You held my hand.\I'm sorry! That...\Sorry... I let go...\I feel like I can rely on you today.\Can't you always?\Well if it's not about manga you can be unreliable. response:	And you're stubborn.
context: And...\You held my hand.\I'm sorry! That...\Sorry... I let go...\I feel like I can rely on you today.\Can't you always?\Well if it's not about manga you can be unreliable.\And you're stubborn. response:	So are you.
context: You held my hand.\I'm sorry! That...\Sorry... I let go...\I feel like I can rely on you today.\Can't you always?\Well if it's not about manga you can be unreliable.\And you're stubborn.\So are you. response:	We may be stubborn but we're even bad at that.
context: I'm sorry! That...\Sorry... I let go...\I feel like I can rely on you today.\Can't you always?\Well if it's not about manga you can be unreliable.\And you're stubborn.\So are you.\We may be stubborn but we're even bad at that. response:	How many times have we broken our promise to not see each other.
context: Sorry... I let go...\I feel like I can rely on you today.\Can't you always?\Well if it's not about manga you can be unreliable.\And you're stubborn.\So are you.\We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other. response:	It was an emergency.
context: I feel like I can rely on you today.\Can't you always?\Well if it's not about manga you can be unreliable.\And you're stubborn.\So are you.\We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other.\It was an emergency. response:	Are you disappointed?
context: Can't you always?\Well if it's not about manga you can be unreliable.\And you're stubborn.\So are you.\We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other.\It was an emergency.\Are you disappointed? response:	I'm very disappointed in you Mashiro-kun.
context: Well if it's not about manga you can be unreliable.\And you're stubborn.\So are you.\We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other.\It was an emergency.\Are you disappointed?\I'm very disappointed in you Mashiro-kun. response:	Yeah, I didn't want to hold hands until our dream came true.
context: And you're stubborn.\So are you.\We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other.\It was an emergency.\Are you disappointed?\I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true. response:	You really are the most stubborn guy I've ever met.
context: So are you.\We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other.\It was an emergency.\Are you disappointed?\I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met. response:	Unforgivable.
context: We may be stubborn but we're even bad at that.\How many times have we broken our promise to not see each other.\It was an emergency.\Are you disappointed?\I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met.\Unforgivable. response:	Miura-san,
context: How many times have we broken our promise to not see each other.\It was an emergency.\Are you disappointed?\I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met.\Unforgivable.\Miura-san, response:	I would like to meet with you after the audition.
context: It was an emergency.\Are you disappointed?\I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met.\Unforgivable.\Miura-san,\I would like to meet with you after the audition. response:	Understood?
context: Are you disappointed?\I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met.\Unforgivable.\Miura-san,\I would like to meet with you after the audition.\Understood? response:	Y-yes
context: I'm very disappointed in you Mashiro-kun.\Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met.\Unforgivable.\Miura-san,\I would like to meet with you after the audition.\Understood?\Y-yes response:	Quickly! Begin the auditions!
context: Yeah, I didn't want to hold hands until our dream came true.\You really are the most stubborn guy I've ever met.\Unforgivable.\Miura-san,\I would like to meet with you after the audition.\Understood?\Y-yes\Quickly! Begin the auditions! response:	From Shinjuku I need to take the Saikyo Line.
context: You really are the most stubborn guy I've ever met.\Unforgivable.\Miura-san,\I would like to meet with you after the audition.\Understood?\Y-yes\Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line. response:	And you take the Chuo Line right?
context: Unforgivable.\Miura-san,\I would like to meet with you after the audition.\Understood?\Y-yes\Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right? response:	Yeah.
context: Miura-san,\I would like to meet with you after the audition.\Understood?\Y-yes\Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right?\Yeah. response:	We've only had five minutes together.
context: I would like to meet with you after the audition.\Understood?\Y-yes\Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right?\Yeah.\We've only had five minutes together. response:	Can I go with you to Yakusa?
context: Understood?\Y-yes\Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right?\Yeah.\We've only had five minutes together.\Can I go with you to Yakusa? response:	B-but... I have to work on the manuscript when I bet back!
context: Y-yes\Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right?\Yeah.\We've only had five minutes together.\Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back! response:	I'll just ride with you to Yakusa.
context: Quickly! Begin the auditions!\From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right?\Yeah.\We've only had five minutes together.\Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa. response:	Then I'll go home.
context: From Shinjuku I need to take the Saikyo Line.\And you take the Chuo Line right?\Yeah.\We've only had five minutes together.\Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa.\Then I'll go home. response:	What is this...
context: And you take the Chuo Line right?\Yeah.\We've only had five minutes together.\Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa.\Then I'll go home.\What is this... response:	Azuki-san is so forward today...
context: Yeah.\We've only had five minutes together.\Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa.\Then I'll go home.\What is this...\Azuki-san is so forward today... response:	Is it because I held her hand?!
context: We've only had five minutes together.\Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa.\Then I'll go home.\What is this...\Azuki-san is so forward today...\Is it because I held her hand?! response:	Alright! Let's ride together to Yakusa!
context: Can I go with you to Yakusa?\B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa.\Then I'll go home.\What is this...\Azuki-san is so forward today...\Is it because I held her hand?!\Alright! Let's ride together to Yakusa! response:	You're really funny today Mashiro-kun.
context: B-but... I have to work on the manuscript when I bet back!\I'll just ride with you to Yakusa.\Then I'll go home.\What is this...\Azuki-san is so forward today...\Is it because I held her hand?!\Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun. response:	I-Is that so?
context: I'll just ride with you to Yakusa.\Then I'll go home.\What is this...\Azuki-san is so forward today...\Is it because I held her hand?!\Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun.\I-Is that so? response:	We're supposed to stay away from each other.
context: Then I'll go home.\What is this...\Azuki-san is so forward today...\Is it because I held her hand?!\Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun.\I-Is that so?\We're supposed to stay away from each other. response:	But this keeps happening.
context: What is this...\Azuki-san is so forward today...\Is it because I held her hand?!\Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun.\I-Is that so?\We're supposed to stay away from each other.\But this keeps happening. response:	Yeah, but I'm happy about it.
context: Azuki-san is so forward today...\Is it because I held her hand?!\Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun.\I-Is that so?\We're supposed to stay away from each other.\But this keeps happening.\Yeah, but I'm happy about it. response:	It's the next station.
context: Is it because I held her hand?!\Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun.\I-Is that so?\We're supposed to stay away from each other.\But this keeps happening.\Yeah, but I'm happy about it.\It's the next station. response:	We've been together for 40 minutes already.
context: Alright! Let's ride together to Yakusa!\You're really funny today Mashiro-kun.\I-Is that so?\We're supposed to stay away from each other.\But this keeps happening.\Yeah, but I'm happy about it.\It's the next station.\We've been together for 40 minutes already. response:	I was so happy... it all flew by so fast.
context: You're really funny today Mashiro-kun.\I-Is that so?\We're supposed to stay away from each other.\But this keeps happening.\Yeah, but I'm happy about it.\It's the next station.\We've been together for 40 minutes already.\I was so happy... it all flew by so fast. response:	Bye...
context: I-Is that so?\We're supposed to stay away from each other.\But this keeps happening.\Yeah, but I'm happy about it.\It's the next station.\We've been together for 40 minutes already.\I was so happy... it all flew by so fast.\Bye... response:	Mashiro-kun...
context: We're supposed to stay away from each other.\But this keeps happening.\Yeah, but I'm happy about it.\It's the next station.\We've been together for 40 minutes already.\I was so happy... it all flew by so fast.\Bye...\Mashiro-kun... response:	Next time we see each other...
context: But this keeps happening.\Yeah, but I'm happy about it.\It's the next station.\We've been together for 40 minutes already.\I was so happy... it all flew by so fast.\Bye...\Mashiro-kun...\Next time we see each other... response:	Let's kiss.
context: Yeah, but I'm happy about it.\It's the next station.\We've been together for 40 minutes already.\I was so happy... it all flew by so fast.\Bye...\Mashiro-kun...\Next time we see each other...\Let's kiss. response:	What are you saying Azuki!!
context: It's the next station.\We've been together for 40 minutes already.\I was so happy... it all flew by so fast.\Bye...\Mashiro-kun...\Next time we see each other...\Let's kiss.\What are you saying Azuki!! response:	Is this all because I held her hand?!
context: We've been together for 40 minutes already.\I was so happy... it all flew by so fast.\Bye...\Mashiro-kun...\Next time we see each other...\Let's kiss.\What are you saying Azuki!!\Is this all because I held her hand?! response:	But how does that lead to kissing?!
context: I was so happy... it all flew by so fast.\Bye...\Mashiro-kun...\Next time we see each other...\Let's kiss.\What are you saying Azuki!!\Is this all because I held her hand?!\But how does that lead to kissing?! response:	This isn't like her!
context: Bye...\Mashiro-kun...\Next time we see each other...\Let's kiss.\What are you saying Azuki!!\Is this all because I held her hand?!\But how does that lead to kissing?!\This isn't like her! response:	So let's not meet again.
