context: When winds blow, Chihaya-chan. response:	Chihaya-chan, when this poem was written 800 years ago,
context: It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye...\Megumu stopped providing vocal support.\Is her opponent that good?\The storm blasts...\I was a moment late.\I need to do better... I need to do better... response:	One millimeter...
context: Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye...\Megumu stopped providing vocal support.\Is her opponent that good?\The storm blasts...\I was a moment late.\I need to do better... I need to do better...\One millimeter... response:	One spot...
context: Youth... It brings a tear to my eye...\Megumu stopped providing vocal support.\Is her opponent that good?\The storm blasts...\I was a moment late.\I need to do better... I need to do better...\One millimeter...\One spot... response:	The green border...
context: Megumu stopped providing vocal support.\Is her opponent that good?\The storm blasts...\I was a moment late.\I need to do better... I need to do better...\One millimeter...\One spot...\The green border... response:	Feel sorrow wash...
context: Is her opponent that good?\The storm blasts...\I was a moment late.\I need to do better... I need to do better...\One millimeter...\One spot...\The green border...\Feel sorrow wash... response:	I don't remember her having such a fast motion.
context: The storm blasts...\I was a moment late.\I need to do better... I need to do better...\One millimeter...\One spot...\The green border...\Feel sorrow wash...\I don't remember her having such a fast motion. response:	Ousaka moved before she did, but she still took it.
context: I was a moment late.\I need to do better... I need to do better...\One millimeter...\One spot...\The green border...\Feel sorrow wash...\I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it. response:	That reminded me of...
context: I need to do better... I need to do better...\One millimeter...\One spot...\The green border...\Feel sorrow wash...\I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it.\That reminded me of... response:	Megumu-chan...
context: One millimeter...\One spot...\The green border...\Feel sorrow wash...\I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it.\That reminded me of...\Megumu-chan... response:	Megumu-chan is me.
context: One spot...\The green border...\Feel sorrow wash...\I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it.\That reminded me of...\Megumu-chan...\Megumu-chan is me. response:	Stop taking cards with your speed.
context: The green border...\Feel sorrow wash...\I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it.\That reminded me of...\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed. response:	She's who I'd be if someone hadn't taught me better.
context: Feel sorrow wash...\I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it.\That reminded me of...\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better. response:	though autumn is not mine alone
context: I don't remember her having such a fast motion.\Ousaka moved before she did, but she still took it.\That reminded me of...\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone response:	A night spent waiting...
context: Ousaka moved before she did, but she still took it.\That reminded me of...\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone\A night spent waiting... response:	The emotions experienced...
context: That reminded me of...\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone\A night spent waiting...\The emotions experienced... response:	She finally took three consecutive cards.
context: Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone\A night spent waiting...\The emotions experienced...\She finally took three consecutive cards. response:	There's nothing flashy about her swing,
context: Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone\A night spent waiting...\The emotions experienced...\She finally took three consecutive cards.\There's nothing flashy about her swing, response:	but it's accurate.
context: Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone\A night spent waiting...\The emotions experienced...\She finally took three consecutive cards.\There's nothing flashy about her swing,\but it's accurate. response:	My lead...
context: She's who I'd be if someone hadn't taught me better.\though autumn is not mine alone\A night spent waiting...\The emotions experienced...\She finally took three consecutive cards.\There's nothing flashy about her swing,\but it's accurate.\My lead... response:	My lead is almost gone!
context: though autumn is not mine alone\A night spent waiting...\The emotions experienced...\She finally took three consecutive cards.\There's nothing flashy about her swing,\but it's accurate.\My lead...\My lead is almost gone! response:	Okay!
context: A night spent waiting...\The emotions experienced...\She finally took three consecutive cards.\There's nothing flashy about her swing,\but it's accurate.\My lead...\My lead is almost gone!\Okay! response:	One card!
context: The emotions experienced...\She finally took three consecutive cards.\There's nothing flashy about her swing,\but it's accurate.\My lead...\My lead is almost gone!\Okay!\One card! response:	One card at a time!
context: She finally took three consecutive cards.\There's nothing flashy about her swing,\but it's accurate.\My lead...\My lead is almost gone!\Okay!\One card!\One card at a time! response:	I was too loud!
context: There's nothing flashy about her swing,\but it's accurate.\My lead...\My lead is almost gone!\Okay!\One card!\One card at a time!\I was too loud! response:	I'm not used to this kind of thing.
context: but it's accurate.\My lead...\My lead is almost gone!\Okay!\One card!\One card at a time!\I was too loud!\I'm not used to this kind of thing. response:	Yu-chan...
context: My lead...\My lead is almost gone!\Okay!\One card!\One card at a time!\I was too loud!\I'm not used to this kind of thing.\Yu-chan... response:	The sight of the lonely moon...
context: My lead is almost gone!\Okay!\One card!\One card at a time!\I was too loud!\I'm not used to this kind of thing.\Yu-chan...\The sight of the lonely moon... response:	She swung that hard on an empty card?
context: Okay!\One card!\One card at a time!\I was too loud!\I'm not used to this kind of thing.\Yu-chan...\The sight of the lonely moon...\She swung that hard on an empty card? response:	She might as well be a guy...
context: One card!\One card at a time!\I was too loud!\I'm not used to this kind of thing.\Yu-chan...\The sight of the lonely moon...\She swung that hard on an empty card?\She might as well be a guy... response:	Too manly!
context: One card at a time!\I was too loud!\I'm not used to this kind of thing.\Yu-chan...\The sight of the lonely moon...\She swung that hard on an empty card?\She might as well be a guy...\Too manly! response:	Megumu,
context: I was too loud!\I'm not used to this kind of thing.\Yu-chan...\The sight of the lonely moon...\She swung that hard on an empty card?\She might as well be a guy...\Too manly!\Megumu, response:	I don't know what you're thinking.
context: I'm not used to this kind of thing.\Yu-chan...\The sight of the lonely moon...\She swung that hard on an empty card?\She might as well be a guy...\Too manly!\Megumu,\I don't know what you're thinking. response:	It's possible that you don't care about becoming Queen,
context: Yu-chan...\The sight of the lonely moon...\She swung that hard on an empty card?\She might as well be a guy...\Too manly!\Megumu,\I don't know what you're thinking.\It's possible that you don't care about becoming Queen, response:	and you just wanted to have fun with everyone,
context: The sight of the lonely moon...\She swung that hard on an empty card?\She might as well be a guy...\Too manly!\Megumu,\I don't know what you're thinking.\It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone, response:	but...
context: She swung that hard on an empty card?\She might as well be a guy...\Too manly!\Megumu,\I don't know what you're thinking.\It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone,\but... response:	Megumu, I'll secure our first win,
context: She might as well be a guy...\Too manly!\Megumu,\I don't know what you're thinking.\It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone,\but...\Megumu, I'll secure our first win, response:	so you can take it easy.
context: Too manly!\Megumu,\I don't know what you're thinking.\It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone,\but...\Megumu, I'll secure our first win,\so you can take it easy. response:	I still don't know what Megumu is thinking.
context: Megumu,\I don't know what you're thinking.\It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone,\but...\Megumu, I'll secure our first win,\so you can take it easy.\I still don't know what Megumu is thinking. response:	Queen...
context: I don't know what you're thinking.\It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone,\but...\Megumu, I'll secure our first win,\so you can take it easy.\I still don't know what Megumu is thinking.\Queen... response:	Scary...
context: It's possible that you don't care about becoming Queen,\and you just wanted to have fun with everyone,\but...\Megumu, I'll secure our first win,\so you can take it easy.\I still don't know what Megumu is thinking.\Queen...\Scary... response:	Tough...
context: and you just wanted to have fun with everyone,\but...\Megumu, I'll secure our first win,\so you can take it easy.\I still don't know what Megumu is thinking.\Queen...\Scary...\Tough... response:	Bad...
context: but...\Megumu, I'll secure our first win,\so you can take it easy.\I still don't know what Megumu is thinking.\Queen...\Scary...\Tough...\Bad... response:	I'll be playing in the Queen match qualifier this year.
context: Megumu, I'll secure our first win,\so you can take it easy.\I still don't know what Megumu is thinking.\Queen...\Scary...\Tough...\Bad...\I'll be playing in the Queen match qualifier this year. response:	After all...
context: so you can take it easy.\I still don't know what Megumu is thinking.\Queen...\Scary...\Tough...\Bad...\I'll be playing in the Queen match qualifier this year.\After all... response:	After all, how can you not enjoy becoming stronger?
context: I still don't know what Megumu is thinking.\Queen...\Scary...\Tough...\Bad...\I'll be playing in the Queen match qualifier this year.\After all...\After all, how can you not enjoy becoming stronger? response:	Megumu-tan, you're a very gentle girl.
context: Queen...\Scary...\Tough...\Bad...\I'll be playing in the Queen match qualifier this year.\After all...\After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl. response:	You want to make everyone happy.
context: Scary...\Tough...\Bad...\I'll be playing in the Queen match qualifier this year.\After all...\After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl.\You want to make everyone happy. response:	You want to fulfill their expectations.
context: Tough...\Bad...\I'll be playing in the Queen match qualifier this year.\After all...\After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl.\You want to make everyone happy.\You want to fulfill their expectations. response:	We know that you're working hard for those reasons.
context: Bad...\I'll be playing in the Queen match qualifier this year.\After all...\After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl.\You want to make everyone happy.\You want to fulfill their expectations.\We know that you're working hard for those reasons. response:	But honestly,
context: I'll be playing in the Queen match qualifier this year.\After all...\After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl.\You want to make everyone happy.\You want to fulfill their expectations.\We know that you're working hard for those reasons.\But honestly, response:	we want to see you succumb to your own desires.
context: After all...\After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl.\You want to make everyone happy.\You want to fulfill their expectations.\We know that you're working hard for those reasons.\But honestly,\we want to see you succumb to your own desires. response:	As I wait...
context: After all, how can you not enjoy becoming stronger?\Megumu-tan, you're a very gentle girl.\You want to make everyone happy.\You want to fulfill their expectations.\We know that you're working hard for those reasons.\But honestly,\we want to see you succumb to your own desires.\As I wait... response:	We touched it at the same time!
context: Megumu-tan, you're a very gentle girl.\You want to make everyone happy.\You want to fulfill their expectations.\We know that you're working hard for those reasons.\But honestly,\we want to see you succumb to your own desires.\As I wait...\We touched it at the same time! response:	All right!
context: You want to make everyone happy.\You want to fulfill their expectations.\We know that you're working hard for those reasons.\But honestly,\we want to see you succumb to your own desires.\As I wait...\We touched it at the same time!\All right! response:	Trit-Trot
context: You want to fulfill their expectations.\We know that you're working hard for those reasons.\But honestly,\we want to see you succumb to your own desires.\As I wait...\We touched it at the same time!\All right!\Trit-Trot response:	That was mine...
context: We know that you're working hard for those reasons.\But honestly,\we want to see you succumb to your own desires.\As I wait...\We touched it at the same time!\All right!\Trit-Trot\That was mine... response:	It was mine.
context: But honestly,\we want to see you succumb to your own desires.\As I wait...\We touched it at the same time!\All right!\Trit-Trot\That was mine...\It was mine. response:	I won that card.
context: we want to see you succumb to your own desires.\As I wait...\We touched it at the same time!\All right!\Trit-Trot\That was mine...\It was mine.\I won that card. response:	Trit-Trot
context: As I wait...\We touched it at the same time!\All right!\Trit-Trot\That was mine...\It was mine.\I won that card.\Trit-Trot response:	But we touched it at the same time, and it was on my side...
context: We touched it at the same time!\All right!\Trit-Trot\That was mine...\It was mine.\I won that card.\Trit-Trot\But we touched it at the same time, and it was on my side... response:	I was faster.
context: All right!\Trit-Trot\That was mine...\It was mine.\I won that card.\Trit-Trot\But we touched it at the same time, and it was on my side...\I was faster. response:	I could tell.
context: Trit-Trot\That was mine...\It was mine.\I won that card.\Trit-Trot\But we touched it at the same time, and it was on my side...\I was faster.\I could tell. response:	What? But...
context: That was mine...\It was mine.\I won that card.\Trit-Trot\But we touched it at the same time, and it was on my side...\I was faster.\I could tell.\What? But... response:	No, I won that.
context: It was mine.\I won that card.\Trit-Trot\But we touched it at the same time, and it was on my side...\I was faster.\I could tell.\What? But...\No, I won that. response:	Megumu...
context: I won that card.\Trit-Trot\But we touched it at the same time, and it was on my side...\I was faster.\I could tell.\What? But...\No, I won that.\Megumu... response:	I was slightly faster!
context: Trit-Trot\But we touched it at the same time, and it was on my side...\I was faster.\I could tell.\What? But...\No, I won that.\Megumu...\I was slightly faster! response:	You can take it then.
context: But we touched it at the same time, and it was on my side...\I was faster.\I could tell.\What? But...\No, I won that.\Megumu...\I was slightly faster!\You can take it then. response:	She doesn't know how to contest a card, period!
context: I was faster.\I could tell.\What? But...\No, I won that.\Megumu...\I was slightly faster!\You can take it then.\She doesn't know how to contest a card, period! response:	I knew it
context: I could tell.\What? But...\No, I won that.\Megumu...\I was slightly faster!\You can take it then.\She doesn't know how to contest a card, period!\I knew it response:	Don't be ridiculous, Yu-chan.
context: What? But...\No, I won that.\Megumu...\I was slightly faster!\You can take it then.\She doesn't know how to contest a card, period!\I knew it\Don't be ridiculous, Yu-chan. response:	The leader of this team is me.
context: No, I won that.\Megumu...\I was slightly faster!\You can take it then.\She doesn't know how to contest a card, period!\I knew it\Don't be ridiculous, Yu-chan.\The leader of this team is me. response:	The person who can make everyone happy is me.
context: Megumu...\I was slightly faster!\You can take it then.\She doesn't know how to contest a card, period!\I knew it\Don't be ridiculous, Yu-chan.\The leader of this team is me.\The person who can make everyone happy is me. response:	The one who will challenge the Queen
context: I was slightly faster!\You can take it then.\She doesn't know how to contest a card, period!\I knew it\Don't be ridiculous, Yu-chan.\The leader of this team is me.\The person who can make everyone happy is me.\The one who will challenge the Queen response:	is me!
context: You can take it then.\She doesn't know how to contest a card, period!\I knew it\Don't be ridiculous, Yu-chan.\The leader of this team is me.\The person who can make everyone happy is me.\The one who will challenge the Queen\is me! response:	What?
context: She doesn't know how to contest a card, period!\I knew it\Don't be ridiculous, Yu-chan.\The leader of this team is me.\The person who can make everyone happy is me.\The one who will challenge the Queen\is me!\What? response:	What?
context: I knew it\Don't be ridiculous, Yu-chan.\The leader of this team is me.\The person who can make everyone happy is me.\The one who will challenge the Queen\is me!\What?\What? response:	I've never seen Megumu like this before...
context: Don't be ridiculous, Yu-chan.\The leader of this team is me.\The person who can make everyone happy is me.\The one who will challenge the Queen\is me!\What?\What?\I've never seen Megumu like this before... response:	I gave up the card she contested,
context: The leader of this team is me.\The person who can make everyone happy is me.\The one who will challenge the Queen\is me!\What?\What?\I've never seen Megumu like this before...\I gave up the card she contested, response:	but that makes up for the earlier one.
context: The person who can make everyone happy is me.\The one who will challenge the Queen\is me!\What?\What?\I've never seen Megumu like this before...\I gave up the card she contested,\but that makes up for the earlier one. response:	It's fine, Ayase.
context: The one who will challenge the Queen\is me!\What?\What?\I've never seen Megumu like this before...\I gave up the card she contested,\but that makes up for the earlier one.\It's fine, Ayase. response:	Just be your usual self.
context: is me!\What?\What?\I've never seen Megumu like this before...\I gave up the card she contested,\but that makes up for the earlier one.\It's fine, Ayase.\Just be your usual self. response:	Okay...
context: What?\What?\I've never seen Megumu like this before...\I gave up the card she contested,\but that makes up for the earlier one.\It's fine, Ayase.\Just be your usual self.\Okay... response:	Time to attack!
context: What?\I've never seen Megumu like this before...\I gave up the card she contested,\but that makes up for the earlier one.\It's fine, Ayase.\Just be your usual self.\Okay...\Time to attack! response:	Mizusawa!
context: I've never seen Megumu like this before...\I gave up the card she contested,\but that makes up for the earlier one.\It's fine, Ayase.\Just be your usual self.\Okay...\Time to attack!\Mizusawa! response:	Yeah!
context: I gave up the card she contested,\but that makes up for the earlier one.\It's fine, Ayase.\Just be your usual self.\Okay...\Time to attack!\Mizusawa!\Yeah! response:	Okay, one card!
context: but that makes up for the earlier one.\It's fine, Ayase.\Just be your usual self.\Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card! response:	One card!
context: It's fine, Ayase.\Just be your usual self.\Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card! response:	One card at a time!
context: Just be your usual self.\Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time! response:	Y-Yes!
context: Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes! response:	Everyone's watching our match.
context: Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes!\Everyone's watching our match. response:	The two teams are even.
context: Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes!\Everyone's watching our match.\The two teams are even. response:	The tension...
context: Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes!\Everyone's watching our match.\The two teams are even.\The tension... response:	The pressure between the two teams is clashing.
