context: Kiss! response:	Wha...
context: How was Mukaido?\She's good.\She was so full of energy it surprised me.\She said she'll come visit soon.\I see...\Want a tangerine?\Sure.\There's coffee jelly, too. response:	You were awake?
context: She's good.\She was so full of energy it surprised me.\She said she'll come visit soon.\I see...\Want a tangerine?\Sure.\There's coffee jelly, too.\You were awake? response:	Gramps remembered my favorite foods.
context: She was so full of energy it surprised me.\She said she'll come visit soon.\I see...\Want a tangerine?\Sure.\There's coffee jelly, too.\You were awake?\Gramps remembered my favorite foods. response:	It's so good.
context: She said she'll come visit soon.\I see...\Want a tangerine?\Sure.\There's coffee jelly, too.\You were awake?\Gramps remembered my favorite foods.\It's so good. response:	I might like it more than cream puffs.
context: I see...\Want a tangerine?\Sure.\There's coffee jelly, too.\You were awake?\Gramps remembered my favorite foods.\It's so good.\I might like it more than cream puffs. response:	Why cream puffs?
context: Want a tangerine?\Sure.\There's coffee jelly, too.\You were awake?\Gramps remembered my favorite foods.\It's so good.\I might like it more than cream puffs.\Why cream puffs? response:	Just because.
context: Sure.\There's coffee jelly, too.\You were awake?\Gramps remembered my favorite foods.\It's so good.\I might like it more than cream puffs.\Why cream puffs?\Just because. response:	Around the end of the month...
context: There's coffee jelly, too.\You were awake?\Gramps remembered my favorite foods.\It's so good.\I might like it more than cream puffs.\Why cream puffs?\Just because.\Around the end of the month... response:	I think I'm going back to the university.
context: You were awake?\Gramps remembered my favorite foods.\It's so good.\I might like it more than cream puffs.\Why cream puffs?\Just because.\Around the end of the month...\I think I'm going back to the university. response:	The university's telling the professor to hurry and put together our findings.
context: Gramps remembered my favorite foods.\It's so good.\I might like it more than cream puffs.\Why cream puffs?\Just because.\Around the end of the month...\I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings. response:	I see.
context: It's so good.\I might like it more than cream puffs.\Why cream puffs?\Just because.\Around the end of the month...\I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings.\I see. response:	When's that?
context: I might like it more than cream puffs.\Why cream puffs?\Just because.\Around the end of the month...\I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings.\I see.\When's that? response:	I just said the end of the month.
context: Why cream puffs?\Just because.\Around the end of the month...\I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings.\I see.\When's that?\I just said the end of the month. response:	What's wrong?
context: Just because.\Around the end of the month...\I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings.\I see.\When's that?\I just said the end of the month.\What's wrong? response:	I screwed up.
context: Around the end of the month...\I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings.\I see.\When's that?\I just said the end of the month.\What's wrong?\I screwed up. response:	When you eat something sweet first, it becomes sour.
context: I think I'm going back to the university.\The university's telling the professor to hurry and put together our findings.\I see.\When's that?\I just said the end of the month.\What's wrong?\I screwed up.\When you eat something sweet first, it becomes sour. response:	I'll send tangerines to your apartment.
context: The university's telling the professor to hurry and put together our findings.\I see.\When's that?\I just said the end of the month.\What's wrong?\I screwed up.\When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment. response:	Eat them with all the people in your lab.
context: I see.\When's that?\I just said the end of the month.\What's wrong?\I screwed up.\When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment.\Eat them with all the people in your lab. response:	Yeah.
context: When's that?\I just said the end of the month.\What's wrong?\I screwed up.\When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment.\Eat them with all the people in your lab.\Yeah. response:	It's not that far.
context: I just said the end of the month.\What's wrong?\I screwed up.\When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment.\Eat them with all the people in your lab.\Yeah.\It's not that far. response:	Yeah.
context: What's wrong?\I screwed up.\When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment.\Eat them with all the people in your lab.\Yeah.\It's not that far.\Yeah. response:	I'll come back as soon as I can.
context: I screwed up.\When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment.\Eat them with all the people in your lab.\Yeah.\It's not that far.\Yeah.\I'll come back as soon as I can. response:	Yeah.
context: When you eat something sweet first, it becomes sour.\I'll send tangerines to your apartment.\Eat them with all the people in your lab.\Yeah.\It's not that far.\Yeah.\I'll come back as soon as I can.\Yeah. response:	And I'll call.
context: I'll send tangerines to your apartment.\Eat them with all the people in your lab.\Yeah.\It's not that far.\Yeah.\I'll come back as soon as I can.\Yeah.\And I'll call. response:	Yeah.
context: Eat them with all the people in your lab.\Yeah.\It's not that far.\Yeah.\I'll come back as soon as I can.\Yeah.\And I'll call.\Yeah. response:	If I find something out, I'll contact you immediately.
context: Yeah.\It's not that far.\Yeah.\I'll come back as soon as I can.\Yeah.\And I'll call.\Yeah.\If I find something out, I'll contact you immediately. response:	What, Tsumugu? Are you lonely?
context: It's not that far.\Yeah.\I'll come back as soon as I can.\Yeah.\And I'll call.\Yeah.\If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely? response:	No, you are.
context: Yeah.\I'll come back as soon as I can.\Yeah.\And I'll call.\Yeah.\If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely?\No, you are. response:	Wh-What are you talking about?
context: I'll come back as soon as I can.\Yeah.\And I'll call.\Yeah.\If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely?\No, you are.\Wh-What are you talking about? response:	I'm busy too, you know.
context: Yeah.\And I'll call.\Yeah.\If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely?\No, you are.\Wh-What are you talking about?\I'm busy too, you know. response:	You okay?
context: And I'll call.\Yeah.\If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely?\No, you are.\Wh-What are you talking about?\I'm busy too, you know.\You okay? response:	I mean, everyone's back now
context: Yeah.\If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely?\No, you are.\Wh-What are you talking about?\I'm busy too, you know.\You okay?\I mean, everyone's back now response:	and I'll have to watch over Manaka.
context: If I find something out, I'll contact you immediately.\What, Tsumugu? Are you lonely?\No, you are.\Wh-What are you talking about?\I'm busy too, you know.\You okay?\I mean, everyone's back now\and I'll have to watch over Manaka. response:	I can't leave her alone.
context: What, Tsumugu? Are you lonely?\No, you are.\Wh-What are you talking about?\I'm busy too, you know.\You okay?\I mean, everyone's back now\and I'll have to watch over Manaka.\I can't leave her alone. response:	Manaka really hasn't...
context: No, you are.\Wh-What are you talking about?\I'm busy too, you know.\You okay?\I mean, everyone's back now\and I'll have to watch over Manaka.\I can't leave her alone.\Manaka really hasn't... response:	So you don't need to worry about trivial things.
context: Wh-What are you talking about?\I'm busy too, you know.\You okay?\I mean, everyone's back now\and I'll have to watch over Manaka.\I can't leave her alone.\Manaka really hasn't...\So you don't need to worry about trivial things. response:	Do your research at the university!
context: I'm busy too, you know.\You okay?\I mean, everyone's back now\and I'll have to watch over Manaka.\I can't leave her alone.\Manaka really hasn't...\So you don't need to worry about trivial things.\Do your research at the university! response:	You and Professor Mihashi are the only ones able to do this.
context: You okay?\I mean, everyone's back now\and I'll have to watch over Manaka.\I can't leave her alone.\Manaka really hasn't...\So you don't need to worry about trivial things.\Do your research at the university!\You and Professor Mihashi are the only ones able to do this. response:	There's still so much we don't know.
context: I mean, everyone's back now\and I'll have to watch over Manaka.\I can't leave her alone.\Manaka really hasn't...\So you don't need to worry about trivial things.\Do your research at the university!\You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know. response:	Even though Manaka woke up and Hikari and Kaname seem fine,
context: and I'll have to watch over Manaka.\I can't leave her alone.\Manaka really hasn't...\So you don't need to worry about trivial things.\Do your research at the university!\You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine, response:	there's so much we don't even understand.
context: I can't leave her alone.\Manaka really hasn't...\So you don't need to worry about trivial things.\Do your research at the university!\You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand. response:	Like what's going to happen in the sea or on the surface...
context: Manaka really hasn't...\So you don't need to worry about trivial things.\Do your research at the university!\You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand.\Like what's going to happen in the sea or on the surface... response:	the world's future, the weather, and the tide.
context: So you don't need to worry about trivial things.\Do your research at the university!\You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand.\Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide. response:	If only we could just ask Uroko-sama.
context: Do your research at the university!\You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand.\Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide.\If only we could just ask Uroko-sama. response:	Uroko-sama? Why?
context: You and Professor Mihashi are the only ones able to do this.\There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand.\Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide.\If only we could just ask Uroko-sama.\Uroko-sama? Why? response:	Because he seems to know everything about the sea.
context: There's still so much we don't know.\Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand.\Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide.\If only we could just ask Uroko-sama.\Uroko-sama? Why?\Because he seems to know everything about the sea. response:	You think so?
context: Even though Manaka woke up and Hikari and Kaname seem fine,\there's so much we don't even understand.\Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide.\If only we could just ask Uroko-sama.\Uroko-sama? Why?\Because he seems to know everything about the sea.\You think so? response:	I have a feeling he'd just say something random.
context: there's so much we don't even understand.\Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide.\If only we could just ask Uroko-sama.\Uroko-sama? Why?\Because he seems to know everything about the sea.\You think so?\I have a feeling he'd just say something random. response:	But he is the scale of the Sea God.
context: Like what's going to happen in the sea or on the surface...\the world's future, the weather, and the tide.\If only we could just ask Uroko-sama.\Uroko-sama? Why?\Because he seems to know everything about the sea.\You think so?\I have a feeling he'd just say something random.\But he is the scale of the Sea God. response:	Tentatively.
context: the world's future, the weather, and the tide.\If only we could just ask Uroko-sama.\Uroko-sama? Why?\Because he seems to know everything about the sea.\You think so?\I have a feeling he'd just say something random.\But he is the scale of the Sea God.\Tentatively. response:	So it's tentative.
context: If only we could just ask Uroko-sama.\Uroko-sama? Why?\Because he seems to know everything about the sea.\You think so?\I have a feeling he'd just say something random.\But he is the scale of the Sea God.\Tentatively.\So it's tentative. response:	I don't know if he'd say anything even if I saw him.
context: Uroko-sama? Why?\Because he seems to know everything about the sea.\You think so?\I have a feeling he'd just say something random.\But he is the scale of the Sea God.\Tentatively.\So it's tentative.\I don't know if he'd say anything even if I saw him. response:	He's always so contrary,
context: Because he seems to know everything about the sea.\You think so?\I have a feeling he'd just say something random.\But he is the scale of the Sea God.\Tentatively.\So it's tentative.\I don't know if he'd say anything even if I saw him.\He's always so contrary, response:	not to mention he's perverted.
context: You think so?\I have a feeling he'd just say something random.\But he is the scale of the Sea God.\Tentatively.\So it's tentative.\I don't know if he'd say anything even if I saw him.\He's always so contrary,\not to mention he's perverted. response:	Maybe we can bribe him.
context: I have a feeling he'd just say something random.\But he is the scale of the Sea God.\Tentatively.\So it's tentative.\I don't know if he'd say anything even if I saw him.\He's always so contrary,\not to mention he's perverted.\Maybe we can bribe him. response:	Bribe? You mean money?
context: But he is the scale of the Sea God.\Tentatively.\So it's tentative.\I don't know if he'd say anything even if I saw him.\He's always so contrary,\not to mention he's perverted.\Maybe we can bribe him.\Bribe? You mean money? response:	No... like porn mags.
context: Tentatively.\So it's tentative.\I don't know if he'd say anything even if I saw him.\He's always so contrary,\not to mention he's perverted.\Maybe we can bribe him.\Bribe? You mean money?\No... like porn mags. response:	What are you...
context: So it's tentative.\I don't know if he'd say anything even if I saw him.\He's always so contrary,\not to mention he's perverted.\Maybe we can bribe him.\Bribe? You mean money?\No... like porn mags.\What are you... response:	Actually, that might work.
context: I don't know if he'd say anything even if I saw him.\He's always so contrary,\not to mention he's perverted.\Maybe we can bribe him.\Bribe? You mean money?\No... like porn mags.\What are you...\Actually, that might work. response:	That might work really well, actually.
context: He's always so contrary,\not to mention he's perverted.\Maybe we can bribe him.\Bribe? You mean money?\No... like porn mags.\What are you...\Actually, that might work.\That might work really well, actually. response:	I knew it.
context: not to mention he's perverted.\Maybe we can bribe him.\Bribe? You mean money?\No... like porn mags.\What are you...\Actually, that might work.\That might work really well, actually.\I knew it. response:	Sorry I'm late.
context: Maybe we can bribe him.\Bribe? You mean money?\No... like porn mags.\What are you...\Actually, that might work.\That might work really well, actually.\I knew it.\Sorry I'm late. response:	Perfect timing.
context: Bribe? You mean money?\No... like porn mags.\What are you...\Actually, that might work.\That might work really well, actually.\I knew it.\Sorry I'm late.\Perfect timing. response:	Huh? Why?
context: No... like porn mags.\What are you...\Actually, that might work.\That might work really well, actually.\I knew it.\Sorry I'm late.\Perfect timing.\Huh? Why? response:	Well, I won't push you guys if you can't, but...
context: What are you...\Actually, that might work.\That might work really well, actually.\I knew it.\Sorry I'm late.\Perfect timing.\Huh? Why?\Well, I won't push you guys if you can't, but... response:	Dada, where's Dada?
context: Actually, that might work.\That might work really well, actually.\I knew it.\Sorry I'm late.\Perfect timing.\Huh? Why?\Well, I won't push you guys if you can't, but...\Dada, where's Dada? response:	All right, I'll spend the night.
context: That might work really well, actually.\I knew it.\Sorry I'm late.\Perfect timing.\Huh? Why?\Well, I won't push you guys if you can't, but...\Dada, where's Dada?\All right, I'll spend the night. response:	Hey, watch out.
context: I knew it.\Sorry I'm late.\Perfect timing.\Huh? Why?\Well, I won't push you guys if you can't, but...\Dada, where's Dada?\All right, I'll spend the night.\Hey, watch out. response:	Dada's going to be late at work tonight.
context: Sorry I'm late.\Perfect timing.\Huh? Why?\Well, I won't push you guys if you can't, but...\Dada, where's Dada?\All right, I'll spend the night.\Hey, watch out.\Dada's going to be late at work tonight. response:	Hey, you can't put the fish in all the sudden.
context: Perfect timing.\Huh? Why?\Well, I won't push you guys if you can't, but...\Dada, where's Dada?\All right, I'll spend the night.\Hey, watch out.\Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden. response:	What? It's fine.
context: Huh? Why?\Well, I won't push you guys if you can't, but...\Dada, where's Dada?\All right, I'll spend the night.\Hey, watch out.\Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden.\What? It's fine. response:	The flavor comes out that way.
context: Well, I won't push you guys if you can't, but...\Dada, where's Dada?\All right, I'll spend the night.\Hey, watch out.\Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden.\What? It's fine.\The flavor comes out that way. response:	What'd Tsumugu have to say?
context: Dada, where's Dada?\All right, I'll spend the night.\Hey, watch out.\Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden.\What? It's fine.\The flavor comes out that way.\What'd Tsumugu have to say? response:	Both of them can't make it.
context: All right, I'll spend the night.\Hey, watch out.\Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden.\What? It's fine.\The flavor comes out that way.\What'd Tsumugu have to say?\Both of them can't make it. response:	What?
context: Hey, watch out.\Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden.\What? It's fine.\The flavor comes out that way.\What'd Tsumugu have to say?\Both of them can't make it.\What? response:	That's too bad.
context: Dada's going to be late at work tonight.\Hey, you can't put the fish in all the sudden.\What? It's fine.\The flavor comes out that way.\What'd Tsumugu have to say?\Both of them can't make it.\What?\That's too bad. response:	Why?
context: Hey, you can't put the fish in all the sudden.\What? It's fine.\The flavor comes out that way.\What'd Tsumugu have to say?\Both of them can't make it.\What?\That's too bad.\Why? response:	Crab!
context: What? It's fine.\The flavor comes out that way.\What'd Tsumugu have to say?\Both of them can't make it.\What?\That's too bad.\Why?\Crab! response:	Hey, no touching the crab. It'll be an owie.
context: The flavor comes out that way.\What'd Tsumugu have to say?\Both of them can't make it.\What?\That's too bad.\Why?\Crab!\Hey, no touching the crab. It'll be an owie. response:	Something with Tsumugu's grandfather. They apologized.
context: What'd Tsumugu have to say?\Both of them can't make it.\What?\That's too bad.\Why?\Crab!\Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized. response:	Chii-chan must be busy.
context: Both of them can't make it.\What?\That's too bad.\Why?\Crab!\Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy. response:	Tsumugu, too.
context: What?\That's too bad.\Why?\Crab!\Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy.\Tsumugu, too. response:	Both of them are actually studying.
context: That's too bad.\Why?\Crab!\Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy.\Tsumugu, too.\Both of them are actually studying. response:	What do you mean by actually?
context: Why?\Crab!\Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy.\Tsumugu, too.\Both of them are actually studying.\What do you mean by actually? response:	You're making it sound like I
context: Crab!\Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy.\Tsumugu, too.\Both of them are actually studying.\What do you mean by actually?\You're making it sound like I response:	You're not studying at all.
context: Hey, no touching the crab. It'll be an owie.\Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy.\Tsumugu, too.\Both of them are actually studying.\What do you mean by actually?\You're making it sound like I\You're not studying at all. response:	It'll be time for entrance exams in no time.
context: Something with Tsumugu's grandfather. They apologized.\Chii-chan must be busy.\Tsumugu, too.\Both of them are actually studying.\What do you mean by actually?\You're making it sound like I\You're not studying at all.\It'll be time for entrance exams in no time. response:	Dang, I think I'll go hibernate again.
context: Chii-chan must be busy.\Tsumugu, too.\Both of them are actually studying.\What do you mean by actually?\You're making it sound like I\You're not studying at all.\It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again. response:	Don't be stupid.
context: Tsumugu, too.\Both of them are actually studying.\What do you mean by actually?\You're making it sound like I\You're not studying at all.\It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again.\Don't be stupid. response:	Sayu-chan, help Hikari with his studying, will you?
context: Both of them are actually studying.\What do you mean by actually?\You're making it sound like I\You're not studying at all.\It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again.\Don't be stupid.\Sayu-chan, help Hikari with his studying, will you? response:	You're the smartest in class, right?
context: What do you mean by actually?\You're making it sound like I\You're not studying at all.\It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again.\Don't be stupid.\Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right? response:	Oh... sometimes...
context: You're making it sound like I\You're not studying at all.\It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again.\Don't be stupid.\Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right?\Oh... sometimes... response:	It's not sometimes, it's all the time.
context: You're not studying at all.\It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again.\Don't be stupid.\Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right?\Oh... sometimes...\It's not sometimes, it's all the time. response:	That's amazing.
context: It'll be time for entrance exams in no time.\Dang, I think I'll go hibernate again.\Don't be stupid.\Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right?\Oh... sometimes...\It's not sometimes, it's all the time.\That's amazing. response:	Not really...
context: Dang, I think I'll go hibernate again.\Don't be stupid.\Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right?\Oh... sometimes...\It's not sometimes, it's all the time.\That's amazing.\Not really... response:	Everyone's applying for Hama High School, right?
context: Don't be stupid.\Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right?\Oh... sometimes...\It's not sometimes, it's all the time.\That's amazing.\Not really...\Everyone's applying for Hama High School, right? response:	Well, Shishio doesn't have a high school.
context: Sayu-chan, help Hikari with his studying, will you?\You're the smartest in class, right?\Oh... sometimes...\It's not sometimes, it's all the time.\That's amazing.\Not really...\Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school. response:	But I'm fine with how things are now.
context: You're the smartest in class, right?\Oh... sometimes...\It's not sometimes, it's all the time.\That's amazing.\Not really...\Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school.\But I'm fine with how things are now. response:	Here's some crab.
context: Oh... sometimes...\It's not sometimes, it's all the time.\That's amazing.\Not really...\Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school.\But I'm fine with how things are now.\Here's some crab. response:	Make sure you blow on it before eating it.
context: It's not sometimes, it's all the time.\That's amazing.\Not really...\Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school.\But I'm fine with how things are now.\Here's some crab.\Make sure you blow on it before eating it. response:	Akira!
context: That's amazing.\Not really...\Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school.\But I'm fine with how things are now.\Here's some crab.\Make sure you blow on it before eating it.\Akira! response:	Is it still hot here?
context: Not really...\Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school.\But I'm fine with how things are now.\Here's some crab.\Make sure you blow on it before eating it.\Akira!\Is it still hot here? response:	Nope.
context: Everyone's applying for Hama High School, right?\Well, Shishio doesn't have a high school.\But I'm fine with how things are now.\Here's some crab.\Make sure you blow on it before eating it.\Akira!\Is it still hot here?\Nope. response:	Are you okay? It doesn't hurt?
context: Well, Shishio doesn't have a high school.\But I'm fine with how things are now.\Here's some crab.\Make sure you blow on it before eating it.\Akira!\Is it still hot here?\Nope.\Are you okay? It doesn't hurt? response:	Nope. It's cold.
context: But I'm fine with how things are now.\Here's some crab.\Make sure you blow on it before eating it.\Akira!\Is it still hot here?\Nope.\Are you okay? It doesn't hurt?\Nope. It's cold. response:	Sorry for the commotion.
context: Here's some crab.\Make sure you blow on it before eating it.\Akira!\Is it still hot here?\Nope.\Are you okay? It doesn't hurt?\Nope. It's cold.\Sorry for the commotion. response:	Could it be that the Sea God is angry?
context: Make sure you blow on it before eating it.\Akira!\Is it still hot here?\Nope.\Are you okay? It doesn't hurt?\Nope. It's cold.\Sorry for the commotion.\Could it be that the Sea God is angry? response:	Manaka!
context: Akira!\Is it still hot here?\Nope.\Are you okay? It doesn't hurt?\Nope. It's cold.\Sorry for the commotion.\Could it be that the Sea God is angry?\Manaka! response:	Come here a sec.
context: Is it still hot here?\Nope.\Are you okay? It doesn't hurt?\Nope. It's cold.\Sorry for the commotion.\Could it be that the Sea God is angry?\Manaka!\Come here a sec. response:	Huh? Huh?
context: Nope.\Are you okay? It doesn't hurt?\Nope. It's cold.\Sorry for the commotion.\Could it be that the Sea God is angry?\Manaka!\Come here a sec.\Huh? Huh? response:	Just come here.
context: Are you okay? It doesn't hurt?\Nope. It's cold.\Sorry for the commotion.\Could it be that the Sea God is angry?\Manaka!\Come here a sec.\Huh? Huh?\Just come here. response:	Hii-kun?
context: Nope. It's cold.\Sorry for the commotion.\Could it be that the Sea God is angry?\Manaka!\Come here a sec.\Huh? Huh?\Just come here.\Hii-kun? response:	Hii-kun? Hii-kun, what's wrong?
context: Sorry for the commotion.\Could it be that the Sea God is angry?\Manaka!\Come here a sec.\Huh? Huh?\Just come here.\Hii-kun?\Hii-kun? Hii-kun, what's wrong? response:	Are you mad?
context: Could it be that the Sea God is angry?\Manaka!\Come here a sec.\Huh? Huh?\Just come here.\Hii-kun?\Hii-kun? Hii-kun, what's wrong?\Are you mad? response:	The thing you said you'd tell me after the Ofunehiki...
context: Manaka!\Come here a sec.\Huh? Huh?\Just come here.\Hii-kun?\Hii-kun? Hii-kun, what's wrong?\Are you mad?\The thing you said you'd tell me after the Ofunehiki... response:	The Ofunehiki...
context: Come here a sec.\Huh? Huh?\Just come here.\Hii-kun?\Hii-kun? Hii-kun, what's wrong?\Are you mad?\The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki... response:	After it's done, I'll tell you.
context: Huh? Huh?\Just come here.\Hii-kun?\Hii-kun? Hii-kun, what's wrong?\Are you mad?\The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki...\After it's done, I'll tell you. response:	I'll hear it now.
context: Just come here.\Hii-kun?\Hii-kun? Hii-kun, what's wrong?\Are you mad?\The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki...\After it's done, I'll tell you.\I'll hear it now. response:	What did you want to say?
context: Hii-kun?\Hii-kun? Hii-kun, what's wrong?\Are you mad?\The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki...\After it's done, I'll tell you.\I'll hear it now.\What did you want to say? response:	Don't make that scary face.
context: Hii-kun? Hii-kun, what's wrong?\Are you mad?\The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki...\After it's done, I'll tell you.\I'll hear it now.\What did you want to say?\Don't make that scary face. response:	Is it about Tsumugu?
context: Are you mad?\The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki...\After it's done, I'll tell you.\I'll hear it now.\What did you want to say?\Don't make that scary face.\Is it about Tsumugu? response:	Huh?
context: The thing you said you'd tell me after the Ofunehiki...\The Ofunehiki...\After it's done, I'll tell you.\I'll hear it now.\What did you want to say?\Don't make that scary face.\Is it about Tsumugu?\Huh? response:	Isn't it about Tsumugu?
context: The Ofunehiki...\After it's done, I'll tell you.\I'll hear it now.\What did you want to say?\Don't make that scary face.\Is it about Tsumugu?\Huh?\Isn't it about Tsumugu? response:	What are you talking about?
context: After it's done, I'll tell you.\I'll hear it now.\What did you want to say?\Don't make that scary face.\Is it about Tsumugu?\Huh?\Isn't it about Tsumugu?\What are you talking about? response:	Hii-kun?
context: I'll hear it now.\What did you want to say?\Don't make that scary face.\Is it about Tsumugu?\Huh?\Isn't it about Tsumugu?\What are you talking about?\Hii-kun? response:	Good morning.
context: What did you want to say?\Don't make that scary face.\Is it about Tsumugu?\Huh?\Isn't it about Tsumugu?\What are you talking about?\Hii-kun?\Good morning. response:	Huh? Oh...
context: Don't make that scary face.\Is it about Tsumugu?\Huh?\Isn't it about Tsumugu?\What are you talking about?\Hii-kun?\Good morning.\Huh? Oh... response:	You're here early, Tsumugu-kun.
context: Is it about Tsumugu?\Huh?\Isn't it about Tsumugu?\What are you talking about?\Hii-kun?\Good morning.\Huh? Oh...\You're here early, Tsumugu-kun. response:	Is Mukaido here?
context: Huh?\Isn't it about Tsumugu?\What are you talking about?\Hii-kun?\Good morning.\Huh? Oh...\You're here early, Tsumugu-kun.\Is Mukaido here? response:	Good morning.
context: Isn't it about Tsumugu?\What are you talking about?\Hii-kun?\Good morning.\Huh? Oh...\You're here early, Tsumugu-kun.\Is Mukaido here?\Good morning. response:	Everyone's up early.
context: What are you talking about?\Hii-kun?\Good morning.\Huh? Oh...\You're here early, Tsumugu-kun.\Is Mukaido here?\Good morning.\Everyone's up early. response:	Huh?
context: Hii-kun?\Good morning.\Huh? Oh...\You're here early, Tsumugu-kun.\Is Mukaido here?\Good morning.\Everyone's up early.\Huh? response:	Tsumugu, what's wrong?
context: Good morning.\Huh? Oh...\You're here early, Tsumugu-kun.\Is Mukaido here?\Good morning.\Everyone's up early.\Huh?\Tsumugu, what's wrong? response:	Fishy!
context: Huh? Oh...\You're here early, Tsumugu-kun.\Is Mukaido here?\Good morning.\Everyone's up early.\Huh?\Tsumugu, what's wrong?\Fishy! response:	Tsumugu-kun, that's...
context: You're here early, Tsumugu-kun.\Is Mukaido here?\Good morning.\Everyone's up early.\Huh?\Tsumugu, what's wrong?\Fishy!\Tsumugu-kun, that's... response:	I was cursed by Uroko-sama.
context: Is Mukaido here?\Good morning.\Everyone's up early.\Huh?\Tsumugu, what's wrong?\Fishy!\Tsumugu-kun, that's...\I was cursed by Uroko-sama. response:	Cursed?
