context: That was pretty good, Hinata. response:	You bastard!
context: That toss again.\And this time from the back of the court!\It wasn't... luck?\And Dateko calls a time out.\Karasuno's 10 is amazing.\Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that? response:	We certainly didn't, at first.
context: And this time from the back of the court!\It wasn't... luck?\And Dateko calls a time out.\Karasuno's 10 is amazing.\Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that?\We certainly didn't, at first. response:	Karasuno Dateko
context: It wasn't... luck?\And Dateko calls a time out.\Karasuno's 10 is amazing.\Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that?\We certainly didn't, at first.\Karasuno Dateko response:	If those quicks are intentional, our read block will be too slow.
context: And Dateko calls a time out.\Karasuno's 10 is amazing.\Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that?\We certainly didn't, at first.\Karasuno Dateko\If those quicks are intentional, our read block will be too slow. response:	And yet, if we abandon that, they'll start pummeling us.
context: Karasuno's 10 is amazing.\Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that?\We certainly didn't, at first.\Karasuno Dateko\If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us. response:	When 10 might be about to spike, mark him instead of the toss.
context: Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that?\We certainly didn't, at first.\Karasuno Dateko\If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss. response:	Jump when you can anticipate the toss's trajectory.
context: The setter is the amazing one, for getting his toss perfectly to the spiker.\Who would expect a incredible technique like that?\We certainly didn't, at first.\Karasuno Dateko\If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory. response:	But it's also possible those spikes were just lucky.
context: Who would expect a incredible technique like that?\We certainly didn't, at first.\Karasuno Dateko\If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky. response:	Remain calm, and be ready for anything.
context: We certainly didn't, at first.\Karasuno Dateko\If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything. response:	Yes.
context: Karasuno Dateko\If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything.\Yes. response:	I've never seen a quick like that, ever.
context: If those quicks are intentional, our read block will be too slow.\And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything.\Yes.\I've never seen a quick like that, ever. response:	I wonder if 10 is the only guy who can do it?
context: And yet, if we abandon that, they'll start pummeling us.\When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything.\Yes.\I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it? response:	If that wasn't by luck, then he's a monster.
context: When 10 might be about to spike, mark him instead of the toss.\Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything.\Yes.\I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster. response:	Sure, those quicks were jaw-dropping,
context: Jump when you can anticipate the toss's trajectory.\But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything.\Yes.\I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping, response:	but their ordinary quicks are nothing to sneeze at.
context: But it's also possible those spikes were just lucky.\Remain calm, and be ready for anything.\Yes.\I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at. response:	Anyway, all we have to do is stop 10.
context: Remain calm, and be ready for anything.\Yes.\I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10. response:	You're taking the matter too lightly.
context: Yes.\I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10.\You're taking the matter too lightly. response:	Better than being too serious. That's never popular with girls.
context: I've never seen a quick like that, ever.\I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10.\You're taking the matter too lightly.\Better than being too serious. That's never popular with girls. response:	What did you say?
context: I wonder if 10 is the only guy who can do it?\If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10.\You're taking the matter too lightly.\Better than being too serious. That's never popular with girls.\What did you say? response:	Stop them, Aone.
context: If that wasn't by luck, then he's a monster.\Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10.\You're taking the matter too lightly.\Better than being too serious. That's never popular with girls.\What did you say?\Stop them, Aone. response:	You bastard.
context: Sure, those quicks were jaw-dropping,\but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10.\You're taking the matter too lightly.\Better than being too serious. That's never popular with girls.\What did you say?\Stop them, Aone.\You bastard. response:	But then again, all they have to do is stop 10.
context: but their ordinary quicks are nothing to sneeze at.\Anyway, all we have to do is stop 10.\You're taking the matter too lightly.\Better than being too serious. That's never popular with girls.\What did you say?\Stop them, Aone.\You bastard.\But then again, all they have to do is stop 10. response:	10's the only guy drawing attention.
context: Anyway, all we have to do is stop 10.\You're taking the matter too lightly.\Better than being too serious. That's never popular with girls.\What did you say?\Stop them, Aone.\You bastard.\But then again, all they have to do is stop 10.\10's the only guy drawing attention. response:	Against the others, Dateko's blockers are definitely winning.
context: You're taking the matter too lightly.\Better than being too serious. That's never popular with girls.\What did you say?\Stop them, Aone.\You bastard.\But then again, all they have to do is stop 10.\10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning. response:	For sure.
context: Better than being too serious. That's never popular with girls.\What did you say?\Stop them, Aone.\You bastard.\But then again, all they have to do is stop 10.\10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning.\For sure. response:	Stop that 10, no matter what.
context: What did you say?\Stop them, Aone.\You bastard.\But then again, all they have to do is stop 10.\10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning.\For sure.\Stop that 10, no matter what. response:	Yeah.
context: Stop them, Aone.\You bastard.\But then again, all they have to do is stop 10.\10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning.\For sure.\Stop that 10, no matter what.\Yeah. response:	We must stop 10...
context: You bastard.\But then again, all they have to do is stop 10.\10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning.\For sure.\Stop that 10, no matter what.\Yeah.\We must stop 10... response:	That 10...
context: But then again, all they have to do is stop 10.\10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning.\For sure.\Stop that 10, no matter what.\Yeah.\We must stop 10...\That 10... response:	That 10...
context: 10's the only guy drawing attention.\Against the others, Dateko's blockers are definitely winning.\For sure.\Stop that 10, no matter what.\Yeah.\We must stop 10...\That 10...\That 10... response:	Iron Wall of Date
context: Against the others, Dateko's blockers are definitely winning.\For sure.\Stop that 10, no matter what.\Yeah.\We must stop 10...\That 10...\That 10...\Iron Wall of Date response:	That 10...
context: For sure.\Stop that 10, no matter what.\Yeah.\We must stop 10...\That 10...\That 10...\Iron Wall of Date\That 10... response:	That 10...
context: Stop that 10, no matter what.\Yeah.\We must stop 10...\That 10...\That 10...\Iron Wall of Date\That 10...\That 10... response:	That little 10 gets a big reaction.
context: Yeah.\We must stop 10...\That 10...\That 10...\Iron Wall of Date\That 10...\That 10...\That little 10 gets a big reaction. response:	The bigger, the better.
context: We must stop 10...\That 10...\That 10...\Iron Wall of Date\That 10...\That 10...\That little 10 gets a big reaction.\The bigger, the better. response:	Bring it!
context: That 10...\That 10...\Iron Wall of Date\That 10...\That 10...\That little 10 gets a big reaction.\The bigger, the better.\Bring it! response:	The more Hinata shines,
context: That 10...\Iron Wall of Date\That 10...\That 10...\That little 10 gets a big reaction.\The bigger, the better.\Bring it!\The more Hinata shines, response:	the more the blockers are blinded.
context: Iron Wall of Date\That 10...\That 10...\That little 10 gets a big reaction.\The bigger, the better.\Bring it!\The more Hinata shines,\the more the blockers are blinded. response:	We're late! What if we missed the match?
context: That 10...\That 10...\That little 10 gets a big reaction.\The bigger, the better.\Bring it!\The more Hinata shines,\the more the blockers are blinded.\We're late! What if we missed the match? response:	Who knew it would be so packed?
context: That 10...\That little 10 gets a big reaction.\The bigger, the better.\Bring it!\The more Hinata shines,\the more the blockers are blinded.\We're late! What if we missed the match?\Who knew it would be so packed? response:	Hurry, hurry.
context: That little 10 gets a big reaction.\The bigger, the better.\Bring it!\The more Hinata shines,\the more the blockers are blinded.\We're late! What if we missed the match?\Who knew it would be so packed?\Hurry, hurry. response:	Huh?
context: The bigger, the better.\Bring it!\The more Hinata shines,\the more the blockers are blinded.\We're late! What if we missed the match?\Who knew it would be so packed?\Hurry, hurry.\Huh? response:	Oh, good. The boys' second match is still on.
context: Bring it!\The more Hinata shines,\the more the blockers are blinded.\We're late! What if we missed the match?\Who knew it would be so packed?\Hurry, hurry.\Huh?\Oh, good. The boys' second match is still on. response:	Awesome! They're beating Dateko.
context: The more Hinata shines,\the more the blockers are blinded.\We're late! What if we missed the match?\Who knew it would be so packed?\Hurry, hurry.\Huh?\Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko. response:	Bring it on.
context: the more the blockers are blinded.\We're late! What if we missed the match?\Who knew it would be so packed?\Hurry, hurry.\Huh?\Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko.\Bring it on. response:	Damn, that was fast.
context: We're late! What if we missed the match?\Who knew it would be so packed?\Hurry, hurry.\Huh?\Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko.\Bring it on.\Damn, that was fast. response:	Tough break, huh, Aone?
context: Who knew it would be so packed?\Hurry, hurry.\Huh?\Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko.\Bring it on.\Damn, that was fast.\Tough break, huh, Aone? response:	What was that?
context: Hurry, hurry.\Huh?\Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko.\Bring it on.\Damn, that was fast.\Tough break, huh, Aone?\What was that? response:	A quick?
context: Huh?\Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko.\Bring it on.\Damn, that was fast.\Tough break, huh, Aone?\What was that?\A quick? response:	He's a first-year, isn't he?
context: Oh, good. The boys' second match is still on.\Awesome! They're beating Dateko.\Bring it on.\Damn, that was fast.\Tough break, huh, Aone?\What was that?\A quick?\He's a first-year, isn't he? response:	Wasn't that little boy's jump amazing?
context: Awesome! They're beating Dateko.\Bring it on.\Damn, that was fast.\Tough break, huh, Aone?\What was that?\A quick?\He's a first-year, isn't he?\Wasn't that little boy's jump amazing? response:	What are you smirking about?
context: Bring it on.\Damn, that was fast.\Tough break, huh, Aone?\What was that?\A quick?\He's a first-year, isn't he?\Wasn't that little boy's jump amazing?\What are you smirking about? response:	Good job, Hinata.
context: Damn, that was fast.\Tough break, huh, Aone?\What was that?\A quick?\He's a first-year, isn't he?\Wasn't that little boy's jump amazing?\What are you smirking about?\Good job, Hinata. response:	Oh?
context: Tough break, huh, Aone?\What was that?\A quick?\He's a first-year, isn't he?\Wasn't that little boy's jump amazing?\What are you smirking about?\Good job, Hinata.\Oh? response:	Way to go. Give us another one.
context: What was that?\A quick?\He's a first-year, isn't he?\Wasn't that little boy's jump amazing?\What are you smirking about?\Good job, Hinata.\Oh?\Way to go. Give us another one. response:	Nice serve, one more!
context: A quick?\He's a first-year, isn't he?\Wasn't that little boy's jump amazing?\What are you smirking about?\Good job, Hinata.\Oh?\Way to go. Give us another one.\Nice serve, one more! response:	Sugawara is on the bench...
context: He's a first-year, isn't he?\Wasn't that little boy's jump amazing?\What are you smirking about?\Good job, Hinata.\Oh?\Way to go. Give us another one.\Nice serve, one more!\Sugawara is on the bench... response:	Nishinoya.
context: Wasn't that little boy's jump amazing?\What are you smirking about?\Good job, Hinata.\Oh?\Way to go. Give us another one.\Nice serve, one more!\Sugawara is on the bench...\Nishinoya. response:	Send me the toss.
context: What are you smirking about?\Good job, Hinata.\Oh?\Way to go. Give us another one.\Nice serve, one more!\Sugawara is on the bench...\Nishinoya.\Send me the toss. response:	A two-way attack.
context: Good job, Hinata.\Oh?\Way to go. Give us another one.\Nice serve, one more!\Sugawara is on the bench...\Nishinoya.\Send me the toss.\A two-way attack. response:	Who's gonna spike?
context: Oh?\Way to go. Give us another one.\Nice serve, one more!\Sugawara is on the bench...\Nishinoya.\Send me the toss.\A two-way attack.\Who's gonna spike? response:	He's gonna jump.
context: Way to go. Give us another one.\Nice serve, one more!\Sugawara is on the bench...\Nishinoya.\Send me the toss.\A two-way attack.\Who's gonna spike?\He's gonna jump. response:	He didn't jump?
context: Nice serve, one more!\Sugawara is on the bench...\Nishinoya.\Send me the toss.\A two-way attack.\Who's gonna spike?\He's gonna jump.\He didn't jump? response:	That was an ordinary quick.
context: Sugawara is on the bench...\Nishinoya.\Send me the toss.\A two-way attack.\Who's gonna spike?\He's gonna jump.\He didn't jump?\That was an ordinary quick. response:	They can change the speed of their tosses?
context: Nishinoya.\Send me the toss.\A two-way attack.\Who's gonna spike?\He's gonna jump.\He didn't jump?\That was an ordinary quick.\They can change the speed of their tosses? response:	Well, we actually have some rather interesting first-years...
context: Send me the toss.\A two-way attack.\Who's gonna spike?\He's gonna jump.\He didn't jump?\That was an ordinary quick.\They can change the speed of their tosses?\Well, we actually have some rather interesting first-years... response:	If those guys start playing their part,
context: A two-way attack.\Who's gonna spike?\He's gonna jump.\He didn't jump?\That was an ordinary quick.\They can change the speed of their tosses?\Well, we actually have some rather interesting first-years...\If those guys start playing their part, response:	I feel Karasuno is going to improve explosively.
context: Who's gonna spike?\He's gonna jump.\He didn't jump?\That was an ordinary quick.\They can change the speed of their tosses?\Well, we actually have some rather interesting first-years...\If those guys start playing their part,\I feel Karasuno is going to improve explosively. response:	That's what I think.
context: He's gonna jump.\He didn't jump?\That was an ordinary quick.\They can change the speed of their tosses?\Well, we actually have some rather interesting first-years...\If those guys start playing their part,\I feel Karasuno is going to improve explosively.\That's what I think. response:	Amazing.
context: He didn't jump?\That was an ordinary quick.\They can change the speed of their tosses?\Well, we actually have some rather interesting first-years...\If those guys start playing their part,\I feel Karasuno is going to improve explosively.\That's what I think.\Amazing. response:	Damn, what's with that 10?
context: That was an ordinary quick.\They can change the speed of their tosses?\Well, we actually have some rather interesting first-years...\If those guys start playing their part,\I feel Karasuno is going to improve explosively.\That's what I think.\Amazing.\Damn, what's with that 10? response:	Hey, hey, hey.
context: They can change the speed of their tosses?\Well, we actually have some rather interesting first-years...\If those guys start playing their part,\I feel Karasuno is going to improve explosively.\That's what I think.\Amazing.\Damn, what's with that 10?\Hey, hey, hey. response:	Don't get overwhelmed.
context: Well, we actually have some rather interesting first-years...\If those guys start playing their part,\I feel Karasuno is going to improve explosively.\That's what I think.\Amazing.\Damn, what's with that 10?\Hey, hey, hey.\Don't get overwhelmed. response:	Our attacks are scoring, too.
context: If those guys start playing their part,\I feel Karasuno is going to improve explosively.\That's what I think.\Amazing.\Damn, what's with that 10?\Hey, hey, hey.\Don't get overwhelmed.\Our attacks are scoring, too. response:	Sure, that 10's a shocker,
context: I feel Karasuno is going to improve explosively.\That's what I think.\Amazing.\Damn, what's with that 10?\Hey, hey, hey.\Don't get overwhelmed.\Our attacks are scoring, too.\Sure, that 10's a shocker, response:	but you've ground all kinds of spikers into the dust!
context: That's what I think.\Amazing.\Damn, what's with that 10?\Hey, hey, hey.\Don't get overwhelmed.\Our attacks are scoring, too.\Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust! response:	Even Karasuno's ace!
context: Amazing.\Damn, what's with that 10?\Hey, hey, hey.\Don't get overwhelmed.\Our attacks are scoring, too.\Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust!\Even Karasuno's ace! response:	You can stop them again.
context: Damn, what's with that 10?\Hey, hey, hey.\Don't get overwhelmed.\Our attacks are scoring, too.\Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust!\Even Karasuno's ace!\You can stop them again. response:	Yes.
context: Hey, hey, hey.\Don't get overwhelmed.\Our attacks are scoring, too.\Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust!\Even Karasuno's ace!\You can stop them again.\Yes. response:	Don't say you. Say we.
context: Don't get overwhelmed.\Our attacks are scoring, too.\Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust!\Even Karasuno's ace!\You can stop them again.\Yes.\Don't say you. Say we. response:	Futakuchi, I'm sorry to have thought
context: Our attacks are scoring, too.\Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust!\Even Karasuno's ace!\You can stop them again.\Yes.\Don't say you. Say we.\Futakuchi, I'm sorry to have thought response:	you were just a damned cocky underclassman all this time.
context: Sure, that 10's a shocker,\but you've ground all kinds of spikers into the dust!\Even Karasuno's ace!\You can stop them again.\Yes.\Don't say you. Say we.\Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time. response:	You were thinking that?
context: but you've ground all kinds of spikers into the dust!\Even Karasuno's ace!\You can stop them again.\Yes.\Don't say you. Say we.\Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time.\You were thinking that? response:	Iron Wall of Date
context: Even Karasuno's ace!\You can stop them again.\Yes.\Don't say you. Say we.\Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time.\You were thinking that?\Iron Wall of Date response:	He jumped twice!
context: You can stop them again.\Yes.\Don't say you. Say we.\Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time.\You were thinking that?\Iron Wall of Date\He jumped twice! response:	He's so tall, he can reach above the net with just a slight jump.
context: Yes.\Don't say you. Say we.\Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time.\You were thinking that?\Iron Wall of Date\He jumped twice!\He's so tall, he can reach above the net with just a slight jump. response:	He's not just tall. His arms are long, and his shoulders are broad.
context: Don't say you. Say we.\Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time.\You were thinking that?\Iron Wall of Date\He jumped twice!\He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad. response:	Those are all powerful weapons,
context: Futakuchi, I'm sorry to have thought\you were just a damned cocky underclassman all this time.\You were thinking that?\Iron Wall of Date\He jumped twice!\He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons, response:	but that's not all.
context: you were just a damned cocky underclassman all this time.\You were thinking that?\Iron Wall of Date\He jumped twice!\He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons,\but that's not all. response:	He stays calm and avoids tunnel vision.
context: You were thinking that?\Iron Wall of Date\He jumped twice!\He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons,\but that's not all.\He stays calm and avoids tunnel vision. response:	He has the will to block no matter what.
context: Iron Wall of Date\He jumped twice!\He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons,\but that's not all.\He stays calm and avoids tunnel vision.\He has the will to block no matter what. response:	He has it all. That's why he blocks so well.
context: He jumped twice!\He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons,\but that's not all.\He stays calm and avoids tunnel vision.\He has the will to block no matter what.\He has it all. That's why he blocks so well. response:	Hey, that block was bad news.
context: He's so tall, he can reach above the net with just a slight jump.\He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons,\but that's not all.\He stays calm and avoids tunnel vision.\He has the will to block no matter what.\He has it all. That's why he blocks so well.\Hey, that block was bad news. response:	Blocks like that can change a match's momentum.
context: He's not just tall. His arms are long, and his shoulders are broad.\Those are all powerful weapons,\but that's not all.\He stays calm and avoids tunnel vision.\He has the will to block no matter what.\He has it all. That's why he blocks so well.\Hey, that block was bad news.\Blocks like that can change a match's momentum. response:	If we don't score the next one, Dateko could break our rhythm.
context: Those are all powerful weapons,\but that's not all.\He stays calm and avoids tunnel vision.\He has the will to block no matter what.\He has it all. That's why he blocks so well.\Hey, that block was bad news.\Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm. response:	Let's stop them again.
context: but that's not all.\He stays calm and avoids tunnel vision.\He has the will to block no matter what.\He has it all. That's why he blocks so well.\Hey, that block was bad news.\Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm.\Let's stop them again. response:	Yeah.
context: He stays calm and avoids tunnel vision.\He has the will to block no matter what.\He has it all. That's why he blocks so well.\Hey, that block was bad news.\Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm.\Let's stop them again.\Yeah. response:	Stay calm!
context: He has the will to block no matter what.\He has it all. That's why he blocks so well.\Hey, that block was bad news.\Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm.\Let's stop them again.\Yeah.\Stay calm! response:	One more!
context: He has it all. That's why he blocks so well.\Hey, that block was bad news.\Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm.\Let's stop them again.\Yeah.\Stay calm!\One more! response:	Karasuno Dateko
context: Hey, that block was bad news.\Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm.\Let's stop them again.\Yeah.\Stay calm!\One more!\Karasuno Dateko response:	Futakuchi, don't hold back!
context: Blocks like that can change a match's momentum.\If we don't score the next one, Dateko could break our rhythm.\Let's stop them again.\Yeah.\Stay calm!\One more!\Karasuno Dateko\Futakuchi, don't hold back! response:	Sorry! Cover!
context: If we don't score the next one, Dateko could break our rhythm.\Let's stop them again.\Yeah.\Stay calm!\One more!\Karasuno Dateko\Futakuchi, don't hold back!\Sorry! Cover! response:	Ryu.
context: Let's stop them again.\Yeah.\Stay calm!\One more!\Karasuno Dateko\Futakuchi, don't hold back!\Sorry! Cover!\Ryu. response:	All right.
context: Yeah.\Stay calm!\One more!\Karasuno Dateko\Futakuchi, don't hold back!\Sorry! Cover!\Ryu.\All right. response:	Center.
context: Stay calm!\One more!\Karasuno Dateko\Futakuchi, don't hold back!\Sorry! Cover!\Ryu.\All right.\Center. response:	Hinata.
context: One more!\Karasuno Dateko\Futakuchi, don't hold back!\Sorry! Cover!\Ryu.\All right.\Center.\Hinata. response:	Yes.
context: Karasuno Dateko\Futakuchi, don't hold back!\Sorry! Cover!\Ryu.\All right.\Center.\Hinata.\Yes. response:	All right.
context: Futakuchi, don't hold back!\Sorry! Cover!\Ryu.\All right.\Center.\Hinata.\Yes.\All right. response:	Nishinoya.
context: Sorry! Cover!\Ryu.\All right.\Center.\Hinata.\Yes.\All right.\Nishinoya. response:	Kageyama.
context: Ryu.\All right.\Center.\Hinata.\Yes.\All right.\Nishinoya.\Kageyama. response:	Yes.
context: All right.\Center.\Hinata.\Yes.\All right.\Nishinoya.\Kageyama.\Yes. response:	Three Karasuno vanguards...
context: Center.\Hinata.\Yes.\All right.\Nishinoya.\Kageyama.\Yes.\Three Karasuno vanguards... response:	Who will it be?
context: Hinata.\Yes.\All right.\Nishinoya.\Kageyama.\Yes.\Three Karasuno vanguards...\Who will it be? response:	Bring it!
context: Yes.\All right.\Nishinoya.\Kageyama.\Yes.\Three Karasuno vanguards...\Who will it be?\Bring it! response:	10!
context: All right.\Nishinoya.\Kageyama.\Yes.\Three Karasuno vanguards...\Who will it be?\Bring it!\10! response:	Clearing the path...
context: Nishinoya.\Kageyama.\Yes.\Three Karasuno vanguards...\Who will it be?\Bring it!\10!\Clearing the path... response:	The view of the other side of the net
context: Kageyama.\Yes.\Three Karasuno vanguards...\Who will it be?\Bring it!\10!\Clearing the path...\The view of the other side of the net response:	opens up.
context: Yes.\Three Karasuno vanguards...\Who will it be?\Bring it!\10!\Clearing the path...\The view of the other side of the net\opens up. response:	Yes.
context: Three Karasuno vanguards...\Who will it be?\Bring it!\10!\Clearing the path...\The view of the other side of the net\opens up.\Yes. response:	This is the view.
context: Who will it be?\Bring it!\10!\Clearing the path...\The view of the other side of the net\opens up.\Yes.\This is the view. response:	All right!
context: Bring it!\10!\Clearing the path...\The view of the other side of the net\opens up.\Yes.\This is the view.\All right! response:	That was the pipe Nekoma used.
context: 10!\Clearing the path...\The view of the other side of the net\opens up.\Yes.\This is the view.\All right!\That was the pipe Nekoma used. response:	Asahi-san.
context: Clearing the path...\The view of the other side of the net\opens up.\Yes.\This is the view.\All right!\That was the pipe Nekoma used.\Asahi-san. response:	Asahi.
context: The view of the other side of the net\opens up.\Yes.\This is the view.\All right!\That was the pipe Nekoma used.\Asahi-san.\Asahi. response:	Asahi-san.
context: opens up.\Yes.\This is the view.\All right!\That was the pipe Nekoma used.\Asahi-san.\Asahi.\Asahi-san. response:	You guys... are awesome.
context: Yes.\This is the view.\All right!\That was the pipe Nekoma used.\Asahi-san.\Asahi.\Asahi-san.\You guys... are awesome. response:	Thank you.
context: This is the view.\All right!\That was the pipe Nekoma used.\Asahi-san.\Asahi.\Asahi-san.\You guys... are awesome.\Thank you. response:	What are you talking about? You're the one who scored, Asahi-san!
context: All right!\That was the pipe Nekoma used.\Asahi-san.\Asahi.\Asahi-san.\You guys... are awesome.\Thank you.\What are you talking about? You're the one who scored, Asahi-san! response:	Nice, Asahi-san.
context: That was the pipe Nekoma used.\Asahi-san.\Asahi.\Asahi-san.\You guys... are awesome.\Thank you.\What are you talking about? You're the one who scored, Asahi-san!\Nice, Asahi-san. response:	Be proud of it. Come on.
context: Asahi-san.\Asahi.\Asahi-san.\You guys... are awesome.\Thank you.\What are you talking about? You're the one who scored, Asahi-san!\Nice, Asahi-san.\Be proud of it. Come on. response:	Please open the way for the ace!
context: Asahi.\Asahi-san.\You guys... are awesome.\Thank you.\What are you talking about? You're the one who scored, Asahi-san!\Nice, Asahi-san.\Be proud of it. Come on.\Please open the way for the ace! response:	Yes.
context: Asahi-san.\You guys... are awesome.\Thank you.\What are you talking about? You're the one who scored, Asahi-san!\Nice, Asahi-san.\Be proud of it. Come on.\Please open the way for the ace!\Yes. response:	What's the matter?
context: You guys... are awesome.\Thank you.\What are you talking about? You're the one who scored, Asahi-san!\Nice, Asahi-san.\Be proud of it. Come on.\Please open the way for the ace!\Yes.\What's the matter? response:	It wasn't me that scored...
context: Thank you.\What are you talking about? You're the one who scored, Asahi-san!\Nice, Asahi-san.\Be proud of it. Come on.\Please open the way for the ace!\Yes.\What's the matter?\It wasn't me that scored... response:	I didn't even spike the ball, but...
