context: Bring it! response:	Ushiwaka's amazing...
context: his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that?\I'll do it. Let me see.\Thank you.\This isn't any different from the usual.\Actually,\if it just stays like this, we'll be lucky. response:	There you go.
context: Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that?\I'll do it. Let me see.\Thank you.\This isn't any different from the usual.\Actually,\if it just stays like this, we'll be lucky.\There you go. response:	Thank you.
context: Did you have to rhyme that?\I'll do it. Let me see.\Thank you.\This isn't any different from the usual.\Actually,\if it just stays like this, we'll be lucky.\There you go.\Thank you. response:	Did I hesitate back there?
context: I'll do it. Let me see.\Thank you.\This isn't any different from the usual.\Actually,\if it just stays like this, we'll be lucky.\There you go.\Thank you.\Did I hesitate back there? response:	No... I thought that I would lose.
context: Thank you.\This isn't any different from the usual.\Actually,\if it just stays like this, we'll be lucky.\There you go.\Thank you.\Did I hesitate back there?\No... I thought that I would lose. response:	As if that was without a doubt.
context: This isn't any different from the usual.\Actually,\if it just stays like this, we'll be lucky.\There you go.\Thank you.\Did I hesitate back there?\No... I thought that I would lose.\As if that was without a doubt. response:	Guys! Your faces are stiff!
context: Actually,\if it just stays like this, we'll be lucky.\There you go.\Thank you.\Did I hesitate back there?\No... I thought that I would lose.\As if that was without a doubt.\Guys! Your faces are stiff! response:	Relax! Relax! Rel
context: if it just stays like this, we'll be lucky.\There you go.\Thank you.\Did I hesitate back there?\No... I thought that I would lose.\As if that was without a doubt.\Guys! Your faces are stiff!\Relax! Relax! Rel response:	Ushijima-kun's serves were pretty amazing, too, weren't they?
context: There you go.\Thank you.\Did I hesitate back there?\No... I thought that I would lose.\As if that was without a doubt.\Guys! Your faces are stiff!\Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they? response:	He doesn't have monster precision or control like Oikawa,
context: Thank you.\Did I hesitate back there?\No... I thought that I would lose.\As if that was without a doubt.\Guys! Your faces are stiff!\Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa, response:	but his impact speaks for itself.
context: Did I hesitate back there?\No... I thought that I would lose.\As if that was without a doubt.\Guys! Your faces are stiff!\Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself. response:	Nice serve!
context: No... I thought that I would lose.\As if that was without a doubt.\Guys! Your faces are stiff!\Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself.\Nice serve! response:	I don't get it...
context: As if that was without a doubt.\Guys! Your faces are stiff!\Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself.\Nice serve!\I don't get it... response:	What's with that guy?
context: Guys! Your faces are stiff!\Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself.\Nice serve!\I don't get it...\What's with that guy? response:	If they get any farther ahead of us,
context: Relax! Relax! Rel\Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself.\Nice serve!\I don't get it...\What's with that guy?\If they get any farther ahead of us, response:	Shiratorizawa Karasuno
context: Ushijima-kun's serves were pretty amazing, too, weren't they?\He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself.\Nice serve!\I don't get it...\What's with that guy?\If they get any farther ahead of us,\Shiratorizawa Karasuno response:	it'll be hard on them mentally, too.
context: He doesn't have monster precision or control like Oikawa,\but his impact speaks for itself.\Nice serve!\I don't get it...\What's with that guy?\If they get any farther ahead of us,\Shiratorizawa Karasuno\it'll be hard on them mentally, too. response:	Sorry! We'll get the next one!
context: but his impact speaks for itself.\Nice serve!\I don't get it...\What's with that guy?\If they get any farther ahead of us,\Shiratorizawa Karasuno\it'll be hard on them mentally, too.\Sorry! We'll get the next one! response:	Right!
context: Nice serve!\I don't get it...\What's with that guy?\If they get any farther ahead of us,\Shiratorizawa Karasuno\it'll be hard on them mentally, too.\Sorry! We'll get the next one!\Right! response:	Thank goodness I'm not in position to receive a serve.
context: I don't get it...\What's with that guy?\If they get any farther ahead of us,\Shiratorizawa Karasuno\it'll be hard on them mentally, too.\Sorry! We'll get the next one!\Right!\Thank goodness I'm not in position to receive a serve. response:	Trying to get that serve head-on is crazy,
context: What's with that guy?\If they get any farther ahead of us,\Shiratorizawa Karasuno\it'll be hard on them mentally, too.\Sorry! We'll get the next one!\Right!\Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy, response:	and it's like the whole gym is cheering for Shiratorizawa.
context: If they get any farther ahead of us,\Shiratorizawa Karasuno\it'll be hard on them mentally, too.\Sorry! We'll get the next one!\Right!\Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa. response:	We're probably going to have to give up this first set,
context: Shiratorizawa Karasuno\it'll be hard on them mentally, too.\Sorry! We'll get the next one!\Right!\Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set, response:	and then...
context: it'll be hard on them mentally, too.\Sorry! We'll get the next one!\Right!\Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set,\and then... response:	Bring it.
context: Sorry! We'll get the next one!\Right!\Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set,\and then...\Bring it. response:	Bring it! Bring it!
context: Right!\Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set,\and then...\Bring it.\Bring it! Bring it! response:	Bring it! Bring it! Bring it!
context: Thank goodness I'm not in position to receive a serve.\Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set,\and then...\Bring it.\Bring it! Bring it!\Bring it! Bring it! Bring it! response:	One more!
context: Trying to get that serve head-on is crazy,\and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set,\and then...\Bring it.\Bring it! Bring it!\Bring it! Bring it! Bring it!\One more! response:	Bring it to me!
context: and it's like the whole gym is cheering for Shiratorizawa.\We're probably going to have to give up this first set,\and then...\Bring it.\Bring it! Bring it!\Bring it! Bring it! Bring it!\One more!\Bring it to me! response:	Come on, bring it!
context: We're probably going to have to give up this first set,\and then...\Bring it.\Bring it! Bring it!\Bring it! Bring it! Bring it!\One more!\Bring it to me!\Come on, bring it! response:	It went up!
context: and then...\Bring it.\Bring it! Bring it!\Bring it! Bring it! Bring it!\One more!\Bring it to me!\Come on, bring it!\It went up! response:	Haikyu!! Karasuno High School vs Shiratorizawa Academy
context: Bring it.\Bring it! Bring it!\Bring it! Bring it! Bring it!\One more!\Bring it to me!\Come on, bring it!\It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy response:	Haikyu!! Karasuno High School vs Shiratorizawa Academy
context: Bring it! Bring it!\Bring it! Bring it! Bring it!\One more!\Bring it to me!\Come on, bring it!\It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy response:	It went up!
context: Bring it! Bring it! Bring it!\One more!\Bring it to me!\Come on, bring it!\It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up! response:	All right! Perfect!
context: One more!\Bring it to me!\Come on, bring it!\It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up!\All right! Perfect! response:	Finish it!
context: Bring it to me!\Come on, bring it!\It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up!\All right! Perfect!\Finish it! response:	Is he planning to hit it?
context: Come on, bring it!\It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up!\All right! Perfect!\Finish it!\Is he planning to hit it? response:	All right!
context: It went up!\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up!\All right! Perfect!\Finish it!\Is he planning to hit it?\All right! response:	Nice toss, Kageyama!
context: Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up!\All right! Perfect!\Finish it!\Is he planning to hit it?\All right!\Nice toss, Kageyama! response:	I totally thought Kageyama was going to spike it...
context: Haikyu!! Karasuno High School vs Shiratorizawa Academy\It went up!\All right! Perfect!\Finish it!\Is he planning to hit it?\All right!\Nice toss, Kageyama!\I totally thought Kageyama was going to spike it... response:	He definitely did what he said he'd do.
context: It went up!\All right! Perfect!\Finish it!\Is he planning to hit it?\All right!\Nice toss, Kageyama!\I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do. response:	We can't just stand around.
context: All right! Perfect!\Finish it!\Is he planning to hit it?\All right!\Nice toss, Kageyama!\I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do.\We can't just stand around. response:	He went to set from a spike motion.
context: Finish it!\Is he planning to hit it?\All right!\Nice toss, Kageyama!\I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do.\We can't just stand around.\He went to set from a spike motion. response:	Nothing less from Oikawa's junior.
context: Is he planning to hit it?\All right!\Nice toss, Kageyama!\I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do.\We can't just stand around.\He went to set from a spike motion.\Nothing less from Oikawa's junior. response:	Huh? He is?!
context: All right!\Nice toss, Kageyama!\I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do.\We can't just stand around.\He went to set from a spike motion.\Nothing less from Oikawa's junior.\Huh? He is?! response:	That sucks!
context: Nice toss, Kageyama!\I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do.\We can't just stand around.\He went to set from a spike motion.\Nothing less from Oikawa's junior.\Huh? He is?!\That sucks! response:	You seem pretty relaxed, considering we're playing against Shiratorizawa.
context: I totally thought Kageyama was going to spike it...\He definitely did what he said he'd do.\We can't just stand around.\He went to set from a spike motion.\Nothing less from Oikawa's junior.\Huh? He is?!\That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa. response:	Well,
context: He definitely did what he said he'd do.\We can't just stand around.\He went to set from a spike motion.\Nothing less from Oikawa's junior.\Huh? He is?!\That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well, response:	no one scares me more than Oikawa-san for the time being.
context: We can't just stand around.\He went to set from a spike motion.\Nothing less from Oikawa's junior.\Huh? He is?!\That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well,\no one scares me more than Oikawa-san for the time being. response:	I see!
context: He went to set from a spike motion.\Nothing less from Oikawa's junior.\Huh? He is?!\That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well,\no one scares me more than Oikawa-san for the time being.\I see! response:	All right! Time to fight back!
context: Nothing less from Oikawa's junior.\Huh? He is?!\That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well,\no one scares me more than Oikawa-san for the time being.\I see!\All right! Time to fight back! response:	Shoyo came out!
context: Huh? He is?!\That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well,\no one scares me more than Oikawa-san for the time being.\I see!\All right! Time to fight back!\Shoyo came out! response:	The first time he came out,
context: That sucks!\You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well,\no one scares me more than Oikawa-san for the time being.\I see!\All right! Time to fight back!\Shoyo came out!\The first time he came out, response:	he was immediately rotated out.
context: You seem pretty relaxed, considering we're playing against Shiratorizawa.\Well,\no one scares me more than Oikawa-san for the time being.\I see!\All right! Time to fight back!\Shoyo came out!\The first time he came out,\he was immediately rotated out. response:	Get one in there!
context: Well,\no one scares me more than Oikawa-san for the time being.\I see!\All right! Time to fight back!\Shoyo came out!\The first time he came out,\he was immediately rotated out.\Get one in there! response:	Nice serve!
context: no one scares me more than Oikawa-san for the time being.\I see!\All right! Time to fight back!\Shoyo came out!\The first time he came out,\he was immediately rotated out.\Get one in there!\Nice serve! response:	Man, he's really short.
context: I see!\All right! Time to fight back!\Shoyo came out!\The first time he came out,\he was immediately rotated out.\Get one in there!\Nice serve!\Man, he's really short. response:	And he's somehow a middle blocker despite that.
context: All right! Time to fight back!\Shoyo came out!\The first time he came out,\he was immediately rotated out.\Get one in there!\Nice serve!\Man, he's really short.\And he's somehow a middle blocker despite that. response:	Nice receive!
context: Shoyo came out!\The first time he came out,\he was immediately rotated out.\Get one in there!\Nice serve!\Man, he's really short.\And he's somehow a middle blocker despite that.\Nice receive! response:	You're right! He really won't go for serves.
context: The first time he came out,\he was immediately rotated out.\Get one in there!\Nice serve!\Man, he's really short.\And he's somehow a middle blocker despite that.\Nice receive!\You're right! He really won't go for serves. response:	He's getting ready for a back attack.
context: he was immediately rotated out.\Get one in there!\Nice serve!\Man, he's really short.\And he's somehow a middle blocker despite that.\Nice receive!\You're right! He really won't go for serves.\He's getting ready for a back attack. response:	All right!
context: Get one in there!\Nice serve!\Man, he's really short.\And he's somehow a middle blocker despite that.\Nice receive!\You're right! He really won't go for serves.\He's getting ready for a back attack.\All right! response:	One person's time difference...
context: Nice serve!\Man, he's really short.\And he's somehow a middle blocker despite that.\Nice receive!\You're right! He really won't go for serves.\He's getting ready for a back attack.\All right!\One person's time difference... response:	Yay!
context: Man, he's really short.\And he's somehow a middle blocker despite that.\Nice receive!\You're right! He really won't go for serves.\He's getting ready for a back attack.\All right!\One person's time difference...\Yay! response:	Tendo! Tendo!
context: And he's somehow a middle blocker despite that.\Nice receive!\You're right! He really won't go for serves.\He's getting ready for a back attack.\All right!\One person's time difference...\Yay!\Tendo! Tendo! response:	Shiratorizawa Karasuno
context: Nice receive!\You're right! He really won't go for serves.\He's getting ready for a back attack.\All right!\One person's time difference...\Yay!\Tendo! Tendo!\Shiratorizawa Karasuno response:	Nice serve!
context: You're right! He really won't go for serves.\He's getting ready for a back attack.\All right!\One person's time difference...\Yay!\Tendo! Tendo!\Shiratorizawa Karasuno\Nice serve! response:	Out!
context: He's getting ready for a back attack.\All right!\One person's time difference...\Yay!\Tendo! Tendo!\Shiratorizawa Karasuno\Nice serve!\Out! response:	All right!
context: All right!\One person's time difference...\Yay!\Tendo! Tendo!\Shiratorizawa Karasuno\Nice serve!\Out!\All right! response:	Nice call!
context: One person's time difference...\Yay!\Tendo! Tendo!\Shiratorizawa Karasuno\Nice serve!\Out!\All right!\Nice call! response:	It's not that Shiratorizawa isn't making any mistakes.
context: Yay!\Tendo! Tendo!\Shiratorizawa Karasuno\Nice serve!\Out!\All right!\Nice call!\It's not that Shiratorizawa isn't making any mistakes. response:	We can break through!
context: Tendo! Tendo!\Shiratorizawa Karasuno\Nice serve!\Out!\All right!\Nice call!\It's not that Shiratorizawa isn't making any mistakes.\We can break through! response:	All right!
context: Shiratorizawa Karasuno\Nice serve!\Out!\All right!\Nice call!\It's not that Shiratorizawa isn't making any mistakes.\We can break through!\All right! response:	Yes!
context: Nice serve!\Out!\All right!\Nice call!\It's not that Shiratorizawa isn't making any mistakes.\We can break through!\All right!\Yes! response:	The fact that Kageyama and Nishinoya are playing like they normally do
context: Out!\All right!\Nice call!\It's not that Shiratorizawa isn't making any mistakes.\We can break through!\All right!\Yes!\The fact that Kageyama and Nishinoya are playing like they normally do response:	Nice serve, Kageyama!
context: All right!\Nice call!\It's not that Shiratorizawa isn't making any mistakes.\We can break through!\All right!\Yes!\The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama! response:	is nothing less than amazing.
context: Nice call!\It's not that Shiratorizawa isn't making any mistakes.\We can break through!\All right!\Yes!\The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama!\is nothing less than amazing. response:	Yes.
context: It's not that Shiratorizawa isn't making any mistakes.\We can break through!\All right!\Yes!\The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama!\is nothing less than amazing.\Yes. response:	Goshiki!
context: We can break through!\All right!\Yes!\The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama!\is nothing less than amazing.\Yes.\Goshiki! response:	All right!
context: All right!\Yes!\The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama!\is nothing less than amazing.\Yes.\Goshiki!\All right! response:	All right!
context: Yes!\The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama!\is nothing less than amazing.\Yes.\Goshiki!\All right!\All right! response:	Did you see my super straight shot?!
context: The fact that Kageyama and Nishinoya are playing like they normally do\Nice serve, Kageyama!\is nothing less than amazing.\Yes.\Goshiki!\All right!\All right!\Did you see my super straight shot?! response:	Nice receive.
context: Nice serve, Kageyama!\is nothing less than amazing.\Yes.\Goshiki!\All right!\All right!\Did you see my super straight shot?!\Nice receive. response:	Nah, I wasn't able to return it properly.
context: is nothing less than amazing.\Yes.\Goshiki!\All right!\All right!\Did you see my super straight shot?!\Nice receive.\Nah, I wasn't able to return it properly. response:	Don't you get tired of competing for attention?
context: Yes.\Goshiki!\All right!\All right!\Did you see my super straight shot?!\Nice receive.\Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention? response:	That kid's pretty strong for a first-year.
context: Goshiki!\All right!\All right!\Did you see my super straight shot?!\Nice receive.\Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention?\That kid's pretty strong for a first-year. response:	Let's go, Kageyama.
context: All right!\All right!\Did you see my super straight shot?!\Nice receive.\Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention?\That kid's pretty strong for a first-year.\Let's go, Kageyama. response:	Yeah.
context: All right!\Did you see my super straight shot?!\Nice receive.\Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention?\That kid's pretty strong for a first-year.\Let's go, Kageyama.\Yeah. response:	Shiratorizawa Karasuno
context: Did you see my super straight shot?!\Nice receive.\Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention?\That kid's pretty strong for a first-year.\Let's go, Kageyama.\Yeah.\Shiratorizawa Karasuno response:	Ushijima-san!
context: Nice receive.\Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention?\That kid's pretty strong for a first-year.\Let's go, Kageyama.\Yeah.\Shiratorizawa Karasuno\Ushijima-san! response:	All right! He got it!
context: Nah, I wasn't able to return it properly.\Don't you get tired of competing for attention?\That kid's pretty strong for a first-year.\Let's go, Kageyama.\Yeah.\Shiratorizawa Karasuno\Ushijima-san!\All right! He got it! response:	Damn! I didn't catch it completely.
context: Don't you get tired of competing for attention?\That kid's pretty strong for a first-year.\Let's go, Kageyama.\Yeah.\Shiratorizawa Karasuno\Ushijima-san!\All right! He got it!\Damn! I didn't catch it completely. response:	Hinata, get the last!
context: That kid's pretty strong for a first-year.\Let's go, Kageyama.\Yeah.\Shiratorizawa Karasuno\Ushijima-san!\All right! He got it!\Damn! I didn't catch it completely.\Hinata, get the last! response:	He hit it against the block!
context: Let's go, Kageyama.\Yeah.\Shiratorizawa Karasuno\Ushijima-san!\All right! He got it!\Damn! I didn't catch it completely.\Hinata, get the last!\He hit it against the block! response:	That was a great rebound!
context: Yeah.\Shiratorizawa Karasuno\Ushijima-san!\All right! He got it!\Damn! I didn't catch it completely.\Hinata, get the last!\He hit it against the block!\That was a great rebound! response:	Once more! Once more!
context: Shiratorizawa Karasuno\Ushijima-san!\All right! He got it!\Damn! I didn't catch it completely.\Hinata, get the last!\He hit it against the block!\That was a great rebound!\Once more! Once more! response:	Huh?
context: Ushijima-san!\All right! He got it!\Damn! I didn't catch it completely.\Hinata, get the last!\He hit it against the block!\That was a great rebound!\Once more! Once more!\Huh? response:	I'm Hinata Shoyo, from the concrete.
context: All right! He got it!\Damn! I didn't catch it completely.\Hinata, get the last!\He hit it against the block!\That was a great rebound!\Once more! Once more!\Huh?\I'm Hinata Shoyo, from the concrete. response:	I'm going to beat you, and go to nationals.
context: Damn! I didn't catch it completely.\Hinata, get the last!\He hit it against the block!\That was a great rebound!\Once more! Once more!\Huh?\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals. response:	So he knows how to receive, too?!
context: Hinata, get the last!\He hit it against the block!\That was a great rebound!\Once more! Once more!\Huh?\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\So he knows how to receive, too?! response:	Give it to me.
context: He hit it against the block!\That was a great rebound!\Once more! Once more!\Huh?\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\So he knows how to receive, too?!\Give it to me. response:	Ushijima-san!
context: That was a great rebound!\Once more! Once more!\Huh?\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\So he knows how to receive, too?!\Give it to me.\Ushijima-san! response:	Be Courageous Warriors
context: Once more! Once more!\Huh?\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\So he knows how to receive, too?!\Give it to me.\Ushijima-san!\Be Courageous Warriors response:	Shiratorizawa Karasuno
context: Huh?\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\So he knows how to receive, too?!\Give it to me.\Ushijima-san!\Be Courageous Warriors\Shiratorizawa Karasuno response:	All right!
context: I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\So he knows how to receive, too?!\Give it to me.\Ushijima-san!\Be Courageous Warriors\Shiratorizawa Karasuno\All right! response:	Wow, Wakatoshi-kun, who's only interested in himself,
context: I'm going to beat you, and go to nationals.\So he knows how to receive, too?!\Give it to me.\Ushijima-san!\Be Courageous Warriors\Shiratorizawa Karasuno\All right!\Wow, Wakatoshi-kun, who's only interested in himself, response:	is actually competing with someone.
context: So he knows how to receive, too?!\Give it to me.\Ushijima-san!\Be Courageous Warriors\Shiratorizawa Karasuno\All right!\Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone. response:	How amusing!
context: Give it to me.\Ushijima-san!\Be Courageous Warriors\Shiratorizawa Karasuno\All right!\Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone.\How amusing! response:	It's not over yet! It's just the beginning!
context: Ushijima-san!\Be Courageous Warriors\Shiratorizawa Karasuno\All right!\Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone.\How amusing!\It's not over yet! It's just the beginning! response:	Switch it up!
context: Be Courageous Warriors\Shiratorizawa Karasuno\All right!\Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone.\How amusing!\It's not over yet! It's just the beginning!\Switch it up! response:	Next, next!
context: Shiratorizawa Karasuno\All right!\Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone.\How amusing!\It's not over yet! It's just the beginning!\Switch it up!\Next, next! response:	Wakatoshi-kun, do you know Karasuno's 10?
context: All right!\Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone.\How amusing!\It's not over yet! It's just the beginning!\Switch it up!\Next, next!\Wakatoshi-kun, do you know Karasuno's 10? response:	I met him on the street.
context: Wow, Wakatoshi-kun, who's only interested in himself,\is actually competing with someone.\How amusing!\It's not over yet! It's just the beginning!\Switch it up!\Next, next!\Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street. response:	The street?
context: is actually competing with someone.\How amusing!\It's not over yet! It's just the beginning!\Switch it up!\Next, next!\Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street.\The street? response:	He said that he was going to beat me and go to nationals.
context: How amusing!\It's not over yet! It's just the beginning!\Switch it up!\Next, next!\Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street.\The street?\He said that he was going to beat me and go to nationals. response:	What?! In the street?
context: It's not over yet! It's just the beginning!\Switch it up!\Next, next!\Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street.\The street?\He said that he was going to beat me and go to nationals.\What?! In the street? response:	No, not in the street.
context: Switch it up!\Next, next!\Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street.\The street?\He said that he was going to beat me and go to nationals.\What?! In the street?\No, not in the street. response:	Come to think of it, Ushijima-san,
context: Next, next!\Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street.\The street?\He said that he was going to beat me and go to nationals.\What?! In the street?\No, not in the street.\Come to think of it, Ushijima-san, response:	didn't you get in trouble for letting outsiders onto school grounds?
context: Wakatoshi-kun, do you know Karasuno's 10?\I met him on the street.\The street?\He said that he was going to beat me and go to nationals.\What?! In the street?\No, not in the street.\Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds? response:	Karasuno's 10 is so amusing!
context: I met him on the street.\The street?\He said that he was going to beat me and go to nationals.\What?! In the street?\No, not in the street.\Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing! response:	So that's why you like him.
context: The street?\He said that he was going to beat me and go to nationals.\What?! In the street?\No, not in the street.\Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing!\So that's why you like him. response:	No, I dislike him.
context: He said that he was going to beat me and go to nationals.\What?! In the street?\No, not in the street.\Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing!\So that's why you like him.\No, I dislike him. response:	Huh?
context: What?! In the street?\No, not in the street.\Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing!\So that's why you like him.\No, I dislike him.\Huh? response:	I hate confidence that has no basis.
context: No, not in the street.\Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing!\So that's why you like him.\No, I dislike him.\Huh?\I hate confidence that has no basis. response:	Oh? This is even more rare.
context: Come to think of it, Ushijima-san,\didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing!\So that's why you like him.\No, I dislike him.\Huh?\I hate confidence that has no basis.\Oh? This is even more rare. response:	Considering he's making Wakatoshi-kun say such things,
context: didn't you get in trouble for letting outsiders onto school grounds?\Karasuno's 10 is so amusing!\So that's why you like him.\No, I dislike him.\Huh?\I hate confidence that has no basis.\Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things, response:	sounds like he'll entertain me.
context: Karasuno's 10 is so amusing!\So that's why you like him.\No, I dislike him.\Huh?\I hate confidence that has no basis.\Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me. response:	I guess I'll work hard, too.
context: So that's why you like him.\No, I dislike him.\Huh?\I hate confidence that has no basis.\Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me.\I guess I'll work hard, too. response:	There's no reason to panic.
context: No, I dislike him.\Huh?\I hate confidence that has no basis.\Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me.\I guess I'll work hard, too.\There's no reason to panic. response:	They just happened to take the first of five matches.
context: Huh?\I hate confidence that has no basis.\Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me.\I guess I'll work hard, too.\There's no reason to panic.\They just happened to take the first of five matches. response:	And about this match...
context: I hate confidence that has no basis.\Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me.\I guess I'll work hard, too.\There's no reason to panic.\They just happened to take the first of five matches.\And about this match... response:	Ushijima scored eleven points,
context: Oh? This is even more rare.\Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me.\I guess I'll work hard, too.\There's no reason to panic.\They just happened to take the first of five matches.\And about this match...\Ushijima scored eleven points, response:	so he scored almost half of the points.
