context: I am so happy! response:	We haven't gone to a hot spring
context: Here, here! This way!\How dare you frighten innocent tourists,\and ruin Usagi's family's quality time?! It's unforgivable!\In the name of the moon, I will punish you!\Tuxedo Mask, you protected Usagi.\I knew you were a good person.\I love you.\Sailor Moon! response:	Crescent Beam!
context: How dare you frighten innocent tourists,\and ruin Usagi's family's quality time?! It's unforgivable!\In the name of the moon, I will punish you!\Tuxedo Mask, you protected Usagi.\I knew you were a good person.\I love you.\Sailor Moon!\Crescent Beam! response:	Supreme
context: and ruin Usagi's family's quality time?! It's unforgivable!\In the name of the moon, I will punish you!\Tuxedo Mask, you protected Usagi.\I knew you were a good person.\I love you.\Sailor Moon!\Crescent Beam!\Supreme response:	Thunder!
context: In the name of the moon, I will punish you!\Tuxedo Mask, you protected Usagi.\I knew you were a good person.\I love you.\Sailor Moon!\Crescent Beam!\Supreme\Thunder! response:	We did it!
context: Tuxedo Mask, you protected Usagi.\I knew you were a good person.\I love you.\Sailor Moon!\Crescent Beam!\Supreme\Thunder!\We did it! response:	Crescent Beam didn't work...
context: I knew you were a good person.\I love you.\Sailor Moon!\Crescent Beam!\Supreme\Thunder!\We did it!\Crescent Beam didn't work... response:	All right, then!
context: I love you.\Sailor Moon!\Crescent Beam!\Supreme\Thunder!\We did it!\Crescent Beam didn't work...\All right, then! response:	Moon Tiara Action!
context: Sailor Moon!\Crescent Beam!\Supreme\Thunder!\We did it!\Crescent Beam didn't work...\All right, then!\Moon Tiara Action! response:	This time...
context: Crescent Beam!\Supreme\Thunder!\We did it!\Crescent Beam didn't work...\All right, then!\Moon Tiara Action!\This time... response:	No way! That's cheap! This monster's not fair!
context: Supreme\Thunder!\We did it!\Crescent Beam didn't work...\All right, then!\Moon Tiara Action!\This time...\No way! That's cheap! This monster's not fair! response:	No, it's not a monster!
context: Thunder!\We did it!\Crescent Beam didn't work...\All right, then!\Moon Tiara Action!\This time...\No way! That's cheap! This monster's not fair!\No, it's not a monster! response:	It's an evil phantom born of old, fanatical jealousy!
context: We did it!\Crescent Beam didn't work...\All right, then!\Moon Tiara Action!\This time...\No way! That's cheap! This monster's not fair!\No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy! response:	She is right.
context: Crescent Beam didn't work...\All right, then!\Moon Tiara Action!\This time...\No way! That's cheap! This monster's not fair!\No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy!\She is right. response:	Sailor warriors, I am responsible for awakening this ancient monster.
context: All right, then!\Moon Tiara Action!\This time...\No way! That's cheap! This monster's not fair!\No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy!\She is right.\Sailor warriors, I am responsible for awakening this ancient monster. response:	You girls, back off!
context: Moon Tiara Action!\This time...\No way! That's cheap! This monster's not fair!\No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy!\She is right.\Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off! response:	Sorry, but a phantom falls in my domain!
context: This time...\No way! That's cheap! This monster's not fair!\No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy!\She is right.\Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off!\Sorry, but a phantom falls in my domain! response:	Begone, Evil Spirit
context: No way! That's cheap! This monster's not fair!\No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy!\She is right.\Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off!\Sorry, but a phantom falls in my domain!\Begone, Evil Spirit response:	Begone, Evil Spirit
context: No, it's not a monster!\It's an evil phantom born of old, fanatical jealousy!\She is right.\Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off!\Sorry, but a phantom falls in my domain!\Begone, Evil Spirit\Begone, Evil Spirit response:	Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!
context: It's an evil phantom born of old, fanatical jealousy!\She is right.\Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off!\Sorry, but a phantom falls in my domain!\Begone, Evil Spirit\Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame! response:	Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!
context: She is right.\Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off!\Sorry, but a phantom falls in my domain!\Begone, Evil Spirit\Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen! response:	Begone, Evil Spirit
context: Sailor warriors, I am responsible for awakening this ancient monster.\You girls, back off!\Sorry, but a phantom falls in my domain!\Begone, Evil Spirit\Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit response:	Begone, evil spirit!
context: You girls, back off!\Sorry, but a phantom falls in my domain!\Begone, Evil Spirit\Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit\Begone, evil spirit! response:	Fire
context: Sorry, but a phantom falls in my domain!\Begone, Evil Spirit\Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit\Begone, evil spirit!\Fire response:	Soul!
context: Begone, Evil Spirit\Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit\Begone, evil spirit!\Fire\Soul! response:	Amazing!
context: Begone, Evil Spirit\Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit\Begone, evil spirit!\Fire\Soul!\Amazing! response:	Now, Sailor Moon!
context: Begone, Evil Spirit Exorcise and cleanse with the power of my purifying flame!\Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit\Begone, evil spirit!\Fire\Soul!\Amazing!\Now, Sailor Moon! response:	Oops! I almost forgot.
context: Begone, Evil Spirit Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Begone, Evil Spirit\Begone, evil spirit!\Fire\Soul!\Amazing!\Now, Sailor Moon!\Oops! I almost forgot. response:	Moon Healing Escalation!
context: Begone, Evil Spirit\Begone, evil spirit!\Fire\Soul!\Amazing!\Now, Sailor Moon!\Oops! I almost forgot.\Moon Healing Escalation! response:	Refresh!
context: Begone, evil spirit!\Fire\Soul!\Amazing!\Now, Sailor Moon!\Oops! I almost forgot.\Moon Healing Escalation!\Refresh! response:	Finally, she's been freed from her ancient jealousy,
context: Fire\Soul!\Amazing!\Now, Sailor Moon!\Oops! I almost forgot.\Moon Healing Escalation!\Refresh!\Finally, she's been freed from her ancient jealousy, response:	and she's rising up to the Heavens.
context: Soul!\Amazing!\Now, Sailor Moon!\Oops! I almost forgot.\Moon Healing Escalation!\Refresh!\Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens. response:	It's so beautiful!
context: Amazing!\Now, Sailor Moon!\Oops! I almost forgot.\Moon Healing Escalation!\Refresh!\Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens.\It's so beautiful! response:	Tuxedo Mask!
context: Now, Sailor Moon!\Oops! I almost forgot.\Moon Healing Escalation!\Refresh!\Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens.\It's so beautiful!\Tuxedo Mask! response:	I would say that what you did was unnecessary,
context: Oops! I almost forgot.\Moon Healing Escalation!\Refresh!\Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens.\It's so beautiful!\Tuxedo Mask!\I would say that what you did was unnecessary, response:	but I will yield this time. Good-bye.
context: Moon Healing Escalation!\Refresh!\Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens.\It's so beautiful!\Tuxedo Mask!\I would say that what you did was unnecessary,\but I will yield this time. Good-bye. response:	Oh, wait!
context: Refresh!\Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens.\It's so beautiful!\Tuxedo Mask!\I would say that what you did was unnecessary,\but I will yield this time. Good-bye.\Oh, wait! response:	Tuxedo Mask...
context: Finally, she's been freed from her ancient jealousy,\and she's rising up to the Heavens.\It's so beautiful!\Tuxedo Mask!\I would say that what you did was unnecessary,\but I will yield this time. Good-bye.\Oh, wait!\Tuxedo Mask... response:	Endymion. He is a strange man.
context: and she's rising up to the Heavens.\It's so beautiful!\Tuxedo Mask!\I would say that what you did was unnecessary,\but I will yield this time. Good-bye.\Oh, wait!\Tuxedo Mask...\Endymion. He is a strange man. response:	Usagi!
context: It's so beautiful!\Tuxedo Mask!\I would say that what you did was unnecessary,\but I will yield this time. Good-bye.\Oh, wait!\Tuxedo Mask...\Endymion. He is a strange man.\Usagi! response:	Hey!
context: Tuxedo Mask!\I would say that what you did was unnecessary,\but I will yield this time. Good-bye.\Oh, wait!\Tuxedo Mask...\Endymion. He is a strange man.\Usagi!\Hey! response:	Usagi! Hey!
context: I would say that what you did was unnecessary,\but I will yield this time. Good-bye.\Oh, wait!\Tuxedo Mask...\Endymion. He is a strange man.\Usagi!\Hey!\Usagi! Hey! response:	Usagi! Usagi!
context: but I will yield this time. Good-bye.\Oh, wait!\Tuxedo Mask...\Endymion. He is a strange man.\Usagi!\Hey!\Usagi! Hey!\Usagi! Usagi! response:	Usagi!
context: Oh, wait!\Tuxedo Mask...\Endymion. He is a strange man.\Usagi!\Hey!\Usagi! Hey!\Usagi! Usagi!\Usagi! response:	Usagi, where are you?!
context: Tuxedo Mask...\Endymion. He is a strange man.\Usagi!\Hey!\Usagi! Hey!\Usagi! Usagi!\Usagi!\Usagi, where are you?! response:	Answer me!
context: Endymion. He is a strange man.\Usagi!\Hey!\Usagi! Hey!\Usagi! Usagi!\Usagi!\Usagi, where are you?!\Answer me! response:	Sis!
context: Usagi!\Hey!\Usagi! Hey!\Usagi! Usagi!\Usagi!\Usagi, where are you?!\Answer me!\Sis! response:	Did she get eaten after all?
context: Hey!\Usagi! Hey!\Usagi! Usagi!\Usagi!\Usagi, where are you?!\Answer me!\Sis!\Did she get eaten after all? response:	I should have just lent her my game.
context: Usagi! Hey!\Usagi! Usagi!\Usagi!\Usagi, where are you?!\Answer me!\Sis!\Did she get eaten after all?\I should have just lent her my game. response:	Then lend it to me.
context: Usagi! Usagi!\Usagi!\Usagi, where are you?!\Answer me!\Sis!\Did she get eaten after all?\I should have just lent her my game.\Then lend it to me. response:	Sis!
context: Usagi!\Usagi, where are you?!\Answer me!\Sis!\Did she get eaten after all?\I should have just lent her my game.\Then lend it to me.\Sis! response:	Dad! Mom!
context: Usagi, where are you?!\Answer me!\Sis!\Did she get eaten after all?\I should have just lent her my game.\Then lend it to me.\Sis!\Dad! Mom! response:	Usagi! Dad! Mom!
context: Answer me!\Sis!\Did she get eaten after all?\I should have just lent her my game.\Then lend it to me.\Sis!\Dad! Mom!\Usagi! Dad! Mom! response:	Usagi!
context: Sis!\Did she get eaten after all?\I should have just lent her my game.\Then lend it to me.\Sis!\Dad! Mom!\Usagi! Dad! Mom!\Usagi! response:	You made us worry!
context: Did she get eaten after all?\I should have just lent her my game.\Then lend it to me.\Sis!\Dad! Mom!\Usagi! Dad! Mom!\Usagi!\You made us worry! response:	Just like the wind, yeah
context: I should have just lent her my game.\Then lend it to me.\Sis!\Dad! Mom!\Usagi! Dad! Mom!\Usagi!\You made us worry!\Just like the wind, yeah response:	I'm sorry. Just like the wind, yeah
context: Then lend it to me.\Sis!\Dad! Mom!\Usagi! Dad! Mom!\Usagi!\You made us worry!\Just like the wind, yeah\I'm sorry. Just like the wind, yeah response:	I'm sorry. Spread out both hands, wow, wow
context: Sis!\Dad! Mom!\Usagi! Dad! Mom!\Usagi!\You made us worry!\Just like the wind, yeah\I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow response:	Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow
context: Dad! Mom!\Usagi! Dad! Mom!\Usagi!\You made us worry!\Just like the wind, yeah\I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow response:	The sassy but adorable Shingo... Spread out both hands, wow, wow
context: Usagi! Dad! Mom!\Usagi!\You made us worry!\Just like the wind, yeah\I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow response:	The sassy but adorable Shingo... So, it's all right, all right
context: Usagi!\You made us worry!\Just like the wind, yeah\I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right response:	In the end, it's so nice to have a family. So, it's all right, all right
context: You made us worry!\Just like the wind, yeah\I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right response:	In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow
context: Just like the wind, yeah\I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow response:	Wow, it feels so good! Toss your worries to the wind, wow, wow
context: I'm sorry. Just like the wind, yeah\I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow response:	What a nice view! Toss your worries to the wind, wow, wow
context: I'm sorry. Spread out both hands, wow, wow\Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow response:	Toss your worries to the wind, wow, wow
context: Dad risked his life trying to protect us. Sweet Mom. Spread out both hands, wow, wow\The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow response:	The magic of smiling
context: The sassy but adorable Shingo... Spread out both hands, wow, wow\The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow\The magic of smiling response:	Tuxedo Mask...
context: The sassy but adorable Shingo... So, it's all right, all right\In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow\The magic of smiling\Tuxedo Mask... response:	Tuxedo Mask... I cast it upon you
context: In the end, it's so nice to have a family. So, it's all right, all right\In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow\The magic of smiling\Tuxedo Mask...\Tuxedo Mask... I cast it upon you response:	I cast it upon you
context: In the end, it's so nice to have a family. Toss your worries to the wind, wow, wow\Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow\The magic of smiling\Tuxedo Mask...\Tuxedo Mask... I cast it upon you\I cast it upon you response:	I'll give you a mystery that only I have
context: Wow, it feels so good! Toss your worries to the wind, wow, wow\What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow\The magic of smiling\Tuxedo Mask...\Tuxedo Mask... I cast it upon you\I cast it upon you\I'll give you a mystery that only I have response:	Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have
context: What a nice view! Toss your worries to the wind, wow, wow\Toss your worries to the wind, wow, wow\The magic of smiling\Tuxedo Mask...\Tuxedo Mask... I cast it upon you\I cast it upon you\I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have response:	Mako... I'll give you a mystery that only I have
context: Toss your worries to the wind, wow, wow\The magic of smiling\Tuxedo Mask...\Tuxedo Mask... I cast it upon you\I cast it upon you\I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have response:	I'll give you a mystery that only I have
context: The magic of smiling\Tuxedo Mask...\Tuxedo Mask... I cast it upon you\I cast it upon you\I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have response:	I'm okay, because I've got great friends like you guys!
context: Tuxedo Mask...\Tuxedo Mask... I cast it upon you\I cast it upon you\I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys! response:	I'm okay, because I've got great friends like you guys! I can feel it
context: Tuxedo Mask... I cast it upon you\I cast it upon you\I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it response:	By the way, how did you guys get way out here? I can feel it
context: I cast it upon you\I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it response:	By the way, how did you guys get way out here? The next world
context: I'll give you a mystery that only I have\Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world response:	By the way, how did you guys get way out here?
context: Usagi, don't give up. You'll have more chances. I'll give you a mystery that only I have\Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here? response:	Luna told us.
context: Mako... I'll give you a mystery that only I have\I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here?\Luna told us. response:	Luna told us. I have faith
context: I'll give you a mystery that only I have\I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here?\Luna told us.\Luna told us. I have faith response:	And... I have faith
context: I'm okay, because I've got great friends like you guys!\I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here?\Luna told us.\Luna told us. I have faith\And... I have faith response:	We're not going to let you I have faith
context: I'm okay, because I've got great friends like you guys! I can feel it\By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here?\Luna told us.\Luna told us. I have faith\And... I have faith\We're not going to let you I have faith response:	We're not going to let you My dream will come true someday
context: By the way, how did you guys get way out here? I can feel it\By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here?\Luna told us.\Luna told us. I have faith\And... I have faith\We're not going to let you I have faith\We're not going to let you My dream will come true someday response:	have all the fun by yourself! My dream will come true someday
context: By the way, how did you guys get way out here? The next world\By the way, how did you guys get way out here?\Luna told us.\Luna told us. I have faith\And... I have faith\We're not going to let you I have faith\We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday response:	have all the fun by yourself!
context: By the way, how did you guys get way out here?\Luna told us.\Luna told us. I have faith\And... I have faith\We're not going to let you I have faith\We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday\have all the fun by yourself! response:	I can't breathe! Stop it! Just fall in love
context: Luna told us.\Luna told us. I have faith\And... I have faith\We're not going to let you I have faith\We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday\have all the fun by yourself!\I can't breathe! Stop it! Just fall in love response:	I can't breathe! Stop it! Let your heart sing, wow, wow
context: Luna told us. I have faith\And... I have faith\We're not going to let you I have faith\We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday\have all the fun by yourself!\I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow response:	Let your heart sing, wow, wow
context: And... I have faith\We're not going to let you I have faith\We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday\have all the fun by yourself!\I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow response:	So, it's all right, all right
context: We're not going to let you I have faith\We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday\have all the fun by yourself!\I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow\So, it's all right, all right response:	Take a deep breath, wow, wow
context: We're not going to let you My dream will come true someday\have all the fun by yourself! My dream will come true someday\have all the fun by yourself!\I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow\So, it's all right, all right\Take a deep breath, wow, wow response:	I won't let it end as just a dream
context: have all the fun by yourself! My dream will come true someday\have all the fun by yourself!\I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow\So, it's all right, all right\Take a deep breath, wow, wow\I won't let it end as just a dream response:	Hiru ni wa hana no kaori
context: have all the fun by yourself!\I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow\So, it's all right, all right\Take a deep breath, wow, wow\I won't let it end as just a dream\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: I can't breathe! Stop it! Just fall in love\I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow\So, it's all right, all right\Take a deep breath, wow, wow\I won't let it end as just a dream\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: I can't breathe! Stop it! Let your heart sing, wow, wow\Let your heart sing, wow, wow\So, it's all right, all right\Take a deep breath, wow, wow\I won't let it end as just a dream\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: Let your heart sing, wow, wow\So, it's all right, all right\Take a deep breath, wow, wow\I won't let it end as just a dream\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: So, it's all right, all right\Take a deep breath, wow, wow\I won't let it end as just a dream\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: Take a deep breath, wow, wow\I won't let it end as just a dream\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
context: I won't let it end as just a dream\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon response:	Kitto shiawase ni shitekureru
context: Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru response:	Maware maware tsuki no merry-go-round
context: Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round response:	Suzushige na glass no dress hirugaeshite
context: Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite response:	Itsudatte mimamotte iru wa
context: Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite\Itsudatte mimamotte iru wa response:	Moon moon princess
