context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest. response:	Only the seven Words and the staff of seven stars can break the seal.
context: So why do they have to include this ghost eating sacrifices stuff?\Bachoalawy the Bewailing was a member of the royal family of the Book Kingdom in the second century BCE.\He spent his life in happiness surrounded by friends.\However, after he lost his friends in the last years of his life,\Bachoalawy mourned, saying'This world has nothing but sorrow', and eventually turned into a ghost of bewailing.\What, just because of that?\It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one? response:	Come on, Bachoalawy!
context: Bachoalawy the Bewailing was a member of the royal family of the Book Kingdom in the second century BCE.\He spent his life in happiness surrounded by friends.\However, after he lost his friends in the last years of his life,\Bachoalawy mourned, saying'This world has nothing but sorrow', and eventually turned into a ghost of bewailing.\What, just because of that?\It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one?\Come on, Bachoalawy! response:	It's your own fault for crying all the time!
context: He spent his life in happiness surrounded by friends.\However, after he lost his friends in the last years of his life,\Bachoalawy mourned, saying'This world has nothing but sorrow', and eventually turned into a ghost of bewailing.\What, just because of that?\It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one?\Come on, Bachoalawy!\It's your own fault for crying all the time! response:	You're making me feel like crying here, geez!
context: However, after he lost his friends in the last years of his life,\Bachoalawy mourned, saying'This world has nothing but sorrow', and eventually turned into a ghost of bewailing.\What, just because of that?\It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one?\Come on, Bachoalawy!\It's your own fault for crying all the time!\You're making me feel like crying here, geez! response:	All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.
context: Bachoalawy mourned, saying'This world has nothing but sorrow', and eventually turned into a ghost of bewailing.\What, just because of that?\It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one?\Come on, Bachoalawy!\It's your own fault for crying all the time!\You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste. response:	Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?
context: What, just because of that?\It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one?\Come on, Bachoalawy!\It's your own fault for crying all the time!\You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch? response:	Huh?
context: It goes on to say that since he's crying even in his sleep, he needs to eat sacrifices to sate his hunger.\Want one?\Come on, Bachoalawy!\It's your own fault for crying all the time!\You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh? response:	I don't think that's going to happen. Diana will likely end up being selected.
context: Want one?\Come on, Bachoalawy!\It's your own fault for crying all the time!\You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh?\I don't think that's going to happen. Diana will likely end up being selected. response:	Yeah, probably.
context: Come on, Bachoalawy!\It's your own fault for crying all the time!\You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh?\I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably. response:	Right?
context: It's your own fault for crying all the time!\You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh?\I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably.\Right? response:	And what makes you so sure?
context: You're making me feel like crying here, geez!\All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh?\I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably.\Right?\And what makes you so sure? response:	Because Diana comes from a prestigious family.
context: All my hard work trying to be the Moonlit Witch like Chariot is going to go to waste.\Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh?\I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably.\Right?\And what makes you so sure?\Because Diana comes from a prestigious family. response:	She was born with talent running through her veins.
context: Hang on, Akko. Are you really trying to be chosen as the Moonlit Witch?\Huh?\I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably.\Right?\And what makes you so sure?\Because Diana comes from a prestigious family.\She was born with talent running through her veins. response:	Does that mean you don't care about being the Moonlit Witch, Lotte?
context: Huh?\I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably.\Right?\And what makes you so sure?\Because Diana comes from a prestigious family.\She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte? response:	I'm only here so that I can properly inherit my family's magic item shop.
context: I don't think that's going to happen. Diana will likely end up being selected.\Yeah, probably.\Right?\And what makes you so sure?\Because Diana comes from a prestigious family.\She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop. response:	What about you, Sucy?
context: Yeah, probably.\Right?\And what makes you so sure?\Because Diana comes from a prestigious family.\She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy? response:	The thought of passing through the inside of a ghost is giving me shivers!
context: Right?\And what makes you so sure?\Because Diana comes from a prestigious family.\She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers! response:	Unbelievable...
context: And what makes you so sure?\Because Diana comes from a prestigious family.\She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable... response:	You're telling me.
context: Because Diana comes from a prestigious family.\She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable...\You're telling me. response:	I can't believe it.
context: She was born with talent running through her veins.\Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable...\You're telling me.\I can't believe it. response:	Right?!
context: Does that mean you don't care about being the Moonlit Witch, Lotte?\I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable...\You're telling me.\I can't believe it.\Right?! response:	I don't mean her.
context: I'm only here so that I can properly inherit my family's magic item shop.\What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable...\You're telling me.\I can't believe it.\Right?!\I don't mean her. response:	You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.
context: What about you, Sucy?\The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable...\You're telling me.\I can't believe it.\Right?!\I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom. response:	That's true.
context: The thought of passing through the inside of a ghost is giving me shivers!\Unbelievable...\You're telling me.\I can't believe it.\Right?!\I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true. response:	Yeah.
context: Unbelievable...\You're telling me.\I can't believe it.\Right?!\I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true.\Yeah. response:	It can't be helped. Our duties fell to us randomly.
context: You're telling me.\I can't believe it.\Right?!\I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true.\Yeah.\It can't be helped. Our duties fell to us randomly. response:	You got your hopes up by putting your head in the clouds.
context: I can't believe it.\Right?!\I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true.\Yeah.\It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds. response:	Isn't this the perfect role for you?
context: Right?!\I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true.\Yeah.\It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you? response:	Okay, we should prepare for our sacrifice duty meeting
context: I don't mean her.\You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true.\Yeah.\It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting response:	How can you all accept this?!
context: You're the one I can't believe, wanting to be the Moonlit Witch when you can't even ride a broom.\That's true.\Yeah.\It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?! response:	We're in charge of preparing the mirror for the Samhain Festival,
context: That's true.\Yeah.\It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival, response:	and there's something we need your advice about.
context: Yeah.\It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about. response:	We collected all these mirrors, but we're not sure which one to use.
context: It can't be helped. Our duties fell to us randomly.\You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use. response:	Could you pick the one you think is best?
context: You got your hopes up by putting your head in the clouds.\Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best? response:	Certainly. If these are our options...
context: Isn't this the perfect role for you?\Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best?\Certainly. If these are our options... response:	Yes, this one contains the most magic power.
context: Okay, we should prepare for our sacrifice duty meeting\How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best?\Certainly. If these are our options...\Yes, this one contains the most magic power. response:	Unfortunately, it appears to be a prankster.
context: How can you all accept this?!\We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best?\Certainly. If these are our options...\Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster. response:	Polishing it with fairy powder should rein in its mischievous spirit.
context: We're in charge of preparing the mirror for the Samhain Festival,\and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best?\Certainly. If these are our options...\Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit. response:	Really?
context: and there's something we need your advice about.\We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best?\Certainly. If these are our options...\Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit.\Really? response:	I'll request the powder from the teachers. Let's go pick it up together.
context: We collected all these mirrors, but we're not sure which one to use.\Could you pick the one you think is best?\Certainly. If these are our options...\Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit.\Really?\I'll request the powder from the teachers. Let's go pick it up together. response:	Thanks, Diana!
context: Could you pick the one you think is best?\Certainly. If these are our options...\Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit.\Really?\I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana! response:	No wonder you're the committee chair! We can always rely on you.
context: Certainly. If these are our options...\Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit.\Really?\I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana!\No wonder you're the committee chair! We can always rely on you. response:	You're a shoe-in for Moonlit Witch!
context: Yes, this one contains the most magic power.\Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit.\Really?\I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana!\No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch! response:	Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.
context: Unfortunately, it appears to be a prankster.\Polishing it with fairy powder should rein in its mischievous spirit.\Really?\I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana!\No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch. response:	That was close!
context: Polishing it with fairy powder should rein in its mischievous spirit.\Really?\I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana!\No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close! response:	Wait, why am I hiding?
context: Really?\I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana!\No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close!\Wait, why am I hiding? response:	You stubborn thing.
context: I'll request the powder from the teachers. Let's go pick it up together.\Thanks, Diana!\No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close!\Wait, why am I hiding?\You stubborn thing. response:	Be honestyou wish you were born with talent running through your veins.
context: Thanks, Diana!\No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close!\Wait, why am I hiding?\You stubborn thing.\Be honestyou wish you were born with talent running through your veins. response:	Just like... this.
context: No wonder you're the committee chair! We can always rely on you.\You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close!\Wait, why am I hiding?\You stubborn thing.\Be honestyou wish you were born with talent running through your veins.\Just like... this. response:	Wh-What the?!
context: You're a shoe-in for Moonlit Witch!\Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close!\Wait, why am I hiding?\You stubborn thing.\Be honestyou wish you were born with talent running through your veins.\Just like... this.\Wh-What the?! response:	D-Diana?
context: Thank you. But we cannot yet say for sure who will be selected as Moonlit Witch.\That was close!\Wait, why am I hiding?\You stubborn thing.\Be honestyou wish you were born with talent running through your veins.\Just like... this.\Wh-What the?!\D-Diana? response:	Oh, Diana.
context: That was close!\Wait, why am I hiding?\You stubborn thing.\Be honestyou wish you were born with talent running through your veins.\Just like... this.\Wh-What the?!\D-Diana?\Oh, Diana. response:	The program you submitted for the Samhain Festival is impressively thorough.
context: Wait, why am I hiding?\You stubborn thing.\Be honestyou wish you were born with talent running through your veins.\Just like... this.\Wh-What the?!\D-Diana?\Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough. response:	U-Um...
context: You stubborn thing.\Be honestyou wish you were born with talent running through your veins.\Just like... this.\Wh-What the?!\D-Diana?\Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough.\U-Um... response:	Let's hold a meeting to discuss it.
context: Be honestyou wish you were born with talent running through your veins.\Just like... this.\Wh-What the?!\D-Diana?\Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough.\U-Um...\Let's hold a meeting to discuss it. response:	Ow! The pain!
context: Just like... this.\Wh-What the?!\D-Diana?\Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough.\U-Um...\Let's hold a meeting to discuss it.\Ow! The pain! response:	My stomach...
context: Wh-What the?!\D-Diana?\Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough.\U-Um...\Let's hold a meeting to discuss it.\Ow! The pain!\My stomach... response:	Oh, are you unwell?
context: D-Diana?\Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough.\U-Um...\Let's hold a meeting to discuss it.\Ow! The pain!\My stomach...\Oh, are you unwell? response:	PleasePlease excuse me...
context: Oh, Diana.\The program you submitted for the Samhain Festival is impressively thorough.\U-Um...\Let's hold a meeting to discuss it.\Ow! The pain!\My stomach...\Oh, are you unwell?\PleasePlease excuse me... response:	Oh, the pain...
context: The program you submitted for the Samhain Festival is impressively thorough.\U-Um...\Let's hold a meeting to discuss it.\Ow! The pain!\My stomach...\Oh, are you unwell?\PleasePlease excuse me...\Oh, the pain... response:	Little Witch Academia
context: U-Um...\Let's hold a meeting to discuss it.\Ow! The pain!\My stomach...\Oh, are you unwell?\PleasePlease excuse me...\Oh, the pain...\Little Witch Academia response:	Little Witch Academia
context: Let's hold a meeting to discuss it.\Ow! The pain!\My stomach...\Oh, are you unwell?\PleasePlease excuse me...\Oh, the pain...\Little Witch Academia\Little Witch Academia response:	Why? Why did this happen?!
context: Ow! The pain!\My stomach...\Oh, are you unwell?\PleasePlease excuse me...\Oh, the pain...\Little Witch Academia\Little Witch Academia\Why? Why did this happen?! response:	Diana!
context: My stomach...\Oh, are you unwell?\PleasePlease excuse me...\Oh, the pain...\Little Witch Academia\Little Witch Academia\Why? Why did this happen?!\Diana! response:	Diana!
context: Oh, are you unwell?\PleasePlease excuse me...\Oh, the pain...\Little Witch Academia\Little Witch Academia\Why? Why did this happen?!\Diana!\Diana! response:	We're in a bit of a pinch.
context: PleasePlease excuse me...\Oh, the pain...\Little Witch Academia\Little Witch Academia\Why? Why did this happen?!\Diana!\Diana!\We're in a bit of a pinch. response:	We can't figure out how to read the summoning spell by ourselves.
context: Oh, the pain...\Little Witch Academia\Little Witch Academia\Why? Why did this happen?!\Diana!\Diana!\We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves. response:	It's the one on this page.
context: Little Witch Academia\Little Witch Academia\Why? Why did this happen?!\Diana!\Diana!\We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves.\It's the one on this page. response:	Please, teach us!
context: Little Witch Academia\Why? Why did this happen?!\Diana!\Diana!\We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves.\It's the one on this page.\Please, teach us! response:	W-Well...
context: Why? Why did this happen?!\Diana!\Diana!\We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves.\It's the one on this page.\Please, teach us!\W-Well... response:	D-Diana?
context: Diana!\Diana!\We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves.\It's the one on this page.\Please, teach us!\W-Well...\D-Diana? response:	What a fine mess we are in.
context: Diana!\We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves.\It's the one on this page.\Please, teach us!\W-Well...\D-Diana?\What a fine mess we are in. response:	Now that you two have laid eyes on this spell...
context: We're in a bit of a pinch.\We can't figure out how to read the summoning spell by ourselves.\It's the one on this page.\Please, teach us!\W-Well...\D-Diana?\What a fine mess we are in.\Now that you two have laid eyes on this spell... response:	You are already under its curse.
context: We can't figure out how to read the summoning spell by ourselves.\It's the one on this page.\Please, teach us!\W-Well...\D-Diana?\What a fine mess we are in.\Now that you two have laid eyes on this spell...\You are already under its curse. response:	Curse?!
context: It's the one on this page.\Please, teach us!\W-Well...\D-Diana?\What a fine mess we are in.\Now that you two have laid eyes on this spell...\You are already under its curse.\Curse?! response:	If nothing is done, you will become eighty-two years old within twenty-four hours!
context: Please, teach us!\W-Well...\D-Diana?\What a fine mess we are in.\Now that you two have laid eyes on this spell...\You are already under its curse.\Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours! response:	Eighty-two...
context: W-Well...\D-Diana?\What a fine mess we are in.\Now that you two have laid eyes on this spell...\You are already under its curse.\Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two... response:	N-No!
context: D-Diana?\What a fine mess we are in.\Now that you two have laid eyes on this spell...\You are already under its curse.\Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two...\N-No! response:	Save us, Diana!
context: What a fine mess we are in.\Now that you two have laid eyes on this spell...\You are already under its curse.\Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two...\N-No!\Save us, Diana! response:	Place both of your hands atop your head.
context: Now that you two have laid eyes on this spell...\You are already under its curse.\Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two...\N-No!\Save us, Diana!\Place both of your hands atop your head. response:	L-Like this?
context: You are already under its curse.\Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two...\N-No!\Save us, Diana!\Place both of your hands atop your head.\L-Like this? response:	Yes, very good. Now then...
context: Curse?!\If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two...\N-No!\Save us, Diana!\Place both of your hands atop your head.\L-Like this?\Yes, very good. Now then... response:	Allow me to write the curse-breaking spell!
context: If nothing is done, you will become eighty-two years old within twenty-four hours!\Eighty-two...\N-No!\Save us, Diana!\Place both of your hands atop your head.\L-Like this?\Yes, very good. Now then...\Allow me to write the curse-breaking spell! response:	That should do it.
context: Eighty-two...\N-No!\Save us, Diana!\Place both of your hands atop your head.\L-Like this?\Yes, very good. Now then...\Allow me to write the curse-breaking spell!\That should do it. response:	Now stay like that until tomorrow morning, and the curse will be lifted.
context: N-No!\Save us, Diana!\Place both of your hands atop your head.\L-Like this?\Yes, very good. Now then...\Allow me to write the curse-breaking spell!\That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted. response:	Just don't move until tomorrow morning?
context: Save us, Diana!\Place both of your hands atop your head.\L-Like this?\Yes, very good. Now then...\Allow me to write the curse-breaking spell!\That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning? response:	Got it!
context: Place both of your hands atop your head.\L-Like this?\Yes, very good. Now then...\Allow me to write the curse-breaking spell!\That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning?\Got it! response:	Bye, I have other business to attend to.
context: L-Like this?\Yes, very good. Now then...\Allow me to write the curse-breaking spell!\That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning?\Got it!\Bye, I have other business to attend to. response:	Thank you, Diana!
context: Yes, very good. Now then...\Allow me to write the curse-breaking spell!\That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning?\Got it!\Bye, I have other business to attend to.\Thank you, Diana! response:	You're our savior!
context: Allow me to write the curse-breaking spell!\That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning?\Got it!\Bye, I have other business to attend to.\Thank you, Diana!\You're our savior! response:	Oh crap!
context: That should do it.\Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning?\Got it!\Bye, I have other business to attend to.\Thank you, Diana!\You're our savior!\Oh crap! response:	Well, if it isn't Lady Diana. Please forgive me.
context: Now stay like that until tomorrow morning, and the curse will be lifted.\Just don't move until tomorrow morning?\Got it!\Bye, I have other business to attend to.\Thank you, Diana!\You're our savior!\Oh crap!\Well, if it isn't Lady Diana. Please forgive me. response:	I have just completed my cleaning of your room.
context: Just don't move until tomorrow morning?\Got it!\Bye, I have other business to attend to.\Thank you, Diana!\You're our savior!\Oh crap!\Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room. response:	Oh, Diana's room must be this way.
context: Got it!\Bye, I have other business to attend to.\Thank you, Diana!\You're our savior!\Oh crap!\Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room.\Oh, Diana's room must be this way. response:	Lady Diana.
context: Bye, I have other business to attend to.\Thank you, Diana!\You're our savior!\Oh crap!\Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room.\Oh, Diana's room must be this way.\Lady Diana. response:	Were you not returning to your room?
context: Thank you, Diana!\You're our savior!\Oh crap!\Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room.\Oh, Diana's room must be this way.\Lady Diana.\Were you not returning to your room? response:	Y-Yes, I was! I was just on my way there now.
context: You're our savior!\Oh crap!\Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room.\Oh, Diana's room must be this way.\Lady Diana.\Were you not returning to your room?\Y-Yes, I was! I was just on my way there now. response:	Too close, too close!
context: Oh crap!\Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room.\Oh, Diana's room must be this way.\Lady Diana.\Were you not returning to your room?\Y-Yes, I was! I was just on my way there now.\Too close, too close! response:	So this is where Diana and them live.
context: Well, if it isn't Lady Diana. Please forgive me.\I have just completed my cleaning of your room.\Oh, Diana's room must be this way.\Lady Diana.\Were you not returning to your room?\Y-Yes, I was! I was just on my way there now.\Too close, too close!\So this is where Diana and them live. response:	But sneaking into someone else's room is definitely crossing a line.
context: I have just completed my cleaning of your room.\Oh, Diana's room must be this way.\Lady Diana.\Were you not returning to your room?\Y-Yes, I was! I was just on my way there now.\Too close, too close!\So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line. response:	Lady Diana.
context: Oh, Diana's room must be this way.\Lady Diana.\Were you not returning to your room?\Y-Yes, I was! I was just on my way there now.\Too close, too close!\So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line.\Lady Diana. response:	I forgot to pass on a message for you.
context: Lady Diana.\Were you not returning to your room?\Y-Yes, I was! I was just on my way there now.\Too close, too close!\So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line.\Lady Diana.\I forgot to pass on a message for you. response:	As I was cleaning, your classmates came by in a rush, looking for you.
context: Were you not returning to your room?\Y-Yes, I was! I was just on my way there now.\Too close, too close!\So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line.\Lady Diana.\I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you. response:	I-I see. Thank you for telling me.
context: Y-Yes, I was! I was just on my way there now.\Too close, too close!\So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line.\Lady Diana.\I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me. response:	Goodbye.
context: Too close, too close!\So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line.\Lady Diana.\I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me.\Goodbye. response:	Thank you again.
context: So this is where Diana and them live.\But sneaking into someone else's room is definitely crossing a line.\Lady Diana.\I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me.\Goodbye.\Thank you again. response:	Just give me a break... huh?
context: But sneaking into someone else's room is definitely crossing a line.\Lady Diana.\I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me.\Goodbye.\Thank you again.\Just give me a break... huh? response:	Whoa...
context: Lady Diana.\I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me.\Goodbye.\Thank you again.\Just give me a break... huh?\Whoa... response:	Is this Diana's... diary?
context: I forgot to pass on a message for you.\As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me.\Goodbye.\Thank you again.\Just give me a break... huh?\Whoa...\Is this Diana's... diary? response:	No, stop! I definitely can't look at this!
