context: Shirt: Good at fighting Superior cat-ears (?) response:	Let us assess the situation.
context: But his embarrassing stories are more important, right?\Now then, please continue!\Are you an idiot?\So, Tsugumi-san, what was Jin-kun like as a child?\I remember there's an album...\He's now different from this?\Human growth is surprisingly fast!\Jin was really cute at that age. response:	What about now?
context: Now then, please continue!\Are you an idiot?\So, Tsugumi-san, what was Jin-kun like as a child?\I remember there's an album...\He's now different from this?\Human growth is surprisingly fast!\Jin was really cute at that age.\What about now? response:	He's cute, even now.
context: Are you an idiot?\So, Tsugumi-san, what was Jin-kun like as a child?\I remember there's an album...\He's now different from this?\Human growth is surprisingly fast!\Jin was really cute at that age.\What about now?\He's cute, even now. response:	I'm sorry, please spare me!
context: So, Tsugumi-san, what was Jin-kun like as a child?\I remember there's an album...\He's now different from this?\Human growth is surprisingly fast!\Jin was really cute at that age.\What about now?\He's cute, even now.\I'm sorry, please spare me! response:	Hmm, Jin's past, eh?
context: I remember there's an album...\He's now different from this?\Human growth is surprisingly fast!\Jin was really cute at that age.\What about now?\He's cute, even now.\I'm sorry, please spare me!\Hmm, Jin's past, eh? response:	I thought I knew his past, but it's still full of things I don't know of.
context: He's now different from this?\Human growth is surprisingly fast!\Jin was really cute at that age.\What about now?\He's cute, even now.\I'm sorry, please spare me!\Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of. response:	I know everything about him.
context: Human growth is surprisingly fast!\Jin was really cute at that age.\What about now?\He's cute, even now.\I'm sorry, please spare me!\Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of.\I know everything about him. response:	Now is a good chance to hear about it!
context: Jin was really cute at that age.\What about now?\He's cute, even now.\I'm sorry, please spare me!\Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of.\I know everything about him.\Now is a good chance to hear about it! response:	As a child, he was always mistaking his right shoe for his left.
context: What about now?\He's cute, even now.\I'm sorry, please spare me!\Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of.\I know everything about him.\Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left. response:	Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.
context: He's cute, even now.\I'm sorry, please spare me!\Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of.\I know everything about him.\Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana. response:	What a dumb child.
context: I'm sorry, please spare me!\Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of.\I know everything about him.\Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child. response:	Wow, what's this?!
context: Hmm, Jin's past, eh?\I thought I knew his past, but it's still full of things I don't know of.\I know everything about him.\Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child.\Wow, what's this?! response:	I fell and accidentally grabbed on to his pants.
context: I thought I knew his past, but it's still full of things I don't know of.\I know everything about him.\Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child.\Wow, what's this?!\I fell and accidentally grabbed on to his pants. response:	Who took the picture?
context: I know everything about him.\Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child.\Wow, what's this?!\I fell and accidentally grabbed on to his pants.\Who took the picture? response:	My mother did.
context: Now is a good chance to hear about it!\As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child.\Wow, what's this?!\I fell and accidentally grabbed on to his pants.\Who took the picture?\My mother did. response:	It's a record of his growth in many ways.
context: As a child, he was always mistaking his right shoe for his left.\Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child.\Wow, what's this?!\I fell and accidentally grabbed on to his pants.\Who took the picture?\My mother did.\It's a record of his growth in many ways. response:	This was during our elementary school graduation trip!
context: Until he was about seven years old, he couldn't tell the difference between ne and nu in hiragana.\What a dumb child.\Wow, what's this?!\I fell and accidentally grabbed on to his pants.\Who took the picture?\My mother did.\It's a record of his growth in many ways.\This was during our elementary school graduation trip! response:	Jin fell into the Five-colored Swamp in Fukushima Prefecture.
context: What a dumb child.\Wow, what's this?!\I fell and accidentally grabbed on to his pants.\Who took the picture?\My mother did.\It's a record of his growth in many ways.\This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture. response:	What did he do to fall into it?
context: Wow, what's this?!\I fell and accidentally grabbed on to his pants.\Who took the picture?\My mother did.\It's a record of his growth in many ways.\This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it? response:	He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,
context: I fell and accidentally grabbed on to his pants.\Who took the picture?\My mother did.\It's a record of his growth in many ways.\This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp, response:	but he got dizzy!
context: Who took the picture?\My mother did.\It's a record of his growth in many ways.\This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy! response:	Boys...
context: My mother did.\It's a record of his growth in many ways.\This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy!\Boys... response:	What about his junior high days?
context: It's a record of his growth in many ways.\This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy!\Boys...\What about his junior high days? response:	Well, during junior high...
context: This was during our elementary school graduation trip!\Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy!\Boys...\What about his junior high days?\Well, during junior high... response:	Hold it right there! That's enough!
context: Jin fell into the Five-colored Swamp in Fukushima Prefecture.\What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy!\Boys...\What about his junior high days?\Well, during junior high...\Hold it right there! That's enough! response:	End of story!
context: What did he do to fall into it?\He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy!\Boys...\What about his junior high days?\Well, during junior high...\Hold it right there! That's enough!\End of story! response:	You're boring, Jin!
context: He was trying to get a picture of himself doing a Rising Dragon Punch at the edge of the swamp,\but he got dizzy!\Boys...\What about his junior high days?\Well, during junior high...\Hold it right there! That's enough!\End of story!\You're boring, Jin! response:	More embarrassing stories!
context: but he got dizzy!\Boys...\What about his junior high days?\Well, during junior high...\Hold it right there! That's enough!\End of story!\You're boring, Jin!\More embarrassing stories! response:	I'm confiscating this album!
context: Boys...\What about his junior high days?\Well, during junior high...\Hold it right there! That's enough!\End of story!\You're boring, Jin!\More embarrassing stories!\I'm confiscating this album! response:	I bet there are even more embarrassing stories in junior high!
context: What about his junior high days?\Well, during junior high...\Hold it right there! That's enough!\End of story!\You're boring, Jin!\More embarrassing stories!\I'm confiscating this album!\I bet there are even more embarrassing stories in junior high! response:	No doubt about that.
context: Well, during junior high...\Hold it right there! That's enough!\End of story!\You're boring, Jin!\More embarrassing stories!\I'm confiscating this album!\I bet there are even more embarrassing stories in junior high!\No doubt about that. response:	He caused a lot of trouble during junior high. He was a delinquent.
context: Hold it right there! That's enough!\End of story!\You're boring, Jin!\More embarrassing stories!\I'm confiscating this album!\I bet there are even more embarrassing stories in junior high!\No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent. response:	Delinquent?
context: End of story!\You're boring, Jin!\More embarrassing stories!\I'm confiscating this album!\I bet there are even more embarrassing stories in junior high!\No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent.\Delinquent? response:	The hell ya want, bastard?
context: You're boring, Jin!\More embarrassing stories!\I'm confiscating this album!\I bet there are even more embarrassing stories in junior high!\No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent.\Delinquent?\The hell ya want, bastard? response:	He's not like that, don't worry.
context: More embarrassing stories!\I'm confiscating this album!\I bet there are even more embarrassing stories in junior high!\No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent.\Delinquent?\The hell ya want, bastard?\He's not like that, don't worry. response:	He was at a rebellious age. He'd raise his fist easily.
context: I'm confiscating this album!\I bet there are even more embarrassing stories in junior high!\No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent.\Delinquent?\The hell ya want, bastard?\He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily. response:	Didn't I tell you to stop?
context: I bet there are even more embarrassing stories in junior high!\No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent.\Delinquent?\The hell ya want, bastard?\He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop? response:	This reminds me. I had something to tell you.
context: No doubt about that.\He caused a lot of trouble during junior high. He was a delinquent.\Delinquent?\The hell ya want, bastard?\He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop?\This reminds me. I had something to tell you. response:	Umm...
context: He caused a lot of trouble during junior high. He was a delinquent.\Delinquent?\The hell ya want, bastard?\He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop?\This reminds me. I had something to tell you.\Umm... response:	Can I ask you something first?
context: Delinquent?\The hell ya want, bastard?\He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop?\This reminds me. I had something to tell you.\Umm...\Can I ask you something first? response:	On the question of whether you're a homosexual...
context: The hell ya want, bastard?\He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop?\This reminds me. I had something to tell you.\Umm...\Can I ask you something first?\On the question of whether you're a homosexual... response:	That rumor is totally untrue.
context: He's not like that, don't worry.\He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop?\This reminds me. I had something to tell you.\Umm...\Can I ask you something first?\On the question of whether you're a homosexual...\That rumor is totally untrue. response:	I thought so!
context: He was at a rebellious age. He'd raise his fist easily.\Didn't I tell you to stop?\This reminds me. I had something to tell you.\Umm...\Can I ask you something first?\On the question of whether you're a homosexual...\That rumor is totally untrue.\I thought so! response:	In that case, I propose that I or Tsugumi-san become your girlfriend...
context: Didn't I tell you to stop?\This reminds me. I had something to tell you.\Umm...\Can I ask you something first?\On the question of whether you're a homosexual...\That rumor is totally untrue.\I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend... response:	in order to clear up the misunderstanding.
context: This reminds me. I had something to tell you.\Umm...\Can I ask you something first?\On the question of whether you're a homosexual...\That rumor is totally untrue.\I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding. response:	Why am I also included in your plan?
context: Umm...\Can I ask you something first?\On the question of whether you're a homosexual...\That rumor is totally untrue.\I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding.\Why am I also included in your plan? response:	Oh my, do you intend to remain as a bystander?
context: Can I ask you something first?\On the question of whether you're a homosexual...\That rumor is totally untrue.\I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding.\Why am I also included in your plan?\Oh my, do you intend to remain as a bystander? response:	There's no reason for Tsugumi and Zange-chan to do so much for me.
context: On the question of whether you're a homosexual...\That rumor is totally untrue.\I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding.\Why am I also included in your plan?\Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me. response:	It has nothing to do with you.
context: That rumor is totally untrue.\I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding.\Why am I also included in your plan?\Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you. response:	Nothing to do with us?
context: I thought so!\In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding.\Why am I also included in your plan?\Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you.\Nothing to do with us? response:	Don't tell me you haven't told him about the situation yet?
context: In that case, I propose that I or Tsugumi-san become your girlfriend...\in order to clear up the misunderstanding.\Why am I also included in your plan?\Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you.\Nothing to do with us?\Don't tell me you haven't told him about the situation yet? response:	I was just about to...
context: in order to clear up the misunderstanding.\Why am I also included in your plan?\Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you.\Nothing to do with us?\Don't tell me you haven't told him about the situation yet?\I was just about to... response:	What?
context: Why am I also included in your plan?\Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you.\Nothing to do with us?\Don't tell me you haven't told him about the situation yet?\I was just about to...\What? response:	You see...
context: Oh my, do you intend to remain as a bystander?\There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you.\Nothing to do with us?\Don't tell me you haven't told him about the situation yet?\I was just about to...\What?\You see... response:	The truth is... There's something I need to apologize for.
context: There's no reason for Tsugumi and Zange-chan to do so much for me.\It has nothing to do with you.\Nothing to do with us?\Don't tell me you haven't told him about the situation yet?\I was just about to...\What?\You see...\The truth is... There's something I need to apologize for. response:	You too?
context: It has nothing to do with you.\Nothing to do with us?\Don't tell me you haven't told him about the situation yet?\I was just about to...\What?\You see...\The truth is... There's something I need to apologize for.\You too? response:	What is it?
context: Nothing to do with us?\Don't tell me you haven't told him about the situation yet?\I was just about to...\What?\You see...\The truth is... There's something I need to apologize for.\You too?\What is it? response:	I caused a lot of trouble for you during junior high.
context: Don't tell me you haven't told him about the situation yet?\I was just about to...\What?\You see...\The truth is... There's something I need to apologize for.\You too?\What is it?\I caused a lot of trouble for you during junior high. response:	I want to apologize for that. I'm sorry.
context: I was just about to...\What?\You see...\The truth is... There's something I need to apologize for.\You too?\What is it?\I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry. response:	Trouble?
context: What?\You see...\The truth is... There's something I need to apologize for.\You too?\What is it?\I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry.\Trouble? response:	Which one?
context: You see...\The truth is... There's something I need to apologize for.\You too?\What is it?\I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry.\Trouble?\Which one? response:	Like I said!
context: The truth is... There's something I need to apologize for.\You too?\What is it?\I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry.\Trouble?\Which one?\Like I said! response:	I was worried about my old man back then, so I flipped easily...
context: You too?\What is it?\I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry.\Trouble?\Which one?\Like I said!\I was worried about my old man back then, so I flipped easily... response:	Oh, that. Why talk about that now?
context: What is it?\I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry.\Trouble?\Which one?\Like I said!\I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now? response:	Don't tell me...
context: I caused a lot of trouble for you during junior high.\I want to apologize for that. I'm sorry.\Trouble?\Which one?\Like I said!\I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now?\Don't tell me... response:	You've always been bothered by that?
context: I want to apologize for that. I'm sorry.\Trouble?\Which one?\Like I said!\I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now?\Don't tell me...\You've always been bothered by that? response:	He hasn't changed.
context: Trouble?\Which one?\Like I said!\I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now?\Don't tell me...\You've always been bothered by that?\He hasn't changed. response:	You idiot.
context: Which one?\Like I said!\I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now?\Don't tell me...\You've always been bothered by that?\He hasn't changed.\You idiot. response:	Whenever you got mad, I always knew why.
context: Like I said!\I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now?\Don't tell me...\You've always been bothered by that?\He hasn't changed.\You idiot.\Whenever you got mad, I always knew why. response:	I also knew why you cried or laughed.
context: I was worried about my old man back then, so I flipped easily...\Oh, that. Why talk about that now?\Don't tell me...\You've always been bothered by that?\He hasn't changed.\You idiot.\Whenever you got mad, I always knew why.\I also knew why you cried or laughed. response:	So I was never afraid.
context: Oh, that. Why talk about that now?\Don't tell me...\You've always been bothered by that?\He hasn't changed.\You idiot.\Whenever you got mad, I always knew why.\I also knew why you cried or laughed.\So I was never afraid. response:	You're always you.
context: Don't tell me...\You've always been bothered by that?\He hasn't changed.\You idiot.\Whenever you got mad, I always knew why.\I also knew why you cried or laughed.\So I was never afraid.\You're always you. response:	That's why it's all right for you to cry or laugh.
context: You've always been bothered by that?\He hasn't changed.\You idiot.\Whenever you got mad, I always knew why.\I also knew why you cried or laughed.\So I was never afraid.\You're always you.\That's why it's all right for you to cry or laugh. response:	Really?
context: He hasn't changed.\You idiot.\Whenever you got mad, I always knew why.\I also knew why you cried or laughed.\So I was never afraid.\You're always you.\That's why it's all right for you to cry or laugh.\Really? response:	That's right.
context: You idiot.\Whenever you got mad, I always knew why.\I also knew why you cried or laughed.\So I was never afraid.\You're always you.\That's why it's all right for you to cry or laugh.\Really?\That's right. response:	I feel better now.
context: Whenever you got mad, I always knew why.\I also knew why you cried or laughed.\So I was never afraid.\You're always you.\That's why it's all right for you to cry or laugh.\Really?\That's right.\I feel better now. response:	Really? I'm glad to hear that.
context: I also knew why you cried or laughed.\So I was never afraid.\You're always you.\That's why it's all right for you to cry or laugh.\Really?\That's right.\I feel better now.\Really? I'm glad to hear that. response:	Is it such a shock for you?
context: So I was never afraid.\You're always you.\That's why it's all right for you to cry or laugh.\Really?\That's right.\I feel better now.\Really? I'm glad to hear that.\Is it such a shock for you? response:	Now it's your turn.
context: You're always you.\That's why it's all right for you to cry or laugh.\Really?\That's right.\I feel better now.\Really? I'm glad to hear that.\Is it such a shock for you?\Now it's your turn. response:	What do you want to apologize for?
context: That's why it's all right for you to cry or laugh.\Really?\That's right.\I feel better now.\Really? I'm glad to hear that.\Is it such a shock for you?\Now it's your turn.\What do you want to apologize for? response:	Why you... you're too careless.
context: Really?\That's right.\I feel better now.\Really? I'm glad to hear that.\Is it such a shock for you?\Now it's your turn.\What do you want to apologize for?\Why you... you're too careless. response:	I'm sorry! I said it out loud without realizing it!
context: That's right.\I feel better now.\Really? I'm glad to hear that.\Is it such a shock for you?\Now it's your turn.\What do you want to apologize for?\Why you... you're too careless.\I'm sorry! I said it out loud without realizing it! response:	I'm really sorry about it!
context: I feel better now.\Really? I'm glad to hear that.\Is it such a shock for you?\Now it's your turn.\What do you want to apologize for?\Why you... you're too careless.\I'm sorry! I said it out loud without realizing it!\I'm really sorry about it! response:	If you think about it, it's only right for Tsugumi to act as his girlfriend.
context: Really? I'm glad to hear that.\Is it such a shock for you?\Now it's your turn.\What do you want to apologize for?\Why you... you're too careless.\I'm sorry! I said it out loud without realizing it!\I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend. response:	In order to take responsibility for her actions as well.
context: Is it such a shock for you?\Now it's your turn.\What do you want to apologize for?\Why you... you're too careless.\I'm sorry! I said it out loud without realizing it!\I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well. response:	But he also has me as a special candidate!
context: Now it's your turn.\What do you want to apologize for?\Why you... you're too careless.\I'm sorry! I said it out loud without realizing it!\I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well.\But he also has me as a special candidate! response:	He's lucky!
context: What do you want to apologize for?\Why you... you're too careless.\I'm sorry! I said it out loud without realizing it!\I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well.\But he also has me as a special candidate!\He's lucky! response:	You won't get bored, I assure you!
context: Why you... you're too careless.\I'm sorry! I said it out loud without realizing it!\I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well.\But he also has me as a special candidate!\He's lucky!\You won't get bored, I assure you! response:	I think it's much better than serving Neesama in this house.
context: I'm sorry! I said it out loud without realizing it!\I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well.\But he also has me as a special candidate!\He's lucky!\You won't get bored, I assure you!\I think it's much better than serving Neesama in this house. response:	Zange-chan, you can't!
context: I'm really sorry about it!\If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well.\But he also has me as a special candidate!\He's lucky!\You won't get bored, I assure you!\I think it's much better than serving Neesama in this house.\Zange-chan, you can't! response:	I-I'm not implying that I should be his girlfriend instead.
context: If you think about it, it's only right for Tsugumi to act as his girlfriend.\In order to take responsibility for her actions as well.\But he also has me as a special candidate!\He's lucky!\You won't get bored, I assure you!\I think it's much better than serving Neesama in this house.\Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead. response:	Let him decide then.
context: In order to take responsibility for her actions as well.\But he also has me as a special candidate!\He's lucky!\You won't get bored, I assure you!\I think it's much better than serving Neesama in this house.\Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead.\Let him decide then. response:	Jin-kun.
context: But he also has me as a special candidate!\He's lucky!\You won't get bored, I assure you!\I think it's much better than serving Neesama in this house.\Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead.\Let him decide then.\Jin-kun. response:	Who do you choose?
context: He's lucky!\You won't get bored, I assure you!\I think it's much better than serving Neesama in this house.\Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead.\Let him decide then.\Jin-kun.\Who do you choose? response:	Tsugu-
context: You won't get bored, I assure you!\I think it's much better than serving Neesama in this house.\Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead.\Let him decide then.\Jin-kun.\Who do you choose?\Tsugu- response:	You're so slow. Hurry up and decide, Jin.
context: I think it's much better than serving Neesama in this house.\Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead.\Let him decide then.\Jin-kun.\Who do you choose?\Tsugu-\You're so slow. Hurry up and decide, Jin. response:	It's never going to end!
context: Zange-chan, you can't!\I-I'm not implying that I should be his girlfriend instead.\Let him decide then.\Jin-kun.\Who do you choose?\Tsugu-\You're so slow. Hurry up and decide, Jin.\It's never going to end! response:	I don't think there's a need for you to make a choice, is there?
context: I-I'm not implying that I should be his girlfriend instead.\Let him decide then.\Jin-kun.\Who do you choose?\Tsugu-\You're so slow. Hurry up and decide, Jin.\It's never going to end!\I don't think there's a need for you to make a choice, is there? response:	You just need to show that you like women.
context: Let him decide then.\Jin-kun.\Who do you choose?\Tsugu-\You're so slow. Hurry up and decide, Jin.\It's never going to end!\I don't think there's a need for you to make a choice, is there?\You just need to show that you like women. response:	Both of you can hold Jin at the same time.
context: Jin-kun.\Who do you choose?\Tsugu-\You're so slow. Hurry up and decide, Jin.\It's never going to end!\I don't think there's a need for you to make a choice, is there?\You just need to show that you like women.\Both of you can hold Jin at the same time. response:	You're right.
context: Who do you choose?\Tsugu-\You're so slow. Hurry up and decide, Jin.\It's never going to end!\I don't think there's a need for you to make a choice, is there?\You just need to show that you like women.\Both of you can hold Jin at the same time.\You're right. response:	We just need to flirt in public.
context: Tsugu-\You're so slow. Hurry up and decide, Jin.\It's never going to end!\I don't think there's a need for you to make a choice, is there?\You just need to show that you like women.\Both of you can hold Jin at the same time.\You're right.\We just need to flirt in public. response:	The person inside says it isn't a bad idea.
context: You're so slow. Hurry up and decide, Jin.\It's never going to end!\I don't think there's a need for you to make a choice, is there?\You just need to show that you like women.\Both of you can hold Jin at the same time.\You're right.\We just need to flirt in public.\The person inside says it isn't a bad idea. response:	What? The person inside?
context: It's never going to end!\I don't think there's a need for you to make a choice, is there?\You just need to show that you like women.\Both of you can hold Jin at the same time.\You're right.\We just need to flirt in public.\The person inside says it isn't a bad idea.\What? The person inside? response:	Here, Jin. Say aah.
context: I don't think there's a need for you to make a choice, is there?\You just need to show that you like women.\Both of you can hold Jin at the same time.\You're right.\We just need to flirt in public.\The person inside says it isn't a bad idea.\What? The person inside?\Here, Jin. Say aah. response:	Eat mine too! This is a dish I'm proud of!
context: You just need to show that you like women.\Both of you can hold Jin at the same time.\You're right.\We just need to flirt in public.\The person inside says it isn't a bad idea.\What? The person inside?\Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of! response:	Look, it's Mikuriya-kun!
context: Both of you can hold Jin at the same time.\You're right.\We just need to flirt in public.\The person inside says it isn't a bad idea.\What? The person inside?\Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun! response:	He's not only interested in men...
context: You're right.\We just need to flirt in public.\The person inside says it isn't a bad idea.\What? The person inside?\Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun!\He's not only interested in men... response:	He's flirting with his childhood friend!
context: We just need to flirt in public.\The person inside says it isn't a bad idea.\What? The person inside?\Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun!\He's not only interested in men...\He's flirting with his childhood friend! response:	Everyone's stares are scary.
context: The person inside says it isn't a bad idea.\What? The person inside?\Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun!\He's not only interested in men...\He's flirting with his childhood friend!\Everyone's stares are scary. response:	Even Zange-chan!
context: What? The person inside?\Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun!\He's not only interested in men...\He's flirting with his childhood friend!\Everyone's stares are scary.\Even Zange-chan! response:	He goes after anyone in sight. I can't forgive him!
context: Here, Jin. Say aah.\Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun!\He's not only interested in men...\He's flirting with his childhood friend!\Everyone's stares are scary.\Even Zange-chan!\He goes after anyone in sight. I can't forgive him! response:	How's it? Is it tasty?
context: Eat mine too! This is a dish I'm proud of!\Look, it's Mikuriya-kun!\He's not only interested in men...\He's flirting with his childhood friend!\Everyone's stares are scary.\Even Zange-chan!\He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty? response:	It's delicious...
context: Look, it's Mikuriya-kun!\He's not only interested in men...\He's flirting with his childhood friend!\Everyone's stares are scary.\Even Zange-chan!\He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty?\It's delicious... response:	Not only octopus, I've also prepared crab and dolphin sausage cuts!
context: He's not only interested in men...\He's flirting with his childhood friend!\Everyone's stares are scary.\Even Zange-chan!\He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty?\It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts! response:	This green pepper covered kneaded fried chicken is delicious even when it's cold.
context: He's flirting with his childhood friend!\Everyone's stares are scary.\Even Zange-chan!\He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty?\It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold. response:	My boiled and dipped vegetables...
context: Everyone's stares are scary.\Even Zange-chan!\He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty?\It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables... response:	are also delicious when cold.
