context: Magnolia, X791. response:	After returning from Tenroujima,
context: I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse...\But after what happened in Acalypha,\I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard.\I don't understand it...\I'm sad... and lonely...\Yet the tears won't come... response:	I guess I really didn't have feelings for...
context: That business with the Phantom Lord made it even worse...\But after what happened in Acalypha,\I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard.\I don't understand it...\I'm sad... and lonely...\Yet the tears won't come...\I guess I really didn't have feelings for... response:	That's not true.
context: But after what happened in Acalypha,\I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard.\I don't understand it...\I'm sad... and lonely...\Yet the tears won't come...\I guess I really didn't have feelings for...\That's not true. response:	I don't know how to put this,
context: I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard.\I don't understand it...\I'm sad... and lonely...\Yet the tears won't come...\I guess I really didn't have feelings for...\That's not true.\I don't know how to put this, response:	but I don't think it's about whether you cry or not...
context: It's just like him to lose his health from working too hard.\I don't understand it...\I'm sad... and lonely...\Yet the tears won't come...\I guess I really didn't have feelings for...\That's not true.\I don't know how to put this,\but I don't think it's about whether you cry or not... response:	Yeah. Thanks.
context: I don't understand it...\I'm sad... and lonely...\Yet the tears won't come...\I guess I really didn't have feelings for...\That's not true.\I don't know how to put this,\but I don't think it's about whether you cry or not...\Yeah. Thanks. response:	It's strange, but...
context: I'm sad... and lonely...\Yet the tears won't come...\I guess I really didn't have feelings for...\That's not true.\I don't know how to put this,\but I don't think it's about whether you cry or not...\Yeah. Thanks.\It's strange, but... response:	I really am fine.
context: Yet the tears won't come...\I guess I really didn't have feelings for...\That's not true.\I don't know how to put this,\but I don't think it's about whether you cry or not...\Yeah. Thanks.\It's strange, but...\I really am fine. response:	The wizard guild, Twilight Ogre...
context: I guess I really didn't have feelings for...\That's not true.\I don't know how to put this,\but I don't think it's about whether you cry or not...\Yeah. Thanks.\It's strange, but...\I really am fine.\The wizard guild, Twilight Ogre... response:	I'm telling you, old man, there's nothing to discuss.
context: That's not true.\I don't know how to put this,\but I don't think it's about whether you cry or not...\Yeah. Thanks.\It's strange, but...\I really am fine.\The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss. response:	Pay us back the money we lent you and the slate will be wiped clean.
context: I don't know how to put this,\but I don't think it's about whether you cry or not...\Yeah. Thanks.\It's strange, but...\I really am fine.\The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean. response:	The Master of Twilight Ogre, Banaboster.
context: but I don't think it's about whether you cry or not...\Yeah. Thanks.\It's strange, but...\I really am fine.\The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster. response:	Easy for you to say, but as you know, we have a surprising lack of money.
context: Yeah. Thanks.\It's strange, but...\I really am fine.\The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money. response:	Besides, one look at the account book shows
context: It's strange, but...\I really am fine.\The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows response:	that there's obviously something odd about income and expenditures.
context: I really am fine.\The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows\that there's obviously something odd about income and expenditures. response:	Take heed.
context: The wizard guild, Twilight Ogre...\I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows\that there's obviously something odd about income and expenditures.\Take heed. response:	Are you accusin' me of something?!
context: I'm telling you, old man, there's nothing to discuss.\Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows\that there's obviously something odd about income and expenditures.\Take heed.\Are you accusin' me of something?! response:	Perish the thought!
context: Pay us back the money we lent you and the slate will be wiped clean.\The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows\that there's obviously something odd about income and expenditures.\Take heed.\Are you accusin' me of something?!\Perish the thought! response:	We'll pay back the money we borrowed along with legitimate interest...
context: The Master of Twilight Ogre, Banaboster.\Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows\that there's obviously something odd about income and expenditures.\Take heed.\Are you accusin' me of something?!\Perish the thought!\We'll pay back the money we borrowed along with legitimate interest... response:	And I'm tellin' you to pay it back right now, you old fart!
context: Easy for you to say, but as you know, we have a surprising lack of money.\Besides, one look at the account book shows\that there's obviously something odd about income and expenditures.\Take heed.\Are you accusin' me of something?!\Perish the thought!\We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart! response:	Look... Let's start by recalculating the interest.
context: Besides, one look at the account book shows\that there's obviously something odd about income and expenditures.\Take heed.\Are you accusin' me of something?!\Perish the thought!\We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest. response:	You beat up five of my guys!
context: that there's obviously something odd about income and expenditures.\Take heed.\Are you accusin' me of something?!\Perish the thought!\We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest.\You beat up five of my guys! response:	First, our debtors open up a can of whoop-ass on us
context: Take heed.\Are you accusin' me of something?!\Perish the thought!\We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest.\You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us response:	and then they don't pay what they owe, you're makin' our guild lose face here!
context: Are you accusin' me of something?!\Perish the thought!\We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest.\You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here! response:	Huh?
context: Perish the thought!\We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest.\You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here!\Huh? response:	I came here today to talk about money,
context: We'll pay back the money we borrowed along with legitimate interest...\And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest.\You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here!\Huh?\I came here today to talk about money, response:	but you want to bring honor into it, too?
context: And I'm tellin' you to pay it back right now, you old fart!\Look... Let's start by recalculating the interest.\You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here!\Huh?\I came here today to talk about money,\but you want to bring honor into it, too? response:	We don't have money or honor, thanks to you!
context: Look... Let's start by recalculating the interest.\You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here!\Huh?\I came here today to talk about money,\but you want to bring honor into it, too?\We don't have money or honor, thanks to you! response:	Pay back what you owe.
context: You beat up five of my guys!\First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here!\Huh?\I came here today to talk about money,\but you want to bring honor into it, too?\We don't have money or honor, thanks to you!\Pay back what you owe. response:	That's your guild's creed.
context: First, our debtors open up a can of whoop-ass on us\and then they don't pay what they owe, you're makin' our guild lose face here!\Huh?\I came here today to talk about money,\but you want to bring honor into it, too?\We don't have money or honor, thanks to you!\Pay back what you owe.\That's your guild's creed. response:	That's how you want to play it, yes?
context: and then they don't pay what they owe, you're makin' our guild lose face here!\Huh?\I came here today to talk about money,\but you want to bring honor into it, too?\We don't have money or honor, thanks to you!\Pay back what you owe.\That's your guild's creed.\That's how you want to play it, yes? response:	Seven years... of property damage to our guild
context: Huh?\I came here today to talk about money,\but you want to bring honor into it, too?\We don't have money or honor, thanks to you!\Pay back what you owe.\That's your guild's creed.\That's how you want to play it, yes?\Seven years... of property damage to our guild response:	and violence towards our members...
context: I came here today to talk about money,\but you want to bring honor into it, too?\We don't have money or honor, thanks to you!\Pay back what you owe.\That's your guild's creed.\That's how you want to play it, yes?\Seven years... of property damage to our guild\and violence towards our members... response:	We're obliged to pay you back for all of that.
context: but you want to bring honor into it, too?\We don't have money or honor, thanks to you!\Pay back what you owe.\That's your guild's creed.\That's how you want to play it, yes?\Seven years... of property damage to our guild\and violence towards our members...\We're obliged to pay you back for all of that. response:	For seven years... you've made my brats suffer...
context: We don't have money or honor, thanks to you!\Pay back what you owe.\That's your guild's creed.\That's how you want to play it, yes?\Seven years... of property damage to our guild\and violence towards our members...\We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer... response:	It makes me cry just to think about it...
context: Pay back what you owe.\That's your guild's creed.\That's how you want to play it, yes?\Seven years... of property damage to our guild\and violence towards our members...\We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer...\It makes me cry just to think about it... response:	Hey, boy. It's a war you want?
context: That's your guild's creed.\That's how you want to play it, yes?\Seven years... of property damage to our guild\and violence towards our members...\We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer...\It makes me cry just to think about it...\Hey, boy. It's a war you want? response:	Wait...
context: That's how you want to play it, yes?\Seven years... of property damage to our guild\and violence towards our members...\We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer...\It makes me cry just to think about it...\Hey, boy. It's a war you want?\Wait... response:	Hey, I thought the idea was to talk it out...
context: Seven years... of property damage to our guild\and violence towards our members...\We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer...\It makes me cry just to think about it...\Hey, boy. It's a war you want?\Wait...\Hey, I thought the idea was to talk it out... response:	Should've figured that wouldn't fly...
context: and violence towards our members...\We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer...\It makes me cry just to think about it...\Hey, boy. It's a war you want?\Wait...\Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly... response:	Still and all...
context: We're obliged to pay you back for all of that.\For seven years... you've made my brats suffer...\It makes me cry just to think about it...\Hey, boy. It's a war you want?\Wait...\Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly...\Still and all... response:	Lookin' at this makes me feel like those seven years never went by.
context: For seven years... you've made my brats suffer...\It makes me cry just to think about it...\Hey, boy. It's a war you want?\Wait...\Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly...\Still and all...\Lookin' at this makes me feel like those seven years never went by. response:	It's like the good old days.
context: It makes me cry just to think about it...\Hey, boy. It's a war you want?\Wait...\Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly...\Still and all...\Lookin' at this makes me feel like those seven years never went by.\It's like the good old days. response:	Natsu! Happy! What are you doing here?
context: Hey, boy. It's a war you want?\Wait...\Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly...\Still and all...\Lookin' at this makes me feel like those seven years never went by.\It's like the good old days.\Natsu! Happy! What are you doing here? response:	Weren't you guys goin' to Acalypha with Lucy?
context: Wait...\Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly...\Still and all...\Lookin' at this makes me feel like those seven years never went by.\It's like the good old days.\Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy? response:	Hey! Are you up for a scrap?!
context: Hey, I thought the idea was to talk it out...\Should've figured that wouldn't fly...\Still and all...\Lookin' at this makes me feel like those seven years never went by.\It's like the good old days.\Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?! response:	Don't! It'll only make matters worse!
context: Should've figured that wouldn't fly...\Still and all...\Lookin' at this makes me feel like those seven years never went by.\It's like the good old days.\Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?!\Don't! It'll only make matters worse! response:	What was that?
context: Still and all...\Lookin' at this makes me feel like those seven years never went by.\It's like the good old days.\Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?!\Don't! It'll only make matters worse!\What was that? response:	You got me...
context: Lookin' at this makes me feel like those seven years never went by.\It's like the good old days.\Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?!\Don't! It'll only make matters worse!\What was that?\You got me... response:	I'm home!
context: It's like the good old days.\Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?!\Don't! It'll only make matters worse!\What was that?\You got me...\I'm home! response:	Landlady...
context: Natsu! Happy! What are you doing here?\Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?!\Don't! It'll only make matters worse!\What was that?\You got me...\I'm home!\Landlady... response:	Hey! What are you doing?!
context: Weren't you guys goin' to Acalypha with Lucy?\Hey! Are you up for a scrap?!\Don't! It'll only make matters worse!\What was that?\You got me...\I'm home!\Landlady...\Hey! What are you doing?! response:	Somebody! Help me!
context: Hey! Are you up for a scrap?!\Don't! It'll only make matters worse!\What was that?\You got me...\I'm home!\Landlady...\Hey! What are you doing?!\Somebody! Help me! response:	My room...
context: Don't! It'll only make matters worse!\What was that?\You got me...\I'm home!\Landlady...\Hey! What are you doing?!\Somebody! Help me!\My room... response:	Huh? Even though I haven't been here in seven years, it isn't dusty at all...
context: What was that?\You got me...\I'm home!\Landlady...\Hey! What are you doing?!\Somebody! Help me!\My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all... response:	I've been cleaning it every week.
context: You got me...\I'm home!\Landlady...\Hey! What are you doing?!\Somebody! Help me!\My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week. response:	Although several outfits have gone to the moths...
context: I'm home!\Landlady...\Hey! What are you doing?!\Somebody! Help me!\My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week.\Although several outfits have gone to the moths... response:	I took one for myself.
context: Landlady...\Hey! What are you doing?!\Somebody! Help me!\My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week.\Although several outfits have gone to the moths...\I took one for myself. response:	Look on the table.
context: Hey! What are you doing?!\Somebody! Help me!\My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week.\Although several outfits have gone to the moths...\I took one for myself.\Look on the table. response:	They were sent here every year on the same day.
context: Somebody! Help me!\My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week.\Although several outfits have gone to the moths...\I took one for myself.\Look on the table.\They were sent here every year on the same day. response:	To my dear daughter,
context: My room...\Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week.\Although several outfits have gone to the moths...\I took one for myself.\Look on the table.\They were sent here every year on the same day.\To my dear daughter, response:	Happy birthday.
context: Huh? Even though I haven't been here in seven years, it isn't dusty at all...\I've been cleaning it every week.\Although several outfits have gone to the moths...\I took one for myself.\Look on the table.\They were sent here every year on the same day.\To my dear daughter,\Happy birthday. response:	Love, Papa
context: I've been cleaning it every week.\Although several outfits have gone to the moths...\I took one for myself.\Look on the table.\They were sent here every year on the same day.\To my dear daughter,\Happy birthday.\Love, Papa response:	He... remembered?
context: Although several outfits have gone to the moths...\I took one for myself.\Look on the table.\They were sent here every year on the same day.\To my dear daughter,\Happy birthday.\Love, Papa\He... remembered? response:	One more was delivered this morning.
context: I took one for myself.\Look on the table.\They were sent here every year on the same day.\To my dear daughter,\Happy birthday.\Love, Papa\He... remembered?\One more was delivered this morning. response:	To my dear daughter,
context: Look on the table.\They were sent here every year on the same day.\To my dear daughter,\Happy birthday.\Love, Papa\He... remembered?\One more was delivered this morning.\To my dear daughter, response:	Happy birthday!
context: They were sent here every year on the same day.\To my dear daughter,\Happy birthday.\Love, Papa\He... remembered?\One more was delivered this morning.\To my dear daughter,\Happy birthday! response:	Although I don't know when you'll read this note...
context: To my dear daughter,\Happy birthday.\Love, Papa\He... remembered?\One more was delivered this morning.\To my dear daughter,\Happy birthday!\Although I don't know when you'll read this note... response:	Much time has passed since I heard that you and your friends had disappeared.
context: Happy birthday.\Love, Papa\He... remembered?\One more was delivered this morning.\To my dear daughter,\Happy birthday!\Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared. response:	Although I'm very worried, I have faith in you.
context: Love, Papa\He... remembered?\One more was delivered this morning.\To my dear daughter,\Happy birthday!\Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you. response:	You remind me so much of Layla.
context: He... remembered?\One more was delivered this morning.\To my dear daughter,\Happy birthday!\Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you.\You remind me so much of Layla. response:	You were born with many blessings.
context: One more was delivered this morning.\To my dear daughter,\Happy birthday!\Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you.\You remind me so much of Layla.\You were born with many blessings. response:	I'm sure you're safe.
context: To my dear daughter,\Happy birthday!\Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you.\You remind me so much of Layla.\You were born with many blessings.\I'm sure you're safe. response:	I have faith that we'll be able to meet again.
context: Happy birthday!\Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you.\You remind me so much of Layla.\You were born with many blessings.\I'm sure you're safe.\I have faith that we'll be able to meet again. response:	As for me, it looks like I'll soon be
context: Although I don't know when you'll read this note...\Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you.\You remind me so much of Layla.\You were born with many blessings.\I'm sure you're safe.\I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be response:	finalizing important business negotiations in the west.
context: Much time has passed since I heard that you and your friends had disappeared.\Although I'm very worried, I have faith in you.\You remind me so much of Layla.\You were born with many blessings.\I'm sure you're safe.\I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be\finalizing important business negotiations in the west. response:	I'm busy, but each day is satisfying.
context: Although I'm very worried, I have faith in you.\You remind me so much of Layla.\You were born with many blessings.\I'm sure you're safe.\I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be\finalizing important business negotiations in the west.\I'm busy, but each day is satisfying. response:	Every day, I think of you and Layla.
context: You remind me so much of Layla.\You were born with many blessings.\I'm sure you're safe.\I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be\finalizing important business negotiations in the west.\I'm busy, but each day is satisfying.\Every day, I think of you and Layla. response:	You're our pride and joy.
context: You were born with many blessings.\I'm sure you're safe.\I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be\finalizing important business negotiations in the west.\I'm busy, but each day is satisfying.\Every day, I think of you and Layla.\You're our pride and joy. response:	I want you to go down the route you strongly believe in.
context: I'm sure you're safe.\I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be\finalizing important business negotiations in the west.\I'm busy, but each day is satisfying.\Every day, I think of you and Layla.\You're our pride and joy.\I want you to go down the route you strongly believe in. response:	And I want to see you again... as soon as I can.
context: I have faith that we'll be able to meet again.\As for me, it looks like I'll soon be\finalizing important business negotiations in the west.\I'm busy, but each day is satisfying.\Every day, I think of you and Layla.\You're our pride and joy.\I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can. response:	Father...
context: As for me, it looks like I'll soon be\finalizing important business negotiations in the west.\I'm busy, but each day is satisfying.\Every day, I think of you and Layla.\You're our pride and joy.\I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can.\Father... response:	Lucy, I always have and always will love you.
context: finalizing important business negotiations in the west.\I'm busy, but each day is satisfying.\Every day, I think of you and Layla.\You're our pride and joy.\I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can.\Father...\Lucy, I always have and always will love you. response:	Whaaat?! How can it be?!
context: I'm busy, but each day is satisfying.\Every day, I think of you and Layla.\You're our pride and joy.\I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can.\Father...\Lucy, I always have and always will love you.\Whaaat?! How can it be?! response:	Lucy turned into this?!
context: Every day, I think of you and Layla.\You're our pride and joy.\I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can.\Father...\Lucy, I always have and always will love you.\Whaaat?! How can it be?!\Lucy turned into this?! response:	How rude! I'm her landlady.
context: You're our pride and joy.\I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can.\Father...\Lucy, I always have and always will love you.\Whaaat?! How can it be?!\Lucy turned into this?!\How rude! I'm her landlady. response:	Of course you are...
context: I want you to go down the route you strongly believe in.\And I want to see you again... as soon as I can.\Father...\Lucy, I always have and always will love you.\Whaaat?! How can it be?!\Lucy turned into this?!\How rude! I'm her landlady.\Of course you are... response:	So... where is Lucy?
context: And I want to see you again... as soon as I can.\Father...\Lucy, I always have and always will love you.\Whaaat?! How can it be?!\Lucy turned into this?!\How rude! I'm her landlady.\Of course you are...\So... where is Lucy? response:	Let her be right now.
context: Father...\Lucy, I always have and always will love you.\Whaaat?! How can it be?!\Lucy turned into this?!\How rude! I'm her landlady.\Of course you are...\So... where is Lucy?\Let her be right now. response:	But...
context: Lucy, I always have and always will love you.\Whaaat?! How can it be?!\Lucy turned into this?!\How rude! I'm her landlady.\Of course you are...\So... where is Lucy?\Let her be right now.\But... response:	We've got a job for her.
context: Whaaat?! How can it be?!\Lucy turned into this?!\How rude! I'm her landlady.\Of course you are...\So... where is Lucy?\Let her be right now.\But...\We've got a job for her. response:	The letter that arrived this morning came with seven years' worth of rent.
context: Lucy turned into this?!\How rude! I'm her landlady.\Of course you are...\So... where is Lucy?\Let her be right now.\But...\We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent. response:	Honestly... I suppose that's what you call a doting parent...
context: How rude! I'm her landlady.\Of course you are...\So... where is Lucy?\Let her be right now.\But...\We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent... response:	What?!
context: Of course you are...\So... where is Lucy?\Let her be right now.\But...\We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent...\What?! response:	Then we're the only ones who don't have money for food?!
context: So... where is Lucy?\Let her be right now.\But...\We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent...\What?!\Then we're the only ones who don't have money for food?! response:	There's no time to stand around and chat! We gotta get to work!
context: Let her be right now.\But...\We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent...\What?!\Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work! response:	Aye, sir!
context: But...\We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent...\What?!\Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work!\Aye, sir! response:	Lucy!
context: We've got a job for her.\The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent...\What?!\Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work!\Aye, sir!\Lucy! response:	We're goin' out on a job!
context: The letter that arrived this morning came with seven years' worth of rent.\Honestly... I suppose that's what you call a doting parent...\What?!\Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work!\Aye, sir!\Lucy!\We're goin' out on a job! response:	We'll bring you back some Shirotsume dumplings!
context: Honestly... I suppose that's what you call a doting parent...\What?!\Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work!\Aye, sir!\Lucy!\We're goin' out on a job!\We'll bring you back some Shirotsume dumplings! response:	Losing seven years is huge...
context: What?!\Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work!\Aye, sir!\Lucy!\We're goin' out on a job!\We'll bring you back some Shirotsume dumplings!\Losing seven years is huge... response:	Wait! I'm going, too!
context: Then we're the only ones who don't have money for food?!\There's no time to stand around and chat! We gotta get to work!\Aye, sir!\Lucy!\We're goin' out on a job!\We'll bring you back some Shirotsume dumplings!\Losing seven years is huge...\Wait! I'm going, too! response:	But even so, we're gonna live in this world!
context: There's no time to stand around and chat! We gotta get to work!\Aye, sir!\Lucy!\We're goin' out on a job!\We'll bring you back some Shirotsume dumplings!\Losing seven years is huge...\Wait! I'm going, too!\But even so, we're gonna live in this world! response:	There's gonna be a dance? That sounds like fun!
context: Aye, sir!\Lucy!\We're goin' out on a job!\We'll bring you back some Shirotsume dumplings!\Losing seven years is huge...\Wait! I'm going, too!\But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun! response:	It's a social event for adults.
context: Lucy!\We're goin' out on a job!\We'll bring you back some Shirotsume dumplings!\Losing seven years is huge...\Wait! I'm going, too!\But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun!\It's a social event for adults. response:	I don't think you're ready for it yet, Natsu.
context: We're goin' out on a job!\We'll bring you back some Shirotsume dumplings!\Losing seven years is huge...\Wait! I'm going, too!\But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun!\It's a social event for adults.\I don't think you're ready for it yet, Natsu. response:	Why not?!
context: We'll bring you back some Shirotsume dumplings!\Losing seven years is huge...\Wait! I'm going, too!\But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun!\It's a social event for adults.\I don't think you're ready for it yet, Natsu.\Why not?! response:	I bet they've got lots of delicious food, right?!
context: Losing seven years is huge...\Wait! I'm going, too!\But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun!\It's a social event for adults.\I don't think you're ready for it yet, Natsu.\Why not?!\I bet they've got lots of delicious food, right?! response:	I'm gonna clean'em out!
context: Wait! I'm going, too!\But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun!\It's a social event for adults.\I don't think you're ready for it yet, Natsu.\Why not?!\I bet they've got lots of delicious food, right?!\I'm gonna clean'em out! response:	You really are still a kid, Natsu.
context: But even so, we're gonna live in this world!\There's gonna be a dance? That sounds like fun!\It's a social event for adults.\I don't think you're ready for it yet, Natsu.\Why not?!\I bet they've got lots of delicious food, right?!\I'm gonna clean'em out!\You really are still a kid, Natsu. response:	I'm an adult, so I'm looking forward to dancing elegantly with Carla.
context: There's gonna be a dance? That sounds like fun!\It's a social event for adults.\I don't think you're ready for it yet, Natsu.\Why not?!\I bet they've got lots of delicious food, right?!\I'm gonna clean'em out!\You really are still a kid, Natsu.\I'm an adult, so I'm looking forward to dancing elegantly with Carla. response:	You don't have the guts to even ask her!
context: It's a social event for adults.\I don't think you're ready for it yet, Natsu.\Why not?!\I bet they've got lots of delicious food, right?!\I'm gonna clean'em out!\You really are still a kid, Natsu.\I'm an adult, so I'm looking forward to dancing elegantly with Carla.\You don't have the guts to even ask her! response:	Next time: Magical Ball!
context: I don't think you're ready for it yet, Natsu.\Why not?!\I bet they've got lots of delicious food, right?!\I'm gonna clean'em out!\You really are still a kid, Natsu.\I'm an adult, so I'm looking forward to dancing elegantly with Carla.\You don't have the guts to even ask her!\Next time: Magical Ball! response:	That's absurd!
context: Why not?!\I bet they've got lots of delicious food, right?!\I'm gonna clean'em out!\You really are still a kid, Natsu.\I'm an adult, so I'm looking forward to dancing elegantly with Carla.\You don't have the guts to even ask her!\Next time: Magical Ball!\That's absurd! response:	Don't underestimate me!
