context: O-Okay. response:	Counting on you.
context: And it's about Mom, too.\The Madam Manager is my grandmother,\and obviously, Mom's mother.\I'll get it.\Hello?\Mom-\The customer in the Wisteria Room?\Could you bring me some sake? response:	Warm, not hot.
context: The Madam Manager is my grandmother,\and obviously, Mom's mother.\I'll get it.\Hello?\Mom-\The customer in the Wisteria Room?\Could you bring me some sake?\Warm, not hot. response:	Oh, and three cans of beer, please.
context: and obviously, Mom's mother.\I'll get it.\Hello?\Mom-\The customer in the Wisteria Room?\Could you bring me some sake?\Warm, not hot.\Oh, and three cans of beer, please. response:	Soft drinks, too.
context: I'll get it.\Hello?\Mom-\The customer in the Wisteria Room?\Could you bring me some sake?\Warm, not hot.\Oh, and three cans of beer, please.\Soft drinks, too. response:	Oh, and a geisha.
context: Hello?\Mom-\The customer in the Wisteria Room?\Could you bring me some sake?\Warm, not hot.\Oh, and three cans of beer, please.\Soft drinks, too.\Oh, and a geisha. response:	G-Geisha?!
context: Mom-\The customer in the Wisteria Room?\Could you bring me some sake?\Warm, not hot.\Oh, and three cans of beer, please.\Soft drinks, too.\Oh, and a geisha.\G-Geisha?! response:	Well, at this hour, we can't...
context: The customer in the Wisteria Room?\Could you bring me some sake?\Warm, not hot.\Oh, and three cans of beer, please.\Soft drinks, too.\Oh, and a geisha.\G-Geisha?!\Well, at this hour, we can't... response:	Then in that case, an old lady and a young girl will do.
context: Could you bring me some sake?\Warm, not hot.\Oh, and three cans of beer, please.\Soft drinks, too.\Oh, and a geisha.\G-Geisha?!\Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do. response:	Umm...
context: Warm, not hot.\Oh, and three cans of beer, please.\Soft drinks, too.\Oh, and a geisha.\G-Geisha?!\Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do.\Umm... response:	Thanks.
context: Oh, and three cans of beer, please.\Soft drinks, too.\Oh, and a geisha.\G-Geisha?!\Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do.\Umm...\Thanks. response:	Excuse us.
context: Soft drinks, too.\Oh, and a geisha.\G-Geisha?!\Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do.\Umm...\Thanks.\Excuse us. response:	You're here!
context: Oh, and a geisha.\G-Geisha?!\Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do.\Umm...\Thanks.\Excuse us.\You're here! response:	Come in and have a seat!
context: G-Geisha?!\Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do.\Umm...\Thanks.\Excuse us.\You're here!\Come in and have a seat! response:	I'm sorry, but we still have work to do...
context: Well, at this hour, we can't...\Then in that case, an old lady and a young girl will do.\Umm...\Thanks.\Excuse us.\You're here!\Come in and have a seat!\I'm sorry, but we still have work to do... response:	Don't be so uptight!
context: Then in that case, an old lady and a young girl will do.\Umm...\Thanks.\Excuse us.\You're here!\Come in and have a seat!\I'm sorry, but we still have work to do...\Don't be so uptight! response:	Have a glass.
context: Umm...\Thanks.\Excuse us.\You're here!\Come in and have a seat!\I'm sorry, but we still have work to do...\Don't be so uptight!\Have a glass. response:	That was fast!
context: Thanks.\Excuse us.\You're here!\Come in and have a seat!\I'm sorry, but we still have work to do...\Don't be so uptight!\Have a glass.\That was fast! response:	Bravo!
context: Excuse us.\You're here!\Come in and have a seat!\I'm sorry, but we still have work to do...\Don't be so uptight!\Have a glass.\That was fast!\Bravo! response:	She got drunk over soda.
context: You're here!\Come in and have a seat!\I'm sorry, but we still have work to do...\Don't be so uptight!\Have a glass.\That was fast!\Bravo!\She got drunk over soda. response:	She's really good at getting the wrong idea, after all.
context: Come in and have a seat!\I'm sorry, but we still have work to do...\Don't be so uptight!\Have a glass.\That was fast!\Bravo!\She got drunk over soda.\She's really good at getting the wrong idea, after all. response:	I-I knew.
context: I'm sorry, but we still have work to do...\Don't be so uptight!\Have a glass.\That was fast!\Bravo!\She got drunk over soda.\She's really good at getting the wrong idea, after all.\I-I knew. response:	Okay, what did you know?
context: Don't be so uptight!\Have a glass.\That was fast!\Bravo!\She got drunk over soda.\She's really good at getting the wrong idea, after all.\I-I knew.\Okay, what did you know? response:	I knew that Ko was important to me.
context: Have a glass.\That was fast!\Bravo!\She got drunk over soda.\She's really good at getting the wrong idea, after all.\I-I knew.\Okay, what did you know?\I knew that Ko was important to me. response:	But...
context: That was fast!\Bravo!\She got drunk over soda.\She's really good at getting the wrong idea, after all.\I-I knew.\Okay, what did you know?\I knew that Ko was important to me.\But... response:	Then why didn't you tell him so?
context: Bravo!\She got drunk over soda.\She's really good at getting the wrong idea, after all.\I-I knew.\Okay, what did you know?\I knew that Ko was important to me.\But...\Then why didn't you tell him so? response:	When I realized I like him,
context: She got drunk over soda.\She's really good at getting the wrong idea, after all.\I-I knew.\Okay, what did you know?\I knew that Ko was important to me.\But...\Then why didn't you tell him so?\When I realized I like him, response:	I got rejected!
context: She's really good at getting the wrong idea, after all.\I-I knew.\Okay, what did you know?\I knew that Ko was important to me.\But...\Then why didn't you tell him so?\When I realized I like him,\I got rejected! response:	What are you talking about?
context: I-I knew.\Okay, what did you know?\I knew that Ko was important to me.\But...\Then why didn't you tell him so?\When I realized I like him,\I got rejected!\What are you talking about? response:	A woman from the Shijima family
context: Okay, what did you know?\I knew that Ko was important to me.\But...\Then why didn't you tell him so?\When I realized I like him,\I got rejected!\What are you talking about?\A woman from the Shijima family response:	giving up after being rejected once or twice?
context: I knew that Ko was important to me.\But...\Then why didn't you tell him so?\When I realized I like him,\I got rejected!\What are you talking about?\A woman from the Shijima family\giving up after being rejected once or twice? response:	Huh?!
context: But...\Then why didn't you tell him so?\When I realized I like him,\I got rejected!\What are you talking about?\A woman from the Shijima family\giving up after being rejected once or twice?\Huh?! response:	Don't tell me you fought hard for Dad, Mom?
context: Then why didn't you tell him so?\When I realized I like him,\I got rejected!\What are you talking about?\A woman from the Shijima family\giving up after being rejected once or twice?\Huh?!\Don't tell me you fought hard for Dad, Mom? response:	Of course I did.
context: When I realized I like him,\I got rejected!\What are you talking about?\A woman from the Shijima family\giving up after being rejected once or twice?\Huh?!\Don't tell me you fought hard for Dad, Mom?\Of course I did. response:	He was strait-laced,
context: I got rejected!\What are you talking about?\A woman from the Shijima family\giving up after being rejected once or twice?\Huh?!\Don't tell me you fought hard for Dad, Mom?\Of course I did.\He was strait-laced, response:	so I was rejected four times in a row.
context: What are you talking about?\A woman from the Shijima family\giving up after being rejected once or twice?\Huh?!\Don't tell me you fought hard for Dad, Mom?\Of course I did.\He was strait-laced,\so I was rejected four times in a row. response:	The fifth time's the charm!
context: A woman from the Shijima family\giving up after being rejected once or twice?\Huh?!\Don't tell me you fought hard for Dad, Mom?\Of course I did.\He was strait-laced,\so I was rejected four times in a row.\The fifth time's the charm! response:	Wow!
context: giving up after being rejected once or twice?\Huh?!\Don't tell me you fought hard for Dad, Mom?\Of course I did.\He was strait-laced,\so I was rejected four times in a row.\The fifth time's the charm!\Wow! response:	No!
context: Huh?!\Don't tell me you fought hard for Dad, Mom?\Of course I did.\He was strait-laced,\so I was rejected four times in a row.\The fifth time's the charm!\Wow!\No! response:	I'm not giving up.
context: Don't tell me you fought hard for Dad, Mom?\Of course I did.\He was strait-laced,\so I was rejected four times in a row.\The fifth time's the charm!\Wow!\No!\I'm not giving up. response:	I don't want to keep him at my beck and call anymore!
context: Of course I did.\He was strait-laced,\so I was rejected four times in a row.\The fifth time's the charm!\Wow!\No!\I'm not giving up.\I don't want to keep him at my beck and call anymore! response:	Ko already has a life of his own.
context: He was strait-laced,\so I was rejected four times in a row.\The fifth time's the charm!\Wow!\No!\I'm not giving up.\I don't want to keep him at my beck and call anymore!\Ko already has a life of his own. response:	In that case, do you want to come back to Tokyo?
context: so I was rejected four times in a row.\The fifth time's the charm!\Wow!\No!\I'm not giving up.\I don't want to keep him at my beck and call anymore!\Ko already has a life of his own.\In that case, do you want to come back to Tokyo? response:	You can enter his life again.
context: The fifth time's the charm!\Wow!\No!\I'm not giving up.\I don't want to keep him at my beck and call anymore!\Ko already has a life of his own.\In that case, do you want to come back to Tokyo?\You can enter his life again. response:	No!
context: Wow!\No!\I'm not giving up.\I don't want to keep him at my beck and call anymore!\Ko already has a life of his own.\In that case, do you want to come back to Tokyo?\You can enter his life again.\No! response:	No! No! No!
context: No!\I'm not giving up.\I don't want to keep him at my beck and call anymore!\Ko already has a life of his own.\In that case, do you want to come back to Tokyo?\You can enter his life again.\No!\No! No! No! response:	I already have my life, too!
context: I'm not giving up.\I don't want to keep him at my beck and call anymore!\Ko already has a life of his own.\In that case, do you want to come back to Tokyo?\You can enter his life again.\No!\No! No! No!\I already have my life, too! response:	A life at the Kissuiso! So...
context: I don't want to keep him at my beck and call anymore!\Ko already has a life of his own.\In that case, do you want to come back to Tokyo?\You can enter his life again.\No!\No! No! No!\I already have my life, too!\A life at the Kissuiso! So... response:	So you'd rather put work over love.
context: Ko already has a life of his own.\In that case, do you want to come back to Tokyo?\You can enter his life again.\No!\No! No! No!\I already have my life, too!\A life at the Kissuiso! So...\So you'd rather put work over love. response:	She really is a woman of the Shijima family.
context: In that case, do you want to come back to Tokyo?\You can enter his life again.\No!\No! No! No!\I already have my life, too!\A life at the Kissuiso! So...\So you'd rather put work over love.\She really is a woman of the Shijima family. response:	Though you're an exception.
context: You can enter his life again.\No!\No! No! No!\I already have my life, too!\A life at the Kissuiso! So...\So you'd rather put work over love.\She really is a woman of the Shijima family.\Though you're an exception. response:	Wow, I got told.
context: No!\No! No! No!\I already have my life, too!\A life at the Kissuiso! So...\So you'd rather put work over love.\She really is a woman of the Shijima family.\Though you're an exception.\Wow, I got told. response:	Mom's also festing it up!
context: No! No! No!\I already have my life, too!\A life at the Kissuiso! So...\So you'd rather put work over love.\She really is a woman of the Shijima family.\Though you're an exception.\Wow, I got told.\Mom's also festing it up! response:	I understand now.
context: I already have my life, too!\A life at the Kissuiso! So...\So you'd rather put work over love.\She really is a woman of the Shijima family.\Though you're an exception.\Wow, I got told.\Mom's also festing it up!\I understand now. response:	Both Mom and Grandma are festing it up.
context: A life at the Kissuiso! So...\So you'd rather put work over love.\She really is a woman of the Shijima family.\Though you're an exception.\Wow, I got told.\Mom's also festing it up!\I understand now.\Both Mom and Grandma are festing it up. response:	Fes-
context: So you'd rather put work over love.\She really is a woman of the Shijima family.\Though you're an exception.\Wow, I got told.\Mom's also festing it up!\I understand now.\Both Mom and Grandma are festing it up.\Fes- response:	That's why...
context: She really is a woman of the Shijima family.\Though you're an exception.\Wow, I got told.\Mom's also festing it up!\I understand now.\Both Mom and Grandma are festing it up.\Fes-\That's why... response:	I also need to...
context: Though you're an exception.\Wow, I got told.\Mom's also festing it up!\I understand now.\Both Mom and Grandma are festing it up.\Fes-\That's why...\I also need to... response:	Hey, having their kid recognize their effort
context: Wow, I got told.\Mom's also festing it up!\I understand now.\Both Mom and Grandma are festing it up.\Fes-\That's why...\I also need to...\Hey, having their kid recognize their effort response:	signals the end of a parent.
context: Mom's also festing it up!\I understand now.\Both Mom and Grandma are festing it up.\Fes-\That's why...\I also need to...\Hey, having their kid recognize their effort\signals the end of a parent. response:	She's not listening to you.
context: I understand now.\Both Mom and Grandma are festing it up.\Fes-\That's why...\I also need to...\Hey, having their kid recognize their effort\signals the end of a parent.\She's not listening to you. response:	Wow, you can hold your drink!
context: Both Mom and Grandma are festing it up.\Fes-\That's why...\I also need to...\Hey, having their kid recognize their effort\signals the end of a parent.\She's not listening to you.\Wow, you can hold your drink! response:	Another shot, then.
context: Fes-\That's why...\I also need to...\Hey, having their kid recognize their effort\signals the end of a parent.\She's not listening to you.\Wow, you can hold your drink!\Another shot, then. response:	What are you doing?
context: That's why...\I also need to...\Hey, having their kid recognize their effort\signals the end of a parent.\She's not listening to you.\Wow, you can hold your drink!\Another shot, then.\What are you doing? response:	Do I look like I'm working overtime?
context: I also need to...\Hey, having their kid recognize their effort\signals the end of a parent.\She's not listening to you.\Wow, you can hold your drink!\Another shot, then.\What are you doing?\Do I look like I'm working overtime? response:	No, not really...
context: Hey, having their kid recognize their effort\signals the end of a parent.\She's not listening to you.\Wow, you can hold your drink!\Another shot, then.\What are you doing?\Do I look like I'm working overtime?\No, not really... response:	Nothing's changed.
context: signals the end of a parent.\She's not listening to you.\Wow, you can hold your drink!\Another shot, then.\What are you doing?\Do I look like I'm working overtime?\No, not really...\Nothing's changed. response:	You mean Miss Satsuki?
context: She's not listening to you.\Wow, you can hold your drink!\Another shot, then.\What are you doing?\Do I look like I'm working overtime?\No, not really...\Nothing's changed.\You mean Miss Satsuki? response:	Her, Mom, and myself.
context: Wow, you can hold your drink!\Another shot, then.\What are you doing?\Do I look like I'm working overtime?\No, not really...\Nothing's changed.\You mean Miss Satsuki?\Her, Mom, and myself. response:	I'm always out of the loop.
context: Another shot, then.\What are you doing?\Do I look like I'm working overtime?\No, not really...\Nothing's changed.\You mean Miss Satsuki?\Her, Mom, and myself.\I'm always out of the loop. response:	I can't. I ride a motorcycle.
context: What are you doing?\Do I look like I'm working overtime?\No, not really...\Nothing's changed.\You mean Miss Satsuki?\Her, Mom, and myself.\I'm always out of the loop.\I can't. I ride a motorcycle. response:	What a boring guy.
context: Do I look like I'm working overtime?\No, not really...\Nothing's changed.\You mean Miss Satsuki?\Her, Mom, and myself.\I'm always out of the loop.\I can't. I ride a motorcycle.\What a boring guy. response:	Huh? Done already?
context: No, not really...\Nothing's changed.\You mean Miss Satsuki?\Her, Mom, and myself.\I'm always out of the loop.\I can't. I ride a motorcycle.\What a boring guy.\Huh? Done already? response:	I don't remember you being this weak.
context: Nothing's changed.\You mean Miss Satsuki?\Her, Mom, and myself.\I'm always out of the loop.\I can't. I ride a motorcycle.\What a boring guy.\Huh? Done already?\I don't remember you being this weak. response:	Come on, Mom.
context: You mean Miss Satsuki?\Her, Mom, and myself.\I'm always out of the loop.\I can't. I ride a motorcycle.\What a boring guy.\Huh? Done already?\I don't remember you being this weak.\Come on, Mom. response:	You'll get sick.
context: Her, Mom, and myself.\I'm always out of the loop.\I can't. I ride a motorcycle.\What a boring guy.\Huh? Done already?\I don't remember you being this weak.\Come on, Mom.\You'll get sick. response:	I saw...
context: I'm always out of the loop.\I can't. I ride a motorcycle.\What a boring guy.\Huh? Done already?\I don't remember you being this weak.\Come on, Mom.\You'll get sick.\I saw... response:	I saw a dream.
context: I can't. I ride a motorcycle.\What a boring guy.\Huh? Done already?\I don't remember you being this weak.\Come on, Mom.\You'll get sick.\I saw...\I saw a dream. response:	You succeeded the inn, and Ohana was there, too.
context: What a boring guy.\Huh? Done already?\I don't remember you being this weak.\Come on, Mom.\You'll get sick.\I saw...\I saw a dream.\You succeeded the inn, and Ohana was there, too. response:	And then you always make me do stuff like this.
context: Huh? Done already?\I don't remember you being this weak.\Come on, Mom.\You'll get sick.\I saw...\I saw a dream.\You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this. response:	Don't say that.
context: I don't remember you being this weak.\Come on, Mom.\You'll get sick.\I saw...\I saw a dream.\You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this.\Don't say that. response:	You okay?
context: Come on, Mom.\You'll get sick.\I saw...\I saw a dream.\You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this.\Don't say that.\You okay? response:	Yeah.
context: You'll get sick.\I saw...\I saw a dream.\You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this.\Don't say that.\You okay?\Yeah. response:	You're pretty light, aren't you, Mom.
context: I saw...\I saw a dream.\You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this.\Don't say that.\You okay?\Yeah.\You're pretty light, aren't you, Mom. response:	Don't make her worry too much, okay?
context: I saw a dream.\You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this.\Don't say that.\You okay?\Yeah.\You're pretty light, aren't you, Mom.\Don't make her worry too much, okay? response:	I don't need you to tell me that.
context: You succeeded the inn, and Ohana was there, too.\And then you always make me do stuff like this.\Don't say that.\You okay?\Yeah.\You're pretty light, aren't you, Mom.\Don't make her worry too much, okay?\I don't need you to tell me that. response:	Anyway, good night.
context: And then you always make me do stuff like this.\Don't say that.\You okay?\Yeah.\You're pretty light, aren't you, Mom.\Don't make her worry too much, okay?\I don't need you to tell me that.\Anyway, good night. response:	I didn't hear anything.
context: Don't say that.\You okay?\Yeah.\You're pretty light, aren't you, Mom.\Don't make her worry too much, okay?\I don't need you to tell me that.\Anyway, good night.\I didn't hear anything. response:	Please continue to be that mother I always hated.
context: You okay?\Yeah.\You're pretty light, aren't you, Mom.\Don't make her worry too much, okay?\I don't need you to tell me that.\Anyway, good night.\I didn't hear anything.\Please continue to be that mother I always hated. response:	Thanks for everything!
context: Yeah.\You're pretty light, aren't you, Mom.\Don't make her worry too much, okay?\I don't need you to tell me that.\Anyway, good night.\I didn't hear anything.\Please continue to be that mother I always hated.\Thanks for everything! response:	Oh, right.
context: You're pretty light, aren't you, Mom.\Don't make her worry too much, okay?\I don't need you to tell me that.\Anyway, good night.\I didn't hear anything.\Please continue to be that mother I always hated.\Thanks for everything!\Oh, right. response:	I promised.
context: Don't make her worry too much, okay?\I don't need you to tell me that.\Anyway, good night.\I didn't hear anything.\Please continue to be that mother I always hated.\Thanks for everything!\Oh, right.\I promised. response:	If you really start hating your job, you can come back.
context: I don't need you to tell me that.\Anyway, good night.\I didn't hear anything.\Please continue to be that mother I always hated.\Thanks for everything!\Oh, right.\I promised.\If you really start hating your job, you can come back. response:	All of a sudden acting like a mother again!
context: Anyway, good night.\I didn't hear anything.\Please continue to be that mother I always hated.\Thanks for everything!\Oh, right.\I promised.\If you really start hating your job, you can come back.\All of a sudden acting like a mother again! response:	Come on, you need to let me act cool at the end.
context: I didn't hear anything.\Please continue to be that mother I always hated.\Thanks for everything!\Oh, right.\I promised.\If you really start hating your job, you can come back.\All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end. response:	Take care, Beanman!
context: Please continue to be that mother I always hated.\Thanks for everything!\Oh, right.\I promised.\If you really start hating your job, you can come back.\All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end.\Take care, Beanman! response:	You too.
context: Thanks for everything!\Oh, right.\I promised.\If you really start hating your job, you can come back.\All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end.\Take care, Beanman!\You too. response:	Thank you very much!
context: Oh, right.\I promised.\If you really start hating your job, you can come back.\All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end.\Take care, Beanman!\You too.\Thank you very much! response:	Hey, what's it say?!
context: I promised.\If you really start hating your job, you can come back.\All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end.\Take care, Beanman!\You too.\Thank you very much!\Hey, what's it say?! response:	Come on, read it!
context: If you really start hating your job, you can come back.\All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end.\Take care, Beanman!\You too.\Thank you very much!\Hey, what's it say?!\Come on, read it! response:	Hurry! Hurry!
context: All of a sudden acting like a mother again!\Come on, you need to let me act cool at the end.\Take care, Beanman!\You too.\Thank you very much!\Hey, what's it say?!\Come on, read it!\Hurry! Hurry! response:	Okay.
context: Come on, you need to let me act cool at the end.\Take care, Beanman!\You too.\Thank you very much!\Hey, what's it say?!\Come on, read it!\Hurry! Hurry!\Okay. response:	Calling it retro would be too simple.
context: Take care, Beanman!\You too.\Thank you very much!\Hey, what's it say?!\Come on, read it!\Hurry! Hurry!\Okay.\Calling it retro would be too simple. response:	However, without change, things would be too sedimented.
context: You too.\Thank you very much!\Hey, what's it say?!\Come on, read it!\Hurry! Hurry!\Okay.\Calling it retro would be too simple.\However, without change, things would be too sedimented. response:	It's very difficult to get through to your customer that
context: Thank you very much!\Hey, what's it say?!\Come on, read it!\Hurry! Hurry!\Okay.\Calling it retro would be too simple.\However, without change, things would be too sedimented.\It's very difficult to get through to your customer that response:	your inn isn't going to change.
context: Hey, what's it say?!\Come on, read it!\Hurry! Hurry!\Okay.\Calling it retro would be too simple.\However, without change, things would be too sedimented.\It's very difficult to get through to your customer that\your inn isn't going to change. response:	The Kissuiso is always evolving,
context: Come on, read it!\Hurry! Hurry!\Okay.\Calling it retro would be too simple.\However, without change, things would be too sedimented.\It's very difficult to get through to your customer that\your inn isn't going to change.\The Kissuiso is always evolving, response:	in order to continue its service that is unchanging.
context: Hurry! Hurry!\Okay.\Calling it retro would be too simple.\However, without change, things would be too sedimented.\It's very difficult to get through to your customer that\your inn isn't going to change.\The Kissuiso is always evolving,\in order to continue its service that is unchanging. response:	In order to protect its retro tradition.
context: Okay.\Calling it retro would be too simple.\However, without change, things would be too sedimented.\It's very difficult to get through to your customer that\your inn isn't going to change.\The Kissuiso is always evolving,\in order to continue its service that is unchanging.\In order to protect its retro tradition. response:	I can really tell that the staff have spirit.
context: Calling it retro would be too simple.\However, without change, things would be too sedimented.\It's very difficult to get through to your customer that\your inn isn't going to change.\The Kissuiso is always evolving,\in order to continue its service that is unchanging.\In order to protect its retro tradition.\I can really tell that the staff have spirit. response:	It was a very warm inn that I enjoyed staying at.
context: However, without change, things would be too sedimented.\It's very difficult to get through to your customer that\your inn isn't going to change.\The Kissuiso is always evolving,\in order to continue its service that is unchanging.\In order to protect its retro tradition.\I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at. response:	Hey...
context: It's very difficult to get through to your customer that\your inn isn't going to change.\The Kissuiso is always evolving,\in order to continue its service that is unchanging.\In order to protect its retro tradition.\I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at.\Hey... response:	It was praise.
context: your inn isn't going to change.\The Kissuiso is always evolving,\in order to continue its service that is unchanging.\In order to protect its retro tradition.\I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at.\Hey...\It was praise. response:	Indeed.
context: The Kissuiso is always evolving,\in order to continue its service that is unchanging.\In order to protect its retro tradition.\I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at.\Hey...\It was praise.\Indeed. response:	Yeah!
context: in order to continue its service that is unchanging.\In order to protect its retro tradition.\I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at.\Hey...\It was praise.\Indeed.\Yeah! response:	Sis...
context: In order to protect its retro tradition.\I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at.\Hey...\It was praise.\Indeed.\Yeah!\Sis... response:	Beanman!
context: I can really tell that the staff have spirit.\It was a very warm inn that I enjoyed staying at.\Hey...\It was praise.\Indeed.\Yeah!\Sis...\Beanman! response:	There, there.
context: It was a very warm inn that I enjoyed staying at.\Hey...\It was praise.\Indeed.\Yeah!\Sis...\Beanman!\There, there. response:	I realized something after Mom came here.
context: Hey...\It was praise.\Indeed.\Yeah!\Sis...\Beanman!\There, there.\I realized something after Mom came here. response:	Though I miss Ko,
context: It was praise.\Indeed.\Yeah!\Sis...\Beanman!\There, there.\I realized something after Mom came here.\Though I miss Ko, response:	I never feel the urge to go back to Tokyo.
context: Indeed.\Yeah!\Sis...\Beanman!\There, there.\I realized something after Mom came here.\Though I miss Ko,\I never feel the urge to go back to Tokyo. response:	It's not that I'm not returning to Tokyo because things
context: Yeah!\Sis...\Beanman!\There, there.\I realized something after Mom came here.\Though I miss Ko,\I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things response:	aren't the same between Ko and I.
context: Sis...\Beanman!\There, there.\I realized something after Mom came here.\Though I miss Ko,\I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I. response:	It's because this place is my home.
context: Beanman!\There, there.\I realized something after Mom came here.\Though I miss Ko,\I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I.\It's because this place is my home. response:	I chose this place to be my home.
context: There, there.\I realized something after Mom came here.\Though I miss Ko,\I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I.\It's because this place is my home.\I chose this place to be my home. response:	I love the Kissuiso.
context: I realized something after Mom came here.\Though I miss Ko,\I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I.\It's because this place is my home.\I chose this place to be my home.\I love the Kissuiso. response:	I love everyone who works here.
context: Though I miss Ko,\I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I.\It's because this place is my home.\I chose this place to be my home.\I love the Kissuiso.\I love everyone who works here. response:	I love Grandma, the Madam Manager,
context: I never feel the urge to go back to Tokyo.\It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I.\It's because this place is my home.\I chose this place to be my home.\I love the Kissuiso.\I love everyone who works here.\I love Grandma, the Madam Manager, response:	and I also love my mother.
context: It's not that I'm not returning to Tokyo because things\aren't the same between Ko and I.\It's because this place is my home.\I chose this place to be my home.\I love the Kissuiso.\I love everyone who works here.\I love Grandma, the Madam Manager,\and I also love my mother. response:	Ko, too...
context: aren't the same between Ko and I.\It's because this place is my home.\I chose this place to be my home.\I love the Kissuiso.\I love everyone who works here.\I love Grandma, the Madam Manager,\and I also love my mother.\Ko, too... response:	See ya.
context: It's because this place is my home.\I chose this place to be my home.\I love the Kissuiso.\I love everyone who works here.\I love Grandma, the Madam Manager,\and I also love my mother.\Ko, too...\See ya. response:	Ko!
context: I chose this place to be my home.\I love the Kissuiso.\I love everyone who works here.\I love Grandma, the Madam Manager,\and I also love my mother.\Ko, too...\See ya.\Ko! response:	I'm sorry for everything I've done!
context: I love the Kissuiso.\I love everyone who works here.\I love Grandma, the Madam Manager,\and I also love my mother.\Ko, too...\See ya.\Ko!\I'm sorry for everything I've done! response:	Thanks for everything!
context: I love everyone who works here.\I love Grandma, the Madam Manager,\and I also love my mother.\Ko, too...\See ya.\Ko!\I'm sorry for everything I've done!\Thanks for everything! response:	Thanks!
context: I love Grandma, the Madam Manager,\and I also love my mother.\Ko, too...\See ya.\Ko!\I'm sorry for everything I've done!\Thanks for everything!\Thanks! response:	See ya!
context: and I also love my mother.\Ko, too...\See ya.\Ko!\I'm sorry for everything I've done!\Thanks for everything!\Thanks!\See ya! response:	Okay!
context: Ko, too...\See ya.\Ko!\I'm sorry for everything I've done!\Thanks for everything!\Thanks!\See ya!\Okay! response:	Let's go!
context: See ya.\Ko!\I'm sorry for everything I've done!\Thanks for everything!\Thanks!\See ya!\Okay!\Let's go! response:	I even brought my swimsuit I wear during competitions.
context: Ko!\I'm sorry for everything I've done!\Thanks for everything!\Thanks!\See ya!\Okay!\Let's go!\I even brought my swimsuit I wear during competitions. response:	You're going to ask her out, right?
context: I'm sorry for everything I've done!\Thanks for everything!\Thanks!\See ya!\Okay!\Let's go!\I even brought my swimsuit I wear during competitions.\You're going to ask her out, right? response:	You want to become a waitress, Ohana?
context: Thanks for everything!\Thanks!\See ya!\Okay!\Let's go!\I even brought my swimsuit I wear during competitions.\You're going to ask her out, right?\You want to become a waitress, Ohana? response:	I don't really understand you, Yuina.
context: Thanks!\See ya!\Okay!\Let's go!\I even brought my swimsuit I wear during competitions.\You're going to ask her out, right?\You want to become a waitress, Ohana?\I don't really understand you, Yuina. response:	Episode 14 This is My Way of Life
