context: Union Fest is over now, response:	but I would like to create more events
context: I'm sure that this will definitely create a path for us.\Then I'll keep it safe for you.\I'll make sure that I can return it\any time you want to wear it.\Thank you.\I love you, Cou-sama!\I love you, too, Rebecca!\Sink, I have this for you. response:	It's a Biscotti-made Earth clock.
context: Then I'll keep it safe for you.\I'll make sure that I can return it\any time you want to wear it.\Thank you.\I love you, Cou-sama!\I love you, too, Rebecca!\Sink, I have this for you.\It's a Biscotti-made Earth clock. response:	Rico designed it,
context: I'll make sure that I can return it\any time you want to wear it.\Thank you.\I love you, Cou-sama!\I love you, too, Rebecca!\Sink, I have this for you.\It's a Biscotti-made Earth clock.\Rico designed it, response:	and Eclair, Yukikaze, and I helped with the assembly.
context: any time you want to wear it.\Thank you.\I love you, Cou-sama!\I love you, too, Rebecca!\Sink, I have this for you.\It's a Biscotti-made Earth clock.\Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly. response:	Thank you. I will treasure this.
context: Thank you.\I love you, Cou-sama!\I love you, too, Rebecca!\Sink, I have this for you.\It's a Biscotti-made Earth clock.\Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this. response:	Okay!
context: I love you, Cou-sama!\I love you, too, Rebecca!\Sink, I have this for you.\It's a Biscotti-made Earth clock.\Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this.\Okay! response:	This is from me.
context: I love you, too, Rebecca!\Sink, I have this for you.\It's a Biscotti-made Earth clock.\Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this.\Okay!\This is from me. response:	The Galette army's MVP prize for the Union Fest.
context: Sink, I have this for you.\It's a Biscotti-made Earth clock.\Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this.\Okay!\This is from me.\The Galette army's MVP prize for the Union Fest. response:	Awesome! Thank you!
context: It's a Biscotti-made Earth clock.\Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this.\Okay!\This is from me.\The Galette army's MVP prize for the Union Fest.\Awesome! Thank you! response:	I'll probably be back here in no time!
context: Rico designed it,\and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this.\Okay!\This is from me.\The Galette army's MVP prize for the Union Fest.\Awesome! Thank you!\I'll probably be back here in no time! response:	So please wait for me, Leo-sama!
context: and Eclair, Yukikaze, and I helped with the assembly.\Thank you. I will treasure this.\Okay!\This is from me.\The Galette army's MVP prize for the Union Fest.\Awesome! Thank you!\I'll probably be back here in no time!\So please wait for me, Leo-sama! response:	Yes, I'm counting on you, Hero Nanami.
context: Thank you. I will treasure this.\Okay!\This is from me.\The Galette army's MVP prize for the Union Fest.\Awesome! Thank you!\I'll probably be back here in no time!\So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami. response:	All right, Princess, Cou-sama.
context: Okay!\This is from me.\The Galette army's MVP prize for the Union Fest.\Awesome! Thank you!\I'll probably be back here in no time!\So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama. response:	Bye you two!
context: This is from me.\The Galette army's MVP prize for the Union Fest.\Awesome! Thank you!\I'll probably be back here in no time!\So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama.\Bye you two! response:	See you soon!
context: The Galette army's MVP prize for the Union Fest.\Awesome! Thank you!\I'll probably be back here in no time!\So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama.\Bye you two!\See you soon! response:	Yes!
context: Awesome! Thank you!\I'll probably be back here in no time!\So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama.\Bye you two!\See you soon!\Yes! response:	Earth/ Great Britain, City of London
context: I'll probably be back here in no time!\So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama.\Bye you two!\See you soon!\Yes!\Earth/ Great Britain, City of London response:	Oh?
context: So please wait for me, Leo-sama!\Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama.\Bye you two!\See you soon!\Yes!\Earth/ Great Britain, City of London\Oh? response:	Mom...
context: Yes, I'm counting on you, Hero Nanami.\All right, Princess, Cou-sama.\Bye you two!\See you soon!\Yes!\Earth/ Great Britain, City of London\Oh?\Mom... response:	When did you get back?
context: All right, Princess, Cou-sama.\Bye you two!\See you soon!\Yes!\Earth/ Great Britain, City of London\Oh?\Mom...\When did you get back? response:	I would have come to pick you up, if you had called.
context: Bye you two!\See you soon!\Yes!\Earth/ Great Britain, City of London\Oh?\Mom...\When did you get back?\I would have come to pick you up, if you had called. response:	I'm home...
context: See you soon!\Yes!\Earth/ Great Britain, City of London\Oh?\Mom...\When did you get back?\I would have come to pick you up, if you had called.\I'm home... response:	What? Are you still jet-lagged?
context: Yes!\Earth/ Great Britain, City of London\Oh?\Mom...\When did you get back?\I would have come to pick you up, if you had called.\I'm home...\What? Are you still jet-lagged? response:	Make sure to put out your laundry and trash.
context: Earth/ Great Britain, City of London\Oh?\Mom...\When did you get back?\I would have come to pick you up, if you had called.\I'm home...\What? Are you still jet-lagged?\Make sure to put out your laundry and trash. response:	Okay.
context: Oh?\Mom...\When did you get back?\I would have come to pick you up, if you had called.\I'm home...\What? Are you still jet-lagged?\Make sure to put out your laundry and trash.\Okay. response:	Same Day - Earth/ Japan Kinokawa City, Tokino
context: Mom...\When did you get back?\I would have come to pick you up, if you had called.\I'm home...\What? Are you still jet-lagged?\Make sure to put out your laundry and trash.\Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino response:	Is this your room?
context: When did you get back?\I would have come to pick you up, if you had called.\I'm home...\What? Are you still jet-lagged?\Make sure to put out your laundry and trash.\Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room? response:	Yes?!
context: I would have come to pick you up, if you had called.\I'm home...\What? Are you still jet-lagged?\Make sure to put out your laundry and trash.\Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room?\Yes?! response:	Hey, Sink.
context: I'm home...\What? Are you still jet-lagged?\Make sure to put out your laundry and trash.\Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room?\Yes?!\Hey, Sink. response:	Nanami? You got home safely?
context: What? Are you still jet-lagged?\Make sure to put out your laundry and trash.\Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room?\Yes?!\Hey, Sink.\Nanami? You got home safely? response:	Yeah, how about you?
context: Make sure to put out your laundry and trash.\Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room?\Yes?!\Hey, Sink.\Nanami? You got home safely?\Yeah, how about you? response:	We're fine, too.
context: Okay.\Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room?\Yes?!\Hey, Sink.\Nanami? You got home safely?\Yeah, how about you?\We're fine, too. response:	Want to talk to Becky?
context: Same Day - Earth/ Japan Kinokawa City, Tokino\Is this your room?\Yes?!\Hey, Sink.\Nanami? You got home safely?\Yeah, how about you?\We're fine, too.\Want to talk to Becky? response:	Yeah!
context: Is this your room?\Yes?!\Hey, Sink.\Nanami? You got home safely?\Yeah, how about you?\We're fine, too.\Want to talk to Becky?\Yeah! response:	Yes. I'm fine, too.
context: Yes?!\Hey, Sink.\Nanami? You got home safely?\Yeah, how about you?\We're fine, too.\Want to talk to Becky?\Yeah!\Yes. I'm fine, too. response:	Where did you go back to?
context: Hey, Sink.\Nanami? You got home safely?\Yeah, how about you?\We're fine, too.\Want to talk to Becky?\Yeah!\Yes. I'm fine, too.\Where did you go back to? response:	So our summer of adventures came to a close.
context: Nanami? You got home safely?\Yeah, how about you?\We're fine, too.\Want to talk to Becky?\Yeah!\Yes. I'm fine, too.\Where did you go back to?\So our summer of adventures came to a close. response:	Our memories stayed with us,
context: Yeah, how about you?\We're fine, too.\Want to talk to Becky?\Yeah!\Yes. I'm fine, too.\Where did you go back to?\So our summer of adventures came to a close.\Our memories stayed with us, response:	and we have solid proof we were there, too.
context: We're fine, too.\Want to talk to Becky?\Yeah!\Yes. I'm fine, too.\Where did you go back to?\So our summer of adventures came to a close.\Our memories stayed with us,\and we have solid proof we were there, too. response:	It's nice to be home,
context: Want to talk to Becky?\Yeah!\Yes. I'm fine, too.\Where did you go back to?\So our summer of adventures came to a close.\Our memories stayed with us,\and we have solid proof we were there, too.\It's nice to be home, response:	but since I slept with Cou-sama every night,
context: Yeah!\Yes. I'm fine, too.\Where did you go back to?\So our summer of adventures came to a close.\Our memories stayed with us,\and we have solid proof we were there, too.\It's nice to be home,\but since I slept with Cou-sama every night, response:	I can't settle down...
context: Yes. I'm fine, too.\Where did you go back to?\So our summer of adventures came to a close.\Our memories stayed with us,\and we have solid proof we were there, too.\It's nice to be home,\but since I slept with Cou-sama every night,\I can't settle down... response:	That's something every Hero has to deal with.
context: Where did you go back to?\So our summer of adventures came to a close.\Our memories stayed with us,\and we have solid proof we were there, too.\It's nice to be home,\but since I slept with Cou-sama every night,\I can't settle down...\That's something every Hero has to deal with. response:	Hang in there!
context: So our summer of adventures came to a close.\Our memories stayed with us,\and we have solid proof we were there, too.\It's nice to be home,\but since I slept with Cou-sama every night,\I can't settle down...\That's something every Hero has to deal with.\Hang in there! response:	I really understand how you felt at the beginning of spring now.
context: Our memories stayed with us,\and we have solid proof we were there, too.\It's nice to be home,\but since I slept with Cou-sama every night,\I can't settle down...\That's something every Hero has to deal with.\Hang in there!\I really understand how you felt at the beginning of spring now. response:	See!
context: and we have solid proof we were there, too.\It's nice to be home,\but since I slept with Cou-sama every night,\I can't settle down...\That's something every Hero has to deal with.\Hang in there!\I really understand how you felt at the beginning of spring now.\See! response:	Oh, did you write your letter?
context: It's nice to be home,\but since I slept with Cou-sama every night,\I can't settle down...\That's something every Hero has to deal with.\Hang in there!\I really understand how you felt at the beginning of spring now.\See!\Oh, did you write your letter? response:	Yes, I did.
context: but since I slept with Cou-sama every night,\I can't settle down...\That's something every Hero has to deal with.\Hang in there!\I really understand how you felt at the beginning of spring now.\See!\Oh, did you write your letter?\Yes, I did. response:	We're doing our homework at the library tomorrow, right?
context: I can't settle down...\That's something every Hero has to deal with.\Hang in there!\I really understand how you felt at the beginning of spring now.\See!\Oh, did you write your letter?\Yes, I did.\We're doing our homework at the library tomorrow, right? response:	Will you look over it to make sure I
context: That's something every Hero has to deal with.\Hang in there!\I really understand how you felt at the beginning of spring now.\See!\Oh, did you write your letter?\Yes, I did.\We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I response:	didn't mess up the Flonyard letters?
context: Hang in there!\I really understand how you felt at the beginning of spring now.\See!\Oh, did you write your letter?\Yes, I did.\We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I\didn't mess up the Flonyard letters? response:	Roger that.
context: I really understand how you felt at the beginning of spring now.\See!\Oh, did you write your letter?\Yes, I did.\We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I\didn't mess up the Flonyard letters?\Roger that. response:	Sink, come eat.
context: See!\Oh, did you write your letter?\Yes, I did.\We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I\didn't mess up the Flonyard letters?\Roger that.\Sink, come eat. response:	Okay!
context: Oh, did you write your letter?\Yes, I did.\We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I\didn't mess up the Flonyard letters?\Roger that.\Sink, come eat.\Okay! response:	See you tomorrow.
context: Yes, I did.\We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I\didn't mess up the Flonyard letters?\Roger that.\Sink, come eat.\Okay!\See you tomorrow. response:	Mom, this way!
context: We're doing our homework at the library tomorrow, right?\Will you look over it to make sure I\didn't mess up the Flonyard letters?\Roger that.\Sink, come eat.\Okay!\See you tomorrow.\Mom, this way! response:	Sink, sorry for the wait.
context: Will you look over it to make sure I\didn't mess up the Flonyard letters?\Roger that.\Sink, come eat.\Okay!\See you tomorrow.\Mom, this way!\Sink, sorry for the wait. response:	Hey...
context: didn't mess up the Flonyard letters?\Roger that.\Sink, come eat.\Okay!\See you tomorrow.\Mom, this way!\Sink, sorry for the wait.\Hey... response:	Is something wrong?
context: Roger that.\Sink, come eat.\Okay!\See you tomorrow.\Mom, this way!\Sink, sorry for the wait.\Hey...\Is something wrong? response:	No, it's just that I haven't
context: Sink, come eat.\Okay!\See you tomorrow.\Mom, this way!\Sink, sorry for the wait.\Hey...\Is something wrong?\No, it's just that I haven't response:	seen you outside with your hair down often.
context: Okay!\See you tomorrow.\Mom, this way!\Sink, sorry for the wait.\Hey...\Is something wrong?\No, it's just that I haven't\seen you outside with your hair down often. response:	I kind of did it so that it would work with Cou-sama's pendant.
context: See you tomorrow.\Mom, this way!\Sink, sorry for the wait.\Hey...\Is something wrong?\No, it's just that I haven't\seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant. response:	I look a bit older, don't I?
context: Mom, this way!\Sink, sorry for the wait.\Hey...\Is something wrong?\No, it's just that I haven't\seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I? response:	I was surprised because you look quite a bit older.
context: Sink, sorry for the wait.\Hey...\Is something wrong?\No, it's just that I haven't\seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I?\I was surprised because you look quite a bit older. response:	Becky, you're really pretty!
context: Hey...\Is something wrong?\No, it's just that I haven't\seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I?\I was surprised because you look quite a bit older.\Becky, you're really pretty! response:	Thanks.
context: Is something wrong?\No, it's just that I haven't\seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I?\I was surprised because you look quite a bit older.\Becky, you're really pretty!\Thanks. response:	That reminds me,
context: No, it's just that I haven't\seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I?\I was surprised because you look quite a bit older.\Becky, you're really pretty!\Thanks.\That reminds me, response:	you saved me during the pendant episode, too.
context: seen you outside with your hair down often.\I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I?\I was surprised because you look quite a bit older.\Becky, you're really pretty!\Thanks.\That reminds me,\you saved me during the pendant episode, too. response:	We both did it. The two Heroes.
context: I kind of did it so that it would work with Cou-sama's pendant.\I look a bit older, don't I?\I was surprised because you look quite a bit older.\Becky, you're really pretty!\Thanks.\That reminds me,\you saved me during the pendant episode, too.\We both did it. The two Heroes. response:	Since you're a Hero and totally look grown up,
context: I look a bit older, don't I?\I was surprised because you look quite a bit older.\Becky, you're really pretty!\Thanks.\That reminds me,\you saved me during the pendant episode, too.\We both did it. The two Heroes.\Since you're a Hero and totally look grown up, response:	I think calling you by your childhood name Becky might be rude.
context: I was surprised because you look quite a bit older.\Becky, you're really pretty!\Thanks.\That reminds me,\you saved me during the pendant episode, too.\We both did it. The two Heroes.\Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude. response:	I guess then it's Rebecca?
context: Becky, you're really pretty!\Thanks.\That reminds me,\you saved me during the pendant episode, too.\We both did it. The two Heroes.\Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca? response:	Well, I did think that I might like it
context: Thanks.\That reminds me,\you saved me during the pendant episode, too.\We both did it. The two Heroes.\Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca?\Well, I did think that I might like it response:	if you called me that...
context: That reminds me,\you saved me during the pendant episode, too.\We both did it. The two Heroes.\Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca?\Well, I did think that I might like it\if you called me that... response:	Rebecca.
context: you saved me during the pendant episode, too.\We both did it. The two Heroes.\Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca?\Well, I did think that I might like it\if you called me that...\Rebecca. response:	It's way more embarrassing than I imagined
context: We both did it. The two Heroes.\Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca?\Well, I did think that I might like it\if you called me that...\Rebecca.\It's way more embarrassing than I imagined response:	to have you actually call me that!
context: Since you're a Hero and totally look grown up,\I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca?\Well, I did think that I might like it\if you called me that...\Rebecca.\It's way more embarrassing than I imagined\to have you actually call me that! response:	Why does it feel so weird?!
context: I think calling you by your childhood name Becky might be rude.\I guess then it's Rebecca?\Well, I did think that I might like it\if you called me that...\Rebecca.\It's way more embarrassing than I imagined\to have you actually call me that!\Why does it feel so weird?! response:	Rebecca, it's just because you're not used to it.
context: I guess then it's Rebecca?\Well, I did think that I might like it\if you called me that...\Rebecca.\It's way more embarrassing than I imagined\to have you actually call me that!\Why does it feel so weird?!\Rebecca, it's just because you're not used to it. response:	Rebecca?
context: Well, I did think that I might like it\if you called me that...\Rebecca.\It's way more embarrassing than I imagined\to have you actually call me that!\Why does it feel so weird?!\Rebecca, it's just because you're not used to it.\Rebecca? response:	Stop. Stop, I can't!
context: if you called me that...\Rebecca.\It's way more embarrassing than I imagined\to have you actually call me that!\Why does it feel so weird?!\Rebecca, it's just because you're not used to it.\Rebecca?\Stop. Stop, I can't! response:	Really?
context: Rebecca.\It's way more embarrassing than I imagined\to have you actually call me that!\Why does it feel so weird?!\Rebecca, it's just because you're not used to it.\Rebecca?\Stop. Stop, I can't!\Really? response:	I'm sorry. I'll be fine with Becky for now.
context: It's way more embarrassing than I imagined\to have you actually call me that!\Why does it feel so weird?!\Rebecca, it's just because you're not used to it.\Rebecca?\Stop. Stop, I can't!\Really?\I'm sorry. I'll be fine with Becky for now. response:	I'll change my hair back, too.
context: to have you actually call me that!\Why does it feel so weird?!\Rebecca, it's just because you're not used to it.\Rebecca?\Stop. Stop, I can't!\Really?\I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too. response:	Well if you say so, Becky.
context: Why does it feel so weird?!\Rebecca, it's just because you're not used to it.\Rebecca?\Stop. Stop, I can't!\Really?\I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too.\Well if you say so, Becky. response:	Sink, you're so nice, even though I'm being totally crazy.
context: Rebecca, it's just because you're not used to it.\Rebecca?\Stop. Stop, I can't!\Really?\I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too.\Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy. response:	No, no.
context: Rebecca?\Stop. Stop, I can't!\Really?\I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too.\Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy.\No, no. response:	Thank you, Sink. I love you!
context: Stop. Stop, I can't!\Really?\I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too.\Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy.\No, no.\Thank you, Sink. I love you! response:	Yes! I love you, too!
context: Really?\I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too.\Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy.\No, no.\Thank you, Sink. I love you!\Yes! I love you, too! response:	Let's go!
context: I'm sorry. I'll be fine with Becky for now.\I'll change my hair back, too.\Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy.\No, no.\Thank you, Sink. I love you!\Yes! I love you, too!\Let's go! response:	Yeah!
context: I'll change my hair back, too.\Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy.\No, no.\Thank you, Sink. I love you!\Yes! I love you, too!\Let's go!\Yeah! response:	The second summer vacation of middle school...
context: Well if you say so, Becky.\Sink, you're so nice, even though I'm being totally crazy.\No, no.\Thank you, Sink. I love you!\Yes! I love you, too!\Let's go!\Yeah!\The second summer vacation of middle school... response:	It was the second time for Sink, and the first time
context: Sink, you're so nice, even though I'm being totally crazy.\No, no.\Thank you, Sink. I love you!\Yes! I love you, too!\Let's go!\Yeah!\The second summer vacation of middle school...\It was the second time for Sink, and the first time response:	for Nanami and myself to live the Hero experience.
context: No, no.\Thank you, Sink. I love you!\Yes! I love you, too!\Let's go!\Yeah!\The second summer vacation of middle school...\It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience. response:	The place where fun and hot days
context: Thank you, Sink. I love you!\Yes! I love you, too!\Let's go!\Yeah!\The second summer vacation of middle school...\It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience.\The place where fun and hot days response:	and people we love are waiting for us...
context: Yes! I love you, too!\Let's go!\Yeah!\The second summer vacation of middle school...\It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience.\The place where fun and hot days\and people we love are waiting for us... response:	We'll definitely be going back there again.
context: Let's go!\Yeah!\The second summer vacation of middle school...\It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience.\The place where fun and hot days\and people we love are waiting for us...\We'll definitely be going back there again. response:	This summer was truly great, again.
context: Yeah!\The second summer vacation of middle school...\It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience.\The place where fun and hot days\and people we love are waiting for us...\We'll definitely be going back there again.\This summer was truly great, again. response:	Yes, and we'll be back together in no time, right?
context: The second summer vacation of middle school...\It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience.\The place where fun and hot days\and people we love are waiting for us...\We'll definitely be going back there again.\This summer was truly great, again.\Yes, and we'll be back together in no time, right? response:	Yes, so everybody...
context: It was the second time for Sink, and the first time\for Nanami and myself to live the Hero experience.\The place where fun and hot days\and people we love are waiting for us...\We'll definitely be going back there again.\This summer was truly great, again.\Yes, and we'll be back together in no time, right?\Yes, so everybody... response:	See you soon!
context: for Nanami and myself to live the Hero experience.\The place where fun and hot days\and people we love are waiting for us...\We'll definitely be going back there again.\This summer was truly great, again.\Yes, and we'll be back together in no time, right?\Yes, so everybody...\See you soon! response:	See you soon!
